TIMESTAMP,SUIMON_OPEN_PRICE_USD,SUIMON_HIGH_PRICE_USD,SUIMON_LOW_PRICE_USD,SUIMON_CLOSE_PRICE_USD,SUIMON_VOLUME_USD,SUIMON_DIVIDENDS_USD,SUIMON_STOCK_SPLITS_USD
2025-05-06 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.099999958067201e-05,3.300000025774352e-05,1729,0.0,0.0
2025-05-07 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,2.9999999242136255e-05,3.199999991920777e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,3.199999991920777e-05,3.7999998312443495e-05,3.099999958067201e-05,3.600000127335079e-05,2322,0.0,0.0
2025-05-09 00:00:00+00:00,3.600000127335079e-05,3.7000001611886546e-05,3.400000059627928e-05,3.5000000934815034e-05,0,0.0,0.0
2025-05-10 00:00:00+00:00,3.5000000934815034e-05,3.7000001611886546e-05,3.5000000934815034e-05,3.7000001611886546e-05,287,0.0,0.0
2025-05-11 00:00:00+00:00,3.7000001611886546e-05,3.7999998312443495e-05,3.400000059627928e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-12 00:00:00+00:00,3.600000127335079e-05,3.7999998312443495e-05,3.099999958067201e-05,3.099999958067201e-05,5278,0.0,0.0
2025-05-13 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,2.9999999242136255e-05,3.099999958067201e-05,0,0.0,0.0
2025-05-14 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.8000000384054147e-05,2.8000000384054147e-05,0,0.0,0.0
2025-05-15 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.5999999706982635e-05,2.8000000384054147e-05,0,0.0,0.0
2025-05-16 00:00:00+00:00,2.8000000384054147e-05,3.099999958067201e-05,2.8000000384054147e-05,2.9999999242136255e-05,358,0.0,0.0
2025-05-17 00:00:00+00:00,2.9999999242136255e-05,4.999999873689376e-05,2.8000000384054147e-05,4.3000000005122274e-05,28578,0.0,0.0
2025-05-18 00:00:00+00:00,4.3000000005122274e-05,8.299999899463728e-05,4.3000000005122274e-05,5.999999848427251e-05,59223,0.0,0.0
2025-05-19 00:00:00+00:00,5.999999848427251e-05,7.400000322377309e-05,5.900000178371556e-05,7.300000288523734e-05,2949,0.0,0.0
2025-05-20 00:00:00+00:00,7.300000288523734e-05,0.0001049999991664663,7.300000288523734e-05,9.100000170292333e-05,37711,0.0,0.0
2025-05-21 00:00:00+00:00,9.100000170292333e-05,9.100000170292333e-05,4.999999873689376e-05,5.0999999075429514e-05,29909,0.0,0.0
2025-05-22 00:00:00+00:00,5.0999999075429514e-05,5.999999848427251e-05,4.70000013592653e-05,4.8000001697801054e-05,17648,0.0,0.0
2025-05-23 00:00:00+00:00,4.8000001697801054e-05,5.2999999752501026e-05,4.8000001697801054e-05,4.8999998398358e-05,4823,0.0,0.0
2025-05-24 00:00:00+00:00,4.8999998398358e-05,5.199999941396527e-05,4.8000001697801054e-05,4.8999998398358e-05,3709,0.0,0.0
2025-05-25 00:00:00+00:00,4.8999998398358e-05,5.0999999075429514e-05,4.70000013592653e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-26 00:00:00+00:00,4.8000001697801054e-05,4.8999998398358e-05,4.199999966658652e-05,4.199999966658652e-05,5089,0.0,0.0
2025-05-27 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,3.7999998312443495e-05,3.899999865097925e-05,5652,0.0,0.0
2025-05-28 00:00:00+00:00,3.899999865097925e-05,3.9999998989515007e-05,3.400000059627928e-05,3.5000000934815034e-05,2734,0.0,0.0
2025-05-29 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,3.199999991920777e-05,3.400000059627928e-05,0,0.0,0.0
2025-05-30 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,3.199999991920777e-05,3.300000025774352e-05,0,0.0,0.0
2025-05-31 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,2.9999999242136255e-05,2.9999999242136255e-05,0,0.0,0.0
2025-06-01 00:00:00+00:00,3.009651118190959e-05,3.205966277164407e-05,2.9588361940113828e-05,3.154831210849807e-05,3351,0.0,0.0
