TIMESTAMP,UNFK_OPEN_PRICE_USD,UNFK_HIGH_PRICE_USD,UNFK_LOW_PRICE_USD,UNFK_CLOSE_PRICE_USD,UNFK_VOLUME_USD,UNFK_DIVIDENDS_USD,UNFK_STOCK_SPLITS_USD
2025-01-10 00:00:00+00:00,,,,0.0,223489,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,213362,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,160309,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,124247,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,203054,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,181978,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,129513,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,190735,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,167845,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,156255,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,133299,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,161538,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,116754,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,129425,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,100892,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,104373,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,83137,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,62395,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,102973,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,40017,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,439,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,1394,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,2215,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,45,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,87,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,180,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,483,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,131,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,264,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,97,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,148,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,236,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,92,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,94,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,40,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,367,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,24,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,1338,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,66,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,508,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,35,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,292,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,237,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,138,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,463,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,74,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,164,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,107,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,67,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,478,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-06-01 00:00:00+00:00,1.7858821976801664e-08,1.7858821976801664e-08,1.7674739893891456e-08,1.7674739893891456e-08,343,0.0,0.0
