TIMESTAMP,ANT_OPEN_PRICE_USDT,ANT_HIGH_PRICE_USDT,ANT_LOW_PRICE_USDT,ANT_CLOSE_PRICE_USDT,ANT_FIRST_TRADE_PRICE_USDT,ANT_HIGH_TRADE_PRICE_USDT,ANT_LOW_TRADE_PRICE_USDT,ANT_LAST_TRADE_PRICE_USDT,ANT_TOTAL_TRADE_COUNT,ANT_TOTAL_TRADES_BUY,ANT_TOTAL_TRADES_SELL,ANT_VOLUME_USDT,ANT_QUOTE_VOLUME,ANT_VOLUME_BUY,ANT_QUOTE_VOLUME_BUY,ANT_VOLUME_SELL,ANT_QUOTE_VOLUME_SELL
2023-03-30,2.48,2.586,2.42,2.48,2.48,2.586,2.42,2.48,21565,10608,10957,858766.7,2141478.6995,420084.9,1047941.4704,438681.8,1093537.2291
2023-03-31,2.48,2.6,2.453,2.555,2.478,2.6,2.453,2.555,14978,7497,7481,535962.3,1353243.1731,285439.3,722645.2192,250523.0,630597.9539
2023-04-01,2.555,2.62,2.485,2.546,2.556,2.62,2.485,2.546,11139,5506,5633,487862.4,1246786.6137,198790.3,506789.2303,289072.1,739997.3834
2023-04-02,2.546,2.586,2.48,2.561,2.546,2.586,2.48,2.561,12047,5915,6132,411895.3,1047930.0165,184983.6,471316.2975,226911.7,576613.719
2023-04-03,2.561,2.619,2.445,2.607,2.562,2.619,2.445,2.607,23612,11367,12245,1017180.5,2577084.0982,534357.6,1355148.3266,482822.9,1221935.7716
2023-04-04,2.607,2.716,2.591,2.704,2.607,2.716,2.591,2.704,17972,8964,9008,760753.4,2028522.1605,415835.8,1109435.1219,344917.6,919087.0386
2023-04-05,2.704,2.809,2.68,2.799,2.705,2.809,2.68,2.799,17282,9389,7893,702411.3,1924653.3473,370743.7,1016197.8046,331667.6,908455.5427
2023-04-06,2.799,2.98,2.75,2.953,2.797,2.98,2.75,2.953,41868,21771,20097,1904828.6,5416389.2492,1020192.0,2903247.2093,884636.6,2513142.0399
2023-04-07,2.953,3.613,2.912,2.997,2.951,3.613,2.912,2.997,142093,73010,69083,5665049.9,17831870.9338,2938970.4,9256602.0686,2726079.5,8575268.8652
2023-04-08,2.997,3.347,2.961,3.181,2.995,3.347,2.961,3.181,52200,26807,25393,2637012.8,8321295.5261,1317715.1,4156295.8942,1319297.7,4164999.6319
2023-04-09,3.181,3.237,3.044,3.141,3.181,3.237,3.044,3.141,23837,11081,12756,1166799.1,3651055.5096,495801.3,1552364.4513,670997.8,2098691.0583
2023-04-10,3.141,3.17,3.045,3.117,3.144,3.17,3.045,3.117,17617,8524,9093,770203.6,2389979.918,364042.3,1129452.8748,406161.3,1260527.0432
2023-04-11,3.117,3.378,3.077,3.293,3.115,3.378,3.077,3.293,31684,15382,16302,1306048.1,4215793.0893,640974.1,2069874.3076,665074.0,2145918.7817
2023-04-12,3.293,3.384,3.164,3.3,3.296,3.384,3.164,3.3,35594,17811,17783,1850887.0,6026477.2723,919768.0,2995783.1129,931119.0,3030694.1594
2023-04-13,3.3,3.703,3.283,3.604,3.298,3.703,3.283,3.604,75418,40447,34971,3066128.0,10828761.6466,1592638.1,5638323.8129,1473489.9,5190437.8337
2023-04-14,3.604,3.967,3.577,3.641,3.604,3.967,3.577,3.641,47806,24697,23109,1802723.8,6765250.3477,898649.3,3374954.3837,904074.5,3390295.964
2023-04-15,3.641,3.699,3.53,3.565,3.642,3.699,3.53,3.565,14688,7764,6924,541322.5,1956179.4527,267353.9,966431.993,273968.6,989747.4597
2023-04-16,3.565,3.585,3.471,3.526,3.565,3.585,3.471,3.526,13600,6670,6930,472940.5,1668186.595,219872.2,775848.8497,253068.3,892337.7453
2023-04-17,3.526,3.649,3.425,3.635,3.526,3.649,3.425,3.635,17299,8259,9040,715406.4,2540354.6473,324152.8,1150346.2509,391253.6,1390008.3964
2023-04-18,3.635,3.871,3.588,3.841,3.638,3.871,3.588,3.841,23657,11836,11821,666967.9,2477624.4082,321824.2,1195235.8429,345143.7,1282388.5653
2023-04-19,3.841,3.892,3.525,3.595,3.838,3.892,3.525,3.595,33629,17142,16487,1045801.1,3884263.7171,482357.7,1793411.3677,563443.4,2090852.3494
2023-04-20,3.595,3.779,3.442,3.452,3.599,3.779,3.442,3.452,26992,13908,13084,751523.8,2728288.2973,366438.1,1329856.8716,385085.7,1398431.4257
2023-04-21,3.452,3.493,3.159,3.282,3.449,3.493,3.159,3.282,21051,10778,10273,755729.1,2507773.6506,358128.8,1189511.4544,397600.3,1318262.1962
2023-04-22,3.282,3.33,3.204,3.306,3.278,3.33,3.204,3.306,10015,5166,4849,352276.0,1147684.5853,175110.3,570698.7007,177165.7,576985.8846
2023-04-23,3.306,3.485,3.209,3.291,3.305,3.485,3.209,3.291,20782,11520,9262,637862.2,2144914.289,318980.8,1072320.3453,318881.4,1072593.9437
2023-04-24,3.291,3.324,3.088,3.139,3.291,3.324,3.088,3.139,12232,6629,5603,443245.4,1405731.7413,211593.4,669886.9746,231652.0,735844.7667
2023-04-25,3.139,3.364,2.974,3.289,3.138,3.364,2.974,3.289,19913,10677,9236,691842.4,2157916.9164,315623.4,985131.7971,376219.0,1172785.1193
2023-04-26,3.289,3.506,3.151,3.254,3.288,3.506,3.151,3.254,20551,10357,10194,815127.6,2722722.8321,379737.0,1269918.4258,435390.6,1452804.4063
2023-04-27,3.254,3.399,3.24,3.33,3.254,3.399,3.24,3.33,16414,8081,8333,465072.1,1543275.7219,232503.8,771747.2662,232568.3,771528.4557
2023-04-28,3.33,3.354,3.24,3.273,3.327,3.354,3.24,3.273,8401,4057,4344,255560.5,841599.9729,114855.5,378135.2699,140705.0,463464.703
2023-04-29,3.273,3.348,3.24,3.332,3.272,3.348,3.24,3.332,5533,2614,2919,151988.6,500844.464,67203.9,221594.7456,84784.7,279249.7184
2023-04-30,3.332,3.342,3.239,3.245,3.331,3.342,3.239,3.245,6178,2862,3316,146418.3,482301.3636,70137.4,230963.2975,76280.9,251338.0661
2023-05-01,3.245,3.255,3.02,3.091,3.245,3.255,3.02,3.091,11573,5234,6339,476506.0,1491282.0544,206663.2,645717.5775,269842.8,845564.4769
2023-05-02,3.091,3.19,3.041,3.076,3.089,3.19,3.041,3.076,10093,5117,4976,391309.7,1214763.4793,197377.6,612909.1884,193932.1,601854.2909
2023-05-03,3.076,3.076,2.796,2.916,3.076,3.076,2.796,2.916,23772,11840,11932,1095949.2,3193501.553,515428.6,1503440.7225,580520.6,1690060.8305
2023-05-04,2.916,2.916,2.825,2.873,2.914,2.914,2.825,2.873,9440,5105,4335,393464.3,1126443.5367,212504.2,608407.0837,180960.1,518036.453
2023-05-05,2.873,3.08,2.873,3.041,2.874,3.08,2.874,3.041,21615,10533,11082,1062682.9,3182150.2895,500542.8,1499298.8658,562140.1,1682851.4237
2023-05-06,3.041,3.169,2.927,2.972,3.045,3.169,2.927,2.972,25285,12334,12951,1040832.6,3174304.4502,499637.4,1526821.6856,541195.2,1647482.7646
2023-05-07,2.972,3.033,2.9,3.003,2.972,3.033,2.9,3.003,11224,5235,5989,380218.9,1131681.5043,174142.3,518427.5923,206076.6,613253.912
2023-05-08,3.003,3.033,2.649,2.775,3.0,3.033,2.649,2.775,25583,11549,14034,890488.1,2526131.5356,411171.5,1162573.9365,479316.6,1363557.5991
2023-05-09,2.775,2.995,2.741,2.877,2.773,2.995,2.741,2.877,20526,9793,10733,938151.7,2709670.0583,481411.4,1392022.4722,456740.3,1317647.5861
2023-05-10,2.877,3.37,2.742,3.277,2.875,3.37,2.742,3.277,58643,29262,29381,2338102.9,7196189.1589,1189546.7,3667988.1837,1148556.2,3528200.9752
2023-05-11,3.277,3.335,2.977,3.022,3.277,3.335,2.977,3.022,58905,28830,30075,2655295.6,8415693.8527,1266528.8,4019326.0253,1388766.8,4396367.8274
2023-05-12,3.022,3.337,2.973,3.194,3.022,3.337,2.973,3.194,39797,19073,20724,1743277.5,5473814.9568,852802.6,2680791.8727,890474.9,2793023.0841
2023-05-13,3.194,3.194,3.068,3.107,3.194,3.194,3.068,3.107,18356,9364,8992,733372.9,2296115.4666,368492.8,1153294.6667,364880.1,1142820.7999
2023-05-14,3.107,3.154,3.04,3.11,3.105,3.154,3.04,3.11,12409,6509,5900,496674.4,1534057.4983,240040.1,741314.6196,256634.3,792742.8787
2023-05-15,3.11,3.265,3.073,3.218,3.106,3.265,3.073,3.218,20179,9943,10236,834965.7,2642191.8589,394981.6,1249337.1672,439984.1,1392854.6917
2023-05-16,3.218,3.278,3.11,3.256,3.219,3.278,3.11,3.256,15439,7474,7965,644066.7,2054028.5831,339670.1,1083474.7013,304396.6,970553.8818
2023-05-17,3.256,3.341,3.204,3.246,3.26,3.341,3.204,3.246,14572,6636,7936,594943.9,1944096.1407,266342.1,870715.5415,328601.8,1073380.5992
2023-05-18,3.246,3.32,3.173,3.187,3.245,3.32,3.173,3.187,14434,7149,7285,779762.0,2534906.1788,399885.2,1300114.5342,379876.8,1234791.6446
2023-05-19,3.187,3.376,3.155,3.345,3.187,3.376,3.155,3.345,12941,5879,7062,547522.9,1791785.199,281686.4,921542.9277,265836.5,870242.2713
2023-05-20,3.345,3.475,3.327,3.43,3.348,3.475,3.327,3.43,19340,9280,10060,886636.4,3019539.6291,431753.0,1470500.8631,454883.4,1549038.766
2023-05-21,3.43,3.549,3.415,3.438,3.43,3.549,3.415,3.438,16535,7642,8893,669150.0,2327982.5723,313468.7,1090567.9211,355681.3,1237414.6512
2023-05-22,3.438,3.577,3.389,3.526,3.437,3.577,3.389,3.526,13988,6452,7536,629818.3,2208109.8057,299248.0,1050301.0803,330570.3,1157808.7254
2023-05-23,3.526,3.739,3.507,3.657,3.522,3.739,3.507,3.657,15655,7961,7694,742422.3,2703712.68,371257.2,1351303.7015,371165.1,1352408.9785
2023-05-24,3.657,3.657,3.484,3.577,3.654,3.656,3.484,3.577,14869,7245,7624,619870.5,2212436.2069,282812.0,1009270.2419,337058.5,1203165.965
2023-05-25,3.577,3.673,3.492,3.511,3.576,3.673,3.492,3.511,15264,6504,8760,595142.2,2137745.0457,264794.6,952934.1453,330347.6,1184810.9004
2023-05-26,3.511,3.515,3.35,3.356,3.509,3.515,3.35,3.356,11904,5730,6174,532613.7,1820717.0729,247255.0,843893.3891,285358.7,976823.6838
2023-05-27,3.356,3.499,3.35,3.48,3.357,3.499,3.35,3.48,8711,4225,4486,328909.0,1124878.8885,166943.4,570420.8247,161965.6,554458.0638
2023-05-28,3.48,3.598,3.424,3.543,3.479,3.598,3.424,3.543,10135,5142,4993,307503.7,1077198.0293,150592.5,527065.7897,156911.2,550132.2396
2023-05-29,3.543,3.679,3.514,3.588,3.539,3.679,3.514,3.588,14581,6806,7775,511427.6,1843419.357,260549.2,939245.2381,250878.4,904174.1189
2023-05-30,3.588,3.61,3.504,3.567,3.589,3.61,3.504,3.567,9493,4801,4692,290908.4,1035802.1187,134898.0,480344.0359,156010.4,555458.0828
2023-05-31,3.567,3.595,3.432,3.512,3.567,3.595,3.432,3.512,10081,4428,5653,366056.9,1282312.9824,158179.5,554269.7852,207877.4,728043.1972
2023-06-01,3.512,3.625,3.434,3.576,3.511,3.625,3.434,3.576,9276,4128,5148,303291.8,1076320.7276,140904.2,500484.7554,162387.6,575835.9722
2023-06-02,3.576,3.612,3.535,3.565,3.574,3.612,3.535,3.565,7701,2807,4894,239905.3,858208.2439,106090.4,379493.0423,133814.9,478715.2016
2023-06-03,3.565,3.58,3.49,3.565,3.563,3.58,3.49,3.565,5726,2637,3089,240196.0,847209.1387,106931.5,377152.5664,133264.5,470056.5723
2023-06-04,3.565,3.741,3.533,3.559,3.567,3.741,3.533,3.559,15067,7703,7364,553247.4,2021085.3472,271564.2,993014.3793,281683.2,1028070.9679
2023-06-05,3.559,3.59,3.175,3.333,3.556,3.59,3.175,3.333,19237,9147,10090,731818.4,2480650.1312,355084.1,1199603.148,376734.3,1281046.9832
2023-06-06,3.333,3.607,3.267,3.574,3.333,3.607,3.267,3.574,14234,7235,6999,371101.6,1263684.9614,183136.3,624234.6248,187965.3,639450.3366
2023-06-07,3.574,3.578,3.245,3.357,3.573,3.578,3.245,3.357,14779,6377,8402,410727.9,1403525.1571,186942.7,637822.9855,223785.2,765702.1716
2023-06-08,3.357,3.41,3.249,3.382,3.355,3.41,3.249,3.382,8471,4125,4346,223359.6,742359.492,109479.5,363862.367,113880.1,378497.125
2023-06-09,3.382,3.423,3.312,3.386,3.384,3.423,3.312,3.386,8251,4089,4162,211902.2,713211.5107,91992.5,309428.7215,119909.7,403782.7892
2023-06-10,3.386,3.392,2.644,3.101,3.386,3.392,2.644,3.101,38172,18713,19459,1550141.2,4528045.4666,731009.7,2125320.1127,819131.5,2402725.3539
2023-06-11,3.101,3.203,3.04,3.145,3.1,3.203,3.04,3.145,7644,3889,3755,282745.8,883486.3461,138153.2,431438.9192,144592.6,452047.4269
2023-06-12,3.145,3.171,3.024,3.064,3.143,3.171,3.024,3.064,11559,4944,6615,407941.1,1264440.2885,178983.7,554258.3415,228957.4,710181.947
2023-06-13,3.064,3.144,2.92,3.011,3.066,3.144,2.92,3.011,13360,7277,6083,559545.8,1690258.9003,310619.8,939011.2016,248926.0,751247.6987
2023-06-14,3.011,3.099,2.911,2.991,3.012,3.099,2.911,2.991,10777,5039,5738,333505.6,1008588.1401,147037.4,445074.4407,186468.2,563513.6994
2023-06-15,2.991,3.35,2.976,3.285,2.99,3.35,2.976,3.285,21683,11766,9917,750584.1,2360827.8325,380628.2,1198319.838,369955.9,1162507.9945
2023-06-16,3.285,3.496,3.264,3.438,3.285,3.496,3.264,3.438,19399,10442,8957,675898.1,2267369.4612,337903.9,1135470.0794,337994.2,1131899.3818
2023-06-17,3.438,3.999,3.418,3.765,3.44,3.999,3.418,3.765,43930,21810,22120,1388998.9,5197794.2459,706390.0,2638843.944,682608.9,2558950.3019
2023-06-18,3.765,3.968,3.747,3.777,3.761,3.968,3.747,3.777,27837,13873,13964,966631.9,3709214.9924,450089.2,1726636.9907,516542.7,1982578.0017
2023-06-19,3.777,4.18,3.77,3.976,3.777,4.18,3.77,3.976,42243,21132,21111,1554824.5,6139723.2552,778635.4,3078601.222,776189.1,3061122.0332
2023-06-20,3.976,4.5,3.953,4.358,3.975,4.5,3.953,4.358,52294,27492,24802,2069234.3,8744428.5057,1041970.6,4395499.9742,1027263.7,4348928.5315
2023-06-21,4.358,4.995,4.27,4.512,4.363,4.995,4.27,4.512,49144,24519,24625,2010491.8,9043184.6619,1013933.5,4561609.329,996558.3,4481575.3329
2023-06-22,4.512,4.687,4.25,4.295,4.511,4.687,4.25,4.295,41309,20120,21189,1526310.9,6768531.6339,764039.4,3389998.1349,762271.5,3378533.499
2023-06-23,4.295,4.497,4.196,4.31,4.292,4.497,4.196,4.31,24641,11412,13229,868939.0,3762235.9314,404286.8,1749245.4185,464652.2,2012990.5129
2023-06-24,4.31,4.447,4.04,4.107,4.308,4.447,4.04,4.107,18675,9779,8896,801070.9,3368331.7934,399469.9,1679821.554,401601.0,1688510.2394
2023-06-25,4.107,4.185,4.009,4.048,4.112,4.185,4.009,4.048,14015,7771,6244,543498.8,2225318.758,284388.1,1164266.1919,259110.7,1061052.5661
2023-06-26,4.048,4.114,3.907,3.991,4.048,4.114,3.907,3.991,15661,7501,8160,680207.8,2725303.2912,301572.0,1208378.3017,378635.8,1516924.9895
2023-06-27,3.991,4.081,3.921,3.98,3.988,4.081,3.921,3.98,14498,6131,8367,666641.0,2657966.6008,271074.7,1082209.308,395566.3,1575757.2928
2023-06-28,3.98,4.123,3.761,3.884,3.978,4.123,3.761,3.884,15746,7905,7841,735919.5,2900716.837,345275.6,1362561.5704,390643.9,1538155.2666
2023-06-29,3.884,3.986,3.837,3.927,3.872,3.986,3.837,3.927,7998,3613,4385,339225.0,1325675.3126,151914.0,593779.4622,187311.0,731895.8504
2023-06-30,3.927,4.099,3.67,4.011,3.929,4.099,3.67,4.011,17061,7969,9092,755005.4,2984051.5758,360706.8,1425342.8944,394298.6,1558708.6814
2023-07-01,4.011,4.14,3.941,4.094,4.016,4.14,3.941,4.094,6814,3557,3257,319338.3,1290389.2146,168589.4,681478.4144,150748.9,608910.8002
2023-07-02,4.094,4.094,3.862,3.974,4.093,4.093,3.862,3.974,6463,3094,3369,250041.1,992939.2443,115087.7,457043.1041,134953.4,535896.1402
2023-07-03,3.974,4.296,3.939,4.138,3.97,4.296,3.939,4.138,15693,7403,8290,486147.9,2012095.8311,238986.7,990358.4267,247161.2,1021737.4044
2023-07-04,4.138,4.244,4.086,4.186,4.139,4.244,4.086,4.186,10003,5370,4633,416621.9,1733394.0557,205011.3,852821.1171,211610.6,880572.9386
2023-07-05,4.186,4.301,4.014,4.156,4.187,4.301,4.014,4.156,15650,7446,8204,671817.5,2812146.3536,322211.8,1349129.9105,349605.7,1463016.4431
2023-07-06,4.156,4.5,4.094,4.095,4.157,4.5,4.094,4.095,26910,13371,13539,1276808.6,5490790.7178,611028.7,2632071.0623,665779.9,2858719.6555
2023-07-07,4.095,4.147,3.971,4.02,4.089,4.147,3.971,4.02,11565,5941,5624,454931.2,1842822.6859,228726.5,926725.804,226204.7,916096.8819
2023-07-08,4.02,4.059,3.972,4.042,4.023,4.059,3.972,4.042,5312,2353,2959,209385.6,841270.6631,92236.0,370484.044,117149.6,470786.6191
2023-07-09,4.042,4.096,3.963,3.988,4.042,4.096,3.963,3.988,3480,1889,1591,142133.9,571651.7146,70109.2,281900.8132,72024.7,289750.9014
2023-07-10,3.988,4.13,3.88,4.039,3.991,4.13,3.88,4.039,9265,5119,4146,317882.5,1273917.9925,158036.1,632890.1017,159846.4,641027.8908
2023-07-11,4.039,4.122,3.99,4.096,4.04,4.122,3.99,4.096,8122,4079,4043,228518.1,930410.399,103769.5,422725.7872,124748.6,507684.6118
2023-07-12,4.096,4.158,4.024,4.08,4.095,4.158,4.024,4.08,5421,2666,2755,185744.5,762782.3617,88925.4,365406.4876,96819.1,397375.8741
2023-07-13,4.08,4.327,4.031,4.264,4.083,4.327,4.031,4.264,11089,5173,5916,473587.5,1995974.017,241364.9,1018506.895,232222.6,977467.122
2023-07-14,4.264,4.435,4.036,4.203,4.264,4.435,4.036,4.203,16458,8129,8329,640551.3,2726244.4567,303370.9,1290327.9737,337180.4,1435916.483
2023-07-15,4.203,4.407,4.156,4.268,4.202,4.407,4.156,4.268,16785,7478,9307,748836.4,3214950.3821,361448.2,1546923.3999,387388.2,1668026.9822
2023-07-16,4.268,4.308,4.15,4.207,4.276,4.308,4.15,4.207,6700,2869,3831,274678.1,1169673.2267,109336.2,465744.2508,165341.9,703928.9759
2023-07-17,4.207,4.45,4.181,4.36,4.208,4.45,4.181,4.36,15945,8255,7690,746477.7,3244599.3591,403387.5,1751841.9424,343090.2,1492757.4167
2023-07-18,4.36,4.383,3.98,4.036,4.359,4.383,3.98,4.036,11801,5060,6741,386334.5,1602351.3369,172171.5,712250.7277,214163.0,890100.6092
2023-07-19,4.036,4.152,3.987,4.079,4.038,4.152,3.987,4.079,7879,3049,4830,227274.1,922253.2039,107417.3,435884.2217,119856.8,486368.9822
2023-07-20,4.079,4.266,4.073,4.194,4.082,4.266,4.073,4.194,9646,5297,4349,351261.9,1476328.4982,169305.0,711515.4634,181956.9,764813.0348
2023-07-21,4.194,4.272,4.162,4.219,4.196,4.272,4.162,4.219,4462,2103,2359,153124.6,646111.3804,70928.7,299136.8372,82195.9,346974.5432
2023-07-22,4.219,4.288,4.156,4.196,4.219,4.288,4.156,4.196,3576,1669,1907,105651.5,447690.1604,50033.8,211771.5225,55617.7,235918.6379
2023-07-23,4.196,4.217,4.056,4.064,4.192,4.217,4.056,4.064,4101,1998,2103,161387.3,665406.5668,78908.5,324759.773,82478.8,340646.7938
2023-07-24,4.064,4.071,3.837,4.052,4.063,4.071,3.837,4.052,10197,5260,4937,394799.3,1562331.0883,177385.8,703945.2334,217413.5,858385.8549
2023-07-25,4.052,4.272,4.009,4.086,4.054,4.272,4.009,4.086,10002,4654,5348,410141.6,1701496.9838,199746.6,829704.0152,210395.0,871792.9686
2023-07-26,4.086,4.095,3.986,4.016,4.089,4.095,3.986,4.016,6466,3223,3243,230436.2,927855.9741,108627.4,437607.1102,121808.8,490248.8639
2023-07-27,4.016,4.197,3.978,4.19,4.014,4.197,3.978,4.19,6664,3476,3188,172044.4,707511.053,94793.1,389918.6705,77251.3,317592.3825
2023-07-28,4.19,4.332,4.173,4.241,4.198,4.332,4.173,4.241,13664,6508,7156,633077.8,2692793.0719,352323.3,1498486.3744,280754.5,1194306.6975
2023-07-29,4.241,4.374,4.233,4.348,4.241,4.374,4.233,4.348,5641,2443,3198,200249.8,864469.5293,85464.1,368853.536,114785.7,495615.9933
2023-07-30,4.348,4.416,4.199,4.353,4.35,4.416,4.199,4.353,7319,3799,3520,222280.9,966283.4736,109274.0,475610.9773,113006.9,490672.4963
2023-07-31,4.353,4.449,4.299,4.415,4.353,4.449,4.299,4.415,7921,3375,4546,261246.2,1142702.6662,132008.1,577691.4834,129238.1,565011.1828
2023-08-01,4.415,4.565,4.256,4.48,4.413,4.565,4.256,4.48,15204,7133,8071,553009.1,2453833.8904,280000.5,1243675.6313,273008.6,1210158.2591
2023-08-02,4.48,4.67,4.334,4.434,4.489,4.67,4.334,4.434,14319,7380,6939,538548.1,2423898.8321,273401.8,1231027.2784,265146.3,1192871.5537
2023-08-03,4.434,4.53,4.181,4.199,4.427,4.53,4.181,4.199,9244,4364,4880,382514.2,1668214.7111,189656.1,827816.0329,192858.1,840398.6782
2023-08-04,4.199,4.199,3.924,3.987,4.199,4.199,3.924,3.987,16843,9605,7238,760964.7,3077018.8934,412260.2,1665420.1986,348704.5,1411598.6948
2023-08-05,3.987,4.154,3.948,4.126,3.985,4.154,3.948,4.126,10201,5280,4921,387759.4,1583575.0415,185882.3,759414.1163,201877.1,824160.9252
2023-08-06,4.126,4.209,4.087,4.19,4.129,4.209,4.087,4.19,4876,2164,2712,217037.1,900346.3269,97381.1,403980.6803,119656.0,496365.6466
2023-08-07,4.19,4.403,4.181,4.305,4.196,4.403,4.181,4.305,15348,7159,8189,652426.3,2809720.0569,328817.6,1416290.514,323608.7,1393429.5429
2023-08-08,4.305,4.389,4.22,4.364,4.307,4.389,4.22,4.364,8168,4049,4119,347956.5,1500834.2007,162424.4,700397.7124,185532.1,800436.4883
2023-08-09,4.364,4.49,4.347,4.421,4.371,4.49,4.347,4.421,6045,2891,3154,286168.4,1261535.863,140216.3,618594.0983,145952.1,642941.7647
2023-08-10,4.421,4.508,4.321,4.476,4.427,4.508,4.321,4.476,7286,2913,4373,257009.8,1135332.6789,110201.3,487101.5352,146808.5,648231.1437
2023-08-11,4.476,4.6,4.151,4.178,4.486,4.6,4.151,4.178,17380,7378,10002,521415.5,2296904.2834,248524.4,1092317.0647,272891.1,1204587.2187
2023-08-12,4.178,4.262,4.059,4.23,4.179,4.262,4.059,4.23,20022,10691,9331,526246.7,2178612.5099,291861.3,1206242.9204,234385.4,972369.5895
2023-08-13,4.23,4.638,4.225,4.387,4.231,4.638,4.225,4.387,39855,19537,20318,1528281.3,6785355.8703,744207.0,3309359.0983,784074.3,3475996.772
2023-08-14,4.387,4.626,4.343,4.377,4.385,4.626,4.343,4.377,20909,9551,11358,921918.4,4120975.5056,436124.9,1947413.1861,485793.5,2173562.3195
2023-08-15,4.377,4.377,4.08,4.19,4.376,4.377,4.08,4.19,17298,8338,8960,635989.6,2684941.2,300648.9,1268081.44,335340.7,1416859.76
2023-08-16,4.19,4.285,4.044,4.212,4.183,4.285,4.044,4.212,17600,9552,8048,765811.1,3200706.4844,408666.8,1709980.0689,357144.3,1490726.4155
2023-08-17,4.212,4.378,3.671,4.248,4.21,4.378,3.671,4.248,28240,13782,14458,965971.7,4048049.7039,454785.7,1914271.5428,511186.0,2133778.1611
2023-08-18,4.248,4.45,4.024,4.136,4.239,4.45,4.024,4.136,33348,15971,17377,1330011.6,5626815.2178,610485.1,2585533.3062,719526.5,3041281.9116
2023-08-19,4.136,4.59,4.129,4.451,4.132,4.59,4.129,4.451,30833,14891,15942,1118401.4,4948743.1208,528190.3,2336693.1653,590211.1,2612049.9555
2023-08-20,4.451,4.536,4.332,4.366,4.45,4.536,4.332,4.366,14346,7348,6998,499800.9,2223450.512,241302.0,1073567.7054,258498.9,1149882.8066
2023-08-21,4.366,4.366,4.153,4.268,4.363,4.364,4.153,4.268,18210,8763,9447,716062.5,3032157.297,352192.5,1490153.3724,363870.0,1542003.9246
2023-08-22,4.268,4.428,4.15,4.246,4.273,4.428,4.15,4.246,17022,8736,8286,668604.8,2893466.5461,343218.2,1485968.2589,325386.6,1407498.2872
2023-08-23,4.246,4.246,4.136,4.179,4.243,4.244,4.136,4.179,21904,12739,9165,1373896.2,5740628.6587,762312.9,3187038.6972,611583.3,2553589.9615
2023-08-24,4.179,4.294,4.146,4.218,4.179,4.294,4.146,4.218,16989,7316,9673,508124.7,2149981.4683,229290.5,970240.3182,278834.2,1179741.1501
2023-08-25,4.218,4.275,4.129,4.26,4.219,4.275,4.129,4.26,15000,6513,8487,330568.2,1395424.2165,166049.4,700747.6702,164518.8,694676.5463
2023-08-26,4.26,4.294,4.158,4.175,4.264,4.294,4.158,4.175,6945,3533,3412,182216.2,770550.2948,83229.9,352390.8759,98986.3,418159.4189
2023-08-27,4.175,4.318,4.141,4.306,4.171,4.318,4.141,4.306,8851,5056,3795,183232.2,774505.9969,100817.5,426445.3886,82414.7,348060.6083
2023-08-28,4.306,4.335,4.006,4.108,4.308,4.335,4.006,4.108,17920,8658,9262,551156.1,2279885.7847,271412.1,1122148.8846,279744.0,1157736.9001
2023-08-29,4.108,4.25,4.048,4.221,4.109,4.25,4.048,4.221,15700,8368,7332,394332.8,1639317.1478,195840.1,814371.221,198492.7,824945.9268
2023-08-30,4.221,4.32,4.177,4.253,4.226,4.32,4.177,4.253,11255,5354,5901,310915.0,1319441.0537,134282.9,570307.6482,176632.1,749133.4055
2023-08-31,4.253,4.326,4.083,4.274,4.25,4.326,4.083,4.274,11284,5053,6231,304156.6,1287740.448,147442.1,624570.4674,156714.5,663169.9806
2023-09-01,4.274,4.31,4.15,4.291,4.277,4.31,4.15,4.291,9737,4033,5704,265794.5,1130079.0887,127894.8,544263.2021,137899.7,585815.8866
2023-09-02,4.291,4.387,4.206,4.258,4.294,4.387,4.206,4.258,12295,5473,6822,387915.3,1660257.9466,155538.4,667127.1891,232376.9,993130.7575
2023-09-03,4.258,4.317,4.149,4.303,4.259,4.317,4.149,4.303,6746,3153,3593,180127.1,761205.5612,86295.3,364711.1921,93831.8,396494.3691
2023-09-04,4.303,4.401,4.207,4.293,4.306,4.401,4.207,4.293,13222,6087,7135,423274.4,1821621.9865,207726.5,893470.8292,215547.9,928151.1573
2023-09-05,4.293,4.35,4.202,4.304,4.297,4.35,4.202,4.304,11425,4866,6559,426309.2,1827424.2126,166847.3,715974.9192,259461.9,1111449.2934
2023-09-06,4.304,4.442,4.274,4.319,4.305,4.442,4.274,4.319,9400,4466,4934,342116.0,1486124.5499,151038.3,657039.8754,191077.7,829084.6745
2023-09-07,4.319,4.435,4.224,4.409,4.319,4.435,4.224,4.409,7848,4061,3787,255959.0,1105826.4714,140572.9,607488.44,115386.1,498338.0314
2023-09-08,4.409,4.424,4.271,4.348,4.41,4.424,4.271,4.348,8044,3484,4560,233398.6,1011402.6256,100529.7,435618.1188,132868.9,575784.5068
2023-09-09,4.348,4.38,4.301,4.306,4.348,4.38,4.301,4.306,4004,1973,2031,120703.6,523977.5174,49794.5,216247.3047,70909.1,307730.2127
2023-09-10,4.306,4.349,4.216,4.295,4.31,4.349,4.216,4.295,7237,3576,3661,230113.2,985783.2647,114861.5,492137.1693,115251.7,493646.0954
