TIMESTAMP,LOOPY33395_OPEN_PRICE_USD,LOOPY33395_HIGH_PRICE_USD,LOOPY33395_LOW_PRICE_USD,LOOPY33395_CLOSE_PRICE_USD,LOOPY33395_VOLUME_USD,LOOPY33395_DIVIDENDS_USD,LOOPY33395_STOCK_SPLITS_USD
2025-03-11 00:00:00+00:00,,,,0.0,548290,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,548226,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,548172,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,548440,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,548363,0.0,0.0
2025-03-16 00:00:00+00:00,,,,0.0,548391,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,548383,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,548267,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,548545,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,548113,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,548174,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,548299,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,548420,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,548562,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,548472,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,548395,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,548231,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,548082,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,548167,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,548282,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,548239,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,548366,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,548317,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,548135,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,548175,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,548138,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,547922,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,548241,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,547804,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,548194,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,800,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,110,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,154,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,121,0.0,0.0
