TIMESTAMP,WEPE_OPEN_PRICE_USD,WEPE_HIGH_PRICE_USD,WEPE_LOW_PRICE_USD,WEPE_CLOSE_PRICE_USD,WEPE_VOLUME_USD,WEPE_DIVIDENDS_USD,WEPE_STOCK_SPLITS_USD
2025-05-07 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,1249426,0.0,0.0
2025-05-08 00:00:00+00:00,1.8999999156221747e-05,2.4000000848900527e-05,1.8999999156221747e-05,2.4000000848900527e-05,888112,0.0,0.0
2025-05-09 00:00:00+00:00,2.4000000848900527e-05,2.5999999706982635e-05,2.300000051036477e-05,2.4000000848900527e-05,731838,0.0,0.0
2025-05-10 00:00:00+00:00,2.4000000848900527e-05,3.400000059627928e-05,2.4000000848900527e-05,3.300000025774352e-05,923040,0.0,0.0
2025-05-11 00:00:00+00:00,3.300000025774352e-05,3.600000127335079e-05,2.9000000722589903e-05,3.099999958067201e-05,1173332,0.0,0.0
2025-05-12 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,2.9000000722589903e-05,2.9999999242136255e-05,960920,0.0,0.0
2025-05-13 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,2.700000004551839e-05,2.9999999242136255e-05,908377,0.0,0.0
2025-05-14 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.4000000848900527e-05,2.499999936844688e-05,875289,0.0,0.0
2025-05-15 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.300000051036477e-05,2.4000000848900527e-05,773278,0.0,0.0
2025-05-16 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.099999983329326e-05,2.099999983329326e-05,854243,0.0,0.0
2025-05-17 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.9999999494757503e-05,1.9999999494757503e-05,720660,0.0,0.0
2025-05-18 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.9999999494757503e-05,2.2000000171829015e-05,720201,0.0,0.0
2025-05-19 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.9999999494757503e-05,2.2000000171829015e-05,679404,0.0,0.0
2025-05-20 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.9999999494757503e-05,1.9999999494757503e-05,729850,0.0,0.0
2025-05-21 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.8000000636675395e-05,1.9999999494757503e-05,897635,0.0,0.0
2025-05-22 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.9999999494757503e-05,1.9999999494757503e-05,896515,0.0,0.0
2025-05-23 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.8999999156221747e-05,1.9999999494757503e-05,994412,0.0,0.0
2025-05-24 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,1233661,0.0,0.0
2025-05-25 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,1148715,0.0,0.0
2025-05-26 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,984568,0.0,0.0
2025-05-27 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.700000029813964e-05,1.8000000636675395e-05,693471,0.0,0.0
2025-05-28 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.700000029813964e-05,905209,0.0,0.0
2025-05-29 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.5999999959603883e-05,1.5999999959603883e-05,919722,0.0,0.0
2025-05-30 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.5999999959603883e-05,850226,0.0,0.0
2025-05-31 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.4999999621068127e-05,1.5999999959603883e-05,887279,0.0,0.0
2025-06-01 00:00:00+00:00,1.6204205167014152e-05,1.670646270213183e-05,1.569719643157441e-05,1.660351517784875e-05,895189,0.0,0.0
