TIMESTAMP,BARY_OPEN_PRICE_USD,BARY_HIGH_PRICE_USD,BARY_LOW_PRICE_USD,BARY_CLOSE_PRICE_USD,BARY_VOLUME_USD,BARY_DIVIDENDS_USD,BARY_STOCK_SPLITS_USD
2025-02-13 00:00:00+00:00,,,,0.0,118,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,452,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,64,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,268,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,49,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,102,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,60,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,101,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,73,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,82,0.0,0.0
2025-06-01 00:00:00+00:00,1.9761125027994986e-11,1.9761125027994986e-11,1.886583250731988e-11,1.886583250731988e-11,148,0.0,0.0
