TIMESTAMP,TOKI_OPEN_PRICE_USD,TOKI_HIGH_PRICE_USD,TOKI_LOW_PRICE_USD,TOKI_CLOSE_PRICE_USD,TOKI_VOLUME_USD,TOKI_DIVIDENDS_USD,TOKI_STOCK_SPLITS_USD
2025-02-19 00:00:00+00:00,,,,0.0,41444,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,50087,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,78328,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,38399,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,28394,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,22813,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,42973,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,34576,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,11767,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,33859,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,20703,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,27872,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,12147,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,16989,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,8384,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,12057,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,7449,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,11534,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,6989,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,6099,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,5175,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,5267,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,4788,0.0,0.0
2025-03-16 00:00:00+00:00,,,,0.0,12291,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,20687,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,3536,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,16427,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,4600,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,10728,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,1375,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,7542,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,4879,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,2197,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,5088,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,5291,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,698,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,1171,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,2573,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,6548,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,1548,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,6847,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,1055,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,6546,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,1862,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,1564,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,1407,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,1047,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,11461,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,27078,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,8022,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,7969,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,4978,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,282,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,4583,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,4662,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,5474,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,69139,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,38352,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,19999,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,23285,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,8036,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,3571,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,2129,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,6841,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,3574,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,6565,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,7466,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,4032,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,6431,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,2136,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,7103,0.0,0.0
2025-06-01 00:00:00+00:00,3.7483530168636037e-10,3.7853559176070917e-10,3.671471182631336e-10,3.7287112286676916e-10,1126,0.0,0.0
