TIMESTAMP,KULU_OPEN_PRICE_USD,KULU_HIGH_PRICE_USD,KULU_LOW_PRICE_USD,KULU_CLOSE_PRICE_USD,KULU_VOLUME_USD,KULU_DIVIDENDS_USD,KULU_STOCK_SPLITS_USD
2025-05-06 00:00:00+00:00,6.399999983841553e-05,6.500000017695129e-05,5.8000001445179805e-05,6.399999983841553e-05,0,0.0,0.0
2025-05-07 00:00:00+00:00,6.399999983841553e-05,6.399999983841553e-05,5.700000110664405e-05,5.8000001445179805e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,5.8000001445179805e-05,6.199999916134402e-05,4.999999873689376e-05,4.999999873689376e-05,0,0.0,0.0
2025-05-09 00:00:00+00:00,4.999999873689376e-05,5.999999848427251e-05,4.999999873689376e-05,5.999999848427251e-05,0,0.0,0.0
2025-05-10 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,5.700000110664405e-05,5.8000001445179805e-05,0,0.0,0.0
2025-05-11 00:00:00+00:00,5.8000001445179805e-05,6.399999983841553e-05,5.8000001445179805e-05,6.199999916134402e-05,0,0.0,0.0
2025-05-12 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,5.8000001445179805e-05,5.900000178371556e-05,0,0.0,0.0
2025-05-13 00:00:00+00:00,5.900000178371556e-05,6.199999916134402e-05,5.700000110664405e-05,6.0999998822808266e-05,0,0.0,0.0
2025-05-14 00:00:00+00:00,6.0999998822808266e-05,6.0999998822808266e-05,5.400000009103678e-05,5.400000009103678e-05,0,0.0,0.0
2025-05-15 00:00:00+00:00,5.400000009103678e-05,5.500000042957254e-05,5.0999999075429514e-05,5.0999999075429514e-05,0,0.0,0.0
2025-05-16 00:00:00+00:00,5.0999999075429514e-05,5.199999941396527e-05,4.999999873689376e-05,4.999999873689376e-05,0,0.0,0.0
2025-05-17 00:00:00+00:00,4.999999873689376e-05,5.0999999075429514e-05,4.8999998398358e-05,5.0999999075429514e-05,0,0.0,0.0
2025-05-18 00:00:00+00:00,5.0999999075429514e-05,5.2999999752501026e-05,5.0999999075429514e-05,5.199999941396527e-05,0,0.0,0.0
2025-05-19 00:00:00+00:00,5.199999941396527e-05,5.199999941396527e-05,4.8999998398358e-05,4.8999998398358e-05,0,0.0,0.0
2025-05-20 00:00:00+00:00,4.8999998398358e-05,4.999999873689376e-05,4.8999998398358e-05,4.999999873689376e-05,0,0.0,0.0
2025-05-21 00:00:00+00:00,4.999999873689376e-05,5.199999941396527e-05,4.999999873689376e-05,5.199999941396527e-05,0,0.0,0.0
2025-05-22 00:00:00+00:00,5.199999941396527e-05,5.500000042957254e-05,5.199999941396527e-05,5.500000042957254e-05,0,0.0,0.0
2025-05-23 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,4.70000013592653e-05,4.70000013592653e-05,0,0.0,0.0
2025-05-24 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.5000000682193786e-05,4.600000102072954e-05,0,0.0,0.0
2025-05-25 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,3.9999998989515007e-05,3.9999998989515007e-05,447,0.0,0.0
2025-05-26 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.9999998989515007e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-27 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-05-28 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-29 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-30 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.199999991920777e-05,3.199999991920777e-05,452,0.0,0.0
2025-05-31 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,3.099999958067201e-05,3.199999991920777e-05,43,0.0,0.0
2025-06-01 00:00:00+00:00,3.1741892598802224e-05,3.224439933546819e-05,3.130761251668446e-05,3.130761251668446e-05,3,0.0,0.0
