TIMESTAMP,BCDN_CLOSE_PRICE_USD,BCDN_OPEN_PRICE_USD,BCDN_HIGH_PRICE_USD,BCDN_LOW_PRICE_USD
2018-03-21,0.0221,0.0198,0.0235,0.0197
2018-03-22,0.0208,0.0221,0.0244,0.019
2018-03-23,0.0216,0.0208,0.0248,0.0187
2018-03-24,0.0204,0.0216,0.022,0.0201
2018-03-25,0.02,0.0204,0.0206,0.0193
2018-03-26,0.0175,0.02,0.0201,0.0169
2018-03-27,0.0161,0.0175,0.0191,0.0161
2018-03-28,0.0178,0.0161,0.018,0.0157
2018-03-29,0.0151,0.0178,0.018,0.0146
2018-03-30,0.0155,0.0151,0.0175,0.0131
2018-03-31,0.0153,0.0155,0.0158,0.014
2018-04-01,0.0142,0.0153,0.0153,0.0134
2018-04-02,0.0132,0.0142,0.0143,0.013
2018-04-03,0.0137,0.0132,0.0141,0.013
2018-04-04,0.014,0.0137,0.0145,0.0129
2018-04-05,0.0123,0.014,0.014,0.012
2018-04-06,0.0114,0.0123,0.0128,0.0114
2018-04-07,0.0114,0.0114,0.012,0.0113
2018-04-08,0.0295,0.0114,0.0489,0.0102
2018-04-09,0.0319,0.0295,0.0425,0.0223
2018-04-10,0.0298,0.0319,0.037,0.0291
2018-04-11,0.0281,0.0298,0.0315,0.028
2018-04-12,0.0285,0.0285,0.0297,0.0238
2018-04-13,0.0265,0.0285,0.0306,0.0265
2018-04-14,0.0259,0.0265,0.0271,0.025
2018-04-15,0.0261,0.0259,0.0274,0.0258
2018-04-16,0.0253,0.0261,0.027,0.0232
2018-04-17,0.0329,0.0253,0.0375,0.0246
2018-04-18,0.0328,0.0329,0.0354,0.0316
2018-04-19,0.0355,0.0328,0.0439,0.0324
2018-04-20,0.0697,0.0355,0.0728,0.0355
2018-04-21,0.053,0.0697,0.0697,0.0412
2018-04-22,0.0505,0.053,0.063,0.049
2018-04-23,0.047,0.0503,0.0533,0.0431
2018-04-24,0.0552,0.047,0.06,0.0466
2018-04-25,0.0438,0.0552,0.0552,0.0423
2018-04-26,0.0487,0.0438,0.0499,0.0423
2018-04-27,0.0465,0.0483,0.0579,0.0458
2018-04-28,0.0467,0.0465,0.0514,0.0451
2018-04-29,0.0458,0.0467,0.0498,0.0422
2018-04-30,0.0453,0.0452,0.047,0.0426
2018-05-01,0.0431,0.0453,0.0455,0.04
2018-05-02,0.0461,0.0431,0.0523,0.0429
2018-05-03,0.0456,0.0461,0.048,0.0437
2018-05-04,0.0457,0.0456,0.0474,0.044
2018-05-05,0.045,0.0457,0.0495,0.0427
2018-05-06,0.0418,0.0451,0.0464,0.04
2018-05-07,0.0397,0.0418,0.043,0.0384
2018-05-08,0.0412,0.042,0.043,0.0403
2018-05-09,0.0392,0.0412,0.0412,0.0376
2018-05-10,0.0401,0.0392,0.0421,0.0388
2018-05-11,0.0362,0.0403,0.0403,0.033
2018-05-12,0.0345,0.0362,0.0379,0.0311
2018-05-13,0.036,0.0345,0.0375,0.0344
2018-05-14,0.0345,0.036,0.0378,0.0318
2018-05-15,0.0348,0.0345,0.0375,0.0333
2018-05-16,0.0328,0.0348,0.0356,0.032
2018-05-17,0.0298,0.0329,0.034,0.0289
2018-05-18,0.0287,0.0298,0.0303,0.0261
2018-05-19,0.0288,0.0287,0.0304,0.0285
2018-05-20,0.0308,0.0287,0.0327,0.0285
2018-05-21,0.03,0.0308,0.0313,0.0298
2018-05-22,0.0275,0.03,0.0304,0.0275
2018-05-23,0.024,0.0275,0.0278,0.0235
2018-05-24,0.0249,0.024,0.0277,0.022
2018-05-25,0.025,0.0249,0.0256,0.0244
2018-05-26,0.0256,0.025,0.0263,0.0239
2018-05-27,0.0248,0.0256,0.0265,0.0246
2018-05-28,0.0214,0.0246,0.0256,0.0204
2018-05-29,0.0227,0.0215,0.0239,0.0206
2018-05-30,0.0219,0.0227,0.0239,0.0217
2018-05-31,0.0221,0.0219,0.0228,0.0217
2018-06-01,0.0327,0.022,0.0498,0.0217
2018-06-02,0.029,0.0327,0.0359,0.0267
2018-06-03,0.028,0.029,0.0295,0.0272
2018-06-04,0.0269,0.028,0.0303,0.0247
2018-06-05,0.0268,0.027,0.0283,0.026
2018-06-06,0.0275,0.0268,0.0276,0.0262
2018-06-07,0.0267,0.0275,0.0298,0.0264
2018-06-08,0.0268,0.0267,0.0288,0.0264
2018-06-09,0.0264,0.0268,0.0276,0.0264
2018-06-10,0.0232,0.0264,0.0264,0.0217
2018-06-11,0.0226,0.0232,0.0232,0.0207
2018-06-12,0.0203,0.0226,0.023,0.0202
2018-06-13,0.0193,0.0202,0.0209,0.0185
2018-06-14,0.0201,0.0195,0.0212,0.0191
2018-06-15,0.0199,0.0201,0.0225,0.0194
2018-06-16,0.0199,0.0199,0.0206,0.0198
2018-06-17,0.0198,0.0199,0.022,0.0195
2018-06-18,0.02,0.0198,0.02,0.019
2018-06-19,0.0204,0.02,0.0207,0.0195
2018-06-20,0.0192,0.0204,0.0204,0.0189
2018-06-21,0.0166,0.0193,0.0198,0.0159
2018-06-22,0.0164,0.0174,0.0238,0.0142
2018-06-23,0.015,0.0164,0.0178,0.0136
2018-06-24,0.0145,0.015,0.015,0.0133
2018-06-25,0.0143,0.0145,0.0146,0.0136
2018-06-26,0.012,0.0146,0.0146,0.012
2018-06-27,0.0125,0.0118,0.0131,0.0118
2018-06-28,0.0115,0.0125,0.0159,0.0115
2018-06-29,0.0125,0.0115,0.0126,0.0114
2018-06-30,0.0127,0.0126,0.0143,0.0122
2018-07-01,0.0129,0.0126,0.0143,0.0122
2018-07-02,0.0135,0.0127,0.0145,0.012
2018-07-03,0.0124,0.0135,0.0138,0.0122
2018-07-04,0.0127,0.0124,0.0135,0.0122
2018-07-05,0.012,0.0127,0.0134,0.012
2018-07-06,0.0123,0.012,0.0126,0.0118
2018-07-07,0.0125,0.0123,0.0127,0.0122
2018-07-08,0.0129,0.0125,0.0135,0.0123
2018-07-09,0.0122,0.0129,0.013,0.0122
2018-07-10,0.0113,0.0122,0.0125,0.0112
2018-07-11,0.0114,0.0113,0.0118,0.0107
2018-07-12,0.0106,0.0114,0.0114,0.0102
2018-07-13,0.0106,0.0106,0.011,0.0103
2018-07-14,0.01,0.0106,0.0108,0.01
2018-07-15,0.0108,0.01,0.0108,0.01
2018-07-16,0.0112,0.0108,0.0118,0.0097
2018-07-17,0.0114,0.0112,0.0118,0.0101
2018-07-18,0.0113,0.0114,0.0124,0.0108
2018-07-19,0.011,0.0113,0.0113,0.0105
2018-07-20,0.0097,0.011,0.011,0.0092
2018-07-21,0.0096,0.0097,0.0102,0.0091
2018-07-22,0.0111,0.0096,0.0128,0.0092
2018-07-23,0.0099,0.0111,0.0119,0.0098
2018-07-24,0.0107,0.0099,0.0108,0.0093
2018-07-25,0.0104,0.0107,0.011,0.01
2018-07-26,0.0102,0.0104,0.0106,0.0101
2018-07-27,0.0101,0.0102,0.011,0.0096
2018-07-28,0.0102,0.0101,0.0109,0.0101
2018-07-29,0.0103,0.0102,0.0104,0.0099
2018-07-30,0.0095,0.0103,0.0103,0.0095
2018-07-31,0.0089,0.0095,0.0098,0.008
2018-08-01,0.009,0.0089,0.0094,0.0082
2018-08-02,0.0085,0.009,0.009,0.0081
2018-08-03,0.0077,0.0085,0.0088,0.0071
2018-08-04,0.0075,0.0077,0.0084,0.0073
2018-08-05,0.0074,0.0075,0.0079,0.0072
2018-08-06,0.0068,0.0074,0.0078,0.006
2018-08-07,0.007,0.0068,0.0075,0.0067
2018-08-08,0.0054,0.007,0.007,0.0054
2018-08-09,0.0046,0.0054,0.0061,0.0042
2018-08-10,0.0042,0.0046,0.0049,0.0039
2018-08-11,0.0042,0.0042,0.0044,0.0036
2018-08-12,0.004,0.0042,0.0043,0.0036
2018-08-13,0.0032,0.004,0.0041,0.0032
2018-08-14,0.0023,0.0032,0.0038,0.0018
2018-08-15,0.0023,0.0023,0.0029,0.0022
2018-08-16,0.0025,0.0023,0.0026,0.0021
2018-08-17,0.0028,0.0025,0.0029,0.0023
2018-08-18,0.0023,0.0028,0.003,0.0023
2018-08-19,0.0026,0.0023,0.0026,0.0023
2018-08-20,0.0022,0.0026,0.0026,0.0022
2018-08-21,0.0023,0.0022,0.0024,0.002
2018-08-22,0.0021,0.0023,0.0024,0.002
2018-08-23,0.0025,0.0021,0.0028,0.002
2018-08-24,0.0026,0.0025,0.0027,0.0022
2018-08-25,0.0025,0.0026,0.0027,0.0023
2018-08-26,0.0024,0.0025,0.0025,0.0022
2018-08-27,0.0026,0.0024,0.0027,0.0023
2018-08-28,0.0027,0.0026,0.0028,0.0023
2018-08-29,0.0026,0.0027,0.0027,0.0024
2018-08-30,0.0026,0.0026,0.0027,0.0025
2018-08-31,0.0028,0.0026,0.0028,0.0026
2018-09-01,0.0029,0.0028,0.0034,0.0026
2018-09-02,0.0028,0.0029,0.0033,0.0027
2018-09-03,0.0028,0.0028,0.0032,0.0026
2018-09-04,0.0035,0.0028,0.0044,0.0027
2018-09-05,0.0036,0.0035,0.0062,0.003
2018-09-06,0.00345,0.0036,0.004,0.00302
2018-09-07,0.00322,0.00345,0.00372,0.0031
2018-09-08,0.00274,0.00313,0.00333,0.00268
2018-09-09,0.0032,0.00274,0.00386,0.0026
2018-09-10,0.00295,0.0032,0.00378,0.00282
2018-09-11,0.00276,0.00295,0.00315,0.00272
2018-09-12,0.00286,0.00276,0.00288,0.00232
2018-09-13,0.00269,0.00286,0.00308,0.00263
2018-09-14,0.00281,0.00269,0.00293,0.00268
2018-09-15,0.0029,0.00281,0.00302,0.00265
2018-09-16,0.00277,0.0029,0.00297,0.00265
2018-09-17,0.00276,0.00277,0.00287,0.00265
2018-09-18,0.0027,0.00276,0.00302,0.00247
2018-09-19,0.00268,0.0027,0.00292,0.00251
2018-09-20,0.00267,0.00268,0.00268,0.0025
2018-09-21,0.00279,0.00267,0.00294,0.00263
2018-09-22,0.00274,0.00279,0.00296,0.00272
2018-09-23,0.00273,0.00274,0.0028,0.00269
2018-09-24,0.00277,0.00273,0.00282,0.00273
2018-09-25,0.00271,0.00277,0.00277,0.00257
2018-09-26,0.00266,0.00271,0.00276,0.00263
2018-09-27,0.0027,0.00266,0.00273,0.00256
2018-09-28,0.00265,0.0027,0.00277,0.00262
2018-09-29,0.00273,0.00265,0.00273,0.0025
2018-09-30,0.0026,0.00273,0.00273,0.00256
2018-10-01,0.00291,0.0026,0.0033,0.0026
2018-10-02,0.00356,0.00291,0.00536,0.00274
2018-10-03,0.0033,0.00356,0.00368,0.00308
2018-10-04,0.00323,0.0033,0.00352,0.00321
2018-10-05,0.003462,0.00323,0.004411,0.0031
2018-10-06,0.003677,0.003462,0.00426,0.003462
2018-10-07,0.003637,0.003677,0.00425,0.0035
2018-10-08,0.00367,0.003637,0.003898,0.003319
2018-10-09,0.003407,0.00367,0.003675,0.003185
2018-10-10,0.003455,0.003407,0.003509,0.003313
2018-10-11,0.002867,0.003455,0.003608,0.002867
2018-10-12,0.002971,0.002867,0.003195,0.002803
2018-10-13,0.003574,0.002971,0.00413,0.002802
2018-10-14,0.003401,0.003574,0.0041,0.003308
2018-10-15,0.003916,0.003401,0.0041,0.003401
2018-10-16,0.003971,0.003916,0.004858,0.003701
2018-10-17,0.003927,0.003971,0.004317,0.003676
2018-10-18,0.00382,0.003927,0.003934,0.003686
2018-10-19,0.004022,0.00382,0.004316,0.0036
2018-10-20,0.00385,0.004022,0.004022,0.0037
2018-10-21,0.003775,0.00385,0.0039,0.003703
2018-10-22,0.003545,0.003775,0.0038,0.003529
2018-10-23,0.003746,0.003545,0.0039,0.003465
2018-10-24,0.003753,0.003746,0.003899,0.003558
2018-10-25,0.003538,0.003753,0.003753,0.003457
2018-10-26,0.003735,0.003538,0.003737,0.0034
2018-10-27,0.003501,0.003735,0.003752,0.003438
2018-10-28,0.0035,0.003501,0.003731,0.003388
2018-10-29,0.003407,0.0035,0.003677,0.003133
2018-10-30,0.003279,0.003407,0.003422,0.003158
2018-10-31,0.003362,0.003279,0.00337,0.003147
2018-11-01,0.003334,0.003362,0.0035,0.003217
2018-11-02,0.003365,0.003334,0.003498,0.003236
2018-11-03,0.003485,0.003365,0.003485,0.003187
2018-11-04,0.00342,0.003485,0.003485,0.003134
2018-11-05,0.003107,0.00342,0.00342,0.003088
2018-11-06,0.003014,0.003107,0.003199,0.003014
2018-11-07,0.002964,0.003014,0.0032,0.002795
2018-11-08,0.00281,0.002964,0.003032,0.0027
2018-11-09,0.002735,0.00281,0.002986,0.00272
2018-11-10,0.002918,0.002735,0.002977,0.00272
2018-11-11,0.002767,0.002918,0.002999,0.002767
2018-11-12,0.002797,0.002767,0.002918,0.002682
2018-11-13,0.002703,0.002797,0.002878,0.002659
2018-11-14,0.0023,0.002703,0.002703,0.002017
2018-11-15,0.002175,0.0023,0.00232,0.001838
2018-11-16,0.002116,0.002175,0.002175,0.001921
2018-11-17,0.001873,0.002116,0.002116,0.001766
2018-11-18,0.00177,0.001873,0.001931,0.00177
2018-11-19,0.00143,0.00177,0.001886,0.0014
2018-11-20,0.001505,0.00143,0.0021,0.00143
2018-11-21,0.001485,0.001505,0.001893,0.001408
2018-11-22,0.0014,0.001485,0.00169,0.001376
2018-11-23,0.00144,0.0014,0.001469,0.00137
2018-11-24,0.001301,0.00144,0.001499,0.0013
2018-11-25,0.000953,0.001301,0.001409,0.00076
2018-11-26,0.001045,0.000953,0.00139,0.000953
2018-11-27,0.00109,0.001045,0.001191,0.001031
2018-11-28,0.00126,0.00109,0.001295,0.00108
2018-11-29,0.00117,0.00126,0.001296,0.00109
2018-11-30,0.000998,0.00117,0.00124,0.0008
2018-12-01,0.001,0.000998,0.00117,0.000884
2018-12-02,0.001055,0.001,0.001055,0.000902
2018-12-03,0.00094,0.001055,0.001055,0.000911
2018-12-04,0.000819,0.00094,0.001032,0.000819
2018-12-05,0.000824,0.000819,0.000932,0.000819
2018-12-06,0.000933,0.000824,0.001,0.000521
2018-12-07,0.000787,0.000933,0.000988,0.000669
2018-12-08,0.000602,0.000787,0.00086,0.00059
2018-12-09,0.000754,0.000602,0.000798,0.000602
2018-12-10,0.000747,0.000754,0.000755,0.000606
2018-12-11,0.00074,0.000747,0.000747,0.000668
2018-12-12,0.000744,0.00074,0.000745,0.000639
2018-12-13,0.000745,0.000744,0.000745,0.000647
2018-12-14,0.000696,0.000745,0.000745,0.000695
2018-12-15,0.00073,0.000696,0.00073,0.000646
2018-12-16,0.00073,0.00073,0.00073,0.00073
2018-12-17,0.00086,0.00072,0.00086,0.000625
2018-12-18,0.000741,0.00086,0.00086,0.000741
2018-12-19,0.000846,0.000741,0.00086,0.000741
2018-12-20,0.000948,0.000846,0.000948,0.000746
2018-12-21,0.000911,0.000948,0.000948,0.000803
2018-12-22,0.000788,0.000911,0.000911,0.000788
2018-12-23,0.000986,0.000788,0.000988,0.000788
2018-12-24,0.001299,0.000986,0.001318,0.000913
2018-12-25,0.000838,0.001299,0.001299,0.000826
2018-12-26,0.000981,0.000838,0.000995,0.000838
2018-12-27,0.000881,0.000981,0.000981,0.000764
2018-12-28,0.000922,0.000881,0.00094,0.000622
2018-12-29,0.00084,0.000922,0.000922,0.000731
2018-12-30,0.000933,0.00084,0.000933,0.00084
2018-12-31,0.000882,0.000933,0.00096,0.000739
2019-01-01,0.000865,0.000882,0.000882,0.000779
2019-01-02,0.000887,0.000865,0.000959,0.000779
2019-01-03,0.000855,0.000887,0.000935,0.000855
2019-01-04,0.00092,0.000855,0.00092,0.000744
2019-01-05,0.00087,0.00092,0.000956,0.000855
2019-01-06,0.000906,0.00087,0.000945,0.000847
2019-01-07,0.000851,0.000906,0.000933,0.000851
2019-01-08,0.000905,0.000851,0.000905,0.000808
2019-01-09,0.000924,0.000905,0.000928,0.000836
2019-01-10,0.000775,0.000924,0.000924,0.000736
2019-01-11,0.00079,0.000775,0.000822,0.000775
2019-01-12,0.000823,0.00079,0.000823,0.00079
2019-01-13,0.000753,0.000823,0.00086,0.000753
2019-01-14,0.000808,0.000753,0.00081,0.00073
2019-01-15,0.000779,0.000808,0.000809,0.000691
2019-01-16,0.000727,0.000779,0.000779,0.000692
2019-01-17,0.000748,0.000727,0.00075,0.000725
2019-01-18,0.000725,0.000748,0.00075,0.000725
2019-01-19,0.000815,0.000725,0.000848,0.000725
2019-01-20,0.000727,0.000815,0.000815,0.000727
2019-01-21,0.000792,0.000727,0.000792,0.000637
2019-01-22,0.000841,0.000792,0.0012,0.000705
2019-01-23,0.000897,0.000841,0.000897,0.000757
2019-01-24,0.000813,0.000897,0.000897,0.000707
2019-01-25,0.000875,0.000813,0.001132,0.000761
2019-01-26,0.001075,0.000875,0.001466,0.000795
2019-01-27,0.001225,0.001075,0.0021,0.001014
2019-01-28,0.0011,0.001225,0.001437,0.001
2019-01-29,0.001055,0.0011,0.0011,0.000883
2019-01-30,0.00086,0.001055,0.001076,0.000824
2019-01-31,0.000863,0.00086,0.000988,0.000832
2019-02-01,0.000855,0.000863,0.000926,0.000838
2019-02-02,0.000903,0.000855,0.000948,0.000855
2019-02-03,0.000927,0.000903,0.001365,0.000852
2019-02-04,0.001006,0.000927,0.001088,0.000927
2019-02-05,0.00093,0.001006,0.001053,0.00093
2019-02-06,0.001038,0.00093,0.001077,0.000912
2019-02-07,0.00094,0.001038,0.001039,0.00086
2019-02-08,0.000999,0.00094,0.000999,0.000895
2019-02-09,0.000966,0.000999,0.00104,0.000935
2019-02-10,0.000964,0.000966,0.00099,0.00086
2019-02-11,0.000918,0.000964,0.000964,0.000866
2019-02-12,0.000876,0.000918,0.000918,0.000736
2019-02-13,0.000857,0.000876,0.000876,0.000792
2019-02-14,0.000944,0.000857,0.001044,0.000834
2019-02-15,0.00109,0.000944,0.00143,0.000916
2019-02-16,0.000997,0.00109,0.001102,0.000971
2019-02-17,0.00119,0.000997,0.001425,0.000997
2019-02-18,0.001091,0.00119,0.001244,0.001003
2019-02-19,0.00111,0.001091,0.001218,0.001069
2019-02-20,0.001058,0.00111,0.00111,0.001016
2019-02-21,0.001047,0.001058,0.001173,0.001045
2019-02-22,0.001099,0.001047,0.001099,0.001001
2019-02-23,0.001061,0.001099,0.001099,0.001036
2019-02-24,0.001,0.001061,0.001126,0.000956
2019-02-25,0.000989,0.001,0.001032,0.0009
2019-02-26,0.000979,0.000989,0.0011,0.000947
2019-02-27,0.000983,0.000979,0.000985,0.00092
2019-02-28,0.001022,0.000983,0.001022,0.000905
2019-03-01,0.000913,0.001022,0.001049,0.000913
2019-03-02,0.000912,0.000913,0.00099,0.000911
2019-03-03,0.000965,0.000912,0.00099,0.000912
2019-03-04,0.000979,0.000965,0.000979,0.000801
2019-03-05,0.000926,0.000979,0.000979,0.000826
2019-03-06,0.000989,0.000926,0.001039,0.00086
2019-03-07,0.000965,0.000989,0.001036,0.000888
2019-03-08,0.000932,0.000965,0.001,0.000888
2019-03-09,0.000932,0.000932,0.001037,0.00093
2019-03-10,0.001,0.000932,0.001039,0.000888
2019-03-11,0.000929,0.001,0.001039,0.000887
2019-03-12,0.000939,0.000929,0.001003,0.000888
2019-03-13,0.000963,0.000939,0.001046,0.00091
2019-03-14,0.001025,0.000963,0.001044,0.000909
2019-03-15,0.001336,0.001025,0.001698,0.00101
2019-03-16,0.00127,0.001336,0.001336,0.001179
2019-03-17,0.00131,0.00127,0.001317,0.00118
2019-03-18,0.00142,0.00131,0.001453,0.001268
2019-03-19,0.001429,0.00142,0.001459,0.001336
2019-03-20,0.001764,0.001429,0.001764,0.001374
2019-03-21,0.001814,0.001764,0.001822,0.001604
2019-03-22,0.001906,0.001814,0.002059,0.001708
2019-03-23,0.001813,0.001906,0.001969,0.001756
2019-03-24,0.00175,0.001813,0.002,0.001713
2019-03-25,0.001764,0.00175,0.00183,0.001628
2019-03-26,0.001658,0.001764,0.001889,0.001471
2019-03-27,0.001924,0.001658,0.002022,0.001543
2019-03-28,0.002538,0.001924,0.002764,0.001861
2019-03-29,0.004605,0.002538,0.00646,0.0021
2019-03-30,0.008,0.004605,0.010398,0.004366
2019-03-31,0.009346,0.008,0.01038,0.005
2019-04-01,0.029072,0.009346,0.033,0.009346
2019-04-02,0.029411,0.029072,0.045,0.024353
2019-04-03,0.024605,0.029411,0.0355,0.0228
2019-04-04,0.0207,0.024605,0.02695,0.0201
2019-04-05,0.017794,0.0207,0.022135,0.014706
2019-04-06,0.0156,0.017794,0.018806,0.0149
2019-04-07,0.018103,0.0156,0.0238,0.014705
2019-04-08,0.016176,0.018103,0.01886,0.015092
2019-04-09,0.014117,0.016176,0.016517,0.0125
2019-04-10,0.01394,0.014117,0.016,0.013014
2019-04-11,0.011187,0.01394,0.013999,0.0097
2019-04-12,0.011548,0.011187,0.013991,0.009999
2019-04-13,0.01199,0.011548,0.012498,0.011
2019-04-14,0.012058,0.01199,0.012195,0.011425
2019-04-15,0.011185,0.012058,0.0122,0.011181
2019-04-16,0.010832,0.011185,0.011323,0.010023
2019-04-17,0.0105,0.010832,0.011097,0.010114
2019-04-18,0.010487,0.0105,0.010882,0.010298
2019-04-19,0.010033,0.010487,0.010587,0.0099
2019-04-20,0.00905,0.010033,0.010181,0.00872
2019-04-21,0.0078,0.00905,0.00905,0.007511
2019-04-22,0.008088,0.0078,0.008253,0.0072
2019-04-23,0.016303,0.008088,0.01733,0.007837
2019-04-24,0.019411,0.016303,0.0257,0.013405
2019-04-25,0.018486,0.019411,0.022072,0.016014
2019-04-26,0.01531,0.018486,0.019081,0.013838
2019-04-27,0.014,0.01531,0.015712,0.013088
2019-04-28,0.011775,0.014,0.014014,0.009558
2019-04-29,0.013555,0.011775,0.017998,0.0103
2019-04-30,0.014741,0.013555,0.01628,0.01215
2019-05-01,0.01392,0.014741,0.014942,0.013622
2019-05-02,0.01345,0.01392,0.014117,0.0126
2019-05-03,0.013818,0.01345,0.014698,0.012335
2019-05-04,0.013371,0.013818,0.014295,0.012801
2019-05-05,0.012956,0.013371,0.01361,0.01258
2019-05-06,0.01231,0.012956,0.013,0.011766
2019-05-07,0.012075,0.01231,0.0142,0.0118
2019-05-08,0.011972,0.012075,0.0126,0.0115
2019-05-09,0.010844,0.011972,0.011972,0.0105
2019-05-10,0.01153,0.010844,0.0123,0.009901
2019-05-11,0.011317,0.01153,0.013755,0.010977
2019-05-12,0.011292,0.011317,0.011897,0.011176
2019-05-13,0.011367,0.011292,0.0119,0.011292
2019-05-14,0.01215,0.011367,0.01366,0.011293
2019-05-15,0.013368,0.01215,0.013738,0.012111
2019-05-16,0.012128,0.013368,0.013758,0.011611
2019-05-17,0.011236,0.012128,0.01246,0.010595
2019-05-18,0.011528,0.011236,0.012381,0.011161
2019-05-19,0.012,0.011528,0.012508,0.011528
2019-05-20,0.011596,0.012,0.012044,0.011301
2019-05-21,0.011586,0.011596,0.012,0.01132
2019-05-22,0.013717,0.011586,0.0185,0.011316
2019-05-23,0.012452,0.013717,0.0145,0.012127
2019-05-24,0.012512,0.012452,0.013784,0.011852
2019-05-25,0.012237,0.012512,0.01279,0.012
2019-05-26,0.012247,0.012237,0.012647,0.011763
2019-05-27,0.012447,0.012247,0.013013,0.01215
2019-05-28,0.012132,0.012447,0.012447,0.012058
2019-05-29,0.011921,0.012132,0.012346,0.0117
2019-05-30,0.0116,0.011921,0.0124,0.011225
2019-05-31,0.011465,0.0116,0.0117,0.011225
2019-06-01,0.011456,0.011465,0.011866,0.011301
2019-06-02,0.0119,0.011456,0.012041,0.011337
2019-06-03,0.011029,0.0119,0.01192,0.011029
2019-06-04,0.009815,0.011029,0.011112,0.009363
2019-06-05,0.011215,0.009815,0.013169,0.009815
2019-06-06,0.011499,0.011215,0.011734,0.010815
2019-06-07,0.011307,0.011499,0.011499,0.011038
2019-06-08,0.010998,0.011307,0.0115,0.010953
2019-06-09,0.010885,0.010998,0.012017,0.0106
2019-06-10,0.011489,0.010885,0.011999,0.010602
2019-06-11,0.011123,0.011489,0.011632,0.01092
2019-06-12,0.011326,0.011123,0.011544,0.011123
2019-06-13,0.017447,0.011326,0.01936,0.011205
2019-06-14,0.0143,0.017447,0.017959,0.013601
2019-06-15,0.01415,0.0143,0.014689,0.013572
2019-06-16,0.014305,0.01415,0.014419,0.013265
2019-06-17,0.014372,0.014305,0.016453,0.014062
2019-06-18,0.013673,0.014372,0.014795,0.013505
2019-06-19,0.013367,0.013834,0.014271,0.013331
2019-06-20,0.012551,0.013367,0.014142,0.012355
2019-06-21,0.012444,0.012551,0.012799,0.012355
2019-06-22,0.012428,0.012444,0.015142,0.011585
2019-06-23,0.012653,0.012428,0.013168,0.0122
2019-06-24,0.012155,0.012653,0.012713,0.012101
2019-06-25,0.011995,0.012155,0.0128,0.011714
2019-06-26,0.011748,0.011995,0.012244,0.011302
2019-06-27,0.011285,0.011587,0.011698,0.010714
2019-06-28,0.011453,0.011285,0.011477,0.010914
2019-06-29,0.011524,0.011453,0.012203,0.011149
2019-06-30,0.011209,0.011524,0.0128,0.011019
2019-07-01,0.011132,0.011209,0.01165,0.010862
2019-07-02,0.01098,0.011132,0.011489,0.010111
2019-07-03,0.011204,0.01098,0.011551,0.010979
2019-07-04,0.010657,0.011204,0.011223,0.0105
