TIMESTAMP,ETH_OPEN_PRICE_USD,ETH_HIGH_PRICE_USD,ETH_LOW_PRICE_USD,ETH_CLOSE_PRICE_USD,ETH_MARKET_CAP_USD_PER_ETHERSCAN,ETH_SUPPLY_PER_ETHERSCAN,ETH_VOLUME_USD_PER_CMC,ETH_MARKET_CAP_USD_PER_CMC
2017-08-11,295.97,310.42,294.0,308.81,29056019447.71625,93935146.28125,953576000.0,29013166488.9
2017-08-12,308.81,319.78,299.0,307.22,28940655844.71937,93957067.21875,1111650048.0,29183139234.1
2017-08-13,307.22,308.0,285.21,296.64,27876081207.43188,93979101.90625,1369369984.0,28011760530.6
2017-08-14,296.64,306.48,293.99,298.22,28121381051.74876,94001140.03125,864390976.0,28209451116.8
2017-08-15,298.22,299.91,272.29,286.0,26939574369.67875,94023364.40625,1051800000.0,27249639651.1
2017-08-16,286.0,304.0,279.94,301.34,28343562439.90875,94045930.1875,967643008.0,28426961862.9
2017-08-17,301.13,312.18,298.0,302.0,28248759485.82188,94068463.15625,909494016.0,28357573570.0
2017-08-18,302.0,311.79,283.94,293.96,27532842178.1475,94090773.625,936160000.0,27812276026.1
2017-08-19,293.31,299.9,278.0,290.91,27577090300.76,94113338.0,860201984.0,27995885730.5
2017-08-20,289.41,300.53,282.85,299.1,28071197303.1,94135470.5,571947008.0,28375046490.7
2017-08-21,299.1,346.52,294.6,323.29,30304821910.12031,94158216.28125,2448969984.0,30280406340.3
2017-08-22,321.04,330.41,144.21,309.8,29513418160.84437,94180738.9375,1336400000.0,29646659313.6
2017-08-23,312.25,324.99,309.41,315.74,29900142952.7625,94203348.9375,811990016.0,29911326161.9
2017-08-24,315.74,328.04,314.01,323.42,30649794459.865,94225880.65625,697665024.0,30680964299.9
2017-08-25,323.42,338.28,323.42,327.24,31106406156.46125,94244701.4375,760329024.0,31281210162.4
2017-08-26,327.24,335.44,323.41,330.79,31376471126.433125,94263267.21875,514180992.0,31472781161.6
2017-08-27,332.18,348.13,330.73,348.13,32798788306.927498,94281902.6875,633369984.0,32799991738.8
2017-08-28,348.11,351.0,331.95,346.0,32784452086.801872,94300328.15625,854318976.0,32792635350.2
2017-08-29,347.0,377.6,346.0,374.7,35119831685.15937,94319408.3125,1220029952.0,34961063278.1
2017-08-30,374.7,393.71,362.05,385.93,36212719882.68937,94338352.21875,1333319936.0,35705639884.6
2017-08-31,384.64,389.36,377.78,384.79,36641699754.29313,94357118.3125,706254016.0,36142706813.6
2017-09-01,386.44,394.39,383.18,388.46,36940633443.841255,94375947.6875,874222016.0,36593410761.0
2017-09-02,388.58,394.32,320.08,343.14,33135405174.061874,94394795.8125,1483600000.0,32942250737.6
2017-09-03,343.56,367.28,320.08,341.77,33276016168.02969,94413437.84375,986265984.0,32807142041.2
2017-09-04,339.29,344.55,267.94,283.77,28679107409.31875,94432358.9375,1801689984.0,27873682151.2
2017-09-05,286.81,321.52,235.55,312.09,30029897252.013752,94451460.1875,1551049984.0,29562162666.3
2017-09-06,313.29,336.34,312.09,335.0,32017890503.02875,94470348.46875,1058830016.0,31584914370.2
2017-09-07,335.01,342.5,320.17,334.49,31688937284.89125,94489481.125,718624000.0,31127463389.8
2017-09-08,334.49,335.1,272.0,302.99,28987723282.41,94508748.3125,1098780032.0,28021550341.3
2017-09-09,300.01,307.0,281.66,296.74,28716595529.84032,94527784.09375,528620992.0,27829435117.5
2017-09-10,296.72,302.78,261.03,293.5,28289339902.57844,94546772.84375,698326016.0,27300089799.4
2017-09-11,293.51,304.98,285.21,297.3,28175826162.428123,94565618.9375,571307008.0,27852586150.0
2017-09-12,297.78,316.46,286.01,293.96,27817428335.76875,94584931.4375,753144000.0,27568017612.9
2017-09-13,293.93,294.5,257.05,276.91,26095520389.62,94603829.71875,921692032.0,26215830135.1
2017-09-14,275.76,283.77,215.0,215.21,21114202864.310623,94623119.40625,1184589952.0,20240633669.4
2017-09-15,217.0,270.93,192.0,253.0,24566394169.25062,94642655.8125,1935699968.0,23704566169.9
2017-09-16,255.99,271.81,235.51,249.31,24090530797.390312,94661993.78125,711737024.0,23336257867.7
2017-09-17,249.32,264.39,239.02,257.55,24465626165.95,94681215.8125,427452000.0,23835888182.5
2017-09-18,257.53,306.22,257.11,294.57,28176174550.143124,94700280.8125,1127750016.0,27794233413.2
2017-09-19,296.0,300.0,277.41,284.0,26805662020.09375,94719653.78125,646908992.0,26787085257.8
2017-09-20,284.01,294.0,275.91,282.0,26864144282.9925,94738835.8125,421404000.0,26881372918.4
2017-09-21,285.1,287.0,252.1,257.0,24425814052.827187,94758172.21875,601265984.0,24502550354.3
2017-09-22,258.0,272.97,253.01,264.0,24919853423.73875,94773915.8125,430080992.0,25049676631.9
2017-09-23,259.99,286.23,255.11,285.93,27122902024.835625,94788921.59375,450934016.0,27125537826.4
2017-09-24,286.5,294.61,275.0,282.0,26791718635.8,94804383.0,571411008.0,26780610986.1
2017-09-25,282.0,299.0,281.34,294.42,27961250807.31375,94819257.375,483160992.0,27718684464.8
2017-09-26,294.42,296.81,286.24,287.9,27373019761.12,94834464.25,345800992.0,27259015800.1
2017-09-27,289.91,313.0,286.13,309.74,29400615860.302185,94849875.34375,550243968.0,29068342955.7
2017-09-28,309.81,311.81,296.89,302.44,28722237692.825623,94864873.3125,501894016.0,28379292200.9
2017-09-29,302.44,303.0,274.0,292.22,27759910178.22125,94879725.8125,541374976.0,27654290279.9
2017-09-30,292.62,307.49,292.22,304.36,28731255366.120934,94894657.21875,332439008.0,28607406297.7
2017-10-01,305.13,306.0,294.0,303.95,28847830632.50625,94909789.875,306184992.0,28694730559.4
2017-10-02,303.94,305.0,295.0,296.5,28174653363.815933,94924879.09375,339443008.0,28237763673.8
2017-10-03,298.15,301.99,283.18,292.48,27704458188.194065,94940057.53125,321680000.0,27766443809.3
2017-10-04,292.47,297.97,288.0,291.99,27696584062.565,94955375.96875,257906000.0,27789444566.8
2017-10-05,290.0,297.44,285.53,294.81,28015451926.47,94970853.0,253747008.0,28098336332.5
2017-10-06,294.78,310.8,293.78,310.8,29286995474.680622,94985877.0625,318664000.0,29311483315.4
2017-10-07,309.9,318.5,303.6,311.01,29569977712.008125,95000892.21875,342204992.0,29557048402.5
2017-10-08,311.08,317.07,309.0,311.07,29406530235.7075,95016091.75,293167008.0,29322710612.1
2017-10-09,311.13,312.13,286.65,297.19,28219544683.475,95031300.5,559467008.0,28261533648.4
2017-10-10,297.35,308.56,293.0,298.64,28367663413.7925,95046784.875,359705984.0,28501667385.4
2017-10-11,300.88,305.5,298.02,304.01,28790563549.920624,95062284.71875,264146000.0,28847211567.6
2017-10-12,304.01,310.0,302.71,303.99,28798077368.82781,95077676.28125,527556992.0,28916525239.7
2017-10-13,303.52,353.96,297.0,337.96,32030213409.679066,95093113.46875,1304359936.0,32213441853.9
2017-10-14,337.96,349.8,335.0,342.0,32223687602.40031,95108431.28125,516561984.0,32301459659.3
2017-10-15,342.0,348.0,316.17,337.96,32016839769.633747,95124011.4375,635406976.0,32018244067.1
2017-10-16,337.5,354.0,332.78,335.19,31798702695.63,95140181.0,692884992.0,31718200756.4
2017-10-17,335.18,336.58,312.65,315.19,30083986172.955,95160328.25,509924000.0,30173609811.9
2017-10-18,315.19,318.0,284.68,309.7,29842958451.460625,95180705.65625,606113984.0,29917084625.0
2017-10-19,311.52,315.0,300.0,308.66,29265779930.480625,95201131.8125,349830016.0,29330304837.3
2017-10-20,308.66,311.18,302.0,304.51,28859764592.7325,95221606.8125,396672992.0,28947916800.4
2017-10-21,304.51,305.34,290.0,298.94,28529666221.86093,95241750.03125,408014016.0,28590314193.9
2017-10-22,298.99,306.99,290.0,293.79,28009925342.71593,95262134.28125,327387008.0,28144794781.6
2017-10-23,293.78,294.6,272.2,281.09,27181268639.203125,95282604.6875,482336000.0,27341319875.9
2017-10-24,282.27,310.0,275.5,297.38,28257379277.328125,95303134.15625,684281024.0,28431576038.0
2017-10-25,295.43,300.0,281.0,294.49,28249075476.33125,95323352.375,325040000.0,28399185652.0
2017-10-26,294.1,299.76,291.03,294.71,28177832924.005623,95343550.53125,270272992.0,28271925665.9
2017-10-27,294.72,298.1,292.03,296.33,28262081495.09125,95364021.78125,257168992.0,28363439564.0
2017-10-28,296.14,297.0,290.1,291.87,27981033440.28594,95384467.15625,264424000.0,28262202960.2
2017-10-29,291.86,309.4,291.86,305.0,29006862004.738747,95404755.96875,551752000.0,29106827254.2
2017-10-30,305.0,316.0,302.1,307.25,29276345379.775,95424854.5625,331441984.0,29367079932.6
2017-10-31,305.95,309.99,304.01,304.9,28981068887.24,95445491.0,369583008.0,29194751984.9
2017-11-01,304.89,305.9,286.34,287.01,27629688492.468124,95465719.34375,553864000.0,27846764493.8
2017-11-02,287.3,293.0,274.73,283.12,27205875714.335003,95486016.125,904900992.0,27445442367.9
2017-11-03,283.12,307.0,282.0,304.08,29082631197.03688,95506325.5625,646339968.0,29197317355.4
2017-11-04,304.09,304.99,292.11,298.04,28661775223.055,95526513.875,416479008.0,28702737364.9
2017-11-05,298.1,302.14,293.13,295.53,28303919312.209064,95547106.34375,337657984.0,28307052340.9
2017-11-06,295.19,305.58,290.11,297.97,28366299927.264374,95567346.96875,579358976.0,28564296471.6
2017-11-07,297.25,303.52,287.0,291.78,27896332097.28,95587760.75,540766016.0,28165778801.2
2017-11-08,291.31,320.0,290.02,303.02,29385122997.24844,95608013.65625,967955968.0,29549552409.4
2017-11-09,303.6,329.0,299.5,317.87,30568550928.905,95628326.75,893249984.0,30685584327.4
2017-11-10,318.5,322.65,285.82,293.5,28394318677.840626,95648853.59375,885985984.0,28623188737.6
2017-11-11,293.52,318.0,291.91,310.02,30062155301.28125,95669271.875,842300992.0,30105285828.4
2017-11-12,310.87,316.99,281.01,305.24,29282895463.33937,95689482.59375,1613479936.0,29463540579.2
2017-11-13,304.0,318.88,303.7,312.99,30110335729.58125,95709903.78125,1041889984.0,30312834755.5
2017-11-14,313.0,337.54,312.94,335.61,32042730140.12,95729953.8125,1069680000.0,32321383639.1
2017-11-15,335.6,339.0,324.0,331.33,31712548170.6,95750447.375,722665984.0,31919060540.0
2017-11-16,330.98,334.75,321.41,331.49,31634967683.4325,95770669.90625,797254016.0,31692795452.9
2017-11-17,331.49,334.6,323.84,331.23,31775801767.38125,95791033.90625,621732992.0,31840349187.1
2017-11-18,331.2,349.9,326.01,346.66,33213009969.73593,95811365.84375,649638976.0,33305160559.1
2017-11-19,346.66,373.56,343.07,354.15,33981952246.424995,95831788.625,1181529984.0,33961430090.0
2017-11-20,355.15,372.5,353.9,367.42,35245811347.37907,95852196.96875,807027008.0,35151847932.9
2017-11-21,367.42,375.5,350.02,362.12,34563986496.05375,95872590.96875,949912000.0,34552559750.0
2017-11-22,362.12,384.84,359.0,380.65,36519926454.51625,95893095.40625,800819008.0,36501878924.8
2017-11-23,380.63,425.0,370.02,405.0,38995528444.27813,95913442.8125,1845680000.0,39340408035.9
2017-11-24,405.03,475.0,392.8,469.0,45130163848.67813,95933855.9375,2292829952.0,45560021462.3
2017-11-25,467.57,484.47,450.0,461.82,44581267388.31,95954171.0,1422080000.0,44741093552.3
2017-11-26,461.0,465.0,436.14,462.84,45159856199.05375,95974531.8125,1197779968.0,45235644661.6
2017-11-27,462.84,486.94,453.0,472.31,45620570445.042496,95994803.5625,1396480000.0,46111561438.2
2017-11-28,472.32,477.5,453.5,466.17,44768966825.93562,96015113.1875,1346499968.0,45405717908.6
2017-11-29,466.17,515.0,385.0,421.7,41047509745.45813,96035538.21875,2675940096.0,41057383008.6
2017-11-30,421.92,460.0,387.01,427.43,41769931746.37969,96055954.34375,1903040000.0,42947937239.0
2017-12-01,428.05,465.97,413.74,457.51,44346959035.40437,96076431.03125,1247879936.0,44823457368.9
2017-12-02,457.53,471.91,445.0,457.63,44008415522.738754,96096636.21875,943649984.0,44535863932.9
2017-12-03,457.31,485.9,440.11,460.3,44483896158.42751,96116972.75,990556992.0,44776362723.9
2017-12-04,460.3,470.98,445.0,466.67,44889436634.33844,96137400.96875,1005550016.0,45204145124.6
2017-12-05,466.66,468.67,445.21,452.26,43651902831.176254,96158037.78125,1216720000.0,44548159326.4
2017-12-06,452.26,455.1,400.0,411.01,40633568303.92,96178679.0,1998259968.0,41220997941.6
2017-12-07,413.5,427.61,375.01,406.33,40514455328.0375,96199585.25,2129570048.0,41789848007.1
2017-12-08,406.52,456.78,390.0,442.56,43466431086.60563,96220018.34375,2336379904.0,43879256076.4
2017-12-09,442.56,488.0,426.4,460.0,45508321707.95813,96240582.21875,2003849984.0,45570080683.4
2017-12-10,460.0,460.05,403.2,427.35,42016952773.14531,96260974.53125,1404179968.0,42520479602.2
2017-12-11,427.35,512.0,427.35,508.7,49420230546.20031,96281304.03125,1771440000.0,49597927197.8
2017-12-12,508.44,639.27,494.89,620.0,63224108657.3325,96301877.5625,5179829760.0,62733982231.6
2017-12-13,622.0,705.69,539.93,683.99,67338085274.02031,96322483.90625,4524539904.0,67692231422.2
2017-12-14,683.98,747.6,630.5,679.76,66821764729.76375,96343269.3125,3821580032.0,67036917106.7
2017-12-15,679.76,689.0,594.6,674.95,65939062129.6472,96364099.15625,2758710016.0,65956174320.9
2017-12-16,673.75,712.0,669.22,682.81,66778061638.35219,96384483.40625,2165690112.0,67103695920.2
2017-12-17,681.8,728.0,680.33,707.64,69190709440.30655,96404828.46875,2147389952.0,69409025337.5
2017-12-18,707.62,798.88,638.0,784.0,75789393907.20438,96425392.0625,3249230080.0,76623897491.8
2017-12-19,784.0,864.9,729.01,798.0,78362392519.53125,96446021.5625,4096549888.0,79743740361.5
2017-12-20,798.0,828.0,661.0,790.21,77093255028.06187,96466652.9375,3969939968.0,79014430827.6
2017-12-21,794.62,845.99,705.98,782.41,76165926411.1725,96487067.75,3569060096.0,79221896340.7
2017-12-22,784.0,796.0,504.99,635.97,63485620183.92719,96507639.03125,4977710080.0,65129109276.5
2017-12-23,635.15,714.99,627.97,640.34,67612404547.4475,96528474.3125,2480339968.0,69441297649.2
2017-12-24,640.33,667.64,563.49,658.0,65258420036.812805,96548978.46875,2300549888.0,67019237420.1
2017-12-25,659.4,744.0,599.99,714.95,69833214243.07938,96569425.34375,2491760128.0,73955757348.5
2017-12-26,713.12,750.0,712.56,750.0,72770762124.14374,96589809.03125,2201159936.0,74744613930.9
2017-12-27,750.0,766.05,693.18,739.89,71485856575.09561,96610342.15625,2100029952.0,73698377069.6
2017-12-28,739.89,744.93,645.88,707.89,69254311053.00905,96630776.28125,2389149952.0,71219054808.3
2017-12-29,709.5,757.87,703.0,733.99,71483258305.85,96651241.625,2648969984.0,72835328712.1
2017-12-30,732.9,735.0,635.82,681.06,66992580265.494064,96671784.96875,3187780096.0,69338470695.5
2017-12-31,680.01,740.0,672.86,733.98,71661521568.22343,96692242.34375,2554269952.0,73170170967.3
2018-01-01,733.01,763.55,716.8,754.99,73134267520.4875,96712863.6875,2595760128.0,74724233457.5
2018-01-02,754.99,899.5,749.06,855.28,83381310131.7575,96733424.75,5783349760.0,85552984076.5
2018-01-03,855.13,950.01,810.0,934.03,91055211956.99062,96754023.96875,5093159936.0,93146829617.0
2018-01-04,934.03,1009.72,890.01,940.0,91435913654.07031,96774989.84375,6502859776.0,94924308782.9
2018-01-05,940.0,1045.0,930.0,959.3,93614223330.64468,96795904.71875,6683149824.0,96574936368.0
2018-01-06,958.0,1017.56,950.0,1004.11,97437451921.15875,96816855.875,4662219776.0,100852102738.0
2018-01-07,1003.71,1125.0,999.9,1123.09,108240712293.92188,96838033.8125,5569880064.0,111670667774.0
2018-01-08,1123.09,1239.18,910.0,1133.18,110042066366.0975,96858637.25,8450970112.0,111244629093.0
2018-01-09,1133.18,1326.5,1104.85,1291.0,124900762927.0975,96879373.0625,7965459968.0,125917925182.0
2018-01-10,1291.0,1440.0,1201.1,1247.0,121027699290.45,96900455.0,9214950400.0,121689425203.0
2018-01-11,1249.03,1332.49,1021.0,1138.93,110424590028.59377,96921488.28125,7235899904.0,111937424561.0
2018-01-12,1136.45,1288.5,1069.01,1253.87,122247279125.01218,96942403.53125,5222300160.0,123426938667.0
2018-01-13,1253.87,1427.01,1252.0,1388.02,134295814410.485,96963086.75,5746760192.0,135400735922.0
2018-01-14,1388.1,1391.89,1220.89,1347.0,131847961941.24,96984113.0,4841630208.0,132554906162.0
2018-01-15,1347.99,1383.13,1258.12,1271.0,124038712715.68877,97004522.375,4781100032.0,125319766537.0
2018-01-16,1268.67,1275.01,780.0,1000.0,101901909043.01688,97025411.84375,8405139968.0,102231295311.0
2018-01-17,999.99,1075.51,755.0,1000.0,99442325210.72092,97046253.21875,8545160192.0,98429091487.1
2018-01-18,1000.0,1075.2,924.21,994.0,98325767063.84032,97066810.53125,5938319872.0,100588318055.0
2018-01-19,993.3,1079.0,941.0,1032.5,100714627763.3425,97087440.96875,4084450048.0,100883462786.0
2018-01-20,1032.5,1165.4,1031.0,1152.75,111722986293.14062,97108201.90625,3975190016.0,112174461242.0
2018-01-21,1150.37,1152.69,998.0,1049.0,101896513476.95312,97128476.5625,3378089984.0,101943726022.0
2018-01-22,1049.0,1090.15,908.0,993.0,97114069781.8625,97149043.4375,3810099968.0,97465684890.1
2018-01-23,993.0,1030.0,909.0,980.0,95660486706.865,97169529.5,3556699904.0,95831359552.3
2018-01-24,981.2,1074.0,953.09,1061.0,103194509587.35812,97190104.90625,3944039936.0,102902843882.0
2018-01-25,1060.34,1115.0,1030.26,1056.52,101718092647.96968,97210444.34375,4050190080.0,102657059605.0
2018-01-26,1055.29,1082.0,986.0,1051.03,101954319843.3175,97230845.375,3617690112.0,102595008990.0
2018-01-27,1051.03,1127.99,1032.2,1118.99,107859434719.1375,97251266.5625,3002870016.0,107663911307.0
2018-01-28,1118.99,1277.0,1112.0,1251.96,119798040237.4525,97271829.875,5372329984.0,121201618306.0
2018-01-29,1251.96,1258.89,1161.65,1177.01,113828200655.785,97292386.625,3715079936.0,115034583684.0
2018-01-30,1177.01,1186.85,1051.0,1085.5,103516375649.60936,97312691.5625,4107859968.0,104234481555.0
2018-01-31,1084.63,1135.0,1029.0,1124.81,108167391761.84312,97333229.9375,3757560064.0,108848638400.0
2018-02-01,1125.96,1164.99,981.0,1041.94,99903467352.81688,97353772.0625,5261680128.0,100935354837.0
2018-02-02,1041.89,1047.2,783.67,922.3,89338103297.19968,97374413.65625,6713290240.0,89173962073.8
2018-02-03,923.67,998.0,851.0,971.0,94557624184.9925,97394732.75,3243480064.0,93890299032.2
2018-02-04,971.0,975.0,789.0,823.56,80619719729.49312,97415048.1875,2997090048.0,81310521832.3
2018-02-05,821.6,862.47,634.94,697.92,67725593844.560005,97435682.0,4269530112.0,68005284182.7
2018-02-06,697.93,798.0,570.1,779.25,76503984506.26125,97456063.625,6518269952.0,77294507867.5
2018-02-07,779.99,849.0,714.18,754.0,73283805491.49875,97476497.375,3896179968.0,73796288509.0
2018-02-08,753.19,786.93,751.0,781.66,79318588122.28906,97496881.71875,3708189952.0,79733609806.2
2018-02-09,781.66,882.2,781.66,877.0,85608359016.35126,97517153.84375,2495820032.0,86191922699.4
2018-02-10,876.3,911.2,800.0,851.15,82980318709.29686,97537841.5625,2930530048.0,83922989197.7
2018-02-11,851.15,857.0,768.28,808.99,79142924211.08376,97557965.84375,2486650112.0,79476512346.9
2018-02-12,808.58,877.56,807.46,866.66,84431706999.80186,97578451.8125,2243450112.0,84767037716.4
2018-02-13,866.39,871.0,820.0,841.57,82078719768.325,97598896.25,2081170048.0,82496189205.9
2018-02-14,841.57,924.99,841.3,919.09,89820170991.86938,97618948.8125,2818370048.0,90157005929.3
2018-02-15,919.09,946.66,895.59,924.55,90604627121.13904,97639557.21875,2900100096.0,91485862822.0
2018-02-16,924.55,948.48,901.36,938.67,91606967040.27689,97659929.46875,2369449984.0,92211437654.4
2018-02-17,938.6,974.0,933.48,969.99,95216002068.36967,97680480.59375,2525720064.0,95151956513.1
2018-02-18,969.99,978.5,897.0,911.0,89288785509.70625,97700826.6875,2567290112.0,90267805475.7
2018-02-19,911.0,956.22,906.04,938.11,91837454888.44814,97721251.4375,2169019904.0,92235641556.0
2018-02-20,939.17,961.0,873.0,882.99,86552193656.3,97741658.75,2545260032.0,87514997546.3
