TIMESTAMP,STEEM_CLOSE_PRICE_USD,STEEM_OPEN_PRICE_USD,STEEM_HIGH_PRICE_USD,STEEM_LOW_PRICE_USD
2018-09-06,0.85183,0.84195,0.85563,0.76828
2018-09-07,0.81805,0.85183,0.8673,0.80991
2018-09-08,0.76666,0.81805,0.83037,0.7532
2018-09-09,0.76673,0.76626,0.79561,0.75124
2018-09-10,0.75634,0.76673,0.79162,0.74834
2018-09-11,0.7186,0.75634,0.76845,0.7029
2018-09-12,0.69671,0.7186,0.72036,0.65713
2018-09-13,0.73371,0.69671,0.76072,0.69671
2018-09-14,0.71486,0.73371,0.74111,0.69396
2018-09-15,0.72992,0.71359,0.74987,0.70821
2018-09-16,0.75743,0.72992,0.77017,0.70402
2018-09-17,0.70138,0.75743,0.76985,0.69779
2018-09-18,0.81438,0.70138,0.88383,0.69381
2018-09-19,0.79843,0.81438,0.82922,0.74379
2018-09-20,0.82959,0.79843,0.83014,0.77615
2018-09-21,0.87011,0.82959,0.88123,0.80098
2018-09-22,0.88389,0.86891,0.9504,0.8329
2018-09-23,0.91368,0.88398,0.91718,0.85505
2018-09-24,0.92704,0.91368,1.01078,0.84938
2018-09-25,0.87223,0.92704,0.92793,0.84063
2018-09-26,0.86495,0.87223,0.89975,0.84663
2018-09-27,0.87441,0.86495,0.88451,0.83513
2018-09-28,0.85516,0.87441,0.88812,0.84406
2018-09-29,0.85372,0.86206,0.86753,0.83348
2018-09-30,0.85755,0.85372,0.86797,0.84396
2018-10-01,0.82887,0.85755,0.86048,0.81954
2018-10-02,0.82052,0.82887,0.84218,0.81834
2018-10-03,0.80317,0.82052,0.82134,0.7848
2018-10-04,0.80247,0.80317,0.82144,0.79319
2018-10-05,0.81172,0.80247,0.8119,0.79565
2018-10-06,0.81663,0.81249,0.83057,0.79146
2018-10-07,0.83898,0.82052,0.84956,0.81753
2018-10-08,0.84453,0.83898,0.85357,0.82111
2018-10-09,0.83345,0.84453,0.84886,0.82235
2018-10-10,0.83104,0.83345,0.86608,0.80817
2018-10-11,0.77876,0.83104,0.87764,0.75967
2018-10-12,0.80468,0.77876,0.81795,0.76442
2018-10-13,0.80659,0.80425,0.81584,0.79515
2018-10-14,0.79827,0.80659,0.83802,0.79705
2018-10-15,0.82336,0.79827,0.90879,0.78639
2018-10-16,0.84883,0.82336,0.85581,0.82264
2018-10-17,0.8585,0.84883,0.87257,0.84175
2018-10-18,0.82262,0.8585,0.86648,0.81462
2018-10-19,0.80995,0.82262,0.82579,0.80261
2018-10-20,0.83472,0.81004,0.83727,0.80472
2018-10-21,0.82828,0.83405,0.84551,0.828
2018-10-22,0.82596,0.82828,0.83453,0.81201
2018-10-23,0.8203,0.82596,0.83962,0.81721
2018-10-24,0.82565,0.8203,0.83566,0.81937
2018-10-25,0.80821,0.82565,0.83059,0.80719
2018-10-26,0.80327,0.80821,0.81133,0.79697
2018-10-27,0.78122,0.80328,0.8053,0.77888
2018-10-28,0.7831,0.78103,0.79359,0.77917
2018-10-29,0.78852,0.7831,0.82255,0.77718
2018-10-30,0.77562,0.78852,0.79099,0.76829
2018-10-31,0.80646,0.77562,0.81312,0.76819
2018-11-01,0.8153,0.80646,0.83832,0.79538
2018-11-02,0.80861,0.8153,0.82282,0.80388
2018-11-03,0.7903,0.80861,0.8095,0.78261
2018-11-04,0.80212,0.7903,0.80808,0.78257
2018-11-05,0.78774,0.80212,0.80259,0.7801
2018-11-06,0.79815,0.78774,0.80062,0.77866
2018-11-07,0.81826,0.79815,0.83121,0.79319
2018-11-08,0.78717,0.81826,0.81989,0.78541
2018-11-09,0.76159,0.78717,0.79043,0.75163
2018-11-10,0.76584,0.76159,0.77708,0.75847
2018-11-11,0.75393,0.76584,0.76673,0.74048
2018-11-12,0.73756,0.75393,0.75632,0.73333
2018-11-13,0.73465,0.73756,0.74384,0.73313
2018-11-14,0.63011,0.73465,0.73465,0.61316
2018-11-15,0.61136,0.63011,0.63812,0.55809
2018-11-16,0.59047,0.61136,0.64144,0.57687
2018-11-17,0.60005,0.59047,0.65876,0.5702
2018-11-18,0.58954,0.59952,0.60924,0.58844
2018-11-19,0.46399,0.58954,0.59195,0.45176
2018-11-20,0.41337,0.46399,0.52598,0.38341
2018-11-21,0.43164,0.41337,0.45375,0.38763
2018-11-22,0.39325,0.43164,0.44008,0.3912
2018-11-23,0.39597,0.39325,0.39992,0.37427
2018-11-24,0.33876,0.39581,0.40581,0.33136
2018-11-25,0.35517,0.33899,0.36343,0.31377
2018-11-26,0.31963,0.35517,0.36841,0.30474
2018-11-27,0.32375,0.31963,0.32912,0.3069
2018-11-28,0.37457,0.32375,0.3906,0.32227
2018-11-29,0.38381,0.37457,0.40914,0.36244
2018-11-30,0.34357,0.38381,0.39164,0.32834
2018-12-01,0.36086,0.34357,0.37188,0.33902
2018-12-02,0.34814,0.36084,0.36838,0.34421
2018-12-03,0.32097,0.34814,0.37891,0.31541
2018-12-04,0.32347,0.32097,0.3381,0.3035
2018-12-05,0.29156,0.32347,0.32539,0.29156
2018-12-06,0.25055,0.29156,0.30287,0.25055
2018-12-07,0.24657,0.25055,0.25366,0.23018
2018-12-08,0.25017,0.24671,0.25989,0.23355
2018-12-09,0.25895,0.25022,0.27121,0.24372
2018-12-10,0.25099,0.25895,0.26558,0.24764
2018-12-11,0.24107,0.25099,0.25136,0.23764
2018-12-12,0.24698,0.2385,0.25333,0.23685
2018-12-13,0.23535,0.24698,0.24865,0.23294
2018-12-14,0.23113,0.23535,0.23856,0.22824
2018-12-15,0.2215,0.23116,0.23736,0.21551
2018-12-16,0.21795,0.22132,0.22977,0.21795
2018-12-17,0.2406,0.21795,0.24849,0.21703
2018-12-18,0.2604,0.2406,0.26141,0.23746
2018-12-19,0.26733,0.2604,0.2898,0.25788
2018-12-20,0.29791,0.26733,0.3025,0.26309
2018-12-21,0.2853,0.29791,0.30972,0.27608
2018-12-22,0.33868,0.28572,0.34974,0.28443
2018-12-23,0.32684,0.33895,0.34863,0.31879
2018-12-24,0.32072,0.32684,0.34752,0.31711
2018-12-25,0.28564,0.32072,0.32163,0.27447
2018-12-26,0.29211,0.28564,0.29591,0.27742
2018-12-27,0.25652,0.29211,0.29366,0.25337
2018-12-28,0.28483,0.25652,0.29094,0.25448
2018-12-29,0.27439,0.28479,0.28875,0.27274
2018-12-30,0.28408,0.27469,0.28577,0.27104
2018-12-31,0.26811,0.28408,0.2858,0.26502
2019-01-01,0.2845,0.26811,0.28658,0.26714
2019-01-02,0.29754,0.2845,0.30388,0.28118
2019-01-03,0.28832,0.29754,0.30025,0.28551
2019-01-04,0.28964,0.28832,0.29415,0.28146
2019-01-05,0.28643,0.28964,0.29559,0.28582
2019-01-06,0.30323,0.2864,0.56831,0.28215
2019-01-07,0.31025,0.30323,0.31091,0.29303
2019-01-08,0.31325,0.31025,0.32954,0.30872
2019-01-09,0.32244,0.31325,0.32616,0.31162
2019-01-10,0.26766,0.32244,0.33062,0.26131
2019-01-11,0.26587,0.26766,0.27175,0.26178
2019-01-12,0.27421,0.26613,0.27812,0.25888
2019-01-13,0.25385,0.27418,0.28868,0.25209
2019-01-14,0.27111,0.25385,0.27561,0.25328
2019-01-15,0.2691,0.27111,0.28383,0.26288
2019-01-16,0.31628,0.2691,0.31774,0.26815
2019-01-17,0.3489,0.31628,0.35425,0.31428
2019-01-18,0.39373,0.3489,0.39478,0.32906
2019-01-19,0.39269,0.39152,0.40682,0.37634
2019-01-20,0.37609,0.39312,0.40213,0.34804
2019-01-21,0.40332,0.37609,0.42351,0.37609
2019-01-22,0.41352,0.40332,0.42401,0.36798
2019-01-23,0.40998,0.41352,0.45117,0.40057
2019-01-24,0.38287,0.40998,0.41612,0.37532
2019-01-25,0.35941,0.38287,0.38298,0.35422
2019-01-26,0.34325,0.35941,0.366,0.34225
2019-01-27,0.32268,0.34307,0.34307,0.31055
2019-01-28,0.30131,0.32268,0.3228,0.28293
2019-01-29,0.29533,0.30131,0.30346,0.28474
2019-01-30,0.29931,0.29533,0.30524,0.29101
2019-01-31,0.28397,0.29931,0.30188,0.28124
2019-02-01,0.27971,0.28397,0.28531,0.27271
2019-02-02,0.29045,0.27943,0.29227,0.27509
2019-02-03,0.30525,0.29095,0.32148,0.2885
2019-02-04,0.29388,0.30525,0.30813,0.28957
2019-02-05,0.27947,0.29388,0.29458,0.27696
2019-02-06,0.26889,0.27947,0.28021,0.26605
2019-02-07,0.27908,0.26889,0.28295,0.26758
2019-02-08,0.30044,0.27908,0.31309,0.27632
2019-02-09,0.29814,0.3004,0.30362,0.29313
2019-02-10,0.30555,0.29814,0.30665,0.29052
2019-02-11,0.29658,0.30555,0.30583,0.29622
2019-02-12,0.29585,0.29658,0.29842,0.29127
2019-02-13,0.29651,0.29585,0.30238,0.29478
2019-02-14,0.30322,0.29651,0.30954,0.29492
2019-02-15,0.31678,0.30322,0.31723,0.30245
2019-02-16,0.33575,0.31695,0.35274,0.31395
2019-02-17,0.32995,0.33557,0.33557,0.3181
2019-02-18,0.34432,0.32995,0.34543,0.32549
2019-02-19,0.33935,0.34432,0.34773,0.33234
2019-02-20,0.35445,0.33935,0.35643,0.33355
2019-02-21,0.33938,0.35445,0.35735,0.3369
2019-02-22,0.34419,0.33938,0.3468,0.33902
2019-02-23,0.35998,0.34363,0.3637,0.34041
2019-02-24,0.30958,0.36,0.37011,0.30661
2019-02-25,0.34567,0.30958,0.35951,0.30689
2019-02-26,0.35894,0.34567,0.37538,0.33645
2019-02-27,0.35172,0.35894,0.37106,0.34504
2019-02-28,0.41072,0.35172,0.42151,0.35084
2019-03-01,0.40613,0.41072,0.44442,0.40323
2019-03-02,0.39716,0.40593,0.40726,0.3877
2019-03-03,0.39756,0.39698,0.43035,0.39637
2019-03-04,0.39357,0.39756,0.4079,0.37014
2019-03-05,0.41341,0.39357,0.41545,0.38177
2019-03-06,0.4249,0.41341,0.42646,0.40121
2019-03-07,0.46618,0.4249,0.49997,0.4249
2019-03-08,0.45655,0.46618,0.4867,0.44528
2019-03-09,0.47166,0.45742,0.48476,0.44598
2019-03-10,0.56557,0.47181,0.58162,0.46848
2019-03-11,0.53451,0.56557,0.56557,0.49886
2019-03-12,0.52537,0.53451,0.54925,0.48116
2019-03-13,0.51312,0.52537,0.54349,0.50144
2019-03-14,0.4818,0.51312,0.52058,0.46213
2019-03-15,0.4799,0.4818,0.48872,0.46791
2019-03-16,0.47993,0.47936,0.51139,0.4784
2019-03-17,0.48956,0.47973,0.50103,0.46563
2019-03-18,0.47707,0.48956,0.49293,0.4737
2019-03-19,0.47786,0.47707,0.49833,0.46716
2019-03-20,0.49608,0.47786,0.50446,0.46923
2019-03-21,0.46983,0.49608,0.5204,0.46081
2019-03-22,0.47227,0.46983,0.47765,0.46684
2019-03-23,0.47606,0.47185,0.47728,0.46859
2019-03-24,0.48536,0.47608,0.49041,0.47038
2019-03-25,0.45347,0.48536,0.49341,0.44933
2019-03-26,0.44118,0.45347,0.45608,0.41936
2019-03-27,0.45446,0.44118,0.45525,0.43542
2019-03-28,0.45587,0.45446,0.46649,0.44912
2019-03-29,0.4514,0.45587,0.45869,0.44764
2019-03-30,0.4454,0.4514,0.45579,0.4377
2019-03-31,0.46568,0.44541,0.47668,0.44269
2019-04-01,0.45591,0.46568,0.47973,0.45326
2019-04-02,0.48669,0.45591,0.4907,0.44947
2019-04-03,0.47215,0.48669,0.51463,0.45858
2019-04-04,0.47636,0.47215,0.48523,0.46125
2019-04-05,0.53118,0.47636,0.53592,0.47636
2019-04-06,0.50982,0.53105,0.54184,0.49952
2019-04-07,0.51383,0.51092,0.51895,0.50422
2019-04-08,0.49957,0.51383,0.52771,0.47968
2019-04-09,0.48629,0.49957,0.49957,0.47357
2019-04-10,0.47467,0.48629,0.49875,0.46945
2019-04-11,0.42377,0.47467,0.47505,0.40796
2019-04-12,0.42822,0.42377,0.42975,0.40548
2019-04-13,0.4264,0.42884,0.44256,0.41941
2019-04-14,0.43666,0.42594,0.4378,0.41911
2019-04-15,0.40924,0.43666,0.44917,0.40415
2019-04-16,0.41977,0.40924,0.42359,0.40445
2019-04-17,0.42843,0.41977,0.43167,0.41383
2019-04-18,0.42823,0.42843,0.43455,0.42543
2019-04-19,0.43021,0.42823,0.43659,0.41923
2019-04-20,0.44827,0.42988,0.45467,0.42988
2019-04-21,0.41658,0.4483,0.44831,0.40919
2019-04-22,0.41731,0.41658,0.42453,0.40835
2019-04-23,0.39851,0.41731,0.41806,0.39572
2019-04-24,0.36624,0.39851,0.40041,0.35628
2019-04-25,0.34305,0.36624,0.37766,0.34116
2019-04-26,0.35344,0.34305,0.35353,0.3316
2019-04-27,0.36082,0.35344,0.364,0.35008
2019-04-28,0.36989,0.36082,0.3885,0.36081
2019-04-29,0.35172,0.36989,0.37096,0.34412
2019-04-30,0.3728,0.35172,0.3737,0.34831
2019-05-01,0.36429,0.3728,0.37587,0.35883
2019-05-02,0.37131,0.36429,0.37411,0.36135
2019-05-03,0.37051,0.37131,0.38054,0.36178
2019-05-04,0.36352,0.37053,0.37983,0.35328
2019-05-05,0.34866,0.36352,0.36389,0.34354
