TIMESTAMP,SLT35715_OPEN_PRICE_USD,SLT35715_HIGH_PRICE_USD,SLT35715_LOW_PRICE_USD,SLT35715_CLOSE_PRICE_USD,SLT35715_VOLUME_USD,SLT35715_DIVIDENDS_USD,SLT35715_STOCK_SPLITS_USD
2025-04-14 00:00:00+00:00,4.8999998398358e-05,4.999999873689376e-05,4.8000001697801054e-05,4.8000001697801054e-05,2695,0.0,0.0
2025-04-15 00:00:00+00:00,4.8000001697801054e-05,4.999999873689376e-05,4.8000001697801054e-05,4.999999873689376e-05,3147,0.0,0.0
2025-04-16 00:00:00+00:00,4.999999873689376e-05,5.2999999752501026e-05,3.9999998989515007e-05,4.999999873689376e-05,3183,0.0,0.0
2025-04-17 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,3.9999998989515007e-05,3.9999998989515007e-05,1633,0.0,0.0
2025-04-18 00:00:00+00:00,3.9999998989515007e-05,4.999999873689376e-05,3.9999998989515007e-05,3.9999998989515007e-05,666,0.0,0.0
2025-04-19 00:00:00+00:00,3.9999998989515007e-05,4.999999873689376e-05,3.9999998989515007e-05,3.9999998989515007e-05,1622,0.0,0.0
2025-04-20 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,2.9999999242136255e-05,3.9999998989515007e-05,661,0.0,0.0
2025-04-21 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,2.9999999242136255e-05,3.9999998989515007e-05,709,0.0,0.0
2025-04-22 00:00:00+00:00,3.9999998989515007e-05,5.999999848427251e-05,2.9999999242136255e-05,2.9999999242136255e-05,2693,0.0,0.0
2025-04-23 00:00:00+00:00,2.9999999242136255e-05,3.9999998989515007e-05,2.9999999242136255e-05,3.9999998989515007e-05,624,0.0,0.0
2025-04-24 00:00:00+00:00,3.9999998989515007e-05,4.999999873689376e-05,2.9999999242136255e-05,3.9999998989515007e-05,1347,0.0,0.0
2025-04-25 00:00:00+00:00,3.9999998989515007e-05,4.999999873689376e-05,2.9999999242136255e-05,2.9999999242136255e-05,735,0.0,0.0
2025-04-26 00:00:00+00:00,2.9999999242136255e-05,4.999999873689376e-05,2.9999999242136255e-05,4.999999873689376e-05,1634,0.0,0.0
2025-04-27 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,2.9999999242136255e-05,2.9999999242136255e-05,397,0.0,0.0
2025-04-28 00:00:00+00:00,2.9999999242136255e-05,4.999999873689376e-05,2.9999999242136255e-05,3.9999998989515007e-05,471,0.0,0.0
2025-04-29 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,2.9999999242136255e-05,2.9999999242136255e-05,166,0.0,0.0
2025-04-30 00:00:00+00:00,2.9999999242136255e-05,4.999999873689376e-05,2.9999999242136255e-05,4.999999873689376e-05,1086,0.0,0.0
2025-05-01 00:00:00+00:00,4.999999873689376e-05,5.999999848427251e-05,2.9999999242136255e-05,5.999999848427251e-05,1558,0.0,0.0
2025-05-02 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,3.9999998989515007e-05,3.9999998989515007e-05,403,0.0,0.0
2025-05-03 00:00:00+00:00,3.9999998989515007e-05,4.999999873689376e-05,3.9999998989515007e-05,4.999999873689376e-05,367,0.0,0.0
2025-05-04 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,3.9999998989515007e-05,3.9999998989515007e-05,223,0.0,0.0
2025-05-05 00:00:00+00:00,3.9999998989515007e-05,4.999999873689376e-05,2.9999999242136255e-05,4.999999873689376e-05,1997,0.0,0.0
2025-05-06 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,2.9999999242136255e-05,3.9999998989515007e-05,1699,0.0,0.0
2025-05-07 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,2.9999999242136255e-05,3.9999998989515007e-05,113,0.0,0.0
2025-05-08 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,2.9999999242136255e-05,2.9999999242136255e-05,171,0.0,0.0
2025-05-09 00:00:00+00:00,2.9999999242136255e-05,3.9999998989515007e-05,2.9999999242136255e-05,3.9999998989515007e-05,609,0.0,0.0
2025-05-10 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,2.9999999242136255e-05,3.9999998989515007e-05,270,0.0,0.0
2025-05-11 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,2.9999999242136255e-05,2.9999999242136255e-05,389,0.0,0.0
2025-05-12 00:00:00+00:00,2.9999999242136255e-05,3.9999998989515007e-05,2.9999999242136255e-05,2.9999999242136255e-05,605,0.0,0.0
2025-05-13 00:00:00+00:00,2.9999999242136255e-05,3.9999998989515007e-05,2.9999999242136255e-05,2.9999999242136255e-05,230,0.0,0.0
2025-05-14 00:00:00+00:00,2.9999999242136255e-05,3.9999998989515007e-05,2.9999999242136255e-05,2.9999999242136255e-05,209,0.0,0.0
2025-05-15 00:00:00+00:00,2.9999999242136255e-05,3.9999998989515007e-05,2.9999999242136255e-05,3.9999998989515007e-05,228,0.0,0.0
2025-05-16 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,2.9999999242136255e-05,3.9999998989515007e-05,141,0.0,0.0
2025-05-17 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,2.9999999242136255e-05,2.9999999242136255e-05,176,0.0,0.0
2025-05-18 00:00:00+00:00,2.9999999242136255e-05,3.9999998989515007e-05,2.9999999242136255e-05,2.9999999242136255e-05,71,0.0,0.0
2025-05-19 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.9999999242136255e-05,2.9999999242136255e-05,11,0.0,0.0
2025-05-20 00:00:00+00:00,2.9999999242136255e-05,3.9999998989515007e-05,2.9999999242136255e-05,3.9999998989515007e-05,66,0.0,0.0
2025-05-21 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,2.9999999242136255e-05,2.9999999242136255e-05,174,0.0,0.0
2025-05-22 00:00:00+00:00,2.9999999242136255e-05,3.9999998989515007e-05,2.9999999242136255e-05,3.9999998989515007e-05,278,0.0,0.0
2025-05-23 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,2.9999999242136255e-05,2.9999999242136255e-05,1789,0.0,0.0
2025-05-24 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,1.9999999494757503e-05,2.4000000848900527e-05,714,0.0,0.0
2025-05-25 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.2000000171829015e-05,2.300000051036477e-05,395,0.0,0.0
2025-05-26 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,1.4999999621068127e-05,1.8000000636675395e-05,840,0.0,0.0
2025-05-27 00:00:00+00:00,1.8000000636675395e-05,2.9000000722589903e-05,1.700000029813964e-05,2.4000000848900527e-05,1566,0.0,0.0
2025-05-28 00:00:00+00:00,2.4000000848900527e-05,2.9000000722589903e-05,1.8000000636675395e-05,2.9000000722589903e-05,851,0.0,0.0
2025-05-29 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,1.700000029813964e-05,2.099999983329326e-05,273,0.0,0.0
2025-05-30 00:00:00+00:00,2.099999983329326e-05,2.4000000848900527e-05,1.8000000636675395e-05,1.9999999494757503e-05,203,0.0,0.0
2025-05-31 00:00:00+00:00,1.9999999494757503e-05,2.300000051036477e-05,1.8999999156221747e-05,2.099999983329326e-05,114,0.0,0.0
2025-06-01 00:00:00+00:00,2.100580786645878e-05,2.301266067661345e-05,2.0003079043817706e-05,2.300943924637977e-05,116,0.0,0.0
