TIMESTAMP,GUZUTA_OPEN_PRICE_USD,GUZUTA_HIGH_PRICE_USD,GUZUTA_LOW_PRICE_USD,GUZUTA_CLOSE_PRICE_USD,GUZUTA_VOLUME_USD,GUZUTA_DIVIDENDS_USD,GUZUTA_STOCK_SPLITS_USD
2024-12-03 00:00:00+00:00,,,,0.0,15678,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,13347,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,17277,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,37945,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,36203,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,39140,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,40171,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,33966,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,36447,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,36152,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,33580,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,30645,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,25839,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,26641,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,25524,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,13281,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,11686,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,14956,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,17655,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,14571,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,1957,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,677,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,8342,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,18967,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,19381,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,20536,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,21099,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,21365,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,19462,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,17754,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,17669,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,14566,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,11577,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,10049,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,4495,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,4914,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,3616,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,6879,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,5361,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,4640,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,6201,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,1227,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,5234,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,1749,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,982,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,1879,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,333,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,460,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,91,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,2357,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,4456,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,111,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,1363,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,1133,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,78,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,366,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,44,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,52,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,778,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,166,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,76,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,1315,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,1400,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,669,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,911,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,1279,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,434,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,452,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,804,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,1265,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,90,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,1124,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,827,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,1926,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,3802,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,5105,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,3057,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,744,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,1010,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,2681,0.0,0.0
2025-06-01 00:00:00+00:00,1.6167393812605013e-10,1.6167393812605013e-10,1.5101836448039307e-10,1.5573316247685653e-10,2824,0.0,0.0
