TIMESTAMP,YU36194_OPEN_PRICE_USD,YU36194_HIGH_PRICE_USD,YU36194_LOW_PRICE_USD,YU36194_CLOSE_PRICE_USD,YU36194_VOLUME_USD,YU36194_DIVIDENDS_USD,YU36194_STOCK_SPLITS_USD
2025-05-16 00:00:00+00:00,0.00010599999950500205,0.00010599999950500205,0.00010099999781232327,0.00010299999848939478,164202,0.0,0.0
2025-05-17 00:00:00+00:00,0.00010299999848939478,0.00010299999848939478,0.00010299999848939478,0.00010299999848939478,176011,0.0,0.0
2025-05-18 00:00:00+00:00,0.00010299999848939478,0.00010299999848939478,0.00010199999815085903,0.00010199999815085903,175329,0.0,0.0
2025-05-19 00:00:00+00:00,0.00010199999815085903,0.00010299999848939478,0.00010199999815085903,0.00010199999815085903,177176,0.0,0.0
2025-05-20 00:00:00+00:00,0.00010199999815085903,0.00010299999848939478,0.00010099999781232327,0.00010099999781232327,170192,0.0,0.0
2025-05-21 00:00:00+00:00,0.00010099999781232327,0.00010199999815085903,0.00010099999781232327,0.00010199999815085903,149827,0.0,0.0
2025-05-22 00:00:00+00:00,0.00010199999815085903,0.00010599999950500205,0.00010099999781232327,0.00010599999950500205,169404,0.0,0.0
2025-05-23 00:00:00+00:00,0.00010599999950500205,0.00013800000306218863,0.00010599999950500205,0.00013699999544769526,243255,0.0,0.0
2025-05-24 00:00:00+00:00,0.00013699999544769526,0.00013800000306218863,0.00011899999663000926,0.00012700000661425292,190825,0.0,0.0
2025-05-25 00:00:00+00:00,0.00012700000661425292,0.00012700000661425292,0.00011500000255182385,0.00012399999832268804,186796,0.0,0.0
2025-05-26 00:00:00+00:00,0.00012399999832268804,0.0001289999927394092,0.00011300000187475234,0.00011300000187475234,178672,0.0,0.0
2025-05-27 00:00:00+00:00,0.00011300000187475234,0.00011300000187475234,0.00011000000085914508,0.00011000000085914508,190339,0.0,0.0
2025-05-28 00:00:00+00:00,0.00011000000085914508,0.00013800000306218863,9.200000204145908e-05,0.00012099999730708078,265716,0.0,0.0
2025-05-29 00:00:00+00:00,0.00012099999730708078,0.0001320000010309741,0.00011999999696854502,0.0001250000059371814,188156,0.0,0.0
2025-05-30 00:00:00+00:00,0.0001250000059371814,0.00013099999341648072,0.00012399999832268804,0.00013000000035390258,191110,0.0,0.0
2025-05-31 00:00:00+00:00,0.00013000000035390258,0.00013099999341648072,0.0001289999927394092,0.00013000000035390258,178170,0.0,0.0
2025-06-01 00:00:00+00:00,0.000129954976728186,0.00013113321620039642,0.000129954976728186,0.0001304442557739094,175354,0.0,0.0
