TIMESTAMP,OI_OPEN_PRICE_USD,OI_HIGH_PRICE_USD,OI_LOW_PRICE_USD,OI_CLOSE_PRICE_USD,OI_VOLUME_USD,OI_DIVIDENDS_USD,OI_STOCK_SPLITS_USD
2025-05-18 00:00:00+00:00,18414336.0,18864578.0,17242266.0,17876388.0,3080,0.0,0.0
2025-05-19 00:00:00+00:00,17876388.0,17876388.0,16441612.0,17378078.0,4902,0.0,0.0
2025-05-20 00:00:00+00:00,17378078.0,17896026.0,16389731.0,17042968.0,2983,0.0,0.0
2025-05-21 00:00:00+00:00,17042968.0,17381962.0,16306196.0,16568505.0,8094,0.0,0.0
2025-05-22 00:00:00+00:00,16568505.0,17572492.0,15263449.0,15815959.0,19718,0.0,0.0
2025-05-23 00:00:00+00:00,15815959.0,16458702.0,14608108.0,15207247.0,13657,0.0,0.0
2025-05-24 00:00:00+00:00,15207247.0,15919619.0,15159630.0,15814933.0,3548,0.0,0.0
2025-05-25 00:00:00+00:00,15814933.0,16040741.0,15188397.0,16040741.0,1948,0.0,0.0
2025-05-26 00:00:00+00:00,16040741.0,16223514.0,15342360.0,15872295.0,3032,0.0,0.0
2025-05-27 00:00:00+00:00,15872295.0,17572996.0,15785054.0,16692394.0,3643,0.0,0.0
2025-05-28 00:00:00+00:00,16692394.0,17015332.0,15324853.0,15716283.0,9497,0.0,0.0
2025-05-29 00:00:00+00:00,15716283.0,16152008.0,13520599.0,14604717.0,4902,0.0,0.0
2025-05-30 00:00:00+00:00,14604717.0,14687071.0,13274187.0,13597437.0,9141,0.0,0.0
2025-05-31 00:00:00+00:00,13544263.0,14168922.0,13244137.0,13936516.0,1585,0.0,0.0
2025-06-01 00:00:00+00:00,13936516.0,14783861.0,13575647.0,14445994.0,6408,0.0,0.0
