TIMESTAMP,CZ_OPEN_PRICE_USD,CZ_HIGH_PRICE_USD,CZ_LOW_PRICE_USD,CZ_CLOSE_PRICE_USD,CZ_VOLUME_USD,CZ_DIVIDENDS_USD,CZ_STOCK_SPLITS_USD
2025-02-13 00:00:00+00:00,,,,0.0,3934,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,569,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,494,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,160,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,1308,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,29,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,669,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,184,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,36,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,38,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,1327,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,5471,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,84,0.0,0.0
2025-06-01 00:00:00+00:00,2.3849941044318257e-07,2.395726710346935e-07,2.3849941044318257e-07,2.395726710346935e-07,17,0.0,0.0
