TIMESTAMP,WYNN32114_OPEN_PRICE_USD,WYNN32114_HIGH_PRICE_USD,WYNN32114_LOW_PRICE_USD,WYNN32114_CLOSE_PRICE_USD,WYNN32114_VOLUME_USD,WYNN32114_DIVIDENDS_USD,WYNN32114_STOCK_SPLITS_USD
2025-05-17 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.700000004551839e-05,2.700000004551839e-05,0,0.0,0.0
2025-05-18 00:00:00+00:00,2.700000004551839e-05,3.5000000934815034e-05,2.499999936844688e-05,2.5999999706982635e-05,0,0.0,0.0
2025-05-19 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.499999936844688e-05,2.499999936844688e-05,0,0.0,0.0
2025-05-20 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.499999936844688e-05,2.700000004551839e-05,0,0.0,0.0
2025-05-21 00:00:00+00:00,2.700000004551839e-05,0.0005939999828115106,2.700000004551839e-05,0.00019099999917671084,336057,0.0,0.0
2025-05-22 00:00:00+00:00,0.00019099999917671084,0.0005430000019259751,0.00016700000560376793,0.0002749999985098839,168365,0.0,0.0
2025-05-23 00:00:00+00:00,0.0002749999985098839,0.0002749999985098839,0.00021100000594742596,0.00021100000594742596,17557,0.0,0.0
2025-05-24 00:00:00+00:00,0.00021100000594742596,0.00021100000594742596,0.00012099999730708078,0.00012099999730708078,0,0.0,0.0
2025-05-25 00:00:00+00:00,0.00012099999730708078,0.00015999999595806003,7.300000288523734e-05,7.79999973019585e-05,24479,0.0,0.0
2025-05-26 00:00:00+00:00,7.79999973019585e-05,8.199999865610152e-05,7.200000254670158e-05,7.200000254670158e-05,0,0.0,0.0
2025-05-27 00:00:00+00:00,7.200000254670158e-05,0.0001049999991664663,7.000000186963007e-05,8.499999967170879e-05,12018,0.0,0.0
2025-05-28 00:00:00+00:00,8.499999967170879e-05,0.00014200000441633165,7.000000186963007e-05,7.000000186963007e-05,0,0.0,0.0
2025-05-29 00:00:00+00:00,7.000000186963007e-05,7.500000356230885e-05,5.700000110664405e-05,5.700000110664405e-05,0,0.0,0.0
2025-05-30 00:00:00+00:00,5.700000110664405e-05,0.00014000000373926014,5.700000110664405e-05,6.299999949987978e-05,0,0.0,0.0
2025-05-31 00:00:00+00:00,6.299999949987978e-05,7.300000288523734e-05,6.299999949987978e-05,7.300000288523734e-05,0,0.0,0.0
2025-06-01 00:00:00+00:00,7.250951603055e-05,7.376368739642203e-05,6.460624717874452e-05,6.552619743160903e-05,1881,0.0,0.0
