TIMESTAMP,LTC_OPEN_PRICE_USD,LTC_HIGH_PRICE_USD,LTC_LOW_PRICE_USD,LTC_CLOSE_PRICE_USD,XMR_OPEN_PRICE_USD,XMR_HIGH_PRICE_USD,XMR_LOW_PRICE_USD,XMR_CLOSE_PRICE_USD,ETH_OPEN_PRICE_USD,ETH_HIGH_PRICE_USD,ETH_LOW_PRICE_USD,ETH_CLOSE_PRICE_USD,XLM_OPEN_PRICE_USD,XLM_HIGH_PRICE_USD,XLM_LOW_PRICE_USD,XLM_CLOSE_PRICE_USD,BTC_OPEN_PRICE_USD,BTC_HIGH_PRICE_USD,BTC_LOW_PRICE_USD,BTC_CLOSE_PRICE_USD,ZEC_OPEN_PRICE_USD,ZEC_HIGH_PRICE_USD,ZEC_LOW_PRICE_USD,ZEC_CLOSE_PRICE_USD
2017-08-23,46.43,55.0,46.08,53.31,89.95,100.24,84.83,90.37,312.25,324.99,309.41,315.74,0.02153,0.024,0.0195,0.02011,4040.0,4265.8,4013.89,4114.01,224.0,239.0,223.2,227.2
2017-08-24,53.31,53.46,50.23,51.09,90.37,94.0,79.12,86.0,315.74,328.04,314.01,323.42,0.02011,0.02178,0.01821,0.01908,4147.0,4371.68,4085.01,4316.01,227.2,231.73,223.44,227.5
2017-08-25,51.09,52.2,50.1,51.11,86.0,110.0,84.81,108.0,323.42,338.28,323.42,327.24,0.01908,0.02059,0.0183,0.02059,4316.01,4453.91,4247.48,4280.68,227.5,258.0,227.23,238.61
2017-08-26,51.11,52.0,50.0,51.55,108.0,148.0,104.1,138.2,327.24,335.44,323.41,330.79,0.02059,0.02136,0.01912,0.02125,4280.71,4367.0,4212.41,4337.44,238.61,301.0,235.81,300.0
2017-08-27,51.55,64.67,51.2,61.56,138.2,139.56,123.25,130.93,332.18,348.13,330.73,348.13,0.02125,0.0215,0.01948,0.0199,4332.51,4400.0,4285.54,4310.01,300.0,301.0,265.41,273.0
2017-08-28,61.56,64.73,58.77,62.38,130.93,153.43,128.0,144.0,348.11,351.0,331.95,346.0,0.0199,0.0215,0.01927,0.02061,4310.01,4399.82,4124.54,4386.69,273.0,281.8,254.23,275.0
2017-08-29,62.38,64.45,61.25,63.75,144.0,144.72,127.41,133.4,347.0,377.6,346.0,374.7,0.02061,0.0209,0.01913,0.02005,4353.65,4625.85,4313.55,4587.48,275.0,277.58,263.78,270.0
2017-08-30,63.75,67.5,62.0,66.12,133.4,137.6,121.32,134.0,374.7,393.71,362.05,385.93,0.02005,0.0213,0.0198,0.02115,4564.52,4647.51,4416.01,4555.14,270.0,281.75,267.96,275.0
2017-08-31,66.12,74.8,65.22,73.23,134.0,143.73,132.17,140.54,384.64,389.36,377.78,384.79,0.02115,0.02249,0.0208,0.02249,4555.14,4745.42,4555.14,4724.89,275.0,287.47,272.0,287.1
2017-09-01,73.23,98.28,71.51,89.23,140.54,150.0,134.9,143.04,386.44,394.39,383.18,388.46,0.02249,0.02456,0.0214,0.02412,4689.89,4885.55,4654.88,4834.91,287.1,312.3,281.77,307.0
2017-09-02,89.23,93.85,73.87,79.84,143.04,143.04,117.39,121.42,388.58,394.32,320.08,343.14,0.02412,0.02438,0.02,0.0204,4796.16,4939.19,4286.87,4472.14,307.0,312.0,239.99,250.2
2017-09-03,79.84,84.62,77.26,79.44,121.42,129.48,110.39,125.99,343.56,367.28,320.08,341.77,0.0204,0.02198,0.02,0.02138,4508.5,4714.76,4298.33,4509.08,250.2,273.0,240.94,264.16
2017-09-04,79.44,79.51,64.0,71.25,125.99,126.1,98.56,105.1,339.29,344.55,267.94,283.77,0.02138,0.02138,0.01606,0.01762,4505.0,4527.49,3972.51,4100.11,264.16,265.0,196.51,218.74
2017-09-05,71.25,74.95,66.0,74.19,105.1,122.0,93.4,118.46,286.81,321.52,235.55,312.09,0.01762,0.01924,0.0158,0.01868,4106.97,4484.99,3603.0,4366.47,218.74,238.1,195.3,229.13
2017-09-06,74.19,82.67,74.19,81.47,118.46,124.73,114.34,123.0,313.29,336.34,312.09,335.0,0.01868,0.02095,0.01863,0.02038,4366.49,4662.87,4335.26,4619.77,229.13,250.0,225.07,246.3
2017-09-07,81.47,82.75,77.37,80.23,123.0,124.5,116.0,122.9,335.01,342.5,320.17,334.49,0.02038,0.02086,0.01912,0.02029,4619.77,4788.59,4438.19,4691.61,246.3,251.79,234.0,247.87
2017-09-08,80.23,82.11,68.12,73.7,122.9,135.05,105.0,116.55,334.49,335.1,272.0,302.99,0.02029,0.02078,0.0168,0.01829,4691.66,4735.39,4028.93,4282.8,247.87,247.87,207.0,219.65
2017-09-09,73.7,74.5,69.1,71.27,116.55,119.43,112.0,116.0,300.01,307.0,281.66,296.74,0.01829,0.0183,0.01728,0.01789,4282.8,4426.62,4150.06,4258.81,219.65,224.16,209.2,219.0
2017-09-10,71.27,71.44,65.02,67.44,116.0,117.22,102.03,112.28,296.72,302.78,261.03,293.5,0.01789,0.01799,0.01591,0.01669,4258.81,4283.0,3801.0,4130.37,219.0,228.33,197.0,218.01
2017-09-11,67.44,71.55,65.5,68.28,112.28,116.0,109.15,112.4,293.51,304.98,285.21,297.3,0.01669,0.0182,0.01608,0.01722,4153.62,4334.43,4098.91,4208.47,218.01,222.91,210.0,212.9
2017-09-12,68.28,71.93,65.02,66.0,112.4,116.3,108.69,111.21,297.78,316.46,286.01,293.96,0.01722,0.0178,0.016,0.01642,4208.6,4394.59,4040.8,4163.72,212.9,225.17,204.44,210.85
2017-09-13,66.0,66.46,57.74,61.8,111.21,113.0,101.2,109.89,293.93,294.5,257.05,276.91,0.01642,0.01645,0.01464,0.01527,4159.72,4165.38,3760.0,3944.69,210.85,211.85,181.83,198.5
2017-09-14,61.8,62.6,45.1,45.42,109.89,119.9,85.0,85.64,275.76,283.77,215.0,215.21,0.01527,0.0157,0.01125,0.01131,3944.0,3993.0,3165.13,3189.02,198.5,207.44,159.99,160.1
2017-09-15,45.42,62.41,33.56,52.29,85.64,105.0,71.14,100.13,217.0,270.93,192.0,253.0,0.01131,0.0128,0.00611,0.01229,3188.01,3856.0,2817.0,3700.0,160.1,192.52,142.25,186.0
2017-09-16,52.29,59.0,50.64,52.47,100.13,105.0,91.14,96.39,255.99,271.81,235.51,249.31,0.01229,0.0126,0.01015,0.01188,3674.01,3950.0,3470.66,3714.95,186.0,191.0,167.79,178.32
2017-09-17,52.47,54.1,47.87,51.37,96.39,97.0,88.63,94.0,249.32,264.39,239.02,257.55,0.01188,0.01188,0.01,0.01123,3685.23,3748.21,3499.02,3699.99,178.32,180.89,168.0,176.57
2017-09-18,51.37,58.0,51.36,56.3,94.0,103.35,94.0,101.5,257.53,306.22,257.11,294.57,0.01123,0.01384,0.0112,0.01351,3690.0,4123.2,3690.0,4035.01,176.57,197.37,176.57,194.8
2017-09-19,56.3,56.86,51.38,52.95,101.5,102.5,93.06,97.89,296.0,300.0,277.41,284.0,0.01351,0.01354,0.0113,0.01189,4060.0,4089.97,3830.91,3910.04,194.8,197.37,183.01,187.05
2017-09-20,52.95,54.6,51.11,51.57,97.89,98.8,92.5,95.32,284.01,294.0,275.91,282.0,0.01189,0.013,0.0113,0.0123,3910.04,4046.08,3820.0,3900.0,187.05,194.36,182.0,188.0
2017-09-21,51.57,52.5,45.18,46.61,95.32,96.25,84.09,85.72,285.1,287.0,252.1,257.0,0.0123,0.0123,0.01041,0.01057,3889.99,3910.0,3567.0,3609.99,188.0,192.0,174.39,174.85
2017-09-22,46.61,49.72,45.0,47.81,85.72,89.98,84.0,87.5,258.0,272.97,253.01,264.0,0.01057,0.01117,0.01019,0.01077,3592.84,3750.0,3505.55,3595.87,174.85,204.4,174.85,195.0
2017-09-23,47.81,50.24,46.45,49.41,87.5,92.32,86.77,92.0,259.99,286.23,255.11,285.93,0.01077,0.01208,0.01063,0.0119,3595.88,3817.19,3542.91,3780.0,195.0,216.58,192.0,205.2
2017-09-24,49.41,49.58,47.1,47.7,92.0,92.27,87.22,89.39,286.5,294.61,275.0,282.0,0.0119,0.01204,0.01135,0.01157,3779.54,3789.99,3622.76,3660.02,205.2,208.87,198.2,205.6
2017-09-25,47.7,53.25,47.53,52.22,89.39,94.85,88.85,94.09,282.0,299.0,281.34,294.42,0.01157,0.0125,0.0113,0.01204,3660.02,3979.87,3653.69,3920.75,205.6,235.78,204.88,230.53
2017-09-26,52.22,54.41,51.5,52.34,94.09,95.58,91.7,93.7,294.42,296.81,286.24,287.9,0.01204,0.0125,0.01185,0.01236,3928.0,3976.99,3850.05,3882.35,230.53,236.25,228.65,232.1
