TIMESTAMP,ANT_CLOSE_PRICE_USD,ANT_OPEN_PRICE_USD,ANT_HIGH_PRICE_USD,ANT_LOW_PRICE_USD
2021-07-03,3.6699,3.6766,3.7709,3.5852
2021-07-04,3.7604,3.6699,3.9297,3.6699
2021-07-05,3.5744,3.7604,3.7604,3.5259
2021-07-06,4.0491,3.5744,4.1681,3.5684
2021-07-07,3.9426,4.0491,4.1419,3.9175
2021-07-08,3.6276,3.9426,3.9528,3.6206
2021-07-09,3.6894,3.6276,3.7261,3.5629
2021-07-10,3.613,3.6894,3.7429,3.5936
2021-07-11,3.8088,3.613,3.8934,3.613
2021-07-12,3.6566,3.8088,3.9125,3.5975
2021-07-13,3.5,3.6566,3.6566,3.4787
2021-07-14,3.6323,3.5,3.6572,3.3192
2021-07-15,3.4604,3.6323,3.681,3.4002
2021-07-16,3.3514,3.4604,3.5448,3.3513
2021-07-17,3.4446,3.3514,3.5035,3.3265
2021-07-18,3.4833,3.4446,3.7176,3.441
2021-07-19,3.5717,3.4833,3.6076,3.29
2021-07-20,3.1186,3.5717,3.5898,3.0064
2021-07-21,3.2871,3.1186,3.3668,3.0886
2021-07-22,3.3613,3.2871,3.3755,3.2497
2021-07-23,3.3697,3.341,3.4236,3.1808
2021-07-24,3.4138,3.3697,3.4732,3.3203
2021-07-25,3.6795,3.4998,3.6795,3.447
2021-07-26,3.6294,3.6777,3.8453,3.6103
2021-07-27,4.2279,3.6278,4.465,3.5293
2021-07-28,3.9697,4.2345,4.4036,3.9063
2021-07-29,4.0164,3.9697,4.0431,3.8753
2021-07-30,4.017,4.0164,4.1161,3.8302
2021-07-31,4.0139,4.017,4.1147,3.8984
2021-08-01,3.878,4.0139,4.1556,3.8331
2021-08-02,3.826,3.878,3.9243,3.7871
2021-08-03,3.6979,3.826,3.8632,3.6273
2021-08-04,3.8067,3.6979,3.8527,3.6326
2021-08-05,3.9267,3.8067,4.0844,3.6701
2021-08-06,4.1458,3.9267,4.1622,3.8468
2021-08-07,4.4255,4.1458,4.6059,4.1103
2021-08-08,4.3297,4.4255,4.6449,4.231
2021-08-09,4.589,4.3297,4.8276,4.2194
2021-08-10,4.5868,4.589,4.6427,4.4204
2021-08-11,4.7693,4.5868,4.9225,4.5499
2021-08-12,4.6085,4.7607,4.9387,4.418
2021-08-13,5.0325,4.6085,5.0325,4.5849
2021-08-14,5.1614,5.0325,5.3716,4.8335
2021-08-15,5.079,5.1614,5.1911,4.8456
2021-08-16,5.0163,5.079,5.2548,4.9639
2021-08-17,4.7212,5.0163,5.1788,4.6886
2021-08-18,4.6881,4.7212,4.9138,4.5508
2021-08-19,4.811,4.6881,4.811,4.4482
2021-08-20,5.1239,4.811,5.1964,4.8003
2021-08-21,5.386,5.1374,5.5613,5.0629
2021-08-22,5.304,5.386,5.4802,5.1183
2021-08-23,5.4825,5.2848,5.5713,5.262
2021-08-24,4.9502,5.4825,5.5296,4.9328
2021-08-25,5.1576,4.9502,5.1866,4.7554
2021-08-26,4.6179,5.1606,5.1885,4.6071
2021-08-27,4.8744,4.6179,4.9305,4.5183
2021-08-28,4.8722,4.8745,4.9459,4.7993
2021-08-29,4.9519,4.8722,4.9992,4.7553
2021-08-30,4.6723,4.9519,4.9666,4.6404
2021-08-31,5.1023,4.6723,5.4839,4.6334
2021-09-01,5.2823,5.1023,5.4358,4.9583
2021-09-02,7.0202,5.2823,8.6909,5.2203
2021-09-03,7.261,7.0202,8.4429,6.7222
2021-09-04,6.8699,7.261,7.3147,6.8263
2021-09-05,6.8812,6.8858,7.1597,6.7181
2021-09-06,6.8398,6.8812,7.0241,6.5577
2021-09-07,5.7189,6.8497,6.8827,5.24
2021-09-08,5.4537,5.718,5.9642,4.9553
2021-09-09,5.8415,5.4537,6.2984,5.4438
2021-09-10,5.418,5.8769,6.1288,5.2926
2021-09-11,5.491,5.418,5.7376,5.3762
2021-09-12,6.026,5.491,6.2983,5.4821
2021-09-13,5.5911,6.026,6.0887,5.3445
2021-09-14,5.9739,5.5911,6.0936,5.5435
2021-09-15,6.1656,5.9739,6.5211,5.8935
2021-09-16,6.0408,6.1656,6.4998,5.867
2021-09-17,5.8517,6.0408,6.0498,5.7342
2021-09-18,6.1121,5.8517,7.0366,5.83
2021-09-19,5.96,6.1121,7.0129,5.9125
2021-09-20,4.9178,5.96,5.9919,4.8747
2021-09-21,4.5251,4.9178,5.0957,4.4885
2021-09-22,5.1669,4.5251,5.1722,4.444
2021-09-23,5.1881,5.1689,5.4059,4.9285
2021-09-24,4.7491,5.1881,5.2089,4.3124
2021-09-25,4.7723,4.7491,4.9918,4.6082
2021-09-26,4.5202,4.7584,4.7614,4.154
2021-09-27,4.3332,4.5202,4.8807,4.3312
2021-09-28,4.0946,4.3332,4.4568,4.0813
2021-09-29,4.2751,4.107,4.3256,4.0846
2021-09-30,4.3099,4.2751,4.3622,4.1717
2021-10-01,4.6966,4.3099,4.7692,4.2623
2021-10-02,4.9543,4.6966,5.0951,4.6436
2021-10-03,4.954,4.9543,5.0984,4.8263
2021-10-04,4.762,4.954,4.9617,4.7363
2021-10-05,4.9161,4.762,5.155,4.7442
2021-10-06,4.6871,4.9161,4.939,4.4698
2021-10-07,4.726,4.6871,4.9077,4.5706
2021-10-08,4.8693,4.726,4.9799,4.7054
2021-10-09,4.92,4.8693,5.2674,4.8062
2021-10-10,4.5902,4.92,5.1401,4.5791
2021-10-11,4.5526,4.5902,4.7744,4.4802
2021-10-12,4.4626,4.5526,4.5909,4.276
2021-10-13,4.607,4.4626,4.6407,4.3473
2021-10-14,4.5794,4.607,4.6898,4.4762
2021-10-15,5.0341,4.5794,5.1775,4.4851
2021-10-16,4.7911,5.0341,5.0598,4.7595
2021-10-17,4.8332,4.7911,5.1939,4.7656
2021-10-18,4.6639,4.8332,4.8929,4.5852
2021-10-19,4.5949,4.6639,4.7795,4.5658
2021-10-20,4.8413,4.5949,4.8697,4.5563
2021-10-21,4.7562,4.8413,4.8924,4.6233
2021-10-22,4.6479,4.7559,4.8789,4.6026
2021-10-23,4.7341,4.6479,4.7421,4.6041
2021-10-24,4.5229,4.7341,4.7754,4.4633
2021-10-25,4.5662,4.5229,4.6928,4.5131
2021-10-26,4.81,4.5662,5.0369,4.5344
2021-10-27,4.3871,4.806,4.8439,4.3751
2021-10-28,4.4539,4.3871,4.5157,4.2952
2021-10-29,4.566,4.4539,4.7059,4.447
2021-10-30,4.466,4.57,4.69,4.4181
2021-10-31,4.695,4.466,4.7569,4.4131
2021-11-01,4.703,4.695,4.8409,4.5744
2021-11-02,4.823,4.707,4.978,4.686
2021-11-03,5.0609,4.823,5.0739,4.7741
2021-11-04,5.216,5.0589,6.4519,5.0209
2021-11-05,5.032,5.216,5.31,5.002
2021-11-06,4.943,5.036,5.062,4.7531
2021-11-07,4.949,4.943,5.0,4.899
2021-11-08,5.122,4.949,5.134,4.894
2021-11-09,5.2719,5.127,5.5879,5.107
2021-11-10,4.823,5.2719,5.343,4.657
2021-11-11,5.011,4.823,5.1129,4.7131
2021-11-12,5.6949,5.011,5.7987,4.9681
2021-11-13,5.578,5.6949,6.33,5.56
2021-11-14,5.458,5.575,5.6169,5.311
2021-11-15,5.82,5.458,6.041,5.406
2021-11-16,5.0191,5.82,5.82,4.866
2021-11-17,4.857,5.0191,5.047,4.737
2021-11-18,4.36,4.857,5.1206,4.3231
2021-11-19,4.649,4.36,4.6949,4.2102
2021-11-20,4.7011,4.649,4.7219,4.4183
2021-11-21,5.138,4.7011,5.7377,4.5852
2021-11-22,4.797,5.1251,5.1848,4.7571
2021-11-23,4.8771,4.787,4.9939,4.6641
2021-11-24,4.974,4.8771,5.289,4.8091
2021-11-25,5.312,4.974,5.3698,4.9701
2021-11-26,5.068,5.312,5.6294,4.635
2021-11-27,6.5,5.068,8.8657,5.0571
2021-11-28,5.8789,6.5,6.9239,5.4801
2021-11-29,5.9509,5.8789,6.2678,5.7931
2021-11-30,5.522,5.9509,6.3498,5.472
2021-12-01,5.38,5.522,5.8219,5.3291
2021-12-02,5.2641,5.38,5.4249,5.1461
2021-12-03,4.762,5.2641,5.5737,4.683
2021-12-04,4.2024,4.762,4.7979,3.4046
2021-12-05,3.9212,4.2024,4.2399,3.7514
2021-12-06,4.27,3.9222,4.334,3.7315
2021-12-07,4.097,4.265,4.394,4.0261
2021-12-08,4.996,4.098,6.3289,4.0221
2021-12-09,4.6289,4.996,5.0959,4.403
2021-12-10,4.1032,4.6289,4.6779,4.0873
2021-12-11,4.271,4.1032,4.3779,4.062
2021-12-12,4.487,4.271,4.8222,4.2211
2021-12-13,5.0868,4.487,5.339,4.2841
2021-12-14,5.976,5.0868,6.1378,4.8051
2021-12-15,7.2539,5.976,7.2539,5.531
2021-12-16,6.253,7.2539,7.6179,6.2181
2021-12-17,5.7091,6.253,6.531,5.5991
2021-12-18,5.832,5.7021,6.1989,5.4912
2021-12-19,5.597,5.825,6.1369,5.5821
2021-12-20,5.7439,5.597,5.8309,5.189
2021-12-21,6.9481,5.7439,7.4008,5.5772
2021-12-22,8.7069,6.972,9.2954,6.9261
2021-12-23,9.8679,8.652,10.7228,7.802
2021-12-24,10.7958,9.8679,11.8799,9.6161
2021-12-25,9.9495,10.7959,11.218,9.6539
2021-12-26,9.8218,9.9495,10.5147,9.2701
2021-12-27,9.341,9.8218,10.5577,9.317
2021-12-28,12.2031,9.341,13.8377,9.0111
2021-12-29,10.8761,12.2031,13.6116,10.736
2021-12-30,11.2029,10.8761,12.4996,10.735
2021-12-31,13.525,11.2029,14.076,11.2029
2022-01-01,13.092,13.525,14.2469,12.6751
2022-01-02,13.1339,13.092,13.4981,12.4163
2022-01-03,11.9579,13.1339,13.9,11.6073
2022-01-04,11.052,11.9579,12.4128,11.0091
2022-01-05,10.2573,11.052,11.6849,9.4014
2022-01-06,10.871,10.2534,11.7537,9.9963
2022-01-07,9.2801,10.871,10.9718,9.1231
2022-01-08,8.0831,9.2801,10.076,7.813
2022-01-09,8.208,8.0831,8.425,7.8371
2022-01-10,7.4419,8.207,8.207,6.961
2022-01-11,8.3033,7.4449,8.3841,7.2234
2022-01-12,9.416,8.3033,9.686,8.0897
2022-01-13,8.4947,9.439,9.5158,8.3651
2022-01-14,8.42,8.4947,8.8658,8.124
2022-01-15,8.2267,8.4171,8.6629,8.1771
2022-01-16,8.0661,8.2267,8.3736,7.8672
2022-01-17,7.4529,8.0651,8.1349,7.2091
2022-01-18,7.357,7.4469,8.0496,7.0701
2022-01-19,6.633,7.357,7.5069,6.6251
2022-01-20,6.708,6.633,7.4798,6.5361
2022-01-21,5.302,6.708,6.7309,5.043
2022-01-22,4.501,5.302,5.362,4.018
2022-01-23,4.706,4.501,4.8329,4.3072
2022-01-24,5.279,4.72,5.3629,3.981
2022-01-25,5.0587,5.279,5.4519,4.8841
2022-01-26,4.924,5.0587,5.4488,4.78
2022-01-27,5.29,4.924,5.363,4.5481
2022-01-28,5.276,5.29,5.4768,5.0423
2022-01-29,6.275,5.276,6.372,5.253
2022-01-30,6.8991,6.275,7.0719,5.9542
2022-01-31,7.7798,6.8991,7.9239,6.2201
2022-02-01,7.513,7.7798,8.1088,7.297
2022-02-02,7.7621,7.5359,8.7779,7.2705
2022-02-03,7.7168,7.7621,8.0258,7.2671
2022-02-04,7.8549,7.7168,8.4398,7.2501
2022-02-05,8.765,7.8549,8.765,7.5704
2022-02-06,7.996,8.765,8.852,7.673
2022-02-07,7.714,7.996,8.1999,7.6551
2022-02-08,7.5549,7.714,8.0597,7.1701
2022-02-09,7.8679,7.5549,7.8779,7.2583
2022-02-10,6.9491,7.8679,7.8769,6.9161
2022-02-11,6.094,6.9491,6.9801,5.926
2022-02-12,6.1821,6.094,6.466,5.7911
2022-02-13,5.7491,6.1911,6.3638,5.6801
2022-02-14,5.8117,5.7491,5.9369,5.3961
2022-02-15,6.4029,5.8117,6.4029,5.8107
2022-02-16,5.9512,6.4029,6.43,5.8551
2022-02-17,5.2811,5.9512,6.0858,5.2011
2022-02-18,5.39,5.2811,5.8169,5.2431
2022-02-19,5.372,5.392,5.5459,5.155
2022-02-20,4.862,5.372,5.473,4.769
2022-02-21,4.439,4.862,5.147,4.4131
2022-02-22,4.811,4.439,4.909,4.3521
2022-02-23,4.832,4.811,5.1717,4.717
2022-02-24,4.956,4.832,4.9916,4.105
2022-02-25,5.4169,4.956,5.499,4.9
2022-02-26,5.417,5.4169,5.738,5.3611
2022-02-27,4.835,5.417,5.506,4.7921
2022-02-28,5.4,4.835,5.431,4.7181
2022-03-01,5.643,5.4,5.863,5.2851
2022-03-02,5.253,5.643,5.654,5.203
2022-03-03,5.087,5.253,5.311,4.8411
2022-03-04,4.735,5.087,5.2088,4.6491
2022-03-05,4.881,4.726,4.962,4.584
2022-03-06,4.595,4.881,4.928,4.572
2022-03-07,4.4279,4.595,4.757,4.247
2022-03-08,4.407,4.419,4.649,4.291
2022-03-09,4.747,4.407,5.021,4.4
2022-03-10,4.519,4.747,4.842,4.317
2022-03-11,4.366,4.519,4.576,4.359
2022-03-12,4.325,4.366,4.531,4.316
2022-03-13,4.265,4.325,4.48,4.221
2022-03-14,4.442,4.265,4.452,4.189
2022-03-15,4.419,4.442,4.51,4.187
2022-03-16,4.714,4.419,4.715,4.361
2022-03-17,4.546,4.714,4.798,4.533
2022-03-18,4.705,4.546,4.752,4.403
2022-03-19,4.991,4.705,5.042,4.683
2022-03-20,4.66,4.991,5.003,4.6011
2022-03-21,4.821,4.66,4.928,4.5103
2022-03-22,4.804,4.821,5.047,4.764
2022-03-23,5.049,4.805,5.145,4.756
2022-03-24,5.218,5.049,5.2439,4.9751
2022-03-25,5.343,5.218,5.5329,5.128
2022-03-26,5.513,5.343,5.5909,5.318
2022-03-27,5.5799,5.513,5.598,5.267
2022-03-28,5.278,5.5799,5.7789,5.215
2022-03-29,5.416,5.282,5.5849,5.243
2022-03-30,5.423,5.416,5.544,5.231
2022-03-31,5.134,5.423,5.706,5.0621
2022-04-01,5.227,5.136,5.292,4.844
2022-04-02,5.269,5.227,5.606,5.192
2022-04-03,5.956,5.269,6.326,5.171
2022-04-04,5.768,5.956,6.168,5.362
2022-04-05,5.613,5.768,6.203,5.584
2022-04-06,4.772,5.612,5.648,4.735
2022-04-07,4.9119,4.771,4.994,4.684
2022-04-08,4.56,4.9119,4.977,4.4981
2022-04-09,4.732,4.56,4.746,4.5512
2022-04-10,4.5762,4.732,4.812,4.5632
2022-04-11,4.165,4.5762,4.6039,4.097
2022-04-12,4.352,4.165,4.441,4.129
2022-04-13,4.446,4.352,4.465,4.198
2022-04-14,4.243,4.448,4.515,4.176
2022-04-15,4.352,4.244,4.359,4.189
2022-04-16,4.376,4.352,4.421,4.242
2022-04-17,4.193,4.372,4.458,4.181
2022-04-18,4.273,4.193,4.306,3.98
2022-04-19,4.401,4.273,4.416,4.206
2022-04-20,4.358,4.401,4.534,4.26
2022-04-21,4.212,4.358,4.6157,4.1251
2022-04-22,4.485,4.212,4.556,4.1951
2022-04-23,4.276,4.485,4.565,4.249
2022-04-24,4.201,4.276,4.342,4.185
2022-04-25,4.129,4.201,4.205,3.863
2022-04-26,3.73,4.129,4.207,3.6581
2022-04-27,3.859,3.73,3.8929,3.703
2022-04-28,3.862,3.859,3.972,3.762
2022-04-29,3.609,3.862,3.984,3.516
2022-04-30,3.1791,3.609,3.7189,3.066
2022-05-01,3.404,3.1791,3.4569,3.1042
2022-05-02,3.425,3.404,3.448,3.24
2022-05-03,3.282,3.421,3.469,3.229
2022-05-04,3.583,3.282,3.594,3.271
2022-05-05,3.1999,3.583,3.684,3.119
2022-05-06,3.236,3.1999,3.3109,3.094
2022-05-07,3.085,3.236,3.257,3.012
2022-05-08,2.987,3.085,3.12,2.939
2022-05-09,2.396,2.987,3.074,2.396
2022-05-10,2.4161,2.396,2.6997,2.3042
2022-05-11,1.543,2.4161,2.4859,1.4711
2022-05-12,1.229,1.543,1.6689,1.1019
2022-05-13,1.428,1.229,1.6379,1.2022
2022-05-14,1.626,1.429,1.66,1.354
2022-05-15,1.653,1.626,1.657,1.466
2022-05-16,1.5231,1.652,1.652,1.4351
2022-05-17,1.65,1.5251,1.68,1.501
2022-05-18,1.6081,1.65,1.849,1.5772
2022-05-19,1.705,1.6081,1.72,1.503
2022-05-20,1.734,1.705,1.768,1.557
2022-05-21,2.088,1.734,2.329,1.718
2022-05-22,2.0511,2.088,2.216,1.9701
2022-05-23,1.851,2.0471,2.144,1.818
2022-05-24,2.0052,1.851,2.0959,1.837
2022-05-25,1.843,2.0052,2.019,1.83
2022-05-26,1.636,1.843,1.9009,1.597
2022-05-27,1.596,1.636,1.676,1.5221
2022-05-28,1.667,1.596,1.84,1.569
2022-05-29,1.855,1.667,1.858,1.657
2022-05-30,2.094,1.855,2.173,1.838
2022-05-31,2.0319,2.094,2.107,1.908
2022-06-01,1.815,2.0309,2.1779,1.764
2022-06-02,1.919,1.815,1.935,1.769
2022-06-03,1.814,1.919,2.092,1.782
2022-06-04,1.796,1.814,1.821,1.725
2022-06-05,1.8122,1.796,1.8519,1.728
2022-06-06,1.856,1.8122,1.9177,1.8043
2022-06-07,1.898,1.856,1.972,1.7253
2022-06-08,1.8371,1.898,1.979,1.8241
2022-06-09,1.8151,1.8371,1.8929,1.7831
2022-06-10,1.705,1.8151,1.857,1.6821
2022-06-11,1.493,1.705,1.768,1.4661
2022-06-12,1.3921,1.495,1.527,1.369
2022-06-13,1.3279,1.3921,1.414,1.2091
2022-06-14,1.343,1.3279,1.4188,1.196
2022-06-15,2.042,1.343,2.5379,1.2
2022-06-16,1.6,2.042,2.3769,1.573
2022-06-17,1.572,1.6,1.724,1.537
2022-06-18,1.568,1.571,1.623,1.403
2022-06-19,1.6949,1.568,1.7509,1.478
2022-06-20,1.605,1.6949,1.713,1.554
2022-06-21,1.672,1.605,1.789,1.581
2022-06-22,1.664,1.673,1.7289,1.58
2022-06-23,1.726,1.667,1.789,1.638
2022-06-24,1.923,1.726,2.002,1.726
2022-06-25,1.876,1.92,1.95,1.799
2022-06-26,1.687,1.873,1.916,1.68
2022-06-27,1.675,1.687,1.764,1.641
2022-06-28,1.569,1.675,1.71,1.5581
2022-06-29,1.595,1.569,1.632,1.531
2022-06-30,1.536,1.595,1.598,1.419
2022-07-01,1.516,1.536,1.581,1.468
2022-07-02,1.555,1.516,1.567,1.461
2022-07-03,1.559,1.555,1.573,1.4881
2022-07-04,1.633,1.559,1.646,1.5391
2022-07-05,1.683,1.633,1.6999,1.567
2022-07-06,1.686,1.683,1.822,1.656
2022-07-07,1.702,1.686,1.748,1.679
2022-07-08,1.76,1.702,1.82,1.657
2022-07-09,1.751,1.76,1.828,1.741
2022-07-10,1.696,1.751,1.753,1.659
2022-07-11,1.552,1.696,1.697,1.542
2022-07-12,1.515,1.552,1.592,1.515
2022-07-13,1.6059,1.515,1.6059,1.4729
2022-07-14,1.644,1.6059,1.662,1.5323
2022-07-15,1.745,1.644,1.7739,1.6151
2022-07-16,1.77,1.745,1.831,1.696
2022-07-17,1.711,1.77,1.794,1.685
2022-07-18,1.914,1.711,1.926,1.711
2022-07-19,1.891,1.914,1.968,1.818
2022-07-20,1.756,1.891,1.9629,1.741
2022-07-21,1.777,1.756,1.811,1.705
2022-07-22,1.686,1.777,1.831,1.68
2022-07-23,1.727,1.686,1.8119,1.673
2022-07-24,1.711,1.727,1.763,1.707
2022-07-25,1.587,1.711,1.714,1.584
2022-07-26,1.615,1.585,1.615,1.551
2022-07-27,1.721,1.615,1.721,1.584
2022-07-28,1.8901,1.721,1.9369,1.6632
2022-07-29,1.992,1.8901,2.248,1.88
2022-07-30,1.97,1.992,2.101,1.948
2022-07-31,1.956,1.97,2.115,1.939
2022-08-01,2.034,1.956,2.218,1.948
2022-08-02,1.952,2.031,2.038,1.8531
2022-08-03,1.928,1.951,2.017,1.9
2022-08-04,1.966,1.926,2.016,1.909
2022-08-05,2.032,1.966,2.0689,1.946
2022-08-06,2.015,2.032,2.072,2.007
2022-08-07,2.08,2.015,2.136,1.974
2022-08-08,2.102,2.08,2.149,2.07
2022-08-09,2.114,2.102,2.3,2.0311
2022-08-10,2.239,2.114,2.318,2.0681
2022-08-11,2.172,2.239,2.26,2.161
2022-08-12,2.182,2.172,2.184,2.108
2022-08-13,2.095,2.181,2.211,2.08
2022-08-14,2.01,2.095,2.128,1.99
2022-08-15,2.007,2.01,2.069,1.962
2022-08-16,1.992,2.006,2.031,1.9551
2022-08-17,1.863,1.993,2.057,1.856
2022-08-18,1.758,1.863,1.927,1.7562
2022-08-19,1.643,1.758,1.7779,1.5539
2022-08-20,1.595,1.643,1.6719,1.5451
2022-08-21,1.648,1.595,1.671,1.591
2022-08-22,1.65,1.648,1.653,1.533
2022-08-23,1.727,1.65,3.2404,1.65
2022-08-24,1.681,1.727,1.755,1.68
2022-08-25,1.758,1.681,1.782,1.669
2022-08-26,1.534,1.755,1.785,1.521
2022-08-27,1.589,1.534,1.602,1.524
2022-08-28,1.509,1.589,1.6069,1.509
2022-08-29,1.66,1.509,1.664,1.492
2022-08-30,1.586,1.66,1.664,1.534
2022-08-31,1.658,1.586,1.683,1.586
2022-09-01,1.732,1.658,1.7489,1.6301
2022-09-02,1.769,1.732,1.786,1.685
2022-09-03,1.842,1.769,1.87,1.7491
2022-09-04,1.868,1.842,1.869,1.759
2022-09-05,1.932,1.868,1.945,1.785
2022-09-06,1.911,1.932,1.972,1.752
2022-09-07,1.847,1.911,1.969,1.841
2022-09-08,1.819,1.847,1.857,1.767
2022-09-09,2.048,1.819,2.118,1.819
2022-09-10,1.963,2.048,2.052,1.932
2022-09-11,1.9621,1.963,2.02,1.9251
2022-09-12,1.93,1.9621,2.0709,1.877
2022-09-13,1.735,1.93,1.945,1.722
2022-09-14,1.759,1.735,1.789,1.708
2022-09-15,1.659,1.759,1.762,1.6442
2022-09-16,1.721,1.659,1.742,1.6384
2022-09-17,1.751,1.721,1.755,1.7
2022-09-18,1.621,1.75,1.759,1.544
2022-09-19,1.683,1.621,1.698,1.5981
2022-09-20,1.661,1.683,1.72,1.627
2022-09-21,1.609,1.661,1.7169,1.582
2022-09-22,1.668,1.606,1.683,1.599
2022-09-23,1.649,1.668,1.695,1.585
2022-09-24,1.628,1.649,1.68,1.624
2022-09-25,1.597,1.628,1.653,1.577
2022-09-26,1.651,1.597,1.655,1.558
2022-09-27,1.6751,1.651,1.79,1.646
2022-09-28,1.686,1.6741,1.7108,1.6121
2022-09-29,1.665,1.686,1.6989,1.622
2022-09-30,1.692,1.665,1.7079,1.6531
2022-10-01,1.6759,1.692,1.698,1.658
2022-10-02,1.606,1.6759,1.6909,1.606
2022-10-03,1.677,1.606,1.714,1.587
2022-10-04,1.721,1.677,1.737,1.665
2022-10-05,1.706,1.721,1.728,1.672
2022-10-06,1.6849,1.706,1.7429,1.671
2022-10-07,1.689,1.6849,1.697,1.659
2022-10-08,1.678,1.689,1.7159,1.671
2022-10-09,1.684,1.678,1.695,1.674
2022-10-10,1.615,1.684,1.695,1.615
2022-10-11,1.623,1.615,1.643,1.581
2022-10-12,1.618,1.625,1.645,1.601
2022-10-13,1.569,1.618,1.618,1.449
2022-10-14,1.538,1.569,1.6258,1.522
2022-10-15,1.529,1.538,1.551,1.518
2022-10-16,1.585,1.529,1.601,1.527
2022-10-17,1.632,1.585,1.6369,1.571
2022-10-18,1.606,1.632,1.6458,1.5731
2022-10-19,1.585,1.606,1.627,1.575
2022-10-20,1.545,1.585,1.614,1.533
2022-10-21,1.56,1.545,1.566,1.4861
2022-10-22,1.565,1.56,1.573,1.539
2022-10-23,1.588,1.565,1.59,1.5391
2022-10-24,1.625,1.588,1.6439,1.544
2022-10-25,1.654,1.625,1.698,1.6061
2022-10-26,1.73,1.654,1.756,1.65
2022-10-27,1.75,1.73,1.808,1.728
2022-10-28,1.811,1.75,1.847,1.7201
2022-10-29,1.8159,1.811,1.8648,1.7911
2022-10-30,1.816,1.8159,1.8669,1.763
2022-10-31,1.846,1.816,1.916,1.7661
2022-11-01,1.807,1.846,1.867,1.7951
2022-11-02,1.851,1.807,1.924,1.7781
2022-11-03,1.919,1.851,2.0839,1.846
2022-11-04,2.072,1.919,2.457,1.9041
2022-11-05,2.0209,2.072,2.1849,1.984
2022-11-06,1.853,2.0209,2.0369,1.851
2022-11-07,1.907,1.853,1.9749,1.8211
2022-11-08,1.723,1.907,2.077,1.572
2022-11-09,1.6549,1.723,1.8,1.59
2022-11-10,1.826,1.6549,1.8409,1.5914
2022-11-11,1.9789,1.826,2.1159,1.8106
2022-11-12,1.771,1.9759,1.9769,1.746
2022-11-13,1.8089,1.771,1.8199,1.69
2022-11-14,1.9059,1.8089,1.981,1.7061
2022-11-15,1.869,1.9059,2.001,1.826
2022-11-16,1.96,1.869,2.004,1.841
2022-11-17,2.036,1.96,2.054,1.914
2022-11-18,2.1,2.036,2.128,2.036
2022-11-19,2.102,2.13,2.135,2.09
2022-11-20,1.781,2.102,2.107,1.76
2022-11-21,1.842,1.781,1.881,1.686
2022-11-22,1.873,1.842,1.88,1.776
2022-11-23,1.9,1.873,1.9219,1.8401
2022-11-24,1.878,1.9,1.926,1.85
2022-11-25,1.8089,1.878,1.878,1.7961
2022-11-26,1.7979,1.8089,1.848,1.7752
2022-11-27,1.792,1.7979,1.833,1.772
2022-11-28,1.857,1.792,1.875,1.7231
2022-11-29,1.881,1.857,1.908,1.817
2022-11-30,1.9569,1.881,1.9569,1.881
2022-12-01,1.967,1.9569,1.9769,1.915
2022-12-02,1.946,1.967,2.023,1.9311
2022-12-03,1.9821,1.946,2.039,1.8991
2022-12-04,2.1639,1.9821,3.4104,1.9531
2022-12-05,2.15,2.1639,2.225,2.093
2022-12-06,2.1709,2.15,2.1749,2.056
2022-12-07,2.257,2.1709,2.3949,2.063
2022-12-08,2.152,2.257,2.309,2.123
2022-12-09,2.255,2.153,2.291,2.1331
2022-12-10,2.35,2.255,2.391,2.236
2022-12-11,2.36,2.35,2.387,2.256
2022-12-12,2.1859,2.36,2.424,2.125
2022-12-13,2.205,2.1859,2.2599,2.073
2022-12-14,2.108,2.205,2.227,2.105
2022-12-15,2.144,2.108,2.177,2.071
2022-12-16,1.8249,2.144,2.173,1.783
2022-12-17,1.865,1.8249,1.905,1.7972
2022-12-18,1.8562,1.865,1.875,1.82
2022-12-19,1.8,1.8562,1.894,1.786
2022-12-20,1.937,1.8,1.949,1.8
2022-12-21,1.97,1.937,2.014,1.8801
2022-12-22,2.007,1.97,2.0199,1.928
2022-12-23,2.1022,2.007,2.1547,2.005
2022-12-24,2.101,2.1022,2.126,2.074
2022-12-25,2.112,2.101,2.14,2.079
2022-12-26,2.1789,2.112,2.1869,2.093
2022-12-27,2.1381,2.1789,2.237,2.1301
2022-12-28,2.203,2.1381,2.274,2.102
2022-12-29,2.2099,2.203,2.241,2.1522
2022-12-30,2.189,2.2099,2.2378,2.1571
2022-12-31,2.236,2.189,2.237,2.1741
2023-01-01,2.2,2.236,2.283,2.196
2023-01-02,2.078,2.2,2.201,2.071
2023-01-03,2.0771,2.078,2.091,2.019
2023-01-04,2.18,2.0761,2.198,2.0761
2023-01-05,2.153,2.18,2.2069,2.129
2023-01-06,2.092,2.153,2.1818,2.0491
2023-01-07,2.0981,2.092,2.138,2.081
2023-01-08,2.198,2.0981,2.2139,2.0521
2023-01-09,2.319,2.198,2.396,2.178
2023-01-10,2.362,2.316,2.446,2.2621
2023-01-11,2.402,2.362,2.4169,2.2651
2023-01-12,2.381,2.403,2.432,2.2792
2023-01-13,2.574,2.381,2.585,2.36
2023-01-14,2.6719,2.574,2.7979,2.559
2023-01-15,2.696,2.6719,2.7879,2.5403
2023-01-16,2.6723,2.696,2.802,2.593
2023-01-17,2.5792,2.6723,2.747,2.5702
