TIMESTAMP,STORAGENT_OPEN_PRICE_USD,STORAGENT_HIGH_PRICE_USD,STORAGENT_LOW_PRICE_USD,STORAGENT_CLOSE_PRICE_USD,STORAGENT_VOLUME_USD,STORAGENT_DIVIDENDS_USD,STORAGENT_STOCK_SPLITS_USD
2025-03-28 00:00:00+00:00,3.199999991920777e-05,3.400000059627928e-05,2.9999999242136255e-05,3.300000025774352e-05,137347,0.0,0.0
2025-03-29 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,2.9999999242136255e-05,3.099999958067201e-05,122096,0.0,0.0
2025-03-30 00:00:00+00:00,3.099999958067201e-05,3.400000059627928e-05,2.9999999242136255e-05,2.9999999242136255e-05,121388,0.0,0.0
2025-03-31 00:00:00+00:00,2.9999999242136255e-05,3.400000059627928e-05,2.9999999242136255e-05,3.099999958067201e-05,123815,0.0,0.0
2025-04-01 00:00:00+00:00,3.099999958067201e-05,3.400000059627928e-05,2.9999999242136255e-05,3.199999991920777e-05,131735,0.0,0.0
2025-04-02 00:00:00+00:00,3.199999991920777e-05,3.400000059627928e-05,3.099999958067201e-05,3.199999991920777e-05,129965,0.0,0.0
2025-04-03 00:00:00+00:00,3.199999991920777e-05,3.400000059627928e-05,2.9999999242136255e-05,3.099999958067201e-05,124538,0.0,0.0
2025-04-04 00:00:00+00:00,3.099999958067201e-05,3.300000025774352e-05,2.9000000722589903e-05,2.9000000722589903e-05,117817,0.0,0.0
2025-04-05 00:00:00+00:00,2.9000000722589903e-05,3.199999991920777e-05,2.9000000722589903e-05,2.9000000722589903e-05,126808,0.0,0.0
2025-04-06 00:00:00+00:00,2.9000000722589903e-05,3.199999991920777e-05,2.4000000848900527e-05,2.700000004551839e-05,114647,0.0,0.0
2025-04-07 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.4000000848900527e-05,2.5999999706982635e-05,130511,0.0,0.0
2025-04-08 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.4000000848900527e-05,2.5999999706982635e-05,137357,0.0,0.0
2025-04-09 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.4000000848900527e-05,2.700000004551839e-05,133506,0.0,0.0
2025-04-10 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.4000000848900527e-05,2.499999936844688e-05,123968,0.0,0.0
2025-04-11 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.4000000848900527e-05,2.499999936844688e-05,128600,0.0,0.0
2025-04-12 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.4000000848900527e-05,2.5999999706982635e-05,129002,0.0,0.0
2025-04-13 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.4000000848900527e-05,2.499999936844688e-05,129417,0.0,0.0
2025-04-14 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.4000000848900527e-05,2.4000000848900527e-05,118223,0.0,0.0
2025-04-15 00:00:00+00:00,2.4000000848900527e-05,2.700000004551839e-05,2.4000000848900527e-05,2.5999999706982635e-05,128221,0.0,0.0
2025-04-16 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.4000000848900527e-05,2.700000004551839e-05,142235,0.0,0.0
2025-04-17 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.4000000848900527e-05,2.5999999706982635e-05,114694,0.0,0.0
2025-04-18 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.499999936844688e-05,2.499999936844688e-05,125308,0.0,0.0
2025-04-19 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.4000000848900527e-05,2.5999999706982635e-05,133482,0.0,0.0
2025-04-20 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.4000000848900527e-05,2.499999936844688e-05,133516,0.0,0.0
2025-04-21 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.4000000848900527e-05,2.700000004551839e-05,132690,0.0,0.0
2025-04-22 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.4000000848900527e-05,2.5999999706982635e-05,138477,0.0,0.0
2025-04-23 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.499999936844688e-05,2.700000004551839e-05,143103,0.0,0.0
2025-04-24 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.499999936844688e-05,2.5999999706982635e-05,128190,0.0,0.0
2025-04-25 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.499999936844688e-05,2.499999936844688e-05,122618,0.0,0.0
2025-04-26 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.499999936844688e-05,2.499999936844688e-05,115549,0.0,0.0
2025-04-27 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.499999936844688e-05,2.499999936844688e-05,121876,0.0,0.0
2025-04-28 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.499999936844688e-05,2.700000004551839e-05,141354,0.0,0.0
2025-04-29 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.499999936844688e-05,2.499999936844688e-05,130726,0.0,0.0
2025-04-30 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.499999936844688e-05,2.700000004551839e-05,126565,0.0,0.0
2025-05-01 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.499999936844688e-05,2.700000004551839e-05,133034,0.0,0.0
2025-05-02 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.499999936844688e-05,2.5999999706982635e-05,132670,0.0,0.0
2025-05-03 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.499999936844688e-05,2.499999936844688e-05,124179,0.0,0.0
2025-05-04 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.499999936844688e-05,2.700000004551839e-05,138284,0.0,0.0
2025-05-05 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.499999936844688e-05,2.700000004551839e-05,131068,0.0,0.0
2025-05-06 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.4000000848900527e-05,2.700000004551839e-05,134424,0.0,0.0
2025-05-07 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.4000000848900527e-05,2.499999936844688e-05,129813,0.0,0.0
2025-05-08 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.499999936844688e-05,2.5999999706982635e-05,135411,0.0,0.0
2025-05-09 00:00:00+00:00,2.5999999706982635e-05,2.9999999242136255e-05,2.499999936844688e-05,2.9999999242136255e-05,142424,0.0,0.0
2025-05-10 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.700000004551839e-05,2.8000000384054147e-05,105023,0.0,0.0
2025-05-11 00:00:00+00:00,2.8000000384054147e-05,2.9999999242136255e-05,2.8000000384054147e-05,2.9999999242136255e-05,35851,0.0,0.0
2025-05-12 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.9000000722589903e-05,2.9999999242136255e-05,125475,0.0,0.0
2025-05-13 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.499999936844688e-05,2.499999936844688e-05,123237,0.0,0.0
2025-05-14 00:00:00+00:00,2.499999936844688e-05,2.8000000384054147e-05,2.499999936844688e-05,2.499999936844688e-05,115464,0.0,0.0
2025-05-15 00:00:00+00:00,2.499999936844688e-05,2.8000000384054147e-05,2.499999936844688e-05,2.8000000384054147e-05,132911,0.0,0.0
2025-05-16 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.499999936844688e-05,2.5999999706982635e-05,130255,0.0,0.0
2025-05-17 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.499999936844688e-05,2.5999999706982635e-05,128594,0.0,0.0
2025-05-18 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.499999936844688e-05,2.700000004551839e-05,134906,0.0,0.0
2025-05-19 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.499999936844688e-05,2.5999999706982635e-05,130230,0.0,0.0
2025-05-20 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.499999936844688e-05,2.5999999706982635e-05,128318,0.0,0.0
2025-05-21 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.499999936844688e-05,2.5999999706982635e-05,128104,0.0,0.0
2025-05-22 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.499999936844688e-05,2.700000004551839e-05,141675,0.0,0.0
2025-05-23 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.499999936844688e-05,2.5999999706982635e-05,129354,0.0,0.0
2025-05-24 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.499999936844688e-05,2.700000004551839e-05,130508,0.0,0.0
2025-05-25 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.499999936844688e-05,2.700000004551839e-05,133278,0.0,0.0
2025-05-26 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.499999936844688e-05,2.700000004551839e-05,133098,0.0,0.0
2025-05-27 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.499999936844688e-05,2.700000004551839e-05,131137,0.0,0.0
2025-05-28 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.499999936844688e-05,2.700000004551839e-05,136185,0.0,0.0
2025-05-29 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.499999936844688e-05,2.700000004551839e-05,133311,0.0,0.0
2025-05-30 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.2000000171829015e-05,2.2000000171829015e-05,113085,0.0,0.0
2025-05-31 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,2.2000000171829015e-05,2.2000000171829015e-05,112869,0.0,0.0
2025-06-01 00:00:00+00:00,2.2008685846230946e-05,2.420959935989231e-05,2.1604862922686152e-05,2.2607124265050516e-05,113473,0.0,0.0
