TIMESTAMP,NAV_CLOSE_PRICE_USD,NAV_OPEN_PRICE_USD,NAV_HIGH_PRICE_USD,NAV_LOW_PRICE_USD
2018-06-08,0.90203,0.92165,0.93592,0.89651
2018-06-09,0.89142,0.90203,0.91126,0.88514
2018-06-10,0.73217,0.88973,0.88973,0.73217
2018-06-11,0.701,0.74547,0.7575,0.6911
2018-06-12,0.6508,0.701,0.72,0.65
2018-06-13,0.58647,0.64755,0.6482,0.57
2018-06-14,0.63201,0.58647,0.68599,0.58647
2018-06-15,0.6,0.63201,0.63207,0.6
2018-06-16,0.6,0.68595,0.68595,0.6
2018-06-17,0.65585,0.625,0.65585,0.625
2018-06-18,0.61087,0.65585,0.65585,0.572
2018-06-19,0.61087,0.61087,0.61087,0.61087
2018-06-20,0.57358,0.5888,0.5888,0.56959
2018-06-21,0.5549,0.59576,0.59576,0.52782
2018-06-22,0.4646,0.5549,0.5549,0.46
2018-06-23,0.48286,0.46484,0.5,0.46
2018-06-24,0.42929,0.47,0.52048,0.4
2018-06-25,0.4452,0.42172,0.44627,0.3919
2018-06-26,0.4,0.4452,0.4452,0.4
2018-06-27,0.39644,0.3976,0.40483,0.38167
2018-06-28,0.3812,0.39644,0.41384,0.3812
2018-06-29,0.37859,0.3812,0.3812,0.35546
2018-06-30,0.42013,0.37163,0.438,0.37163
2018-07-01,0.49508,0.42013,0.52,0.42013
2018-07-02,0.545,0.53527,0.545,0.53527
2018-07-03,0.51484,0.545,0.55609,0.51484
2018-07-04,0.49191,0.51484,0.51484,0.47884
2018-07-05,0.46359,0.49191,0.50363,0.46359
2018-07-06,0.46,0.46359,0.49691,0.42005
2018-07-07,0.45,0.46,0.49691,0.42009
2018-07-08,0.49691,0.45,0.49691,0.45
2018-07-09,0.45821,0.49691,0.49691,0.42963
2018-07-10,0.41041,0.45821,0.45821,0.41
2018-07-11,0.48755,0.41041,0.48755,0.41041
2018-07-12,0.40067,0.48755,0.48755,0.4
2018-07-13,0.44,0.40067,0.44,0.40067
2018-07-14,0.40007,0.44,0.44,0.40007
2018-07-15,0.40718,0.40007,0.40718,0.40007
2018-07-16,0.43981,0.40718,0.43981,0.40273
2018-07-17,0.47232,0.43981,0.564,0.43
2018-07-18,0.47234,0.47232,0.564,0.47232
2018-07-19,0.46001,0.47234,0.4785,0.46001
2018-07-20,0.47,0.46001,0.51182,0.4
2018-07-21,0.44,0.47,0.47,0.42
2018-07-22,0.44,0.44,0.44,0.44
2018-07-23,0.37733,0.44,0.44,0.37733
2018-07-24,0.41,0.37733,0.44449,0.37733
2018-07-25,0.45032,0.41,0.45122,0.41
2018-07-26,0.42486,0.45032,0.45077,0.41
2018-07-27,0.44,0.42486,0.44,0.39496
2018-07-28,0.45057,0.44,0.45057,0.42
2018-07-29,0.44,0.45057,0.48,0.43
2018-07-30,0.45138,0.44,0.48999,0.44
2018-07-31,0.38002,0.45138,0.45138,0.38002
2018-08-01,0.40628,0.38002,0.40628,0.37733
2018-08-02,0.40623,0.40628,0.40628,0.37733
2018-08-03,0.38,0.40623,0.40623,0.33991
2018-08-04,0.35392,0.38,0.38,0.35392
2018-08-05,0.35392,0.35392,0.35392,0.35392
2018-08-06,0.33758,0.33724,0.33758,0.33724
2018-08-07,0.385,0.33758,0.385,0.33758
2018-08-08,0.31991,0.385,0.385,0.31991
2018-08-09,0.30991,0.31991,0.31991,0.2835
2018-08-10,0.245,0.30991,0.30991,0.245
2018-08-11,0.26973,0.245,0.30014,0.245
2018-08-12,0.25229,0.26973,0.26973,0.25
2018-08-13,0.23,0.25229,0.25727,0.23
2018-08-14,0.1998,0.23,0.23,0.18
2018-08-15,0.25876,0.1998,0.25876,0.19
2018-08-16,0.3,0.25876,0.3071,0.21246
2018-08-17,0.3,0.3,0.3,0.3
2018-08-18,0.28971,0.28971,0.28971,0.28971
2018-08-19,0.2753,0.28971,0.28971,0.21636
2018-08-20,0.27502,0.2753,0.2753,0.21645
2018-08-21,0.27502,0.27502,0.27502,0.27502
2018-08-22,0.21057,0.2745,0.2745,0.21057
2018-08-23,0.21057,0.21057,0.21057,0.21057
2018-08-26,0.27502,0.2645,0.27502,0.2645
2018-08-27,0.29,0.27502,0.29,0.2745
2018-08-28,0.30679,0.29,0.30679,0.26522
2018-08-29,0.27437,0.30679,0.30679,0.27437
2018-08-30,0.2545,0.27437,0.27437,0.2545
2018-08-31,0.30069,0.2545,0.30069,0.2545
2018-09-01,0.30679,0.30069,0.30679,0.30068
2018-09-02,0.31999,0.30679,0.31999,0.27603
2018-09-03,0.31967,0.31999,0.31999,0.2705
2018-09-04,0.28006,0.31967,0.31967,0.28006
2018-09-05,0.2541,0.28006,0.285,0.2541
2018-09-06,0.23741,0.2541,0.26138,0.21061
2018-09-07,0.23741,0.23741,0.23741,0.23741
2018-09-08,0.21274,0.23741,0.23741,0.21274
2018-09-09,0.21316,0.21274,0.23741,0.21274
2018-09-10,0.23333,0.21316,0.23333,0.21316
2018-09-11,0.21061,0.23333,0.23333,0.21061
2018-09-12,0.21061,0.21061,0.21061,0.21061
2018-09-13,0.25,0.21061,0.27445,0.21061
2018-09-14,0.24603,0.25,0.25,0.24603
2018-09-15,0.24603,0.24603,0.24603,0.24603
2018-09-16,0.21097,0.24603,0.24603,0.21097
2018-09-17,0.25,0.21097,0.28,0.21097
2018-09-18,0.25,0.25,0.28,0.22771
2018-09-19,0.28,0.25,0.28,0.25
2018-09-20,0.28,0.28,0.28,0.28
2018-09-21,0.28,0.27593,0.28,0.27593
2018-09-22,0.49,0.28,0.5004,0.28
2018-09-23,0.41532,0.49,0.49,0.40006
2018-09-24,0.34022,0.41532,0.41532,0.34022
2018-09-25,0.32764,0.34022,0.34022,0.32764
2018-09-26,0.33,0.32764,0.33966,0.32764
2018-09-27,0.32003,0.33,0.37997,0.32
2018-09-28,0.32003,0.32003,0.32003,0.32003
2018-09-30,0.35027,0.3343,0.35027,0.32003
2018-10-01,0.33821,0.35027,0.35027,0.3343
2018-10-02,0.33922,0.33821,0.34161,0.3353
2018-10-03,0.33956,0.33922,0.33956,0.24004
2018-10-04,0.39663,0.33956,0.45,0.33956
2018-10-05,0.37,0.39663,0.39663,0.36007
2018-10-06,0.361,0.37,0.37,0.361
2018-10-07,0.361,0.361,0.361,0.361
2018-10-08,0.361,0.361,0.361,0.361
2018-10-10,0.33,0.32133,0.33,0.32133
2018-10-11,0.3,0.33,0.33,0.29
2018-10-12,0.3259,0.3,0.3259,0.25
2018-10-13,0.39102,0.3259,0.39102,0.27163
2018-10-14,0.39102,0.39102,0.39102,0.39102
2018-10-15,0.38983,0.38983,0.38983,0.38983
2018-10-16,0.405,0.38983,0.405,0.38983
2018-10-17,0.35007,0.405,0.43,0.33112
2018-10-18,0.37492,0.35007,0.37492,0.34373
2018-10-19,0.34837,0.37492,0.37492,0.348
2018-10-20,0.4,0.34837,0.4,0.34837
2018-10-21,0.37426,0.4,0.4,0.37426
2018-10-22,0.37426,0.37426,0.37426,0.37426
2018-10-23,0.374,0.37,0.374,0.37
2018-10-24,0.41437,0.374,0.41437,0.35463
2018-10-25,0.39514,0.41437,0.41437,0.39395
2018-10-26,0.42317,0.39514,0.42317,0.39514
2018-10-27,0.36421,0.42317,0.42317,0.3462
2018-10-28,0.36421,0.36421,0.36421,0.36421
2018-10-29,0.34621,0.34797,0.34797,0.34621
2018-10-30,0.37552,0.34621,0.37854,0.34621
2018-10-31,0.37552,0.37552,0.37552,0.33119
2018-11-01,0.37552,0.37552,0.37552,0.3312
2018-11-02,0.40278,0.37552,0.40278,0.37552
2018-11-03,0.38,0.40278,0.40278,0.37
2018-11-04,0.36052,0.38,0.38,0.36052
2018-11-05,0.33292,0.36052,0.36536,0.33292
2018-11-06,0.37029,0.33292,0.37325,0.33292
2018-11-07,0.37326,0.37029,0.37326,0.33943
2018-11-08,0.40439,0.37326,0.40439,0.33958
2018-11-09,0.40439,0.40439,0.40439,0.40439
2018-11-11,0.33967,0.33967,0.33967,0.33967
2018-11-12,0.33292,0.33967,0.345,0.33292
2018-11-13,0.40439,0.33292,0.40439,0.25
2018-11-14,0.26001,0.40439,0.40439,0.26001
2018-11-15,0.22866,0.26001,0.26001,0.22866
2018-11-16,0.30395,0.22866,0.30395,0.22866
2018-11-17,0.30395,0.30395,0.30395,0.30395
2018-11-18,0.30395,0.30395,0.30395,0.30395
2018-11-19,0.21,0.23231,0.23231,0.21
2018-11-20,0.29761,0.21,0.29761,0.19625
2018-11-21,0.29731,0.29761,0.29761,0.2
2018-11-22,0.29731,0.29731,0.29731,0.29731
2018-11-23,0.16659,0.18,0.18,0.16659
2018-11-24,0.155,0.16659,0.18667,0.155
2018-11-25,0.15,0.155,0.18667,0.15
2018-11-26,0.15,0.15,0.18647,0.15
2018-11-27,0.18647,0.15,0.18647,0.15
2018-11-28,0.18667,0.18647,0.18667,0.182
2018-11-29,0.18667,0.18667,0.18667,0.18667
2018-11-30,0.15135,0.18667,0.18667,0.15
2018-12-01,0.15135,0.15135,0.15135,0.15135
2018-12-02,0.1698,0.15135,0.2,0.15135
2018-12-03,0.1698,0.1698,0.1698,0.1698
2018-12-04,0.1698,0.1698,0.1698,0.1698
2018-12-05,0.16,0.1698,0.18,0.16
2018-12-06,0.14752,0.16,0.16,0.14752
2018-12-07,0.2669,0.14752,0.2669,0.12
2018-12-08,0.128,0.2669,0.2669,0.128
2018-12-09,0.128,0.128,0.128,0.128
2018-12-10,0.1459,0.128,0.1459,0.128
2018-12-11,0.12005,0.1459,0.1459,0.12005
2018-12-12,0.12,0.12005,0.12005,0.12
2018-12-13,0.14752,0.12,0.14752,0.12
2018-12-14,0.118,0.14752,0.14752,0.118
2018-12-15,0.15,0.118,0.15,0.118
2018-12-16,0.19845,0.15,0.19845,0.145
2018-12-17,0.13,0.19845,0.19845,0.13
2018-12-18,0.145,0.13,0.15,0.13
2018-12-19,0.1987,0.145,0.2,0.145
2018-12-20,0.17883,0.1987,0.20057,0.17883
2018-12-21,0.19757,0.17883,0.19757,0.17883
2018-12-22,0.19756,0.19757,0.19757,0.18
2018-12-23,0.19756,0.19756,0.19756,0.19756
2018-12-24,0.19953,0.19756,0.19953,0.19756
2018-12-25,0.15903,0.19953,0.19953,0.15903
2018-12-26,0.15903,0.15903,0.15903,0.15903
2018-12-27,0.1591,0.15903,0.1591,0.15903
2018-12-28,0.1591,0.1591,0.1591,0.1591
2018-12-29,0.1591,0.1591,0.1591,0.1591
2018-12-30,0.19956,0.1591,0.19956,0.1591
2018-12-31,0.19956,0.19956,0.19956,0.19956
2019-01-01,0.19956,0.19956,0.19956,0.19956
2019-01-02,0.19956,0.19956,0.19956,0.19956
2019-01-03,0.19956,0.19956,0.19956,0.19956
2019-01-04,0.19956,0.19956,0.19956,0.19956
2019-01-05,0.19956,0.19956,0.19956,0.19956
2019-01-06,0.19956,0.19956,0.19956,0.19956
2019-01-07,0.19956,0.19956,0.19956,0.19956
2019-01-08,0.15001,0.19956,0.19956,0.15001
2019-01-09,0.15001,0.15001,0.15001,0.15001
2019-01-10,0.15001,0.15001,0.15001,0.15001
2019-01-11,0.15,0.15001,0.15001,0.15
2019-01-12,0.15,0.15,0.15,0.15
2019-01-13,0.14907,0.15,0.15,0.14907
2019-01-14,0.14907,0.14907,0.14907,0.14907
2019-01-15,0.14907,0.14907,0.14907,0.14907
2019-01-16,0.14907,0.14907,0.14907,0.14907
2019-01-17,0.14907,0.14907,0.14907,0.14907
2019-01-18,0.14907,0.14907,0.14907,0.14907
2019-01-19,0.14907,0.14907,0.14907,0.14907
2019-01-20,0.14907,0.14907,0.14907,0.14907
2019-01-21,0.14907,0.14907,0.14907,0.14907
2019-01-22,0.14907,0.14907,0.14907,0.14907
2019-01-23,0.14907,0.14907,0.14907,0.14907
2019-01-24,0.14907,0.14907,0.14907,0.14907
2019-01-25,0.14907,0.14907,0.14907,0.14907
2019-01-26,0.14907,0.14907,0.14907,0.14907
2019-01-27,0.14907,0.14907,0.14907,0.14907
2019-03-05,0.14907,0.14907,0.14907,0.14907
2019-04-11,0.14907,0.14907,0.14907,0.14907
2019-04-12,0.14907,0.14907,0.14907,0.14907
2019-04-13,0.14907,0.14907,0.14907,0.14907
2019-04-14,0.14907,0.14907,0.14907,0.14907
2019-04-15,0.14907,0.14907,0.14907,0.14907
2019-04-16,0.14907,0.14907,0.14907,0.14907
2019-04-17,0.14907,0.14907,0.14907,0.14907
2019-04-18,0.14907,0.14907,0.14907,0.14907
2019-04-19,0.14907,0.14907,0.14907,0.14907
2019-04-20,0.14907,0.14907,0.14907,0.14907
2019-04-21,0.14907,0.14907,0.14907,0.14907
2019-04-22,0.14907,0.14907,0.14907,0.14907
2019-04-23,0.14907,0.14907,0.14907,0.14907
2019-04-24,0.14907,0.14907,0.14907,0.14907
2019-04-25,0.14907,0.14907,0.14907,0.14907
2019-04-26,0.14907,0.14907,0.14907,0.14907
2019-04-27,0.14907,0.14907,0.14907,0.14907
2019-04-28,0.14907,0.14907,0.14907,0.14907
2019-04-29,0.14907,0.14907,0.14907,0.14907
2019-04-30,0.14907,0.14907,0.14907,0.14907
2019-05-01,0.14907,0.14907,0.14907,0.14907
2019-05-02,0.14907,0.14907,0.14907,0.14907
2019-05-03,0.14907,0.14907,0.14907,0.14907
2019-05-04,0.14907,0.14907,0.14907,0.14907
2019-05-05,0.14907,0.14907,0.14907,0.14907
2019-05-06,0.14907,0.14907,0.14907,0.14907
2019-05-07,0.14907,0.14907,0.14907,0.14907
2019-05-12,0.14907,0.14907,0.14907,0.14907
2019-10-03,0.10037,0.10408,0.1041,0.09775
2019-10-04,0.09761,0.10037,0.10091,0.09429
2019-10-05,0.09674,0.09761,0.09832,0.09428
2019-10-06,0.09767,0.09674,0.10544,0.09088
2019-10-07,0.10267,0.09767,0.10618,0.09545
2019-10-08,0.10546,0.10267,0.11027,0.10007
2019-10-09,0.09941,0.10546,0.10854,0.09486
2019-10-10,0.09464,0.09941,0.09964,0.09382
2019-10-11,0.08845,0.09464,0.09504,0.08592
2019-10-12,0.09164,0.08845,0.09293,0.08836
2019-10-13,0.08659,0.09164,0.09332,0.08501
2019-10-14,0.08868,0.08659,0.0895,0.0861
2019-10-15,0.08465,0.08868,0.08918,0.08295
2019-10-16,0.08361,0.08465,0.0872,0.08049
2019-10-17,0.08343,0.08361,0.08519,0.08099
2019-10-18,0.08297,0.08343,0.08721,0.08003
2019-10-19,0.08213,0.08297,0.08661,0.08103
2019-10-20,0.08463,0.08213,0.08539,0.08116
2019-10-21,0.08629,0.08463,0.08738,0.08432
2019-10-22,0.08411,0.08629,0.09585,0.08377
2019-10-23,0.07741,0.08411,0.08478,0.07551
2019-10-24,0.07894,0.07738,0.08217,0.07545
2019-10-25,0.08386,0.07894,0.0883,0.07736
2019-10-26,0.09326,0.08386,0.11135,0.07726
2019-10-27,0.0961,0.09326,0.10665,0.09098
2019-10-28,0.09686,0.0961,0.09942,0.09204
2019-10-29,0.09706,0.09686,0.09962,0.09416
2019-10-30,0.09587,0.09706,0.10372,0.09189
2019-10-31,0.09339,0.09584,0.09647,0.09027
2019-11-01,0.09473,0.09339,0.09572,0.09308
2019-11-02,0.09752,0.09473,0.09796,0.09381
2019-11-03,0.0982,0.09752,0.09893,0.096
2019-11-04,0.09587,0.0982,0.09883,0.09517
2019-11-05,0.09564,0.09587,0.09709,0.09455
2019-11-06,0.09545,0.09564,0.09719,0.09433
2019-11-07,0.09618,0.09545,0.09637,0.09267
2019-11-08,0.09041,0.09618,0.09627,0.08874
2019-11-09,0.0906,0.09041,0.09237,0.08968
2019-11-10,0.09195,0.0906,0.09321,0.08991
2019-11-11,0.08917,0.09195,0.0926,0.08735
2019-11-12,0.08936,0.08913,0.09036,0.08762
2019-11-13,0.09063,0.08936,0.09142,0.08857
2019-11-14,0.09017,0.09063,0.09133,0.0891
2019-11-15,0.08662,0.09017,0.09126,0.08625
2019-11-16,0.08829,0.08662,0.08861,0.08598
2019-11-17,0.08907,0.08829,0.09159,0.0869
2019-11-18,0.08803,0.08907,0.09082,0.08524
2019-11-19,0.09462,0.08803,0.09679,0.08785
2019-11-20,0.08845,0.09462,0.09511,0.08746
2019-11-21,0.07967,0.08845,0.08902,0.0785
2019-11-22,0.07505,0.07967,0.08074,0.06979
2019-11-23,0.07795,0.07505,0.07885,0.0722
2019-11-24,0.07957,0.07795,0.08434,0.07508
2019-11-25,0.14937,0.07957,0.19976,0.07766
2019-11-26,0.11604,0.14937,0.18216,0.11012
2019-11-27,0.13757,0.11604,0.13946,0.10829
2019-11-28,0.12062,0.13757,0.14409,0.1196
2019-11-29,0.12066,0.12062,0.12558,0.11688
2019-11-30,0.11556,0.12066,0.12462,0.11487
2019-12-01,0.10927,0.11556,0.11576,0.10573
2019-12-02,0.11147,0.10927,0.12315,0.10753
2019-12-03,0.10716,0.11147,0.11273,0.10629
2019-12-04,0.09868,0.10716,0.11212,0.09839
2019-12-05,0.10016,0.09868,0.10164,0.09427
2019-12-06,0.10208,0.10016,0.10688,0.09935
2019-12-07,0.10049,0.10208,0.10259,0.09924
2019-12-08,0.10529,0.10049,0.10898,0.0984
2019-12-09,0.09892,0.10529,0.10612,0.09819
2019-12-10,0.08704,0.09892,0.09944,0.08368
2019-12-11,0.08708,0.08704,0.08922,0.08571
2019-12-12,0.08715,0.08708,0.08815,0.08348
2019-12-13,0.09257,0.08715,0.1019,0.08687
2019-12-14,0.08695,0.09257,0.09913,0.08614
2019-12-15,0.08859,0.08695,0.09306,0.0854
2019-12-16,0.0863,0.08859,0.09134,0.08556
2019-12-17,0.0777,0.0863,0.08641,0.07603
2019-12-18,0.08439,0.0777,0.08575,0.07228
2019-12-19,0.09563,0.08439,0.10349,0.08185
2019-12-20,0.09367,0.09563,0.09859,0.09121
2019-12-21,0.08973,0.09367,0.09496,0.08886
2019-12-22,0.09379,0.08973,0.09468,0.08776
2019-12-23,0.09918,0.09379,0.1078,0.09284
2019-12-24,0.09349,0.09918,0.10043,0.0925
2019-12-25,0.09468,0.09349,0.10031,0.09134
2019-12-26,0.09375,0.09468,0.09625,0.09065
2019-12-27,0.09484,0.09375,0.09786,0.09319
2019-12-28,0.10072,0.09484,0.10391,0.09471
2019-12-29,0.09961,0.10072,0.10447,0.09719
2019-12-30,0.09849,0.09961,0.10131,0.09821
2019-12-31,0.09048,0.09849,0.09916,0.08831
2020-01-01,0.08954,0.09048,0.09179,0.08618
2020-01-02,0.08531,0.08954,0.09037,0.08425
2020-01-03,0.08895,0.08531,0.09271,0.08306
2020-01-04,0.0999,0.08895,0.10843,0.08862
2020-01-05,0.09352,0.0999,0.10748,0.09297
2020-01-06,0.09543,0.09352,0.09633,0.09235
2020-01-07,0.08998,0.09543,0.09652,0.08907
2020-01-08,0.08687,0.08998,0.08998,0.08294
2020-01-09,0.09187,0.08687,0.1013,0.08478
2020-01-10,0.08883,0.09187,0.0922,0.08624
2020-01-11,0.09082,0.08883,0.09315,0.08828
2020-01-12,0.09052,0.09082,0.09242,0.0894
2020-01-13,0.0904,0.09052,0.09174,0.08748
2020-01-14,0.09474,0.0904,0.09516,0.08751
2020-01-15,0.09792,0.09474,0.09972,0.09288
2020-01-16,0.10256,0.09792,0.12395,0.09549
2020-01-17,0.09823,0.10256,0.10298,0.0944
2020-01-18,0.09665,0.09823,0.09879,0.09535
2020-01-19,0.09224,0.09665,0.09818,0.08938
2020-01-20,0.09394,0.09224,0.09447,0.09042
2020-01-21,0.09237,0.09394,0.09439,0.09115
2020-01-22,0.09456,0.09237,0.09539,0.09153
2020-01-23,0.09083,0.09456,0.09461,0.08933
2020-01-24,0.09073,0.09083,0.09222,0.08879
2020-01-25,0.09004,0.09073,0.09358,0.08884
2020-01-26,0.09297,0.09004,0.09297,0.08952
2020-01-27,0.09387,0.09297,0.09539,0.09144
2020-01-28,0.09566,0.09387,0.09818,0.09195
2020-01-29,0.09255,0.09566,0.09598,0.0925
2020-01-30,0.09661,0.09255,0.09844,0.09009
2020-01-31,0.09592,0.09661,0.09744,0.09407
2020-02-01,0.09642,0.09592,0.09843,0.09466
2020-02-02,0.09812,0.09642,0.10237,0.09527
2020-02-03,0.10133,0.09812,0.10469,0.09787
2020-02-04,0.10497,0.10133,0.10562,0.10133
2020-02-05,0.10544,0.10497,0.10604,0.10188
2020-02-06,0.11176,0.10544,0.11391,0.10432
2020-02-07,0.12128,0.11176,0.12302,0.10902
2020-02-08,0.11652,0.12128,0.14027,0.11302
2020-02-09,0.11737,0.11652,0.12145,0.11238
2020-02-10,0.12368,0.11737,0.13308,0.11048
2020-02-11,0.1249,0.12368,0.13024,0.11863
2020-02-12,0.13374,0.1249,0.13761,0.12237
2020-02-13,0.13859,0.13344,0.13916,0.12403
2020-02-14,0.14051,0.13859,0.14112,0.12882
2020-02-15,0.12879,0.14051,0.14173,0.12413
2020-02-16,0.12311,0.12879,0.14126,0.11303
2020-02-17,0.1166,0.12311,0.12467,0.10693
2020-02-18,0.12142,0.1166,0.12424,0.11436
2020-02-19,0.11314,0.12142,0.1297,0.11264
2020-02-20,0.12763,0.11314,0.1561,0.11245
