TIMESTAMP,MOODENG_OPEN_PRICE_USD,MOODENG_HIGH_PRICE_USD,MOODENG_LOW_PRICE_USD,MOODENG_CLOSE_PRICE_USD,MOODENG_VOLUME_USD,MOODENG_DIVIDENDS_USD,MOODENG_STOCK_SPLITS_USD
2024-10-13 00:00:00+00:00,,,,0.0,3533,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,1370,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,2526,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,1513,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,2252,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,1277,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,2217,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,1773,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,306,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,923,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,400,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,692,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,56036,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,2303,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,1767,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,2516,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,886,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,506,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,244,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,233,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,201,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,901,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,912,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,627,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,437,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,1354,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,118,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,131,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,929,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,510,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,1073,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,860,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,4040,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,165,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,730,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,508,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,1139,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,11179,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,4840,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,763,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,494,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,580,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,431,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,369,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,103,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,599,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,76,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,65,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,108,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,6919,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,1280,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,3912,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,323,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,751,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,933,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,1792,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,788,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,1105,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,2219,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,1574,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,509,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,73,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,2108,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,538,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,238,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,73,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,129,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,71,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,49,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,76,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,44,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,178,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,13,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,293,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,501,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,946,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,61,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,51,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,158,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,121,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,865,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,1691,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,912,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,278,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,112,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,147,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,393,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,2200,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,1061,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,32,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,211,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,53,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,3572,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,57,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,486,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,2354,0.0,0.0
2025-06-01 00:00:00+00:00,1.8173700391810321e-13,1.8173700391810321e-13,1.4898278194886566e-13,1.4898278194886566e-13,12,0.0,0.0
