,Time,BTC_Confirmed_Transaction_Count,ETH_Confirmed_Transaction_Count,XRP_Confirmed_Transaction_Count,DOGE_Confirmed_Transaction_Count,LTC_Confirmed_Transaction_Count,BCH_Confirmed_Transaction_Count,XMR_Confirmed_Transaction_Count,DASH_Confirmed_Transaction_Count,ZEC_Confirmed_Transaction_Count
196,2009-07-18,,,,,,,,,
197,2009-07-19,,,,,,,,,
198,2009-07-20,1.0,,,,,,,,
199,2009-07-21,,,,,,,,,
200,2009-07-22,,,,,,,,,
201,2009-07-23,,,,,,,,,
202,2009-07-24,,,,,,,,,
203,2009-07-25,,,,,,,,,
204,2009-07-26,,,,,,,,,
205,2009-07-27,,,,,,,,,
206,2009-07-28,,,,,,,,,
207,2009-07-29,1.0,,,,,,,,
208,2009-07-30,1.0,,,,,,,,
209,2009-07-31,,,,,,,,,
210,2009-08-01,,,,,,,,,
211,2009-08-02,,,,,,,,,
212,2009-08-03,,,,,,,,,
213,2009-08-04,,,,,,,,,
214,2009-08-05,,,,,,,,,
215,2009-08-06,,,,,,,,,
216,2009-08-07,1.0,,,,,,,,
217,2009-08-08,,,,,,,,,
218,2009-08-09,,,,,,,,,
219,2009-08-10,,,,,,,,,
220,2009-08-11,,,,,,,,,
221,2009-08-12,,,,,,,,,
222,2009-08-13,,,,,,,,,
223,2009-08-14,,,,,,,,,
224,2009-08-15,,,,,,,,,
225,2009-08-16,,,,,,,,,
226,2009-08-17,,,,,,,,,
227,2009-08-18,,,,,,,,,
228,2009-08-19,,,,,,,,,
229,2009-08-20,,,,,,,,,
230,2009-08-21,,,,,,,,,
231,2009-08-22,,,,,,,,,
232,2009-08-23,,,,,,,,,
233,2009-08-24,,,,,,,,,
234,2009-08-25,,,,,,,,,
235,2009-08-26,3.0,,,,,,,,
236,2009-08-27,,,,,,,,,
237,2009-08-28,,,,,,,,,
238,2009-08-29,,,,,,,,,
239,2009-08-30,1.0,,,,,,,,
240,2009-08-31,1.0,,,,,,,,
241,2009-09-01,,,,,,,,,
242,2009-09-02,,,,,,,,,
243,2009-09-03,1.0,,,,,,,,
244,2009-09-04,,,,,,,,,
245,2009-09-05,,,,,,,,,
246,2009-09-06,,,,,,,,,
247,2009-09-07,1.0,,,,,,,,
248,2009-09-08,,,,,,,,,
249,2009-09-09,,,,,,,,,
250,2009-09-10,,,,,,,,,
251,2009-09-11,,,,,,,,,
252,2009-09-12,,,,,,,,,
253,2009-09-13,,,,,,,,,
254,2009-09-14,,,,,,,,,
255,2009-09-15,,,,,,,,,
256,2009-09-16,1.0,,,,,,,,
257,2009-09-17,1.0,,,,,,,,
258,2009-09-18,,,,,,,,,
259,2009-09-19,,,,,,,,,
260,2009-09-20,,,,,,,,,
261,2009-09-21,1.0,,,,,,,,
262,2009-09-22,1.0,,,,,,,,
263,2009-09-23,,,,,,,,,
264,2009-09-24,,,,,,,,,
265,2009-09-25,2.0,,,,,,,,
266,2009-09-26,,,,,,,,,
267,2009-09-27,1.0,,,,,,,,
268,2009-09-28,,,,,,,,,
269,2009-09-29,2.0,,,,,,,,
270,2009-09-30,,,,,,,,,
271,2009-10-01,,,,,,,,,
272,2009-10-02,1.0,,,,,,,,
273,2009-10-03,,,,,,,,,
274,2009-10-04,,,,,,,,,
275,2009-10-05,,,,,,,,,
276,2009-10-06,2.0,,,,,,,,
277,2009-10-07,,,,,,,,,
278,2009-10-08,,,,,,,,,
279,2009-10-09,,,,,,,,,
280,2009-10-10,,,,,,,,,
281,2009-10-11,,,,,,,,,
282,2009-10-12,1.0,,,,,,,,
283,2009-10-13,,,,,,,,,
284,2009-10-14,,,,,,,,,
285,2009-10-15,,,,,,,,,
286,2009-10-16,1.0,,,,,,,,
287,2009-10-17,,,,,,,,,
288,2009-10-18,1.0,,,,,,,,
289,2009-10-19,,,,,,,,,
290,2009-10-20,1.0,,,,,,,,
291,2009-10-21,1.0,,,,,,,,
292,2009-10-22,1.0,,,,,,,,
293,2009-10-23,,,,,,,,,
294,2009-10-24,1.0,,,,,,,,
295,2009-10-25,,,,,,,,,
296,2009-10-26,,,,,,,,,
297,2009-10-27,1.0,,,,,,,,
298,2009-10-28,,,,,,,,,
299,2009-10-29,2.0,,,,,,,,
300,2009-10-30,,,,,,,,,
301,2009-10-31,,,,,,,,,
302,2009-11-01,,,,,,,,,
303,2009-11-02,,,,,,,,,
304,2009-11-03,,,,,,,,,
305,2009-11-04,1.0,,,,,,,,
306,2009-11-05,,,,,,,,,
307,2009-11-06,,,,,,,,,
308,2009-11-07,,,,,,,,,
309,2009-11-08,,,,,,,,,
310,2009-11-09,,,,,,,,,
311,2009-11-10,,,,,,,,,
312,2009-11-11,9.0,,,,,,,,
313,2009-11-12,,,,,,,,,
314,2009-11-13,3.0,,,,,,,,
315,2009-11-14,,,,,,,,,
316,2009-11-15,,,,,,,,,
317,2009-11-16,,,,,,,,,
318,2009-11-17,,,,,,,,,
319,2009-11-18,,,,,,,,,
320,2009-11-19,2.0,,,,,,,,
321,2009-11-20,,,,,,,,,
322,2009-11-21,,,,,,,,,
323,2009-11-22,,,,,,,,,
324,2009-11-23,,,,,,,,,
325,2009-11-24,,,,,,,,,
326,2009-11-25,,,,,,,,,
327,2009-11-26,,,,,,,,,
328,2009-11-27,,,,,,,,,
329,2009-11-28,,,,,,,,,
330,2009-11-29,,,,,,,,,
331,2009-11-30,,,,,,,,,
332,2009-12-01,1.0,,,,,,,,
333,2009-12-02,,,,,,,,,
334,2009-12-03,,,,,,,,,
335,2009-12-04,,,,,,,,,
336,2009-12-05,1.0,,,,,,,,
337,2009-12-06,2.0,,,,,,,,
338,2009-12-07,,,,,,,,,
339,2009-12-08,2.0,,,,,,,,
340,2009-12-09,13.0,,,,,,,,
341,2009-12-10,,,,,,,,,
342,2009-12-11,,,,,,,,,
343,2009-12-12,2.0,,,,,,,,
344,2009-12-13,,,,,,,,,
345,2009-12-14,5.0,,,,,,,,
346,2009-12-15,2.0,,,,,,,,
347,2009-12-16,1.0,,,,,,,,
348,2009-12-17,3.0,,,,,,,,
349,2009-12-18,,,,,,,,,
350,2009-12-19,1.0,,,,,,,,
351,2009-12-20,,,,,,,,,
352,2009-12-21,1.0,,,,,,,,
353,2009-12-22,,,,,,,,,
354,2009-12-23,,,,,,,,,
355,2009-12-24,,,,,,,,,
356,2009-12-25,1.0,,,,,,,,
357,2009-12-26,,,,,,,,,
358,2009-12-27,1.0,,,,,,,,
359,2009-12-28,,,,,,,,,
360,2009-12-29,,,,,,,,,
361,2009-12-30,,,,,,,,,
362,2009-12-31,,,,,,,,,
363,2010-01-01,2.0,,,,,,,,
364,2010-01-02,,,,,,,,,
365,2010-01-03,,,,,,,,,
366,2010-01-04,2.0,,,,,,,,
367,2010-01-05,,,,,,,,,
368,2010-01-06,,,,,,,,,
369,2010-01-07,,,,,,,,,
370,2010-01-08,,,,,,,,,
371,2010-01-09,,,,,,,,,
372,2010-01-10,,,,,,,,,
373,2010-01-11,,,,,,,,,
374,2010-01-12,2.0,,,,,,,,
375,2010-01-13,2.0,,,,,,,,
376,2010-01-14,2.0,,,,,,,,
377,2010-01-15,1.0,,,,,,,,
378,2010-01-16,1.0,,,,,,,,
379,2010-01-17,,,,,,,,,
380,2010-01-18,1.0,,,,,,,,
381,2010-01-19,,,,,,,,,
382,2010-01-20,,,,,,,,,
383,2010-01-21,9.0,,,,,,,,
384,2010-01-22,3.0,,,,,,,,
385,2010-01-23,2.0,,,,,,,,
386,2010-01-24,1.0,,,,,,,,
387,2010-01-25,4.0,,,,,,,,
388,2010-01-26,6.0,,,,,,,,
389,2010-01-27,2.0,,,,,,,,
390,2010-01-28,2.0,,,,,,,,
391,2010-01-29,4.0,,,,,,,,
392,2010-01-30,4.0,,,,,,,,
393,2010-01-31,2.0,,,,,,,,
394,2010-02-01,9.0,,,,,,,,
395,2010-02-02,1.0,,,,,,,,
396,2010-02-03,2.0,,,,,,,,
397,2010-02-04,5.0,,,,,,,,
398,2010-02-05,4.0,,,,,,,,
399,2010-02-06,14.0,,,,,,,,
400,2010-02-07,5.0,,,,,,,,
401,2010-02-08,8.0,,,,,,,,
402,2010-02-09,3.0,,,,,,,,
403,2010-02-10,5.0,,,,,,,,
404,2010-02-11,5.0,,,,,,,,
405,2010-02-12,5.0,,,,,,,,
406,2010-02-13,3.0,,,,,,,,
407,2010-02-14,11.0,,,,,,,,
408,2010-02-15,9.0,,,,,,,,
409,2010-02-16,6.0,,,,,,,,
410,2010-02-17,11.0,,,,,,,,
411,2010-02-18,7.0,,,,,,,,
412,2010-02-19,3.0,,,,,,,,
413,2010-02-20,2.0,,,,,,,,
414,2010-02-21,4.0,,,,,,,,
415,2010-02-22,5.0,,,,,,,,
416,2010-02-23,1.0,,,,,,,,
417,2010-02-24,6.0,,,,,,,,
418,2010-02-25,4.0,,,,,,,,
419,2010-02-26,4.0,,,,,,,,
420,2010-02-27,3.0,,,,,,,,
421,2010-02-28,3.0,,,,,,,,
422,2010-03-01,4.0,,,,,,,,
423,2010-03-02,5.0,,,,,,,,
424,2010-03-03,6.0,,,,,,,,
425,2010-03-04,3.0,,,,,,,,
426,2010-03-05,2.0,,,,,,,,
427,2010-03-06,6.0,,,,,,,,
428,2010-03-07,4.0,,,,,,,,
429,2010-03-08,5.0,,,,,,,,
430,2010-03-09,2.0,,,,,,,,
431,2010-03-10,7.0,,,,,,,,
432,2010-03-11,3.0,,,,,,,,
433,2010-03-12,2.0,,,,,,,,
434,2010-03-13,1.0,,,,,,,,
435,2010-03-14,2.0,,,,,,,,
436,2010-03-15,5.0,,,,,,,,
437,2010-03-16,3.0,,,,,,,,
438,2010-03-17,3.0,,,,,,,,
439,2010-03-18,9.0,,,,,,,,
440,2010-03-19,9.0,,,,,,,,
441,2010-03-20,12.0,,,,,,,,
442,2010-03-21,7.0,,,,,,,,
443,2010-03-22,7.0,,,,,,,,
444,2010-03-23,13.0,,,,,,,,
445,2010-03-24,11.0,,,,,,,,
446,2010-03-25,15.0,,,,,,,,
447,2010-03-26,16.0,,,,,,,,
448,2010-03-27,6.0,,,,,,,,
449,2010-03-28,6.0,,,,,,,,
450,2010-03-29,12.0,,,,,,,,
451,2010-03-30,6.0,,,,,,,,
452,2010-03-31,5.0,,,,,,,,
453,2010-04-01,11.0,,,,,,,,
454,2010-04-02,5.0,,,,,,,,
455,2010-04-03,5.0,,,,,,,,
456,2010-04-04,12.0,,,,,,,,
457,2010-04-05,28.0,,,,,,,,
458,2010-04-06,15.0,,,,,,,,
459,2010-04-07,11.0,,,,,,,,
460,2010-04-08,12.0,,,,,,,,
461,2010-04-09,35.0,,,,,,,,
462,2010-04-10,38.0,,,,,,,,
463,2010-04-11,42.0,,,,,,,,
464,2010-04-12,44.0,,,,,,,,
465,2010-04-13,20.0,,,,,,,,
466,2010-04-14,43.0,,,,,,,,
467,2010-04-15,74.0,,,,,,,,
468,2010-04-16,32.0,,,,,,,,
469,2010-04-17,29.0,,,,,,,,
470,2010-04-18,3106.0,,,,,,,,
471,2010-04-19,44.0,,,,,,,,
472,2010-04-20,38.0,,,,,,,,
473,2010-04-21,32.0,,,,,,,,
474,2010-04-22,40.0,,,,,,,,
475,2010-04-23,50.0,,,,,,,,
476,2010-04-24,34.0,,,,,,,,
477,2010-04-25,47.0,,,,,,,,
478,2010-04-26,47.0,,,,,,,,
479,2010-04-27,53.0,,,,,,,,
480,2010-04-28,47.0,,,,,,,,
481,2010-04-29,33.0,,,,,,,,
482,2010-04-30,26.0,,,,,,,,
483,2010-05-01,27.0,,,,,,,,
484,2010-05-02,25.0,,,,,,,,
485,2010-05-03,29.0,,,,,,,,
486,2010-05-04,41.0,,,,,,,,
487,2010-05-05,25.0,,,,,,,,
488,2010-05-06,28.0,,,,,,,,
489,2010-05-07,26.0,,,,,,,,
490,2010-05-08,28.0,,,,,,,,
491,2010-05-09,40.0,,,,,,,,
492,2010-05-10,29.0,,,,,,,,
493,2010-05-11,19.0,,,,,,,,
494,2010-05-12,32.0,,,,,,,,
495,2010-05-13,39.0,,,,,,,,
496,2010-05-14,30.0,,,,,,,,
497,2010-05-15,22.0,,,,,,,,
498,2010-05-16,20.0,,,,,,,,
499,2010-05-17,35.0,,,,,,,,
500,2010-05-18,55.0,,,,,,,,
501,2010-05-19,43.0,,,,,,,,
502,2010-05-20,34.0,,,,,,,,
503,2010-05-21,59.0,,,,,,,,
504,2010-05-22,31.0,,,,,,,,
505,2010-05-23,98.0,,,,,,,,
506,2010-05-24,62.0,,,,,,,,
507,2010-05-25,44.0,,,,,,,,
508,2010-05-26,64.0,,,,,,,,
509,2010-05-27,75.0,,,,,,,,
510,2010-05-28,54.0,,,,,,,,
511,2010-05-29,55.0,,,,,,,,
512,2010-05-30,51.0,,,,,,,,
513,2010-05-31,52.0,,,,,,,,
514,2010-06-01,48.0,,,,,,,,
515,2010-06-02,47.0,,,,,,,,
516,2010-06-03,83.0,,,,,,,,
517,2010-06-04,48.0,,,,,,,,
518,2010-06-05,45.0,,,,,,,,
519,2010-06-06,52.0,,,,,,,,
520,2010-06-07,52.0,,,,,,,,
521,2010-06-08,63.0,,,,,,,,
522,2010-06-09,52.0,,,,,,,,
523,2010-06-10,57.0,,,,,,,,
524,2010-06-11,79.0,,,,,,,,
525,2010-06-12,78.0,,,,,,,,
526,2010-06-13,67.0,,,,,,,,
527,2010-06-14,96.0,,,,,,,,
528,2010-06-15,85.0,,,,,,,,
529,2010-06-16,50.0,,,,,,,,
530,2010-06-17,58.0,,,,,,,,
531,2010-06-18,43.0,,,,,,,,
532,2010-06-19,64.0,,,,,,,,
533,2010-06-20,43.0,,,,,,,,
534,2010-06-21,88.0,,,,,,,,
535,2010-06-22,71.0,,,,,,,,
536,2010-06-23,70.0,,,,,,,,
537,2010-06-24,71.0,,,,,,,,
538,2010-06-25,60.0,,,,,,,,
539,2010-06-26,42.0,,,,,,,,
540,2010-06-27,56.0,,,,,,,,
541,2010-06-28,78.0,,,,,,,,
542,2010-06-29,95.0,,,,,,,,
543,2010-06-30,91.0,,,,,,,,
544,2010-07-01,73.0,,,,,,,,
545,2010-07-02,74.0,,,,,,,,
546,2010-07-03,74.0,,,,,,,,
547,2010-07-04,58.0,,,,,,,,
548,2010-07-05,73.0,,,,,,,,
549,2010-07-06,39.0,,,,,,,,
550,2010-07-07,62.0,,,,,,,,
551,2010-07-08,72.0,,,,,,,,
552,2010-07-09,69.0,,,,,,,,
553,2010-07-10,42.0,,,,,,,,
554,2010-07-11,174.0,,,,,,,,
555,2010-07-12,1641.0,,,,,,,,
556,2010-07-13,787.0,,,,,,,,
557,2010-07-14,5554.0,,,,,,,,
558,2010-07-15,706.0,,,,,,,,
559,2010-07-16,676.0,,,,,,,,
560,2010-07-17,235.0,,,,,,,,
561,2010-07-18,248.0,,,,,,,,
562,2010-07-19,354.0,,,,,,,,
563,2010-07-20,413.0,,,,,,,,
564,2010-07-21,256.0,,,,,,,,
565,2010-07-22,221.0,,,,,,,,
566,2010-07-23,217.0,,,,,,,,
567,2010-07-24,705.0,,,,,,,,
568,2010-07-25,1592.0,,,,,,,,
569,2010-07-26,224.0,,,,,,,,
570,2010-07-27,260.0,,,,,,,,
571,2010-07-28,1792.0,,,,,,,,
572,2010-07-29,1687.0,,,,,,,,
573,2010-07-30,143.0,,,,,,,,
574,2010-07-31,92.0,,,,,,,,
575,2010-08-01,125.0,,,,,,,,
576,2010-08-02,156.0,,,,,,,,
577,2010-08-03,421.0,,,,,,,,
578,2010-08-04,196.0,,,,,,,,
579,2010-08-05,297.0,,,,,,,,
580,2010-08-06,212.0,,,,,,,,
581,2010-08-07,118.0,,,,,,,,
582,2010-08-08,192.0,,,,,,,,
583,2010-08-09,234.0,,,,,,,,
584,2010-08-10,149.0,,,,,,,,
585,2010-08-11,179.0,,,,,,,,
586,2010-08-12,175.0,,,,,,,,
587,2010-08-13,301.0,,,,,,,,
588,2010-08-14,153.0,,,,,,,,
589,2010-08-15,108.0,,,,,,,,
590,2010-08-16,306.0,,,,,,,,
591,2010-08-17,189.0,,,,,,,,
592,2010-08-18,244.0,,,,,,,,
593,2010-08-19,190.0,,,,,,,,
594,2010-08-20,230.0,,,,,,,,
595,2010-08-21,169.0,,,,,,,,
596,2010-08-22,154.0,,,,,,,,
597,2010-08-23,156.0,,,,,,,,
598,2010-08-24,164.0,,,,,,,,
599,2010-08-25,149.0,,,,,,,,
600,2010-08-26,158.0,,,,,,,,
601,2010-08-27,123.0,,,,,,,,
602,2010-08-28,169.0,,,,,,,,
603,2010-08-29,98.0,,,,,,,,
604,2010-08-30,180.0,,,,,,,,
605,2010-08-31,257.0,,,,,,,,
606,2010-09-01,223.0,,,,,,,,
607,2010-09-02,165.0,,,,,,,,
608,2010-09-03,155.0,,,,,,,,
609,2010-09-04,93.0,,,,,,,,
610,2010-09-05,146.0,,,,,,,,
611,2010-09-06,120.0,,,,,,,,
612,2010-09-07,122.0,,,,,,,,
613,2010-09-08,174.0,,,,,,,,
614,2010-09-09,189.0,,,,,,,,
615,2010-09-10,183.0,,,,,,,,
616,2010-09-11,145.0,,,,,,,,
617,2010-09-12,202.0,,,,,,,,
618,2010-09-13,265.0,,,,,,,,
619,2010-09-14,221.0,,,,,,,,
620,2010-09-15,261.0,,,,,,,,
621,2010-09-16,219.0,,,,,,,,
622,2010-09-17,153.0,,,,,,,,
623,2010-09-18,162.0,,,,,,,,
624,2010-09-19,146.0,,,,,,,,
625,2010-09-20,262.0,,,,,,,,
626,2010-09-21,638.0,,,,,,,,
627,2010-09-22,499.0,,,,,,,,
628,2010-09-23,421.0,,,,,,,,
629,2010-09-24,273.0,,,,,,,,
630,2010-09-25,325.0,,,,,,,,
631,2010-09-26,195.0,,,,,,,,
632,2010-09-27,374.0,,,,,,,,
633,2010-09-28,279.0,,,,,,,,
634,2010-09-29,811.0,,,,,,,,
635,2010-09-30,219.0,,,,,,,,
636,2010-10-01,430.0,,,,,,,,
637,2010-10-02,401.0,,,,,,,,
638,2010-10-03,255.0,,,,,,,,
639,2010-10-04,254.0,,,,,,,,
640,2010-10-05,245.0,,,,,,,,
641,2010-10-06,236.0,,,,,,,,
642,2010-10-07,180.0,,,,,,,,
643,2010-10-08,209.0,,,,,,,,
644,2010-10-09,243.0,,,,,,,,
645,2010-10-10,185.0,,,,,,,,
646,2010-10-11,183.0,,,,,,,,
647,2010-10-12,197.0,,,,,,,,
648,2010-10-13,188.0,,,,,,,,
649,2010-10-14,162.0,,,,,,,,
650,2010-10-15,151.0,,,,,,,,
651,2010-10-16,183.0,,,,,,,,
652,2010-10-17,187.0,,,,,,,,
653,2010-10-18,330.0,,,,,,,,
654,2010-10-19,668.0,,,,,,,,
655,2010-10-20,449.0,,,,,,,,
656,2010-10-21,366.0,,,,,,,,
657,2010-10-22,448.0,,,,,,,,
658,2010-10-23,342.0,,,,,,,,
659,2010-10-24,347.0,,,,,,,,
660,2010-10-25,207.0,,,,,,,,
661,2010-10-26,277.0,,,,,,,,
662,2010-10-27,355.0,,,,,,,,
663,2010-10-28,267.0,,,,,,,,
664,2010-10-29,244.0,,,,,,,,
665,2010-10-30,174.0,,,,,,,,
666,2010-10-31,128.0,,,,,,,,
667,2010-11-01,174.0,,,,,,,,
668,2010-11-02,110.0,,,,,,,,
669,2010-11-03,157.0,,,,,,,,
670,2010-11-04,141.0,,,,,,,,
671,2010-11-05,223.0,,,,,,,,
672,2010-11-06,176.0,,,,,,,,
673,2010-11-07,210.0,,,,,,,,
674,2010-11-08,240.0,,,,,,,,
675,2010-11-09,192.0,,,,,,,,
676,2010-11-10,194.0,,,,,,,,
677,2010-11-11,176.0,,,,,,,,
678,2010-11-12,117.0,,,,,,,,
679,2010-11-13,120.0,,,,,,,,
680,2010-11-14,160.0,,,,,,,,
681,2010-11-15,4671.0,,,,,,,,
682,2010-11-16,8908.0,,,,,,,,
683,2010-11-17,188.0,,,,,,,,
684,2010-11-18,1237.0,,,,,,,,
685,2010-11-19,9482.0,,,,,,,,
686,2010-11-20,9615.0,,,,,,,,
