,Time,BTC_Median_Transaction_Fee_USD,ETH_Median_Transaction_Fee_USD,XRP_Median_Transaction_Fee_USD,DOGE_Median_Transaction_Fee_USD,LTC_Median_Transaction_Fee_USD,BCH_Median_Transaction_Fee_USD,XMR_Median_Transaction_Fee_USD,DASH_Median_Transaction_Fee_USD,ZEC_Median_Transaction_Fee_USD
3572,2020-04-27,0.346,0.0717,,0.00236,0.00114,0.000662,,0.00043,
3573,2020-04-28,0.345,0.0665,,0.00235,0.000834,0.000658,,0.000427,
3574,2020-04-29,0.608,0.0966,,0.0024,0.0012,0.000687,,0.000561,
3575,2020-04-30,1.626,0.142,,0.00254,0.00123,0.00071,,0.000315,
3576,2020-05-01,1.738,0.081,,0.0025,0.00121,0.000698,,0.000553,
3577,2020-05-02,1.328,0.0619,,0.00249,0.00122,0.000702,,0.000554,
3578,2020-05-03,1.071,0.07,,0.00255,0.00112,0.000705,,0.000428,
3579,2020-05-04,1.059,0.0839,,0.00246,0.00119,0.000669,,0.00041,
3580,2020-05-05,1.074,0.0906,,0.00248,0.0012,0.000675,,0.000415,
3581,2020-05-06,0.968,0.103,,0.00251,0.000925,0.000678,,0.000414,
3582,2020-05-07,1.323,0.124,,0.00258,0.00118,0.000675,,0.000407,
3583,2020-05-08,1.771,0.132,,0.00263,0.00107,0.000702,,0.000414,
3584,2020-05-09,1.624,0.105,,0.00259,0.0009,0.000736,,0.000423,
3585,2020-05-10,1.147,0.149,,0.00245,0.00094,0.000643,,0.000377,
3586,2020-05-11,1.495,0.118,,0.00246,0.00078,0.000634,,0.00037,
3587,2020-05-12,1.797,0.144,,0.00247,0.000791,0.000643,,0.000377,
3588,2020-05-13,2.084,0.179,,0.0025,0.0008,0.000646,,0.000316,
3589,2020-05-14,2.781,0.244,,0.00256,0.000969,0.000658,,0.000631,
3590,2020-05-15,2.93,0.183,,0.00254,0.00111,0.000654,,0.000623,
3591,2020-05-16,1.998,0.14,,0.00252,0.000813,0.000652,,0.000626,
3592,2020-05-17,2.389,0.169,,0.00255,0.000823,0.000658,,0.00062,
3593,2020-05-18,3.298,0.237,,0.00255,0.000847,0.000679,,0.000647,
3594,2020-05-19,3.653,0.215,,0.00255,0.000844,0.000675,,0.000396,
3595,2020-05-20,3.915,0.234,,0.00254,0.000846,0.000913,,0.000518,
3596,2020-05-21,3.664,0.314,,0.0025,0.00111,0.000877,,0.000393,
3597,2020-05-22,3.214,0.233,,0.00251,0.00112,0.000636,,0.000388,
3598,2020-05-23,1.875,0.146,,0.00254,0.000828,0.000645,,0.000499,
3599,2020-05-24,1.415,0.194,,0.00253,0.00112,0.000638,,0.000387,
3600,2020-05-25,1.646,0.251,,0.0025,0.000803,0.000857,,0.00038,
3601,2020-05-26,1.248,0.235,,0.00251,0.000798,0.000854,,0.00038,
3602,2020-05-27,1.165,0.254,,0.0025,0.000809,0.000863,,0.000384,
3603,2020-05-28,1.441,0.257,,0.00253,0.000738,0.000968,,0.000385,
3604,2020-05-29,1.796,0.232,,0.00252,0.000838,0.000811,,0.000389,
3605,2020-05-30,0.983,0.238,,0.00257,0.000867,0.000667,,0.000399,
3606,2020-05-31,0.847,0.218,,0.00259,0.000877,0.000677,,0.000408,
3607,2020-06-01,1.342,0.242,,0.00259,0.000923,0.000667,,0.000404,
3608,2020-06-02,1.59,0.261,,0.00261,0.000895,0.000706,,0.000417,
3609,2020-06-03,1.318,0.227,,0.00257,0.000781,0.000686,,0.000493,
3610,2020-06-04,1.113,0.24,,0.00262,0.000891,0.000702,,0.0018,
3611,2020-06-05,0.848,0.246,,0.00261,0.000796,0.000709,,0.000472,
3612,2020-06-06,0.422,0.291,,0.00258,0.000787,0.000699,,0.000409,
3613,2020-06-07,0.362,0.338,,0.00258,0.00087,0.000691,,0.000658,
3614,2020-06-08,0.639,0.322,,0.00259,0.00078,0.000696,,0.000406,
3615,2020-06-09,0.515,0.281,,0.00257,0.000922,0.000694,,0.000658,
3616,2020-06-10,0.511,0.307,,0.00259,0.00122,0.000954,,0.000661,
3617,2020-06-11,0.517,0.302,,0.00255,0.00162,0.00103,,0.000399,
3618,2020-06-12,0.415,0.254,,0.0025,0.000831,0.00102,,0.000383,
3619,2020-06-13,0.312,0.218,,0.00252,0.000839,0.000993,,0.000383,
3620,2020-06-14,0.205,0.186,,0.00252,0.000834,0.000988,,0.000341,
3621,2020-06-15,0.505,0.291,,0.00246,0.000811,0.000963,,0.00037,
3622,2020-06-16,0.802,0.289,,0.00249,0.00101,0.00101,,0.000615,
3623,2020-06-17,0.78,0.294,,0.00248,0.00113,0.000927,,0.000378,
3624,2020-06-18,0.82,0.263,,0.00248,0.000822,0.000892,,0.000376,
3625,2020-06-19,0.823,0.277,,0.00246,0.000866,0.000875,,0.000474,
3626,2020-06-20,0.548,0.217,,0.00246,0.000733,0.000884,,0.000471,
3627,2020-06-21,0.369,0.208,,0.00248,0.000867,0.00087,,0.000369,
3628,2020-06-22,0.546,0.297,,0.00249,0.000987,0.00114,,0.000268,
3629,2020-06-23,0.635,0.341,,0.00248,0.000828,0.00116,,0.000381,
3630,2020-06-24,0.689,0.334,,0.00244,0.000814,0.00107,,0.000382,
3631,2020-06-25,0.64,0.289,,0.00241,0.000715,0.00102,,0.000373,
3632,2020-06-26,0.479,0.261,,0.00237,0.000801,0.000981,,0.000369,
3633,2020-06-27,0.387,0.245,,0.00234,0.000795,0.00094,,0.00057,
3634,2020-06-28,0.316,0.235,,0.00233,0.000828,0.000828,,0.000451,
3635,2020-06-29,0.45,0.266,,0.00232,0.000952,0.00092,,0.000335,
3636,2020-06-30,0.623,0.378,,0.00232,0.000977,0.000912,,0.000357,
3637,2020-07-01,0.875,0.337,,0.00233,0.000957,0.000929,,0.00058,
3638,2020-07-02,0.919,0.294,,0.00233,0.000916,0.000889,,0.000337,
3639,2020-07-03,0.858,0.307,,0.00232,0.000819,0.000826,,0.000348,
3640,2020-07-04,0.541,0.239,,0.00232,0.000783,0.000827,,0.000352,
3641,2020-07-05,0.394,0.231,,0.0023,0.000781,0.000827,,0.000351,
3642,2020-07-06,0.474,0.291,,0.00238,0.000844,0.00096,,0.000359,
3643,2020-07-07,0.565,0.302,,0.00279,0.000864,0.00115,,0.000366,
3644,2020-07-08,0.66,0.396,,0.00412,0.000897,0.00117,,0.000376,
3645,2020-07-09,0.762,0.353,,0.00455,0.000992,0.00113,,0.000376,
3646,2020-07-10,0.712,0.294,,0.00386,0.00103,0.00111,,0.000477,
3647,2020-07-11,0.503,0.253,,0.00367,0.000981,0.000983,,0.000555,
3648,2020-07-12,0.41,0.24,,0.00373,0.00101,0.000886,,0.000484,
3649,2020-07-13,0.653,0.372,,0.00341,0.00115,0.000912,,0.000439,
3650,2020-07-14,0.898,0.329,,0.0032,0.000882,0.000953,,0.000606,
3651,2020-07-15,1.085,0.365,,0.00319,0.00103,0.0011,,0.000621,
3652,2020-07-16,1.228,0.4,,0.00299,0.00108,0.000982,,0.000364,
3653,2020-07-17,1.371,0.417,,0.00303,0.000958,0.000926,,0.000466,
3654,2020-07-18,1.284,0.372,,0.00346,0.000795,0.000864,,0.000587,
3655,2020-07-19,0.918,0.385,,0.00347,0.00109,0.000865,,0.000568,
3656,2020-07-20,1.5,0.493,,0.00331,0.00109,0.000935,,0.000469,
3657,2020-07-21,1.861,0.561,,0.00327,0.001,0.000856,,0.000367,
3658,2020-07-22,2.265,0.524,,0.00325,0.00112,0.000888,,0.000376,
3659,2020-07-23,2.387,0.649,,0.0033,0.00105,0.000917,,0.000383,
3660,2020-07-24,1.975,0.618,,0.00322,0.000997,0.000884,,0.000377,
3661,2020-07-25,1.797,0.686,,0.00323,0.00122,0.00115,,0.000493,
3662,2020-07-26,1.511,0.68,,0.00323,0.00132,0.00103,,0.000393,
3663,2020-07-27,2.13,0.926,,0.00317,0.00137,0.00124,,0.000398,
3664,2020-07-28,3.212,0.661,,0.00317,0.00123,0.00115,,0.00041,
3665,2020-07-29,3.418,0.714,,0.00322,0.00105,0.0012,,0.000429,
3666,2020-07-30,3.692,0.685,,0.00319,0.00103,0.00109,,0.000422,
3667,2020-07-31,3.113,0.811,,0.00321,0.00108,0.00122,,0.000426,
3668,2020-08-01,3.064,0.699,,0.00353,0.00101,0.00147,,0.000584,
3669,2020-08-02,2.42,0.898,,0.00343,0.00118,0.00142,,0.000455,
3670,2020-08-03,2.398,0.832,,0.00339,0.00109,0.00139,,0.000457,
3671,2020-08-04,2.085,0.709,,0.00344,0.000974,0.00122,,0.00419,
3672,2020-08-05,3.083,0.655,,0.00353,0.00097,0.00128,,0.000727,
3673,2020-08-06,3.63,0.721,,0.00352,0.000979,0.00142,,0.000613,
3674,2020-08-07,2.835,0.889,,0.00354,0.000978,0.00151,,0.000849,
3675,2020-08-08,1.402,0.825,,0.00349,0.000956,0.00133,,0.000662,
3676,2020-08-09,0.865,0.947,,0.00347,0.000953,0.00135,,0.000508,
3677,2020-08-10,2.946,1.411,,0.00349,0.000963,0.00141,,0.000505,
3678,2020-08-11,2.925,1.572,,0.00345,0.000941,0.00129,,0.000482,
3679,2020-08-12,2.638,2.882,,0.00343,0.0009,0.00134,,0.000597,
3680,2020-08-13,2.311,3.352,,0.00344,0.000915,0.0012,,0.000468,
3681,2020-08-14,1.975,2.959,,0.00428,0.000953,0.00141,,0.000482,
3682,2020-08-15,1.188,1.715,,0.00355,0.00098,0.00133,,0.000625,
3683,2020-08-16,1.043,1.429,,0.00351,0.00103,0.00134,,0.000768,
3684,2020-08-17,2.144,1.589,,0.00359,0.00109,0.00133,,0.000649,
3685,2020-08-18,3.163,1.891,,0.00358,0.00144,0.00133,,0.000499,
3686,2020-08-19,3.388,1.872,,0.00343,0.00143,0.00129,,0.000573,
3687,2020-08-20,2.812,1.625,,0.00345,0.00159,0.00124,,0.000468,
3688,2020-08-21,2.807,2.089,,0.00345,0.00103,0.00117,,0.000747,
3689,2020-08-22,2.0,1.382,,0.00538,0.000986,0.00117,,0.000721,
3690,2020-08-23,0.656,1.034,,0.00342,0.000989,0.00107,,0.000602,
3691,2020-08-24,1.587,1.296,,0.00418,0.00104,0.00112,,0.000478,
3692,2020-08-25,2.014,1.45,,0.00334,0.000994,0.00117,,0.000525,
3693,2020-08-26,2.241,1.16,,0.00329,0.000965,0.00117,,0.000448,
3694,2020-08-27,2.61,1.216,,0.00324,0.000947,0.00115,,0.000565,
3695,2020-08-28,1.962,1.191,,0.00324,0.000946,0.00111,,0.000567,
3696,2020-08-29,1.379,1.399,,0.00328,0.000955,0.00115,,0.000699,
3697,2020-08-30,1.493,2.963,,0.0033,0.000993,0.00113,,0.000712,
3698,2020-08-31,2.111,3.455,,0.00327,0.00104,0.00104,,0.000464,
3699,2020-09-01,2.458,7.074,,0.00325,0.00104,0.00123,,0.00059,
3700,2020-09-02,2.619,8.481,,0.00316,0.00101,0.00108,,0.000571,
3701,2020-09-03,2.787,6.019,,0.00301,0.00092,0.00097,,0.000673,
3702,2020-09-04,2.913,3.225,,0.00283,0.000835,0.000913,,0.000599,
3703,2020-09-05,2.229,3.595,,0.00283,0.00082,0.000878,,0.000365,
3704,2020-09-06,1.301,1.569,,0.00276,0.000796,0.000875,,0.000589,
3705,2020-09-07,1.354,1.388,,0.00277,0.000791,0.000871,,0.00382,
3706,2020-09-08,1.353,1.231,,0.00275,0.000794,0.000846,,0.000388,
3707,2020-09-09,1.655,1.474,,0.00276,0.000793,0.000846,,0.00051,
3708,2020-09-10,1.877,2.352,,0.0028,0.000808,0.000855,,0.000513,
3709,2020-09-11,1.797,2.086,,0.00278,0.000805,0.000846,,0.000398,
3710,2020-09-12,0.956,1.448,,0.00279,0.000819,0.000843,,0.000655,
3711,2020-09-13,0.668,1.627,,0.00278,0.00126,0.000877,,0.000625,
3712,2020-09-14,1.159,2.675,,0.00278,0.00123,0.00087,,0.000505,
3713,2020-09-15,1.298,2.489,,0.00282,0.000827,0.001,,0.000499,
3714,2020-09-16,1.262,2.132,,0.00283,0.000208,0.000871,,0.000381,
3715,2020-09-17,1.128,7.127,,0.00281,6.84e-05,0.000873,,0.000381,
3716,2020-09-18,1.182,4.361,,0.0028,6.69e-05,0.000949,,0.000379,
3717,2020-09-19,0.881,2.415,,0.0028,6.69e-05,0.000905,,0.000486,
3718,2020-09-20,0.526,1.72,,0.00279,6.57e-05,0.000944,,0.000477,
3719,2020-09-21,1.103,2.16,,0.00272,6.24e-05,0.000856,,0.000358,
3720,2020-09-22,1.373,1.927,,0.00263,6.04e-05,0.00083,,0.000355,
3721,2020-09-23,1.652,1.514,,0.00263,6.1e-05,0.000824,,0.00045,
3722,2020-09-24,1.451,1.245,,0.00261,6.09e-05,0.000961,,0.000448,
3723,2020-09-25,1.262,1.294,,0.00267,6.26e-05,0.000971,,0.000456,
3724,2020-09-26,0.8,1.038,,0.00271,6.34e-05,0.000956,,0.000466,
3725,2020-09-27,0.741,1.044,,0.0027,6.32e-05,0.00101,,0.000342,
3726,2020-09-28,1.206,1.462,,0.0027,6.41e-05,0.00108,,0.000297,
3727,2020-09-29,1.449,1.88,,0.00267,6.27e-05,0.00103,,0.000254,
3728,2020-09-30,1.635,1.425,,0.00264,6.34e-05,0.00103,,0.000253,
3729,2020-10-01,2.131,1.206,,0.00265,6.46e-05,0.0011,,0.00026,
3730,2020-10-02,2.279,1.127,,0.00259,6.24e-05,0.00105,,0.000345,
3731,2020-10-03,1.287,0.832,,0.00261,6.28e-05,0.00106,,0.000346,
3732,2020-10-04,0.891,0.905,,0.00263,6.36e-05,0.00107,,0.000299,
3733,2020-10-05,2.174,1.07,,0.00263,6.39e-05,0.0011,,0.000248,
3734,2020-10-06,2.45,1.216,,0.00261,6.4e-05,0.00115,,0.000332,
3735,2020-10-07,1.961,0.952,,0.00259,6.36e-05,0.00107,,0.000342,
3736,2020-10-08,2.049,0.909,,0.0026,6.43e-05,0.0011,,0.000442,
3737,2020-10-09,2.242,0.942,,0.00264,6.54e-05,0.00112,,0.000448,
3738,2020-10-10,1.635,0.757,,0.00268,6.8e-05,0.00116,,0.000459,
3739,2020-10-11,1.057,0.569,,0.00268,6.9e-05,0.00115,,0.000367,
3740,2020-10-12,1.551,0.905,,0.00267,7.07e-05,0.00117,,0.000271,
3741,2020-10-13,1.43,0.9,,0.00266,7.15e-05,0.0012,,0.000268,
3742,2020-10-14,1.59,0.88,,0.00265,7.06e-05,0.00122,,0.000368,
3743,2020-10-15,1.38,0.824,,0.00261,9.97e-05,0.00125,,0.000362,
3744,2020-10-16,1.221,0.736,,0.00258,8.77e-05,0.00122,,0.000349,
3745,2020-10-17,0.595,0.393,,0.00258,6.79e-05,0.00119,,0.000346,
3746,2020-10-18,0.938,0.384,,0.00259,7.25e-05,0.00128,,0.00025,
3747,2020-10-19,1.051,0.604,,0.0026,8.52e-05,0.0012,,0.000363,
3748,2020-10-20,1.577,0.678,,0.0026,9.54e-05,0.00119,,0.000275,
3749,2020-10-21,2.616,0.928,,0.00262,0.000101,0.00122,,0.000277,
3750,2020-10-22,3.594,0.831,,0.00266,0.000111,0.00131,,0.000283,
3751,2020-10-23,3.365,0.717,,0.00266,0.000111,0.00132,,0.000301,
3752,2020-10-24,1.637,0.402,,0.00264,0.000116,0.00123,,0.000615,
3753,2020-10-25,1.749,0.43,,0.00265,0.000117,0.00141,,0.000612,
3754,2020-10-26,3.609,0.718,,0.00275,0.000116,0.00133,,0.000602,
3755,2020-10-27,5.669,0.544,,0.00268,0.000116,0.00128,,0.000595,
3756,2020-10-28,6.88,0.754,,0.00263,0.000116,0.00136,,0.000584,
3757,2020-10-29,7.405,0.852,,0.00258,0.000112,0.0013,,0.000452,
3758,2020-10-30,7.713,0.778,,0.00258,0.000108,0.00118,,0.000459,
3759,2020-10-31,7.473,0.463,,0.00257,0.000111,0.00119,,0.000367,
3760,2020-11-01,3.624,0.394,,0.00257,0.000111,0.00127,,0.00026,
3761,2020-11-02,7.34,0.762,,0.00255,0.00011,0.0013,,0.00025,
3762,2020-11-03,6.988,0.589,,0.00251,0.000107,0.00117,,0.000335,
3763,2020-11-04,3.552,0.454,,0.00254,0.000108,0.00109,,0.000334,
3764,2020-11-05,6.404,0.621,,0.0026,0.000114,0.00118,,0.000343,
3765,2020-11-06,6.153,0.884,,0.00274,0.000123,0.00124,,0.000362,
3766,2020-11-07,2.67,0.805,,0.00277,0.000125,0.00115,,0.000363,
3767,2020-11-08,1.337,0.425,,0.00271,0.000121,0.0013,,0.000353,
3768,2020-11-09,1.924,0.628,,0.00272,0.00012,0.00139,,0.000338,
3769,2020-11-10,3.463,0.754,,0.00275,0.000118,0.00135,,0.000359,
3770,2020-11-11,2.671,0.779,,0.00282,0.00012,0.00126,,0.000366,
3771,2020-11-12,2.383,0.789,,0.00277,0.000118,0.00133,,0.000395,
3772,2020-11-13,2.458,0.837,,0.00281,0.000128,0.00128,,0.000404,
3773,2020-11-14,1.3,0.473,,0.00277,0.000128,0.00127,,0.000649,
3774,2020-11-15,0.718,0.478,,0.00278,0.000126,0.00112,,0.000637,
3775,2020-11-16,2.033,0.68,,0.00285,0.000138,0.00102,,0.000669,
3776,2020-11-17,2.602,1.172,,0.00293,0.000149,0.00103,,0.000695,
3777,2020-11-18,2.505,1.268,,0.00292,0.000147,0.00105,,0.000678,
3778,2020-11-19,2.682,0.744,,0.00292,0.000155,0.00102,,0.000685,
3779,2020-11-20,2.043,1.139,,0.00297,0.000176,0.00108,,0.000436,
3780,2020-11-21,1.133,1.119,,0.00332,0.000213,0.00133,,0.000459,
3781,2020-11-22,0.84,1.165,,0.00336,0.000169,0.0012,,0.000574,
3782,2020-11-23,1.592,1.533,,0.00338,0.000321,0.00149,,0.000361,
3783,2020-11-24,2.538,1.905,,0.00389,0.000382,0.00262,,0.000569,
3784,2020-11-25,2.734,1.205,,0.00401,0.000377,0.00181,,0.000578,
3785,2020-11-26,2.919,2.011,,0.00329,0.000338,0.0014,,0.000481,
3786,2020-11-27,2.317,0.667,,0.00324,0.0003,0.00128,,0.000614,
3787,2020-11-28,1.558,0.449,,0.00335,0.000303,0.00135,,0.000663,
3788,2020-11-29,1.195,0.449,,0.00342,0.000323,0.00126,,0.000565,
3789,2020-11-30,2.836,1.521,,0.00351,0.00041,0.00145,,0.000583,
3790,2020-12-01,4.259,1.671,,0.00345,0.000437,0.00147,,0.000574,
3791,2020-12-02,4.375,0.85,,0.00337,0.000431,0.00142,,0.000546,
3792,2020-12-03,4.545,0.942,,0.00341,0.000377,0.0016,,0.000555,
3793,2020-12-04,3.569,1.054,,0.00338,0.000421,0.00159,,0.000703,
3794,2020-12-05,2.159,0.66,,0.00336,0.000407,0.00136,,0.000855,
3795,2020-12-06,1.5,0.66,,0.00339,0.000307,0.00145,,0.000863,
3796,2020-12-07,2.309,0.919,,0.00337,0.000752,0.00157,,0.000865,
3797,2020-12-08,2.162,1.189,,0.00328,0.000406,0.00151,,0.000831,
3798,2020-12-09,2.113,1.222,,0.00314,0.000505,0.00127,,0.000764,
3799,2020-12-10,2.194,1.035,,0.00313,0.000373,0.00128,,0.000791,
3800,2020-12-11,1.972,1.146,,0.00308,0.000574,0.00125,,0.000774,
3801,2020-12-12,1.573,0.744,,0.00317,0.000754,0.00127,,0.000642,
3802,2020-12-13,1.194,0.808,,0.00321,0.000339,0.00132,,0.000649,
3803,2020-12-14,1.916,1.214,,0.00324,0.000402,0.00135,,0.000503,
3804,2020-12-15,2.161,1.607,,0.00321,0.000411,0.00142,,0.000502,
3805,2020-12-16,2.713,1.615,,0.00327,0.000572,0.00143,,0.000515,
3806,2020-12-17,6.4,2.806,,0.00362,0.000786,0.00163,,0.000557,
3807,2020-12-18,6.62,1.524,,0.00379,0.00107,0.0015,,0.000566,
3808,2020-12-19,4.22,1.402,,0.00392,0.00113,0.00153,,0.000564,
3809,2020-12-20,2.4,0.965,,0.00423,0.000784,0.0017,,0.000571,
3810,2020-12-21,5.846,1.679,,0.00484,0.0011,0.00163,,0.000568,
3811,2020-12-22,5.125,1.399,,0.0046,0.000961,0.00155,,0.000537,
3812,2020-12-23,5.165,2.145,,0.0043,0.000763,0.00156,,0.000561,
3813,2020-12-24,5.109,1.763,,0.00416,0.000517,0.00117,,0.000631,
3814,2020-12-25,4.179,1.941,,0.0045,0.00117,0.000954,,0.000672,
3815,2020-12-26,2.677,1.448,,0.00452,0.00104,0.000961,,0.000899,
3816,2020-12-27,4.327,2.049,,0.0046,0.00133,0.000766,,0.000908,
3817,2020-12-28,4.39,2.557,,0.00464,0.00131,0.000845,,0.000912,
3818,2020-12-29,4.387,2.349,,0.00444,0.00127,0.000783,,0.000845,
3819,2020-12-30,4.693,2.932,,0.00458,0.00128,0.000778,,0.000864,
3820,2020-12-31,5.04,2.619,,0.00466,0.000622,0.000766,,0.000519,
3821,2021-01-01,1.918,1.679,,0.00496,0.000652,0.00076,,0.000657,
3822,2021-01-02,4.322,2.562,,0.00799,0.000649,0.000766,,0.000462,
3823,2021-01-03,4.163,4.193,,0.0135,0.000866,0.000846,,0.00046,
3824,2021-01-04,4.951,8.501,,0.00967,0.0014,0.000907,,0.000467,
3825,2021-01-05,5.566,4.745,,0.00951,0.00155,0.0009,,0.000331,
3826,2021-01-06,6.09,4.558,,0.0102,0.0016,0.000953,,0.000397,
3827,2021-01-07,6.618,4.877,,0.01,0.00174,0.000997,,0.000521,
3828,2021-01-08,8.363,5.275,,0.00947,0.00172,0.000954,,0.000505,
3829,2021-01-09,7.241,3.592,,0.0102,0.00171,0.00103,,0.000862,
3830,2021-01-10,5.646,3.604,,0.0102,0.0018,0.0013,,0.00115,
3831,2021-01-11,7.4,7.376,,0.00854,0.00232,0.00107,,0.00106,
3832,2021-01-12,8.785,3.146,,0.00843,0.00141,0.00104,,0.00106,
3833,2021-01-13,7.568,2.444,,0.00814,0.00124,0.00104,,0.0011,
3834,2021-01-14,8.97,3.273,,0.0113,0.00165,0.00112,,0.00112,
3835,2021-01-15,8.249,3.25,,0.00934,0.0023,0.0011,,0.000448,
3836,2021-01-16,5.327,3.128,,0.00931,0.00131,0.00109,,0.000472,
3837,2021-01-17,4.145,2.637,,0.00913,0.000824,0.00106,,0.000463,
3838,2021-01-18,5.48,2.983,,0.00926,0.00149,0.00107,,0.000656,
3839,2021-01-19,6.13,4.34,,0.00924,0.00163,0.00115,,0.000486,
3840,2021-01-20,5.727,3.535,,0.00896,0.00214,0.00109,,0.000626,
3841,2021-01-21,6.825,4.831,,0.00862,0.00229,0.00101,,0.000572,
3842,2021-01-22,6.178,4.87,,0.00841,0.000707,0.000946,,0.000682,
3843,2021-01-23,4.133,3.312,,0.00858,0.000635,0.00095,,0.000894,
3844,2021-01-24,3.224,3.528,,0.00867,0.000601,0.000957,,0.000904,
3845,2021-01-25,5.394,4.959,,0.00866,0.000649,0.000989,,0.00092,
3846,2021-01-26,4.147,3.609,,0.00826,0.000667,0.000942,,0.000878,
3847,2021-01-27,4.36,4.158,,0.00781,0.000541,0.000872,,0.000371,
3848,2021-01-28,4.521,4.057,,0.0201,0.000558,0.000864,,0.000854,
3849,2021-01-29,8.206,5.985,,0.0686,0.00068,0.000908,,0.000721,
3850,2021-01-30,7.697,4.886,,0.0516,0.000571,0.000892,,0.000578,
3851,2021-01-31,5.938,5.639,,0.0374,0.000563,0.000887,,0.000657,
3852,2021-02-01,8.33,6.383,,0.0537,0.000594,0.000901,,0.000539,
3853,2021-02-02,7.587,8.156,,0.0511,0.000632,0.00093,,0.000557,
3854,2021-02-03,8.232,8.867,,0.0442,0.000657,0.000967,,0.000602,
3855,2021-02-04,8.982,12.241,,0.0729,0.00075,0.00095,,0.000593,
3856,2021-02-05,8.019,13.939,,0.0734,0.00075,0.000955,,0.000609,
3857,2021-02-06,7.167,9.747,,0.0788,0.000687,0.00104,,0.000798,
3858,2021-02-07,5.43,8.092,,0.101,0.000751,0.000989,,0.000612,
3859,2021-02-08,8.885,11.022,,0.118,0.00078,0.00101,,0.000448,
3860,2021-02-09,13.752,12.937,,0.12,0.000845,0.00109,,0.000674,
3861,2021-02-10,12.101,12.161,,0.115,0.000794,0.00111,,0.000717,
3862,2021-02-11,14.944,10.157,,0.114,0.000915,0.00114,,0.000788,
3863,2021-02-12,14.385,10.439,,0.107,0.000925,0.00119,,0.000614,
3864,2021-02-13,9.57,11.488,,0.0923,0.00103,0.00131,,0.000805,
3865,2021-02-14,6.691,9.538,,0.0989,0.00095,0.00154,,0.000911,
3866,2021-02-15,9.571,10.118,,0.0906,0.00102,0.00156,,0.000928,
3867,2021-02-16,10.656,10.267,,0.0892,0.000913,0.00156,,0.000967,
3868,2021-02-17,12.024,10.302,,0.0752,0.000943,0.00156,,0.000948,
3869,2021-02-18,12.606,11.106,,0.0846,0.000978,0.00156,,0.00103,
3870,2021-02-19,12.95,11.645,,0.0835,0.000988,0.00157,,0.00136,
3871,2021-02-20,12.975,12.938,,0.0747,0.00101,0.00158,,0.00118,
3872,2021-02-21,10.696,9.389,,0.0696,0.000984,0.00153,,0.00113,
3873,2021-02-22,13.601,14.392,,0.0741,0.000903,0.00143,,0.00144,
3874,2021-02-23,15.387,19.159,,0.0645,0.000769,0.00117,,0.00121,
3875,2021-02-24,12.995,10.309,,0.0722,0.000677,0.00117,,0.00118,
3876,2021-02-25,11.976,8.688,,0.0651,0.000803,0.00117,,0.00124,
3877,2021-02-26,10.81,7.728,,0.0582,0.000739,0.00107,,0.00112,
3878,2021-02-27,7.027,5.578,,0.0505,0.000654,0.00108,,0.00128,
3879,2021-02-28,6.736,5.23,,0.0479,0.000686,0.00101,,0.00103,
3880,2021-03-01,10.88,5.655,,0.0495,0.000723,0.00106,,0.000779,
3881,2021-03-02,10.012,6.062,,0.0509,0.000751,0.00114,,0.000957,
3882,2021-03-03,10.261,6.641,,0.0509,0.000552,0.00117,,0.00118,
3883,2021-03-04,9.759,5.626,,0.05,0.00079,0.00113,,0.00114,
3884,2021-03-05,8.476,6.717,,0.0493,0.000747,0.00108,,0.00107,
3885,2021-03-06,6.254,5.054,,0.0508,0.000772,0.00109,,0.00176,
3886,2021-03-07,6.312,7.69,,0.0513,0.000793,0.00112,,0.00178,
3887,2021-03-08,7.344,7.768,,0.0559,0.000797,0.00113,,0.0018,
3888,2021-03-09,8.885,8.421,,0.0581,0.000845,0.00118,,0.00195,
3889,2021-03-10,9.383,7.848,,0.0564,0.00077,0.00119,,0.00202,
3890,2021-03-11,11.063,7.608,,0.0653,0.000858,0.0012,,0.00199,
3891,2021-03-12,10.245,9.744,,0.0878,0.000999,0.00119,,0.00193,
3892,2021-03-13,11.456,9.61,,0.0859,0.000947,0.00125,,0.00155,
3893,2021-03-14,8.212,9.048,,0.096,0.000939,0.00127,,0.00125,
3894,2021-03-15,11.511,11.03,,0.0906,0.000887,0.00118,,0.00119,
3895,2021-03-16,9.269,10.921,,0.0772,0.000851,0.00115,,0.00132,
3896,2021-03-17,11.225,11.06,,0.0578,0.000742,0.00115,,0.00117,
3897,2021-03-18,11.996,10.571,,0.058,0.000869,0.00116,,0.00119,
3898,2021-03-19,10.283,9.188,,0.0581,0.000859,0.00117,,0.00119,
3899,2021-03-20,7.307,8.532,,0.0592,0.000863,0.00119,,0.00121,
3900,2021-03-21,5.512,8.193,,0.0579,0.000838,0.00116,,0.00117,
3901,2021-03-22,7.381,10.978,,0.057,0.000837,0.00115,,0.00114,
3902,2021-03-23,6.616,8.965,,0.0547,0.000805,0.00114,,0.00109,
3903,2021-03-24,7.533,9.723,,0.0545,0.000711,0.00113,,0.00108,
3904,2021-03-25,6.178,9.395,,0.0512,0.000743,0.00104,,0.00099,
3905,2021-03-26,7.413,7.679,,0.0527,0.00076,0.00107,,0.00103,
3906,2021-03-27,5.406,6.669,,0.0543,0.000777,0.0011,,0.0014,
