,Time,BTC_Average_Transaction_Value_USD,ETH_Average_Transaction_Value_USD,XRP_Average_Transaction_Value_USD,DOGE_Average_Transaction_Value_USD,LTC_Average_Transaction_Value_USD,BCH_Average_Transaction_Value_USD,XMR_Average_Transaction_Value_USD,DASH_Average_Transaction_Value_USD,ZEC_Average_Transaction_Value_USD
1813,2015-07-04,2267.0,,,293.679,5265.0,,,570.346,
1814,2015-07-05,2708.0,,,376.911,9689.0,,,336.4,
1815,2015-07-06,2371.0,,,294.896,15214.0,,,328.426,
1816,2015-07-07,1828.0,,,287.549,8589.0,,,263.673,
1817,2015-07-08,1685.0,,,291.737,11487.0,,,321.858,
1818,2015-07-09,1865.0,,,367.072,14575.0,,,306.091,
1819,2015-07-10,2663.0,,,619.177,19538.0,,,549.221,
1820,2015-07-11,1990.0,,,306.167,9879.0,,,547.496,
1821,2015-07-12,1839.0,,,372.322,9346.0,,,134.837,
1822,2015-07-13,2468.0,,,405.579,7618.0,,,286.791,
1823,2015-07-14,3081.0,,,376.695,7460.0,,,185.996,
1824,2015-07-15,3193.0,,,253.422,5963.0,,,206.206,
1825,2015-07-16,3423.0,,,334.857,6631.0,,,304.603,
1826,2015-07-17,2949.0,,,337.183,10758.0,,,501.427,
1827,2015-07-18,1888.0,,,240.279,5935.0,,,1015.0,
1828,2015-07-19,1658.0,,,310.355,3395.0,,,203.663,
1829,2015-07-20,2203.0,,,227.398,4083.0,,,412.527,
1830,2015-07-21,2194.0,,,167.583,4623.0,,,2919.0,
1831,2015-07-22,2232.0,,,283.64,6434.0,,,147.921,
1832,2015-07-23,2873.0,,,271.952,3650.0,,,512.782,
1833,2015-07-24,3143.0,,,291.946,8719.0,,,1061.0,
1834,2015-07-25,2185.0,,,247.762,8018.0,,,369.85,
1835,2015-07-26,1860.0,,,164.875,5343.0,,,278.453,
1836,2015-07-27,2534.0,,,315.741,6434.0,,,425.743,
1837,2015-07-28,2974.0,,,263.675,11127.0,,,584.05,
1838,2015-07-29,2287.0,,,275.964,5794.0,,,322.185,
1839,2015-07-30,2402.0,,,169.808,7426.0,,,252.52,
1840,2015-07-31,1961.0,,,212.151,6647.0,,,126.931,
1841,2015-08-01,1502.0,,,238.26,7942.0,,,126.641,
1842,2015-08-02,1827.0,,,195.32,10079.0,,,143.254,
1843,2015-08-03,2436.0,,,202.255,5744.0,,,176.323,
1844,2015-08-04,2510.0,,,246.056,8200.0,,,1224.0,
1845,2015-08-05,2627.0,,,241.827,7650.0,,,1208.0,
1846,2015-08-06,2395.0,,,256.319,6246.0,,,792.099,
1847,2015-08-07,2792.0,3046.0,,205.995,5075.0,,,765.293,
1848,2015-08-08,3305.0,8002.0,,187.522,4909.0,,,730.227,
1849,2015-08-09,3577.0,697.668,,227.932,6639.0,,,389.194,
1850,2015-08-10,2817.0,598.516,,308.343,5010.0,,,253.766,
1851,2015-08-11,2720.0,245.135,,234.08,5348.0,,,270.469,
1852,2015-08-12,3045.0,401.359,,173.328,6187.0,,,178.154,
1853,2015-08-13,3299.0,877.251,,112.408,3374.0,,,200.79,
1854,2015-08-14,3289.0,1423.0,,173.706,4201.0,,,156.003,
1855,2015-08-15,2886.0,3642.0,,125.872,4232.0,,,737.821,
1856,2015-08-16,3165.0,967.27,,105.013,4776.0,,,83.752,
1857,2015-08-17,3408.0,1242.0,,235.918,4197.0,,,619.082,
1858,2015-08-18,3874.0,744.093,,203.603,5590.0,,,194.435,
1859,2015-08-19,3159.0,441.941,,173.946,7067.0,,,166.791,
1860,2015-08-20,3129.0,244.471,,154.692,4874.0,,,220.756,
1861,2015-08-21,2974.0,223.937,,256.493,3617.0,,,273.619,
1862,2015-08-22,2795.0,195.564,,215.383,4716.0,,,116.678,
1863,2015-08-23,2492.0,160.26,,237.543,5663.0,,,160.015,
1864,2015-08-24,3585.0,135.652,,211.254,7806.0,,,156.5,
1865,2015-08-25,3628.0,108.168,,186.189,10083.0,,,198.794,
1866,2015-08-26,2924.0,120.575,,154.058,7737.0,,,111.004,
1867,2015-08-27,2823.0,56.523,,152.698,6376.0,,,838.098,
1868,2015-08-28,3170.0,73.603,,212.227,8673.0,,,120.484,
1869,2015-08-29,2107.0,122.327,,254.447,4076.0,,,176.944,
1870,2015-08-30,1826.0,111.308,,272.595,2311.0,,,90.336,
1871,2015-08-31,2334.0,97.253,,225.344,4602.0,,,233.503,
1872,2015-09-01,2498.0,373.794,,163.46,2689.0,,,337.34,
1873,2015-09-02,2142.0,70.543,,200.159,2978.0,,,323.181,
1874,2015-09-03,2162.0,148.14,,242.265,4731.0,,,622.784,
1875,2015-09-04,2437.0,39.72,,146.909,4196.0,,,369.905,
1876,2015-09-05,1699.0,39.294,,134.5,2189.0,,,420.022,
1877,2015-09-06,2160.0,71.541,,206.926,4488.0,,,223.626,
1878,2015-09-07,1967.0,45.612,,92.203,8635.0,,,213.439,
1879,2015-09-08,2719.0,58.77,,146.948,6616.0,,,654.151,
1880,2015-09-09,2481.0,250.968,,198.557,3808.0,,,387.958,
1881,2015-09-10,2614.0,45.935,,343.119,4608.0,,,284.523,
1882,2015-09-11,1618.0,118.34,,165.341,3506.0,,,229.15,
1883,2015-09-12,1375.0,39.906,,135.928,1742.0,,,505.669,
1884,2015-09-13,1344.0,36.374,,181.194,2589.0,,,175.652,
1885,2015-09-14,1743.0,43.353,,269.46,3901.0,,,223.359,
1886,2015-09-15,1854.0,102.437,,158.108,1607.0,,,239.239,
1887,2015-09-16,1961.0,87.257,,217.433,2138.0,,,199.614,
1888,2015-09-17,1166.0,48.459,,286.745,4219.0,,,273.034,
1889,2015-09-18,1852.0,60.814,,261.675,4209.0,,,312.092,
1890,2015-09-19,2198.0,63.775,,205.125,5161.0,,,237.043,
1891,2015-09-20,1937.0,18.342,,158.348,3619.0,,,781.721,
1892,2015-09-21,2809.0,23.116,,209.218,4897.0,,,390.803,
1893,2015-09-22,2574.0,25.597,,258.71,4354.0,,,515.332,
1894,2015-09-23,2209.0,15.822,,135.193,3600.0,,,215.801,
1895,2015-09-24,2249.0,42.584,,127.813,3006.0,,,235.347,
1896,2015-09-25,2501.0,87.298,,174.273,2599.0,,,167.367,
1897,2015-09-26,2066.0,31.217,,134.009,2559.0,,,98.232,
1898,2015-09-27,1622.0,49.605,,152.049,1769.0,,,199.147,
1899,2015-09-28,2562.0,76.39,,136.355,4680.0,,,127.638,
1900,2015-09-29,2926.0,43.465,,269.061,6389.0,,,184.461,
1901,2015-09-30,2404.0,58.317,,203.227,4122.0,,,209.527,
1902,2015-10-01,2779.0,58.395,,145.64,3114.0,,,510.267,
1903,2015-10-02,2925.0,16.592,,133.133,1683.0,,,143.602,
1904,2015-10-03,1995.0,13.931,,120.284,2386.0,,,308.79,
1905,2015-10-04,2023.0,28.287,,178.502,2371.0,,,158.692,
1906,2015-10-05,2614.0,17.241,,165.358,3012.0,,,567.634,
1907,2015-10-06,2935.0,48.78,,143.628,3848.0,,,581.349,
1908,2015-10-07,2693.0,27.555,,133.825,2823.0,,,374.213,
1909,2015-10-08,3501.0,27.236,,172.852,2507.0,,,91.345,
1910,2015-10-09,2911.0,21.739,,163.368,3113.0,,,379.746,
1911,2015-10-10,2293.0,12.58,,135.749,2113.0,,,45.8,
1912,2015-10-11,2283.0,15.936,,119.172,4537.0,,,62.044,
1913,2015-10-12,2573.0,26.015,,80.834,2973.0,,,332.763,
1914,2015-10-13,3058.0,36.886,,78.324,4293.0,,,176.941,
1915,2015-10-14,2997.0,82.641,,147.962,3495.0,,,144.613,
1916,2015-10-15,3326.0,66.307,,154.334,3774.0,,,320.399,
1917,2015-10-16,3338.0,29.043,,171.571,3693.0,,,208.548,
1918,2015-10-17,3077.0,19.998,,104.031,3846.0,,,119.568,
1919,2015-10-18,2374.0,14.978,,153.267,8120.0,,,170.206,
1920,2015-10-19,2714.0,39.014,,98.946,3618.0,,,459.028,
1921,2015-10-20,2918.0,41.645,,201.304,3266.0,,,540.155,
1922,2015-10-21,2490.0,50.022,,184.621,2998.0,,,326.912,
1923,2015-10-22,2862.0,47.166,,126.276,5601.0,,,267.504,
1924,2015-10-23,2749.0,61.345,,225.826,3617.0,,,132.82,
1925,2015-10-24,2660.0,8.586,,124.425,2477.0,,,147.214,
1926,2015-10-25,3045.0,27.93,,126.862,3844.0,,,204.55,
1927,2015-10-26,3762.0,77.058,,156.918,2921.0,,,126.98,
1928,2015-10-27,3430.0,227.409,,143.757,2591.0,,,189.534,
1929,2015-10-28,3730.0,117.216,,175.653,2516.0,,,296.162,
1930,2015-10-29,4407.0,70.741,,204.641,4991.0,,,343.86,
1931,2015-10-30,4834.0,173.057,,148.485,7257.0,,,149.901,
1932,2015-10-31,3703.0,35.211,,110.137,3516.0,,,168.15,
1933,2015-11-01,3453.0,20.041,,164.334,5432.0,,,226.994,
1934,2015-11-02,4806.0,56.787,,282.26,5209.0,,,163.56,
1935,2015-11-03,7077.0,80.021,,201.983,8945.0,,,253.954,
1936,2015-11-04,22854.0,106.82,,291.445,6952.0,,,379.625,
1937,2015-11-05,8108.0,42.813,,215.374,7679.0,,,427.65,
1938,2015-11-06,6076.0,106.864,,157.818,5364.0,,,368.375,
1939,2015-11-07,5682.0,35.26,,153.7,4637.0,,,147.036,
1940,2015-11-08,5452.0,68.95,,356.871,3016.0,,,582.961,
1941,2015-11-09,7158.0,127.217,,306.892,4927.0,,,188.417,
1942,2015-11-10,6569.0,107.625,,223.559,7619.0,,,288.371,
1943,2015-11-11,7091.0,25.006,,214.15,5918.0,,,154.085,
1944,2015-11-12,6240.0,25.089,,212.623,4605.0,,,315.936,
1945,2015-11-13,6138.0,52.037,,239.138,4976.0,,,122.896,
1946,2015-11-14,6842.0,35.067,,158.188,5357.0,,,136.582,
1947,2015-11-15,4910.0,22.09,,182.353,3696.0,,,125.009,
1948,2015-11-16,5408.0,53.495,,247.169,4684.0,,,94.034,
1949,2015-11-17,4086.0,153.781,,162.666,3932.0,,,101.546,
1950,2015-11-18,3630.0,26.42,,244.785,3369.0,,,79.865,
1951,2015-11-19,4384.0,30.222,,220.248,4208.0,,,304.936,
1952,2015-11-20,4562.0,28.36,,194.706,5658.0,,,100.764,
1953,2015-11-21,3236.0,18.625,,140.438,5427.0,,,56.55,
1954,2015-11-22,2819.0,35.066,,223.43,6877.0,,,393.114,
1955,2015-11-23,2977.0,79.282,,106.575,7325.0,,,113.156,
1956,2015-11-24,3062.0,51.487,,95.448,7207.0,,,75.967,
1957,2015-11-25,4053.0,23.319,,214.965,5791.0,,,111.838,
1958,2015-11-26,4375.0,115.519,,184.109,6444.0,,,122.305,
1959,2015-11-27,4750.0,89.913,,199.922,6283.0,,,67.952,
1960,2015-11-28,4206.0,15.939,,204.245,3680.0,,,100.319,
1961,2015-11-29,3874.0,24.648,,181.396,7004.0,,,77.893,
1962,2015-11-30,5057.0,22.832,,231.846,5405.0,,,117.905,
1963,2015-12-01,5151.0,28.601,,219.17,7595.0,,,174.597,
1964,2015-12-02,5344.0,38.326,,293.24,9104.0,,,210.179,
1965,2015-12-03,4602.0,25.807,,242.192,11529.0,,,165.816,
1966,2015-12-04,5604.0,19.94,,296.487,12890.0,,,217.55,
1967,2015-12-05,9887.0,17.947,,261.047,7806.0,,,74.201,
1968,2015-12-06,12025.0,22.51,,234.125,9311.0,,,147.751,
1969,2015-12-07,6531.0,51.286,,205.916,7615.0,,,84.252,
1970,2015-12-08,6090.0,21.082,,349.229,10854.0,,,140.964,
1971,2015-12-09,7508.0,27.787,,269.962,11832.0,,,197.043,
1972,2015-12-10,6357.0,23.763,,422.865,8312.0,,,111.779,
1973,2015-12-11,7828.0,33.648,,421.856,10419.0,,,133.575,
1974,2015-12-12,7249.0,57.203,,250.545,6801.0,,,109.753,
1975,2015-12-13,12143.0,42.284,,315.197,10426.0,,,94.822,
1976,2015-12-14,9486.0,19.652,,229.191,6623.0,,,165.155,
1977,2015-12-15,9122.0,25.696,,309.617,8924.0,,,1108.0,
1978,2015-12-16,9318.0,141.911,,330.19,4489.0,,,101.389,
1979,2015-12-17,8825.0,44.179,,363.206,2700.0,,,70.012,
1980,2015-12-18,8838.0,24.505,,296.63,4271.0,,,96.71,
1981,2015-12-19,8497.0,22.313,,270.046,2073.0,,,64.853,
1982,2015-12-20,9260.0,19.164,,274.927,2453.0,,,90.456,
1983,2015-12-21,10197.0,17.587,,281.165,4512.0,,,112.07,
1984,2015-12-22,9453.0,10.213,,296.703,1857.0,,,118.591,
1985,2015-12-23,8950.0,5.545,,247.902,5298.0,,,82.078,
1986,2015-12-24,10119.0,8.1,,363.015,4860.0,,,253.181,
1987,2015-12-25,10161.0,6.299,,291.546,2417.0,,,112.735,
1988,2015-12-26,6646.0,11.698,,272.574,4996.0,,,160.938,
1989,2015-12-27,3760.0,3.084,,121.803,2799.0,,,108.062,
1990,2015-12-28,5340.0,30.596,,164.436,1884.0,,,155.525,
1991,2015-12-29,4983.0,21.52,,251.592,2199.0,,,134.082,
1992,2015-12-30,5625.0,8.889,,231.987,1949.0,,,287.117,
1993,2015-12-31,3189.0,36.097,,299.988,2521.0,,,335.47,
1994,2016-01-01,3327.0,40.16,,343.032,2321.0,,,189.854,
1995,2016-01-02,3010.0,27.327,,239.87,1299.0,,,234.24,
1996,2016-01-03,2697.0,39.278,,284.361,1650.0,,,161.282,
1997,2016-01-04,2536.0,15.817,,236.277,1112.0,,,110.25,
1998,2016-01-05,3294.0,61.511,,264.346,1505.0,,,286.229,
1999,2016-01-06,3335.0,14.944,,217.642,3469.0,,,118.502,
2000,2016-01-07,3777.0,15.782,,411.735,4270.0,,,255.975,
2001,2016-01-08,2990.0,17.812,,429.72,4164.0,,,185.996,
2002,2016-01-09,2116.0,18.99,,473.198,6169.0,,,176.817,
2003,2016-01-10,3189.0,14.795,,345.17,5226.0,,,229.24,
2004,2016-01-11,4270.0,48.841,,1202.0,3213.0,,,235.366,
2005,2016-01-12,2920.0,107.228,,1215.0,2552.0,,,873.741,
2006,2016-01-13,3205.0,27.064,,1899.0,4622.0,,,182.445,
2007,2016-01-14,2880.0,35.58,,1082.0,3426.0,,,266.746,
2008,2016-01-15,3811.0,118.804,,554.663,8054.0,,,411.964,
2009,2016-01-16,2856.0,66.489,,226.286,3898.0,,,373.02,
2010,2016-01-17,19515.0,47.022,,214.02,1821.0,,,305.225,
2011,2016-01-18,16948.0,249.36,,306.242,2016.0,,,715.132,
2012,2016-01-19,18075.0,126.911,,264.536,1874.0,,,438.683,
2013,2016-01-20,7454.0,82.891,,306.829,2969.0,,,339.676,
2014,2016-01-21,9877.0,70.381,,358.546,3770.0,,,522.102,
2015,2016-01-22,14218.0,100.807,,455.137,3137.0,,,876.285,
2016,2016-01-23,60833.0,180.722,,301.587,1576.0,,,522.218,
2017,2016-01-24,132628.0,321.54,,553.088,2609.0,,,350.347,
2018,2016-01-25,30994.0,287.358,,673.295,1689.0,,,292.487,
2019,2016-01-26,17732.0,226.071,,3191.0,3617.0,,,203.6,
2020,2016-01-27,23863.0,155.841,,7285.0,4315.0,,,212.344,
2021,2016-01-28,10386.0,136.878,,2447.0,4134.0,,,231.644,
2022,2016-01-29,12025.0,132.076,,1403.0,4398.0,,,206.062,
2023,2016-01-30,7062.0,170.245,,1087.0,1639.0,,,247.871,
2024,2016-01-31,3651.0,184.539,,735.1,1523.0,,,241.641,
2025,2016-02-01,8984.0,93.903,,931.36,2115.0,,,230.384,
2026,2016-02-02,5910.0,96.942,,656.834,1702.0,,,263.965,
2027,2016-02-03,3064.0,105.522,,644.144,1003.0,,,368.807,
2028,2016-02-04,4682.0,58.201,,807.953,2600.0,,,304.881,
2029,2016-02-05,5996.0,95.462,,974.954,1890.0,,,261.907,
2030,2016-02-06,5357.0,18.688,,1234.0,2251.0,,,317.979,
2031,2016-02-07,5438.0,169.208,,1003.0,1389.0,,,172.029,
2032,2016-02-08,4406.0,310.834,,1271.0,1124.0,,,163.199,
2033,2016-02-09,3610.0,352.644,,1013.0,1456.0,,,160.585,
2034,2016-02-10,4277.0,492.947,,906.091,2910.0,,,218.999,
2035,2016-02-11,4579.0,413.729,,1306.0,1953.0,,,187.017,
2036,2016-02-12,5036.0,685.957,,1513.0,1712.0,,,314.642,
2037,2016-02-13,5504.0,333.618,,728.374,1716.0,,,270.126,
2038,2016-02-14,5970.0,270.855,,642.249,2863.0,,,214.04,
2039,2016-02-15,7245.0,233.465,,938.879,2406.0,,,145.533,
2040,2016-02-16,7464.0,360.373,,770.755,1724.0,,,170.091,
2041,2016-02-17,7272.0,154.56,,995.659,2018.0,,,422.329,
2042,2016-02-18,7608.0,267.904,,1309.0,2982.0,,,389.541,
2043,2016-02-19,9406.0,120.701,,1241.0,2933.0,,,202.397,
2044,2016-02-20,8369.0,316.676,,465.144,4559.0,,,172.391,
2045,2016-02-21,8911.0,123.451,,705.947,4918.0,,,1505.0,
2046,2016-02-22,8202.0,227.437,,1669.0,3179.0,,,809.137,
2047,2016-02-23,6971.0,476.578,,983.309,5543.0,,,249.937,
2048,2016-02-24,6950.0,623.085,,666.491,2922.0,,,371.861,
2049,2016-02-25,6056.0,296.873,,574.877,2866.0,,,204.282,
2050,2016-02-26,6920.0,1140.0,,821.954,3108.0,,,202.812,
2051,2016-02-27,6000.0,712.221,,435.257,2570.0,,,314.642,
2052,2016-02-28,15603.0,263.492,,702.294,5837.0,,,191.6,
2053,2016-02-29,16341.0,224.382,,915.325,3342.0,,,242.838,
2054,2016-03-01,17265.0,403.954,,711.705,3603.0,,,235.575,
2055,2016-03-02,9129.0,1219.0,,446.284,1721.0,,,164.222,
2056,2016-03-03,6705.0,781.207,,442.561,4151.0,,,381.509,
2057,2016-03-04,15091.0,576.064,,740.366,4573.0,,,507.518,
2058,2016-03-05,33565.0,1177.0,,676.284,2883.0,,,780.136,
2059,2016-03-06,5026.0,647.895,,412.579,1920.0,,,453.96,
2060,2016-03-07,6482.0,656.546,,906.263,3433.0,,,472.794,
2061,2016-03-08,4800.0,855.044,,453.819,2372.0,,,575.664,
2062,2016-03-09,4464.0,484.028,,948.891,3125.0,,,311.843,
2063,2016-03-10,5453.0,401.919,,613.09,1921.0,,,1208.0,
2064,2016-03-11,5221.0,451.38,,383.537,3939.0,,,350.931,
2065,2016-03-12,4497.0,706.838,,822.574,3515.0,,,435.918,
2066,2016-03-13,4462.0,1010.0,,493.249,2347.0,,,533.09,
2067,2016-03-14,5245.0,770.159,,456.141,2361.0,,,372.347,
2068,2016-03-15,6571.0,562.543,,371.868,3533.0,,,677.219,
2069,2016-03-16,26255.0,534.581,,446.046,2719.0,,,774.611,
2070,2016-03-17,16034.0,603.49,,411.435,2503.0,,,647.374,
2071,2016-03-18,10505.0,755.711,,413.949,3586.0,,,348.522,
2072,2016-03-19,5025.0,240.714,,448.092,2503.0,,,712.305,
2073,2016-03-20,4079.0,175.207,,559.298,2549.0,,,285.033,
2074,2016-03-21,4199.0,301.001,,355.651,1839.0,,,422.653,
2075,2016-03-22,4519.0,241.853,,389.015,2090.0,,,359.199,
2076,2016-03-23,4609.0,213.679,,450.82,2995.0,,,792.854,
2077,2016-03-24,4998.0,294.24,,237.566,1513.0,,,702.713,
2078,2016-03-25,5094.0,162.578,,439.404,2729.0,,,654.974,
2079,2016-03-26,3933.0,98.614,,333.2,1988.0,,,333.213,
2080,2016-03-27,4587.0,418.216,,207.882,2292.0,,,954.545,
2081,2016-03-28,4501.0,264.113,,456.579,3810.0,,,592.906,
2082,2016-03-29,4513.0,440.588,,640.004,2067.0,,,447.109,
2083,2016-03-30,4169.0,438.349,,451.335,1184.0,,,436.18,
2084,2016-03-31,4396.0,327.259,,302.983,1446.0,,,552.504,
2085,2016-04-01,4269.0,133.316,,385.959,1779.0,,,530.565,
2086,2016-04-02,4003.0,146.773,,276.404,2149.0,,,247.454,
2087,2016-04-03,3653.0,84.828,,146.72,2216.0,,,704.761,
2088,2016-04-04,4267.0,141.886,,357.324,1998.0,,,578.073,
2089,2016-04-05,4392.0,188.515,,405.519,1948.0,,,740.361,
2090,2016-04-06,4602.0,194.372,,1044.0,2282.0,,,346.399,
2091,2016-04-07,5308.0,235.707,,1049.0,2173.0,,,315.385,
2092,2016-04-08,5350.0,159.7,,347.455,1758.0,,,264.381,
2093,2016-04-09,4769.0,393.4,,315.975,2312.0,,,265.82,
2094,2016-04-10,4506.0,315.763,,291.454,2199.0,,,327.63,
2095,2016-04-11,4691.0,174.373,,569.988,1375.0,,,143.792,
2096,2016-04-12,6212.0,247.555,,992.441,2187.0,,,252.464,
2097,2016-04-13,6097.0,245.871,,468.514,1867.0,,,162.555,
2098,2016-04-14,5502.0,227.304,,610.574,1971.0,,,180.019,
2099,2016-04-15,7690.0,140.877,,527.081,2876.0,,,378.51,
2100,2016-04-16,7203.0,117.728,,704.435,1805.0,,,265.501,
2101,2016-04-17,5861.0,189.691,,876.174,1436.0,,,204.316,
2102,2016-04-18,7681.0,172.662,,356.111,1832.0,,,159.218,
2103,2016-04-19,7012.0,113.178,,434.467,1930.0,,,298.076,
2104,2016-04-20,8209.0,175.825,,308.338,3449.0,,,206.659,
2105,2016-04-21,10483.0,107.72,,452.82,2932.0,,,181.009,
2106,2016-04-22,11172.0,190.309,,486.273,2762.0,,,1053.0,
2107,2016-04-23,8245.0,254.858,,451.036,1633.0,,,406.397,
2108,2016-04-24,5491.0,90.142,,359.028,7402.0,,,340.24,
2109,2016-04-25,5714.0,156.798,,737.611,9584.0,,,530.617,
2110,2016-04-26,5112.0,261.222,,557.88,12782.0,,,548.1,
2111,2016-04-27,4757.0,175.541,,267.865,8157.0,,,392.631,
2112,2016-04-28,4840.0,168.205,,403.892,15250.0,,,337.99,
2113,2016-04-29,4323.0,121.495,,416.06,5019.0,,,443.119,
2114,2016-04-30,3974.0,488.655,,456.246,4174.0,,,401.065,
2115,2016-05-01,4412.0,388.534,,206.375,3407.0,,,748.721,
2116,2016-05-02,4882.0,440.074,,216.682,3397.0,,,501.499,
2117,2016-05-03,4303.0,359.053,,246.355,4197.0,,,848.236,
2118,2016-05-04,4400.0,279.95,,328.889,2538.0,,,468.238,
2119,2016-05-05,4219.0,272.617,,224.083,3200.0,,,350.893,
2120,2016-05-06,4488.0,480.248,,298.774,3375.0,,,350.409,
2121,2016-05-07,4287.0,395.312,,800.296,5184.0,,,449.589,
2122,2016-05-08,3924.0,329.998,,561.761,2509.0,,,231.142,
2123,2016-05-09,4223.0,496.278,,485.322,5312.0,,,583.672,
2124,2016-05-10,4089.0,474.105,,392.116,4855.0,,,201.116,
2125,2016-05-11,4843.0,724.511,,640.633,4503.0,,,528.266,
2126,2016-05-12,4529.0,735.097,,1282.0,4490.0,,,325.832,
2127,2016-05-13,5040.0,1799.0,,1268.0,3804.0,,,325.523,
2128,2016-05-14,4110.0,1318.0,,450.571,5363.0,,,596.704,
2129,2016-05-15,4649.0,352.003,,478.067,4321.0,,,767.484,
2130,2016-05-16,5107.0,418.368,,346.218,5034.0,,,568.223,
2131,2016-05-17,5134.0,384.792,,530.786,6855.0,,,467.055,
2132,2016-05-18,4341.0,513.16,,508.936,3893.0,,,943.313,
2133,2016-05-19,5228.0,832.337,,461.246,4295.0,,,564.092,
2134,2016-05-20,4496.0,718.028,,433.494,4720.0,,,1259.0,
2135,2016-05-21,3639.0,311.51,,400.271,3611.0,,,712.116,
2136,2016-05-22,3613.0,242.831,,476.218,3851.0,,,442.521,
2137,2016-05-23,4230.0,401.834,,447.101,3496.0,,,368.644,
2138,2016-05-24,4536.0,534.167,,553.654,3679.0,,,624.188,
2139,2016-05-25,6038.0,458.412,,609.194,4744.0,,,334.192,
2140,2016-05-26,7431.0,311.733,,1466.0,6374.0,,,705.828,
2141,2016-05-27,9042.0,603.467,,1777.0,13430.0,,,1409.0,
2142,2016-05-28,9433.0,357.71,,1110.0,9468.0,,,1443.0,
2143,2016-05-29,8006.0,264.157,,783.379,7406.0,,,643.867,
2144,2016-05-30,5666.0,293.51,,523.107,10490.0,,,514.081,
2145,2016-05-31,6367.0,305.152,,397.465,10404.0,,,988.851,
2146,2016-06-01,5354.0,259.077,,736.426,6735.0,,,543.77,
2147,2016-06-02,5414.0,174.03,,439.611,3414.0,,,439.843,
2148,2016-06-03,4555.0,214.473,,561.246,2752.0,,,542.654,
2149,2016-06-04,4332.0,167.382,,447.1,5615.0,,,671.867,
2150,2016-06-05,5531.0,164.804,,571.848,8345.0,,,698.41,
2151,2016-06-06,5148.0,170.601,,800.501,6651.0,,,1236.0,
2152,2016-06-07,5375.0,304.441,,404.369,8051.0,,,530.845,
2153,2016-06-08,5002.0,770.079,,534.828,9622.0,,,497.977,
2154,2016-06-09,5084.0,166.695,,750.435,9366.0,,,678.412,
2155,2016-06-10,5771.0,313.33,,567.497,8715.0,,,1361.0,
2156,2016-06-11,5144.0,197.127,,588.107,8757.0,,,1518.0,
2157,2016-06-12,8574.0,379.116,,591.894,14031.0,,,1623.0,
2158,2016-06-13,7529.0,424.246,,540.394,10305.0,,,1581.0,
2159,2016-06-14,6559.0,510.368,,1871.0,11072.0,,,1052.0,
2160,2016-06-15,6113.0,388.891,,2041.0,10297.0,,,1537.0,
2161,2016-06-16,7667.0,664.823,,1428.0,10635.0,,,3212.0,
2162,2016-06-17,8138.0,1095.0,,979.262,20624.0,,,1313.0,
2163,2016-06-18,7450.0,1049.0,,1777.0,12270.0,,,1419.0,
2164,2016-06-19,6932.0,432.904,,1270.0,6120.0,,,1894.0,
2165,2016-06-20,7932.0,650.176,,899.396,7084.0,,,1086.0,
2166,2016-06-21,7825.0,451.675,,903.183,8919.0,,,1171.0,
2167,2016-06-22,7476.0,602.1,,501.355,10369.0,,,1844.0,
2168,2016-06-23,7707.0,551.277,,640.768,12660.0,,,927.612,
2169,2016-06-24,7672.0,343.241,,500.44,12052.0,,,879.659,
2170,2016-06-25,7024.0,485.591,,431.455,8823.0,,,752.265,
2171,2016-06-26,6426.0,208.251,,414.626,10077.0,,,1137.0,
2172,2016-06-27,6372.0,228.038,,241.436,8667.0,,,886.915,
2173,2016-06-28,5681.0,473.57,,526.544,9547.0,,,452.521,
2174,2016-06-29,5617.0,308.686,,932.939,6035.0,,,372.784,
2175,2016-06-30,5846.0,168.896,,798.513,6270.0,,,797.343,
2176,2016-07-01,6712.0,260.143,,637.922,9493.0,,,1339.0,
2177,2016-07-02,7391.0,141.369,,291.5,10937.0,,,545.868,
2178,2016-07-03,6596.0,153.323,,318.495,21114.0,,,518.175,
2179,2016-07-04,8120.0,337.963,,388.541,13123.0,,,1093.0,
2180,2016-07-05,6395.0,958.644,,469.621,13438.0,,,1401.0,
2181,2016-07-06,6365.0,296.119,,545.294,11562.0,,,984.771,
2182,2016-07-07,8465.0,244.879,,349.239,12969.0,,,991.375,
2183,2016-07-08,7002.0,169.298,,368.347,11143.0,,,491.562,
2184,2016-07-09,6621.0,160.395,,328.745,11881.0,,,195.092,
2185,2016-07-10,6042.0,183.196,,371.285,14862.0,,,697.009,
2186,2016-07-11,6591.0,220.581,,348.628,8991.0,,,823.593,
2187,2016-07-12,6905.0,223.054,,494.649,11222.0,,,635.751,
2188,2016-07-13,6865.0,275.024,,403.557,9299.0,,,399.263,
2189,2016-07-14,6316.0,240.117,,380.497,11161.0,,,411.265,
2190,2016-07-15,10215.0,1130.0,,201.841,5117.0,,,342.368,
2191,2016-07-16,7128.0,241.408,,135.954,6064.0,,,496.578,
2192,2016-07-17,8022.0,253.93,,341.136,9840.0,,,556.412,
2193,2016-07-18,6891.0,826.461,,468.576,8033.0,,,404.086,
2194,2016-07-19,7646.0,2486.0,,583.948,10709.0,,,566.299,
2195,2016-07-20,7209.0,3353.0,,232.046,9250.0,,,334.306,
2196,2016-07-21,6719.0,485.73,,346.936,7729.0,,,566.992,
