,Time,BTC_Average_Fee_Percentage_in_Total_Block_Reward,ETH_Average_Fee_Percentage_in_Total_Block_Reward,XRP_Average_Fee_Percentage_in_Total_Block_Reward,DOGE_Average_Fee_Percentage_in_Total_Block_Reward,LTC_Average_Fee_Percentage_in_Total_Block_Reward,BCH_Average_Fee_Percentage_in_Total_Block_Reward,XMR_Average_Fee_Percentage_in_Total_Block_Reward,DASH_Average_Fee_Percentage_in_Total_Block_Reward,ZEC_Average_Fee_Percentage_in_Total_Block_Reward
2326,2016-11-27,4.317,0.32,,0.141,0.134,,0.301,0.927,
2327,2016-11-28,5.077,0.339,,0.135,0.121,,0.331,1.129,8.75e-06
2328,2016-11-29,5.149,0.293,,0.131,0.0946,,0.295,0.967,1.51e-05
2329,2016-11-30,5.314,0.108,,0.147,0.103,,0.425,0.965,1.49e-05
2330,2016-12-01,5.331,0.0836,,0.137,0.111,,0.559,1.042,8.45e-06
2331,2016-12-02,6.323,0.0862,,0.135,0.113,,0.361,1.059,4.42e-06
2332,2016-12-03,4.495,0.0789,,0.136,0.115,,0.284,0.944,1.27e-05
2333,2016-12-04,4.771,0.0824,,0.113,0.132,,0.278,0.263,5.98e-06
2334,2016-12-05,5.293,0.0976,,0.139,0.204,,0.335,0.94,5.05e-06
2335,2016-12-06,5.993,0.106,,0.12,0.141,,0.468,0.972,0.000154
2336,2016-12-07,4.716,0.108,,0.139,0.119,,0.347,0.996,5.81e-06
2337,2016-12-08,4.677,0.109,,0.118,0.159,,0.332,1.034,0.000222
2338,2016-12-09,5.401,0.0968,,0.131,0.121,,0.311,0.939,
2339,2016-12-10,5.003,0.0895,,0.142,0.111,,0.275,0.903,1.01e-05
2340,2016-12-11,3.179,0.113,,0.119,0.124,,0.326,1.055,2.91e-06
2341,2016-12-12,4.561,0.0971,,0.12,0.141,,0.354,1.052,7.93e-06
2342,2016-12-13,4.207,0.095,,0.121,0.165,,0.374,1.063,1.58e-06
2343,2016-12-14,5.177,0.107,,0.09,0.163,,0.485,1.141,1.41e-06
2344,2016-12-15,5.953,0.107,,0.0998,0.164,,0.37,0.975,1.71e-05
2345,2016-12-16,5.547,0.0942,,0.0873,0.143,,0.387,1.164,4.24e-06
2346,2016-12-17,4.327,0.1,,0.102,0.156,,0.368,1.079,1.21e-05
2347,2016-12-18,4.387,0.085,,0.132,0.0863,,0.316,1.052,5.58e-06
2348,2016-12-19,5.223,0.113,,0.109,0.113,,0.363,1.423,0.000104
2349,2016-12-20,5.582,0.134,,0.0951,0.115,,0.373,1.312,8.28e-06
2350,2016-12-21,5.469,0.166,,0.0978,0.152,,0.383,1.262,
2351,2016-12-22,5.074,0.122,,0.105,0.195,,0.424,1.25,
2352,2016-12-23,5.026,0.0932,,0.135,0.255,,0.4,1.169,4.7e-06
2353,2016-12-24,4.656,0.0806,,0.121,0.241,,0.333,1.065,1.55e-05
2354,2016-12-25,2.918,0.074,,0.115,0.271,,0.357,1.08,1.81e-05
2355,2016-12-26,4.725,0.0716,,0.12,0.217,,0.379,1.115,2.93e-06
2356,2016-12-27,4.859,0.114,,0.12,0.261,,0.647,1.213,9.08e-06
2357,2016-12-28,4.846,0.0977,,0.124,0.318,,0.798,1.293,7.26e-07
2358,2016-12-29,5.412,0.124,,0.139,0.351,,0.681,1.191,2.03e-05
2359,2016-12-30,4.866,0.137,,0.14,0.303,,0.422,1.337,4.9e-06
2360,2016-12-31,4.263,0.0895,,0.115,0.344,,0.307,1.133,2.07e-06
2361,2017-01-01,3.232,0.078,,0.134,0.5,,0.401,1.182,5.62e-06
2362,2017-01-02,5.377,0.0873,,0.165,0.307,,0.758,1.172,
2363,2017-01-03,5.424,0.124,,0.135,0.364,,0.709,1.258,
2364,2017-01-04,9.185,0.12,,0.142,0.422,,0.741,0.343,2.85e-05
2365,2017-01-05,6.169,0.107,,0.148,0.421,,0.664,1.429,1.71e-05
2366,2017-01-06,5.972,0.0976,,0.139,0.378,,0.995,1.437,3.79e-06
2367,2017-01-07,5.809,0.0924,,0.149,0.41,,0.417,1.297,9.45e-07
2368,2017-01-08,4.19,0.102,,0.14,0.309,,0.47,1.179,1.89e-05
2369,2017-01-09,5.665,0.11,,0.135,0.478,,0.541,1.098,2.8e-06
2370,2017-01-10,5.66,0.12,,0.142,0.468,,0.759,1.124,
2371,2017-01-11,5.527,0.107,,0.116,0.472,,0.692,1.321,1.44e-06
2372,2017-01-12,4.68,0.115,,0.111,0.312,,1.003,1.297,1.49e-05
2373,2017-01-13,4.921,0.11,,0.0826,0.204,,0.986,1.205,5.85e-06
2374,2017-01-14,3.886,0.0895,,0.107,0.195,,1.085,1.156,2.77e-06
2375,2017-01-15,3.792,0.0925,,0.123,0.204,,1.27,1.233,1.73e-06
2376,2017-01-16,4.68,0.101,,0.0954,0.12,,1.124,1.075,3.48e-06
2377,2017-01-17,5.251,0.123,,0.111,0.163,,1.16,1.243,1.38e-06
2378,2017-01-18,5.446,0.105,,0.386,0.15,,1.22,1.256,
2379,2017-01-19,4.916,0.0952,,0.45,0.138,,1.044,1.335,
2380,2017-01-20,4.252,0.106,,0.16,0.107,,1.121,1.262,4.04e-06
2381,2017-01-21,4.016,0.0951,,0.11,0.109,,1.075,1.259,7.82e-06
2382,2017-01-22,3.854,0.111,,0.138,0.132,,1.092,1.266,1.4e-06
2383,2017-01-23,5.947,0.109,,0.112,0.117,,1.005,1.115,8.91e-06
2384,2017-01-24,7.142,0.128,,0.111,0.139,,0.966,1.251,3.38e-08
2385,2017-01-25,6.762,0.117,,0.107,0.154,,1.16,1.179,2.28e-08
2386,2017-01-26,5.998,0.112,,0.113,0.176,,0.997,1.211,4.96e-06
2387,2017-01-27,5.097,0.111,,0.131,0.108,,0.996,1.224,8.61e-06
2388,2017-01-28,6.062,0.103,,0.142,0.125,,0.956,1.056,3.51e-05
2389,2017-01-29,5.433,0.096,,0.128,0.145,,0.751,1.117,7.23e-06
2390,2017-01-30,6.988,0.1,,0.113,0.14,,0.86,1.34,7.12e-06
2391,2017-01-31,7.442,0.0995,,0.147,0.151,,0.972,1.131,5.78e-07
2392,2017-02-01,6.067,0.119,,0.121,0.154,,1.064,1.099,1.62e-06
2393,2017-02-02,6.765,0.11,,0.12,0.127,,0.986,1.056,1.31e-06
2394,2017-02-03,8.025,0.106,,0.149,0.145,,1.301,0.322,2.03e-06
2395,2017-02-04,7.155,0.101,,0.156,0.227,,1.118,1.181,1.53e-06
2396,2017-02-05,6.416,0.108,,0.143,0.191,,0.948,1.097,3.78e-06
2397,2017-02-06,9.026,0.111,,0.117,0.187,,1.04,0.917,1.95e-06
2398,2017-02-07,8.3,0.142,,0.12,0.197,,1.24,0.535,6.88e-06
2399,2017-02-08,7.931,0.134,,0.118,0.221,,1.217,0.492,1.53e-06
2400,2017-02-09,7.621,0.126,,0.131,0.197,,1.166,0.273,6.24e-06
2401,2017-02-10,7.072,0.143,,0.109,0.233,,1.163,0.237,3.03e-06
2402,2017-02-11,6.316,0.119,,0.117,0.208,,0.82,0.118,4.74e-06
2403,2017-02-12,5.537,0.125,,0.142,0.242,,1.074,0.161,1.47e-06
2404,2017-02-13,6.294,0.188,,0.118,0.208,,1.185,0.185,2.13e-05
2405,2017-02-14,6.26,0.154,,0.118,0.215,,1.08,0.211,2.94e-06
2406,2017-02-15,7.166,0.2,,0.12,0.167,,1.28,0.207,1.54e-06
2407,2017-02-16,8.261,0.122,,0.125,0.169,,1.077,0.208,6.4e-06
2408,2017-02-17,8.08,0.121,,0.146,0.231,,1.1,0.162,5.46e-06
2409,2017-02-18,7.467,0.14,,0.142,0.117,,0.995,0.269,7.99e-06
2410,2017-02-19,7.177,0.114,,0.17,0.128,,0.857,0.267,4.09e-06
2411,2017-02-20,7.96,0.128,,0.138,0.183,,1.17,0.369,3.11e-06
2412,2017-02-21,8.774,0.17,,0.128,0.16,,1.219,0.252,1.01e-05
2413,2017-02-22,9.55,0.16,,0.138,0.214,,1.072,0.199,2.8e-06
2414,2017-02-23,10.147,0.136,,0.135,0.2,,1.065,0.224,
2415,2017-02-24,10.017,0.129,,0.152,0.149,,1.216,0.313,
2416,2017-02-25,8.399,0.138,,0.152,0.184,,1.176,0.231,
2417,2017-02-26,6.759,0.121,,0.207,0.2,,0.979,0.238,
2418,2017-02-27,9.796,0.141,,0.165,0.159,,1.133,0.235,
2419,2017-02-28,10.63,0.156,,0.147,0.124,,1.118,0.384,1.08e-05
2420,2017-03-01,11.317,0.163,,0.158,0.0873,,1.337,0.484,1.36e-05
2421,2017-03-02,11.393,0.169,,0.142,0.145,,1.213,0.557,1.2e-05
2422,2017-03-03,12.099,0.145,,0.132,0.0927,,1.191,0.461,4.81e-05
2423,2017-03-04,11.784,0.133,,0.149,0.0982,,1.105,0.351,3.77e-06
2424,2017-03-05,10.554,0.134,,0.157,0.0966,,0.985,0.075,3.71e-05
2425,2017-03-06,11.871,0.13,,0.137,0.0974,,1.276,0.522,
2426,2017-03-07,12.367,0.138,,0.122,0.0994,,1.091,0.264,7.82e-06
2427,2017-03-08,11.641,0.126,,0.125,0.0869,,1.231,0.215,2.02e-06
2428,2017-03-09,11.347,0.158,,0.115,0.0954,,1.145,0.3,1.26e-05
2429,2017-03-10,11.687,0.169,,0.131,0.105,,1.175,0.373,3.21e-06
2430,2017-03-11,10.469,0.15,,0.165,0.111,,1.083,0.481,5.52e-06
2431,2017-03-12,8.963,0.153,,0.146,0.104,,1.494,0.467,3.85e-05
2432,2017-03-13,10.862,0.234,,0.137,0.123,,1.756,0.434,4.43e-06
2433,2017-03-14,11.631,0.232,,0.127,0.104,,1.369,0.38,1.15e-05
2434,2017-03-15,11.752,0.199,,0.118,0.0977,,1.318,0.563,
2435,2017-03-16,12.157,0.263,,0.12,0.112,,1.7,0.536,6.31e-05
2436,2017-03-17,11.279,0.259,,0.12,0.151,,1.709,0.38,0.000167
2437,2017-03-18,9.964,0.187,,0.145,0.142,,1.44,0.44,7.62e-05
2438,2017-03-19,9.311,0.18,,0.159,0.132,,1.448,0.355,3.74e-05
2439,2017-03-20,12.429,0.175,,0.13,0.124,,1.239,0.261,3e-05
2440,2017-03-21,12.292,0.201,,0.123,0.0921,,1.636,0.309,0.000135
2441,2017-03-22,11.803,0.187,,0.125,0.0925,,1.392,0.262,7.08e-05
2442,2017-03-23,11.319,0.191,,0.126,0.0888,,1.412,0.213,2.51e-05
2443,2017-03-24,9.528,0.214,,0.149,0.102,,1.363,0.26,3.26e-05
2444,2017-03-25,9.872,0.182,,0.138,0.105,,1.304,0.275,5.58e-05
2445,2017-03-26,6.93,0.182,,0.175,0.101,,1.303,0.263,
2446,2017-03-27,10.567,0.244,,0.135,0.0926,,1.508,0.364,0.000129
2447,2017-03-28,10.749,0.204,,0.113,0.0883,,1.257,0.25,4.12e-05
2448,2017-03-29,10.993,0.216,,0.0999,0.0936,,1.714,0.221,4.08e-05
2449,2017-03-30,9.031,0.224,,0.112,0.277,,1.471,0.321,8.65e-05
2450,2017-03-31,11.412,0.241,,0.13,0.191,,2.722,0.342,1.49e-05
2451,2017-04-01,10.362,0.181,,0.143,0.131,,1.829,0.247,3.86e-05
2452,2017-04-02,8.389,0.212,,0.159,0.156,,1.238,0.363,1.78e-05
2453,2017-04-03,9.135,0.234,,0.185,0.152,,3.522,0.37,5.66e-06
2454,2017-04-04,11.368,0.204,,0.122,0.122,,3.56,0.335,1.25e-05
2455,2017-04-05,10.454,0.213,,0.12,0.237,,3.876,0.0708,5.43e-06
2456,2017-04-06,10.772,0.233,,0.122,0.202,,1.16,0.217,6.83e-06
2457,2017-04-07,10.011,0.227,,0.132,0.161,,3.294,0.163,6.02e-06
2458,2017-04-08,9.113,0.165,,0.13,0.168,,3.934,0.308,2.82e-06
2459,2017-04-09,7.801,0.183,,0.149,0.158,,2.99,0.342,1.31e-06
2460,2017-04-10,9.699,0.204,,0.143,0.0997,,2.709,0.262,1.06e-05
2461,2017-04-11,9.787,0.189,,0.126,0.106,,2.722,0.329,
2462,2017-04-12,10.681,0.259,,0.236,0.138,,2.144,0.301,
2463,2017-04-13,12.015,0.198,,0.621,0.107,,2.08,0.375,0.000554
2464,2017-04-14,11.94,0.198,,0.875,0.13,,1.399,0.327,7.64e-06
2465,2017-04-15,9.711,0.188,,1.363,0.106,,0.848,0.349,4.59e-06
2466,2017-04-16,8.013,0.176,,1.324,0.142,,0.963,0.327,3.41e-05
2467,2017-04-17,9.488,0.192,,0.968,0.109,,0.97,0.384,1.01e-05
2468,2017-04-18,10.772,0.235,,0.851,0.115,,1.047,0.382,1.8e-05
2469,2017-04-19,10.496,0.258,,0.88,0.0978,,0.905,0.266,1.3e-05
2470,2017-04-20,11.697,0.23,,0.111,0.101,,0.974,0.25,4.11e-06
2471,2017-04-21,10.485,0.295,,0.104,0.167,,0.919,0.257,9.47e-06
2472,2017-04-22,9.054,0.243,,0.115,0.214,,0.9,0.167,3.14e-06
2473,2017-04-23,8.154,0.208,,0.156,0.283,,1.168,0.292,7.75e-07
2474,2017-04-24,10.82,0.239,,0.122,0.15,,0.954,0.358,3.03e-05
2475,2017-04-25,12.808,0.249,,0.126,0.141,,1.083,0.16,5.75e-06
2476,2017-04-26,11.722,0.248,,0.123,0.15,,1.131,0.198,4.9e-05
2477,2017-04-27,12.252,0.289,,0.137,0.233,,1.139,0.229,2.68e-05
2478,2017-04-28,12.811,0.26,,0.146,0.211,,0.945,0.205,4.15e-05
2479,2017-04-29,10.604,0.234,,0.159,0.153,,1.115,0.319,9.15e-06
2480,2017-04-30,9.555,0.262,,0.177,0.163,,1.353,0.242,4.09e-05
2481,2017-05-01,10.836,0.349,,0.151,0.156,,1.354,0.278,1.22e-05
2482,2017-05-02,12.137,0.37,,0.146,0.131,,0.799,0.223,3.34e-05
2483,2017-05-03,13.041,0.255,,0.134,0.209,,1.141,0.273,3.53e-05
2484,2017-05-04,12.763,0.306,,0.15,0.342,,1.59,0.24,2.89e-06
2485,2017-05-05,13.951,0.276,,0.15,0.437,,1.642,0.0643,2.91e-05
2486,2017-05-06,12.38,0.276,,0.167,0.303,,1.125,0.26,3.47e-06
2487,2017-05-07,11.722,0.343,,0.236,0.33,,1.459,0.287,3.21e-05
2488,2017-05-08,12.336,0.316,,0.226,0.356,,1.263,0.22,
2489,2017-05-09,13.528,0.348,,0.195,0.363,,1.818,0.235,
2490,2017-05-10,14.09,0.344,,0.179,0.493,,1.129,0.248,
2491,2017-05-11,14.219,0.358,,0.175,0.269,,1.094,0.207,
2492,2017-05-12,14.338,0.354,,0.138,0.191,,1.114,0.159,3.82e-07
2493,2017-05-13,13.238,0.355,,0.158,0.165,,0.87,0.142,
2494,2017-05-14,12.677,0.366,,0.164,0.117,,1.024,0.144,3.85e-05
2495,2017-05-15,13.353,0.449,,0.155,0.179,,1.035,0.331,
2496,2017-05-16,17.235,0.462,,0.143,0.184,,0.925,0.226,6.68e-05
2497,2017-05-17,20.059,0.744,,0.179,0.257,,1.117,0.267,3.15e-05
2498,2017-05-18,18.098,0.54,,0.183,0.189,,1.668,0.229,7.88e-06
2499,2017-05-19,17.771,0.594,,0.17,0.199,,1.345,0.234,1.42e-06
2500,2017-05-20,15.831,0.527,,0.197,0.204,,1.374,0.211,2.01e-05
2501,2017-05-21,16.113,0.542,,0.406,0.183,,1.371,0.246,4.22e-05
2502,2017-05-22,18.228,0.614,,0.337,0.248,,1.712,0.335,4.64e-07
2503,2017-05-23,18.243,0.855,,0.311,0.38,,2.161,0.26,2.83e-05
2504,2017-05-24,19.73,0.915,,0.258,0.282,,2.213,0.255,3.06e-05
2505,2017-05-25,19.676,0.731,,0.246,0.283,,3.332,0.25,3.08e-05
2506,2017-05-26,19.728,0.686,,0.197,0.257,,2.059,0.202,2.03e-05
2507,2017-05-27,20.125,0.611,,0.204,0.276,,2.018,0.212,9.65e-06
2508,2017-05-28,16.976,0.644,,0.199,0.208,,1.128,0.19,6.64e-05
2509,2017-05-29,20.781,0.612,,0.16,0.328,,1.444,0.161,1.2e-05
2510,2017-05-30,20.83,1.021,,0.164,0.4,,1.502,0.199,3.58e-05
2511,2017-05-31,21.777,1.656,,0.181,0.483,,2.935,0.219,6.4e-05
2512,2017-06-01,21.132,0.866,,0.187,0.733,,4.219,0.246,7.76e-05
2513,2017-06-02,20.493,1.046,,0.181,0.469,,1.205,0.18,
2514,2017-06-03,18.533,0.797,,0.181,0.386,,1.171,0.216,
2515,2017-06-04,18.016,0.9,,0.22,0.292,,1.517,0.0821,
2516,2017-06-05,18.835,0.762,,0.229,0.708,,1.373,0.242,2.4e-06
2517,2017-06-06,21.325,0.928,,0.216,0.698,,2.15,0.243,2.56e-05
2518,2017-06-07,24.477,0.96,,0.194,0.728,,2.174,0.204,
2519,2017-06-08,19.237,0.832,,0.192,0.786,,1.365,0.224,2.62e-05
2520,2017-06-09,19.451,0.871,,0.183,0.763,,1.658,0.228,3.38e-06
2521,2017-06-10,18.161,0.735,,0.201,0.755,,1.791,0.222,3.52e-05
2522,2017-06-11,16.336,1.076,,0.205,0.472,,1.604,0.322,4.4e-05
2523,2017-06-12,18.246,1.639,,0.172,0.473,,2.492,0.269,4.61e-05
2524,2017-06-13,21.393,0.991,,0.169,0.412,,1.829,0.228,1.1e-05
2525,2017-06-14,20.634,0.865,,0.168,0.591,,2.097,0.254,2.08e-05
2526,2017-06-15,18.563,0.949,,0.169,0.545,,1.642,0.2,0.000107
2527,2017-06-16,16.875,0.872,,0.169,0.689,,1.637,0.181,3.41e-05
2528,2017-06-17,14.669,0.806,,0.179,0.874,,1.514,0.182,3.08e-05
2529,2017-06-18,13.306,0.846,,0.16,0.531,,1.133,0.211,3.43e-05
2530,2017-06-19,17.029,0.947,,0.171,0.674,,1.647,0.223,4.2e-05
2531,2017-06-20,18.398,2.454,,0.181,0.674,,1.708,0.269,0.00028
2532,2017-06-21,20.92,3.168,,0.167,0.69,,1.263,0.27,4.23e-05
2533,2017-06-22,20.475,2.426,,0.161,0.762,,1.186,0.241,0.0016
2534,2017-06-23,14.5,1.705,,0.166,0.745,,1.816,0.148,
2535,2017-06-24,14.416,2.072,,0.157,0.653,,0.923,0.185,0.00305
2536,2017-06-25,14.511,1.481,,0.177,1.164,,1.261,,5.26e-05
2537,2017-06-26,17.452,1.861,,0.183,1.727,,2.18,0.218,8.94e-05
2538,2017-06-27,18.353,1.195,,0.176,0.939,,1.611,0.251,8.91e-06
2539,2017-06-28,16.439,2.008,,0.15,0.477,,1.719,0.167,
2540,2017-06-29,18.548,1.631,,0.148,0.368,,1.345,,3.4e-05
2541,2017-06-30,15.658,1.236,,0.144,0.428,,1.171,0.161,4.35e-05
2542,2017-07-01,11.081,1.125,,0.145,0.275,,1.412,0.135,1.65e-05
2543,2017-07-02,7.773,1.132,,0.162,0.317,,1.112,0.172,3.66e-05
2544,2017-07-03,11.767,1.478,,0.157,0.787,,1.904,0.194,2.24e-05
2545,2017-07-04,13.329,1.3,,0.155,0.755,,1.227,0.183,8.46e-05
2546,2017-07-05,10.82,1.428,,0.18,0.653,,1.698,0.0751,7.12e-05
2547,2017-07-06,11.984,1.076,,0.151,0.535,,2.129,0.224,1.96e-05
2548,2017-07-07,11.517,1.229,,0.146,0.453,,1.209,0.222,4.95e-05
2549,2017-07-08,8.539,1.261,,0.158,0.341,,0.771,0.183,4.81e-05
2550,2017-07-09,8.359,0.906,,0.156,0.261,,1.427,0.185,0.000336
2551,2017-07-10,7.71,1.026,,0.169,0.368,,2.743,0.158,2.22e-05
2552,2017-07-11,8.763,1.132,,0.173,0.408,,1.212,0.155,7.59e-05
2553,2017-07-12,9.138,1.308,,0.158,0.409,,1.334,0.137,0.0004
2554,2017-07-13,9.705,1.308,,0.148,0.351,,1.556,0.09,2.35e-05
2555,2017-07-14,11.035,1.107,,0.143,0.417,,1.346,0.151,3.72e-05
2556,2017-07-15,19.255,1.127,,0.142,0.335,,1.526,0.148,3.37e-05
2557,2017-07-16,7.578,1.097,,0.15,0.3,,1.371,0.142,1.63e-05
2558,2017-07-17,9.675,1.121,,0.148,0.369,,1.692,0.108,3.6e-05
2559,2017-07-18,9.823,1.671,,0.157,0.595,,1.404,0.136,2.05e-05
2560,2017-07-19,9.772,1.256,,0.161,0.492,,1.492,0.12,1e-05
2561,2017-07-20,10.177,0.995,,0.151,0.949,,1.799,0.185,9.05e-05
2562,2017-07-21,11.489,1.07,,0.146,0.435,,1.549,0.145,2.82e-05
2563,2017-07-22,7.883,0.888,,0.14,0.435,,1.18,0.147,
2564,2017-07-23,5.515,1.123,,0.166,0.311,,1.14,0.0869,
2565,2017-07-24,6.985,1.207,,0.147,0.378,,1.549,0.131,0.000153
2566,2017-07-25,8.352,1.369,,0.149,0.397,,1.622,0.122,5.74e-05
2567,2017-07-26,8.36,1.129,,0.149,0.332,,1.644,0.0853,2.52e-05
2568,2017-07-27,7.956,1.037,,0.139,0.274,,1.97,0.136,0.000104
2569,2017-07-28,9.137,1.085,,0.273,0.261,,1.49,0.768,3.63e-05
2570,2017-07-29,7.389,0.799,,0.151,0.261,,1.171,0.143,6.81e-05
2571,2017-07-30,6.996,0.804,,0.147,0.214,,1.241,0.159,0.000112
2572,2017-07-31,9.713,0.917,,0.18,0.483,,1.299,0.234,1.96e-05
2573,2017-08-01,3.922,1.174,,0.148,0.523,2.516,1.164,0.164,0.000121
2574,2017-08-02,6.432,1.073,,0.154,0.45,4.475,1.583,0.151,4.29e-06
2575,2017-08-03,6.745,1.08,,0.172,0.485,2.587,1.467,0.164,6.76e-05
2576,2017-08-04,4.83,0.985,,0.147,0.49,5.243,1.53,0.0672,3.12e-05
2577,2017-08-05,4.886,1.072,,0.152,0.524,4.485,1.697,0.167,7.15e-05
2578,2017-08-06,4.786,1.103,,0.152,0.472,0.78,1.498,0.208,3.04e-05
2579,2017-08-07,5.992,1.424,,0.186,0.525,0.887,1.775,0.167,0.000371
2580,2017-08-08,7.204,1.49,,0.156,0.598,2.857,3.034,0.269,0.000175
2581,2017-08-09,8.478,1.179,,0.141,0.522,0.466,1.781,0.2,0.000116
2582,2017-08-10,10.346,1.387,,0.146,0.487,0.427,1.252,0.182,0.000175
2583,2017-08-11,11.551,1.532,,0.173,0.551,0.571,1.756,0.18,0.000102
2584,2017-08-12,11.108,1.49,,0.161,0.436,0.514,2.13,0.253,0.00363
2585,2017-08-13,9.306,1.324,,0.167,0.341,0.499,2.145,0.195,3.21e-05
2586,2017-08-14,13.302,1.488,,0.185,0.624,0.511,2.159,0.237,0.000606
2587,2017-08-15,15.579,1.649,,0.193,0.741,0.352,2.887,0.227,0.000117
2588,2017-08-16,17.625,3.083,,0.177,0.659,0.413,2.636,0.218,0.000128
2589,2017-08-17,14.042,2.341,,0.186,0.548,1.037,2.389,0.234,
2590,2017-08-18,15.365,2.926,,0.185,0.607,1.077,1.805,0.226,0.000127
2591,2017-08-19,12.355,1.97,,0.153,0.512,0.73,3.078,0.319,3.72e-05
2592,2017-08-20,11.401,1.268,,0.162,0.303,0.156,1.225,0.207,3.96e-05
2593,2017-08-21,17.176,1.384,,0.169,0.536,0.078,4.854,0.223,7.03e-05
2594,2017-08-22,23.108,1.357,,0.15,0.419,0.0627,4.839,0.229,3.04e-05
2595,2017-08-23,21.435,1.322,,0.178,0.721,1.507,4.505,0.248,7.41e-06
2596,2017-08-24,23.424,1.36,,0.171,0.665,0.106,4.784,0.205,0.000176
2597,2017-08-25,25.23,1.542,,0.191,0.458,0.0684,4.083,0.206,0.000293
2598,2017-08-26,24.483,1.493,,0.166,0.384,0.0469,4.189,0.347,1.48e-05
2599,2017-08-27,15.635,1.398,,0.173,0.39,0.547,3.475,0.227,0.000502
2600,2017-08-28,19.006,1.657,,0.189,0.399,0.205,5.238,0.307,0.000356
2601,2017-08-29,19.875,2.49,,0.198,0.42,0.29,4.675,0.291,5.8e-05
2602,2017-08-30,15.62,2.133,,0.192,0.349,0.371,3.473,0.267,5.25e-05
2603,2017-08-31,16.869,3.17,,0.187,0.37,0.409,2.073,0.235,0.0001
2604,2017-09-01,14.972,2.467,,0.179,0.516,0.261,2.295,0.237,0.000147
2605,2017-09-02,12.419,1.849,,0.191,0.466,0.168,2.024,0.265,1.64e-05
2606,2017-09-03,11.058,1.514,,0.171,0.395,0.155,1.991,0.0615,1.56e-06
2607,2017-09-04,12.957,2.418,,0.247,0.775,0.271,2.614,0.232,9.9e-05
2608,2017-09-05,10.279,2.897,,0.177,0.664,0.171,2.558,0.284,1.67e-06
2609,2017-09-06,11.871,3.721,,0.184,0.53,0.138,2.938,0.282,3.7e-05
2610,2017-09-07,10.479,3.508,,0.185,0.351,0.0934,1.878,0.205,0.000266
2611,2017-09-08,9.059,3.608,,0.203,0.343,0.0747,2.208,0.215,0.000156
2612,2017-09-09,6.421,2.182,,0.194,0.453,0.0792,1.431,0.208,1.54e-05
2613,2017-09-10,7.672,2.001,,0.211,0.62,0.0618,1.971,0.164,3.19e-05
2614,2017-09-11,6.846,1.943,,0.203,0.362,0.0568,1.561,0.195,1.01e-05
2615,2017-09-12,5.963,2.418,,0.194,0.359,0.0563,1.347,0.229,3.03e-05
2616,2017-09-13,5.334,2.256,,0.187,0.39,0.0627,1.942,0.234,3.33e-06
2617,2017-09-14,6.606,2.0,,0.228,0.482,0.0981,2.124,0.237,8.62e-06
2618,2017-09-15,7.214,3.001,,0.27,0.78,0.0967,2.403,0.279,3.49e-05
2619,2017-09-16,5.375,3.152,,0.249,0.78,0.088,1.212,0.251,5.82e-05
2620,2017-09-17,4.327,1.803,,0.225,0.449,0.0344,1.717,0.21,6.3e-05
2621,2017-09-18,9.591,1.979,,0.275,0.602,0.0313,2.304,0.262,1.14e-05
2622,2017-09-19,8.183,1.86,,0.263,0.439,0.0441,1.776,0.211,0.000234
2623,2017-09-20,9.104,2.724,,0.266,0.352,0.046,1.364,0.243,6.42e-05
2624,2017-09-21,5.84,1.59,,0.248,0.31,0.272,1.538,0.314,3.42e-05
2625,2017-09-22,6.321,1.802,,0.243,0.267,0.0265,1.73,0.229,5.45e-05
2626,2017-09-23,4.588,1.895,,0.263,0.228,0.0214,1.811,0.138,7.71e-06
2627,2017-09-24,4.416,2.553,,0.264,0.218,0.0338,1.445,0.193,0.000132
2628,2017-09-25,8.623,2.336,,0.291,0.338,0.0399,1.786,0.227,1.47e-05
2629,2017-09-26,8.008,2.37,,0.298,0.316,0.0292,2.178,0.224,0.000216
2630,2017-09-27,7.248,2.25,,0.295,0.343,0.0338,2.679,0.198,1.26e-05
2631,2017-09-28,5.732,2.25,,0.296,0.31,0.141,1.7,0.197,1.09e-05
2632,2017-09-29,5.18,2.094,,0.295,0.269,0.767,1.79,0.192,
2633,2017-09-30,5.557,2.301,,0.326,0.242,0.0239,1.997,0.14,
2634,2017-10-01,6.83,2.071,,0.298,0.207,0.0116,1.864,0.15,
2635,2017-10-02,8.784,2.118,,0.266,0.225,0.0244,2.074,0.174,0.000288
2636,2017-10-03,6.255,2.361,,0.297,0.204,0.583,1.968,0.0508,2.32e-05
2637,2017-10-04,7.551,2.343,,0.305,0.186,0.0194,1.529,0.163,3.51e-05
2638,2017-10-05,9.311,2.355,,0.3,0.206,0.0192,1.469,0.146,9.92e-05
2639,2017-10-06,6.991,2.668,,0.306,0.195,0.275,1.713,0.111,0.00012
2640,2017-10-07,5.198,1.985,,0.313,0.188,0.0697,1.402,0.151,5.32e-06
2641,2017-10-08,4.687,2.213,,0.309,0.199,0.12,1.955,0.139,5.56e-05
2642,2017-10-09,6.912,2.351,,0.311,0.239,0.164,2.23,0.181,9.89e-05
2643,2017-10-10,7.721,2.437,,0.329,0.239,0.148,1.957,0.182,0.000348
2644,2017-10-11,7.867,2.656,,0.432,0.207,0.155,1.798,0.164,4.32e-05
