,Time,BTC_Mining_Profitability,ETH_Mining_Profitability,XRP_Mining_Profitability,DOGE_Mining_Profitability,LTC_Mining_Profitability,BCH_Mining_Profitability,XMR_Mining_Profitability,DASH_Mining_Profitability,ZEC_Mining_Profitability
223,2011-02-25,2.63e-05,,,,,,,,
224,2011-02-26,2.86e-05,,,,,,,,
225,2011-02-27,1.79e-05,,,,,,,,
226,2011-02-28,1.33e-05,,,,,,,,
227,2011-03-01,1.47e-05,,,,,,,,
228,2011-03-02,1.82e-05,,,,,,,,
229,2011-03-03,1.83e-05,,,,,,,,
230,2011-03-04,1.8e-05,,,,,,,,
231,2011-03-05,1.86e-05,,,,,,,,
232,2011-03-06,1.6e-05,,,,,,,,
233,2011-03-07,1.32e-05,,,,,,,,
234,2011-03-08,1.51e-05,,,,,,,,
235,2011-03-09,1.3e-05,,,,,,,,
236,2011-03-10,9.77e-06,,,,,,,,
237,2011-03-11,1.22e-05,,,,,,,,
238,2011-03-12,1.27e-05,,,,,,,,
239,2011-03-13,1.06e-05,,,,,,,,
240,2011-03-14,1.18e-05,,,,,,,,
241,2011-03-15,1.21e-05,,,,,,,,
242,2011-03-16,1.16e-05,,,,,,,,
243,2011-03-17,1.2e-05,,,,,,,,
244,2011-03-18,9.43e-06,,,,,,,,
245,2011-03-19,1.02e-05,,,,,,,,
246,2011-03-20,1.09e-05,,,,,,,,
247,2011-03-21,1.02e-05,,,,,,,,
248,2011-03-22,9.08e-06,,,,,,,,
249,2011-03-23,1.25e-05,,,,,,,,
250,2011-03-24,1.06e-05,,,,,,,,
251,2011-03-25,1.44e-05,,,,,,,,
252,2011-03-26,1.14e-05,,,,,,,,
253,2011-03-27,1.16e-05,,,,,,,,
254,2011-03-28,1.3e-05,,,,,,,,
255,2011-03-29,1.14e-05,,,,,,,,
256,2011-03-30,1.16e-05,,,,,,,,
257,2011-03-31,1.24e-05,,,,,,,,
258,2011-04-01,1.07e-05,,,,,,,,
259,2011-04-02,1.13e-05,,,,,,,,
260,2011-04-03,1.15e-05,,,,,,,,
261,2011-04-04,1.04e-05,,,,,,,,
262,2011-04-05,1.03e-05,,,,,,,,
263,2011-04-06,8.14e-06,,,,,,,,
264,2011-04-07,8.93e-06,,,,,,,,
265,2011-04-08,9.87e-06,,,,,,,,
266,2011-04-09,8.64e-06,,,,,,,,
267,2011-04-10,9.55e-06,,,,,,,,
268,2011-04-11,9.28e-06,,,,,,,,
269,2011-04-12,9.82e-06,,,,,,,,
270,2011-04-13,1.11e-05,,,,,,,,
271,2011-04-14,1.1e-05,,,,,,,,
272,2011-04-15,1.13e-05,,,,,,,,
273,2011-04-16,1.35e-05,,,,,,,,
274,2011-04-17,1.38e-05,,,,,,,,
275,2011-04-18,1.19e-05,,,,,,,,
276,2011-04-19,1.38e-05,,,,,,,,
277,2011-04-20,1.21e-05,,,,,,,,
278,2011-04-21,1.21e-05,,,,,,,,
279,2011-04-22,1.54e-05,,,,,,,,
280,2011-04-23,1.69e-05,,,,,,,,
281,2011-04-24,1.79e-05,,,,,,,,
282,2011-04-25,1.92e-05,,,,,,,,
283,2011-04-26,1.79e-05,,,,,,,,
284,2011-04-27,1.92e-05,,,,,,,,
285,2011-04-28,2.24e-05,,,,,,,,
286,2011-04-29,2.88e-05,,,,,,,,
287,2011-04-30,2.96e-05,,,,,,,,
288,2011-05-01,2.92e-05,,,,,,,,
289,2011-05-02,2.96e-05,,,,,,,,
290,2011-05-03,3.01e-05,,,,,,,,
291,2011-05-04,3.19e-05,,,,,,,,
292,2011-05-05,3.22e-05,,,,,,,,
293,2011-05-06,3.18e-05,,,,,,,,
294,2011-05-07,3.17e-05,,,,,,,,
295,2011-05-08,3.6e-05,,,,,,,,
296,2011-05-09,3.36e-05,,,,,,,,
297,2011-05-10,2.64e-05,,,,,,,,
298,2011-05-11,3.69e-05,,,,,,,,
299,2011-05-12,3.6e-05,,,,,,,,
300,2011-05-13,5.09e-05,,,,,,,,
301,2011-05-14,5.09e-05,,,,,,,,
302,2011-05-15,4.24e-05,,,,,,,,
303,2011-05-16,5.14e-05,,,,,,,,
304,2011-05-17,4.93e-05,,,,,,,,
305,2011-05-18,4.57e-05,,,,,,,,
306,2011-05-19,2.25e-05,,,,,,,,
307,2011-05-20,2.7e-05,,,,,,,,
308,2011-05-21,2.54e-05,,,,,,,,
309,2011-05-22,2.69e-05,,,,,,,,
310,2011-05-23,3.14e-05,,,,,,,,
311,2011-05-24,3.09e-05,,,,,,,,
312,2011-05-25,3.32e-05,,,,,,,,
313,2011-05-26,2.93e-05,,,,,,,,
314,2011-05-27,1.46e-05,,,,,,,,
315,2011-05-28,1.83e-05,,,,,,,,
316,2011-05-29,2.12e-05,,,,,,,,
317,2011-05-30,1.88e-05,,,,,,,,
318,2011-05-31,1.98e-05,,,,,,,,
319,2011-06-01,2.38e-05,,,,,,,,
320,2011-06-02,2.3e-05,,,,,,,,
321,2011-06-03,2.92e-05,,,,,,,,
322,2011-06-04,4.07e-05,,,,,,,,
323,2011-06-05,4.05e-05,,,,,,,,
324,2011-06-06,3.59e-05,,,,,,,,
325,2011-06-07,3.47e-05,,,,,,,,
326,2011-06-08,4.89e-05,,,,,,,,
327,2011-06-09,5.58e-05,,,,,,,,
328,2011-06-10,4.71e-05,,,,,,,,
329,2011-06-11,3.79e-05,,,,,,,,
330,2011-06-12,2.83e-05,,,,,,,,
331,2011-06-13,3.35e-05,,,,,,,,
332,2011-06-14,3.64e-05,,,,,,,,
333,2011-06-15,2.88e-05,,,,,,,,
334,2011-06-16,1.67e-05,,,,,,,,
335,2011-06-17,1.89e-05,,,,,,,,
336,2011-06-18,1.96e-05,,,,,,,,
337,2011-06-19,2.06e-05,,,,,,,,
338,2011-06-20,1.99e-05,,,,,,,,
339,2011-06-21,2.07e-05,,,,,,,,
340,2011-06-22,1.93e-05,,,,,,,,
341,2011-06-23,1.92e-05,,,,,,,,
342,2011-06-24,1.39e-05,,,,,,,,
343,2011-06-25,1.09e-05,,,,,,,,
344,2011-06-26,1.22e-05,,,,,,,,
345,2011-06-27,1.31e-05,,,,,,,,
346,2011-06-28,1.26e-05,,,,,,,,
347,2011-06-29,1.25e-05,,,,,,,,
348,2011-06-30,1.28e-05,,,,,,,,
349,2011-07-01,1.07e-05,,,,,,,,
350,2011-07-02,1.09e-05,,,,,,,,
351,2011-07-03,1.11e-05,,,,,,,,
352,2011-07-04,1.11e-05,,,,,,,,
353,2011-07-05,8.66e-06,,,,,,,,
354,2011-07-06,1.02e-05,,,,,,,,
355,2011-07-07,8.62e-06,,,,,,,,
356,2011-07-08,1.09e-05,,,,,,,,
357,2011-07-09,8.57e-06,,,,,,,,
358,2011-07-10,8.91e-06,,,,,,,,
359,2011-07-11,9.75e-06,,,,,,,,
360,2011-07-12,8.82e-06,,,,,,,,
361,2011-07-13,1.02e-05,,,,,,,,
362,2011-07-14,7.89e-06,,,,,,,,
363,2011-07-15,9.24e-06,,,,,,,,
364,2011-07-16,8.35e-06,,,,,,,,
365,2011-07-17,9.3e-06,,,,,,,,
366,2011-07-18,8.88e-06,,,,,,,,
367,2011-07-19,7.41e-06,,,,,,,,
368,2011-07-20,8.75e-06,,,,,,,,
369,2011-07-21,8.08e-06,,,,,,,,
370,2011-07-22,8.21e-06,,,,,,,,
371,2011-07-23,7.97e-06,,,,,,,,
372,2011-07-24,8.54e-06,,,,,,,,
373,2011-07-25,8.36e-06,,,,,,,,
374,2011-07-26,8.81e-06,,,,,,,,
375,2011-07-27,7.87e-06,,,,,,,,
376,2011-07-28,7.52e-06,,,,,,,,
377,2011-07-29,8.29e-06,,,,,,,,
378,2011-07-30,7.99e-06,,,,,,,,
379,2011-07-31,8.36e-06,,,,,,,,
380,2011-08-01,6.89e-06,,,,,,,,
381,2011-08-02,6.66e-06,,,,,,,,
382,2011-08-03,5.75e-06,,,,,,,,
383,2011-08-04,4.8e-06,,,,,,,,
384,2011-08-05,5.76e-06,,,,,,,,
385,2011-08-06,4.02e-06,,,,,,,,
386,2011-08-07,3.86e-06,,,,,,,,
387,2011-08-08,4.38e-06,,,,,,,,
388,2011-08-09,5.01e-06,,,,,,,,
389,2011-08-10,5.07e-06,,,,,,,,
390,2011-08-11,5.14e-06,,,,,,,,
391,2011-08-12,4.98e-06,,,,,,,,
392,2011-08-13,4.96e-06,,,,,,,,
393,2011-08-14,5.97e-06,,,,,,,,
394,2011-08-15,5.44e-06,,,,,,,,
395,2011-08-16,6.85e-06,,,,,,,,
396,2011-08-17,5.92e-06,,,,,,,,
397,2011-08-18,5.91e-06,,,,,,,,
398,2011-08-19,5.95e-06,,,,,,,,
399,2011-08-20,6.95e-06,,,,,,,,
400,2011-08-21,6.79e-06,,,,,,,,
401,2011-08-22,6e-06,,,,,,,,
402,2011-08-23,5.64e-06,,,,,,,,
403,2011-08-24,5.68e-06,,,,,,,,
404,2011-08-25,5.8e-06,,,,,,,,
405,2011-08-26,4.97e-06,,,,,,,,
406,2011-08-27,4.38e-06,,,,,,,,
407,2011-08-28,4.83e-06,,,,,,,,
408,2011-08-29,5.48e-06,,,,,,,,
409,2011-08-30,5.01e-06,,,,,,,,
410,2011-08-31,4.84e-06,,,,,,,,
411,2011-09-01,4.36e-06,,,,,,,,
412,2011-09-02,5.07e-06,,,,,,,,
413,2011-09-03,4.73e-06,,,,,,,,
414,2011-09-04,4.68e-06,,,,,,,,
415,2011-09-05,4.76e-06,,,,,,,,
416,2011-09-06,4.11e-06,,,,,,,,
417,2011-09-07,3.59e-06,,,,,,,,
418,2011-09-08,3.88e-06,,,,,,,,
419,2011-09-09,3.62e-06,,,,,,,,
420,2011-09-10,2.51e-06,,,,,,,,
421,2011-09-11,2.75e-06,,,,,,,,
422,2011-09-12,3.62e-06,,,,,,,,
423,2011-09-13,3.43e-06,,,,,,,,
424,2011-09-14,3.28e-06,,,,,,,,
425,2011-09-15,3.21e-06,,,,,,,,
426,2011-09-16,2.43e-06,,,,,,,,
427,2011-09-17,2.98e-06,,,,,,,,
428,2011-09-18,2.87e-06,,,,,,,,
429,2011-09-19,2.75e-06,,,,,,,,
430,2011-09-20,3.59e-06,,,,,,,,
431,2011-09-21,3.34e-06,,,,,,,,
432,2011-09-22,3.17e-06,,,,,,,,
433,2011-09-23,2.93e-06,,,,,,,,
434,2011-09-24,3.22e-06,,,,,,,,
435,2011-09-25,3.03e-06,,,,,,,,
436,2011-09-26,3e-06,,,,,,,,
437,2011-09-27,2.71e-06,,,,,,,,
438,2011-09-28,3.07e-06,,,,,,,,
439,2011-09-29,2.6e-06,,,,,,,,
440,2011-09-30,2.79e-06,,,,,,,,
441,2011-10-01,3.48e-06,,,,,,,,
442,2011-10-02,2.64e-06,,,,,,,,
443,2011-10-03,3.25e-06,,,,,,,,
444,2011-10-04,2.5e-06,,,,,,,,
445,2011-10-05,3.37e-06,,,,,,,,
446,2011-10-06,2.58e-06,,,,,,,,
447,2011-10-07,2.9e-06,,,,,,,,
448,2011-10-08,2.21e-06,,,,,,,,
449,2011-10-09,2.56e-06,,,,,,,,
450,2011-10-10,2.43e-06,,,,,,,,
451,2011-10-11,2e-06,,,,,,,,
452,2011-10-12,2.55e-06,,,,,,,,
453,2011-10-13,2.47e-06,,,,,,,,
454,2011-10-14,3.05e-06,,,,,,,,
455,2011-10-15,2.52e-06,,,,,,,,
456,2011-10-16,2.39e-06,,,,,,,,
457,2011-10-17,2.1e-06,,,,,,,,
458,2011-10-18,1.68e-06,,,,,,,,
459,2011-10-19,1.68e-06,,,,,,,,
460,2011-10-20,1.52e-06,,,,,,,,
461,2011-10-21,1.59e-06,,,,,,,,
462,2011-10-22,1.81e-06,,,,,,,,
463,2011-10-23,2.26e-06,,,,,,,,
464,2011-10-24,2.19e-06,,,,,,,,
465,2011-10-25,1.8e-06,,,,,,,,
466,2011-10-26,1.82e-06,,,,,,,,
467,2011-10-27,1.77e-06,,,,,,,,
468,2011-10-28,2.2e-06,,,,,,,,
469,2011-10-29,2.25e-06,,,,,,,,
470,2011-10-30,2.54e-06,,,,,,,,
471,2011-10-31,2.75e-06,,,,,,,,
472,2011-11-01,2.9e-06,,,,,,,,
473,2011-11-02,2.74e-06,,,,,,,,
474,2011-11-03,2.36e-06,,,,,,,,
475,2011-11-04,2.88e-06,,,,,,,,
476,2011-11-05,2.42e-06,,,,,,,,
477,2011-11-06,2.42e-06,,,,,,,,
478,2011-11-07,2.49e-06,,,,,,,,
479,2011-11-08,2.71e-06,,,,,,,,
480,2011-11-09,2.54e-06,,,,,,,,
481,2011-11-10,2.2e-06,,,,,,,,
482,2011-11-11,2.3e-06,,,,,,,,
483,2011-11-12,2.78e-06,,,,,,,,
484,2011-11-13,2.49e-06,,,,,,,,
485,2011-11-14,2.2e-06,,,,,,,,
486,2011-11-15,2e-06,,,,,,,,
487,2011-11-16,1.92e-06,,,,,,,,
488,2011-11-17,2.03e-06,,,,,,,,
489,2011-11-18,1.81e-06,,,,,,,,
490,2011-11-19,1.57e-06,,,,,,,,
491,2011-11-20,2.21e-06,,,,,,,,
492,2011-11-21,1.61e-06,,,,,,,,
493,2011-11-22,2.05e-06,,,,,,,,
494,2011-11-23,1.92e-06,,,,,,,,
495,2011-11-24,1.88e-06,,,,,,,,
496,2011-11-25,2.28e-06,,,,,,,,
497,2011-11-26,1.99e-06,,,,,,,,
498,2011-11-27,1.98e-06,,,,,,,,
499,2011-11-28,2.23e-06,,,,,,,,
500,2011-11-29,2.36e-06,,,,,,,,
501,2011-11-30,2.97e-06,,,,,,,,
502,2011-12-01,2.88e-06,,,,,,,,
503,2011-12-02,2.39e-06,,,,,,,,
504,2011-12-03,2.92e-06,,,,,,,,
505,2011-12-04,2.43e-06,,,,,,,,
506,2011-12-05,2.72e-06,,,,,,,,
507,2011-12-06,2.87e-06,,,,,,,,
508,2011-12-07,2.47e-06,,,,,,,,
509,2011-12-08,3.07e-06,,,,,,,,
510,2011-12-09,2.66e-06,,,,,,,,
511,2011-12-10,2.52e-06,,,,,,,,
512,2011-12-11,3.2e-06,,,,,,,,
513,2011-12-12,2.63e-06,,,,,,,,
514,2011-12-13,2.9e-06,,,,,,,,
515,2011-12-14,2.94e-06,,,,,,,,
516,2011-12-15,2.35e-06,,,,,,,,
517,2011-12-16,2.73e-06,,,,,,,,
518,2011-12-17,3.15e-06,,,,,,,,
519,2011-12-18,2.65e-06,,,,,,,,
520,2011-12-19,3.14e-06,,,,,,,,
521,2011-12-20,3e-06,,,,,,,,
522,2011-12-21,3.44e-06,,,,,,,,
523,2011-12-22,3.54e-06,,,,,,,,
524,2011-12-23,3.21e-06,,,,,,,,
525,2011-12-24,3.56e-06,,,,,,,,
526,2011-12-25,3.95e-06,,,,,,,,
527,2011-12-26,3.49e-06,,,,,,,,
528,2011-12-27,3.06e-06,,,,,,,,
529,2011-12-28,3.74e-06,,,,,,,,
530,2011-12-29,3.3e-06,,,,,,,,
531,2011-12-30,4.09e-06,,,,,,,,
532,2011-12-31,3.8e-06,,,,,,,,
533,2012-01-01,4.42e-06,,,,,,,,
534,2012-01-02,4.56e-06,,,,,,,,
535,2012-01-03,4.33e-06,,,,,,,,
536,2012-01-04,4.24e-06,,,,,,,,
537,2012-01-05,5.67e-06,,,,,,,,
538,2012-01-06,6.03e-06,,,,,,,,
539,2012-01-07,6.07e-06,,,,,,,,
540,2012-01-08,5.72e-06,,,,,,,,
541,2012-01-09,5.42e-06,,,,,,,,
542,2012-01-10,4.73e-06,,,,,,,,
543,2012-01-11,5.56e-06,,,,,,,,
544,2012-01-12,5.18e-06,,,,,,,,
545,2012-01-13,5.46e-06,,,,,,,,
546,2012-01-14,5.33e-06,,,,,,,,
547,2012-01-15,5.09e-06,,,,,,,,
548,2012-01-16,6.33e-06,,,,,,,,
549,2012-01-17,4.67e-06,,,,,,,,
550,2012-01-18,4.02e-06,,,,,,,,
551,2012-01-19,5.51e-06,,,,,,,,
552,2012-01-20,5.36e-06,,,,,,,,
553,2012-01-21,5.05e-06,,,,,,,,
554,2012-01-22,4.39e-06,,,,,,,,
555,2012-01-23,5.23e-06,,,,,,,,
556,2012-01-24,4.7e-06,,,,,,,,
557,2012-01-25,4.52e-06,,,,,,,,
558,2012-01-26,4.41e-06,,,,,,,,
559,2012-01-27,4.08e-06,,,,,,,,
560,2012-01-28,4.12e-06,,,,,,,,
561,2012-01-29,4.65e-06,,,,,,,,
562,2012-01-30,4.24e-06,,,,,,,,
563,2012-01-31,3.84e-06,,,,,,,,
564,2012-02-01,4.37e-06,,,,,,,,
565,2012-02-02,5.05e-06,,,,,,,,
566,2012-02-03,4.32e-06,,,,,,,,
567,2012-02-04,4.53e-06,,,,,,,,
568,2012-02-05,4.03e-06,,,,,,,,
569,2012-02-06,4.03e-06,,,,,,,,
570,2012-02-07,3.93e-06,,,,,,,,
571,2012-02-08,4.3e-06,,,,,,,,
572,2012-02-09,4.31e-06,,,,,,,,
573,2012-02-10,3.96e-06,,,,,,,,
574,2012-02-11,4.51e-06,,,,,,,,
575,2012-02-12,4.06e-06,,,,,,,,
576,2012-02-13,3.52e-06,,,,,,,,
