,Time,BTC_Average_Hash_Rate_Hashes_Per_Second,ETH_Average_Hash_Rate_Hashes_Per_Second,XRP_Average_Hash_Rate_Hashes_Per_Second,DOGE_Average_Hash_Rate_Hashes_Per_Second,LTC_Average_Hash_Rate_Hashes_Per_Second,BCH_Average_Hash_Rate_Hashes_Per_Second,XMR_Average_Hash_Rate_Hashes_Per_Second,DASH_Average_Hash_Rate_Hashes_Per_Second,ZEC_Average_Hash_Rate_Hashes_Per_Second
161,2009-06-13,3794747.0,,,,,,,,
162,2009-06-14,3784170.0,,,,,,,,
163,2009-06-15,3798045.0,,,,,,,,
164,2009-06-16,4028873.0,,,,,,,,
165,2009-06-17,3571380.0,,,,,,,,
166,2009-06-18,4148214.0,,,,,,,,
167,2009-06-19,4169764.0,,,,,,,,
168,2009-06-20,4136737.0,,,,,,,,
169,2009-06-21,3844934.0,,,,,,,,
170,2009-06-22,3998957.0,,,,,,,,
171,2009-06-23,3927254.0,,,,,,,,
172,2009-06-24,3886099.0,,,,,,,,
173,2009-06-25,4296673.0,,,,,,,,
174,2009-06-26,3970072.0,,,,,,,,
175,2009-06-27,4238026.0,,,,,,,,
176,2009-06-28,3318925.0,,,,,,,,
177,2009-06-29,3177062.0,,,,,,,,
178,2009-06-30,4187787.0,,,,,,,,
179,2009-07-01,4350650.0,,,,,,,,
180,2009-07-02,3695130.0,,,,,,,,
181,2009-07-03,4075098.0,,,,,,,,
182,2009-07-04,4336577.0,,,,,,,,
183,2009-07-05,4141006.0,,,,,,,,
184,2009-07-06,4168048.0,,,,,,,,
185,2009-07-07,3617010.0,,,,,,,,
186,2009-07-08,3766780.0,,,,,,,,
187,2009-07-09,3830518.0,,,,,,,,
188,2009-07-10,4250737.0,,,,,,,,
189,2009-07-11,4097964.0,,,,,,,,
190,2009-07-12,3799849.0,,,,,,,,
191,2009-07-13,3947225.0,,,,,,,,
192,2009-07-14,3633524.0,,,,,,,,
193,2009-07-15,2544577.0,,,,,,,,
194,2009-07-16,3272008.0,,,,,,,,
195,2009-07-17,3478033.0,,,,,,,,
196,2009-07-18,1055267.0,,,,,,,,
197,2009-07-19,2192714.0,,,,,,,,
198,2009-07-20,3786172.0,,,,,,,,
199,2009-07-21,3801665.0,,,,,,,,
200,2009-07-22,3615925.0,,,,,,,,
201,2009-07-23,3215262.0,,,,,,,,
202,2009-07-24,3887818.0,,,,,,,,
203,2009-07-25,3567963.0,,,,,,,,
204,2009-07-26,929081.0,,,,,,,,
205,2009-07-27,2682140.0,,,,,,,,
206,2009-07-28,3057924.0,,,,,,,,
207,2009-07-29,1470810.0,,,,,,,,
208,2009-07-30,809305.0,,,,,,,,
209,2009-07-31,763174.0,,,,,,,,
210,2009-08-01,1146511.0,,,,,,,,
211,2009-08-02,1423977.0,,,,,,,,
212,2009-08-03,951137.0,,,,,,,,
213,2009-08-04,2438424.0,,,,,,,,
214,2009-08-05,4513934.0,,,,,,,,
215,2009-08-06,4568279.0,,,,,,,,
216,2009-08-07,3940965.0,,,,,,,,
217,2009-08-08,4116411.0,,,,,,,,
218,2009-08-09,4501425.0,,,,,,,,
219,2009-08-10,4467046.0,,,,,,,,
220,2009-08-11,3477047.0,,,,,,,,
221,2009-08-12,3494408.0,,,,,,,,
222,2009-08-13,3696232.0,,,,,,,,
223,2009-08-14,3549748.0,,,,,,,,
224,2009-08-15,2217933.0,,,,,,,,
225,2009-08-16,1134383.0,,,,,,,,
226,2009-08-17,992942.0,,,,,,,,
227,2009-08-18,705368.0,,,,,,,,
228,2009-08-19,675046.0,,,,,,,,
229,2009-08-20,1208754.0,,,,,,,,
230,2009-08-21,971405.0,,,,,,,,
231,2009-08-22,462433.0,,,,,,,,
232,2009-08-23,567412.0,,,,,,,,
233,2009-08-24,545988.0,,,,,,,,
234,2009-08-25,2103352.0,,,,,,,,
235,2009-08-26,2125731.0,,,,,,,,
236,2009-08-27,1902934.0,,,,,,,,
237,2009-08-28,2726337.0,,,,,,,,
238,2009-08-29,3885231.0,,,,,,,,
239,2009-08-30,4239305.0,,,,,,,,
240,2009-08-31,4839429.0,,,,,,,,
241,2009-09-01,4173932.0,,,,,,,,
242,2009-09-02,3435210.0,,,,,,,,
243,2009-09-03,3160879.0,,,,,,,,
244,2009-09-04,3015799.0,,,,,,,,
245,2009-09-05,3540956.0,,,,,,,,
246,2009-09-06,3604924.0,,,,,,,,
247,2009-09-07,3721790.0,,,,,,,,
248,2009-09-08,3573034.0,,,,,,,,
249,2009-09-09,3102374.0,,,,,,,,
250,2009-09-10,2978768.0,,,,,,,,
251,2009-09-11,3333553.0,,,,,,,,
252,2009-09-12,3395015.0,,,,,,,,
253,2009-09-13,3562832.0,,,,,,,,
254,2009-09-14,3859450.0,,,,,,,,
255,2009-09-15,3538940.0,,,,,,,,
256,2009-09-16,2502039.0,,,,,,,,
257,2009-09-17,4009255.0,,,,,,,,
258,2009-09-18,4207919.0,,,,,,,,
259,2009-09-19,3681283.0,,,,,,,,
260,2009-09-20,3711593.0,,,,,,,,
261,2009-09-21,3973929.0,,,,,,,,
262,2009-09-22,2665704.0,,,,,,,,
263,2009-09-23,1226582.0,,,,,,,,
264,2009-09-24,3656201.0,,,,,,,,
265,2009-09-25,4718859.0,,,,,,,,
266,2009-09-26,4550457.0,,,,,,,,
267,2009-09-27,4808919.0,,,,,,,,
268,2009-09-28,4387916.0,,,,,,,,
269,2009-09-29,4073522.0,,,,,,,,
270,2009-09-30,4304243.0,,,,,,,,
271,2009-10-01,4257395.0,,,,,,,,
272,2009-10-02,4110218.0,,,,,,,,
273,2009-10-03,2842803.0,,,,,,,,
274,2009-10-04,3157416.0,,,,,,,,
275,2009-10-05,2609867.0,,,,,,,,
276,2009-10-06,2429051.0,,,,,,,,
277,2009-10-07,2475279.0,,,,,,,,
278,2009-10-08,3295744.0,,,,,,,,
279,2009-10-09,3793787.0,,,,,,,,
280,2009-10-10,3974391.0,,,,,,,,
281,2009-10-11,3960023.0,,,,,,,,
282,2009-10-12,3226020.0,,,,,,,,
283,2009-10-13,2760494.0,,,,,,,,
284,2009-10-14,2866369.0,,,,,,,,
285,2009-10-15,3827748.0,,,,,,,,
286,2009-10-16,3533167.0,,,,,,,,
287,2009-10-17,2710905.0,,,,,,,,
288,2009-10-18,3163346.0,,,,,,,,
289,2009-10-19,4747011.0,,,,,,,,
290,2009-10-20,5578122.0,,,,,,,,
291,2009-10-21,4206917.0,,,,,,,,
292,2009-10-22,4165823.0,,,,,,,,
293,2009-10-23,4452644.0,,,,,,,,
294,2009-10-24,3933237.0,,,,,,,,
295,2009-10-25,3550110.0,,,,,,,,
296,2009-10-26,3561459.0,,,,,,,,
297,2009-10-27,3159776.0,,,,,,,,
298,2009-10-28,3337791.0,,,,,,,,
299,2009-10-29,2741421.0,,,,,,,,
300,2009-10-30,2830245.0,,,,,,,,
301,2009-10-31,2617999.0,,,,,,,,
302,2009-11-01,1832456.0,,,,,,,,
303,2009-11-02,1411760.0,,,,,,,,
304,2009-11-03,2299350.0,,,,,,,,
305,2009-11-04,3280681.0,,,,,,,,
306,2009-11-05,3223995.0,,,,,,,,
307,2009-11-06,2611235.0,,,,,,,,
308,2009-11-07,3531482.0,,,,,,,,
309,2009-11-08,3394914.0,,,,,,,,
310,2009-11-09,3499460.0,,,,,,,,
311,2009-11-10,3336459.0,,,,,,,,
312,2009-11-11,3707146.0,,,,,,,,
313,2009-11-12,3337736.0,,,,,,,,
314,2009-11-13,3436509.0,,,,,,,,
315,2009-11-14,4199720.0,,,,,,,,
316,2009-11-15,4488081.0,,,,,,,,
317,2009-11-16,5071382.0,,,,,,,,
318,2009-11-17,4537991.0,,,,,,,,
319,2009-11-18,4178086.0,,,,,,,,
320,2009-11-19,3783460.0,,,,,,,,
321,2009-11-20,3851970.0,,,,,,,,
322,2009-11-21,4047220.0,,,,,,,,
323,2009-11-22,4550756.0,,,,,,,,
324,2009-11-23,5010945.0,,,,,,,,
325,2009-11-24,4837433.0,,,,,,,,
326,2009-11-25,4486798.0,,,,,,,,
327,2009-11-26,4163158.0,,,,,,,,
328,2009-11-27,3746860.0,,,,,,,,
329,2009-11-28,3933589.0,,,,,,,,
330,2009-11-29,3071712.0,,,,,,,,
331,2009-11-30,3441932.0,,,,,,,,
332,2009-12-01,3388144.0,,,,,,,,
333,2009-12-02,4523918.0,,,,,,,,
334,2009-12-03,4260899.0,,,,,,,,
335,2009-12-04,2962741.0,,,,,,,,
336,2009-12-05,2547394.0,,,,,,,,
337,2009-12-06,4391602.0,,,,,,,,
338,2009-12-07,5119201.0,,,,,,,,
339,2009-12-08,5721311.0,,,,,,,,
340,2009-12-09,4825621.0,,,,,,,,
341,2009-12-10,4947115.0,,,,,,,,
342,2009-12-11,5997198.0,,,,,,,,
343,2009-12-12,5199187.0,,,,,,,,
344,2009-12-13,5321923.0,,,,,,,,
345,2009-12-14,5338273.0,,,,,,,,
346,2009-12-15,5639690.0,,,,,,,,
347,2009-12-16,5765103.0,,,,,,,,
348,2009-12-17,7660882.0,,,,,,,,
349,2009-12-18,9692674.0,,,,,,,,
350,2009-12-19,11145141.0,,,,,,,,
351,2009-12-20,9256307.0,,,,,,,,
352,2009-12-21,9075121.0,,,,,,,,
353,2009-12-22,7966995.0,,,,,,,,
354,2009-12-23,8324084.0,,,,,,,,
355,2009-12-24,7489464.0,,,,,,,,
356,2009-12-25,7854512.0,,,,,,,,
357,2009-12-26,7539913.0,,,,,,,,
358,2009-12-27,8386339.0,,,,,,,,
359,2009-12-28,7668832.0,,,,,,,,
360,2009-12-29,7672852.0,,,,,,,,
361,2009-12-30,9182821.0,,,,,,,,
362,2009-12-31,8230238.0,,,,,,,,
363,2010-01-01,7607389.0,,,,,,,,
364,2010-01-02,7355058.0,,,,,,,,
365,2010-01-03,9210607.0,,,,,,,,
366,2010-01-04,11578640.0,,,,,,,,
367,2010-01-05,11282671.0,,,,,,,,
368,2010-01-06,10286750.0,,,,,,,,
369,2010-01-07,9156298.0,,,,,,,,
370,2010-01-08,9174612.0,,,,,,,,
371,2010-01-09,9107774.0,,,,,,,,
372,2010-01-10,9984760.0,,,,,,,,
373,2010-01-11,10069010.0,,,,,,,,
374,2010-01-12,10617370.0,,,,,,,,
375,2010-01-13,10669452.0,,,,,,,,
376,2010-01-14,9787278.0,,,,,,,,
377,2010-01-15,9236990.0,,,,,,,,
378,2010-01-16,9222895.0,,,,,,,,
379,2010-01-17,7978417.0,,,,,,,,
380,2010-01-18,8516108.0,,,,,,,,
381,2010-01-19,7814949.0,,,,,,,,
382,2010-01-20,8733861.0,,,,,,,,
383,2010-01-21,11422323.0,,,,,,,,
384,2010-01-22,10434567.0,,,,,,,,
385,2010-01-23,9344451.0,,,,,,,,
386,2010-01-24,9750208.0,,,,,,,,
387,2010-01-25,12414206.0,,,,,,,,
388,2010-01-26,13748236.0,,,,,,,,
389,2010-01-27,12239629.0,,,,,,,,
390,2010-01-28,11160855.0,,,,,,,,
391,2010-01-29,12887660.0,,,,,,,,
392,2010-01-30,12848435.0,,,,,,,,
393,2010-01-31,13788087.0,,,,,,,,
394,2010-02-01,11466945.0,,,,,,,,
395,2010-02-02,10114947.0,,,,,,,,
396,2010-02-03,14390639.0,,,,,,,,
397,2010-02-04,16888349.0,,,,,,,,
398,2010-02-05,21293454.0,,,,,,,,
399,2010-02-06,18641359.0,,,,,,,,
400,2010-02-07,17922898.0,,,,,,,,
401,2010-02-08,20113791.0,,,,,,,,
402,2010-02-09,18693803.0,,,,,,,,
403,2010-02-10,16160781.0,,,,,,,,
404,2010-02-11,15374902.0,,,,,,,,
405,2010-02-12,16222899.0,,,,,,,,
406,2010-02-13,19260651.0,,,,,,,,
407,2010-02-14,19610265.0,,,,,,,,
408,2010-02-15,23985420.0,,,,,,,,
409,2010-02-16,22735612.0,,,,,,,,
410,2010-02-17,27481565.0,,,,,,,,
411,2010-02-18,29208162.0,,,,,,,,
412,2010-02-19,24154688.0,,,,,,,,
413,2010-02-20,26309564.0,,,,,,,,
414,2010-02-21,27796313.0,,,,,,,,
415,2010-02-22,29654098.0,,,,,,,,
416,2010-02-23,31141261.0,,,,,,,,
417,2010-02-24,35795893.0,,,,,,,,
418,2010-02-25,29432400.0,,,,,,,,
419,2010-02-26,31609796.0,,,,,,,,
420,2010-02-27,31538213.0,,,,,,,,
421,2010-02-28,31925872.0,,,,,,,,
422,2010-03-01,33059069.0,,,,,,,,
423,2010-03-02,36597052.0,,,,,,,,
424,2010-03-03,30999412.0,,,,,,,,
425,2010-03-04,31719509.0,,,,,,,,
426,2010-03-05,34307197.0,,,,,,,,
427,2010-03-06,32923193.0,,,,,,,,
428,2010-03-07,31780015.0,,,,,,,,
429,2010-03-08,35074306.0,,,,,,,,
430,2010-03-09,32409543.0,,,,,,,,
431,2010-03-10,32268232.0,,,,,,,,
432,2010-03-11,33429368.0,,,,,,,,
433,2010-03-12,29198162.0,,,,,,,,
434,2010-03-13,32338463.0,,,,,,,,
435,2010-03-14,29856226.0,,,,,,,,
436,2010-03-15,29043840.0,,,,,,,,
437,2010-03-16,29620959.0,,,,,,,,
438,2010-03-17,28700939.0,,,,,,,,
439,2010-03-18,33675843.0,,,,,,,,
440,2010-03-19,30581642.0,,,,,,,,
441,2010-03-20,40246623.0,,,,,,,,
442,2010-03-21,42223312.0,,,,,,,,
443,2010-03-22,40167787.0,,,,,,,,
444,2010-03-23,45020439.0,,,,,,,,
445,2010-03-24,42046917.0,,,,,,,,
446,2010-03-25,41556014.0,,,,,,,,
447,2010-03-26,42758355.0,,,,,,,,
448,2010-03-27,42325761.0,,,,,,,,
449,2010-03-28,43033154.0,,,,,,,,
450,2010-03-29,42333327.0,,,,,,,,
451,2010-03-30,47058320.0,,,,,,,,
452,2010-03-31,49055384.0,,,,,,,,
453,2010-04-01,50237407.0,,,,,,,,
454,2010-04-02,45948950.0,,,,,,,,
455,2010-04-03,51607399.0,,,,,,,,
456,2010-04-04,48446248.0,,,,,,,,
457,2010-04-05,51534590.0,,,,,,,,
458,2010-04-06,45273897.0,,,,,,,,
459,2010-04-07,53851985.0,,,,,,,,
460,2010-04-08,59916612.0,,,,,,,,
461,2010-04-09,53796358.0,,,,,,,,
462,2010-04-10,69067387.0,,,,,,,,
463,2010-04-11,72133611.0,,,,,,,,
464,2010-04-12,79212047.0,,,,,,,,
465,2010-04-13,71459738.0,,,,,,,,
466,2010-04-14,72742816.0,,,,,,,,
467,2010-04-15,78331333.0,,,,,,,,
468,2010-04-16,80103678.0,,,,,,,,
469,2010-04-17,82656039.0,,,,,,,,
470,2010-04-18,95710285.0,,,,,,,,
471,2010-04-19,86680173.0,,,,,,,,
472,2010-04-20,84673112.0,,,,,,,,
473,2010-04-21,86934606.0,,,,,,,,
474,2010-04-22,109743556.0,,,,,,,,
475,2010-04-23,84163592.0,,,,,,,,
476,2010-04-24,87297055.0,,,,,,,,
477,2010-04-25,96189064.0,,,,,,,,
478,2010-04-26,95260823.0,,,,,,,,
479,2010-04-27,95915962.0,,,,,,,,
480,2010-04-28,103762008.0,,,,,,,,
481,2010-04-29,93007363.0,,,,,,,,
482,2010-04-30,84896975.0,,,,,,,,
483,2010-05-01,91706766.0,,,,,,,,
484,2010-05-02,98889809.0,,,,,,,,
485,2010-05-03,94283382.0,,,,,,,,
486,2010-05-04,83573907.0,,,,,,,,
487,2010-05-05,89976999.0,,,,,,,,
488,2010-05-06,90254547.0,,,,,,,,
489,2010-05-07,91622750.0,,,,,,,,
490,2010-05-08,89408747.0,,,,,,,,
491,2010-05-09,95502329.0,,,,,,,,
492,2010-05-10,91061237.0,,,,,,,,
493,2010-05-11,75891637.0,,,,,,,,
494,2010-05-12,76866908.0,,,,,,,,
495,2010-05-13,79126383.0,,,,,,,,
496,2010-05-14,80962748.0,,,,,,,,
497,2010-05-15,69657477.0,,,,,,,,
498,2010-05-16,62257614.0,,,,,,,,
499,2010-05-17,85359680.0,,,,,,,,
500,2010-05-18,101022015.0,,,,,,,,
501,2010-05-19,101643407.0,,,,,,,,
502,2010-05-20,106912661.0,,,,,,,,
503,2010-05-21,111285681.0,,,,,,,,
504,2010-05-22,109097884.0,,,,,,,,
505,2010-05-23,123639249.0,,,,,,,,
506,2010-05-24,115841923.0,,,,,,,,
507,2010-05-25,120937751.0,,,,,,,,
508,2010-05-26,128585792.0,,,,,,,,
509,2010-05-27,118313779.0,,,,,,,,
510,2010-05-28,124467715.0,,,,,,,,
511,2010-05-29,139425085.0,,,,,,,,
512,2010-05-30,129151337.0,,,,,,,,
513,2010-05-31,124304772.0,,,,,,,,
514,2010-06-01,111916665.0,,,,,,,,
515,2010-06-02,114995655.0,,,,,,,,
516,2010-06-03,125372185.0,,,,,,,,
517,2010-06-04,113947217.0,,,,,,,,
518,2010-06-05,116501953.0,,,,,,,,
519,2010-06-06,121996078.0,,,,,,,,
520,2010-06-07,123463626.0,,,,,,,,
521,2010-06-08,134699188.0,,,,,,,,
522,2010-06-09,132523033.0,,,,,,,,
523,2010-06-10,139784065.0,,,,,,,,
524,2010-06-11,132303081.0,,,,,,,,
525,2010-06-12,131717041.0,,,,,,,,
526,2010-06-13,133253732.0,,,,,,,,
527,2010-06-14,137985774.0,,,,,,,,
528,2010-06-15,158476956.0,,,,,,,,
529,2010-06-16,143265917.0,,,,,,,,
530,2010-06-17,121007255.0,,,,,,,,
531,2010-06-18,128176624.0,,,,,,,,
532,2010-06-19,134282983.0,,,,,,,,
533,2010-06-20,139902322.0,,,,,,,,
534,2010-06-21,151854568.0,,,,,,,,
535,2010-06-22,133222273.0,,,,,,,,
536,2010-06-23,145807344.0,,,,,,,,
537,2010-06-24,166148361.0,,,,,,,,
538,2010-06-25,155342107.0,,,,,,,,
539,2010-06-26,151592174.0,,,,,,,,
540,2010-06-27,154579153.0,,,,,,,,
541,2010-06-28,160626976.0,,,,,,,,
542,2010-06-29,157392566.0,,,,,,,,
543,2010-06-30,168196175.0,,,,,,,,
544,2010-07-01,195220770.0,,,,,,,,
545,2010-07-02,184604599.0,,,,,,,,
546,2010-07-03,183007831.0,,,,,,,,
547,2010-07-04,184565701.0,,,,,,,,
548,2010-07-05,164824213.0,,,,,,,,
549,2010-07-06,208433746.0,,,,,,,,
550,2010-07-07,183844428.0,,,,,,,,
551,2010-07-08,179343922.0,,,,,,,,
552,2010-07-09,210274106.0,,,,,,,,
553,2010-07-10,225319215.0,,,,,,,,
554,2010-07-11,219842808.0,,,,,,,,
555,2010-07-12,478251585.0,,,,,,,,
556,2010-07-13,1352643399.0,,,,,,,,
557,2010-07-14,1342451531.0,,,,,,,,
558,2010-07-15,1374455302.0,,,,,,,,
559,2010-07-16,1871475165.0,,,,,,,,
560,2010-07-17,2775561176.0,,,,,,,,
561,2010-07-18,1554461318.0,,,,,,,,
562,2010-07-19,1551287489.0,,,,,,,,
563,2010-07-20,1640430286.0,,,,,,,,
564,2010-07-21,1723492810.0,,,,,,,,
565,2010-07-22,1705481237.0,,,,,,,,
566,2010-07-23,1716129083.0,,,,,,,,
567,2010-07-24,1665066217.0,,,,,,,,
568,2010-07-25,1907547992.0,,,,,,,,
569,2010-07-26,2223656291.0,,,,,,,,
570,2010-07-27,2426744254.0,,,,,,,,
571,2010-07-28,1950278995.0,,,,,,,,
572,2010-07-29,2095168440.0,,,,,,,,
573,2010-07-30,2189273223.0,,,,,,,,
574,2010-07-31,2265292201.0,,,,,,,,
575,2010-08-01,2671612580.0,,,,,,,,
576,2010-08-02,2982826783.0,,,,,,,,
577,2010-08-03,2904903911.0,,,,,,,,
578,2010-08-04,2741851411.0,,,,,,,,
579,2010-08-05,3141922058.0,,,,,,,,
580,2010-08-06,3199053766.0,,,,,,,,
581,2010-08-07,2608076740.0,,,,,,,,
582,2010-08-08,3128125022.0,,,,,,,,
583,2010-08-09,3451603021.0,,,,,,,,
584,2010-08-10,3323478837.0,,,,,,,,
585,2010-08-11,3758454224.0,,,,,,,,
586,2010-08-12,3882076899.0,,,,,,,,
587,2010-08-13,3918463385.0,,,,,,,,
