,Time,BTC_Average_Block_Size_Bytes,ETH_Average_Block_Size_Bytes,XRP_Average_Block_Size_Bytes,DOGE_Average_Block_Size_Bytes,LTC_Average_Block_Size_Bytes,BCH_Average_Block_Size_Bytes,XMR_Average_Block_Size_Bytes,DASH_Average_Block_Size_Bytes,ZEC_Average_Block_Size_Bytes
3646,2018-12-28,716650.0,17910.0,,11952.0,23554.0,67061.0,16107.0,14239.0,32539.0
3647,2018-12-29,745344.0,16917.0,,16895.0,22312.0,29793.0,18646.0,14994.0,9639.0
3648,2018-12-30,614351.0,14545.0,,12564.0,19986.0,28401.0,18954.0,12606.0,9616.0
3649,2018-12-31,687804.0,16503.0,,12522.0,20425.0,31881.0,22742.0,15306.0,25287.0
3650,2019-01-01,653046.0,13666.0,,11809.0,17641.0,16862.0,20696.0,12348.0,7655.0
3651,2019-01-02,732811.0,18126.0,,11251.0,22511.0,51845.0,20280.0,15041.0,10671.0
3652,2019-01-03,735546.0,19345.0,,9929.0,21952.0,37012.0,19366.0,18948.0,9410.0
3653,2019-01-04,734502.0,18872.0,,10265.0,20392.0,25885.0,27234.0,17610.0,9170.0
3654,2019-01-05,638306.0,17351.0,,10683.0,20559.0,20847.0,26602.0,14375.0,7280.0
3655,2019-01-06,640725.0,15855.0,,16284.0,22448.0,43749.0,20030.0,17610.0,7869.0
3656,2019-01-07,749891.0,18204.0,,13047.0,20765.0,26290.0,18211.0,20003.0,8635.0
3657,2019-01-08,669507.0,17916.0,,9941.0,20445.0,29743.0,18394.0,15448.0,8497.0
3658,2019-01-09,677570.0,17865.0,,10405.0,19021.0,30127.0,16872.0,15348.0,11353.0
3659,2019-01-10,750743.0,19150.0,,11786.0,19371.0,24550.0,16377.0,11899.0,9574.0
3660,2019-01-11,741784.0,18683.0,,11192.0,16765.0,30903.0,14488.0,15677.0,10583.0
3661,2019-01-12,680278.0,15918.0,,12175.0,16858.0,20145.0,14586.0,14549.0,7731.0
3662,2019-01-13,668040.0,15798.0,,12152.0,17345.0,33997.0,15029.0,10948.0,8484.0
3663,2019-01-14,747636.0,18452.0,,11938.0,18690.0,21973.0,16118.0,13373.0,7874.0
3664,2019-01-15,806204.0,18074.0,,10839.0,21525.0,24267.0,13688.0,14016.0,10093.0
3665,2019-01-16,854316.0,18008.0,,13024.0,18296.0,29288.0,13957.0,13090.0,8673.0
3666,2019-01-17,831491.0,17900.0,,12775.0,17362.0,25236.0,15090.0,14114.0,7615.0
3667,2019-01-18,794645.0,17751.0,,11304.0,19235.0,31862.0,17432.0,18531.0,7394.0
3668,2019-01-19,738045.0,17863.0,,11717.0,19546.0,28456.0,12679.0,20380.0,9744.0
3669,2019-01-20,625012.0,17832.0,,11012.0,17789.0,24203.0,15282.0,28273.0,11575.0
3670,2019-01-21,734970.0,21357.0,,12472.0,20912.0,33888.0,14216.0,21676.0,8266.0
3671,2019-01-22,793686.0,22711.0,,11003.0,17450.0,33885.0,19249.0,26701.0,7112.0
3672,2019-01-23,759990.0,20710.0,,11733.0,16481.0,26377.0,13283.0,24933.0,11188.0
3673,2019-01-24,692186.0,19842.0,,9968.0,17573.0,45218.0,12494.0,26644.0,6317.0
3674,2019-01-25,760520.0,18310.0,,12673.0,22361.0,34548.0,15207.0,28318.0,17151.0
3675,2019-01-26,718215.0,17422.0,,11991.0,19109.0,30538.0,11313.0,27440.0,10808.0
3676,2019-01-27,678870.0,18274.0,,11318.0,15252.0,25744.0,12429.0,23023.0,17424.0
3677,2019-01-28,770125.0,21577.0,,10700.0,20112.0,33061.0,14392.0,20390.0,91686.0
3678,2019-01-29,778181.0,22103.0,,10657.0,18029.0,39294.0,13280.0,20257.0,6380.0
3679,2019-01-30,829541.0,21568.0,,11074.0,17518.0,40258.0,12234.0,20948.0,20024.0
3680,2019-01-31,783696.0,20803.0,,13004.0,19271.0,36844.0,15173.0,22029.0,121662.0
3681,2019-02-01,784072.0,20373.0,,26281.0,21664.0,31452.0,12554.0,25767.0,8951.0
3682,2019-02-02,757396.0,17499.0,,9757.0,18122.0,29522.0,12138.0,23791.0,19474.0
3683,2019-02-03,724160.0,16597.0,,10460.0,16968.0,28451.0,12996.0,19125.0,18545.0
3684,2019-02-04,784463.0,16326.0,,9045.0,19306.0,26510.0,12845.0,21075.0,8301.0
3685,2019-02-05,802565.0,16601.0,,9715.0,18553.0,26861.0,10709.0,26138.0,6885.0
3686,2019-02-06,800137.0,17023.0,,12366.0,17732.0,39427.0,11589.0,29170.0,9943.0
3687,2019-02-07,713160.0,17432.0,,11658.0,18009.0,34295.0,12123.0,25323.0,8801.0
3688,2019-02-08,729261.0,18982.0,,14193.0,27182.0,31873.0,12513.0,22355.0,6861.0
3689,2019-02-09,705352.0,17138.0,,10846.0,24276.0,29287.0,10536.0,18665.0,10161.0
3690,2019-02-10,705346.0,18598.0,,15718.0,21906.0,27167.0,11497.0,25040.0,8687.0
3691,2019-02-11,784190.0,20700.0,,11884.0,20493.0,31340.0,12760.0,24512.0,7810.0
3692,2019-02-12,889958.0,20824.0,,11357.0,20181.0,46004.0,17421.0,25843.0,9914.0
3693,2019-02-13,857617.0,23368.0,,11260.0,20018.0,78045.0,17243.0,20725.0,8249.0
3694,2019-02-14,860001.0,23305.0,,14369.0,20045.0,61153.0,17960.0,19632.0,8877.0
3695,2019-02-15,807873.0,22751.0,,9743.0,21005.0,47696.0,16052.0,20528.0,10621.0
3696,2019-02-16,766757.0,21513.0,,9874.0,18997.0,29244.0,13540.0,17111.0,6980.0
3697,2019-02-17,690273.0,22199.0,,10559.0,18614.0,28940.0,14035.0,19192.0,8107.0
3698,2019-02-18,809431.0,24106.0,,11403.0,25200.0,55112.0,18373.0,23139.0,9251.0
3699,2019-02-19,812649.0,24581.0,,9819.0,21261.0,64383.0,18763.0,25043.0,8572.0
3700,2019-02-20,893195.0,24759.0,,10355.0,22557.0,50520.0,17208.0,22753.0,8409.0
3701,2019-02-21,895104.0,25217.0,,9862.0,21088.0,47353.0,16509.0,26764.0,12477.0
3702,2019-02-22,813363.0,24969.0,,9656.0,21790.0,48322.0,13074.0,25930.0,8000.0
3703,2019-02-23,757262.0,21843.0,,10105.0,18168.0,40508.0,11414.0,22934.0,8064.0
3704,2019-02-24,810198.0,24399.0,,11314.0,22210.0,49680.0,14436.0,21054.0,8558.0
3705,2019-02-25,844004.0,26690.0,,12829.0,22613.0,45564.0,12902.0,18565.0,7197.0
3706,2019-02-26,826141.0,26269.0,,13374.0,17568.0,46019.0,15071.0,17985.0,6926.0
3707,2019-02-27,847877.0,25340.0,,12557.0,18090.0,65289.0,12479.0,17706.0,8798.0
3708,2019-02-28,864280.0,25117.0,,12650.0,20059.0,47003.0,13462.0,17027.0,9129.0
3709,2019-03-01,805852.0,18943.0,,10354.0,21838.0,39478.0,12838.0,26827.0,11730.0
3710,2019-03-02,889312.0,16459.0,,9833.0,18930.0,33783.0,10305.0,16625.0,8803.0
3711,2019-03-03,792584.0,15337.0,,10484.0,15855.0,34309.0,10451.0,24202.0,8306.0
3712,2019-03-04,808530.0,19803.0,,13162.0,20134.0,31974.0,12153.0,25932.0,9512.0
3713,2019-03-05,734006.0,18740.0,,9973.0,20362.0,55076.0,12962.0,22169.0,15082.0
3714,2019-03-06,817130.0,17726.0,,10087.0,23186.0,29921.0,12549.0,25825.0,14662.0
3715,2019-03-07,727597.0,17116.0,,12839.0,59523.0,34956.0,14343.0,21459.0,8044.0
3716,2019-03-08,722121.0,18800.0,,10083.0,21087.0,35245.0,14478.0,19955.0,8913.0
3717,2019-03-09,642282.0,17549.0,,10896.0,20981.0,27176.0,11184.0,20010.0,8003.0
3718,2019-03-10,577445.0,15045.0,,10559.0,16816.0,27675.0,35376.0,16392.0,6363.0
3719,2019-03-11,782630.0,17059.0,,13836.0,22217.0,33918.0,21774.0,17680.0,6030.0
3720,2019-03-12,727728.0,17676.0,,11306.0,26595.0,51375.0,14137.0,21271.0,7793.0
3721,2019-03-13,821372.0,19134.0,,16053.0,23234.0,54205.0,16978.0,18321.0,8454.0
3722,2019-03-14,749851.0,18486.0,,10807.0,18291.0,68190.0,18111.0,19818.0,7235.0
3723,2019-03-15,721835.0,17922.0,,13759.0,20624.0,41861.0,18677.0,19647.0,6924.0
3724,2019-03-16,569132.0,16269.0,,11175.0,20152.0,38180.0,16191.0,18404.0,10187.0
3725,2019-03-17,543878.0,15331.0,,10802.0,14820.0,29219.0,15643.0,14964.0,10956.0
3726,2019-03-18,678233.0,19382.0,,12269.0,19251.0,42392.0,20084.0,25602.0,8633.0
3727,2019-03-19,663657.0,21169.0,,13048.0,21437.0,56545.0,16794.0,20182.0,7851.0
3728,2019-03-20,684263.0,19680.0,,9896.0,18879.0,65825.0,17931.0,25041.0,10058.0
3729,2019-03-21,742944.0,20227.0,,10871.0,18493.0,133288.0,19853.0,27657.0,10049.0
3730,2019-03-22,672939.0,19821.0,,9317.0,18262.0,63055.0,20329.0,20165.0,8246.0
3731,2019-03-23,595725.0,17356.0,,10079.0,17307.0,53725.0,13019.0,17180.0,6311.0
3732,2019-03-24,538986.0,16938.0,,10920.0,16096.0,39991.0,14552.0,23319.0,5823.0
3733,2019-03-25,776089.0,20021.0,,30522.0,18683.0,84558.0,15915.0,25341.0,9063.0
3734,2019-03-26,914999.0,20393.0,,16427.0,17888.0,73049.0,23963.0,23228.0,6523.0
3735,2019-03-27,904405.0,20194.0,,17279.0,18696.0,70536.0,16411.0,23554.0,9165.0
3736,2019-03-28,916249.0,19719.0,,10597.0,17054.0,65495.0,19921.0,19570.0,10978.0
3737,2019-03-29,910726.0,20950.0,,11219.0,18446.0,63531.0,18193.0,27128.0,12054.0
3738,2019-03-30,929526.0,20715.0,,11295.0,19736.0,59159.0,14238.0,21746.0,7127.0
3739,2019-03-31,930324.0,19955.0,,12134.0,17583.0,43377.0,16614.0,27741.0,8505.0
3740,2019-04-01,919462.0,20491.0,,12705.0,21232.0,65349.0,18131.0,26676.0,15945.0
3741,2019-04-02,917508.0,23063.0,,15509.0,31836.0,83551.0,23637.0,37085.0,13686.0
3742,2019-04-03,914967.0,23145.0,,16510.0,33446.0,140749.0,23035.0,37991.0,15317.0
3743,2019-04-04,898250.0,21792.0,,20340.0,25928.0,112632.0,20360.0,37350.0,14449.0
3744,2019-04-05,907871.0,19259.0,,12862.0,22979.0,73792.0,15327.0,31527.0,10566.0
3745,2019-04-06,917618.0,17014.0,,14422.0,20131.0,77598.0,14812.0,25532.0,6873.0
3746,2019-04-07,868123.0,17631.0,,9473.0,101238.0,113121.0,16025.0,21670.0,8370.0
3747,2019-04-08,918336.0,20225.0,,13565.0,206020.0,120190.0,18309.0,26220.0,9733.0
3748,2019-04-09,914041.0,19620.0,,9648.0,22982.0,147876.0,19326.0,25290.0,7304.0
3749,2019-04-10,915638.0,22604.0,,8765.0,90928.0,116510.0,20132.0,35716.0,7739.0
3750,2019-04-11,922055.0,24120.0,,9800.0,109987.0,119546.0,19718.0,26702.0,8120.0
3751,2019-04-12,884001.0,20341.0,,10283.0,19005.0,111167.0,24591.0,24710.0,8001.0
3752,2019-04-13,869725.0,17601.0,,8892.0,17569.0,88924.0,14803.0,25006.0,7148.0
3753,2019-04-14,897706.0,17002.0,,11049.0,16004.0,97829.0,15804.0,21488.0,7542.0
3754,2019-04-15,912957.0,21486.0,,12497.0,22106.0,114987.0,17601.0,20788.0,9267.0
3755,2019-04-16,896965.0,22688.0,,12412.0,19271.0,116986.0,17976.0,21705.0,6634.0
3756,2019-04-17,902130.0,20874.0,,10584.0,19727.0,125011.0,17181.0,24874.0,7364.0
3757,2019-04-18,926204.0,21212.0,,9652.0,19365.0,162609.0,27414.0,23160.0,24201.0
3758,2019-04-19,918234.0,20811.0,,9632.0,19936.0,76158.0,32908.0,23341.0,13489.0
3759,2019-04-20,907384.0,20168.0,,9586.0,17582.0,115002.0,26500.0,22018.0,6778.0
3760,2019-04-21,877369.0,20870.0,,9939.0,16323.0,88845.0,33055.0,17210.0,5978.0
3761,2019-04-22,870041.0,21123.0,,69265.0,19430.0,111049.0,22388.0,22522.0,7495.0
3762,2019-04-23,912601.0,21970.0,,13087.0,21411.0,135707.0,21814.0,24757.0,10479.0
3763,2019-04-24,919674.0,20009.0,,20392.0,21380.0,136133.0,16902.0,23292.0,8238.0
3764,2019-04-25,924603.0,20132.0,,16252.0,20104.0,141208.0,18587.0,21890.0,6807.0
3765,2019-04-26,912588.0,20021.0,,15231.0,20185.0,115470.0,36605.0,28337.0,8992.0
3766,2019-04-27,925283.0,16417.0,,15019.0,16649.0,103306.0,32721.0,18654.0,6209.0
3767,2019-04-28,770961.0,17957.0,,13590.0,17292.0,95626.0,32567.0,14461.0,6384.0
3768,2019-04-29,855870.0,19214.0,,13716.0,18511.0,119832.0,23444.0,15246.0,6809.0
3769,2019-04-30,899400.0,20890.0,,11106.0,21815.0,120845.0,61996.0,23525.0,9579.0
3770,2019-05-01,878786.0,20186.0,,12933.0,16353.0,143255.0,42051.0,22931.0,7998.0
3771,2019-05-02,851260.0,24056.0,,15752.0,17115.0,140465.0,65006.0,19684.0,9457.0
3772,2019-05-03,904175.0,21965.0,,12660.0,23163.0,130912.0,46766.0,19172.0,7985.0
3773,2019-05-04,908610.0,18463.0,,11696.0,20281.0,125665.0,44887.0,17419.0,6638.0
3774,2019-05-05,931057.0,19106.0,,10381.0,16201.0,105477.0,47209.0,13238.0,6908.0
3775,2019-05-06,908994.0,24830.0,,16952.0,17977.0,117977.0,30678.0,21866.0,6628.0
3776,2019-05-07,908495.0,28010.0,,15780.0,18698.0,165057.0,54922.0,21491.0,7996.0
3777,2019-05-08,907981.0,24559.0,,8879.0,18715.0,139354.0,60524.0,20274.0,7148.0
3778,2019-05-09,911632.0,22854.0,,8791.0,20147.0,119937.0,36795.0,23354.0,7228.0
3779,2019-05-10,890047.0,22895.0,,8955.0,21606.0,276170.0,39408.0,30677.0,8225.0
3780,2019-05-11,917647.0,22665.0,,10721.0,27925.0,173968.0,49031.0,38040.0,14731.0
3781,2019-05-12,911056.0,21533.0,,9160.0,19709.0,168314.0,37559.0,32313.0,7832.0
3782,2019-05-13,898227.0,23002.0,,10400.0,23858.0,176969.0,31909.0,26152.0,17156.0
3783,2019-05-14,894692.0,24210.0,,14556.0,25004.0,287380.0,40757.0,31822.0,12436.0
3784,2019-05-15,909571.0,25388.0,,23745.0,26487.0,153872.0,41871.0,25316.0,13268.0
3785,2019-05-16,906968.0,26549.0,,15240.0,30158.0,237608.0,38991.0,28293.0,11952.0
3786,2019-05-17,910634.0,25690.0,,10661.0,25042.0,201470.0,32139.0,30559.0,13893.0
3787,2019-05-18,899666.0,23032.0,,8535.0,21071.0,122304.0,32711.0,19658.0,7230.0
3788,2019-05-19,871045.0,21899.0,,9177.0,19890.0,181419.0,41295.0,25008.0,8528.0
3789,2019-05-20,868940.0,24951.0,,10507.0,22367.0,157091.0,40117.0,32136.0,9999.0
3790,2019-05-21,911556.0,23950.0,,10426.0,23523.0,150539.0,44985.0,22465.0,8161.0
3791,2019-05-22,893892.0,25634.0,,10357.0,21837.0,146896.0,39288.0,27759.0,7637.0
3792,2019-05-23,913728.0,25428.0,,13121.0,24554.0,119696.0,35443.0,25556.0,9509.0
3793,2019-05-24,886810.0,25641.0,,13484.0,30988.0,117515.0,32774.0,22624.0,13211.0
3794,2019-05-25,889359.0,23055.0,,19062.0,21668.0,111444.0,41245.0,27054.0,7458.0
3795,2019-05-26,795489.0,21835.0,,11664.0,22166.0,122216.0,32976.0,21659.0,9495.0
3796,2019-05-27,881217.0,26746.0,,15875.0,31290.0,140028.0,37499.0,36936.0,12695.0
3797,2019-05-28,903698.0,25652.0,,12390.0,25034.0,143773.0,36605.0,29220.0,13183.0
3798,2019-05-29,870567.0,26071.0,,15478.0,22757.0,135021.0,34895.0,26642.0,10223.0
3799,2019-05-30,862583.0,25711.0,,15514.0,33997.0,85757.0,39046.0,21578.0,13748.0
3800,2019-05-31,900471.0,23397.0,,13103.0,27948.0,101626.0,39297.0,23166.0,13058.0
3801,2019-06-01,916213.0,25187.0,,12301.0,21850.0,122437.0,31653.0,16407.0,7360.0
3802,2019-06-02,895994.0,24320.0,,16725.0,24043.0,122737.0,33781.0,19194.0,8498.0
3803,2019-06-03,882347.0,25335.0,,9731.0,25804.0,130284.0,48171.0,21081.0,10153.0
3804,2019-06-04,913450.0,25298.0,,9798.0,24510.0,133444.0,33344.0,23750.0,8540.0
3805,2019-06-05,900845.0,23410.0,,11263.0,22156.0,123874.0,35615.0,15883.0,7928.0
3806,2019-06-06,861381.0,23387.0,,10977.0,22285.0,111567.0,30146.0,16394.0,7536.0
3807,2019-06-07,847486.0,22693.0,,9631.0,24321.0,106372.0,31744.0,13991.0,6799.0
3808,2019-06-08,846515.0,28245.0,,10035.0,20631.0,97998.0,30878.0,20372.0,6609.0
3809,2019-06-09,728182.0,20388.0,,11736.0,19355.0,98281.0,34956.0,19530.0,6914.0
3810,2019-06-10,847699.0,27708.0,,15222.0,32701.0,103278.0,30405.0,20332.0,6797.0
3811,2019-06-11,911798.0,27089.0,,11797.0,33724.0,120314.0,31289.0,21000.0,6524.0
3812,2019-06-12,911134.0,24645.0,,13198.0,33707.0,118709.0,36322.0,20736.0,8024.0
3813,2019-06-13,909725.0,22168.0,,13706.0,26307.0,91516.0,31829.0,25601.0,8176.0
3814,2019-06-14,885279.0,23694.0,,13661.0,25113.0,81005.0,33323.0,23003.0,8318.0
3815,2019-06-15,906314.0,26219.0,,10610.0,23915.0,106861.0,30020.0,19803.0,8553.0
3816,2019-06-16,872928.0,23509.0,,15921.0,24931.0,133963.0,38244.0,21770.0,9336.0
3817,2019-06-17,899943.0,26723.0,,10318.0,30125.0,142277.0,34433.0,20486.0,11817.0
3818,2019-06-18,910979.0,24481.0,,13766.0,28304.0,131254.0,39647.0,18909.0,13384.0
3819,2019-06-19,871520.0,26790.0,,12318.0,27456.0,112785.0,42514.0,19193.0,10602.0
3820,2019-06-20,871941.0,28152.0,,13347.0,28578.0,111755.0,48124.0,17576.0,10364.0
3821,2019-06-21,909309.0,22975.0,,10669.0,30831.0,121489.0,35855.0,26285.0,10104.0
3822,2019-06-22,918583.0,21933.0,,13099.0,36623.0,153972.0,35719.0,34063.0,11335.0
3823,2019-06-23,882234.0,22344.0,,11375.0,25856.0,145228.0,31659.0,29816.0,9579.0
3824,2019-06-24,886333.0,24260.0,,12961.0,30653.0,118436.0,30712.0,29904.0,9895.0
3825,2019-06-25,889395.0,26961.0,,11279.0,29596.0,155578.0,42680.0,30155.0,15801.0
3826,2019-06-26,917622.0,27234.0,,10435.0,38595.0,181299.0,37406.0,28842.0,12653.0
3827,2019-06-27,920148.0,25364.0,,13894.0,39301.0,168436.0,32792.0,29533.0,11241.0
3828,2019-06-28,912683.0,28620.0,,16595.0,26520.0,141799.0,28895.0,29816.0,10253.0
3829,2019-06-29,847676.0,21175.0,,10633.0,26784.0,128826.0,25063.0,24817.0,7316.0
3830,2019-06-30,768920.0,20644.0,,10652.0,23973.0,129505.0,24957.0,25786.0,8934.0
3831,2019-07-01,875591.0,27639.0,,12234.0,27031.0,105194.0,28284.0,33254.0,10546.0
3832,2019-07-02,917866.0,26119.0,,10158.0,23463.0,73411.0,28433.0,34855.0,11590.0
3833,2019-07-03,878495.0,23075.0,,9838.0,21763.0,138391.0,32817.0,42945.0,7109.0
3834,2019-07-04,863198.0,22679.0,,9738.0,24091.0,112341.0,27612.0,43756.0,9550.0
3835,2019-07-05,785635.0,24935.0,,15112.0,27678.0,81444.0,29320.0,37208.0,7981.0
3836,2019-07-06,696733.0,26562.0,,11119.0,21375.0,126973.0,34467.0,30764.0,8745.0
3837,2019-07-07,737195.0,25644.0,,10338.0,22871.0,116079.0,23130.0,35453.0,13128.0
3838,2019-07-08,813077.0,30983.0,,14609.0,27214.0,124797.0,34169.0,33976.0,19349.0
3839,2019-07-09,855761.0,23460.0,,11291.0,24427.0,146071.0,28567.0,38037.0,10290.0
3840,2019-07-10,897453.0,22416.0,,14724.0,27504.0,150167.0,24979.0,37709.0,20713.0
3841,2019-07-11,903222.0,28000.0,,10373.0,23149.0,167160.0,26101.0,31790.0,20892.0
3842,2019-07-12,912313.0,22371.0,,12471.0,23418.0,146530.0,23926.0,28015.0,8805.0
3843,2019-07-13,795302.0,17767.0,,9056.0,18864.0,121935.0,22133.0,22892.0,7256.0
3844,2019-07-14,723537.0,19199.0,,10592.0,20704.0,141784.0,24320.0,20059.0,10646.0
3845,2019-07-15,858118.0,36630.0,,10940.0,25103.0,137263.0,27876.0,27638.0,9098.0
3846,2019-07-16,826407.0,30145.0,,10707.0,52043.0,145550.0,27188.0,35341.0,11412.0
3847,2019-07-17,835365.0,25513.0,,12167.0,41231.0,117273.0,23852.0,31663.0,10635.0
3848,2019-07-18,910833.0,25430.0,,10015.0,23530.0,159949.0,24651.0,29802.0,14122.0
3849,2019-07-19,910221.0,24035.0,,8574.0,22749.0,148548.0,23366.0,26572.0,8699.0
3850,2019-07-20,821637.0,17756.0,,9024.0,23216.0,148620.0,21287.0,23917.0,6091.0
3851,2019-07-21,687059.0,16274.0,,15156.0,19397.0,109354.0,20491.0,25713.0,7584.0
3852,2019-07-22,750246.0,19019.0,,11897.0,22334.0,98745.0,23177.0,29290.0,11659.0
3853,2019-07-23,821984.0,19176.0,,16305.0,23346.0,129863.0,23631.0,35026.0,6607.0
3854,2019-07-24,780391.0,26210.0,,11891.0,20143.0,90211.0,22559.0,15569.0,11884.0
3855,2019-07-25,829155.0,27842.0,,12913.0,23079.0,115650.0,22168.0,19577.0,8252.0
3856,2019-07-26,714614.0,19444.0,,13780.0,23376.0,106601.0,22084.0,17635.0,9048.0
3857,2019-07-27,648639.0,17755.0,,10326.0,20090.0,110624.0,17716.0,19799.0,7942.0
3858,2019-07-28,544655.0,17274.0,,12792.0,18635.0,98725.0,18842.0,17453.0,7872.0
3859,2019-07-29,713072.0,20135.0,,11302.0,21763.0,98164.0,24928.0,18920.0,15083.0
3860,2019-07-30,823513.0,20527.0,,12630.0,24691.0,110370.0,23173.0,19117.0,11531.0
3861,2019-07-31,743955.0,20452.0,,14655.0,24068.0,125744.0,34173.0,19434.0,13997.0
3862,2019-08-01,846588.0,25699.0,,11552.0,26682.0,118051.0,26707.0,27445.0,13866.0
3863,2019-08-02,779623.0,22452.0,,15642.0,23836.0,116626.0,24668.0,31023.0,14586.0
3864,2019-08-03,656558.0,22397.0,,11014.0,22145.0,106730.0,23489.0,46707.0,11504.0
3865,2019-08-04,627600.0,18037.0,,14461.0,23880.0,67426.0,23722.0,26144.0,10249.0
3866,2019-08-05,877361.0,21331.0,,11805.0,29107.0,125976.0,31909.0,26939.0,15977.0
3867,2019-08-06,847750.0,21464.0,,15294.0,30435.0,138567.0,32185.0,28868.0,13064.0
3868,2019-08-07,885359.0,21790.0,,14761.0,31192.0,135193.0,27687.0,248374.0,13207.0
3869,2019-08-08,895146.0,21149.0,,14228.0,34449.0,128167.0,30455.0,125763.0,13557.0
3870,2019-08-09,827786.0,21193.0,,10361.0,40387.0,111921.0,26018.0,28739.0,10725.0
3871,2019-08-10,686481.0,18119.0,,14573.0,51865.0,99643.0,26520.0,21723.0,11565.0
3872,2019-08-11,599333.0,16995.0,,11346.0,30586.0,99463.0,24043.0,22147.0,17452.0
3873,2019-08-12,784320.0,20175.0,,9857.0,30442.0,104671.0,28334.0,26530.0,16720.0
3874,2019-08-13,877266.0,20533.0,,10352.0,24419.0,110253.0,27050.0,27607.0,11229.0
3875,2019-08-14,835040.0,21869.0,,12390.0,19733.0,155191.0,25688.0,28604.0,36650.0
3876,2019-08-15,781475.0,20987.0,,12427.0,16960.0,129722.0,26829.0,68146.0,79657.0
3877,2019-08-16,764115.0,21163.0,,8350.0,27910.0,124607.0,30308.0,24152.0,132254.0
3878,2019-08-17,755273.0,18717.0,,11390.0,19189.0,79771.0,25102.0,28799.0,46487.0
3879,2019-08-18,730153.0,18467.0,,10508.0,19996.0,103265.0,27076.0,24929.0,11739.0
3880,2019-08-19,711830.0,21289.0,,9767.0,16622.0,115606.0,30312.0,32061.0,13352.0
3881,2019-08-20,789175.0,21154.0,,9176.0,22121.0,126189.0,26556.0,27214.0,13186.0
3882,2019-08-21,856752.0,21228.0,,9159.0,16998.0,120876.0,31152.0,28311.0,13904.0
3883,2019-08-22,884853.0,21494.0,,7963.0,19451.0,116162.0,31817.0,22826.0,14039.0
3884,2019-08-23,801272.0,21119.0,,8837.0,16189.0,101001.0,26287.0,23540.0,13336.0
3885,2019-08-24,691934.0,19992.0,,8263.0,14210.0,104249.0,20203.0,19612.0,16021.0
3886,2019-08-25,628730.0,22498.0,,7282.0,13919.0,121515.0,22584.0,18446.0,13124.0
3887,2019-08-26,854486.0,24261.0,,7329.0,17805.0,117552.0,31080.0,25625.0,15457.0
3888,2019-08-27,850752.0,22150.0,,9965.0,21468.0,115523.0,27379.0,27030.0,11955.0
3889,2019-08-28,778932.0,21543.0,,8227.0,16564.0,120469.0,26145.0,29142.0,6357.0
3890,2019-08-29,739454.0,21323.0,,8832.0,17004.0,143092.0,30731.0,28788.0,5636.0
3891,2019-08-30,749704.0,21067.0,,9617.0,16906.0,121308.0,24078.0,25465.0,8562.0
3892,2019-08-31,670998.0,19888.0,,23044.0,15339.0,104773.0,20480.0,25804.0,9572.0
3893,2019-09-01,663999.0,20134.0,,8688.0,14633.0,796747.0,26547.0,25700.0,10602.0
3894,2019-09-02,793282.0,22054.0,,7492.0,15736.0,338425.0,31110.0,32142.0,6767.0
3895,2019-09-03,793126.0,21631.0,,8083.0,23722.0,170551.0,25298.0,29853.0,7992.0
3896,2019-09-04,871268.0,20683.0,,8004.0,17116.0,130644.0,24927.0,30814.0,49073.0
3897,2019-09-05,765116.0,21712.0,,11637.0,20202.0,120511.0,26066.0,23501.0,56314.0
3898,2019-09-06,802831.0,22022.0,,8310.0,18625.0,152107.0,25576.0,24556.0,66565.0
3899,2019-09-07,684332.0,19515.0,,8343.0,17270.0,116841.0,20002.0,26547.0,62038.0
3900,2019-09-08,513723.0,19209.0,,8481.0,19997.0,123015.0,22685.0,20927.0,67974.0
3901,2019-09-09,777857.0,21393.0,,8577.0,18774.0,136265.0,27539.0,25292.0,71116.0
3902,2019-09-10,659493.0,19760.0,,10887.0,23532.0,120373.0,25321.0,19629.0,62461.0
3903,2019-09-11,648117.0,19801.0,,8527.0,22572.0,134163.0,24373.0,19711.0,68108.0
3904,2019-09-12,715094.0,20315.0,,8234.0,16427.0,125841.0,27836.0,24406.0,65765.0
3905,2019-09-13,765292.0,17954.0,,8251.0,19023.0,113816.0,20988.0,25974.0,66347.0
3906,2019-09-14,643714.0,17794.0,,8291.0,16939.0,127000.0,22228.0,36018.0,64949.0
3907,2019-09-15,643612.0,18290.0,,8229.0,20349.0,107849.0,19808.0,29214.0,67964.0
3908,2019-09-16,767938.0,8185.0,,14664.0,24700.0,120340.0,33601.0,21762.0,66759.0
3909,2019-09-17,830790.0,,,9933.0,26368.0,144205.0,27662.0,20650.0,67659.0
3910,2019-09-18,722292.0,,,19444.0,24885.0,143498.0,30854.0,31615.0,67941.0
3911,2019-09-19,769222.0,,,11936.0,28848.0,153658.0,20332.0,32801.0,66014.0
3912,2019-09-20,742245.0,,,10802.0,22873.0,134907.0,22243.0,26934.0,66969.0
3913,2019-09-21,613923.0,,,9880.0,18122.0,125764.0,22007.0,24471.0,68388.0
3914,2019-09-22,585734.0,,,9716.0,15931.0,122059.0,21256.0,40952.0,67007.0
3915,2019-09-23,871061.0,,,9616.0,24438.0,90814.0,23115.0,35512.0,20161.0
3916,2019-09-24,815485.0,,,8875.0,25958.0,142366.0,30491.0,48744.0,12460.0
