TIMESTAMP,ETH_CLOSE_PRICE_USD,ETH_OPEN_PRICE_USD,ETH_HIGH_PRICE_USD,ETH_LOW_PRICE_USD
2018-08-13,283.97,318.16,321.76,280.78
2018-08-14,278.06,283.72,284.01,250.36
2018-08-15,281.44,278.06,304.0,277.68
2018-08-16,287.02,281.44,298.26,278.13
2018-08-17,316.59,286.92,318.0,284.91
2018-08-18,294.01,317.14,320.22,282.65
2018-08-19,298.86,293.97,306.65,288.62
2018-08-20,270.67,298.86,303.31,269.48
2018-08-21,280.0,269.84,285.24,269.77
2018-08-22,270.48,280.0,298.05,259.91
2018-08-23,275.5,270.48,279.83,268.47
2018-08-24,281.0,275.39,282.77,270.81
2018-08-25,277.7,281.0,282.44,274.06
2018-08-26,274.23,277.7,277.7,269.67
2018-08-27,287.63,273.9,287.63,271.64
2018-08-28,295.71,287.19,298.17,282.2
2018-08-29,288.45,295.71,296.91,285.0
2018-08-30,284.12,288.82,291.35,272.33
2018-08-31,281.8,283.92,284.97,275.0
2018-09-01,295.87,281.79,302.45,281.79
2018-09-02,295.46,295.31,299.38,289.5
2018-09-03,289.3,295.18,296.39,286.51
2018-09-04,285.31,289.3,292.8,283.3
2018-09-05,228.86,285.41,287.66,227.36
2018-09-06,229.81,228.15,232.93,212.26
2018-09-07,215.25,229.59,234.15,214.4
2018-09-08,196.45,215.25,220.59,190.63
2018-09-09,195.45,196.61,208.53,186.6
2018-09-10,197.16,195.45,202.5,187.23
2018-09-11,185.25,196.65,198.88,176.65
2018-09-12,182.99,185.14,185.14,167.78
2018-09-13,210.97,182.99,214.79,182.99
2018-09-14,208.14,211.18,223.97,203.09
2018-09-15,222.28,208.62,226.86,208.02
2018-09-16,220.16,222.1,224.31,207.24
2018-09-17,196.71,219.78,224.33,192.65
2018-09-18,209.37,196.71,214.27,194.46
2018-09-19,210.31,208.3,214.61,198.25
2018-09-20,226.04,210.31,227.09,206.46
2018-09-21,248.01,224.83,251.82,220.56
2018-09-22,241.43,248.11,254.77,233.02
2018-09-23,244.9,241.47,249.39,237.03
2018-09-24,228.21,245.09,246.3,225.53
2018-09-25,218.72,228.1,228.18,203.75
2018-09-26,214.24,219.14,222.59,206.75
2018-09-27,228.7,214.24,232.33,210.51
2018-09-28,221.36,229.4,233.47,215.0
2018-09-29,231.11,221.56,236.73,214.42
2018-09-30,232.43,231.31,238.06,226.57
2018-10-01,231.38,232.42,235.3,224.8
2018-10-02,226.32,231.26,232.23,224.11
2018-10-03,220.31,225.93,226.67,216.2
2018-10-04,222.86,220.31,226.62,220.0
2018-10-05,228.15,222.86,232.0,220.48
2018-10-06,224.38,228.07,228.87,223.19
2018-10-07,226.04,224.38,227.52,221.83
2018-10-08,229.62,226.04,232.0,224.13
2018-10-09,228.18,229.62,230.8,227.07
2018-10-10,226.49,228.18,228.63,224.41
2018-10-11,191.73,226.49,227.02,189.3
2018-10-12,196.71,191.73,201.14,190.75
2018-10-13,201.55,196.71,203.48,196.15
2018-10-14,196.89,201.25,204.28,195.18
2018-10-15,214.69,196.72,237.83,194.68
2018-10-16,215.29,214.69,219.32,211.9
2018-10-17,213.32,215.29,216.68,211.01
2018-10-18,205.76,213.32,215.08,204.48
2018-10-19,205.17,206.18,209.0,204.15
2018-10-20,208.08,205.21,209.46,203.94
2018-10-21,207.96,208.08,211.85,207.25
2018-10-22,207.11,208.29,209.22,205.28
2018-10-23,205.77,207.12,207.63,202.75
2018-10-24,205.18,205.77,208.0,205.06
2018-10-25,204.08,205.18,206.09,203.0
2018-10-26,204.86,204.08,209.09,202.38
2018-10-27,204.23,204.71,205.77,202.92
2018-10-28,204.9,204.23,205.56,202.92
2018-10-29,196.97,204.85,205.41,194.79
2018-10-30,197.55,196.97,198.36,194.79
2018-10-31,198.62,197.55,200.6,193.25
2018-11-01,199.66,198.62,200.75,197.98
2018-11-02,202.22,199.66,203.5,199.07
2018-11-03,200.44,202.22,202.48,199.1
2018-11-04,212.35,200.44,218.69,198.77
2018-11-05,210.38,212.39,212.95,207.58
2018-11-06,220.76,210.38,220.96,209.02
2018-11-07,219.53,220.76,224.37,216.82
2018-11-08,212.91,219.52,220.44,212.5
2018-11-09,211.14,212.76,215.72,208.91
2018-11-10,213.22,211.14,215.55,210.54
2018-11-11,213.09,213.22,214.16,208.0
2018-11-12,212.78,213.09,214.32,210.83
2018-11-13,210.01,212.78,213.55,209.24
2018-11-14,187.4,209.74,211.52,176.7
2018-11-15,184.09,187.4,190.34,171.46
2018-11-16,176.98,184.09,184.69,173.47
2018-11-17,176.37,176.98,178.26,173.71
2018-11-18,178.54,176.37,182.38,176.04
2018-11-19,150.83,178.54,178.68,147.52
2018-11-20,134.05,150.79,154.41,127.52
2018-11-21,138.61,134.03,142.02,127.38
2018-11-22,126.34,138.61,140.16,125.97
2018-11-23,125.23,126.33,128.62,119.89
2018-11-24,115.02,125.21,130.17,111.77
2018-11-25,118.88,114.87,121.99,102.61
2018-11-26,110.21,118.73,121.51,106.34
2018-11-27,111.41,110.21,114.0,102.87
2018-11-28,122.66,111.35,127.13,111.31
2018-11-29,117.92,122.77,123.96,114.86
2018-11-30,113.24,117.98,119.96,111.6
2018-12-01,118.07,113.89,120.31,111.43
2018-12-02,116.44,118.07,120.45,116.12
2018-12-03,108.9,116.46,116.79,106.9
2018-12-04,110.0,108.86,113.0,105.85
2018-12-05,102.54,110.0,110.39,102.03
2018-12-06,91.28,102.54,104.38,90.28
2018-12-07,93.12,91.12,96.56,81.2
2018-12-08,90.29,93.12,97.72,84.42
2018-12-09,93.42,90.26,98.68,88.64
2018-12-10,89.92,93.42,95.45,88.0
2018-12-11,88.04,89.85,92.03,86.04
2018-12-12,89.34,87.72,91.34,86.79
2018-12-13,86.28,89.42,90.76,84.52
2018-12-14,83.75,86.42,87.28,82.31
2018-12-15,83.85,83.7,85.0,81.63
2018-12-16,84.6,83.85,87.54,83.75
2018-12-17,94.11,84.49,96.11,84.36
2018-12-18,100.31,94.04,100.97,91.58
2018-12-19,99.11,100.36,107.53,98.0
2018-12-20,113.89,99.11,115.59,98.13
2018-12-21,107.67,113.85,118.1,105.01
2018-12-22,115.23,107.65,115.23,105.41
2018-12-23,128.93,115.2,131.9,114.93
2018-12-24,138.36,128.95,157.21,128.79
2018-12-25,127.34,138.17,138.78,120.95
2018-12-26,129.26,127.25,135.33,122.63
2018-12-27,113.49,129.24,130.95,110.9
2018-12-28,135.55,113.61,136.2,112.16
2018-12-29,132.52,135.55,144.78,129.64
2018-12-30,137.51,132.88,139.35,128.71
2018-12-31,131.29,137.61,137.93,129.0
2019-01-01,139.15,131.29,139.78,130.06
2019-01-02,152.05,139.11,155.06,137.94
2019-01-03,146.04,152.05,153.49,143.48
2019-01-04,152.1,146.17,154.57,144.31
2019-01-05,152.85,152.05,159.0,151.98
2019-01-06,153.98,152.86,157.37,147.97
2019-01-07,149.38,153.98,155.24,148.01
2019-01-08,147.4,149.43,151.41,145.68
2019-01-09,148.11,147.46,151.43,146.92
2019-01-10,124.97,148.11,149.18,121.16
2019-01-11,124.63,124.92,127.26,120.5
2019-01-12,123.39,124.61,125.72,122.15
2019-01-13,114.13,123.37,123.63,112.13
2019-01-14,127.05,114.11,129.3,114.08
2019-01-15,119.19,127.03,129.02,116.17
2019-01-16,121.43,119.11,126.41,118.58
2019-01-17,121.6,121.63,122.78,117.33
2019-01-18,119.01,121.6,121.82,117.64
2019-01-19,122.61,119.01,125.0,119.01
2019-01-20,117.34,122.61,123.23,115.99
2019-01-21,115.73,117.37,117.93,113.88
2019-01-22,117.87,115.75,119.27,111.49
2019-01-23,116.33,117.9,118.57,115.0
2019-01-24,116.24,116.33,116.96,114.13
2019-01-25,115.14,116.27,117.22,114.69
2019-01-26,115.51,115.21,117.44,115.06
2019-01-27,112.17,115.51,115.8,111.57
2019-01-28,105.47,112.17,112.82,101.09
2019-01-29,104.58,105.39,106.45,102.44
2019-01-30,108.35,104.55,109.59,103.6
2019-01-31,106.3,108.35,110.47,105.6
2019-02-01,106.76,106.39,108.31,103.88
2019-02-02,110.47,106.76,110.95,106.17
2019-02-03,107.38,110.49,111.08,105.97
2019-02-04,107.73,107.43,109.12,106.62
2019-02-05,107.2,107.73,108.09,106.6
2019-02-06,104.6,107.19,107.54,101.55
2019-02-07,104.42,104.57,106.0,104.05
2019-02-08,119.2,104.38,122.74,103.63
2019-02-09,119.28,119.2,121.02,117.71
2019-02-10,124.99,119.15,125.73,115.93
2019-02-11,120.87,124.99,125.1,119.34
2019-02-12,122.41,120.87,123.65,118.62
2019-02-13,121.98,122.24,126.29,120.81
2019-02-14,120.4,121.98,124.31,120.34
2019-02-15,121.66,120.4,123.9,120.33
2019-02-16,122.66,121.65,124.5,121.62
2019-02-17,133.85,122.66,135.47,122.61
2019-02-18,144.93,133.85,146.0,132.61
2019-02-19,143.66,144.93,148.13,143.24
2019-02-20,148.93,143.29,149.21,140.33
2019-02-21,145.47,148.47,149.27,143.0
2019-02-22,147.54,145.68,148.34,143.91
2019-02-23,157.51,147.52,159.39,145.87
2019-02-24,132.24,157.79,165.64,132.03
2019-02-25,137.77,132.31,141.35,132.14
2019-02-26,136.33,137.81,138.41,134.09
2019-02-27,135.0,136.43,139.87,127.65
2019-02-28,135.34,135.01,138.05,132.86
2019-03-01,135.31,135.36,137.88,135.0
2019-03-02,132.54,135.32,135.98,130.32
2019-03-03,130.45,132.54,134.58,128.65
2019-03-04,125.76,130.44,130.95,122.85
2019-03-05,136.59,125.75,137.86,125.14
2019-03-06,137.42,136.6,140.18,133.65
2019-03-07,136.26,137.39,139.52,135.29
2019-03-08,133.57,136.62,139.17,131.04
2019-03-09,137.17,133.61,138.47,132.84
2019-03-10,135.36,137.17,137.43,134.11
2019-03-11,132.61,135.36,136.12,131.19
2019-03-12,133.52,132.62,134.94,128.66
2019-03-13,131.72,133.53,133.57,130.81
2019-03-14,132.16,131.7,134.94,129.98
2019-03-15,136.6,132.19,137.56,132.19
2019-03-16,140.94,136.61,144.06,136.61
2019-03-17,138.71,140.94,140.96,137.38
2019-03-18,137.63,138.7,141.91,136.65
2019-03-19,138.6,137.6,139.33,137.01
2019-03-20,139.02,138.56,139.57,136.25
2019-03-21,134.84,139.04,139.52,132.44
2019-03-22,136.04,134.88,137.2,134.3
2019-03-23,137.28,136.01,138.2,135.62
2019-03-24,136.14,137.27,137.27,135.13
2019-03-25,133.93,136.14,136.83,131.74
2019-03-26,134.12,133.95,134.71,132.32
2019-03-27,139.42,134.16,139.5,133.83
2019-03-28,137.86,139.19,139.32,137.3
2019-03-29,143.13,137.82,143.34,137.34
2019-03-30,141.69,142.51,145.63,138.74
2019-03-31,141.4,141.72,142.34,139.07
2019-04-01,141.26,141.4,143.02,139.8
2019-04-02,163.42,141.24,163.84,141.02
2019-04-03,159.88,163.24,177.48,150.4
2019-04-04,157.32,159.87,163.81,152.81
2019-04-05,164.85,157.35,167.48,156.21
2019-04-06,165.48,164.83,172.6,159.85
2019-04-07,174.15,165.48,175.37,164.08
2019-04-08,178.75,174.16,185.53,171.16
2019-04-09,174.59,178.71,178.87,172.01
2019-04-10,176.95,174.54,183.1,170.43
2019-04-11,164.0,177.1,177.35,158.7
2019-04-12,163.15,164.0,166.23,158.31
2019-04-13,163.05,163.1,165.1,160.0
2019-04-14,167.04,162.99,167.99,161.23
2019-04-15,160.01,167.05,168.42,155.86
2019-04-16,165.45,159.95,166.57,159.45
2019-04-17,165.76,165.45,167.07,163.16
2019-04-18,173.26,165.76,175.04,165.15
2019-04-19,172.62,173.3,173.43,168.77
2019-04-20,172.85,172.64,176.62,170.01
2019-04-21,168.69,172.88,173.43,165.01
2019-04-22,170.52,168.59,172.04,167.04
2019-04-23,169.33,170.54,175.57,168.21
2019-04-24,164.85,169.19,169.83,159.31
2019-04-25,154.73,164.82,165.47,150.5
2019-04-26,157.95,154.76,162.14,151.46
2019-04-27,159.27,157.96,162.06,156.45
2019-04-28,157.86,159.31,160.2,157.21
2019-04-29,155.02,157.87,159.0,152.62
2019-04-30,161.76,155.02,162.71,155.0
2019-05-01,160.26,161.78,163.75,158.51
2019-05-02,161.85,160.2,163.35,158.68
2019-05-03,168.06,161.8,170.18,161.03
2019-05-04,163.7,168.09,171.13,160.12
2019-05-05,163.0,163.76,165.32,159.36
2019-05-06,172.98,163.0,177.8,159.39
2019-05-07,168.93,172.95,182.68,168.42
2019-05-08,170.81,168.91,172.82,164.91
2019-05-09,170.91,170.81,173.49,166.78
2019-05-10,172.88,170.96,176.0,168.55
2019-05-11,193.0,172.85,204.99,172.85
2019-05-12,188.14,192.3,202.66,182.85
2019-05-13,196.18,188.14,207.18,185.71
2019-05-14,217.67,196.21,220.59,195.3
2019-05-15,248.13,217.61,249.99,217.61
2019-05-16,264.65,248.19,278.57,242.46
2019-05-17,244.14,264.24,268.44,224.2
2019-05-18,240.62,244.25,247.76,230.94
2019-05-19,240.62,240.62,240.62,240.62
2019-05-20,246.24,237.36,249.41,237.36
2019-05-21,253.63,246.24,267.0,246.24
2019-05-22,245.93,253.6,259.96,241.76
2019-05-23,244.49,245.93,252.0,231.49
2019-05-24,248.63,244.47,253.19,236.2
2019-05-25,250.16,248.63,256.68,247.0
2019-05-26,264.4,250.1,268.99,245.4
2019-05-27,270.88,264.31,279.64,262.65
2019-05-28,271.3,270.82,275.79,265.1
2019-05-29,268.86,271.3,274.08,260.53
2019-05-30,254.63,268.89,287.97,241.14
2019-05-31,268.01,254.51,268.71,245.88
2019-06-01,264.36,267.9,275.6,260.94
2019-06-02,268.89,264.26,273.0,263.45
2019-06-03,251.75,268.89,269.98,248.17
2019-06-04,241.72,251.75,251.75,234.84
2019-06-05,245.82,241.42,248.56,237.65
2019-06-06,249.52,245.8,250.08,236.27
2019-06-07,248.89,249.52,253.12,244.13
2019-06-08,243.34,248.86,250.42,240.98
2019-06-09,231.51,243.33,244.45,226.79
2019-06-10,245.93,231.5,248.26,227.26
2019-06-11,244.28,245.93,247.52,236.95
2019-06-12,260.94,244.28,260.94,242.69
2019-06-13,254.8,260.45,262.0,253.88
2019-06-14,262.33,254.8,264.27,252.11
2019-06-15,267.79,262.54,271.78,260.73
2019-06-16,267.83,267.83,276.72,263.53
2019-06-17,273.0,267.75,274.52,266.77
2019-06-18,264.72,273.05,273.49,261.99
2019-06-19,268.19,264.73,269.5,263.75
2019-06-20,271.32,268.16,273.48,265.81
2019-06-21,294.63,271.32,295.98,271.32
2019-06-22,310.77,294.79,314.11,292.47
2019-06-23,308.65,310.92,321.48,306.01
2019-06-24,311.75,308.65,314.19,297.71
2019-06-25,318.13,311.77,318.89,307.91
2019-06-26,339.69,318.13,366.16,316.01
2019-06-27,298.8,339.69,346.67,280.18
2019-06-28,311.43,298.77,313.45,295.6
2019-06-29,317.77,311.14,324.49,295.63
2019-06-30,291.91,317.77,323.49,289.56
2019-07-01,295.15,292.73,303.36,280.39
2019-07-02,291.58,294.94,297.5,272.89
2019-07-03,301.26,291.62,302.62,289.48
2019-07-04,283.28,301.24,303.0,280.56
2019-07-05,287.56,282.64,294.36,281.25
2019-07-06,288.17,287.4,296.47,285.33
2019-07-07,304.71,288.17,309.67,284.51
2019-07-08,312.07,304.71,313.63,301.21
2019-07-09,307.41,312.01,317.85,303.02
2019-07-10,289.07,307.28,314.36,280.88
2019-07-11,268.48,289.08,289.08,262.21
2019-07-12,274.58,268.62,278.61,266.46
2019-07-13,268.89,274.53,275.05,262.39
2019-07-14,226.1,268.89,269.63,223.46
2019-07-15,228.25,225.53,235.51,202.99
2019-07-16,198.93,228.24,234.46,193.05
2019-07-17,210.8,199.0,219.31,192.14
2019-07-18,225.74,210.85,229.09,206.13
2019-07-19,220.76,225.74,226.16,213.7
2019-07-20,228.2,220.81,234.82,220.02
2019-07-21,225.41,228.18,229.65,217.29
2019-07-22,217.48,225.45,228.12,212.76
2019-07-23,212.62,217.5,219.39,208.85
2019-07-24,216.32,212.46,218.25,202.17
2019-07-25,219.08,216.22,225.06,215.38
2019-07-26,218.78,219.01,219.87,212.89
2019-07-27,207.48,218.77,223.2,203.61
2019-07-28,211.25,207.29,213.61,199.13
2019-07-29,210.95,212.02,215.25,207.0
2019-07-30,209.52,210.93,213.92,205.08
2019-07-31,218.38,209.54,218.66,209.26
2019-08-01,216.88,218.39,218.82,211.14
2019-08-02,217.74,216.86,222.0,214.58
2019-08-03,222.07,217.73,224.42,216.74
2019-08-04,221.79,222.07,223.07,217.14
2019-08-05,233.46,221.8,236.07,221.8
2019-08-06,226.32,233.46,238.89,223.14
2019-08-07,226.13,226.27,231.16,221.49
2019-08-08,221.48,226.21,226.86,216.13
2019-08-09,210.52,221.55,221.64,207.41
2019-08-10,206.45,210.52,214.83,202.63
2019-08-11,216.19,206.41,217.07,206.14
2019-08-12,211.43,216.49,216.79,210.0
2019-08-13,209.28,211.53,211.67,204.45
2019-08-14,187.03,209.24,209.82,183.61
2019-08-15,188.13,187.13,189.93,175.05
2019-08-16,184.92,187.91,188.34,178.99
2019-08-17,185.54,184.85,186.95,182.16
2019-08-18,194.34,185.54,197.71,183.38
2019-08-19,202.23,194.32,203.4,192.74
2019-08-20,196.45,202.19,202.78,194.67
2019-08-21,187.52,196.49,197.05,181.19
2019-08-22,190.39,187.53,195.04,182.89
2019-08-23,194.1,190.4,195.88,188.26
2019-08-24,190.72,194.1,194.1,186.24
2019-08-25,186.49,190.72,192.31,183.1
2019-08-26,188.63,186.65,193.58,186.12
2019-08-27,187.27,188.68,189.29,184.9
2019-08-28,173.1,187.24,188.1,166.64
2019-08-29,168.85,173.1,173.47,164.0
2019-08-30,168.43,168.92,170.54,165.84
2019-08-31,171.58,168.46,174.66,166.0
2019-09-01,170.73,171.57,173.39,167.77
2019-09-02,178.09,170.77,180.7,170.12
2019-09-03,178.72,178.05,182.65,175.23
2019-09-04,174.79,178.78,180.08,173.7
2019-09-05,173.74,174.71,175.51,170.21
2019-09-06,169.13,173.79,177.82,165.66
2019-09-07,177.53,169.1,180.68,168.33
2019-09-08,181.49,177.54,183.93,176.64
