Lag,BAT,BTC,DASH,DCR,DOGE,ETC,ETH,GNO,IOTA,LTC,QTUM,USDT,XLM,XMR,ZEC
12,0.01828241518564987,0.5502647203840068,0.028313413904861313,0.00956077257192699,8.559232124589978e-06,3.978601767005273e-06,0.00451087494083033,0.49423600535942114,8.721245618431196e-05,1.0893425123471746e-06,5.709849310805889e-07,4.1220813874982595e-10,0.10349220129844398,0.08332955427846543,0.07228988135545518
13,0.024204540847486546,0.6001674741120033,0.03606729635551952,0.01595064020913086,3.948914262217274e-06,8.954274846358357e-06,0.008099806748374945,0.5810135458520171,0.00013064200240505718,4.110710791472923e-07,6.445221521944329e-07,6.547767586924163e-10,0.08653280015306199,0.09531222596867726,0.062237092741438654
14,0.020906918582717288,0.6801804319201668,0.046981569350901496,0.024360233995095446,3.0874604531549398e-06,1.5519732478129205e-05,0.006765917452291592,0.5918742492580014,0.0001096395999565231,7.878599127592063e-07,1.6220156710275913e-09,1.5145684735470068e-09,0.10774860440196381,0.12947087389984732,0.030459920689185373
15,0.029533006518489512,0.614003968918131,0.05899090026210944,0.04442403680647799,3.4939949744173794e-06,4.975952448235823e-06,0.012993114554873083,0.5516893047870182,0.00018526552736961051,1.2679184333321068e-06,4.4753694882303913e-10,8.306936224499886e-09,0.15977777627310766,0.1999312127954183,0.04949150973702996
16,0.04445256528664678,0.6134585995231576,0.06940563519748845,0.037191948411597696,8.145160303833442e-06,7.150783935887857e-06,0.016814862058962758,0.6238481660443795,6.236352979666427e-05,1.5099695566942469e-06,5.261087295937083e-10,4.354594892714137e-08,0.0010246560268609814,0.23665530294572604,0.06680311839904009
17,0.029520590708779347,0.20867049960628067,0.05725171787978283,0.013064125475590898,8.627754978449765e-06,6.465463247309731e-06,0.008005458140038878,0.5269649595320367,4.947822895489919e-06,9.818509989528396e-08,2.0629775820322908e-09,4.2087500848083174e-08,0.0006569778176571909,0.2063862851163039,0.05695057587356225
18,0.036863551491894304,0.12159396855627042,0.0510476539348273,0.010288597784819343,8.068515683940179e-06,1.1120068696633202e-05,0.01486394742000075,0.5817983161863312,8.849747429707188e-06,1.0513727328256849e-07,1.8194176892488102e-09,1.188549627577615e-07,0.0004467134798452314,0.2680411626724008,0.05815626845465638
19,0.0406074518974104,0.1546928952471387,0.057080878322000525,0.01653310984960467,1.3827194209522087e-05,1.7022039025809274e-05,0.010929390827750289,0.610962562796115,5.766436169319603e-06,3.103574552793182e-07,8.853705088414514e-11,1.5294819281725083e-07,0.0007340163979748167,0.2227724181682002,0.06556183187934188
20,0.021357937910103094,0.19018656733212844,0.07245448748829678,0.028040440525795445,1.4395642015472197e-05,3.9982078594708197e-07,0.012161803705359641,0.5700019834969241,1.2277427823361366e-05,6.523012292668982e-07,4.226027881763896e-11,3.394049470385224e-07,0.001181981397944128,0.2548483091603383,0.016133216125891154
21,0.027939087006267193,0.07844775505531532,0.09403291321858814,0.02905711896557662,2.23537968374487e-05,4.902681052972027e-07,0.013949171356834385,0.5957197091546229,1.4345802410413834e-05,5.35415717034556e-07,3.833992218919455e-11,7.212008755635471e-07,0.001494811955830654,0.2696324641106991,0.022880233086736212
22,0.028364265362922067,0.0531504513651709,0.08274871598093718,0.040385822059500955,3.147919812797458e-05,8.953095975967024e-08,0.01738544340060964,0.6879790271577977,1.9983590144177366e-05,1.0504083811235831e-06,1.8089601840375862e-12,2.9736245948584056e-07,0.001888317261228048,0.3058642318586975,0.017190350328918115
23,0.021461518445894476,0.053226238779390436,0.08837681966876686,0.039433325059488114,1.8193861682390886e-05,1.1632497082305662e-07,0.01934043434174547,0.5168049293156343,1.941725641705364e-05,1.941461701606253e-06,2.493163962274041e-12,2.902124544223633e-07,0.0028655386318874577,0.29725897682309216,0.020895899318265805
24,0.024877711859161784,0.06822983649876777,0.08901194357069653,0.0434927897034332,1.9593023254968152e-05,2.5236598137631033e-07,0.030519031430585486,0.5440714677779201,1.254722260518683e-06,3.961727827892556e-06,1.2039824678306533e-12,3.762086291735047e-07,0.0002986694441492373,0.3617113442187728,0.027499043225727184
25,0.0331208378753672,0.013192369549476179,0.11393219848146377,0.059952106198563365,3.6865802356283614e-05,2.6685984067697712e-08,0.008462544143220275,0.5502048523738048,9.103063114341204e-08,2.209880231426861e-06,1.807411106722418e-12,1.0224177743713229e-07,0.00021680308830387772,0.2455020884991527,0.02153179753992183
26,0.010207739383203551,0.01212367107536995,0.09947405351711126,0.0679530383193351,4.930756907825199e-05,1.5657698764475237e-08,0.011414532163195731,0.585312376741149,1.2657929743549285e-08,5.287022048922997e-07,7.722923341750245e-06,2.544566385910462e-07,0.0003836397172712385,0.19723595243431832,0.03133325614346691
27,0.014129077595676517,0.00797034309907637,0.12273651449150813,0.09615629399052822,5.20623232223144e-05,3.468054613293457e-08,0.012254306433854665,0.596887738851531,2.2538140206358347e-08,1.0744078075197056e-06,8.152510113834492e-06,2.480016120715853e-07,0.0004399836055269908,0.24057563562578593,0.04055438666090362
28,0.01639058715393613,0.0015206605280558465,0.1630852308848649,0.11697587762571007,4.916923510565502e-05,3.4890960701206853e-08,0.013797645739536983,0.6420630465750958,3.7323759493958006e-08,2.7526560089048524e-07,6.557516168198041e-06,1.9490500686913335e-08,0.0006665874417910216,0.254651497952915,0.04811604671490279
29,0.011599804153878015,0.0023967930053409546,0.18326597002309528,0.11406778655153589,2.6652206289664843e-05,6.739483283364971e-08,0.006240261837512106,0.657804013728891,1.8933077271577953e-08,1.1943563278403125e-07,8.937171074559903e-06,3.298616470365584e-09,0.0005145999169511475,0.22418982283896455,0.03755956270854091
30,0.013666958469739579,0.0032288646290793742,0.036690396232129094,0.13557213306910224,3.0152620414518068e-05,1.2974779329258148e-07,0.00827858602429466,0.5513159859255541,3.239640352962941e-08,1.763530537189998e-07,9.748582824002241e-06,1.3089385081013089e-09,0.00048142837959569364,0.22653344842445042,0.026949145682540896
