TIMESTAMP,WAVES_OPEN_PRICE_USDT,WAVES_HIGH_PRICE_USDT,WAVES_LOW_PRICE_USDT,WAVES_CLOSE_PRICE_USDT,WAVES_FIRST_TRADE_PRICE_USDT,WAVES_HIGH_TRADE_PRICE_USDT,WAVES_LOW_TRADE_PRICE_USDT,WAVES_LAST_TRADE_PRICE_USDT,WAVES_TOTAL_TRADE_COUNT,WAVES_TOTAL_TRADES_BUY,WAVES_TOTAL_TRADES_SELL,WAVES_VOLUME_USDT,WAVES_QUOTE_VOLUME,WAVES_VOLUME_BUY,WAVES_QUOTE_VOLUME_BUY,WAVES_VOLUME_SELL,WAVES_QUOTE_VOLUME_SELL
2019-02-26,2.6794,2.7003,2.6159,2.6435,2.6756,2.7003,2.6159,2.6435,1561,448,1113,98978.33,261874.646734,22548.9,59645.362029,76429.43,202229.284705
2019-02-27,2.6435,2.7,2.5506,2.6473,2.6428,2.7,2.5506,2.6473,2555,1168,1387,170216.16,446376.210717,75094.15,197330.663065,95122.01,249045.547652
2019-02-28,2.6473,2.7273,2.6086,2.6495,2.645,2.7273,2.6086,2.6495,3812,1871,1941,234356.11,626026.033608,107826.63,288992.929235,126529.48,337033.104373
2019-03-01,2.6495,2.74,2.6305,2.6815,2.6465,2.74,2.6305,2.6815,2156,1067,1089,102303.16,275335.562904,43043.44,115955.838064,59259.72,159379.72484
2019-03-02,2.6815,2.7123,2.631,2.6606,2.6949,2.7123,2.631,2.6606,1344,580,764,63182.56,168608.170125,25681.49,68625.951725,37501.07,99982.2184
2019-03-03,2.6606,2.6694,2.6143,2.652,2.6589,2.6694,2.6143,2.652,1403,556,847,65083.29,172443.004901,22204.63,58845.411276,42878.66,113597.593625
2019-03-04,2.652,2.6682,2.505,2.5858,2.6483,2.6682,2.505,2.5858,2215,915,1300,95495.86,245755.680603,34857.56,89762.013944,60638.3,155993.666659
2019-03-05,2.5858,2.654,2.517,2.623,2.5878,2.654,2.517,2.623,2085,932,1153,117470.56,306582.798678,43453.2,113389.445077,74017.36,193193.353601
2019-03-06,2.623,2.6503,2.5342,2.5489,2.623,2.6503,2.5342,2.5489,2785,1002,1783,162047.63,418143.782589,53356.64,138064.747217,108690.99,280079.035372
2019-03-07,2.5489,2.6017,2.523,2.5659,2.5539,2.6017,2.523,2.5659,2815,1299,1516,176443.0,451297.061478,70124.79,179774.837616,106318.21,271522.223862
2019-03-08,2.5659,2.8255,2.5319,2.647,2.5659,2.8255,2.5319,2.647,9578,4903,4675,610406.53,1645415.965938,291415.17,787219.828113,318991.36,858196.137825
2019-03-09,2.647,2.7898,2.6251,2.7213,2.6561,2.7898,2.6251,2.7213,4662,2125,2537,259840.33,706501.555742,104972.19,285525.774448,154868.14,420975.781294
2019-03-10,2.7213,2.7921,2.67,2.7304,2.72,2.7921,2.67,2.7304,2961,1355,1606,167263.41,456719.090173,68680.81,187558.389782,98582.6,269160.700391
2019-03-11,2.7304,2.7855,2.6019,2.6338,2.7372,2.7855,2.6019,2.6338,2344,1087,1257,148813.29,397468.008881,72244.13,193104.613921,76569.16,204363.39496
2019-03-12,2.6338,2.8109,2.5947,2.781,2.6407,2.8109,2.5947,2.781,2777,1503,1274,183556.61,498469.373143,89101.44,242105.358288,94455.17,256364.014855
2019-03-13,2.781,2.85,2.6521,2.6802,2.7883,2.85,2.6521,2.6802,3184,1393,1791,150031.62,409929.202732,60659.9,166186.970874,89371.72,243742.231858
2019-03-14,2.6802,2.7689,2.66,2.72,2.6802,2.7689,2.66,2.72,2566,1100,1466,125819.73,340665.114556,51113.88,138756.812313,74705.85,201908.302243
2019-03-15,2.72,2.8448,2.689,2.7759,2.7286,2.8448,2.689,2.7759,2762,1245,1517,148326.73,410776.573206,67599.79,187640.769654,80726.94,223135.803552
2019-03-16,2.7759,2.8154,2.7352,2.7843,2.776,2.8154,2.7352,2.7843,2618,1064,1554,123525.21,342635.029019,48042.1,133566.39471,75483.11,209068.634309
2019-03-17,2.7843,2.7949,2.709,2.7351,2.7842,2.7949,2.709,2.7351,2756,1024,1732,122237.76,335794.674524,50051.62,137739.407255,72186.14,198055.267269
2019-03-18,2.7351,2.7778,2.7003,2.7437,2.7333,2.7778,2.7003,2.7437,2382,881,1501,125586.12,342105.530967,60860.59,165734.743612,64725.53,176370.787355
2019-03-19,2.7437,2.7613,2.7121,2.7387,2.7403,2.7613,2.7121,2.7387,1415,491,924,78434.6,214544.161047,21888.24,59950.729524,56546.36,154593.431523
2019-03-20,2.7387,2.829,2.7005,2.7944,2.7427,2.829,2.7005,2.7944,2378,1235,1143,137495.4,379974.633308,71410.56,197642.121424,66084.84,182332.511884
2019-03-21,2.7944,2.8657,2.6532,2.728,2.7795,2.8657,2.6532,2.728,2656,1326,1330,205960.37,568953.569823,103627.87,287478.750667,102332.5,281474.819156
2019-03-22,2.728,2.7677,2.7095,2.7518,2.728,2.7677,2.7095,2.7518,1458,756,702,85511.28,234101.739122,33692.75,92457.709811,51818.53,141644.029311
2019-03-23,2.7518,2.798,2.7515,2.795,2.7544,2.798,2.7515,2.795,1054,500,554,63929.62,177492.182516,26760.85,74275.439667,37168.77,103216.742849
2019-03-24,2.795,2.795,2.7105,2.7436,2.7877,2.7913,2.7105,2.7436,1106,435,671,55785.47,153457.976533,19659.0,54052.264386,36126.47,99405.712147
2019-03-25,2.7436,2.7786,2.6415,2.6867,2.7436,2.7786,2.6415,2.6867,1984,866,1118,112092.32,303901.008988,45631.56,123398.800735,66460.76,180502.208253
2019-03-26,2.6867,2.78,2.6217,2.6904,2.6986,2.78,2.6217,2.6904,2374,1125,1249,136796.75,366302.088219,47994.21,128839.673911,88802.54,237462.414308
2019-03-27,2.6904,2.7696,2.6716,2.7463,2.6879,2.7696,2.6716,2.7463,2079,1037,1042,135635.98,370061.997415,67128.45,182841.532624,68507.53,187220.464791
2019-03-28,2.7463,2.7733,2.73,2.7594,2.7455,2.7733,2.73,2.7594,1385,644,741,79682.26,218931.264384,32550.03,89444.623276,47132.23,129486.641108
2019-03-29,2.7594,2.8627,2.7554,2.8373,2.7594,2.8627,2.7554,2.8373,2749,1421,1328,159485.45,447558.918866,85186.75,239303.39026,74298.7,208255.528606
2019-03-30,2.8373,2.86,2.7602,2.7856,2.8382,2.86,2.7602,2.7856,1926,709,1217,105889.16,296502.975915,32865.04,92061.946972,73024.12,204441.028943
2019-03-31,2.7856,2.84,2.7413,2.7837,2.7948,2.84,2.7413,2.7837,1924,882,1042,84204.35,235172.812589,34816.4,97529.336471,49387.95,137643.476118
2019-04-01,2.7837,2.9459,2.7742,2.8982,2.7836,2.9459,2.7742,2.8982,2988,1521,1467,156963.87,449442.95311,68206.2,195691.985843,88757.67,253750.967267
2019-04-02,2.8982,3.1129,2.8021,3.0964,2.8973,3.1129,2.8021,3.0964,10327,5379,4948,573432.46,1699038.821966,318860.38,943645.705592,254572.08,755393.116374
2019-04-03,3.0964,3.2,2.7667,2.8836,3.0774,3.2,2.7667,2.8836,9986,4492,5494,555741.56,1694353.302918,251387.6,771442.979624,304353.96,922910.323294
2019-04-04,2.8836,2.921,2.7,2.792,2.8835,2.921,2.7,2.792,5408,2490,2918,291175.23,825648.353693,133601.01,379149.837021,157574.22,446498.516672
2019-04-05,2.792,2.9058,2.7849,2.8762,2.792,2.9058,2.7849,2.8762,3455,1599,1856,165834.27,474819.988022,74296.22,212800.211402,91538.05,262019.77662
2019-04-06,2.8762,2.9987,2.8479,2.9987,2.8847,2.9987,2.8479,2.9987,6132,3312,2820,311419.33,909939.294668,158145.71,463072.044872,153273.62,446867.249796
2019-04-07,2.9987,3.1699,2.9064,2.9577,2.9987,3.1699,2.9064,2.9577,7504,4041,3463,388206.34,1180325.93585,213178.32,648598.50418,175028.02,531727.43167
2019-04-08,2.9577,3.0156,2.8125,2.8349,2.9479,3.0156,2.8125,2.8349,7074,3116,3958,301738.9,882808.499151,121953.05,357793.229958,179785.85,525015.269193
2019-04-09,2.8349,2.9667,2.5868,2.793,2.8461,2.9667,2.5868,2.793,17852,9258,8594,1269203.3,3529716.679947,549218.11,1534500.135723,719985.19,1995216.544224
2019-04-10,2.793,2.9479,2.7171,2.7788,2.7833,2.9479,2.7171,2.7788,11996,5865,6131,774745.11,2175017.855433,302908.31,853623.813348,471836.8,1321394.042085
2019-04-11,2.7788,3.11,2.4529,2.6353,2.7825,3.11,2.4529,2.6353,29615,14243,15372,2131063.8,5892739.574207,948611.05,2648366.949922,1182452.75,3244372.624285
2019-04-12,2.6353,2.9,2.5082,2.6425,2.6266,2.9,2.5082,2.6425,20564,9831,10733,1307218.55,3525390.250573,559340.01,1523923.281834,747878.54,2001466.968739
2019-04-13,2.6425,2.6853,2.5884,2.6411,2.641,2.6853,2.5884,2.6411,5238,2098,3140,257643.24,681642.629546,95753.67,253549.224668,161889.57,428093.404878
2019-04-14,2.6411,2.8086,2.61,2.7566,2.6429,2.8086,2.61,2.7566,7911,4608,3303,395014.83,1067265.43971,243158.39,656008.90816,151856.44,411256.53155
2019-04-15,2.7566,2.8001,2.58,2.615,2.7578,2.8001,2.58,2.615,7220,3367,3853,317861.9,860361.470281,146622.75,400014.740679,171239.15,460346.729602
2019-04-16,2.615,2.6916,2.59,2.671,2.6099,2.6916,2.59,2.671,4379,2414,1965,208048.25,548442.417934,109330.1,289131.237298,98718.15,259311.180636
2019-04-17,2.671,2.6999,2.61,2.6556,2.6782,2.6999,2.61,2.6556,7268,4348,2920,293208.24,776160.168091,172444.62,457090.999653,120763.62,319069.168438
2019-04-18,2.6556,2.73,2.6487,2.689,2.6498,2.73,2.6487,2.689,6056,3978,2078,224653.04,604528.738325,148897.6,400974.175149,75755.44,203554.563176
2019-04-19,2.689,2.689,2.63,2.656,2.6881,2.6889,2.63,2.656,5935,3843,2092,231271.93,614187.074209,135977.0,361424.053439,95294.93,252763.02077
2019-04-20,2.656,2.6943,2.6139,2.6492,2.6561,2.6943,2.6139,2.6492,5371,3641,1730,244319.24,646680.782215,145391.53,385143.966157,98927.71,261536.816058
2019-04-21,2.6492,2.6628,2.5109,2.5893,2.6495,2.6628,2.5109,2.5893,13886,10240,3646,655494.18,1684725.192154,486766.45,1250110.13446,168727.73,434615.057694
2019-04-22,2.5893,2.6395,2.5319,2.6135,2.5893,2.6395,2.5319,2.6135,9521,7272,2249,397105.72,1024474.377274,307883.4,793576.194236,89222.32,230898.183038
2019-04-23,2.6135,2.6725,2.57,2.5855,2.6161,2.6725,2.57,2.5855,6474,4449,2025,236392.96,620911.340812,165676.24,435475.086353,70716.72,185436.254459
2019-04-24,2.5855,2.6245,2.2969,2.3666,2.5809,2.6245,2.2969,2.3666,6199,3211,2988,361036.93,890048.813915,160823.24,400191.622722,200213.69,489857.191193
2019-04-25,2.3666,2.4313,2.1811,2.2033,2.3702,2.4313,2.1811,2.2033,3155,1529,1626,154234.82,359098.341632,82673.88,191814.440451,71560.94,167283.901181
2019-04-26,2.2033,2.2789,2.1227,2.2051,2.2,2.2789,2.1227,2.2051,3060,1689,1371,151281.58,331301.21287,79847.67,174926.430944,71433.91,156374.781926
2019-04-27,2.2051,2.2287,2.11,2.1695,2.2157,2.2287,2.11,2.1695,2218,1345,873,138766.27,299319.367004,62394.28,135220.338269,76371.99,164099.028735
2019-04-28,2.1695,2.1973,2.0749,2.0942,2.1695,2.1973,2.0749,2.0942,2033,1219,814,136169.37,288731.963385,82038.45,173831.121244,54130.92,114900.842141
2019-04-29,2.0942,2.1263,1.9364,1.9912,2.0899,2.1263,1.9364,1.9912,2162,1115,1047,155625.57,314115.442664,65717.36,132545.042589,89908.21,181570.400075
2019-04-30,1.9912,2.3099,1.967,2.2527,1.9834,2.3099,1.967,2.2527,5099,3011,2088,282116.21,620851.0156,146809.56,323496.59358,135306.65,297354.42202
2019-05-01,2.2527,2.2782,2.1274,2.1526,2.2529,2.2782,2.1274,2.1526,2186,1154,1032,109626.37,238991.594685,47738.76,104277.280959,61887.61,134714.313726
2019-05-02,2.1526,2.1808,2.1218,2.1629,2.14,2.1808,2.1218,2.1629,1369,743,626,111266.2,238987.121246,55556.06,119471.667412,55710.14,119515.453834
2019-05-03,2.1629,2.2364,2.1388,2.2235,2.1587,2.2364,2.1388,2.2235,2437,1316,1121,207840.24,452503.740839,113909.26,247830.91288,93930.98,204672.827959
2019-05-04,2.2235,2.2624,2.08,2.1501,2.2235,2.2624,2.08,2.1501,1853,944,909,136007.97,294469.605055,58109.81,125917.468364,77898.16,168552.136691
2019-05-05,2.1501,2.1501,2.0177,2.0846,2.1501,2.1501,2.0177,2.0846,1376,756,620,89128.0,184612.102355,40529.16,84143.62991,48598.84,100468.472445
2019-05-06,2.0846,2.2131,2.0306,2.1467,2.0857,2.2131,2.0306,2.1467,2052,1236,816,115328.39,245251.788591,66005.83,140664.263868,49322.56,104587.524723
2019-05-07,2.1467,2.4763,2.0825,2.0825,2.1456,2.4763,2.0825,2.0825,11122,7468,3654,861006.42,1984828.471576,547012.12,1262029.46089,313994.3,722799.010686
2019-05-08,2.0825,2.2587,2.0416,2.2193,2.0875,2.2587,2.0416,2.2193,6272,4085,2187,533924.02,1134908.282107,317955.45,675030.935708,215968.57,459877.346399
2019-05-09,2.2193,2.4483,2.1233,2.3415,2.2133,2.4483,2.1233,2.3415,5762,3211,2551,333284.39,756769.323711,179780.62,410412.018477,153503.77,346357.305234
2019-05-10,2.3415,2.3854,2.2113,2.2664,2.343,2.3854,2.2113,2.2664,2918,1394,1524,196269.27,445971.905548,89094.31,202736.941144,107174.96,243234.964404
2019-05-11,2.2664,2.5099,2.2579,2.424,2.2673,2.5099,2.2579,2.424,13534,10008,3526,920781.08,2203371.35738,639531.05,1528215.421831,281250.03,675155.935549
2019-05-12,2.424,2.5727,2.307,2.4256,2.4297,2.5727,2.307,2.4256,9511,7434,2077,557403.8,1367287.419214,432447.99,1061438.551394,124955.81,305848.86782
2019-05-13,2.4256,2.5119,2.3006,2.3626,2.4085,2.5119,2.3006,2.3626,13687,7753,5934,872438.57,2115804.477496,403612.08,980334.545235,468826.49,1135469.932261
2019-05-14,2.3626,2.4435,2.2683,2.3559,2.3657,2.4435,2.2683,2.3559,11477,7334,4143,800517.82,1898903.390484,443406.03,1052776.16738,357111.79,846127.223104
2019-05-15,2.3559,2.7545,2.3551,2.5693,2.3551,2.7545,2.3551,2.5693,13676,8030,5646,1219028.79,3156428.272477,611075.11,1577805.036526,607953.68,1578623.235951
2019-05-16,2.5693,2.7554,2.429,2.5188,2.5813,2.7554,2.429,2.5188,16067,10098,5969,1159623.42,3008771.36333,663729.03,1722978.789712,495894.39,1285792.573618
2019-05-17,2.5188,2.5397,2.1912,2.4135,2.5186,2.5397,2.1912,2.4135,9892,6250,3642,609153.91,1427904.265044,370392.59,869088.634862,238761.32,558815.630182
2019-05-18,2.4135,2.4363,2.285,2.3813,2.4127,2.4363,2.285,2.3813,7599,5117,2482,438562.68,1037144.33294,270903.55,641188.452552,167659.13,395955.880388
2019-05-19,2.3813,2.5902,2.3799,2.5318,2.3936,2.5902,2.3799,2.5318,10848,6564,4284,668142.97,1641332.175617,382047.01,940678.208159,286095.96,700653.967458
2019-05-20,2.5318,2.5491,2.3202,2.4393,2.5313,2.5491,2.3202,2.4393,10529,6688,3841,649104.08,1570154.817143,405015.76,981003.344184,244088.32,589151.472959
2019-05-21,2.4393,2.5629,2.37,2.4716,2.4483,2.5629,2.37,2.4716,8902,5486,3416,847222.88,2091119.459717,497351.82,1228046.452315,349871.06,863073.007402
2019-05-22,2.4716,2.534,2.31,2.3588,2.4614,2.534,2.31,2.3588,9524,5957,3567,861468.76,2104550.948423,531321.83,1301451.64501,330146.93,803099.303413
2019-05-23,2.3588,3.28,2.3104,3.28,2.3588,3.28,2.3104,3.28,26282,16690,9592,2387801.38,6372682.376556,1363132.12,3592782.669583,1024669.26,2779899.706973
2019-05-24,3.28,3.5498,2.6605,2.6733,3.2946,3.5498,2.6605,2.6733,36354,17538,18816,2907411.14,8682715.232541,1335980.2,3999392.55248,1571430.94,4683322.680061
2019-05-25,2.6733,2.7677,2.6118,2.717,2.6732,2.7677,2.6118,2.717,13175,7071,6104,1043926.34,2805557.723896,518328.21,1395085.943468,525598.13,1410471.780428
2019-05-26,2.717,2.77,2.565,2.679,2.7161,2.77,2.565,2.679,11270,6568,4702,653761.05,1743363.654187,374207.49,998999.282028,279553.56,744364.372159
2019-05-27,2.679,2.7841,2.6601,2.7265,2.6852,2.7841,2.6601,2.7265,13409,7442,5967,826636.54,2240408.465123,434381.88,1178474.529939,392254.66,1061933.935184
2019-05-28,2.7265,2.8708,2.7,2.7559,2.7153,2.8708,2.7,2.7559,12135,6851,5284,699789.22,1931085.330303,381375.51,1053396.539917,318413.71,877688.790386
2019-05-29,2.7559,2.7638,2.63,2.6688,2.7481,2.7638,2.63,2.6688,8138,3925,4213,386997.8,1050125.430935,173318.48,471324.175476,213679.32,578801.255459
2019-05-30,2.6688,2.76,2.4513,2.5428,2.6686,2.76,2.4513,2.5428,17604,7053,10551,1148612.15,3059671.491842,448961.47,1196709.343833,699650.68,1862962.148009
2019-05-31,2.5428,2.6483,2.5001,2.6385,2.5444,2.6483,2.5001,2.6385,7601,3919,3682,390179.74,998591.723712,201464.63,516618.980723,188715.11,481972.742989
2019-06-01,2.6385,2.684,2.5717,2.6044,2.6432,2.684,2.5717,2.6044,6299,3475,2824,326519.38,858588.942343,170451.04,448862.093573,156068.34,409726.84877
2019-06-02,2.6044,2.6829,2.5643,2.6546,2.6073,2.6829,2.5643,2.6546,9805,6363,3442,563820.68,1482618.527271,383079.79,1007494.250391,180740.89,475124.27688
2019-06-03,2.6546,2.6623,2.4124,2.4169,2.6556,2.6623,2.4124,2.4169,12809,7155,5654,828994.84,2104728.772633,454403.69,1158054.124881,374591.15,946674.647752
2019-06-04,2.4169,2.4268,2.2401,2.3174,2.4114,2.4268,2.2401,2.3174,12669,8482,4187,734841.77,1722467.282394,472201.93,1107132.576251,262639.84,615334.706143
2019-06-05,2.3174,2.366,2.2464,2.3065,2.3174,2.366,2.2464,2.3065,5608,3446,2162,408103.68,945126.12592,201540.02,465242.020623,206563.66,479884.105297
2019-06-06,2.3065,2.3485,2.191,2.2993,2.2958,2.3485,2.191,2.2993,5482,3055,2427,359785.1,818796.632159,169089.48,385806.319688,190695.62,432990.312471
2019-06-07,2.2993,2.4182,2.2622,2.3701,2.2999,2.4182,2.2622,2.3701,6820,3972,2848,707665.14,1667552.925754,389758.39,919616.728919,317906.75,747936.196835
2019-06-08,2.3701,2.4114,2.3088,2.3638,2.36,2.4114,2.3088,2.3638,3527,1875,1652,290431.15,684538.892056,132792.83,313884.773395,157638.32,370654.118661
2019-06-09,2.3638,2.4171,2.2302,2.2735,2.3604,2.4171,2.2302,2.2735,4077,2137,1940,284244.48,661784.906477,158386.73,371530.147663,125857.75,290254.758814
2019-06-10,2.2735,2.38,2.23,2.371,2.2751,2.38,2.23,2.371,4635,2659,1976,347151.04,805526.484596,189260.14,439731.748513,157890.9,365794.736083
2019-06-11,2.371,2.4069,2.3025,2.3773,2.371,2.4069,2.3025,2.3773,5582,3283,2299,534127.14,1256772.251623,315197.6,742997.17897,218929.54,513775.072653
2019-06-12,2.3773,2.455,2.3366,2.4361,2.3772,2.455,2.3366,2.4361,4251,2301,1950,322560.23,773059.828734,135185.26,325424.945834,187374.97,447634.8829
2019-06-13,2.4361,2.5046,2.4193,2.4726,2.4421,2.5046,2.4193,2.4726,5312,3121,2191,402689.07,993766.203737,245109.31,605007.386486,157579.76,388758.817251
2019-06-14,2.4726,2.499,2.2579,2.3768,2.4826,2.499,2.2579,2.3768,7252,3290,3962,604669.04,1426286.632708,253560.4,599810.758803,351108.64,826475.873905
2019-06-15,2.3768,2.4374,2.3325,2.4139,2.3758,2.4374,2.3325,2.4139,3740,2067,1673,219361.12,522680.00035,114091.38,272759.5189,105269.74,249920.48145
2019-06-16,2.4139,2.575,2.33,2.4249,2.4117,2.575,2.33,2.4249,11789,7112,4677,910397.83,2201220.146196,595764.32,1439630.157717,314633.51,761589.988479
2019-06-17,2.4249,2.5189,2.4089,2.4414,2.4243,2.5189,2.4089,2.4414,5729,3348,2381,281260.2,692129.551471,152064.52,374862.711706,129195.68,317266.839765
