TIMESTAMP,SANIN_OPEN_PRICE_USD,SANIN_HIGH_PRICE_USD,SANIN_LOW_PRICE_USD,SANIN_CLOSE_PRICE_USD,SANIN_VOLUME_USD,SANIN_DIVIDENDS_USD,SANIN_STOCK_SPLITS_USD
2024-12-08 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,31714,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,8947,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,2155,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,3144,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,5042,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,6276,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,1688,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,841,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,2185,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,1171,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,512,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,2016,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,1008,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,573,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,1152,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,522,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,1426,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,3606,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,1794,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,512,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,616,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,1226,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,105,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,2894,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,674,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,618,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,10935,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,1304,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,646,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,4189,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,5867,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,4903,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,1278,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,564,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,266,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,176,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,669,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,973,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,96,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,132,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,730,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,468,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,641,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,156,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,86,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,55,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,1213,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,1313,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,604,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,360,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,206,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,126,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,149,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,212,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,186,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,86,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,111,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,54,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,557,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,301,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,2299,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,383,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,268,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,1342,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,507,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,228,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,39,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,276,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,246,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,104,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,113,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,239,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,81,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,1271,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,905,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,53,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,324,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,186,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,627,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,310,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,39,0.0,0.0
2025-06-01 00:00:00+00:00,1.2221329370731837e-07,1.2221329370731837e-07,1.215820475408691e-07,1.215820475408691e-07,29,0.0,0.0
