TIMESTAMP,DARAM_OPEN_PRICE_USD,DARAM_HIGH_PRICE_USD,DARAM_LOW_PRICE_USD,DARAM_CLOSE_PRICE_USD,DARAM_VOLUME_USD,DARAM_DIVIDENDS_USD,DARAM_STOCK_SPLITS_USD
2025-05-10 00:00:00+00:00,,,,0.0,595421,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,493660,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,483064,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,668029,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,817153,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,542679,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,698370,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,653612,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,700330,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,637154,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,548970,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,247293,0.0,0.0
2025-06-01 00:00:00+00:00,1.9781447313516054e-10,1.1124474674772955e-09,1.2553864892073108e-10,1.1124474674772955e-09,103324,0.0,0.0
