TIMESTAMP,TRUMPJR35360_OPEN_PRICE_USD,TRUMPJR35360_HIGH_PRICE_USD,TRUMPJR35360_LOW_PRICE_USD,TRUMPJR35360_CLOSE_PRICE_USD,TRUMPJR35360_VOLUME_USD,TRUMPJR35360_DIVIDENDS_USD,TRUMPJR35360_STOCK_SPLITS_USD
2025-05-18 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,125404,0.0,0.0
2025-05-19 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2000000424450263e-05,143256,0.0,0.0
2025-05-20 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,131481,0.0,0.0
2025-05-21 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,134075,0.0,0.0
2025-05-22 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,132426,0.0,0.0
2025-05-23 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,134501,0.0,0.0
2025-05-24 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,139403,0.0,0.0
2025-05-25 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,137841,0.0,0.0
2025-05-26 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2000000424450263e-05,132900,0.0,0.0
2025-05-27 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2000000424450263e-05,126598,0.0,0.0
2025-05-28 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,137203,0.0,0.0
2025-05-29 00:00:00+00:00,1.2999999853491317e-05,1.5999999959603883e-05,1.2000000424450263e-05,1.2000000424450263e-05,135265,0.0,0.0
2025-05-30 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.1000000085914508e-05,125164,0.0,0.0
2025-05-31 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,1.1000000085914508e-05,1.1000000085914508e-05,133967,0.0,0.0
2025-06-01 00:00:00+00:00,1.121446166507667e-05,1.1494306818349287e-05,1.091325975721702e-05,1.1261225154157728e-05,139343,0.0,0.0
