,Time,TRX_Average_Price_USD_2,BNB_Average_Price_USD_2,LINK_Average_Price_USD_2,DOT_Average_Price_USD_2,AVAX_Average_Price_USD_2,EOS_Average_Price_USD_2,ATOM_Average_Price_USD_2,XLM_Average_Price_USD_2,DASH_Average_Price_USD_2,AMP_Average_Price_USD_2
3473,2023-08-25,0.0769,216.867,5.993,4.441,10.019,0.581,7.194,0.122,25.158,0.00195
3474,2023-08-26,0.0776,217.142,6.009,4.498,10.048,0.585,7.201,0.123,25.494,0.00194
3475,2023-08-27,0.0776,217.561,6.001,4.509,10.164,0.589,7.153,0.121,25.681,0.00194
3476,2023-08-28,0.0772,217.688,5.957,4.509,10.173,0.586,7.177,0.12,25.939,0.00192
3477,2023-08-29,0.0768,222.051,6.04,4.634,10.611,0.599,7.294,0.121,26.306,0.00193
3478,2023-08-30,0.0763,224.256,6.022,4.582,10.53,0.624,7.309,0.122,26.935,0.00193
3479,2023-08-31,0.0761,221.424,5.936,4.421,10.273,0.611,7.111,0.119,26.648,0.00195
3480,2023-09-01,0.0768,214.62,5.95,4.245,9.984,0.587,6.856,0.116,25.747,0.00193
3481,2023-09-02,0.0767,214.372,5.945,4.238,9.885,0.579,6.723,0.113,25.237,0.00188
3482,2023-09-03,0.0771,214.183,6.015,4.271,9.909,0.582,6.828,0.116,25.588,0.00185
3483,2023-09-04,0.0772,214.917,6.057,4.26,9.885,0.581,6.798,0.123,25.629,0.00184
3484,2023-09-05,0.0775,214.821,6.054,4.255,9.837,0.583,6.759,0.124,25.69,0.00183
3485,2023-09-06,0.078,214.667,6.19,4.242,9.916,0.584,6.825,0.121,25.596,0.00183
3486,2023-09-07,0.0791,215.249,6.308,4.264,9.961,0.58,6.888,0.123,25.838,0.00183
3487,2023-09-08,0.079,215.545,6.279,4.263,9.984,0.582,6.884,0.125,26.157,0.00183
3488,2023-09-09,0.0791,214.906,6.219,4.255,9.885,0.582,6.854,0.13,26.394,0.00183
3489,2023-09-10,0.0786,212.989,6.074,4.171,9.555,0.568,6.723,0.131,25.918,0.00177
3490,2023-09-11,0.078,208.669,5.907,4.045,9.314,0.547,6.491,0.129,25.123,0.0017
3491,2023-09-12,0.0797,210.392,5.944,4.005,9.323,0.552,6.426,0.128,25.292,0.00172
3492,2023-09-13,0.0808,211.505,5.993,4.003,9.249,0.553,6.488,0.12,25.512,0.0017
3493,2023-09-14,0.0823,212.37,6.079,4.034,9.349,0.562,6.63,0.12,25.668,0.0017
3494,2023-09-15,0.0838,212.51,6.192,4.096,9.341,0.568,6.845,0.12,25.989,0.00171
3495,2023-09-16,0.0838,214.572,6.277,4.173,9.455,0.576,7.089,0.119,26.791,0.00173
3496,2023-09-17,0.0836,215.303,6.188,4.117,9.218,0.567,7.046,0.117,26.342,0.0017
3497,2023-09-18,0.0842,217.615,6.574,4.134,9.145,0.57,7.235,0.118,26.272,0.0017
3498,2023-09-19,0.0844,217.162,6.771,4.123,9.178,0.579,7.412,0.118,26.225,0.00171
3499,2023-09-20,0.0847,215.867,6.882,4.122,9.081,0.577,7.344,0.118,26.337,0.0017
3500,2023-09-21,0.0837,211.933,6.766,4.072,8.925,0.576,7.362,0.114,26.338,0.00169
3501,2023-09-22,0.0835,210.985,6.764,4.018,8.866,0.576,7.148,0.115,26.474,0.00169
3502,2023-09-23,0.0837,210.706,7.055,4.018,8.906,0.578,7.1,0.114,26.783,0.00168
3503,2023-09-24,0.0841,210.333,7.125,4.027,8.931,0.58,7.07,0.113,26.765,0.00166
3504,2023-09-25,0.0843,209.132,7.3,4.04,8.847,0.57,7.003,0.112,26.765,0.00166
3505,2023-09-26,0.0847,211.724,7.41,4.032,8.982,0.565,7.019,0.112,26.923,0.00165
3506,2023-09-27,0.0853,212.781,7.511,4.011,9.005,0.563,6.978,0.113,26.591,0.00164
3507,2023-09-28,0.0856,213.73,7.772,4.04,9.132,0.567,7.059,0.113,26.689,0.00164
3508,2023-09-29,0.0887,215.53,7.809,4.082,9.233,0.575,7.128,0.115,27.195,0.00164
3509,2023-09-30,0.0888,215.159,8.111,4.092,9.201,0.581,7.203,0.112,27.641,0.00165
3510,2023-10-01,0.0889,215.226,8.05,4.169,9.499,0.59,7.324,0.113,27.931,0.00165
3511,2023-10-02,0.0892,217.649,7.805,4.219,9.609,0.596,7.414,0.114,28.049,0.00165
3512,2023-10-03,0.0879,214.351,7.544,4.115,9.339,0.601,7.175,0.111,27.538,0.00163
3513,2023-10-04,0.089,212.439,7.568,4.032,9.702,0.577,6.977,0.113,26.88,0.00163
3514,2023-10-05,0.0889,212.105,7.618,4.037,10.071,0.571,6.901,0.111,27.061,0.00161
3515,2023-10-06,0.0872,212.227,7.591,4.053,10.562,0.568,6.887,0.111,27.043,0.0016
3516,2023-10-07,0.0879,212.832,7.584,4.076,10.628,0.572,6.935,0.111,26.951,0.0016
3517,2023-10-08,0.0881,211.545,7.651,4.032,10.19,0.567,6.914,0.111,26.727,0.00159
3518,2023-10-09,0.0872,208.617,7.446,3.913,9.724,0.551,6.801,0.108,26.239,0.00154
3519,2023-10-10,0.0865,207.661,7.287,3.829,9.615,0.541,6.831,0.105,25.994,0.00151
3520,2023-10-11,0.0862,206.468,7.295,3.753,9.363,0.538,6.648,0.103,25.507,0.00147
3521,2023-10-12,0.0857,205.398,7.267,3.687,9.093,0.536,6.58,0.102,25.176,0.00143
3522,2023-10-13,0.0854,205.759,7.207,3.696,9.148,0.541,6.601,0.103,25.214,0.00144
3523,2023-10-14,0.0855,206.385,7.291,3.736,9.186,0.545,6.608,0.104,25.584,0.00144
3524,2023-10-15,0.0857,208.256,7.374,3.743,9.156,0.546,6.582,0.105,25.664,0.00146
3525,2023-10-16,0.0879,212.846,7.512,3.778,9.404,0.556,6.63,0.107,25.891,0.00149
3526,2023-10-17,0.0884,212.499,7.419,3.715,9.233,0.548,6.507,0.106,25.387,0.00148
3527,2023-10-18,0.0891,211.922,7.376,3.672,9.049,0.539,6.384,0.104,24.937,0.00144
3528,2023-10-19,0.0892,210.223,7.338,3.629,8.933,0.532,6.232,0.104,24.811,0.00143
3529,2023-10-20,0.0909,212.952,7.546,3.72,9.208,0.547,6.375,0.108,25.417,0.00144
3530,2023-10-21,0.0911,213.283,8.228,3.815,9.481,0.555,6.507,0.11,25.868,0.00146
3531,2023-10-22,0.0908,214.911,9.358,3.876,9.809,0.555,6.619,0.11,26.013,0.00146
3532,2023-10-23,0.0908,220.883,10.358,4.064,10.117,0.569,6.747,0.112,26.593,0.00148
3533,2023-10-24,0.0928,228.521,10.24,4.265,10.462,0.592,7.073,0.116,27.974,0.00154
3534,2023-10-25,0.0932,225.355,11.128,4.249,10.42,0.592,7.046,0.114,27.835,0.00157
3535,2023-10-26,0.093,223.761,10.882,4.287,10.908,0.601,7.137,0.114,28.003,0.0016
3536,2023-10-27,0.0934,224.424,10.999,4.15,10.692,0.599,7.047,0.112,27.665,0.00158
3537,2023-10-28,0.0942,226.336,11.212,4.178,10.85,0.623,7.155,0.113,28.183,0.00162
3538,2023-10-29,0.0948,226.042,11.025,4.226,11.071,0.629,7.195,0.115,28.5,0.00164
3539,2023-10-30,0.0949,227.326,11.218,4.331,11.419,0.624,7.493,0.117,28.93,0.00164
3540,2023-10-31,0.0963,226.606,11.405,4.462,11.429,0.628,7.941,0.12,29.697,0.00163
3541,2023-11-01,0.0986,225.331,11.139,4.463,11.352,0.629,7.762,0.121,29.094,0.00172
3542,2023-11-02,0.0999,230.498,11.227,4.675,11.97,0.652,7.85,0.121,29.274,0.00175
3543,2023-11-03,0.098,229.14,11.073,4.556,11.849,0.642,7.683,0.121,28.558,0.0017
3544,2023-11-04,0.0975,233.934,11.338,4.652,12.084,0.654,7.872,0.123,29.394,0.00173
3545,2023-11-05,0.0982,242.182,12.041,4.775,12.353,0.671,8.333,0.125,30.295,0.00175
3546,2023-11-06,0.0978,247.736,12.532,4.839,12.777,0.686,8.548,0.13,30.673,0.00177
3547,2023-11-07,0.0968,248.711,12.951,4.909,12.798,0.687,8.454,0.127,31.014,0.00184
3548,2023-11-08,0.0976,246.239,13.761,4.96,12.86,0.696,8.572,0.127,31.244,0.00186
3549,2023-11-09,0.0992,248.517,14.7,5.047,13.2,0.695,8.76,0.126,31.208,0.00189
3550,2023-11-10,0.103,252.466,14.804,5.133,13.646,0.691,9.215,0.123,31.279,0.0019
3551,2023-11-11,0.107,250.575,15.528,5.375,14.989,0.721,9.169,0.125,32.317,0.00201
3552,2023-11-12,0.108,248.621,15.966,5.682,17.83,0.729,9.369,0.125,33.095,0.0021
3553,2023-11-13,0.109,245.614,15.249,5.597,17.732,0.736,9.764,0.124,33.186,0.00207
3554,2023-11-14,0.105,243.116,14.409,5.335,16.982,0.711,9.179,0.12,31.725,0.00198
3555,2023-11-15,0.104,248.535,14.711,5.386,19.153,0.711,9.399,0.119,31.671,0.00208
3556,2023-11-16,0.104,249.18,14.499,5.544,22.39,0.725,9.833,0.121,31.712,0.00238
3557,2023-11-17,0.103,243.826,13.661,5.319,22.176,0.707,9.558,0.118,30.699,0.00223
3558,2023-11-18,0.103,243.274,13.484,5.181,21.496,0.703,9.19,0.118,29.914,0.00227
3559,2023-11-19,0.103,244.128,14.229,5.311,21.606,0.711,9.164,0.12,30.011,0.00251
3560,2023-11-20,0.103,249.456,14.965,5.424,21.975,0.718,9.31,0.121,30.847,0.0025
3561,2023-11-21,0.1,254.006,14.162,5.155,20.885,0.695,8.81,0.118,30.12,0.0024
3562,2023-11-22,0.0995,233.798,14.158,5.093,20.21,0.667,8.645,0.116,28.452,0.00246
3563,2023-11-23,0.101,234.28,14.448,5.156,20.849,0.674,8.829,0.117,29.402,0.00244
3564,2023-11-24,0.103,234.323,14.434,5.207,20.975,0.68,8.901,0.118,30.002,0.00248
3565,2023-11-25,0.106,233.905,14.726,5.31,21.088,0.693,9.097,0.12,30.792,0.0025
3566,2023-11-26,0.108,232.662,14.891,5.319,21.037,0.698,9.699,0.121,30.92,0.00249
3567,2023-11-27,0.105,227.742,14.418,5.193,20.5,0.681,9.372,0.117,29.99,0.00241
3568,2023-11-28,0.102,228.293,14.285,5.205,20.246,0.674,9.12,0.117,29.839,0.00244
3569,2023-11-29,0.103,228.697,14.637,5.252,21.022,0.679,9.209,0.119,29.912,0.00247
3570,2023-11-30,0.104,227.668,14.467,5.27,21.129,0.677,9.272,0.119,29.984,0.00248
3571,2023-12-01,0.104,228.563,14.763,5.448,22.101,0.683,9.382,0.119,30.359,0.00248
3572,2023-12-02,0.103,228.404,15.662,5.495,22.052,0.693,9.524,0.12,31.222,0.0025
3573,2023-12-03,0.103,227.939,15.945,5.509,22.033,0.696,9.499,0.122,31.419,0.00251
3574,2023-12-04,0.104,230.757,15.812,5.592,22.102,0.713,9.609,0.122,32.074,0.00258
3575,2023-12-05,0.103,231.187,15.54,5.65,22.756,0.726,9.666,0.12,32.088,0.00259
3576,2023-12-06,0.104,231.16,15.677,5.991,26.226,0.735,9.935,0.122,32.23,0.00278
3577,2023-12-07,0.104,231.82,15.365,6.108,26.544,0.76,9.793,0.124,32.532,0.00353
3578,2023-12-08,0.106,235.499,16.322,6.45,27.698,0.776,10.165,0.128,33.565,0.00347
3579,2023-12-09,0.108,241.168,16.763,7.347,32.351,0.835,10.777,0.134,34.935,0.00343
3580,2023-12-10,0.108,239.732,16.205,7.199,33.535,0.838,10.43,0.134,35.173,0.00332
3581,2023-12-11,0.105,238.697,14.977,6.735,36.184,0.776,9.936,0.125,32.704,0.00394
3582,2023-12-12,0.104,252.221,14.751,7.028,39.499,0.778,10.983,0.123,32.663,0.00395
3583,2023-12-13,0.103,250.505,14.384,6.982,37.365,0.766,11.232,0.121,32.639,0.00376
3584,2023-12-14,0.105,251.335,15.013,7.403,38.794,0.784,11.463,0.125,33.59,0.00392
3585,2023-12-15,0.104,248.951,14.916,7.245,40.135,0.778,11.226,0.125,33.174,0.0038
3586,2023-12-16,0.103,246.195,14.477,7.128,42.393,0.782,11.386,0.124,32.623,0.00399
3587,2023-12-17,0.103,242.148,14.205,6.983,42.167,0.813,11.47,0.124,32.47,0.00386
3588,2023-12-18,0.1,237.516,14.132,6.683,39.502,0.766,10.698,0.12,30.909,0.00377
3589,2023-12-19,0.101,249.056,14.409,6.836,40.503,0.773,10.679,0.121,31.188,0.00383
3590,2023-12-20,0.102,256.514,14.365,6.917,42.045,0.781,10.618,0.121,30.988,0.00378
3591,2023-12-21,0.104,266.168,14.708,7.601,45.169,0.803,10.87,0.123,31.66,0.00382
3592,2023-12-22,0.105,270.9,15.369,8.074,45.714,0.85,11.323,0.125,32.584,0.00384
3593,2023-12-23,0.106,268.934,15.385,7.863,45.105,0.828,11.21,0.125,32.438,0.00382
3594,2023-12-24,0.107,268.718,15.65,8.783,47.774,0.832,11.502,0.126,33.843,0.00391
3595,2023-12-25,0.107,265.486,15.397,9.069,47.42,0.854,11.543,0.128,34.896,0.00399
3596,2023-12-26,0.104,283.742,15.264,9.027,45.659,0.858,11.912,0.127,35.547,0.0039
3597,2023-12-27,0.104,303.172,15.565,8.756,43.413,0.878,11.678,0.128,36.525,0.00384
3598,2023-12-28,0.106,327.527,16.775,8.543,41.05,0.886,11.675,0.133,37.269,0.00381
3599,2023-12-29,0.106,316.276,15.786,8.389,40.663,0.86,11.223,0.13,34.713,0.00368
3600,2023-12-30,0.106,316.609,15.294,8.323,39.515,0.858,10.824,0.133,32.897,0.00363
3601,2023-12-31,0.107,317.998,15.226,8.403,39.545,0.857,10.839,0.131,32.622,0.00358
3602,2024-01-01,0.107,311.363,15.233,8.305,39.611,0.862,10.846,0.13,32.102,0.00363
3603,2024-01-02,0.109,315.222,15.607,8.588,41.828,0.879,11.212,0.131,33.247,0.00372
3604,2024-01-03,0.107,316.518,14.686,8.059,38.72,0.82,10.603,0.126,31.086,0.00354
3605,2024-01-04,0.107,318.878,14.401,7.735,37.574,0.771,10.081,0.121,29.576,0.00339
3606,2024-01-05,0.105,318.045,14.161,7.525,36.712,0.748,10.182,0.118,29.285,0.00331
3607,2024-01-06,0.104,306.391,13.589,7.209,34.896,0.734,9.93,0.119,28.743,0.00326
3608,2024-01-07,0.104,306.378,13.526,7.17,34.797,0.732,9.767,0.119,28.681,0.00364
3609,2024-01-08,0.103,300.463,13.569,7.091,33.903,0.711,9.503,0.117,27.141,0.00337
3610,2024-01-09,0.103,301.435,13.803,7.259,35.837,0.714,9.778,0.117,27.649,0.00336
3611,2024-01-10,0.104,298.94,14.059,7.199,35.026,0.718,9.795,0.116,27.761,0.00334
3612,2024-01-11,0.106,308.882,15.033,8.226,39.146,0.775,10.583,0.123,29.957,0.00353
3613,2024-01-12,0.107,306.615,14.71,7.969,37.988,0.786,10.505,0.122,30.034,0.00348
3614,2024-01-13,0.111,299.32,14.188,7.64,35.91,0.763,10.099,0.119,29.237,0.00338
3615,2024-01-14,0.115,303.915,14.93,7.577,36.478,0.762,10.211,0.119,29.178,0.00339
3616,2024-01-15,0.113,314.203,15.46,7.558,36.03,0.772,10.156,0.119,29.107,0.00335
3617,2024-01-16,0.109,316.449,15.144,7.528,35.821,0.776,10.334,0.118,29.317,0.00334
3618,2024-01-17,0.108,311.567,15.817,7.407,35.936,0.762,10.176,0.118,28.966,0.00338
3619,2024-01-18,0.109,311.165,15.12,7.188,34.932,0.743,9.979,0.116,28.415,0.00329
3620,2024-01-19,0.109,312.099,15.152,6.907,33.02,0.715,9.644,0.113,27.278,0.00325
3621,2024-01-20,0.11,314.559,15.976,6.857,32.565,0.718,9.69,0.114,27.818,0.00346
3622,2024-01-21,0.111,318.853,15.613,6.898,33.036,0.729,9.796,0.116,28.917,0.00343
3623,2024-01-22,0.109,313.229,15.196,6.603,31.141,0.704,9.406,0.114,28.095,0.00371
3624,2024-01-23,0.108,301.115,14.267,6.26,29.103,0.677,9.08,0.111,27.142,0.00353
3625,2024-01-24,0.108,294.502,14.142,6.383,30.594,0.679,9.25,0.112,27.144,0.00344
3626,2024-01-25,0.111,291.764,13.859,6.453,30.405,0.684,9.218,0.112,26.786,0.00338
3627,2024-01-26,0.114,298.679,13.991,6.536,31.584,0.697,9.484,0.114,27.583,0.00344
3628,2024-01-27,0.114,304.337,14.264,6.654,32.534,0.703,9.584,0.116,27.815,0.00354
3629,2024-01-28,0.113,306.057,14.447,6.699,35.354,0.721,9.569,0.115,27.972,0.00357
3630,2024-01-29,0.113,307.859,14.716,6.919,35.378,0.711,9.56,0.115,27.784,0.00368
3631,2024-01-30,0.112,310.411,15.252,7.0,36.102,0.716,9.608,0.115,28.423,0.00366
3632,2024-01-31,0.113,304.539,15.643,6.774,34.745,0.696,9.242,0.112,29.857,0.00354
3633,2024-02-01,0.114,299.464,16.077,6.7,33.295,0.693,9.106,0.109,26.803,0.00343
3634,2024-02-02,0.117,301.86,18.012,6.88,35.432,0.706,9.173,0.11,27.244,0.00352
3635,2024-02-03,0.117,301.544,17.817,6.905,36.082,0.718,9.167,0.111,27.442,0.00356
3636,2024-02-04,0.118,302.203,18.044,6.771,35.758,0.708,9.055,0.11,27.203,0.00354
3637,2024-02-05,0.119,302.974,18.899,6.813,34.991,0.704,9.04,0.109,27.043,0.0035
3638,2024-02-06,0.121,302.514,18.805,6.744,34.232,0.716,9.131,0.108,27.08,0.0035
3639,2024-02-07,0.124,304.105,18.44,6.8,34.532,0.711,9.349,0.108,26.663,0.0035
3640,2024-02-08,0.123,315.613,18.61,6.978,35.485,0.721,9.585,0.109,26.819,0.00356
3641,2024-02-09,0.123,322.56,18.324,7.123,36.8,0.737,9.877,0.111,27.258,0.00358
3642,2024-02-10,0.124,322.675,18.46,7.183,39.218,0.735,10.019,0.112,27.387,0.00363
3643,2024-02-11,0.125,322.401,20.095,7.215,40.201,0.738,10.027,0.112,27.76,0.00372
3644,2024-02-12,0.125,321.21,20.327,7.149,39.522,0.737,9.767,0.111,27.694,0.00366
3645,2024-02-13,0.126,325.242,20.007,7.32,40.45,0.744,10.083,0.112,28.045,0.00366
3646,2024-02-14,0.128,330.122,20.124,7.572,40.847,0.747,10.217,0.113,27.963,0.0037
3647,2024-02-15,0.131,347.838,20.058,7.73,42.178,0.769,10.256,0.116,28.608,0.00374
3648,2024-02-16,0.132,358.307,19.773,7.698,40.757,0.769,10.28,0.116,28.985,0.00371
3649,2024-02-17,0.135,356.003,19.669,7.539,39.716,0.761,10.197,0.114,29.168,0.00372
3650,2024-02-18,0.135,352.979,19.984,7.765,40.03,0.775,10.41,0.115,29.897,0.00378
3651,2024-02-19,0.136,352.529,19.994,7.805,39.885,0.782,10.624,0.117,29.968,0.00392
3652,2024-02-20,0.138,354.383,19.418,7.775,38.698,0.789,10.442,0.118,29.928,0.00393
3653,2024-02-21,0.139,363.846,18.599,7.448,37.243,0.766,9.999,0.114,29.174,0.00404
3654,2024-02-22,0.14,380.414,18.485,7.5,37.288,0.768,9.879,0.116,29.871,0.00497
3655,2024-02-23,0.139,377.419,18.002,7.413,36.391,0.779,9.86,0.115,31.619,0.00514
3656,2024-02-24,0.138,379.855,18.308,7.712,36.356,0.8,10.253,0.116,34.156,0.00475
3657,2024-02-25,0.138,383.423,18.601,7.773,36.869,0.795,10.31,0.116,30.18,0.00486
3658,2024-02-26,0.138,391.937,18.692,7.85,37.677,0.797,10.645,0.116,30.948,0.00479
3659,2024-02-27,0.141,397.337,19.099,8.151,39.276,0.825,11.184,0.12,32.046,0.00492
3660,2024-02-28,0.143,405.751,19.228,8.346,39.548,0.836,11.323,0.122,31.814,0.00483
3661,2024-02-29,0.142,409.425,19.809,8.566,42.103,0.871,11.672,0.124,32.638,0.00493
3662,2024-03-01,0.141,405.784,19.79,8.41,42.228,0.879,11.357,0.125,33.041,0.00497
3663,2024-03-02,0.141,409.07,20.999,9.022,42.839,1.011,11.927,0.133,35.792,0.00508
3664,2024-03-03,0.141,412.267,20.71,9.371,42.95,1.063,12.004,0.135,37.93,0.00531
3665,2024-03-04,0.14,416.749,20.419,9.908,42.83,1.095,12.449,0.144,38.88,0.00519
3666,2024-03-05,0.139,412.172,20.083,10.001,41.873,1.095,12.432,0.144,38.787,0.00494
3667,2024-03-06,0.137,413.805,19.437,9.889,40.29,1.026,12.545,0.134,37.376,0.00485
3668,2024-03-07,0.137,443.969,20.015,10.462,43.171,1.118,13.843,0.141,39.027,0.00509
3669,2024-03-08,0.137,475.834,19.875,10.434,42.992,1.218,13.472,0.141,39.249,0.00511
3670,2024-03-09,0.136,486.185,19.979,10.643,42.927,1.204,13.578,0.142,40.35,0.00528
3671,2024-03-10,0.135,514.333,19.942,10.357,42.581,1.173,13.281,0.142,40.333,0.00529
3672,2024-03-11,0.133,521.112,21.339,10.708,45.143,1.188,13.499,0.148,41.473,0.00551
3673,2024-03-12,0.132,533.818,20.608,10.713,50.833,1.189,13.434,0.151,42.423,0.0124
3674,2024-03-13,0.132,573.849,20.599,10.937,53.956,1.189,13.646,0.15,42.792,0.0131
3675,2024-03-14,0.13,605.462,20.869,11.324,55.138,1.158,13.71,0.147,41.27,0.0118
3676,2024-03-15,0.127,587.757,19.529,10.667,54.11,1.067,12.662,0.135,38.382,0.0104
3677,2024-03-16,0.126,602.952,19.025,10.319,56.925,1.04,12.408,0.136,37.999,0.0117
3678,2024-03-17,0.125,576.528,18.328,9.868,54.74,0.998,12.142,0.131,36.573,0.0117
3679,2024-03-18,0.125,560.997,18.77,9.994,61.306,0.996,11.995,0.13,36.058,0.0109
3680,2024-03-19,0.12,524.705,17.444,9.175,57.923,0.93,11.192,0.125,33.374,0.01
3681,2024-03-20,0.117,528.179,17.426,9.068,53.662,0.949,11.242,0.125,33.948,0.0107
3682,2024-03-21,0.121,555.551,18.379,9.353,54.97,1.007,11.739,0.132,35.762,0.0108
3683,2024-03-22,0.119,560.839,18.06,9.029,54.268,0.985,11.465,0.13,35.427,0.0103
3684,2024-03-23,0.118,556.742,18.308,9.071,54.285,1.016,11.475,0.132,35.618,0.0103
3685,2024-03-24,0.119,558.541,18.239,9.167,53.787,1.034,11.462,0.134,36.296,0.0104
3686,2024-03-25,0.12,584.523,18.991,9.555,57.228,1.058,11.923,0.136,37.346,0.0108
3687,2024-03-26,0.121,587.101,19.966,9.831,57.466,1.085,12.248,0.138,38.535,0.0108
3688,2024-03-27,0.12,576.28,19.596,9.563,54.878,1.072,12.38,0.136,38.108,0.0105
3689,2024-03-28,0.12,584.539,19.326,9.499,54.308,1.065,12.397,0.137,38.257,0.0104
3690,2024-03-29,0.12,607.138,18.963,9.511,53.618,1.106,12.332,0.141,38.976,0.0105
3691,2024-03-30,0.121,605.453,19.048,9.543,53.71,1.091,12.566,0.14,39.235,0.0104
3692,2024-03-31,0.123,605.245,19.086,9.545,53.627,1.09,12.291,0.14,39.622,0.0104
3693,2024-04-01,0.121,585.963,18.529,9.295,52.211,1.06,11.843,0.137,38.536,0.01
3694,2024-04-02,0.117,559.325,17.963,8.669,47.808,0.982,11.118,0.13,35.891,0.00915
3695,2024-04-03,0.117,557.652,17.927,8.586,46.863,0.969,10.996,0.128,36.117,0.00964
3696,2024-04-04,0.118,584.218,17.861,8.498,46.853,0.976,11.0,0.128,36.46,0.00955
3697,2024-04-05,0.118,579.418,17.353,8.335,45.357,0.984,10.878,0.127,36.187,0.00922
3698,2024-04-06,0.119,582.548,17.472,8.427,47.16,1.005,11.016,0.129,36.707,0.00924
3699,2024-04-07,0.12,586.012,17.715,8.626,48.542,1.028,11.127,0.13,37.428,0.00946
3700,2024-04-08,0.122,588.325,18.115,8.876,49.62,1.064,11.227,0.132,38.342,0.00948
3701,2024-04-09,0.122,581.248,17.728,8.908,48.171,1.099,11.042,0.133,38.467,0.00931
3702,2024-04-10,0.12,590.127,17.318,8.434,46.957,1.05,10.741,0.129,36.569,0.009
3703,2024-04-11,0.12,604.957,17.382,8.351,46.498,1.09,10.778,0.13,36.998,0.00901
3704,2024-04-12,0.12,610.499,16.915,8.047,44.116,1.065,10.389,0.125,35.717,0.00847
3705,2024-04-13,0.113,580.441,14.62,6.977,37.095,0.861,8.825,0.111,30.746,0.00728
3706,2024-04-14,0.111,554.14,13.573,6.591,35.5,0.743,8.209,0.107,29.163,0.00673
3707,2024-04-15,0.113,566.27,14.032,6.866,36.607,0.771,8.336,0.11,29.537,0.0071
3708,2024-04-16,0.111,540.987,13.363,6.627,34.562,0.743,8.062,0.107,27.954,0.00711
3709,2024-04-17,0.112,536.992,13.318,6.609,34.237,0.74,8.096,0.108,27.785,0.00754
3710,2024-04-18,0.109,546.52,13.405,6.676,34.437,0.742,8.153,0.109,28.418,0.00731
3711,2024-04-19,0.109,553.927,13.727,6.709,34.796,0.771,8.18,0.111,29.364,0.00728
3712,2024-04-20,0.11,562.058,14.35,6.901,36.069,0.802,8.387,0.114,30.268,0.00747
3713,2024-04-21,0.111,575.829,14.868,7.152,37.525,0.819,8.662,0.115,30.939,0.00782
3714,2024-04-22,0.112,597.205,15.461,7.403,38.726,0.834,8.867,0.116,31.387,0.00793
3715,2024-04-23,0.113,605.787,15.343,7.394,38.701,0.842,8.798,0.117,31.435,0.00796
3716,2024-04-24,0.114,606.096,15.136,7.233,38.222,0.848,8.679,0.118,31.219,0.00777
3717,2024-04-25,0.115,610.015,14.656,6.894,35.673,0.866,8.386,0.114,30.252,0.00746
3718,2024-04-26,0.119,605.611,14.66,6.845,35.216,0.821,8.291,0.114,30.331,0.00741
3719,2024-04-27,0.12,592.818,14.144,6.702,34.181,0.819,8.275,0.113,29.597,0.00718
3720,2024-04-28,0.121,602.344,14.172,6.869,34.793,0.814,8.382,0.115,29.844,0.00727
3721,2024-04-29,0.119,591.488,13.931,6.608,34.068,0.791,8.087,0.111,29.005,0.0073
3722,2024-04-30,0.119,582.564,13.519,6.384,33.729,0.781,7.991,0.109,28.391,0.00804
3723,2024-05-01,0.12,556.608,12.983,6.561,32.32,0.753,8.398,0.107,27.705,0.00752
3724,2024-05-02,0.122,556.904,13.442,7.016,33.28,0.795,8.723,0.109,28.675,0.00776
3725,2024-05-03,0.123,570.467,13.761,7.204,34.375,0.82,8.714,0.111,29.402,0.00781
3726,2024-05-04,0.123,587.515,14.222,7.173,36.116,0.823,8.742,0.111,29.612,0.00792
3727,2024-05-05,0.121,587.485,14.308,7.156,37.212,0.817,8.939,0.11,29.063,0.00786
3728,2024-05-06,0.12,591.664,14.68,7.256,37.805,0.83,9.362,0.111,29.334,0.00777
3729,2024-05-07,0.12,589.518,14.389,7.156,36.709,0.811,9.22,0.109,29.035,0.00763
3730,2024-05-08,0.122,583.761,13.924,7.04,34.638,0.795,9.047,0.108,28.834,0.00733
3731,2024-05-09,0.125,595.528,14.074,6.968,34.338,0.805,9.079,0.107,29.575,0.00735
3732,2024-05-10,0.126,591.267,14.03,6.976,34.988,0.812,8.954,0.108,29.748,0.00741
3733,2024-05-11,0.127,588.983,13.532,6.725,33.601,0.787,8.62,0.106,29.075,0.00728
3734,2024-05-12,0.127,593.311,13.444,6.699,33.561,0.783,8.572,0.106,28.343,0.00723
3735,2024-05-13,0.126,593.55,13.443,6.662,32.938,0.776,8.485,0.104,27.98,0.00708
3736,2024-05-14,0.125,579.6,13.281,6.605,32.255,0.775,8.301,0.103,27.83,0.00698
3737,2024-05-15,0.126,574.598,13.335,6.715,33.219,0.774,8.252,0.104,28.137,0.00689
3738,2024-05-16,0.125,575.971,14.165,6.937,34.445,0.801,8.436,0.107,29.123,0.00703
3739,2024-05-17,0.125,576.596,16.125,7.164,36.076,0.814,8.627,0.108,29.601,0.0071
3740,2024-05-18,0.124,578.787,16.261,7.168,37.18,0.817,8.659,0.108,29.795,0.00708
3741,2024-05-19,0.122,577.904,16.593,7.049,36.463,0.8,8.397,0.107,29.421,0.00695
3742,2024-05-20,0.122,577.962,16.749,7.083,36.554,0.802,8.363,0.107,29.396,0.00691
