TIMESTAMP,DOGEIUS_OPEN_PRICE_USD,DOGEIUS_HIGH_PRICE_USD,DOGEIUS_LOW_PRICE_USD,DOGEIUS_CLOSE_PRICE_USD,DOGEIUS_VOLUME_USD,DOGEIUS_DIVIDENDS_USD,DOGEIUS_STOCK_SPLITS_USD
2025-05-17 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,1.4000000192027073e-05,1.5999999959603883e-05,6206,0.0,0.0
2025-05-18 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.700000029813964e-05,0,0.0,0.0
2025-05-19 00:00:00+00:00,1.700000029813964e-05,2.099999983329326e-05,1.4999999621068127e-05,2.099999983329326e-05,0,0.0,0.0
2025-05-20 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.700000029813964e-05,1.700000029813964e-05,302,0.0,0.0
2025-05-21 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.4999999621068127e-05,1.4999999621068127e-05,0,0.0,0.0
2025-05-22 00:00:00+00:00,1.4999999621068127e-05,1.700000029813964e-05,1.4999999621068127e-05,1.700000029813964e-05,286,0.0,0.0
2025-05-23 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,0,0.0,0.0
2025-05-24 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.2999999853491317e-05,1.2999999853491317e-05,0,0.0,0.0
2025-05-25 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,178,0.0,0.0
2025-05-26 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,0,0.0,0.0
2025-05-27 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2999999853491317e-05,1.2999999853491317e-05,0,0.0,0.0
2025-05-28 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2999999853491317e-05,1.2999999853491317e-05,0,0.0,0.0
2025-05-29 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.4000000192027073e-05,0,0.0,0.0
2025-05-30 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,0,0.0,0.0
2025-05-31 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4999999621068127e-05,0,0.0,0.0
2025-06-01 00:00:00+00:00,1.4726147128385492e-05,1.4726147128385492e-05,1.3481403584592044e-05,1.3481403584592044e-05,282,0.0,0.0
