TIMESTAMP,GAS_CLOSE_PRICE_USD,GAS_OPEN_PRICE_USD,GAS_HIGH_PRICE_USD,GAS_LOW_PRICE_USD
2018-01-06,54.2,43.8,54.2,43.8
2018-01-07,50.34,54.2,54.2,35.0
2018-01-08,46.27,50.34,53.77,37.47
2018-01-09,59.68,46.27,64.82,46.27
2018-01-10,55.43,59.68,64.52,51.7
2018-01-11,47.72,55.43,55.86,45.7
2018-01-12,51.8,47.72,53.13,46.0
2018-01-13,59.0,51.8,59.01,48.28
2018-01-14,81.11,59.0,86.98,51.31
2018-01-15,85.15,81.11,100.0,64.63
2018-01-16,58.01,85.15,92.31,47.93
2018-01-17,56.35,58.01,62.0,37.67
2018-01-18,53.41,56.35,65.37,50.02
2018-01-19,52.45,53.41,61.5,51.57
2018-01-20,59.58,52.45,65.0,52.45
2018-01-21,50.31,59.58,59.58,48.81
2018-01-22,46.1,50.31,52.58,43.3
2018-01-23,43.53,45.36,49.16,41.0
2018-01-24,50.58,43.53,54.01,43.47
2018-01-25,50.47,50.58,54.83,48.13
2018-01-26,48.17,50.47,52.0,46.24
2018-01-27,49.4,48.17,50.0,46.72
2018-01-28,52.0,49.4,53.65,49.04
2018-01-29,70.0,52.0,73.71,49.54
2018-01-30,58.74,70.0,73.0,55.21
2018-01-31,57.29,58.74,64.45,53.06
2018-02-01,51.63,57.29,59.8,48.69
2018-02-02,50.2366,51.7673,54.1172,37.675
2018-02-03,50.283,50.2366,53.7504,44.4994
2018-02-04,41.8261,50.283,50.597,39.3924
2018-02-05,31.1535,41.8261,42.2505,28.061
2018-02-06,39.4193,31.1535,41.387,25.1928
2018-02-07,37.698,39.4193,44.1357,34.6883
2018-02-08,41.9172,37.698,42.5826,37.6848
2018-02-09,42.7169,41.9172,43.4115,39.2226
2018-02-10,40.0757,42.7169,44.5594,39.0338
2018-02-11,38.2812,40.0757,40.3923,33.3151
2018-02-12,38.7615,38.2812,41.8773,37.7621
2018-02-13,38.341,38.7594,39.5568,38.3147
2018-02-14,42.9815,38.341,42.9815,38.2941
2018-02-15,43.8989,42.9815,45.5189,42.2563
2018-02-16,46.001,43.8989,46.5608,43.2964
2018-02-17,48.5161,46.001,49.1524,46.001
2018-02-18,45.8438,48.5161,48.5161,44.4398
2018-02-19,46.8765,45.8438,47.8863,45.0278
2018-02-20,44.0529,46.8765,50.924,43.5455
2018-02-21,40.6631,44.0529,46.3696,23.6574
2018-02-22,38.3532,40.6631,43.0832,36.5817
2018-02-23,38.3544,38.3532,41.5739,36.6163
2018-02-24,37.2362,38.3544,41.1413,36.4637
2018-02-25,36.3523,37.2362,37.8084,35.9674
2018-02-26,42.0439,36.3523,43.3929,36.2773
2018-02-27,43.5876,42.0439,45.4895,40.4587
2018-02-28,37.9746,43.5876,44.2247,37.8003
2018-03-01,39.5737,37.9746,40.9281,37.9746
2018-03-02,39.423,39.5737,41.5276,38.1109
2018-03-03,37.0465,39.423,40.2169,37.0465
2018-03-04,35.6766,37.0465,39.178,35.4569
2018-03-05,34.3006,35.6766,36.3457,33.8079
2018-03-06,31.0704,34.3007,34.3007,30.2683
2018-03-07,28.0764,31.0704,35.3561,22.6781
2018-03-08,26.0275,28.0764,29.8395,24.649
2018-03-09,26.3939,26.0278,27.564,22.1606
2018-03-10,24.4972,26.3939,28.1634,24.3539
2018-03-11,26.3891,24.4972,26.8205,24.1516
2018-03-12,23.9146,26.3891,28.2882,23.9146
2018-03-13,23.5315,24.1727,25.7769,23.5281
2018-03-14,20.1473,23.5315,24.9942,20.1473
2018-03-15,19.1136,20.1473,21.1392,18.2771
2018-03-16,21.0395,19.1136,22.9821,19.0712
2018-03-17,18.2862,21.0395,21.8452,18.003
2018-03-18,18.1451,18.2862,18.4226,15.1001
2018-03-19,20.6143,18.1451,20.6217,16.107
2018-03-20,23.2476,20.6143,25.4855,20.3624
2018-03-21,23.8239,23.2476,26.7629,23.2476
2018-03-22,22.2712,23.8241,25.0525,21.9297
2018-03-23,22.1773,22.2712,22.3583,20.5621
2018-03-24,21.8254,22.1773,24.4229,21.7374
2018-03-25,22.8502,21.8254,22.8502,21.0963
2018-03-26,19.3622,22.8502,22.858,18.848
2018-03-27,18.9757,19.3622,19.9271,18.1556
2018-03-28,18.5173,18.9758,19.4382,18.4631
2018-03-29,16.8283,18.5173,18.687,16.0506
2018-03-30,15.5399,16.8278,17.3597,15.355
2018-03-31,15.9193,15.5398,16.5733,15.4902
2018-04-01,14.9613,15.9193,15.9193,13.8234
2018-04-02,15.7503,14.9613,16.0507,14.9613
2018-04-03,17.0082,15.7497,17.0587,15.5761
2018-04-04,15.3398,17.0082,17.1861,14.4643
2018-04-05,15.2607,15.3398,15.3398,14.5641
2018-04-06,14.3205,15.2607,15.4818,14.0014
2018-04-07,15.0248,14.3205,15.4703,13.9522
2018-04-08,14.9361,15.0248,15.352,14.5928
2018-04-09,15.0264,14.9361,17.2036,14.4325
2018-04-10,15.6129,15.0264,15.6525,14.6361
2018-04-11,17.5832,15.6129,19.2405,15.1599
2018-04-12,18.3232,17.5833,18.4824,15.9566
2018-04-13,17.9464,18.3231,19.3483,17.9464
2018-04-14,18.8428,17.9464,18.8428,17.4768
2018-04-15,20.3445,18.8427,20.5386,18.8261
2018-04-16,19.2934,20.3445,20.6125,19.0417
2018-04-17,19.2548,19.2934,20.3089,19.1837
2018-04-18,21.4234,19.2548,21.5646,19.2507
2018-04-19,23.1189,21.4234,23.5196,21.2763
2018-04-20,24.6107,23.119,25.814,22.1205
2018-04-21,23.6488,24.6107,25.8507,23.143
2018-04-22,25.0619,23.6488,26.4365,23.2946
2018-04-23,27.989,25.0619,28.805,25.0516
2018-04-24,30.3838,27.989,37.1699,27.989
2018-04-25,26.0087,30.3838,30.3838,22.8524
2018-04-26,28.6803,26.0087,29.0613,22.5921
2018-04-27,25.8376,28.6803,28.6803,25.5397
2018-04-28,27.2619,25.8385,27.9519,25.5171
2018-04-29,31.0438,27.2619,31.4604,26.9577
2018-04-30,29.7988,31.0438,32.5888,29.3722
2018-05-01,29.4882,29.7988,29.7988,27.028
2018-05-02,29.86,29.4882,30.7114,28.2964
2018-05-03,34.5188,29.86,34.7901,29.7876
2018-05-04,33.1381,34.5188,40.1993,31.7969
2018-05-05,32.1536,33.1381,33.7817,31.5976
2018-05-06,31.9194,32.1529,33.3645,30.0802
2018-05-07,33.462,32.1526,40.6797,30.2359
2018-05-08,32.5927,33.807,33.8082,30.6703
2018-05-09,31.3054,32.6297,33.7401,30.7918
2018-05-10,29.2093,31.1256,31.9494,29.2087
2018-05-11,25.7385,29.2093,29.3787,24.7743
2018-05-12,25.3514,25.7385,26.4356,22.9801
2018-05-13,26.6127,25.4251,27.2551,25.0074
2018-05-14,26.0382,26.6127,27.2349,24.717
2018-05-15,24.1161,26.0337,27.0845,23.9109
2018-05-16,23.6242,24.1161,24.4015,22.7289
2018-05-17,21.5469,23.7538,24.4088,21.5402
2018-05-18,22.727,21.6015,22.8394,21.2138
2018-05-19,22.5452,22.727,23.1262,21.9636
2018-05-20,24.1736,22.5452,24.4522,22.3869
2018-05-21,23.5683,24.2532,24.3283,23.1515
2018-05-22,21.2722,23.5683,23.6681,21.2206
2018-05-23,18.7247,21.2722,21.3929,18.0213
2018-05-24,19.6459,18.7099,19.8463,18.3762
2018-05-25,18.7178,19.5884,20.1488,18.4291
2018-05-26,18.6776,18.7875,19.3177,18.3996
2018-05-27,18.2937,18.6772,18.728,18.2055
2018-05-28,17.4163,18.265,18.5625,17.316
2018-05-29,18.7,17.4559,19.0302,17.2968
2018-05-30,18.849,18.6786,19.544,18.4183
2018-05-31,20.6468,18.849,21.8872,18.6975
2018-06-01,20.4749,20.6704,21.0015,20.0394
2018-06-02,21.0748,20.4749,21.3335,20.157
2018-06-03,21.1781,21.0748,21.5832,20.8901
2018-06-04,19.3453,21.2092,21.5702,19.1605
2018-06-05,19.5963,19.2296,19.6696,18.4794
2018-06-06,20.0037,19.5963,20.064,19.283
2018-06-07,19.5187,20.0243,21.0754,19.3953
2018-06-08,19.0216,19.5462,19.6115,18.8748
2018-06-09,18.2501,18.9844,19.0864,18.1661
2018-06-10,15.5369,18.2501,18.2541,15.4939
2018-06-11,15.3585,15.5369,15.7133,14.7564
2018-06-12,14.22,15.3585,15.9768,14.0739
2018-06-13,13.2731,14.22,14.4766,12.3524
2018-06-14,14.3897,13.2731,14.5377,12.8374
2018-06-15,13.2242,14.3897,14.4481,13.1571
2018-06-16,13.5426,13.2242,13.7578,12.74
2018-06-17,13.3586,13.5426,13.6229,13.0093
2018-06-18,13.7819,13.3586,13.9401,12.8203
2018-06-19,14.0941,13.7968,14.2753,13.712
2018-06-20,13.6239,14.1431,14.15,13.1304
2018-06-21,13.1487,13.6065,13.7511,12.8832
2018-06-22,11.1273,13.1487,13.1681,10.787
2018-06-23,11.6439,11.0758,11.7866,11.0758
2018-06-24,10.4519,11.6439,11.673,9.5975
2018-06-25,10.6489,10.4616,10.8712,10.2405
2018-06-26,10.0144,10.6969,10.7059,9.9404
2018-06-27,9.9162,10.0144,10.0553,9.4818
2018-06-28,9.3318,9.9413,10.1,9.3083
2018-06-29,9.6322,9.3031,9.7876,8.9766
2018-06-30,9.953,9.6695,10.3425,9.6524
2018-07-01,10.2292,9.956,10.2696,9.7643
2018-07-02,11.4851,10.2448,11.8186,10.097
2018-07-03,11.5599,11.4851,15.5146,11.3732
2018-07-04,13.6171,11.5122,14.9392,11.1407
2018-07-05,13.9144,13.6171,16.3247,12.618
2018-07-06,13.0707,13.9453,13.9759,12.8654
2018-07-07,13.254,13.0688,13.4394,12.6836
2018-07-08,13.8429,13.254,14.2629,13.254
2018-07-09,12.4354,13.8429,13.8508,12.378
2018-07-10,11.1771,12.4354,12.4354,11.0723
2018-07-11,10.7243,11.1771,11.5707,9.8876
2018-07-12,10.1627,10.7243,10.7736,9.8805
2018-07-13,11.1111,10.1627,11.4615,10.1524
2018-07-14,10.6043,11.1111,11.2349,10.2471
2018-07-15,11.0329,10.6043,11.1859,10.3951
2018-07-16,11.8331,11.0329,11.9631,10.6246
2018-07-17,12.6375,11.8331,12.8909,11.4858
2018-07-18,12.3752,12.6375,13.1667,12.2756
2018-07-19,11.791,12.3752,12.4374,11.7898
2018-07-20,10.6349,11.791,11.8489,10.4235
2018-07-21,11.124,10.6349,11.1722,10.334
2018-07-22,10.8208,11.124,11.3856,10.7476
2018-07-23,10.2839,10.8208,11.6044,10.2424
2018-07-24,10.768,10.2839,10.7907,10.0292
2018-07-25,10.6003,10.768,11.1352,10.3677
2018-07-26,9.9209,10.6003,10.8051,9.8802
2018-07-27,10.232,9.9209,10.3229,9.7364
2018-07-28,10.3559,10.232,10.3937,10.0916
2018-07-29,10.3196,10.3559,10.4247,10.0933
2018-07-30,9.9707,10.3196,10.3196,9.5002
2018-07-31,9.0377,9.9707,9.9958,8.9773
2018-08-01,8.908,9.0438,9.0554,8.6633
2018-08-02,8.5436,8.908,9.0274,8.4483
2018-08-03,8.3456,8.5436,8.5784,8.0348
2018-08-04,8.0233,8.3456,8.5784,7.9648
2018-08-05,8.1826,8.0233,8.2069,7.8696
2018-08-06,7.7948,8.1653,8.4021,7.7758
2018-08-07,7.509,7.7948,8.1299,7.4624
2018-08-08,6.5098,7.509,7.5184,6.3853
2018-08-09,6.5802,6.5098,6.7522,6.1553
2018-08-10,5.8595,6.5802,6.5955,5.7134
2018-08-11,4.9357,5.8595,5.8817,4.7283
2018-08-12,4.9609,4.9357,5.155,4.8307
2018-08-13,4.0893,4.9609,5.0375,4.0789
2018-08-14,4.181,4.0893,4.181,3.5302
2018-08-15,4.0149,4.181,4.3461,3.9735
2018-08-16,4.1829,4.0701,4.4258,4.0458
2018-08-17,5.7776,4.1829,5.9888,4.1822
2018-08-18,5.1266,5.7776,5.9678,4.7095
2018-08-19,5.4745,5.1266,5.6997,5.0064
2018-08-20,4.8369,5.4745,5.5736,4.801
2018-08-21,5.0188,4.8369,5.1184,4.8095
2018-08-22,4.6869,5.0188,5.4404,4.5637
2018-08-23,5.5777,4.6869,5.7103,4.2019
2018-08-24,5.6618,5.5778,6.2947,5.2372
2018-08-25,5.624,5.6618,5.6766,5.2641
2018-08-26,5.7219,5.624,5.7252,5.3003
2018-08-27,6.94,5.7219,7.077,5.6464
2018-08-28,7.568,6.94,7.8007,6.7012
2018-08-29,6.8154,7.568,7.568,6.4623
2018-08-30,6.6066,6.8062,6.8716,6.27
2018-08-31,7.1021,6.6066,7.3167,6.4762
2018-09-01,7.6143,7.1021,7.8661,6.9809
2018-09-02,7.4816,7.6143,8.6975,7.2003
2018-09-03,8.1092,7.4816,8.4756,7.2837
2018-09-04,8.6818,8.1092,9.0962,7.7997
2018-09-05,6.6835,8.6818,8.7843,6.6545
2018-09-06,7.2546,6.6835,7.3245,6.0828
2018-09-07,6.9314,7.2546,7.2564,6.5685
2018-09-08,6.2969,6.9314,7.0192,6.212
2018-09-09,6.3179,6.2969,6.7352,6.0827
2018-09-10,6.0205,6.3179,6.4169,5.7862
2018-09-11,5.6059,6.0205,6.1209,5.4214
2018-09-12,5.5723,5.5833,5.607,4.9075
2018-09-13,5.7286,5.5723,5.9047,5.5149
2018-09-14,5.661,5.7286,5.8787,5.5437
2018-09-15,5.7942,5.661,5.9313,5.6424
2018-09-16,5.3873,5.7942,5.8112,5.2217
2018-09-17,4.7808,5.3974,5.4728,4.671
2018-09-18,4.9954,4.7808,5.094,4.732
2018-09-19,4.9981,4.9954,5.9565,4.7472
2018-09-20,5.3589,4.9981,5.4092,4.9229
2018-09-21,5.4835,5.3589,5.6186,5.2046
2018-09-22,5.2281,5.4835,5.5858,5.1583
2018-09-23,5.3998,5.2281,5.6736,5.1267
2018-09-24,5.164,5.3998,5.4423,5.1404
2018-09-25,5.0762,5.164,5.1745,4.8731
2018-09-26,5.1016,5.0762,5.2719,4.9792
2018-09-27,5.5276,5.1016,5.5553,5.0704
2018-09-28,7.0756,5.5276,10.753,5.5027
2018-09-29,6.2213,7.0756,7.0756,6.0422
2018-09-30,6.0521,6.2213,6.2703,5.9938
2018-10-01,5.8892,6.0521,6.0873,5.7656
2018-10-02,5.8145,5.8892,5.9573,5.7584
2018-10-03,5.5023,5.8245,5.8245,5.4856
2018-10-04,5.5833,5.5087,5.7916,5.5029
2018-10-05,5.6653,5.5833,5.6976,5.4623
2018-10-06,5.7569,5.6653,5.9738,5.5559
2018-10-07,5.7278,5.7569,6.3492,5.6519
2018-10-08,5.8441,5.7278,5.9521,5.69
2018-10-09,5.9511,5.8441,6.1369,5.7808
2018-10-10,5.8875,5.9511,5.9639,5.7494
2018-10-11,4.8688,5.8875,5.8875,4.8633
2018-10-12,4.9238,4.8688,5.2717,4.8233
2018-10-13,5.0695,4.9238,5.0725,4.911
2018-10-14,5.0246,5.0695,5.3593,5.0234
2018-10-15,5.2765,5.0246,5.8177,4.9232
2018-10-16,5.4068,5.2765,5.4711,5.2406
2018-10-17,5.4161,5.4068,5.5224,5.2741
2018-10-18,5.2641,5.4161,5.6598,5.2369
2018-10-19,5.2379,5.2641,5.3544,5.1823
2018-10-20,5.4257,5.2379,5.4703,5.1846
2018-10-21,5.3356,5.4257,5.4667,5.3356
2018-10-22,5.3266,5.3356,5.3736,5.234
2018-10-23,5.2773,5.3266,5.3455,5.2527
2018-10-24,5.4063,5.2773,5.5041,5.2744
2018-10-25,5.3457,5.4063,5.4066,5.241
2018-10-26,5.2417,5.3457,5.3459,5.1974
2018-10-27,5.2282,5.2417,5.2855,5.153
2018-10-28,5.2196,5.2282,5.2636,5.177
2018-10-29,4.9399,5.2196,5.2605,4.861
2018-10-30,4.9923,4.9399,5.0399,4.8981
2018-10-31,4.9915,4.9923,5.0334,4.7962
2018-11-01,5.0679,4.9915,5.0958,4.958
2018-11-02,5.146,5.0679,5.2112,5.0582
2018-11-03,5.035,5.146,5.1659,4.9805
2018-11-04,5.3254,5.035,5.422,4.9818
2018-11-05,5.0787,5.3254,5.3254,4.9868
2018-11-06,5.2596,5.0787,5.3218,5.0714
2018-11-07,5.2446,5.2596,5.3743,5.1943
2018-11-08,5.1705,5.2446,5.3361,5.1517
2018-11-09,5.0453,5.1705,5.2216,5.0299
2018-11-10,5.0996,5.0453,5.11,5.0351
2018-11-11,4.9761,5.0996,5.0996,4.9295
2018-11-12,4.9742,4.9761,5.0774,4.9003
2018-11-13,4.8066,4.9742,4.9752,4.7732
2018-11-14,4.2143,4.8066,4.8258,3.9044
2018-11-15,3.8936,4.2143,4.2386,3.6395
2018-11-16,3.9099,3.8936,4.279,3.8152
2018-11-17,3.7808,3.9099,3.9099,3.723
2018-11-18,3.7913,3.7808,3.8625,3.7494
2018-11-19,3.0504,3.7913,3.7913,2.9199
2018-11-20,2.6909,3.0504,3.1594,2.4334
2018-11-21,2.8352,2.6909,2.8612,2.5777
2018-11-22,2.6076,2.8352,2.9119,2.6076
2018-11-23,2.635,2.6076,2.6554,2.4661
2018-11-24,2.3726,2.635,2.8101,2.284
2018-11-25,2.3642,2.3726,2.3813,2.0524
2018-11-26,2.1939,2.3642,2.3997,2.0899
2018-11-27,2.2125,2.1939,2.2303,2.0733
2018-11-28,2.5723,2.2125,2.8415,2.2125
2018-11-29,2.5874,2.769,2.769,2.4086
2018-11-30,2.3252,2.5874,2.5893,2.2924
2018-12-01,2.4886,2.3252,2.5423,2.2994
2018-12-02,2.4769,2.4886,2.6788,2.4418
2018-12-03,2.2805,2.4769,2.4949,2.2523
2018-12-04,2.3144,2.2805,2.3933,2.1989
2018-12-05,2.1246,2.3144,2.333,2.1148
2018-12-06,1.8152,2.1246,2.1745,1.8152
2018-12-07,1.7625,1.8152,1.8254,1.6308
2018-12-08,1.7338,1.7625,1.8743,1.6786
2018-12-09,1.8798,1.7338,1.9124,1.7259
2018-12-10,1.7792,1.8798,1.8884,1.7547
2018-12-11,1.6906,1.7792,1.7882,1.6711
2018-12-12,1.7232,1.6823,1.7888,1.632
2018-12-13,1.6677,1.7232,1.827,1.6595
2018-12-14,1.5965,1.6677,1.6788,1.5772
2018-12-15,1.6019,1.5965,1.6179,1.5675
2018-12-16,1.6366,1.6019,1.7033,1.6019
2018-12-17,1.8387,1.6366,1.8835,1.6287
2018-12-18,1.912,1.8387,1.9241,1.6815
2018-12-19,1.8897,1.912,2.1617,1.8835
2018-12-20,2.1107,1.8897,2.1172,1.8789
2018-12-21,1.9748,2.1107,2.1582,1.9439
2018-12-22,2.0779,1.9748,2.0779,1.9539
2018-12-23,2.1788,2.0779,2.3516,2.0633
2018-12-24,2.6267,2.1788,3.1223,2.1788
2018-12-25,2.3068,2.6267,2.6267,2.1549
2018-12-26,2.2719,2.3068,2.381,2.1766
2018-12-27,1.9952,2.2719,2.3929,1.9895
2018-12-28,2.27,1.9952,2.3111,1.9255
2018-12-29,2.1518,2.27,2.3058,2.1351
2018-12-30,2.2329,2.1518,2.3011,2.1175
2018-12-31,2.1254,2.2295,2.2377,2.1146
2019-01-01,2.2611,2.1254,2.3094,2.1118
2019-01-02,2.3321,2.2611,2.4097,2.2359
2019-01-03,2.2515,2.3321,2.3321,2.2358
2019-01-04,2.2069,2.2515,2.2656,2.1686
2019-01-05,2.2573,2.2069,2.2955,2.2023
2019-01-06,2.4318,2.2573,2.5086,2.2208
2019-01-07,2.3992,2.4318,2.5143,2.392
2019-01-08,2.5326,2.3992,2.5752,2.3421
2019-01-09,2.5398,2.5326,2.6374,2.5025
2019-01-10,2.1556,2.5398,2.573,2.0568
2019-01-11,2.1267,2.1556,2.1686,2.1043
2019-01-12,2.1058,2.1267,2.1508,2.0821
2019-01-13,1.9948,2.1058,2.1605,1.9385
2019-01-14,2.0972,1.9948,2.2033,1.9373
2019-01-15,2.0112,2.0972,2.1158,1.9909
2019-01-16,2.0936,2.0112,2.2035,2.0091
2019-01-17,2.1659,2.0936,2.287,2.0936
2019-01-18,2.1795,2.1659,2.2197,2.1244
2019-01-19,2.2507,2.1795,2.2912,2.1027
2019-01-20,2.1239,2.2507,2.2523,2.0703
2019-01-21,2.1119,2.1239,2.1451,2.0883
2019-01-22,2.1899,2.1119,2.2093,2.0416
2019-01-23,2.15,2.1899,2.2074,2.1009
2019-01-24,2.1612,2.15,2.1689,2.1183
2019-01-25,2.1301,2.1612,2.1714,2.1019
2019-01-26,2.1121,2.1301,2.1607,2.0981
2019-01-27,2.0606,2.1121,2.1228,1.9954
2019-01-28,1.925,2.0606,2.0606,1.8565
2019-01-29,1.9489,1.925,1.9822,1.8796
2019-01-30,1.9578,1.9489,2.0242,1.9161
2019-01-31,1.9124,1.9578,2.3649,1.8911
2019-02-01,1.9277,1.9124,1.9342,1.8573
2019-02-02,1.9687,1.9277,1.9828,1.9074
2019-02-03,1.9141,1.9687,1.9688,1.9013
2019-02-04,1.9352,1.9141,1.9487,1.9004
2019-02-05,1.9221,1.9352,1.9385,1.909
2019-02-06,1.8716,1.9221,1.9487,1.8505
2019-02-07,1.8969,1.8716,1.9038,1.8583
2019-02-08,2.0381,1.8969,2.1192,1.89
2019-02-09,2.0701,2.0381,2.0748,1.9959
2019-02-10,2.0871,2.0701,2.0897,1.9775
2019-02-11,2.1404,2.0871,2.1888,2.0229
2019-02-12,2.1581,2.1404,2.1851,2.082
2019-02-13,2.1066,2.1581,2.1734,2.1018
2019-02-14,2.0422,2.1066,2.1392,2.0303
2019-02-15,2.1795,2.0422,2.2406,2.0257
2019-02-16,2.1334,2.1795,2.4002,2.1334
2019-02-17,2.7775,2.1334,3.7475,2.1334
2019-02-18,2.5224,2.7775,2.778,2.4021
2019-02-19,2.4926,2.5224,2.6525,2.3726
2019-02-20,2.616,2.4926,2.6781,2.4564
2019-02-21,2.5308,2.616,2.6399,2.5194
2019-02-22,2.5381,2.5308,2.5875,2.4962
2019-02-23,2.826,2.5381,2.9591,2.5045
2019-02-24,2.5158,2.826,3.0026,2.4126
2019-02-25,2.4983,2.5158,2.6259,2.3758
2019-02-26,2.4451,2.4983,2.4988,2.433
2019-02-27,2.3841,2.4451,2.5142,2.3526
2019-02-28,2.4038,2.3841,2.4445,2.3766
2019-03-01,2.441,2.4038,2.4462,2.3482
2019-03-02,2.4092,2.441,2.4899,2.3893
2019-03-03,2.4154,2.4092,2.468,2.3793
2019-03-04,2.2668,2.4154,2.4208,2.2394
2019-03-05,2.3849,2.2668,2.3903,2.2619
2019-03-06,2.3907,2.3849,2.426,2.3659
2019-03-07,2.4553,2.3907,2.4694,2.3668
2019-03-08,2.3829,2.4553,2.4558,2.3572
2019-03-09,2.444,2.3829,2.5287,2.3829
2019-03-10,2.4498,2.444,2.474,2.4145
2019-03-11,2.4541,2.4498,2.6366,2.3825
2019-03-12,2.5682,2.4541,2.6619,2.4087
2019-03-13,2.7894,2.5682,3.0948,2.5356
2019-03-14,2.7571,2.7894,2.7894,2.6326
2019-03-15,2.7289,2.7571,2.7762,2.6675
2019-03-16,2.7001,2.7289,2.794,2.6914
2019-03-17,2.6737,2.7001,2.7015,2.628
2019-03-18,2.6457,2.6737,2.7035,2.5972
2019-03-19,2.6534,2.6457,2.6956,2.6089
2019-03-20,2.7624,2.6534,2.9935,2.6224
2019-03-21,2.6718,2.7624,2.8605,2.583
2019-03-22,2.8458,2.6718,3.0174,2.6718
2019-03-23,2.8047,2.8458,2.8645,2.78
2019-03-24,2.7578,2.8047,2.8595,2.7466
2019-03-25,2.6562,2.7578,2.7579,2.6445
2019-03-26,2.6828,2.6562,2.7604,2.61
2019-03-27,2.839,2.6828,2.8486,2.6828
2019-03-28,2.94,2.839,2.948,2.7887
2019-03-29,2.9657,2.94,2.9852,2.8772
2019-03-30,2.9407,2.9657,3.0232,2.8781
2019-03-31,2.9266,2.9407,2.9741,2.8747
2019-04-01,2.9244,2.9266,2.9782,2.9178
2019-04-02,3.1642,2.9244,3.227,2.9131
2019-04-03,3.3517,3.1642,3.7487,3.1642
2019-04-04,3.4401,3.3517,3.5987,3.3219
2019-04-05,3.6533,3.4401,3.6569,3.4327
2019-04-06,3.5067,3.6533,3.7485,3.4398
2019-04-07,3.5439,3.5067,3.6149,3.4823
2019-04-08,3.4597,3.5439,3.6675,3.343
2019-04-09,3.4034,3.4597,3.4669,3.3162
2019-04-10,3.3707,3.4034,3.4939,3.3614
2019-04-11,3.1014,3.3707,3.3762,2.9102
2019-04-12,3.0847,3.1014,3.1425,2.9245
2019-04-13,3.0962,3.0847,3.1728,3.0635
2019-04-14,3.2109,3.0962,3.2342,3.0266
2019-04-15,3.028,3.2109,3.2255,2.9612
2019-04-16,3.0893,3.028,3.1103,3.002
2019-04-17,3.1758,3.0893,3.5502,3.0893
2019-04-18,3.2145,3.1758,3.2447,3.1507
2019-04-19,3.1606,3.2145,3.2263,3.1341
2019-04-20,3.1393,3.1606,3.2037,3.1118
2019-04-21,3.0173,3.1393,3.1563,2.9228
2019-04-22,3.0323,3.0173,3.0597,2.9269
2019-04-23,2.8766,3.0323,3.1015,2.8766
2019-04-24,2.735,2.8766,2.8766,2.6151
2019-04-25,2.6393,2.735,2.845,2.5914
2019-04-26,2.5738,2.6393,2.6889,2.523
2019-04-27,2.643,2.5738,2.68,2.5738
2019-04-28,2.534,2.643,2.6749,2.5272
2019-04-29,2.5829,2.534,2.6452,2.5338
2019-04-30,2.6402,2.5829,2.6497,2.5677
2019-05-01,2.6726,2.6402,2.6781,2.6292
2019-05-02,2.7601,2.6726,2.8318,2.662
2019-05-03,2.695,2.7601,2.8086,2.6424
2019-05-04,2.5193,2.695,2.7437,2.4642
2019-05-05,2.4995,2.5193,2.5847,2.4927
2019-05-06,2.5177,2.4995,2.5403,2.4285
2019-05-07,2.4402,2.5177,2.5657,2.4331
