TIMESTAMP,CATALORIAN_OPEN_PRICE_USD,CATALORIAN_HIGH_PRICE_USD,CATALORIAN_LOW_PRICE_USD,CATALORIAN_CLOSE_PRICE_USD,CATALORIAN_VOLUME_USD,CATALORIAN_DIVIDENDS_USD,CATALORIAN_STOCK_SPLITS_USD
2024-10-10 00:00:00+00:00,,,,0.0,300,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,298,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,575,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,1963,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,1207,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,597,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,127,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,932,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,263,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,494,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,292,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,726,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,158,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,139,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,174,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,456,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,299,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,414,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,103,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,142,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,312,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,154,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,115,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,344,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,2275,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,116,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,258,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,89,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,623,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,349,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,431,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,563,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,1046,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,1765,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,456,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,98,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,44,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,205,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,2943,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,4621,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,6407,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,3833,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,2497,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,618,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,157,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,975,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,753,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,4007,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,893,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,43,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,429,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,136,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,680,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,580,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,173,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,534,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,2827,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,296,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,49,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,101,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,502,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,336,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,742,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,282,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,351,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,126,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,843,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,64,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,2934,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,572,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,2206,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,1833,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,676,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,766,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,918,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,1698,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,848,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,82,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,1707,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,79,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,69,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,304,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,243,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,50,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,51,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,294,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,34,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,87,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,235,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,190,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,57,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,142,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,653,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,290,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,265,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,207,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,73,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,590,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,66,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,58,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,34,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,41,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,114,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,58,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,49,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,52,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,89,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,707,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,397,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,76,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,120,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,69,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,208,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,1562,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,50,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,37,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,101,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,6660,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-06-01 00:00:00+00:00,5.309699891136582e-14,5.309708700279234e-14,5.309699891136582e-14,5.309708700279234e-14,1,0.0,0.0
