TIMESTAMP,CERBER_OPEN_PRICE_USD,CERBER_HIGH_PRICE_USD,CERBER_LOW_PRICE_USD,CERBER_CLOSE_PRICE_USD,CERBER_VOLUME_USD,CERBER_DIVIDENDS_USD,CERBER_STOCK_SPLITS_USD
2024-11-03 00:00:00+00:00,,,,0.0,1343,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,2145,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,244,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,422,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,91,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,124,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,738,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,436,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,126,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,82,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,729,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,486,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,286,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,830,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,63,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,40,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,40,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,93,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,332,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,245,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,1405,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,52,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,154,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,45,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,152,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,416,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,353,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,177,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,173,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,72,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,62,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,237,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,652,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,484,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,73,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,191,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,6116,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,680,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,357,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,312,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,62,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,415,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,237,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,756,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,165,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,145,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,155,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,68,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,156,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,558,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,142,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,229,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,832,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,100,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,160,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,89,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,71,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,776,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,50,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,140,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,136,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,444,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,95,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,150,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,385,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,56,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,38,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,653,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,74,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,87,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,133,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,73,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,67,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,142,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-06-01 00:00:00+00:00,6.669058361108426e-11,6.669058361108426e-11,6.410573460957636e-11,6.410574154847026e-11,11,0.0,0.0
