TIMESTAMP,SKULL33684_OPEN_PRICE_USD,SKULL33684_HIGH_PRICE_USD,SKULL33684_LOW_PRICE_USD,SKULL33684_CLOSE_PRICE_USD,SKULL33684_VOLUME_USD,SKULL33684_DIVIDENDS_USD,SKULL33684_STOCK_SPLITS_USD
2025-01-05 00:00:00+00:00,,,,0.0,3360,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,4403,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,14715,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,7634,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,664,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,1008,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,4170,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,3420,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,5869,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,3534,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,313,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,678,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,4603,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,4942,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,2651,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,334,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,362,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,674,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,2399,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,7429,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,186,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,36,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,717,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,1111,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,206,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,1230,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,600,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,207,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,648,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,1495,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,1580,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,724,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,13,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,332,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,502,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,1090,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,160,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,941,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,1104,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,6157,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,520,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,3253,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,2377,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,653,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,1268,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,1321,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,915,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,742,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,1479,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,43,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,639,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,787,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,1315,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,2095,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,2781,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,9926,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,1319,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,2177,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,18222,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,1123,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,39,0.0,0.0
2025-06-01 00:00:00+00:00,5.722290552512277e-08,5.7271940079317574e-08,5.722290552512277e-08,5.7271940079317574e-08,19,0.0,0.0
