TIMESTAMP,ETH_ACTIVE_ADDRESSES_UNIQUE_ADDRESS_TOTAL_COUNT,ETH_ACTIVE_ADDRESSES_UNIQUE_ADDRESS_SENT_FROM_COUNT,ETH_ACTIVE_ADDRESSES_UNIQUE_ADDRESS_SENT_TO_COUNT,ETH_ACTIVE_ERC20_ADDRESSES_UNIQUE_ADDRESS_TOTAL_COUNT,ETH_ACTIVE_ERC20_ADDRESSES_UNIQUE_ADDRESS_RECEIVE_COUNT,ETH_ACTIVE_ERC20_ADDRESSES_UNIQUE_ADDRESS_SENT_COUNT,ETH_AVERAGE_BLOCK_SIZE_BYTES,ETH_AVERAGE_BLOCK_TIME_SECONDS,ETH_AVERAGE_GAS_LIMIT,ETH_AVERAGE_GAS_PRICE_WEI,ETH_AVERAGE_TXN_FEE_USD,ETH_AVERAGE_TXN_FEE_ETHER,ETH_BLOCK_COUNT,ETH_BLOCK_REWARDS_ETH,ETH_ERC20_TOKEN_TRANSFER_COUNT,ETH_BURNT_FEES_ETH,ETH_NETWORK_DIFFICULTY_TERAHASHES,ETH_NETWORK_HASH_RATE_GIGAHASHES_PER_SECOND,ETH_NETWORK_TRANSACTION_FEE_ETH,ETH_NETWORK_UTILIZATION,ETH_TOTAL_GAS_USED,ETH_TRANSACTION_COUNT,ETH_UNCLE_BLOCK_COUNT,ETH_UNIQUE_ADDRESS_COUNT
2015-08-10,1002,821,763,0,0,0,631,16.44,3141511,421654904254,0.01,0,5255,27817.34375,0,,1.838,120.5988,31.165144438378736,0.0045,74070061,2037,415,11679
2015-08-11,2343,2132,2112,0,0,0,692,16.37,3141521,77838819162,0.0,0,5280,28027.8125,0,,2.036,134.7695,11.311448586019756,0.0099,163481740,4963,438,13576
2015-08-12,907,581,685,0,0,0,653,16.86,3141555,444902379011,0.02,0,5124,27370.9375,0,,2.207,143.0004,32.58699240437774,0.0044,70102332,2036,474,13913
2015-08-13,1275,872,993,0,0,0,666,16.34,3141552,268683475202,0.02,0,5286,28268.125,0,,2.337,156.6101,24.92916910994312,0.0053,88234087,2842,504,14459
2015-08-14,1595,1115,1188,0,0,0,660,14.88,3141575,193455494453,0.01,0,5809,31106.71875,0,,2.671,196.7576,14.354834112827458,0.0043,78746522,3174,555,15024
2015-08-15,1314,857,1064,0,0,0,638,16.04,3141584,144368937208,0.01,0,5382,28512.65625,0,,3.378,227.665,8.83659302804685,0.0035,59565914,2284,441,15407
2015-08-16,1203,765,989,0,0,0,641,16.84,3141581,120940093311,0.0,0,5132,27094.53125,0,,3.632,231.8948,6.6772379249055565,0.0036,58241191,2440,385,15698
2015-08-17,1250,816,1000,0,0,0,635,16.16,3141589,132149993345,0.0,0,5347,28118.90625,0,,3.908,258.9066,7.642811839634957,0.0036,60515132,2512,377,15984
2015-08-18,1295,834,1048,0,0,0,648,17.46,3141585,146513014268,0.01,0,4948,26162.8125,0,,4.378,270.4645,11.906071340176045,0.0043,66816413,2494,390,16268
2015-08-19,1351,823,1148,0,0,0,653,16.64,3141611,194583349948,0.01,0,5192,27282.03125,0,,4.42,284.0496,15.430950669480218,0.0056,91746712,3246,361,16553
2015-08-20,1168,658,992,0,0,0,650,21.47,3141608,99011782801,0.0,0,4024,21057.03125,0,,4.469,221.4382,6.855566942706631,0.005,63112713,2303,257,16773
2015-08-21,1426,913,1231,0,0,0,668,16.98,3141620,79543407701,0.0,0,5088,26690.9375,0,,4.415,277.282,7.855041724705319,0.0067,106379973,3919,338,17070
2015-08-22,1415,840,1242,0,0,0,648,16.39,3141669,552841333007,0.02,0,5271,27550.46875,0,,4.828,312.6127,42.54717182958246,0.0055,90744195,3579,323,17313
2015-08-23,1571,885,1417,0,0,0,681,17.24,3141828,73439482806,0.0,0,5013,26255.625,0,,5.138,317.1623,8.049767672901801,0.0075,117802449,4190,320,17662
2015-08-24,1437,873,1290,0,0,0,673,16.67,3141762,92409814705,0.0,0,5184,27333.28125,0,,5.179,333.3458,8.876285419798611,0.006,97648912,4432,377,17839
2015-08-25,1581,951,1406,0,0,0,680,16.95,3141658,76432335617,0.0,0,5097,26736.09375,0,,5.173,325.2465,8.259755825110537,0.0071,114480057,4487,335,18089
2015-08-26,1528,883,1393,0,0,0,669,17.27,3141656,60481160549,0.0,0,5003,26137.96875,0,,5.587,343.1277,7.447729278556984,0.0063,99511209,4156,303,18298
2015-08-27,1592,929,1427,0,0,0,708,18.35,3141738,59307091958,0.0,0,4708,24532.8125,0,,5.925,341.1168,8.67096304288794,0.01,147888097,5590,266,18508
2015-08-28,1532,919,1376,0,0,0,691,18.57,3141816,92879907335,0.0,0,4653,24225.15625,0,,6.251,355.2287,9.925148370505209,0.0077,111903559,4758,257,18687
2015-08-29,1376,839,1248,0,0,0,682,19.93,3141640,56211090684,0.0,0,4329,22525.0,0,,6.658,351.453,5.507451526061552,0.0073,99107570,4139,232,18815
2015-08-30,1625,931,1495,0,0,0,689,20.77,3141760,55155494457,0.0,0,4155,21453.59375,0,,6.781,340.144,5.634173742432617,0.0079,102643603,4572,179,19017
2015-08-31,1516,947,1386,0,0,0,731,20.87,3141670,58423521569,0.0,0,4122,21293.4375,0,,7.214,359.3523,7.424533814378987,0.01,129040364,5196,182,19168
2015-09-01,1556,916,1432,0,0,0,741,21.86,3142022,56671549652,0.0,0,3938,20342.96875,0,,7.641,363.4134,7.843769855894397,0.0113,140186844,5153,171,19349
2015-09-02,1515,875,1400,0,0,0,766,24.12,3141705,59243651401,0.0,0,3577,18387.34375,0,,8.284,355.9032,8.153735331051015,0.0124,139367393,5195,135,19500
2015-09-03,1449,778,1343,0,0,0,755,25.53,3141915,55051483461,0.0,0,3383,17380.9375,0,,8.355,339.3088,6.970025674099679,0.0119,126323875,4777,126,19646
2015-09-04,1451,761,1355,0,0,0,762,19.3,3141831,58779015464,0.0,0,4443,23081.875,0,,6.47,350.0661,9.733856361469304,0.012,167169621,5642,232,19791
2015-09-05,1487,830,1388,0,0,0,753,17.48,3141859,54768144366,0.0,0,4921,25629.0625,0,,6.235,374.917,9.141228323603368,0.0103,159443421,5519,274,19955
2015-09-06,1588,965,1406,0,0,0,733,17.19,3141785,55089818552,0.0,0,4978,26168.28125,0,,6.305,388.4451,8.055487734515996,0.0091,142769611,5521,345,20081
2015-09-07,1633,969,1511,0,0,0,753,17.77,3141753,53594260637,0.0,0,4834,25460.46875,0,,6.339,379.8349,9.256422395866531,0.0113,170954165,5702,343,20308
2015-09-08,1546,1003,1408,0,0,0,759,17.46,3141945,64932639811,0.0,0,4923,25892.5,0,,6.077,370.7395,10.379926302044415,0.0103,159613715,5622,348,20433
2015-09-09,1544,980,1428,0,0,0,765,17.12,3141686,53779997784,0.0,0,5035,26427.65625,0,,6.202,386.1935,9.84060106916306,0.011,173606036,5604,345,20609
2015-09-10,1540,989,1406,0,0,0,730,17.18,3141856,54630657670,0.0,0,5003,26444.21875,0,,6.29,392.0801,7.925807170796993,0.009,141533806,5341,383,20711
2015-09-11,1702,1088,1578,0,0,0,736,16.71,3141709,55713802958,0.0,0,5141,27239.84375,0,,6.562,421.6556,8.876728152679961,0.0099,160019709,6460,411,20897
2015-09-12,1545,942,1443,0,0,0,761,17.11,3141607,61830202468,0.0,0,5026,26401.09375,0,,6.833,424.2721,11.354833193505238,0.0118,186314190,5596,339,21043
2015-09-13,1599,954,1482,0,0,0,764,17.25,3141606,52313524792,0.0,0,4971,26171.40625,0,,7.022,432.7014,9.578725673919106,0.0114,177583552,6057,353,21252
2015-09-14,1623,1013,1523,0,0,0,771,17.61,3141838,53772389657,0.0,0,4851,25588.125,0,,6.626,399.6471,9.901548419395162,0.0113,171636301,5572,360,21409
2015-09-15,1487,906,1380,0,0,0,755,17.75,3141800,53191101494,0.0,0,4842,25615.3125,0,,6.419,387.7858,8.426997145283307,0.0098,148568242,5409,378,21581
2015-09-16,1511,920,1388,0,0,0,739,17.32,3141820,111518559318,0.0,0,4956,26318.125,0,,6.179,383.9057,15.146617077844793,0.0094,146153300,5872,412,21719
2015-09-17,1518,982,1389,0,0,0,753,17.91,3141794,55637920883,0.0,0,4808,25435.625,0,,6.04,362.1457,8.556523791455506,0.0097,147106346,5368,372,21826
2015-09-18,1463,891,1349,0,0,0,785,17.57,3141637,55703151966,0.0,0,4889,25901.71875,0,,5.653,346.2296,11.834821066198469,0.0139,212949263,5802,403,21999
2015-09-19,1368,840,1270,0,0,0,735,16.9,3141615,51639660974,0.0,0,5078,27179.6875,0,,5.548,357.5566,7.982204372925468,0.0095,151038683,5205,490,22106
2015-09-20,1467,904,1368,0,0,0,766,16.04,3142039,52910345407,0.0,0,5305,27982.65625,0,,6.202,408.748,10.969645471755072,0.0124,206446103,6402,389,22230
2015-09-21,1522,988,1406,0,0,0,779,16.87,3141982,51171380285,0.0,0,5075,26651.875,0,,6.541,409.9779,10.180741940942934,0.012,190902398,6305,340,22363
2015-09-22,1536,1001,1401,0,0,0,807,17.0,3141713,51465441496,0.0,0,5051,26370.3125,0,,6.624,410.0917,11.404145175916604,0.0133,211491983,6804,298,22496
2015-09-23,1738,969,1657,0,0,0,784,16.58,3141858,51732832046,0.0,0,5165,27080.3125,0,,6.895,438.8619,10.70026710479206,0.0122,198471252,7404,334,22648
2015-09-24,1570,1004,1474,0,0,0,782,17.1,3141870,54262646753,0.0,0,5021,26385.78125,0,,7.029,436.2345,10.319506266501325,0.0117,183782502,6224,341,22783
2015-09-25,1537,974,1436,0,0,0,767,16.73,3141685,52300197415,0.0,0,5126,27003.4375,0,,6.977,443.497,9.836594916126598,0.0111,178617418,5851,366,22902
2015-09-26,1421,890,1342,0,0,0,765,17.32,3141649,55315658061,0.0,0,4930,25910.3125,0,,7.227,440.6371,9.289146478621031,0.0104,160320021,5907,338,22964
2015-09-27,1418,907,1335,0,0,0,725,17.92,3141739,51025979902,0.0,0,4773,25011.09375,0,,7.253,426.444,8.423870450444849,0.0111,165754018,5760,307,23045
2015-09-28,1546,1003,1442,0,0,0,755,18.02,3141657,52683661382,0.0,0,4738,24714.21875,0,,6.747,391.4721,9.27234660930711,0.0115,171799357,6123,275,23160
2015-09-29,1533,962,1384,0,0,0,762,18.51,3141780,55437141860,0.0,0,4640,24368.4375,0,,6.057,347.3122,8.87732842074942,0.0107,155322802,5738,314,23283
2015-09-30,1491,924,1376,0,0,0,742,18.04,3141889,51461473059,0.0,0,4757,25093.75,0,,5.625,332.8925,8.385327115721005,0.0108,161315703,5870,356,23385
2015-10-01,1474,947,1329,0,0,0,741,16.45,3141822,51474669294,0.0,0,5210,27422.03125,0,,5.653,365.2783,8.767949463445914,0.0102,167413168,6421,373,23482
2015-10-02,1376,857,1286,0,0,0,773,16.62,3141782,52567714347,0.0,0,5143,26913.125,0,,5.982,378.4969,9.765296662850671,0.0109,175336965,6063,324,23563
2015-10-03,1390,890,1291,0,0,0,769,16.84,3141755,52502578427,0.0,0,5077,26453.75,0,,6.291,390.9186,9.791648364458627,0.0111,176738025,6112,292,23689
2015-10-04,1394,872,1295,0,0,0,776,17.47,3141756,50733256095,0.0,0,4886,25480.15625,0,,6.206,371.1233,9.431925785897953,0.0114,175625589,6624,281,23777
2015-10-05,1410,871,1336,0,0,0,771,17.05,3141678,50742818443,0.0,0,5009,26136.875,0,,6.285,385.5859,11.48677350723009,0.0138,217225401,6279,292,23909
2015-10-06,1416,907,1315,0,0,0,781,17.67,3141827,51375494165,0.0,0,4806,25036.5625,0,,6.276,368.4521,9.995299953552864,0.0123,185466056,6458,266,24005
2015-10-07,1374,881,1297,0,0,0,808,17.09,3141680,51181314265,0.0,0,5004,26133.59375,0,,5.984,366.9765,12.18298992071077,0.0145,227483136,7121,295,24102
2015-10-08,1331,865,1243,0,0,0,789,16.6,3141709,56971870131,0.0,0,5152,26782.1875,0,,5.978,375.1336,11.972933368342352,0.0128,206603046,6926,270,24168
2015-10-09,1367,868,1290,0,0,0,779,17.45,3141695,61962572208,0.0,0,4905,25447.65625,0,,6.123,364.9485,11.309218384317884,0.0117,180944156,6763,245,24243
2015-10-10,1267,793,1205,0,0,0,778,17.44,3141792,64893302980,0.0,0,4896,25499.6875,0,,6.032,360.6383,11.382811617053816,0.0113,174240457,6529,270,24303
2015-10-11,1301,840,1212,0,0,0,748,16.91,3141731,56318375319,0.0,0,5073,26510.78125,0,,6.139,381.8711,8.99879459915072,0.0097,154497993,6023,301,24359
2015-10-12,1336,832,1257,0,0,0,787,16.48,3141695,51359902694,0.0,0,5148,26800.0,0,,6.145,386.3386,10.703807320817251,0.0124,200001725,6593,284,24473
2015-10-13,1476,846,1400,0,0,0,818,16.76,3141683,53219625156,0.0,0,5108,26668.28125,0,,6.357,397.9554,12.323248799642254,0.0139,223630692,6818,301,24675
2015-10-14,1567,956,1447,0,0,0,791,17.3,3141697,57976429615,0.0,0,4934,25875.625,0,,6.482,394.1999,11.831998521079004,0.0125,193279995,6830,320,24906
2015-10-15,1497,876,1391,0,0,0,824,17.39,3141699,54823147993,0.0,0,4926,25610.46875,0,,6.209,372.9212,18.87034386166973,0.0225,347607211,6499,263,25142
2015-10-16,1367,882,1275,0,0,0,827,17.56,3141670,53404946237,0.0,0,4883,25441.40625,0,,5.815,347.0096,21.179446545648126,0.0261,400824348,6795,273,25248
2015-10-17,1356,867,1251,0,0,0,788,16.86,3141653,53619552703,0.0,0,5056,26450.625,0,,6.004,373.0388,12.291462445798013,0.0145,230368185,6567,312,25356
2015-10-18,1346,818,1247,0,0,0,812,17.28,3141624,52006592112,0.0,0,4945,25848.28125,0,,5.974,362.4454,13.113012602069784,0.0161,249377360,6481,297,25489
2015-10-19,1453,842,1359,0,0,0,802,17.29,3141665,52456819761,0.0,0,4975,25966.71875,0,,5.922,360.9165,11.699219139603278,0.0139,216816740,6604,291,25729
2015-10-20,1315,837,1227,0,0,0,770,17.2,3141727,53767556518,0.0,0,4990,26192.5,0,,5.835,359.4184,11.527019798769716,0.0122,191557542,5897,332,25828
2015-10-21,1522,873,1428,0,0,0,774,17.22,3141707,53588794315,0.0,0,4990,26046.40625,0,,5.876,358.9999,10.155857734674392,0.0115,180468852,6182,289,26090
2015-10-22,1390,849,1268,0,0,0,782,17.78,3141732,57253941421,0.0,0,4835,25330.78125,0,,5.734,341.149,13.200504837911977,0.0157,237772273,5979,305,26244
2015-10-23,1524,957,1404,0,0,0,818,16.26,3141638,51207267003,0.0,0,5263,27558.59375,0,,5.879,380.6258,13.747941391847576,0.0157,260401303,6888,331,26449
2015-10-24,1636,869,1555,0,0,0,771,16.52,3141626,50749518370,0.0,0,5171,27115.0,0,,6.288,400.8051,10.696638217152165,0.013,211420205,6361,336,26892
2015-10-25,1498,918,1393,0,0,0,751,16.74,3141631,51635339670,0.0,0,5096,26814.21875,0,,6.589,415.4128,9.079512126157535,0.0106,170100960,5830,351,27220
2015-10-26,1656,987,1568,0,0,0,765,17.52,3141613,54585998170,0.0,0,4908,25915.3125,0,,6.541,399.276,10.773267121614424,0.0132,203310004,5938,366,27534
2015-10-27,1707,1150,1545,0,0,0,815,16.5,3141603,53525777571,0.0,0,5220,27526.25,0,,6.542,423.6995,18.902897578375484,0.0223,365376906,6784,376,27744
2015-10-28,1701,1167,1562,0,0,0,808,17.33,3141629,54787998286,0.0,0,4967,26348.4375,0,,6.846,425.0888,10.898696630107064,0.013,202357247,7346,398,27918
2015-10-29,1975,1269,1812,0,0,0,814,16.64,3141634,52364630378,0.0,0,5158,27507.03125,0,,7.04,457.198,12.550751739957049,0.0149,241667844,7836,453,28188
2015-10-30,2220,1315,2093,2,1,1,781,16.3,3141598,54017718700,0.0,0,5232,27723.90625,3,,7.429,485.0091,13.466321660416297,0.0152,250649964,7941,409,28770
2015-10-31,1988,1222,1893,0,0,0,812,16.65,3141633,53753181787,0.0,0,5129,27747.8125,0,,7.793,512.5808,15.482425600544888,0.0184,296674561,7557,554,29166
2015-11-01,2132,1157,2042,0,0,0,783,16.54,3141603,50751088484,0.0,0,5158,28180.15625,0,,7.781,520.7818,16.170261068417535,0.0195,316473677,6915,625,29676
2015-11-02,2040,1332,1897,2,1,1,779,17.04,3141654,53162663704,0.0,0,5024,27134.21875,1,,7.69,494.4047,10.39601397270038,0.0122,193339829,6558,531,29973
2015-11-03,2067,1249,1957,26,23,10,844,16.83,3141601,51578536572,0.0,0,5085,27605.78125,30,,7.333,480.1956,12.24035098994854,0.0148,236076946,7399,573,30326
2015-11-04,2040,1241,1907,18,14,4,762,16.79,3141728,52243136362,0.0,0,5125,27716.40625,18,,7.743,508.4657,9.392856950587458,0.0112,180987375,7037,549,30608
2015-11-05,1915,1288,1768,15,11,5,813,16.85,3141619,52990311400,0.0,0,5103,27291.40625,12,,7.582,489.3514,10.593890524409684,0.0125,199792729,7498,473,30815
2015-11-06,1808,1241,1683,0,0,0,812,16.56,3141598,52184810513,0.0,0,5142,27422.1875,0,,7.592,491.3861,15.936270156556764,0.0192,309939683,7882,450,30968
2015-11-07,2068,1176,1978,0,0,0,1005,17.27,3141648,51944373853,0.0,0,4922,26715.3125,0,,7.55,478.1613,32.079919793349355,0.037,572275369,10996,550,31514
2015-11-08,2272,1188,2175,4,2,2,1015,17.02,3141634,52414324288,0.0,0,5021,27289.0625,18,,7.709,498.873,29.526878882442983,0.0357,563914716,12413,570,32153
2015-11-09,2061,1342,1910,30,28,4,786,17.0,3141601,51918274052,0.0,0,5024,27059.53125,39,,7.754,496.5674,11.26310291944323,0.0134,211894015,7689,509,32455
2015-11-10,1827,1270,1725,37,36,1,834,16.92,3141605,52237284910,0.0,0,5053,27444.0625,39,,7.76,505.3881,15.351192628299206,0.0181,287969451,8151,574,32634
2015-11-11,2034,1260,1937,26,24,3,1044,17.08,3141604,52560853806,0.0,0,5028,27826.5625,27,,7.673,508.885,23.076791328155835,0.0262,414061456,10217,702,32804
2015-11-12,1808,1215,1710,3,2,2,874,16.84,3141977,59050838844,0.0,0,5079,28024.53125,5,,7.746,517.4888,25.889101201769872,0.0282,450460992,9534,693,32918
2015-11-13,1806,1194,1715,5,3,3,808,16.63,3141601,51534479321,0.0,0,5119,28185.15625,3,,7.87,528.3143,14.583302464865804,0.0174,280236525,7891,681,33055
2015-11-14,1798,1240,1699,2,1,1,938,16.64,3141660,51216461485,0.0,0,5127,28357.65625,1,,7.913,534.8715,18.534033511704237,0.0224,360305868,7211,713,33157
2015-11-15,1760,1219,1686,5,1,4,797,16.52,3141650,51537798825,0.0,0,5195,28120.15625,4,,8.26,550.2513,11.483974092635217,0.0138,224846805,7170,561,33264
2015-11-16,1868,1272,1765,4,2,2,782,16.97,3141691,56768038418,0.0,0,5039,27395.15625,2,,8.327,541.2585,10.269635973055744,0.0115,182259335,7442,577,33376
2015-11-17,1902,1306,1803,0,0,0,762,16.54,3141628,56303859554,0.0,0,5163,27793.59375,0,,8.153,535.801,9.596829650575913,0.0106,171866071,7145,515,33512
2015-11-18,1860,1304,1758,2,1,1,774,16.81,3141600,53515892028,0.0,0,5075,27252.03125,1,,8.55,550.5812,10.32147539741564,0.0122,195036006,7373,489,33629
2015-11-19,1865,1280,1763,0,0,0,882,17.04,3141601,54119551224,0.0,0,4977,26563.4375,0,,8.807,552.7532,15.863939513515044,0.0186,291565861,8876,446,33765
2015-11-20,1764,1068,1685,2,1,1,814,18.1,3141629,54384895828,0.0,0,4721,25130.46875,2,,7.975,472.9611,11.986899241936795,0.0145,215430072,6348,403,33883
2015-11-21,1711,1097,1605,0,0,0,832,16.97,3141598,54039631830,0.0,0,5035,26782.1875,0,,7.601,480.0484,11.244910062602562,0.0127,200136785,6822,422,33999
2015-11-22,2016,1027,1922,0,0,0,816,16.9,3141599,53793371733,0.0,0,5049,26988.59375,0,,7.533,480.251,11.241715326286604,0.0127,200785655,7083,459,34447
2015-11-23,1739,1137,1629,0,0,0,863,16.65,3141623,55629754775,0.0,0,5089,27272.34375,0,,7.566,487.9382,13.316084717852137,0.0146,233727612,8260,483,34594
2015-11-24,1821,1127,1722,0,0,0,828,17.21,3141597,58042755370,0.0,0,5001,26848.125,0,,7.665,486.5758,12.966491027158748,0.0136,213080657,7152,484,34812
2015-11-25,1711,1123,1625,0,0,0,807,17.37,3141605,54235748106,0.0,0,4940,26471.875,0,,7.517,470.151,12.459630991672276,0.0152,236509015,7098,464,34913
2015-11-26,1805,1140,1729,3,2,1,784,17.36,3141604,53986356287,0.0,0,4940,26538.4375,2,,7.498,470.857,9.30701047999245,0.0111,172083879,7278,486,35071
2015-11-27,1661,1030,1594,0,0,0,790,16.5,3141597,53456555142,0.0,0,5174,27886.875,0,,7.47,492.9653,9.39919261941986,0.0107,173300084,6639,528,35136
2015-11-28,1652,1047,1584,4,1,3,774,16.96,3141615,54312682973,0.0,0,5008,27207.96875,3,,7.721,498.5437,14.567130571469754,0.0176,277436869,6817,571,35204
2015-11-29,1667,1078,1599,2,1,1,776,16.84,3141597,53321187419,0.0,0,5050,27347.8125,1,,7.721,500.4669,9.090792117113711,0.0108,171604728,6853,550,35288
2015-11-30,1783,1006,1697,0,0,0,864,16.75,3141791,55199244474,0.0,0,5080,27356.25,0,,7.781,503.9533,20.81575153773742,0.0237,378296036,8986,516,35402
2015-12-01,1764,982,1685,0,0,0,847,16.92,3141605,54837947431,0.0,0,5078,27542.8125,0,,7.873,514.3284,13.074388944575778,0.0145,231616100,6794,566,35508
2015-12-02,1674,938,1608,2,1,1,819,17.86,3141635,53588845124,0.0,0,4824,26007.03125,1,,7.818,481.8385,11.43812253217424,0.0138,209753737,6502,501,35607
2015-12-03,1759,1000,1667,2,1,1,778,16.46,3141598,53564860105,0.0,0,5205,28063.28125,1,,7.588,504.3068,10.666077605006574,0.0121,198524826,6971,537,35709
2015-12-04,1743,965,1640,21,14,8,804,17.09,3141596,53920215595,0.0,0,5008,26679.375,16,,7.833,493.1904,12.372342317467218,0.0143,224707034,6898,432,35879
2015-12-05,1717,994,1641,7,4,3,835,17.07,3141598,54430269329,0.0,0,5006,26581.875,7,,8.164,511.9346,13.084824514839102,0.0147,231821279,6784,412,36022
2015-12-06,2007,1314,1726,8,4,4,877,17.42,3141608,53904812363,0.0,0,4913,26255.78125,4,,7.852,487.6672,17.14740422318834,0.0208,321509549,9103,453,36291
2015-12-07,1953,1290,1717,10,6,4,775,17.18,3141601,53988885934,0.0,0,4971,26718.90625,6,,7.648,483.681,9.64277225225518,0.0113,176718066,7141,493,36437
2015-12-08,1758,1120,1663,6,3,3,771,17.39,3141598,53743612456,0.0,0,4911,26312.5,5,,7.548,469.5651,9.146200894289796,0.0111,170716327,6697,464,36557
2015-12-09,1749,1107,1652,2,1,1,779,16.46,3141606,54733915734,0.0,0,5208,28324.0625,1,,7.35,494.265,10.136989432654593,0.011,179709088,7001,602,36673
2015-12-10,1780,1093,1690,8,6,5,820,16.71,3141594,54938250098,0.0,0,5144,27477.34375,9,,7.773,504.7793,11.34093504343061,0.0127,205190667,7444,467,36820
2015-12-11,1788,1134,1698,9,5,4,884,16.93,3141605,58195798149,0.0,0,5062,27022.8125,6,,8.06,514.5903,16.85244378775789,0.017,270674425,8105,454,36951
2015-12-12,2153,1510,2038,5,2,3,916,16.82,3141646,59486449382,0.0,0,5076,27206.5625,3,,8.045,517.9029,23.123143175929712,0.0222,353864548,8205,486,37373
2015-12-13,1968,1288,1771,2,1,1,845,16.29,3141609,56701649126,0.0,0,5280,27907.34375,1,,8.472,556.8745,18.732109712665256,0.0196,325726017,7426,399,37569
2015-12-14,2187,1511,1786,5,3,2,1752,17.12,3141665,53372600387,0.0,0,4999,26708.59375,4,,8.576,541.3528,74.65243956145503,0.0901,1415319249,15550,455,37729
2015-12-15,2165,1487,1742,7,4,4,1834,16.91,3185202,62650330558,0.01,0,5070,27014.53125,4,,8.769,559.704,114.40785833681691,0.1209,1945458070,21098,445,37850
2015-12-16,2154,1496,1743,0,0,0,1216,17.13,3141637,54026271431,0.0,0,4982,26457.34375,0,,8.562,534.0622,44.21678187477465,0.0536,838759501,10304,407,37990
2015-12-17,2403,1672,2005,0,0,0,1053,16.86,3141623,55081281267,0.0,0,5060,26883.125,0,,8.734,553.9679,32.40107521320836,0.0381,606010119,9612,420,38358
2015-12-18,2185,1479,2038,0,0,0,1057,17.06,3141645,55034649240,0.0,0,5020,26671.5625,0,,8.78,552.1806,32.18142145469632,0.0382,601895736,9032,414,38634
2015-12-19,2189,1532,1812,0,0,0,1009,16.89,3141624,53891713881,0.0,0,5038,26694.53125,0,,8.719,548.8488,28.51623092570305,0.0341,539740128,9314,401,38756
2015-12-20,2210,1494,1840,0,0,0,1103,17.07,3141680,53342677327,0.0,0,4947,26436.09375,0,,8.54,533.1539,34.42717002164584,0.0421,655002877,9879,447,38902
