TIMESTAMP,TEX35657_OPEN_PRICE_USD,TEX35657_HIGH_PRICE_USD,TEX35657_LOW_PRICE_USD,TEX35657_CLOSE_PRICE_USD,TEX35657_VOLUME_USD,TEX35657_DIVIDENDS_USD,TEX35657_STOCK_SPLITS_USD
2025-05-06 00:00:00+00:00,0.00010299999848939478,0.00010299999848939478,9.999999747378752e-05,0.00010199999815085903,0,0.0,0.0
2025-05-07 00:00:00+00:00,0.00010199999815085903,0.00010399999882793054,0.00010199999815085903,0.00010299999848939478,0,0.0,0.0
2025-05-08 00:00:00+00:00,0.00010299999848939478,0.00011200000153621659,0.00010299999848939478,0.00011200000153621659,331356,0.0,0.0
2025-05-09 00:00:00+00:00,0.00011200000153621659,0.00011700000322889537,0.00011000000085914508,0.00011300000187475234,345962,0.0,0.0
2025-05-10 00:00:00+00:00,0.00011300000187475234,0.00011899999663000926,0.00011300000187475234,0.00011899999663000926,352183,0.0,0.0
2025-05-11 00:00:00+00:00,0.00011899999663000926,0.00011899999663000926,0.00011200000153621659,0.0001140000022132881,351338,0.0,0.0
2025-05-12 00:00:00+00:00,0.0001140000022132881,0.00011600000289035961,0.00010199999815085903,0.00010900000052060932,326456,0.0,0.0
2025-05-13 00:00:00+00:00,0.00010900000052060932,0.00011200000153621659,0.00010399999882793054,0.00011200000153621659,335306,0.0,0.0
2025-05-14 00:00:00+00:00,0.00011200000153621659,0.0001140000022132881,0.00010800000018207356,0.00010900000052060932,308453,0.0,0.0
2025-05-15 00:00:00+00:00,0.00010900000052060932,0.00011100000119768083,0.00010099999781232327,0.00010199999815085903,312111,0.0,0.0
2025-05-16 00:00:00+00:00,0.00010199999815085903,0.0001049999991664663,0.00010099999781232327,0.00010199999815085903,306536,0.0,0.0
2025-05-17 00:00:00+00:00,0.00010199999815085903,0.00010299999848939478,9.899999713525176e-05,0.00010099999781232327,303570,0.0,0.0
2025-05-18 00:00:00+00:00,0.00010099999781232327,0.0001049999991664663,0.00010099999781232327,0.00010399999882793054,313421,0.0,0.0
2025-05-19 00:00:00+00:00,0.00010399999882793054,0.0001049999991664663,9.7999996796716e-05,0.00010199999815085903,307875,0.0,0.0
2025-05-20 00:00:00+00:00,0.00010199999815085903,0.00010299999848939478,9.999999747378752e-05,0.00010099999781232327,305354,0.0,0.0
2025-05-21 00:00:00+00:00,0.00010099999781232327,0.00010399999882793054,9.999999747378752e-05,0.00010299999848939478,303399,0.0,0.0
2025-05-22 00:00:00+00:00,0.00010299999848939478,0.0001049999991664663,0.00010199999815085903,0.00010399999882793054,311697,0.0,0.0
2025-05-23 00:00:00+00:00,0.00010399999882793054,0.00010599999950500205,9.899999713525176e-05,0.00010099999781232327,0,0.0,0.0
2025-05-24 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0,0.0,0.0
2025-05-25 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0,0.0,0.0
2025-05-26 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0,0.0,0.0
2025-05-27 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0,0.0,0.0
2025-05-28 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0,0.0,0.0
2025-05-29 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0,0.0,0.0
