TIMESTAMP,XRPETF_OPEN_PRICE_USD,XRPETF_HIGH_PRICE_USD,XRPETF_LOW_PRICE_USD,XRPETF_CLOSE_PRICE_USD,XRPETF_VOLUME_USD,XRPETF_DIVIDENDS_USD,XRPETF_STOCK_SPLITS_USD
2025-04-19 00:00:00+00:00,,,,0.0,5828,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,689,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,437,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,3527,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,12923,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,3665,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,2435,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,2303,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,206,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,416,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,985,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,558,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,6806,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,5136,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,754,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,589,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,318,0.0,0.0
2025-06-01 00:00:00+00:00,1.0640840422335152e-12,1.091618006925088e-12,1.056715045327783e-12,1.091618006925088e-12,261,0.0,0.0
