TIMESTAMP,IOTA_CLOSE_PRICE_USD,IOTA_OPEN_PRICE_USD,IOTA_HIGH_PRICE_USD,IOTA_LOW_PRICE_USD
2017-08-20,0.9101,0.9791,1.03,0.91
2017-08-21,0.9001,0.9101,0.9408,0.84
2017-08-22,0.838,0.9001,0.9046,0.7778
2017-08-23,0.851,0.838,0.9408,0.8303
2017-08-24,0.891,0.851,0.8949,0.7959
2017-08-25,0.9164,0.891,0.9349,0.835
2017-08-26,0.96,0.9164,0.9749,0.875
2017-08-27,0.9194,0.96,0.9801,0.88
2017-08-28,0.8744,0.9194,0.929,0.78
2017-08-29,0.8125,0.8744,0.875,0.7053
2017-08-30,0.8675,0.8125,0.8765,0.7838
2017-08-31,0.8415,0.8675,0.9,0.82
2017-09-01,0.7927,0.8415,0.88,0.771
2017-09-02,0.6921,0.7927,0.7999,0.64
2017-09-03,0.7417,0.6921,0.777,0.666
2017-09-04,0.5484,0.7417,0.7442,0.3633
2017-09-05,0.6132,0.5484,0.6499,0.455
2017-09-06,0.7394,0.6132,0.7488,0.592
2017-09-07,0.6479,0.7394,0.74,0.6141
2017-09-08,0.5373,0.6479,0.66,0.4786
2017-09-09,0.5594,0.5373,0.584,0.5183
2017-09-10,0.4989,0.5594,0.569,0.4588
2017-09-11,0.5628,0.4989,0.569,0.479
2017-09-12,0.5918,0.5628,0.6495,0.5408
2017-09-13,0.5613,0.5918,0.5979,0.4714
2017-09-14,0.4494,0.5613,0.576,0.441
2017-09-15,0.4797,0.4494,0.5127,0.37
2017-09-16,0.4848,0.4797,0.5128,0.452
2017-09-17,0.4958,0.4848,0.5048,0.461
2017-09-18,0.6075,0.4958,0.6171,0.4934
2017-09-19,0.5585,0.6075,0.6145,0.5521
2017-09-20,0.5674,0.5585,0.5911,0.541
2017-09-21,0.4985,0.5674,0.5728,0.4653
2017-09-22,0.505,0.4985,0.5178,0.471
2017-09-23,0.54,0.505,0.555,0.4935
2017-09-24,0.5213,0.54,0.5424,0.5042
2017-09-25,0.556,0.5213,0.569,0.5208
2017-09-26,0.5146,0.556,0.56,0.5051
2017-09-27,0.5509,0.5146,0.5544,0.505
2017-09-28,0.5951,0.5509,0.6147,0.5261
2017-09-29,0.5836,0.5951,0.6103,0.541
2017-09-30,0.6223,0.5836,0.6493,0.576
2017-10-01,0.6124,0.6223,0.6318,0.591
2017-10-02,0.578,0.6124,0.6225,0.5638
2017-10-03,0.5606,0.578,0.582,0.512
2017-10-04,0.5447,0.5606,0.5697,0.515
2017-10-05,0.5424,0.5447,0.5681,0.5161
2017-10-06,0.504,0.5424,0.5632,0.4874
2017-10-07,0.5369,0.504,0.551,0.486
2017-10-08,0.5,0.5369,0.54,0.493
2017-10-09,0.469,0.5,0.505,0.433
2017-10-10,0.476,0.469,0.4896,0.451
2017-10-11,0.4816,0.476,0.4889,0.462
2017-10-12,0.414,0.4816,0.4867,0.38
2017-10-13,0.44,0.414,0.4476,0.4
2017-10-14,0.4591,0.44,0.4845,0.4293
2017-10-15,0.437,0.4591,0.461,0.41
2017-10-16,0.4489,0.437,0.4597,0.42
2017-10-17,0.4686,0.4489,0.507,0.4311
2017-10-18,0.4543,0.4686,0.479,0.425
2017-10-19,0.4327,0.4543,0.4677,0.41
2017-10-20,0.3999,0.4327,0.4345,0.3857
2017-10-21,0.3882,0.3999,0.4065,0.3193
2017-10-22,0.3822,0.3882,0.408,0.3761
2017-10-23,0.388,0.3822,0.394,0.34
2017-10-24,0.455,0.388,0.5059,0.3701
2017-10-25,0.4434,0.455,0.4769,0.4271
2017-10-26,0.4155,0.4434,0.457,0.4115
2017-10-27,0.4249,0.4155,0.44,0.39
2017-10-28,0.3961,0.4249,0.4309,0.391
2017-10-29,0.4032,0.3961,0.415,0.367
2017-10-30,0.4073,0.4032,0.415,0.3851
2017-10-31,0.3912,0.4073,0.4087,0.3891
2017-11-01,0.3637,0.3912,0.3923,0.3517
2017-11-02,0.3642,0.3637,0.3847,0.32
2017-11-03,0.3937,0.3642,0.3967,0.3588
2017-11-04,0.3695,0.3937,0.3937,0.3649
2017-11-05,0.3506,0.3695,0.371,0.335
2017-11-06,0.374,0.3506,0.3795,0.3387
2017-11-07,0.3824,0.374,0.398,0.3621
2017-11-08,0.4746,0.3824,0.4905,0.38
2017-11-09,0.5338,0.4746,0.5999,0.464
2017-11-10,0.5011,0.5338,0.564,0.455
2017-11-11,0.6237,0.5011,0.6249,0.4939
2017-11-12,0.5861,0.6237,0.635,0.505
2017-11-13,0.5835,0.5861,0.6394,0.5673
2017-11-14,0.6059,0.5835,0.6189,0.525
2017-11-15,0.787,0.6059,0.7873,0.6
2017-11-16,0.825,0.787,0.8967,0.706
2017-11-17,0.7912,0.825,0.8777,0.7263
2017-11-18,0.8163,0.7912,0.849,0.7499
2017-11-19,0.852,0.8163,0.884,0.8047
2017-11-20,0.9584,0.851,0.984,0.85
2017-11-21,0.8844,0.9584,0.982,0.7463
2017-11-22,0.9009,0.8844,0.9551,0.8524
2017-11-23,0.7791,0.9009,0.915,0.779
2017-11-24,0.7837,0.7791,0.7942,0.668
2017-11-25,0.8055,0.7837,0.856,0.7051
2017-11-26,0.8055,0.8055,0.8055,0.8055
2017-11-27,1.04,0.8055,1.1,0.7882
2017-11-28,1.45,1.04,1.47,1.02
2017-11-29,1.24,1.45,1.54,1.07
2017-11-30,1.31,1.24,1.38,1.08
2017-12-01,1.44,1.31,1.5,1.22
2017-12-02,1.45,1.44,1.45,1.33
2017-12-03,1.84,1.45,1.98,1.42
2017-12-04,2.63,1.84,2.89,1.83
2017-12-05,3.74,2.63,3.97,2.1
2017-12-06,4.35,3.74,5.58,3.51
2017-12-07,4.04,4.35,4.58,3.03
2017-12-08,4.95,4.04,4.95,3.43
2017-12-09,4.53,4.95,5.2,4.01
2017-12-10,4.01,4.53,4.53,3.56
2017-12-11,4.22,4.04,4.55,4.0
2017-12-12,4.73,4.22,5.03,4.13
2017-12-13,4.05,4.73,4.78,3.63
2017-12-14,3.7,4.05,4.33,3.25
2017-12-15,3.9,3.7,4.19,3.32
2017-12-16,3.59,3.9,4.04,3.4
2017-12-17,3.76,3.59,3.98,3.41
2017-12-18,4.16,3.76,4.38,3.52
2017-12-19,5.32,4.16,5.8,3.7
2017-12-20,4.87,5.32,5.55,4.5
2017-12-21,4.74,4.87,5.33,4.51
2017-12-22,3.38,4.74,4.83,1.1
2017-12-23,3.56,3.38,4.09,3.25
2017-12-24,3.42,3.56,3.6,2.72
2017-12-25,3.45,3.42,3.79,3.21
2017-12-26,3.77,3.45,3.79,3.43
2017-12-27,3.71,3.77,4.34,3.58
2017-12-28,3.65,3.71,3.77,3.21
2017-12-29,3.65,3.65,3.91,3.43
2017-12-30,3.24,3.65,3.74,2.9
2017-12-31,3.51,3.24,3.69,3.23
2018-01-01,3.9,3.51,4.2,3.39
2018-01-02,3.98,3.9,4.25,3.79
2018-01-03,4.13,3.98,4.18,3.9
2018-01-04,4.1,4.13,4.5,3.71
2018-01-05,3.76,4.1,4.19,3.62
2018-01-06,3.99,3.76,4.14,3.75
2018-01-07,4.08,3.99,4.44,3.95
2018-01-08,3.793,4.0832,4.2009,3.2
2018-01-09,3.5295,3.7929,3.9199,3.4051
2018-01-10,3.7355,3.5379,3.7627,3.1
2018-01-11,3.356,3.7355,3.799,2.98
2018-01-12,3.6389,3.3503,3.6941,3.2206
2018-01-13,3.8964,3.6389,4.08,3.6357
2018-01-14,3.7187,3.8964,3.9584,3.5709
2018-01-15,3.4734,3.7162,3.7744,3.4186
2018-01-16,2.5351,3.4734,3.4779,1.9347
2018-01-17,2.7,2.5574,2.9236,1.9421
2018-01-18,2.71,2.696,3.02,2.5501
2018-01-19,2.6638,2.71,2.913,2.4
2018-01-20,2.99,2.6638,3.141,2.6618
2018-01-21,2.77,2.9899,2.99,2.61
2018-01-22,2.4596,2.77,2.9111,2.123
2018-01-23,2.5099,2.4546,2.64193,2.203
2018-01-24,2.4595,2.5099,2.58,2.3426
2018-01-25,2.3491,2.46,2.5955,2.33
2018-01-26,2.3599,2.3488,2.46,2.19
2018-01-27,2.461,2.36,2.5,2.342
2018-01-28,2.5012,2.4611,2.5596,2.4412
2018-01-29,2.5604,2.5012,2.5849,2.3791
2018-01-30,2.21985,2.56233,2.62168,2.15453
2018-01-31,2.29694,2.21985,2.34734,2.17535
2018-02-01,1.89377,2.29694,2.31471,1.72603
2018-02-02,1.80681,1.89377,1.94318,1.4302
2018-02-03,2.00534,1.80739,2.0468,1.62092
2018-02-04,1.73602,2.00534,2.07562,1.60967
2018-02-05,1.44008,1.73602,1.7756,1.33112
2018-02-06,1.59031,1.44008,1.71736,1.20011
2018-02-07,1.58697,1.5905,1.88469,1.51834
2018-02-08,1.76361,1.58697,1.87239,1.58697
2018-02-09,1.9311,1.76361,1.98784,1.6635
2018-02-10,1.83273,1.9311,2.10323,1.73505
2018-02-11,1.6694,1.83273,1.83466,1.58945
2018-02-12,1.86959,1.6694,1.90435,1.6694
2018-02-13,1.8103,1.86959,1.87222,1.72271
2018-02-14,2.02488,1.8103,2.03678,1.76954
2018-02-15,2.09597,2.02173,2.16498,1.96402
2018-02-16,2.08674,2.09609,2.16924,1.96328
2018-02-17,2.18675,2.08674,2.19863,2.06502
2018-02-18,1.95099,2.18682,2.19619,1.93143
2018-02-19,2.06651,1.95256,2.13749,1.94203
2018-02-20,1.88345,2.0665,2.10864,1.83511
2018-02-21,1.71192,1.87619,1.91699,1.69003
2018-02-22,1.603,1.71192,1.84558,1.54642
2018-02-23,1.7205,1.603,1.797,1.55807
2018-02-24,1.74099,1.7205,1.78625,1.61955
2018-02-25,1.78925,1.73872,1.95655,1.7187
2018-02-26,1.8518,1.7907,1.89515,1.74801
2018-02-27,1.96337,1.85027,2.07182,1.79137
2018-02-28,1.85089,1.96098,2.01757,1.83307
2018-03-01,1.96335,1.84805,2.01589,1.82183
2018-03-02,1.9153,1.96335,2.0109,1.85527
2018-03-03,1.85838,1.91524,1.96195,1.83938
2018-03-04,1.89249,1.85838,1.91232,1.80886
2018-03-05,1.86593,1.89249,1.90123,1.84104
2018-03-06,1.68945,1.85948,1.88594,1.62507
2018-03-07,1.52825,1.68882,1.70995,1.35269
2018-03-08,1.37246,1.52825,1.53735,1.35502
2018-03-09,1.38178,1.37177,1.39704,1.17356
2018-03-10,1.2924,1.38178,1.47416,1.26929
2018-03-11,1.37317,1.2924,1.43684,1.24745
2018-03-12,1.32679,1.37317,1.417,1.26425
2018-03-13,1.30106,1.32906,1.34303,1.27099
2018-03-14,1.11282,1.30106,1.36579,1.09398
2018-03-15,1.08506,1.11282,1.14831,1.03119
2018-03-16,1.09093,1.08504,1.14466,1.02125
2018-03-17,1.1322,1.09093,1.14745,1.06133
2018-03-18,1.22294,1.1322,1.30345,1.0496
2018-03-19,1.32312,1.22649,1.33649,1.17922
2018-03-20,1.44421,1.3233,1.51825,1.28557
2018-03-21,1.36427,1.43689,1.50073,1.33484
2018-03-22,1.31631,1.36427,1.41489,1.26049
2018-03-23,1.35619,1.31631,1.35619,1.24736
2018-03-24,1.3208,1.35619,1.41093,1.31097
2018-03-25,1.31762,1.31796,1.361,1.26509
2018-03-26,1.22717,1.31762,1.32581,1.17878
2018-03-27,1.16907,1.22717,1.23572,1.14485
2018-03-28,1.18039,1.16907,1.24025,1.15656
2018-03-29,1.08621,1.18039,1.18966,1.05952
2018-03-30,1.10536,1.08621,1.137,1.04514
2018-03-31,1.07138,1.10536,1.15628,1.06433
2018-04-01,0.98924,1.07138,1.09198,0.94617
2018-04-02,1.02684,0.98924,1.06131,0.98283
2018-04-03,1.10324,1.02684,1.11597,1.02684
2018-04-04,0.9823,1.10324,1.1081,0.95757
2018-04-05,0.97271,0.9823,0.99201,0.92782
2018-04-06,0.93071,0.97267,0.99277,0.91868
2018-04-07,0.98024,0.93071,1.0198,0.92651
2018-04-08,1.02113,0.98024,1.04791,0.97215
2018-04-09,0.98745,1.02113,1.06365,0.96309
2018-04-10,1.01148,0.98779,1.01763,0.9613
2018-04-11,1.06646,1.01148,1.07432,0.99984
2018-04-12,1.34049,1.06198,1.39397,1.03023
2018-04-13,1.32025,1.34341,1.51115,1.28211
2018-04-14,1.43902,1.32033,1.46397,1.2919
2018-04-15,1.67282,1.43902,1.69711,1.43458
2018-04-16,1.62614,1.67282,1.69962,1.51642
2018-04-17,1.555,1.62578,1.66956,1.53682
2018-04-18,1.68305,1.555,1.71075,1.54808
2018-04-19,1.76847,1.68306,1.78347,1.63959
2018-04-20,1.97566,1.76803,2.01822,1.7363
2018-04-21,1.92457,1.97566,1.99852,1.80099
2018-04-22,1.99915,1.92457,2.11102,1.87429
2018-04-23,2.12805,1.99915,2.19789,1.98017
2018-04-24,2.12968,2.12805,2.22885,2.11321
2018-04-25,1.79547,2.12878,2.12886,1.72553
2018-04-26,2.04159,1.79547,2.06124,1.70952
2018-04-27,1.89315,2.03433,2.09719,1.8779
2018-04-28,2.03069,1.89315,2.08816,1.87173
2018-04-29,2.03825,2.03225,2.13404,1.92052
2018-04-30,1.95827,2.03825,2.05221,1.93065
2018-05-01,1.98763,1.95827,1.98997,1.82173
2018-05-02,2.27637,1.98703,2.35637,1.94212
2018-05-03,2.58569,2.28057,2.69764,2.20346
2018-05-04,2.46629,2.5846,2.60507,2.3442
2018-05-05,2.38625,2.46478,2.48095,2.31729
2018-05-06,2.30101,2.38667,2.52136,2.19608
2018-05-07,2.24188,2.30031,2.30897,2.0839
2018-05-08,2.44121,2.2578,2.61971,2.22673
2018-05-09,2.27413,2.44029,2.44029,2.24048
2018-05-10,2.13093,2.27292,2.30972,2.12615
2018-05-11,1.83196,2.12992,2.14131,1.77314
2018-05-12,1.89095,1.83318,1.95034,1.6951
2018-05-13,1.99694,1.9046,2.02802,1.80285
2018-05-14,1.92959,1.99877,2.01058,1.80773
2018-05-15,1.98722,1.93092,2.08563,1.90389
2018-05-16,1.89061,1.99052,1.9916,1.79657
2018-05-17,1.70522,1.89146,1.95141,1.67196
2018-05-18,1.75356,1.70359,1.77519,1.64561
2018-05-19,1.7416,1.75356,1.81056,1.70454
2018-05-20,1.82093,1.7416,1.84168,1.73031
2018-05-21,1.72187,1.82093,1.83559,1.71311
2018-05-22,1.62484,1.72187,1.74245,1.61242
2018-05-23,1.46348,1.62471,1.64237,1.39204
2018-05-24,1.52983,1.46255,1.54674,1.37976
2018-05-25,1.48588,1.53228,1.57925,1.44353
2018-05-26,1.47382,1.48598,1.54058,1.45638
2018-05-27,1.45782,1.47218,1.47502,1.41352
2018-05-28,1.348,1.45747,1.47081,1.34003
2018-05-29,1.58527,1.34634,1.65337,1.33072
2018-05-30,1.56819,1.58526,1.64221,1.51011
2018-05-31,1.75246,1.56669,1.81394,1.55377
2018-06-01,1.91822,1.75307,1.94072,1.71451
2018-06-02,1.89105,1.91976,1.9448,1.85027
2018-06-03,1.80645,1.88971,2.00676,1.77241
2018-06-04,1.71624,1.80825,1.84691,1.69056
2018-06-05,1.74738,1.71821,1.77847,1.66108
2018-06-06,1.69806,1.74846,1.75972,1.6371
2018-06-07,1.69689,1.698,1.74441,1.67725
2018-06-08,1.70644,1.69646,1.72602,1.66525
2018-06-09,1.62062,1.70461,1.74159,1.6154
2018-06-10,1.36499,1.62034,1.62034,1.30629
2018-06-11,1.43949,1.36422,1.45055,1.31647
2018-06-12,1.25048,1.44014,1.44188,1.21675
2018-06-13,1.20076,1.25073,1.28572,1.13137
2018-06-14,1.2721,1.20098,1.31693,1.17118
2018-06-15,1.17888,1.27296,1.29461,1.15865
2018-06-16,1.19362,1.18004,1.2241,1.15667
2018-06-17,1.15702,1.19378,1.21046,1.15702
2018-06-18,1.17909,1.15649,1.20892,1.0825
2018-06-19,1.17386,1.17918,1.24962,1.15892
2018-06-20,1.16171,1.17385,1.17692,1.11074
2018-06-21,1.15593,1.16107,1.17721,1.13894
2018-06-22,0.97704,1.15675,1.17077,0.93334
2018-06-23,1.03829,0.97685,1.06937,0.96124
2018-06-24,0.97519,1.03648,1.04193,0.88816
2018-06-25,1.01672,0.97514,1.0524,0.95747
2018-06-26,0.93944,1.01698,1.02458,0.93148
2018-06-27,0.98673,0.93848,1.00607,0.92465
2018-06-28,0.91605,0.98675,0.99795,0.90347
2018-06-29,0.96101,0.91717,0.97567,0.89355
2018-06-30,1.01006,0.96085,1.03058,0.96024
2018-07-01,1.0699,1.00933,1.08314,0.98815
2018-07-02,1.13604,1.07065,1.07065,1.03317
2018-07-03,1.14082,1.16858,1.2279,1.1241
2018-07-04,1.21018,1.14075,1.24139,1.09822
2018-07-05,1.1521,1.21018,1.2115,1.10948
2018-07-06,1.05496,1.1521,1.15798,1.0253
2018-07-07,1.10058,1.05496,1.10266,1.02994
2018-07-08,1.08116,1.10061,1.13267,1.06932
2018-07-09,1.0364,1.08103,1.08924,1.03211
2018-07-10,0.95519,1.0364,1.03746,0.94847
2018-07-11,0.99841,0.9553,1.00056,0.94643
2018-07-12,0.96428,0.99841,0.99996,0.93067
2018-07-13,0.9617,0.96428,0.99533,0.95396
2018-07-14,0.97002,0.9617,0.98228,0.95048
2018-07-15,0.99849,0.97002,1.01587,0.96637
2018-07-16,1.08229,0.99849,1.0913,0.98603
2018-07-17,1.13045,1.08229,1.15707,1.05072
2018-07-18,1.089,1.13032,1.1725,1.06936
2018-07-19,1.04256,1.089,1.09228,1.0322
2018-07-20,0.96183,1.04256,1.04324,0.94795
2018-07-21,1.00242,0.96183,1.02065,0.94372
2018-07-22,0.9783,1.00242,1.01248,0.96888
2018-07-23,0.93697,0.9783,1.01222,0.93035
2018-07-24,0.98527,0.93697,0.99831,0.91701
2018-07-25,0.98714,0.98527,1.01569,0.96559
2018-07-26,1.01318,0.98714,1.06188,0.98672
2018-07-27,1.01279,1.01371,1.03642,0.97239
2018-07-28,1.02759,1.01279,1.03327,0.99821
2018-07-29,1.01244,1.02745,1.03692,1.00573
2018-07-30,0.977,1.01244,1.01314,0.94826
2018-07-31,0.94404,0.977,0.98557,0.92842
2018-08-01,0.92485,0.94496,0.94717,0.90055
2018-08-02,0.88418,0.92485,0.93193,0.87805
2018-08-03,0.9597,0.88418,0.96698,0.7773
2018-08-04,0.8487,0.9597,0.97993,0.83545
2018-08-05,0.90984,0.8487,1.00107,0.8453
2018-08-06,0.78906,0.90992,0.92699,0.77088
2018-08-07,0.72137,0.78906,0.80578,0.68958
2018-08-08,0.61421,0.72121,0.72256,0.60014
2018-08-09,0.6376,0.61421,0.67296,0.59739
2018-08-10,0.57249,0.63775,0.64704,0.54783
2018-08-11,0.51962,0.57249,0.57433,0.50363
2018-08-12,0.54054,0.51962,0.55273,0.51587
2018-08-13,0.45712,0.54054,0.54879,0.4543
2018-08-14,0.44827,0.45712,0.46049,0.40487
2018-08-15,0.44394,0.44827,0.4952,0.43848
2018-08-16,0.46502,0.44394,0.47866,0.43574
2018-08-17,0.563,0.46503,0.56475,0.46318
2018-08-18,0.49649,0.563,0.57335,0.46465
2018-08-19,0.53777,0.49654,0.56335,0.47984
2018-08-20,0.49444,0.53801,0.54438,0.49116
2018-08-21,0.51882,0.49483,0.53486,0.49483
2018-08-22,0.47614,0.51882,0.55554,0.45958
2018-08-23,0.50489,0.47668,0.51073,0.47547
2018-08-24,0.51875,0.50489,0.52155,0.49055
2018-08-25,0.53778,0.51847,0.54422,0.51646
2018-08-26,0.55995,0.53778,0.56983,0.51578
2018-08-27,0.67254,0.55849,0.68483,0.55574
2018-08-28,0.76874,0.67252,0.79345,0.65462
2018-08-29,0.73485,0.76923,0.81169,0.71803
2018-08-30,0.71867,0.73485,0.73485,0.66563
2018-08-31,0.71125,0.71867,0.73991,0.69033
2018-09-01,0.74101,0.71069,0.75684,0.71065
2018-09-02,0.71531,0.7406,0.74381,0.70161
2018-09-03,0.69876,0.71531,0.72794,0.68724
2018-09-04,0.70261,0.69876,0.74162,0.69276
2018-09-05,0.57553,0.70261,0.71591,0.56577
2018-09-06,0.60084,0.57504,0.60351,0.53329
2018-09-07,0.56618,0.59989,0.61745,0.55069
2018-09-08,0.53092,0.56618,0.59081,0.52055
2018-09-09,0.55547,0.53092,0.5839,0.51517
2018-09-10,0.57022,0.55547,0.59901,0.55253
2018-09-11,0.54495,0.57044,0.58329,0.52676
2018-09-12,0.54828,0.54495,0.55466,0.5019
2018-09-13,0.57105,0.54828,0.59947,0.54825
2018-09-14,0.57024,0.57319,0.61296,0.55576
2018-09-15,0.57063,0.57021,0.5922,0.56178
2018-09-16,0.57747,0.57047,0.5837,0.55622
2018-09-17,0.5342,0.57747,0.58466,0.52386
2018-09-18,0.53442,0.53363,0.54707,0.50491
2018-09-19,0.53019,0.53442,0.54245,0.50312
2018-09-20,0.56512,0.53019,0.57909,0.52524
2018-09-21,0.62996,0.56512,0.63384,0.55522
2018-09-22,0.60776,0.62996,0.64634,0.57481
2018-09-23,0.6111,0.60776,0.63258,0.59628
2018-09-24,0.55768,0.61112,0.61537,0.54168
2018-09-25,0.56864,0.55772,0.56942,0.52706
2018-09-26,0.54823,0.56919,0.57393,0.54377
2018-09-27,0.58532,0.54823,0.5987,0.53385
2018-09-28,0.5717,0.58537,0.59254,0.55666
2018-09-29,0.56505,0.57133,0.57357,0.55275
2018-09-30,0.56764,0.56505,0.57456,0.55764
2018-10-01,0.56224,0.56764,0.57964,0.54309
2018-10-02,0.56089,0.56176,0.57056,0.55332
2018-10-03,0.55377,0.56088,0.56098,0.54327
2018-10-04,0.55733,0.55377,0.57599,0.55377
2018-10-05,0.57741,0.55733,0.58201,0.55287
2018-10-06,0.5659,0.57741,0.57995,0.56077
2018-10-07,0.57531,0.5659,0.57692,0.55989
2018-10-08,0.60347,0.57531,0.60856,0.57275
2018-10-09,0.5922,0.60347,0.60866,0.5845
2018-10-10,0.58775,0.59221,0.59244,0.56875
2018-10-11,0.48148,0.58776,0.58888,0.47807
2018-10-12,0.48908,0.48089,0.51031,0.47615
2018-10-13,0.48961,0.48908,0.50435,0.48809
2018-10-14,0.48685,0.48961,0.50371,0.48416
2018-10-15,0.51331,0.48685,0.5535,0.47803
2018-10-16,0.51461,0.51381,0.52015,0.50667
2018-10-17,0.52394,0.51461,0.53015,0.50833
2018-10-18,0.50238,0.52394,0.53702,0.49674
2018-10-19,0.49314,0.50238,0.50586,0.4912
2018-10-20,0.50246,0.49314,0.51148,0.49281
2018-10-21,0.49855,0.50191,0.51201,0.49523
2018-10-22,0.49872,0.49855,0.50488,0.49041
2018-10-23,0.49861,0.49872,0.50289,0.48994
2018-10-24,0.49666,0.49861,0.50329,0.4956
2018-10-25,0.49786,0.49666,0.5043,0.49208
2018-10-26,0.4943,0.49786,0.50072,0.49218
2018-10-27,0.47934,0.4943,0.49599,0.47638
2018-10-28,0.48198,0.47934,0.48298,0.47632
2018-10-29,0.44926,0.48198,0.48311,0.44727
2018-10-30,0.4517,0.44926,0.46125,0.44886
2018-10-31,0.46789,0.45156,0.47026,0.44106
2018-11-01,0.47634,0.46789,0.48046,0.46397
2018-11-02,0.48621,0.47634,0.492,0.47272
2018-11-03,0.47854,0.4862,0.48656,0.47357
2018-11-04,0.50069,0.47849,0.51266,0.47198
2018-11-05,0.5061,0.50069,0.50647,0.49428
2018-11-06,0.51737,0.5061,0.51869,0.50093
2018-11-07,0.50536,0.51737,0.52331,0.49816
2018-11-08,0.4843,0.50536,0.50721,0.48016
2018-11-09,0.47852,0.4843,0.49347,0.47332
2018-11-10,0.48553,0.47852,0.49697,0.47402
2018-11-11,0.48466,0.48553,0.48761,0.47709
2018-11-12,0.49883,0.48465,0.50557,0.48401
2018-11-13,0.49982,0.49883,0.50562,0.4932
2018-11-14,0.43926,0.49982,0.50237,0.36843
2018-11-15,0.42737,0.43926,0.444,0.39422
2018-11-16,0.41414,0.42737,0.42912,0.4076
2018-11-17,0.41127,0.41414,0.41987,0.40521
2018-11-18,0.41124,0.41127,0.41975,0.40978
2018-11-19,0.35518,0.41124,0.41199,0.34664
2018-11-20,0.30547,0.35518,0.36604,0.282
2018-11-21,0.33224,0.30544,0.33566,0.29834
2018-11-22,0.30616,0.33224,0.33878,0.30616
2018-11-23,0.32127,0.30616,0.32446,0.29495
2018-11-24,0.28319,0.32127,0.3294,0.26425
