TIMESTAMP,MAGASHIB_OPEN_PRICE_USD,MAGASHIB_HIGH_PRICE_USD,MAGASHIB_LOW_PRICE_USD,MAGASHIB_CLOSE_PRICE_USD,MAGASHIB_VOLUME_USD,MAGASHIB_DIVIDENDS_USD,MAGASHIB_STOCK_SPLITS_USD
2025-02-20 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,366,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,67,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,41,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,479,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,81,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,77,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,110,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,134,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,58,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,109,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,90,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,68,0.0,0.0
2025-03-11 00:00:00+00:00,,,,0.0,61,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,123,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,225,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,138,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,58,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,118,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,40,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,41,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,39,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,72,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,53,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,1069,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,276,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,194,0.0,0.0
2025-06-01 00:00:00+00:00,1.3143120489514382e-12,1.3173509592206978e-12,1.270799980003512e-12,1.3047527468168507e-12,47,0.0,0.0
