TIMESTAMP,LTC_OPENING_PRICE_USD,LTC_HIGH_PRICE_USD,LTC_LOW_PRICE_USD,LTC_CLOSE_PRICE_USD
2017-12-18,311.23,360.96,277.0,352.0
2017-12-19,352.0,366.96,303.01,338.48
2017-12-20,336.05,357.0,260.0,302.7
2017-12-21,303.8,325.16,267.01,302.0
2017-12-22,303.0,315.0,177.58,250.99
2017-12-23,250.99,301.52,214.91,253.44
2017-12-24,253.44,277.0,220.03,262.9
2017-12-25,262.9,277.5,251.4,261.2
2017-12-26,261.17,282.82,258.0,277.98
2017-12-27,277.98,284.34,245.29,262.59
2017-12-28,262.61,266.7,222.03,244.68
2017-12-29,244.68,261.0,233.97,238.27
2017-12-30,238.27,244.0,193.2,206.03
2017-12-31,206.11,234.37,202.98,223.69
2018-01-01,223.69,231.19,212.74,222.61
2018-01-02,222.62,256.49,222.62,247.33
2018-01-03,247.33,253.4,233.56,238.77
2018-01-04,238.89,240.0,219.38,233.0
2018-01-05,233.04,250.99,230.0,240.54
2018-01-06,240.95,315.0,238.73,275.28
2018-01-07,276.24,287.0,262.0,269.01
2018-01-08,269.01,271.82,212.74,252.65
2018-01-09,252.49,257.64,228.24,244.48
2018-01-10,244.56,248.99,225.05,247.63
2018-01-11,247.63,252.27,195.03,223.77
2018-01-12,223.76,240.45,213.01,233.11
2018-01-13,233.11,263.99,232.54,257.98
2018-01-14,257.98,271.64,222.0,234.12
2018-01-15,234.26,242.31,227.6,229.5
2018-01-16,229.5,242.0,135.67,179.28
2018-01-17,179.28,198.89,136.2,182.44
2018-01-18,183.45,202.19,170.5,186.14
2018-01-19,186.21,199.0,176.04,191.42
2018-01-20,191.44,215.0,190.67,210.4
2018-01-21,210.05,210.69,180.0,190.16
2018-01-22,190.52,195.0,163.44,178.0
2018-01-23,178.0,186.42,163.02,176.98
2018-01-24,176.94,186.3,171.58,180.89
2018-01-25,180.83,186.0,175.58,179.59
2018-01-26,179.0,183.06,165.0,177.09
2018-01-27,175.73,184.0,173.0,182.1
2018-01-28,182.11,198.0,181.7,196.74
2018-01-29,196.74,197.19,180.01,181.5
2018-01-30,181.51,181.96,160.59,168.21
2018-01-31,168.1,169.31,157.5,165.19
2018-02-01,164.83,167.2,132.0,143.69
2018-02-02,144.04,147.0,108.52,131.68
2018-02-03,131.99,166.99,120.06,160.3
2018-02-04,160.86,174.75,138.0,147.09
2018-02-05,147.29,153.96,116.6,125.17
2018-02-06,125.17,147.0,106.5,141.0
2018-02-07,140.96,157.0,130.01,137.21
2018-02-08,137.97,143.5,137.2,142.37
2018-02-09,142.37,164.4,142.37,163.73
2018-02-10,163.74,169.0,146.01,154.65
2018-02-11,154.62,156.1,139.0,148.28
2018-02-12,148.28,163.75,146.04,161.49
2018-02-13,161.55,162.95,152.0,159.63
2018-02-14,159.45,218.6,158.94,212.25
2018-02-15,212.25,236.66,206.5,220.64
2018-02-16,220.64,235.58,208.56,228.08
2018-02-17,228.0,232.2,222.78,228.0
2018-02-18,228.08,231.39,210.1,213.66
2018-02-19,213.23,226.5,196.0,221.44
2018-02-20,221.44,254.8,221.0,228.51
2018-02-21,228.5,233.53,203.12,209.6
2018-02-22,209.6,222.0,188.0,192.61
2018-02-23,192.69,216.28,182.0,206.4
2018-02-24,206.38,219.0,192.3,206.5
2018-02-25,206.69,223.17,198.94,217.78
2018-02-26,218.16,232.3,214.43,218.5
2018-02-27,218.25,224.36,211.8,214.6
2018-02-28,214.94,223.71,201.5,201.86
2018-03-01,201.86,215.0,200.2,209.17
2018-03-02,209.14,214.47,203.43,212.8
2018-03-03,212.8,218.39,208.0,210.04
2018-03-04,210.0,215.34,204.5,213.19
2018-03-05,213.19,217.0,208.17,210.14
2018-03-06,210.03,210.49,191.31,196.24
2018-03-07,196.2,199.28,173.08,185.25
2018-03-08,185.33,187.5,173.69,175.24
2018-03-09,175.06,190.0,157.68,185.79
2018-03-10,185.88,194.99,174.48,176.74
2018-03-11,176.85,194.0,169.85,188.16
2018-03-12,188.16,192.88,173.58,177.8
2018-03-13,177.8,182.9,170.51,175.01
2018-03-14,175.38,177.52,156.5,160.15
2018-03-15,160.0,167.7,149.55,164.0
2018-03-16,164.0,171.6,157.5,164.1
2018-03-17,164.12,165.96,150.2,151.75
2018-03-18,151.7,158.0,136.86,153.5
2018-03-19,153.59,163.88,150.66,161.2
2018-03-20,161.18,174.0,155.41,168.24
2018-03-21,168.5,175.88,165.22,168.54
2018-03-22,168.43,172.64,159.51,163.65
2018-03-23,163.65,169.5,156.13,168.66
2018-03-24,168.97,169.74,157.73,158.92
2018-03-25,158.81,162.89,156.75,160.01
2018-03-26,160.0,161.06,141.56,147.83
2018-03-27,147.71,149.34,134.4,135.0
2018-03-28,135.0,139.75,130.1,131.22
2018-03-29,131.31,132.6,112.51,114.7
2018-03-30,114.55,126.45,109.77,118.35
2018-03-31,118.1,124.28,115.26,116.05
2018-04-01,116.05,118.38,109.03,114.74
2018-04-02,114.97,121.71,113.54,119.05
2018-04-03,119.03,137.25,118.0,134.04
2018-04-04,133.82,134.77,115.2,118.07
2018-04-05,118.01,122.5,113.63,118.26
2018-04-06,118.41,120.15,111.31,112.79
2018-04-07,112.7,119.72,112.19,115.8
2018-04-08,115.8,118.49,115.34,117.55
2018-04-09,117.8,122.99,112.48,114.79
2018-04-10,114.62,115.26,111.25,114.25
2018-04-11,114.25,119.59,112.92,118.4
2018-04-12,118.4,130.9,112.92,129.67
2018-04-13,129.62,133.98,123.55,125.1
2018-04-14,125.28,129.71,124.0,126.4
2018-04-15,126.4,132.99,126.4,132.45
2018-04-16,132.45,133.49,124.88,128.96
2018-04-17,128.76,140.5,128.73,132.09
2018-04-18,132.1,141.43,131.5,140.36
2018-04-19,140.36,147.48,138.51,146.71
2018-04-20,146.5,156.49,142.62,155.71
2018-04-21,155.5,156.94,139.8,148.4
2018-04-22,148.38,153.14,144.26,146.38
2018-04-23,146.38,153.67,145.8,152.56
2018-04-24,152.57,166.29,152.44,164.78
2018-04-25,164.23,164.79,141.85,144.75
2018-04-26,144.74,154.84,142.0,153.19
2018-04-27,153.19,153.8,144.44,144.9
2018-04-28,145.66,153.74,144.49,152.1
2018-04-29,151.89,156.87,148.0,153.5
2018-04-30,153.51,154.9,147.0,148.37
2018-05-01,148.36,148.89,142.44,148.29
2018-05-02,148.28,153.76,146.21,151.58
2018-05-03,151.58,165.04,150.0,161.38
2018-05-04,161.17,172.1,157.1,169.44
2018-05-05,169.2,184.67,168.13,179.04
2018-05-06,178.86,184.98,164.8,172.32
2018-05-07,172.1,172.81,157.3,164.59
2018-05-08,164.52,168.66,155.05,158.89
2018-05-09,159.0,160.32,150.0,156.72
2018-05-10,156.75,160.9,147.22,148.16
2018-05-11,148.11,148.5,132.97,136.32
2018-05-12,136.32,144.47,130.32,141.57
2018-05-13,141.43,146.89,136.1,144.24
2018-05-14,144.19,152.95,134.19,147.42
2018-05-15,147.1,149.67,136.91,139.35
2018-05-16,139.34,140.86,133.5,138.92
2018-05-17,138.91,141.5,131.0,132.31
2018-05-18,132.07,137.49,128.0,135.95
2018-05-19,135.95,137.77,132.6,134.95
2018-05-20,134.89,141.0,132.5,139.64
2018-05-21,139.63,140.25,133.43,134.25
2018-05-22,134.25,136.25,127.31,127.89
2018-05-23,127.9,129.35,115.83,118.37
2018-05-24,118.29,124.85,114.7,122.58
2018-05-25,122.65,124.58,116.63,118.87
2018-05-26,118.78,122.46,117.18,118.45
2018-05-27,118.35,119.0,116.58,117.71
2018-05-28,117.72,118.97,110.0,110.82
2018-05-29,110.66,122.71,109.41,119.28
2018-05-30,119.52,122.73,114.69,117.18
2018-05-31,117.18,121.01,116.04,118.25
2018-06-01,118.25,120.4,116.62,120.19
2018-06-02,120.19,124.5,118.66,123.44
2018-06-03,123.44,127.98,122.23,125.33
2018-06-04,125.07,127.01,118.0,119.77
2018-06-05,119.77,122.6,115.77,122.18
2018-06-06,122.2,122.94,118.0,121.61
2018-06-07,121.63,123.84,119.4,121.54
2018-06-08,121.56,122.18,118.04,119.68
2018-06-09,119.9,120.93,116.7,117.4
2018-06-10,117.25,117.47,102.75,106.48
2018-06-11,106.5,108.42,102.7,107.2
2018-06-12,107.2,107.86,94.05,99.68
2018-06-13,99.68,100.45,86.71,93.37
2018-06-14,93.4,102.87,91.65,100.88
2018-06-15,100.89,100.98,94.49,95.5
2018-06-16,95.5,97.58,92.68,96.66
2018-06-17,96.65,98.2,94.51,94.95
2018-06-18,94.95,99.88,92.89,98.7
2018-06-19,98.79,120.0,96.91,98.67
2018-06-20,98.67,99.13,95.21,97.72
2018-06-21,97.72,99.3,96.0,96.72
2018-06-22,96.74,96.87,80.02,84.8
2018-06-23,84.75,86.77,81.31,82.73
2018-06-24,82.76,83.63,73.22,80.37
2018-06-25,80.46,84.38,78.55,81.48
2018-06-26,81.48,81.99,75.0,75.54
2018-06-27,75.63,81.75,74.87,80.6
2018-06-28,80.71,81.43,73.89,74.05
2018-06-29,74.24,80.79,72.15,78.94
2018-06-30,78.94,84.59,78.84,81.33
2018-07-01,81.34,81.83,77.73,79.95
2018-07-02,79.96,87.06,78.11,85.36
2018-07-03,85.36,90.0,83.64,85.09
2018-07-04,84.87,89.01,83.98,85.28
2018-07-05,85.23,87.11,81.77,83.33
2018-07-06,83.26,84.23,80.67,83.1
2018-07-07,83.1,85.35,79.4,84.79
2018-07-08,84.88,85.7,81.81,82.22
2018-07-09,82.26,83.12,79.8,80.46
2018-07-10,80.58,80.62,74.25,75.81
2018-07-11,75.79,80.98,75.31,78.18
2018-07-12,78.18,78.25,74.0,76.79
2018-07-13,76.82,78.6,74.96,76.53
2018-07-14,76.52,77.5,75.37,76.18
2018-07-15,76.19,79.5,75.1,78.54
2018-07-16,78.54,84.28,77.6,83.49
2018-07-17,83.65,90.0,81.3,89.06
2018-07-18,88.99,94.41,84.2,86.21
2018-07-19,86.26,89.0,84.8,86.0
2018-07-20,86.1,86.69,80.72,81.87
2018-07-21,81.84,84.93,79.5,83.44
2018-07-22,83.42,84.2,81.78,82.21
2018-07-23,82.2,85.96,81.1,81.38
2018-07-24,81.43,89.79,80.79,89.12
2018-07-25,89.02,90.75,84.81,86.38
2018-07-26,86.38,87.9,82.75,83.37
2018-07-27,83.51,85.12,81.37,84.39
2018-07-28,84.39,84.7,82.26,84.07
2018-07-29,84.1,85.38,83.22,83.85
2018-07-30,83.89,84.62,79.76,82.18
2018-07-31,82.16,82.63,76.02,78.69
2018-08-01,78.91,79.06,75.78,77.53
2018-08-02,77.62,78.46,75.33,76.11
2018-08-03,76.16,77.84,74.66,77.7
2018-08-04,77.63,78.15,72.1,73.13
2018-08-05,73.06,74.73,72.23,74.61
2018-08-06,74.6,76.7,72.35,73.62
2018-08-07,73.67,75.24,66.58,67.35
2018-08-08,67.32,67.49,60.8,62.13
2018-08-09,62.13,64.94,60.0,62.89
2018-08-10,62.84,63.14,58.12,59.16
2018-08-11,59.16,59.98,55.0,57.6
2018-08-12,57.73,61.55,57.02,59.32
2018-08-13,59.21,60.61,55.52,56.44
2018-08-14,56.5,56.5,49.2,54.24
2018-08-15,54.26,59.2,53.7,54.32
2018-08-16,54.32,57.58,54.06,55.29
2018-08-17,55.32,61.89,54.99,61.75
2018-08-18,61.79,62.31,55.12,57.04
2018-08-19,57.04,58.98,56.1,57.67
2018-08-20,57.79,58.5,53.18,53.39
2018-08-21,53.39,56.82,53.21,56.42
2018-08-22,56.43,59.75,53.82,55.14
2018-08-23,55.15,57.89,54.8,57.29
2018-08-24,57.3,58.36,55.5,57.82
2018-08-25,57.88,58.38,56.93,57.89
2018-08-26,57.88,58.08,55.74,56.99
2018-08-27,57.05,61.17,56.52,60.61
2018-08-28,60.69,63.74,59.65,63.13
2018-08-29,63.12,63.4,60.14,61.41
2018-08-30,61.52,61.65,58.55,60.23
2018-08-31,60.13,62.75,59.55,62.04
2018-09-01,62.04,67.93,61.97,66.49
2018-09-02,66.45,67.3,64.15,66.21
2018-09-03,66.21,66.55,64.21,65.44
2018-09-04,65.5,69.45,65.36,67.6
2018-09-05,67.63,68.36,57.61,57.82
2018-09-06,57.71,57.89,53.96,57.61
2018-09-07,57.61,58.53,55.0,55.66
2018-09-08,55.63,57.22,51.87,53.07
2018-09-09,53.09,56.72,52.2,54.74
2018-09-10,54.79,56.59,53.03,54.34
2018-09-11,54.34,54.75,49.74,52.04
2018-09-12,52.01,52.14,47.21,51.69
2018-09-13,51.69,55.49,51.66,54.44
2018-09-14,54.49,59.0,52.83,56.24
2018-09-15,56.21,58.73,55.61,56.22
2018-09-16,56.22,57.55,54.35,56.75
2018-09-17,56.75,57.85,51.37,52.07
2018-09-18,52.06,55.52,50.41,53.96
2018-09-19,53.93,55.28,51.62,54.27
2018-09-20,54.33,57.42,53.28,56.53
2018-09-21,56.52,62.73,56.33,60.83
2018-09-22,60.82,61.9,58.0,60.65
2018-09-23,60.58,63.82,59.86,61.38
2018-09-24,61.36,61.56,57.02,58.01
2018-09-25,58.03,58.16,54.25,57.61
2018-09-26,57.57,59.85,56.4,57.18
2018-09-27,57.25,65.67,56.58,63.28
2018-09-28,63.25,65.0,60.14,61.95
2018-09-29,61.95,62.34,58.95,61.61
2018-09-30,61.61,63.0,59.81,61.21
2018-10-01,61.19,62.09,59.51,60.45
2018-10-02,60.47,61.8,59.02,59.46
2018-10-03,59.42,59.66,56.67,57.56
2018-10-04,57.6,59.4,57.39,58.42
2018-10-05,58.43,59.85,57.65,58.93
2018-10-06,58.88,59.17,56.92,57.96
2018-10-07,57.98,58.64,56.88,58.33
2018-10-08,58.32,60.26,57.63,59.66
2018-10-09,59.65,59.84,58.29,59.03
2018-10-10,59.02,59.18,57.37,58.46
2018-10-11,58.43,58.66,50.62,51.36
2018-10-12,51.31,54.26,50.87,53.74
2018-10-13,53.7,54.88,53.2,54.05
2018-10-14,54.06,54.44,52.11,52.61
2018-10-15,52.61,61.86,52.17,56.16
2018-10-16,56.15,57.34,54.71,55.54
2018-10-17,55.54,55.72,54.32,55.27
2018-10-18,55.31,55.85,53.0,53.53
2018-10-19,53.53,54.74,53.31,53.71
2018-10-20,53.68,54.65,53.28,54.28
2018-10-21,54.27,54.9,53.44,53.61
2018-10-22,53.62,54.16,52.67,53.12
2018-10-23,53.12,53.97,52.53,53.33
2018-10-24,53.34,53.92,53.0,53.11
2018-10-25,53.12,53.27,52.52,52.84
2018-10-26,52.81,53.55,52.23,52.56
2018-10-27,52.6,53.08,51.72,52.25
2018-10-28,52.25,52.66,51.7,52.07
2018-10-29,52.1,52.26,48.17,49.21
2018-10-30,49.16,49.96,49.02,49.34
2018-10-31,49.35,50.71,47.71,49.93
2018-11-01,49.94,50.85,49.78,50.61
2018-11-02,50.63,52.2,50.56,51.78
2018-11-03,51.78,51.81,50.6,51.04
2018-11-04,51.09,56.33,50.77,54.6
2018-11-05,54.6,55.15,53.01,53.91
2018-11-06,53.93,56.88,53.87,56.48
2018-11-07,56.44,56.92,53.52,54.47
2018-11-08,54.49,55.12,52.42,52.72
2018-11-09,52.7,53.15,51.62,52.25
2018-11-10,52.28,53.08,51.97,52.48
2018-11-11,52.47,52.57,49.79,51.46
2018-11-12,51.5,52.04,50.59,51.26
2018-11-13,51.26,51.66,49.6,50.43
2018-11-14,50.41,51.08,42.0,45.05
2018-11-15,45.05,45.8,40.4,44.78
2018-11-16,44.78,44.95,42.38,42.89
2018-11-17,42.89,42.94,41.92,42.43
2018-11-18,42.46,43.84,42.11,42.61
2018-11-19,42.63,42.65,35.94,37.07
2018-11-20,37.11,38.8,31.47,33.8
2018-11-21,33.71,35.38,32.17,35.15
2018-11-22,35.17,35.68,31.84,32.11
2018-11-23,32.09,33.81,31.1,32.74
2018-11-24,32.74,34.3,29.07,29.73
2018-11-25,29.72,32.93,27.7,31.49
2018-11-26,31.51,32.88,28.66,30.18
2018-11-27,30.18,32.16,29.05,31.61
2018-11-28,31.62,36.51,31.39,34.74
2018-11-29,34.74,36.0,33.08,33.88
2018-11-30,33.9,34.53,31.07,32.21
2018-12-01,32.19,35.1,31.38,34.17
2018-12-02,34.11,35.24,33.21,33.82
2018-12-03,33.81,33.97,30.08,30.9
2018-12-04,30.92,32.25,29.87,31.13
2018-12-05,31.14,31.4,29.15,29.27
2018-12-06,29.28,30.49,26.25,26.78
2018-12-07,26.74,26.94,22.32,24.91
2018-12-08,24.88,26.63,22.89,24.22
2018-12-09,24.23,26.75,24.2,25.37
2018-12-10,25.37,25.82,23.67,24.14
2018-12-11,24.15,24.63,22.94,23.41
2018-12-12,23.4,24.98,23.2,24.13
2018-12-13,24.13,24.29,22.91,23.08
2018-12-14,23.06,23.76,22.5,23.34
2018-12-15,23.33,24.06,23.09,23.6
2018-12-16,23.59,26.96,23.48,25.52
2018-12-17,25.51,30.3,25.43,28.95
2018-12-18,28.97,30.15,27.39,29.89
2018-12-19,29.89,31.55,28.51,28.83
2018-12-20,28.83,32.76,28.52,32.18
2018-12-21,32.18,32.87,29.55,30.29
2018-12-22,30.29,31.49,29.7,31.33
2018-12-23,31.29,33.84,31.09,32.97
2018-12-24,32.98,36.12,32.17,32.68
2018-12-25,32.69,32.93,29.19,30.5
2018-12-26,30.5,31.68,28.79,30.3
2018-12-27,30.27,30.89,27.17,27.55
2018-12-28,27.55,33.08,27.39,31.8
2018-12-29,31.78,32.81,29.91,30.28
2018-12-30,30.28,32.0,29.68,31.38
2018-12-31,31.38,31.43,29.42,29.9
2019-01-01,29.92,31.8,29.56,31.48
2019-01-02,31.47,33.29,31.07,32.67
2019-01-03,32.68,32.8,30.62,31.39
2019-01-04,31.41,32.53,30.78,31.76
2019-01-05,31.76,35.95,31.76,34.33
2019-01-06,34.33,39.71,33.89,38.3
2019-01-07,38.29,39.04,36.53,37.35
2019-01-08,37.35,40.8,36.91,38.7
2019-01-09,38.7,39.72,38.0,38.17
2019-01-10,38.17,38.77,31.0,32.81
2019-01-11,32.81,33.22,29.68,31.49
2019-01-12,31.48,32.13,31.07,31.65
2019-01-13,31.65,32.63,29.12,29.59
2019-01-14,29.6,32.5,29.38,31.71
2019-01-15,31.72,32.27,29.95,30.75
2019-01-16,30.74,31.93,30.47,31.29
2019-01-17,31.29,31.55,29.8,31.4
2019-01-18,31.38,31.53,30.31,30.77
2019-01-19,30.78,32.92,30.77,32.0
2019-01-20,31.94,33.2,28.45,30.64
2019-01-21,30.63,31.22,30.34,30.82
2019-01-22,30.82,32.0,29.48,31.41
2019-01-23,31.4,32.18,31.24,31.69
