TIMESTAMP,XMR_GOOGLE_TRENDS_FULL_NAME_PER_BIC
2017-10-17,0.445
2017-10-18,0.451
2017-10-19,0.409
2017-10-20,0.417
2017-10-21,0.459
2017-10-22,0.445
2017-10-23,0.431
2017-10-24,0.445
2017-10-25,0.445
2017-10-26,0.431
2017-10-27,0.417
2017-10-28,0.417
2017-10-29,0.417
2017-10-30,0.417
2017-10-31,0.445
2017-11-01,0.472
2017-11-02,0.522
2017-11-03,0.564
2017-11-04,0.53
2017-11-05,0.547
2017-11-06,0.876
2017-11-07,0.926
2017-11-08,0.91
2017-11-09,0.96
2017-11-10,0.742
2017-11-11,0.91
2017-11-12,0.893
2017-11-13,0.943
2017-11-14,0.91
2017-11-15,0.58
2017-11-16,0.589
2017-11-17,0.614
2017-11-18,0.522
2017-11-19,0.606
2017-11-20,0.91
2017-11-21,0.725
2017-11-22,1.052
2017-11-23,1.027
2017-11-24,0.926
2017-11-25,0.91
2017-11-26,0.96
2017-11-27,1.002
2017-11-28,1.432
2017-11-29,1.523
2017-11-30,1.482
2017-12-01,1.136
2017-12-02,1.199
2017-12-03,1.308
2017-12-04,1.345
2017-12-05,2.27
2017-12-06,3.19
2017-12-07,2.727
2017-12-08,2.219
2017-12-09,2.012
2017-12-10,1.866
2017-12-11,1.883
2017-12-12,2.283
2017-12-13,2.304
2017-12-14,2.304
2017-12-15,2.098
2017-12-16,2.104
2017-12-17,2.157
2017-12-18,2.255
2017-12-19,2.694
2017-12-20,2.833
2017-12-21,2.686
2017-12-22,2.264
2017-12-23,1.938
2017-12-24,1.678
2017-12-25,1.605
2017-12-26,1.791
2017-12-27,1.818
2017-12-28,1.588
2017-12-29,1.802
2017-12-30,1.398
2017-12-31,1.404
2018-01-01,0.862
2018-01-02,1.363
2018-01-03,1.606
2018-01-04,1.137
2018-01-05,1.077
2018-01-06,1.093
2018-01-07,1.109
2018-01-08,1.07
2018-01-09,1.082
2018-01-10,1.042
2018-01-11,0.839
2018-01-12,0.839
2018-01-13,0.811
2018-01-14,0.811
2018-01-15,0.811
2018-01-16,0.878
2018-01-17,0.8
2018-01-18,0.687
2018-01-19,0.692
2018-01-20,0.687
2018-01-21,0.58
2018-01-22,0.687
2018-01-23,0.568
2018-01-24,0.557
2018-01-25,0.529
2018-01-26,0.525
2018-01-27,0.552
2018-01-28,0.608
2018-01-29,0.525
2018-01-30,0.58
2018-01-31,0.541
2018-02-01,0.643
2018-02-02,0.682
2018-02-03,0.676
2018-02-04,0.676
2018-02-05,0.649
2018-02-06,0.629
2018-02-07,0.616
2018-02-08,0.487
2018-02-09,0.399
2018-02-10,0.385
2018-02-11,0.405
2018-02-12,0.385
2018-02-13,0.616
2018-02-14,0.602
2018-02-15,0.602
2018-02-16,0.391
2018-02-17,0.588
2018-02-18,0.663
2018-02-19,0.405
2018-02-20,0.405
2018-02-21,0.588
2018-02-22,0.405
2018-02-23,0.385
2018-02-24,0.352
2018-02-25,0.338
2018-02-26,0.352
2018-02-27,0.5
2018-02-28,0.358
2018-03-01,0.325
2018-03-02,0.552
2018-03-03,0.574
2018-03-04,0.4
2018-03-05,0.525
2018-03-06,0.335
2018-03-07,0.379
2018-03-08,0.411
2018-03-09,0.328
2018-03-10,0.35
2018-03-11,0.342
2018-03-12,0.357
2018-03-13,0.341
2018-03-14,0.352
2018-03-15,0.35
2018-03-16,0.328
2018-03-17,0.339
2018-03-18,0.321
2018-03-19,0.314
2018-03-20,0.287
2018-03-21,0.312
2018-03-22,0.305
2018-03-23,0.272
2018-03-24,0.266
2018-03-25,0.287
2018-03-26,0.311
2018-03-27,0.284
2018-03-28,0.277
2018-03-29,0.276
2018-03-30,0.288
2018-03-31,0.257
2018-04-01,0.165
2018-04-02,0.131
2018-04-03,0.16
2018-04-04,0.184
2018-04-05,0.194
2018-04-06,0.324
2018-04-07,0.316
2018-04-08,0.362
2018-04-09,0.38
2018-04-10,0.236
2018-04-11,0.201
2018-04-12,0.179
2018-04-13,0.198
2018-04-14,0.15
2018-04-15,0.154
2018-04-16,0.171
2018-04-17,0.18
2018-04-18,0.195
2018-04-19,0.203
2018-04-20,0.21
2018-04-21,0.163
2018-04-22,0.188
2018-04-23,0.182
2018-04-24,0.203
2018-04-25,0.14
2018-04-26,0.186
2018-04-27,0.196
2018-04-28,0.22
2018-04-29,0.186
2018-04-30,0.226
2018-05-01,0.232
2018-05-02,0.162
2018-05-03,0.214
2018-05-04,0.219
2018-05-05,0.206
2018-05-06,0.204
2018-05-07,0.228
2018-05-08,0.194
2018-05-09,0.162
2018-05-10,0.186
2018-05-11,0.168
2018-05-12,0.15
2018-05-13,0.165
2018-05-14,0.179
2018-05-15,0.17
2018-05-16,0.157
2018-05-17,0.146
2018-05-18,0.14
2018-05-19,0.129
2018-05-20,0.152
2018-05-21,0.167
2018-05-22,0.157
2018-05-23,0.18
2018-05-24,0.135
2018-05-25,0.129
2018-05-26,0.118
2018-05-27,0.141
2018-05-28,0.118
2018-05-29,0.173
2018-05-30,0.141
2018-05-31,0.132
2018-06-01,0.132
2018-06-02,0.121
2018-06-03,0.137
2018-06-04,0.122
2018-06-05,0.156
2018-06-06,0.143
2018-06-07,0.142
2018-06-08,0.123
2018-06-09,0.126
2018-06-10,0.124
2018-06-11,0.119
2018-06-12,0.123
2018-06-13,0.163
2018-06-14,0.127
2018-06-15,0.0953
2018-06-16,0.112
2018-06-17,0.123
2018-06-18,0.119
2018-06-19,0.114
2018-06-20,0.104
2018-06-21,0.104
2018-06-22,0.104
2018-06-23,0.0988
2018-06-24,0.0988
2018-06-25,0.158
2018-06-26,0.104
2018-06-27,0.113
2018-06-28,0.104
2018-06-29,0.114
2018-06-30,0.0988
2018-07-01,0.105
2018-07-02,0.112
2018-07-03,0.128
2018-07-04,0.113
2018-07-05,0.113
2018-07-06,0.104
2018-07-07,0.105
2018-07-08,0.0994
2018-07-09,0.114
2018-07-10,0.104
2018-07-11,0.104
2018-07-12,0.113
2018-07-13,0.0903
2018-07-14,0.0909
2018-07-15,0.0909
2018-07-16,0.0994
2018-07-17,0.114
2018-07-18,0.118
2018-07-19,0.104
2018-07-20,0.105
2018-07-21,0.0897
2018-07-22,0.1
2018-07-23,0.122
2018-07-24,0.1
2018-07-25,0.104
2018-07-26,0.0953
2018-07-27,0.0994
2018-07-28,0.0915
2018-07-29,0.0915
2018-07-30,0.109
2018-07-31,0.109
2018-08-01,0.114
2018-08-02,0.0903
2018-08-03,0.0909
2018-08-04,0.0812
2018-08-05,0.1
2018-08-06,0.0903
2018-08-07,0.0994
2018-08-08,0.105
2018-08-09,0.0953
2018-08-10,0.0949
2018-08-11,0.113
2018-08-12,0.0949
2018-08-13,0.107
2018-08-14,0.107
2018-08-15,0.0988
2018-08-16,0.096
2018-08-17,0.101
2018-08-18,0.0869
2018-08-19,0.0944
2018-08-20,0.099
2018-08-21,0.151
2018-08-22,0.103
2018-08-23,0.0964
2018-08-24,0.0889
2018-08-25,0.0887
2018-08-26,0.101
2018-08-27,0.0913
2018-08-28,0.0964
2018-08-29,0.114
2018-08-30,0.0994
2018-08-31,0.237
2018-09-01,0.191
2018-09-02,0.183
2018-09-03,0.181
2018-09-04,0.191
2018-09-05,0.168
2018-09-06,0.16
2018-09-07,0.131
2018-09-08,0.138
2018-09-09,0.11
2018-09-10,0.119
2018-09-11,0.105
2018-09-12,0.114
2018-09-13,0.108
2018-09-14,0.108
2018-09-15,0.106
2018-09-16,0.0973
2018-09-17,0.112
2018-09-18,0.0923
2018-09-19,0.104
2018-09-20,0.115
2018-09-21,0.116
2018-09-22,0.116
2018-09-23,0.0903
2018-09-24,0.106
2018-09-25,0.0897
2018-09-26,0.11
2018-09-27,0.0999
2018-09-28,0.0982
2018-09-29,0.109
2018-09-30,0.0947
2018-10-01,0.115
2018-10-02,0.0978
2018-10-03,0.0886
2018-10-04,0.0952
2018-10-05,0.0868
2018-10-06,0.0977
2018-10-07,0.0959
2018-10-08,0.102
2018-10-09,0.0934
2018-10-10,0.0926
2018-10-11,0.086
2018-10-12,0.103
2018-10-13,0.0834
2018-10-14,0.0822
2018-10-15,0.0902
2018-10-16,0.12
2018-10-17,0.125
2018-10-18,0.197
2018-10-19,0.163
2018-10-20,0.145
2018-10-21,0.142
2018-10-22,0.146
2018-10-23,0.14
2018-10-24,0.0997
2018-10-25,0.122
2018-10-26,0.102
2018-10-27,0.0995
2018-10-28,0.0975
2018-10-29,0.0907
2018-10-30,0.112
2018-10-31,0.1
2018-11-01,0.0868
2018-11-02,0.0928
2018-11-03,0.0875
2018-11-04,0.0896
2018-11-05,0.0976
2018-11-06,0.0971
2018-11-07,0.0966
2018-11-08,0.0922
2018-11-09,0.0868
2018-11-10,0.0874
2018-11-11,0.0908
2018-11-12,0.0964
2018-11-13,0.0942
2018-11-14,0.0925
2018-11-15,0.0902
2018-11-16,0.088
2018-11-17,0.0902
2018-11-18,0.091
2018-11-19,0.0867
2018-11-20,0.102
2018-11-21,0.112
2018-11-22,0.0793
2018-11-23,0.0862
2018-11-24,0.0842
2018-11-25,0.0855
2018-11-26,0.0886
2018-11-27,0.0972
2018-11-28,0.09
2018-11-29,0.0872
2018-11-30,0.0855
2018-12-01,0.0706
2018-12-02,0.0789
2018-12-03,0.0835
2018-12-04,0.0887
2018-12-05,0.0847
2018-12-06,0.0816
2018-12-07,0.0923
2018-12-08,0.0792
2018-12-09,0.0683
2018-12-10,0.0763
2018-12-11,0.0626
2018-12-12,0.0696
2018-12-13,0.0591
2018-12-14,0.0821
2018-12-15,0.0773
2018-12-16,0.0845
2018-12-17,0.0544
2018-12-18,0.075
2018-12-19,0.0799
2018-12-20,0.0775
2018-12-21,0.0785
2018-12-22,0.0704
2018-12-23,0.0703
2018-12-24,0.0872
2018-12-25,0.0616
2018-12-26,0.0742
2018-12-27,0.0772
2018-12-28,0.0774
2018-12-29,0.0779
2018-12-30,0.0706
2018-12-31,0.0637
2019-01-01,0.0852
2019-01-02,0.108
2019-01-03,0.103
2019-01-04,0.0876
2019-01-05,0.107
2019-01-06,0.104
2019-01-07,0.119
2019-01-08,0.0941
2019-01-09,0.252
2019-01-10,0.16
2019-01-11,0.113
2019-01-12,0.0908
2019-01-13,0.102
2019-01-14,0.0882
2019-01-15,0.0889
2019-01-16,0.0822
2019-01-17,0.0854
2019-01-18,0.0818
2019-01-19,0.0787
2019-01-20,0.0741
2019-01-21,0.0766
2019-01-22,0.0844
2019-01-23,0.0683
2019-01-24,0.0819
2019-01-25,0.0799
2019-01-26,0.0845
2019-01-27,0.0627
2019-01-28,0.0756
2019-01-29,0.0807
2019-01-30,0.0665
2019-01-31,0.0741
2019-02-01,0.0624
2019-02-02,0.0787
2019-02-03,0.0657
2019-02-04,0.0745
2019-02-05,0.0709
2019-02-06,0.0674
2019-02-07,0.0567
2019-02-08,0.0656
2019-02-09,0.0665
2019-02-10,0.0792
2019-02-11,0.0867
2019-02-12,0.0773
2019-02-13,0.0755
2019-02-14,0.0633
2019-02-15,0.0751
2019-02-16,0.0666
2019-02-17,0.0657
2019-02-18,0.0681
2019-02-19,0.0764
2019-02-20,0.0901
2019-02-21,0.0877
2019-02-22,0.0724
2019-02-23,0.0721
2019-02-24,0.0767
2019-02-25,0.0747
2019-02-26,0.0649
2019-02-27,0.0781
2019-02-28,0.0821
2019-03-01,0.0833
2019-03-02,0.0583
2019-03-03,0.0909
2019-03-04,0.0866
2019-03-05,0.0805
2019-03-06,0.0694
2019-03-07,0.0844
2019-03-08,0.0847
2019-03-09,0.163
2019-03-10,0.131
2019-03-11,0.118
2019-03-12,0.0932
2019-03-13,0.0901
2019-03-14,0.0951
2019-03-15,0.0865
2019-03-16,0.0718
2019-03-17,0.0569
2019-03-18,0.0882
2019-03-19,0.0825
2019-03-20,0.0879
2019-03-21,0.0869
2019-03-22,0.0852
2019-03-23,0.0728
2019-03-24,0.0618
2019-03-25,0.0598
2019-03-26,0.0755
2019-03-27,0.0686
2019-03-28,0.0569
2019-03-29,0.0783
2019-03-30,0.0392
2019-03-31,0.0791
2019-04-01,0.0816
2019-04-02,0.102
2019-04-03,0.102
2019-04-04,0.0995
2019-04-05,0.0782
2019-04-06,0.0702
2019-04-07,0.077
2019-04-08,0.103
2019-04-09,0.0874
2019-04-10,0.0693
2019-04-11,0.0823
2019-04-12,0.0706
2019-04-13,0.0654
2019-04-14,0.069
2019-04-15,0.0642
2019-04-16,0.0598
2019-04-17,0.0692
2019-04-18,0.0572
2019-04-19,0.0634
2019-04-20,0.0612
2019-04-21,0.0673
2019-04-22,0.0614
2019-04-23,0.076
2019-04-24,0.058
2019-04-25,0.0631
2019-04-26,0.061
2019-04-27,0.0415
2019-04-28,0.0622
2019-04-29,0.058
2019-04-30,0.0521
2019-05-01,0.0494
2019-05-02,0.068
2019-05-03,0.0698
2019-05-04,0.0585
2019-05-05,0.0565
2019-05-06,0.0587
2019-05-07,0.0572
2019-05-08,0.0537
2019-05-09,0.0633
2019-05-10,0.0593
2019-05-11,0.0648
2019-05-12,0.0489
2019-05-13,0.0659
2019-05-14,0.0773
2019-05-15,0.0853
2019-05-16,0.0705
2019-05-17,0.0653
2019-05-18,0.056
2019-05-19,0.0607
2019-05-20,0.0521
2019-05-21,0.0596
2019-05-22,0.0528
2019-05-23,0.0419
2019-05-24,0.0545
2019-05-25,0.0483
2019-05-26,0.047
2019-05-27,0.0574
2019-05-28,0.0629
2019-05-29,0.0636
2019-05-30,0.0621
2019-05-31,0.0552
2019-06-01,0.0565
2019-06-02,0.0456
2019-06-03,0.0396
2019-06-04,0.0541
2019-06-05,0.0525
2019-06-06,0.0385
2019-06-07,0.0542
2019-06-08,0.039
2019-06-09,0.0478
2019-06-10,0.0409
2019-06-11,0.0402
2019-06-12,0.0433
2019-06-13,0.0441
2019-06-14,0.0483
2019-06-15,0.0463
2019-06-16,0.0398
2019-06-17,0.0482
2019-06-18,0.0519
2019-06-19,0.0519
2019-06-20,0.0452
2019-06-21,0.0533
2019-06-22,0.0636
2019-06-23,0.0541
2019-06-24,0.0495
2019-06-25,0.0554
2019-06-26,0.0692
2019-06-27,0.053
2019-06-28,0.0466
2019-06-29,0.0388
2019-06-30,0.0388
2019-07-01,0.0344
2019-07-02,0.044
2019-07-03,0.0351
2019-07-04,0.0435
2019-07-05,0.0416
2019-07-06,0.0343
2019-07-07,0.0431
2019-07-08,0.0489
2019-07-09,0.0375
2019-07-10,0.0393
2019-07-11,0.0351
2019-07-12,0.0366
2019-07-13,0.0295
2019-07-14,0.0314
2019-07-15,0.0296
2019-07-16,0.0345
2019-07-17,0.0343
2019-07-18,0.0279
2019-07-19,0.0314
2019-07-20,0.0293
2019-07-21,0.0287
2019-07-22,0.0248
2019-07-23,0.0308
2019-07-24,0.0276
2019-07-25,0.0271
2019-07-26,0.0236
2019-07-27,0.0201
2019-07-28,0.0276
2019-07-29,0.0181
2019-07-30,0.0271
2019-07-31,0.0199
2019-08-01,0.029
2019-08-02,0.0245
2019-08-03,0.0268
2019-08-04,0.0318
2019-08-05,0.0265
2019-08-06,0.0313
2019-08-07,0.0293
2019-08-08,0.0295
2019-08-09,0.029
2019-08-10,0.0298
2019-08-11,0.0257
2019-08-12,0.0267
2019-08-13,0.0285
2019-08-14,0.0264
2019-08-15,0.0283
2019-08-16,0.0259
2019-08-17,0.025
2019-08-18,0.0239
2019-08-19,0.0278
2019-08-20,0.026
2019-08-21,0.0279
2019-08-22,0.0267
2019-08-23,0.0259
2019-08-24,0.0184
2019-08-25,0.0244
2019-08-26,0.0281
2019-08-27,0.0254
2019-08-28,0.022
2019-08-29,0.0217
2019-08-30,0.0228
2019-08-31,0.0153
2019-09-01,0.0238
2019-09-02,0.0268
2019-09-03,0.0244
2019-09-04,0.0263
2019-09-05,0.027
2019-09-06,0.0221
2019-09-07,0.0246
2019-09-08,0.0181
2019-09-09,0.0242
2019-09-10,0.0231
2019-09-11,0.0258
2019-09-12,0.0259
2019-09-13,0.0233
2019-09-14,0.0195
2019-09-15,0.0237
2019-09-16,0.0211
2019-09-17,0.0242
2019-09-18,0.0241
2019-09-19,0.0246
2019-09-20,0.0261
2019-09-21,0.0271
2019-09-22,0.0255
2019-09-23,0.0235
2019-09-24,0.0227
2019-09-25,0.0244
2019-09-26,0.023
2019-09-27,0.0256
2019-09-28,0.0255
2019-09-29,0.0227
2019-09-30,0.0229
2019-10-01,0.0249
2019-10-02,0.0195
2019-10-03,0.025
2019-10-04,0.0222
2019-10-05,0.0213
2019-10-06,0.0228
2019-10-07,0.0198
2019-10-08,0.0236
2019-10-09,0.0256
2019-10-10,0.0195
2019-10-11,0.0208
2019-10-12,0.0222
2019-10-13,0.0212
2019-10-14,0.0235
2019-10-15,0.0199
2019-10-16,0.0237
2019-10-17,0.0267
2019-10-18,0.0265
2019-10-19,0.0246
2019-10-20,0.0223
2019-10-21,0.0227
2019-10-22,0.0222
2019-10-23,0.0249
2019-10-24,0.0247
2019-10-25,0.0241
2019-10-26,0.0234
2019-10-27,0.0234
2019-10-28,0.0253
2019-10-29,0.0229
2019-10-30,0.0263
2019-10-31,0.0174
2019-11-01,0.0235
2019-11-02,0.0197
2019-11-03,0.0247
2019-11-04,0.022
2019-11-05,0.0225
2019-11-06,0.0256
2019-11-07,0.0243
2019-11-08,0.0224
2019-11-09,0.0265
2019-11-10,0.0238
2019-11-11,0.0231
2019-11-12,0.0233
2019-11-13,0.0254
2019-11-14,0.0238
2019-11-15,0.0237
2019-11-16,0.0197
2019-11-17,0.0219
2019-11-18,0.0241
2019-11-19,0.0284
2019-11-20,0.0298
2019-11-21,0.0265
2019-11-22,0.0245
2019-11-23,0.0229
2019-11-24,0.0244
2019-11-25,0.0289
2019-11-26,0.0257
2019-11-27,0.0274
2019-11-28,0.0255
2019-11-29,0.0278
2019-11-30,0.0388
2019-12-01,0.0427
2019-12-02,0.0325
2019-12-03,0.0317
2019-12-04,0.0289
2019-12-05,0.0249
2019-12-06,0.0259
2019-12-07,0.0212
2019-12-08,0.0266
2019-12-09,0.0203
2019-12-10,0.0242
2019-12-11,0.0253
2019-12-12,0.0228
2019-12-13,0.0221
2019-12-14,0.0217
2019-12-15,0.0241
2019-12-16,0.0266
2019-12-17,0.0228
2019-12-18,0.0283
2019-12-19,0.0261
2019-12-20,0.0261
2019-12-21,0.023
2019-12-22,0.015
2019-12-23,0.022
2019-12-24,0.0195
2019-12-25,0.021
2019-12-26,0.0213
2019-12-27,0.0228
2019-12-28,0.0263
2019-12-29,0.0245
2019-12-30,0.0258
2019-12-31,0.0228
2020-01-01,0.0241
2020-01-02,0.0239
2020-01-03,0.0257
2020-01-04,0.0251
2020-01-05,0.0308
2020-01-06,0.0286
2020-01-07,0.0262
2020-01-08,0.0318
2020-01-09,0.0296
2020-01-10,0.0237
2020-01-11,0.0275
2020-01-12,0.0238
2020-01-13,0.0241
2020-01-14,0.0269
2020-01-15,0.0286
2020-01-16,0.0307
2020-01-17,0.0281
2020-01-18,0.0251
2020-01-19,0.0267
2020-01-20,0.0264
2020-01-21,0.0276
2020-01-22,0.025
2020-01-23,0.0239
2020-01-24,0.0202
2020-01-25,0.0244
2020-01-26,0.0219
2020-01-27,0.0238
2020-01-28,0.0261
2020-01-29,0.0226
2020-01-30,0.0259
2020-01-31,0.0274
2020-02-01,0.0271
2020-02-02,0.0281
2020-02-03,0.0239
2020-02-04,0.0286
2020-02-05,0.0257
2020-02-06,0.0255
2020-02-07,0.0233
2020-02-08,0.028
2020-02-09,0.0261
2020-02-10,0.029
2020-02-11,0.0249
2020-02-12,0.0293
2020-02-13,0.028
2020-02-14,0.0301
2020-02-15,0.0242
2020-02-16,0.0274
2020-02-17,0.0255
2020-02-18,0.0265
2020-02-19,0.0237
2020-02-20,0.0206
2020-02-21,0.0219
2020-02-22,0.0211
2020-02-23,0.0227
2020-02-24,0.02
2020-02-25,0.0245
2020-02-26,0.0225
2020-02-27,0.0204
2020-02-28,0.0245
2020-02-29,0.0179
2020-03-01,0.0209
2020-03-02,0.0167
2020-03-03,0.0194
2020-03-04,0.0198
2020-03-05,0.018
2020-03-06,0.0161
2020-03-07,0.0165
2020-03-08,0.0168
2020-03-09,0.0175
2020-03-10,0.0178
2020-03-11,0.0155
2020-03-12,0.0158
2020-03-13,0.0192
2020-03-14,0.015
2020-03-15,0.0167
2020-03-16,0.0146
2020-03-17,0.0171
2020-03-18,0.0125
2020-03-19,0.0162
2020-03-20,0.0161
2020-03-21,0.0173
2020-03-22,0.0164
2020-03-23,0.0141
2020-03-24,0.0175
2020-03-25,0.0109
2020-03-26,0.0159
2020-03-27,0.0127
2020-03-28,0.0152
2020-03-29,0.0188
2020-03-30,0.0111
2020-03-31,0.0186
2020-04-01,0.0179
2020-04-02,0.0173
2020-04-03,0.0205
2020-04-04,0.0285
2020-04-05,0.0269
2020-04-06,0.02
2020-04-07,0.0226
2020-04-08,0.0139
2020-04-09,0.0158
2020-04-10,0.0132
2020-04-11,0.0182
2020-04-12,0.0168
2020-04-13,0.0173
2020-04-14,0.0185
2020-04-15,0.012
2020-04-16,0.0147
2020-04-17,0.0141
2020-04-18,0.0134
2020-04-19,0.0177
2020-04-20,0.0122
2020-04-21,0.0135
2020-04-22,0.0132
2020-04-23,0.0141
2020-04-24,0.0141
2020-04-25,0.0163
2020-04-26,0.0148
2020-04-27,0.0148
2020-04-28,0.0155
2020-04-29,0.0164
2020-04-30,0.0134
2020-05-01,0.0135
2020-05-02,0.0152
2020-05-03,0.0142
2020-05-04,0.0128
2020-05-05,0.011
2020-05-06,0.0127
2020-05-07,0.0137
2020-05-08,0.0172
2020-05-09,0.0132
2020-05-10,0.0135
2020-05-11,0.0103
2020-05-12,0.0137
2020-05-13,0.0133
2020-05-14,0.0134
2020-05-15,0.011
2020-05-16,0.0124
2020-05-17,0.0141
2020-05-18,0.0115
2020-05-19,0.0116
2020-05-20,0.0112
2020-05-21,0.00953
2020-05-22,0.00831
2020-05-23,0.0102
2020-05-24,0.0114
2020-05-25,0.00875
2020-05-26,0.00942
2020-05-27,0.00795
2020-05-28,0.00925
2020-05-29,0.00789
2020-05-30,0.0101
2020-05-31,0.00893
2020-06-01,0.00878
2020-06-02,0.0107
2020-06-03,0.00844
2020-06-04,0.00837
2020-06-05,0.00797
2020-06-06,0.00779
2020-06-07,0.00872
2020-06-08,0.0081
2020-06-09,0.00733
2020-06-10,0.00841
2020-06-11,0.00675
2020-06-12,0.00775
2020-06-13,0.00813
2020-06-14,0.00812
2020-06-15,0.0083
2020-06-16,0.00832
2020-06-17,0.00828
2020-06-18,0.00731
2020-06-19,0.00666
2020-06-20,0.00778
2020-06-21,0.0083
2020-06-22,0.00876
2020-06-23,0.00855
2020-06-24,0.00575
2020-06-25,0.00725
2020-06-26,0.00624
2020-06-27,0.00622
2020-06-28,0.0068
2020-06-29,0.00674
2020-06-30,0.00695
2020-07-01,0.00676
2020-07-02,0.00604
2020-07-03,0.0084
2020-07-04,0.00809
2020-07-05,0.00847
2020-07-06,0.00791
2020-07-07,0.00652
2020-07-08,0.00876
2020-07-09,0.00669
2020-07-10,0.00743
2020-07-11,0.00812
2020-07-12,0.00827
2020-07-13,0.00764
2020-07-14,0.00806
2020-07-15,0.00884
2020-07-16,0.00996
2020-07-17,0.00784
2020-07-18,0.00831
2020-07-19,0.00912
2020-07-20,0.00854
2020-07-21,0.00892
2020-07-22,0.00801
2020-07-23,0.00703
2020-07-24,0.00814
2020-07-25,0.00838
2020-07-26,0.0092
2020-07-27,0.0103
2020-07-28,0.00864
2020-07-29,0.00853
2020-07-30,0.00768
2020-07-31,0.008
2020-08-01,0.00684
2020-08-02,0.0103
2020-08-03,0.00867
2020-08-04,0.00792
2020-08-05,0.00656
2020-08-06,0.00918
2020-08-07,0.00821
2020-08-08,0.00871
2020-08-09,0.00989
2020-08-10,0.00795
2020-08-11,0.00886
2020-08-12,0.00741
2020-08-13,0.00761
2020-08-14,0.00719
2020-08-15,0.00746
2020-08-16,0.00912
2020-08-17,0.00814
2020-08-18,0.00815
2020-08-19,0.00722
2020-08-20,0.00677
2020-08-21,0.00806
2020-08-22,0.00789
2020-08-23,0.00656
2020-08-24,0.00782
2020-08-25,0.00826
2020-08-26,0.00751
2020-08-27,0.00775
2020-08-28,0.00636
2020-08-29,0.00948
2020-08-30,0.00918
2020-08-31,0.00916
2020-09-01,0.00938
2020-09-02,0.0091
2020-09-03,0.00829
2020-09-04,0.00789
2020-09-05,0.00783
2020-09-06,0.00746
2020-09-07,0.00671
2020-09-08,0.00753
2020-09-09,0.00646
2020-09-10,0.00981
2020-09-11,0.0166
2020-09-12,0.0145
2020-09-13,0.00994
2020-09-14,0.00904
2020-09-15,0.0094
