TIMESTAMP,XSOLVBTC_OPEN_PRICE_USD,XSOLVBTC_HIGH_PRICE_USD,XSOLVBTC_LOW_PRICE_USD,XSOLVBTC_CLOSE_PRICE_USD,XSOLVBTC_VOLUME_USD,XSOLVBTC_DIVIDENDS_USD,XSOLVBTC_STOCK_SPLITS_USD
2025-04-28 00:00:00+00:00,92460.0,94962.0703125,91746.125,94422.578125,0,0.0,0.0
2025-04-29 00:00:00+00:00,94422.578125,94874.2421875,93983.5625,94433.84375,52632,0.0,0.0
2025-04-30 00:00:00+00:00,94433.84375,94814.0546875,92827.25,93443.9375,0,0.0,0.0
2025-05-01 00:00:00+00:00,93443.9375,96006.7734375,93442.75,95771.8828125,221168,0.0,0.0
2025-05-02 00:00:00+00:00,95771.8828125,97030.046875,95771.8671875,96225.65625,411502,0.0,0.0
2025-05-03 00:00:00+00:00,96225.65625,96230.765625,95336.546875,95374.5390625,85285,0.0,0.0
2025-05-04 00:00:00+00:00,95374.5390625,95556.4296875,94537.890625,94537.890625,107,0.0,0.0
2025-05-05 00:00:00+00:00,94537.890625,94537.890625,93250.3515625,94371.4375,1000,0.0,0.0
2025-05-06 00:00:00+00:00,94409.296875,94573.84375,93163.09375,94497.3671875,566,0.0,0.0
2025-05-07 00:00:00+00:00,94497.3671875,96693.78125,94497.3671875,96452.265625,0,0.0,0.0
2025-05-08 00:00:00+00:00,96452.265625,102313.328125,96452.265625,102312.9609375,24854,0.0,0.0
2025-05-09 00:00:00+00:00,102312.9609375,103334.1015625,101926.4296875,102505.1640625,134314,0.0,0.0
2025-05-10 00:00:00+00:00,102505.1640625,102869.9140625,102343.640625,102448.7109375,744,0.0,0.0
2025-05-11 00:00:00+00:00,102448.7109375,103994.625,102448.4765625,103655.9453125,61,0.0,0.0
2025-05-12 00:00:00+00:00,103655.9453125,104102.359375,101732.7890625,102206.796875,364614,0.0,0.0
2025-05-13 00:00:00+00:00,102206.796875,103597.015625,101197.8515625,103596.1953125,78,0.0,0.0
2025-05-14 00:00:00+00:00,103596.1953125,103596.1953125,102660.1171875,102932.171875,0,0.0,0.0
2025-05-15 00:00:00+00:00,102932.171875,102995.484375,101461.4765625,102425.4921875,205,0.0,0.0
2025-05-16 00:00:00+00:00,102425.4921875,103613.9296875,102425.46875,103017.15625,465819,0.0,0.0
2025-05-17 00:00:00+00:00,103017.15625,103017.171875,102129.078125,102452.25,842,0.0,0.0
2025-05-18 00:00:00+00:00,102452.25,104690.9609375,102452.25,103311.9375,10,0.0,0.0
2025-05-19 00:00:00+00:00,103311.9375,105566.453125,102300.5625,104710.546875,236,0.0,0.0
2025-05-20 00:00:00+00:00,104710.546875,106368.5859375,104134.6640625,106368.5703125,326674,0.0,0.0
2025-05-21 00:00:00+00:00,106368.5703125,108475.96875,105747.3125,107949.3984375,6540,0.0,0.0
2025-05-22 00:00:00+00:00,107949.3984375,111128.359375,107949.1015625,110541.0625,222916,0.0,0.0
2025-05-23 00:00:00+00:00,110541.0625,110805.0546875,109103.046875,109125.2734375,6392,0.0,0.0
2025-05-24 00:00:00+00:00,109125.2734375,109129.0078125,107285.4140625,108272.1640625,12,0.0,0.0
2025-05-25 00:00:00+00:00,108272.1640625,108272.1640625,106706.140625,106872.328125,0,0.0,0.0
2025-05-26 00:00:00+00:00,106872.328125,109145.7421875,106872.328125,108584.46875,51029,0.0,0.0
2025-05-27 00:00:00+00:00,108584.46875,109135.6796875,108391.15625,108391.15625,0,0.0,0.0
2025-05-28 00:00:00+00:00,108391.15625,108391.15625,107934.671875,108085.9453125,257,0.0,0.0
2025-05-29 00:00:00+00:00,108085.9453125,108085.9609375,105850.609375,105850.609375,7395,0.0,0.0
2025-05-30 00:00:00+00:00,105850.609375,105858.8515625,103743.2109375,103743.2109375,400848,0.0,0.0
2025-05-31 00:00:00+00:00,103743.2109375,104232.0390625,103091.3671875,104150.9609375,144272,0.0,0.0
2025-06-01 00:00:00+00:00,104150.9609375,104150.9609375,103534.109375,103928.171875,543701,0.0,0.0
