TIMESTAMP,BALTO34044_OPEN_PRICE_USD,BALTO34044_HIGH_PRICE_USD,BALTO34044_LOW_PRICE_USD,BALTO34044_CLOSE_PRICE_USD,BALTO34044_VOLUME_USD,BALTO34044_DIVIDENDS_USD,BALTO34044_STOCK_SPLITS_USD
2025-02-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,14,0.0,0.0
2025-02-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1920,0.0,0.0
2025-02-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,185,0.0,0.0
2025-02-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1778,0.0,0.0
2025-02-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,291,0.0,0.0
2025-02-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,313,0.0,0.0
2025-02-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,1445,0.0,0.0
2025-02-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,266,0.0,0.0
2025-02-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,96,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,286,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,353,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,361,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,872,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,478,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,226,0.0,0.0
2025-03-02 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,798,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,1552,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,173,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,237,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,522,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,187,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,153,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,241,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,274,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,621,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,43,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,328,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,1726,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,53,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,602,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,628,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,210,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,825,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,469,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,210,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,237,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,691,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,755,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,375,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,162,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,74,0.0,0.0
2025-06-01 00:00:00+00:00,4.2098787389477366e-07,4.2118389842471515e-07,4.175872732048447e-07,4.175872732048447e-07,71,0.0,0.0
