TIMESTAMP,GAS_OPEN_PRICE_USDT,GAS_HIGH_PRICE_USDT,GAS_LOW_PRICE_USDT,GAS_CLOSE_PRICE_USDT,GAS_FIRST_TRADE_PRICE_USDT,GAS_HIGH_TRADE_PRICE_USDT,GAS_LOW_TRADE_PRICE_USDT,GAS_LAST_TRADE_PRICE_USDT,GAS_TOTAL_TRADE_COUNT,GAS_TOTAL_TRADES_BUY,GAS_TOTAL_TRADES_SELL,GAS_VOLUME_USDT,GAS_QUOTE_VOLUME,GAS_VOLUME_BUY,GAS_QUOTE_VOLUME_BUY,GAS_VOLUME_SELL,GAS_QUOTE_VOLUME_SELL
2024-07-21,3.919,4.154,3.777,4.013,3.918,4.154,3.777,4.013,41312,20083,21229,1334344.3,5356811.5388,661297.3,2657483.7167,673047.0,2699327.8221
2024-07-22,4.013,4.13,3.809,3.853,4.012,4.13,3.809,3.853,18548,8221,10327,512192.5,2025522.7061,241266.8,954913.6479,270925.7,1070609.0582
2024-07-23,3.853,3.885,3.682,3.737,3.853,3.885,3.682,3.737,10787,4994,5793,298147.9,1133410.1883,140372.5,533118.939,157775.4,600291.2493
2024-07-24,3.737,3.838,3.668,3.702,3.737,3.838,3.668,3.702,7279,3247,4032,230672.6,867299.3041,103395.5,388822.8939,127277.1,478476.4102
2024-07-25,3.702,3.733,3.506,3.644,3.7,3.733,3.506,3.644,14370,6833,7537,425505.5,1525038.6681,199451.6,714596.2293,226053.9,810442.4388
2024-07-26,3.644,3.812,3.639,3.807,3.642,3.812,3.639,3.807,6644,3224,3420,181652.2,677262.2661,84936.3,316881.8676,96715.9,360380.3985
2024-07-27,3.807,3.886,3.783,3.866,3.807,3.886,3.783,3.866,10535,5388,5147,264307.5,1013245.0045,125800.5,482423.4094,138507.0,530821.5951
2024-07-28,3.866,3.873,3.756,3.807,3.867,3.873,3.756,3.807,6467,3178,3289,161691.0,614595.4421,73227.6,278003.5592,88463.4,336591.8829
2024-07-29,3.807,3.918,3.795,3.843,3.807,3.918,3.795,3.843,10185,4697,5488,273567.1,1054133.32,120073.3,462737.0487,153493.8,591396.2713
2024-07-30,3.843,3.886,3.657,3.721,3.843,3.886,3.657,3.721,8384,4299,4085,185099.1,702657.8242,96255.2,365367.2461,88843.9,337290.5781
2024-07-31,3.721,3.79,3.59,3.614,3.722,3.79,3.59,3.614,9449,4368,5081,231842.4,860171.7029,102170.4,379314.5532,129672.0,480857.1497
2024-08-01,3.614,3.641,3.294,3.559,3.614,3.641,3.294,3.559,17898,8290,9608,380653.5,1320108.3419,167592.3,580679.8287,213061.2,739428.5132
2024-08-02,3.559,3.576,3.305,3.371,3.557,3.576,3.305,3.371,18997,9153,9844,326662.8,1120618.1937,148238.6,507991.4491,178424.2,612626.7446
2024-08-03,3.371,3.407,3.145,3.214,3.371,3.407,3.145,3.214,17283,8481,8802,357745.1,1176639.6748,179392.6,590214.1282,178352.5,586425.5466
2024-08-04,3.214,3.261,2.942,3.045,3.215,3.261,2.942,3.045,16937,7454,9483,321378.1,997115.3153,155480.9,481451.7657,165897.2,515663.5496
2024-08-05,3.045,3.079,2.467,2.833,3.049,3.079,2.467,2.833,89169,47612,41557,2345111.6,6340619.6096,1216562.5,3297837.7772,1128549.1,3042781.8324
2024-08-06,2.833,3.0,2.828,2.951,2.831,3.0,2.828,2.951,27155,13464,13691,490606.8,1437522.8606,236877.1,694251.4649,253729.7,743271.3957
2024-08-07,2.951,3.051,2.857,2.918,2.948,3.051,2.857,2.918,21399,9379,12020,363158.6,1072156.9347,158951.6,469642.4948,204207.0,602514.4399
2024-08-08,2.918,3.644,2.868,3.537,2.918,3.644,2.868,3.537,56178,29353,26825,1768673.6,5975367.0281,961791.6,3241704.7798,806882.0,2733662.2483
2024-08-09,3.537,3.855,3.453,3.661,3.538,3.855,3.453,3.661,62727,31132,31595,2267761.0,8320470.4762,1134274.1,4164692.3408,1133486.9,4155778.1354
2024-08-10,3.661,3.726,3.562,3.606,3.659,3.726,3.562,3.606,15358,6906,8452,491403.1,1779559.9133,220804.2,800173.4148,270598.9,979386.4985
2024-08-11,3.606,3.627,3.309,3.327,3.61,3.627,3.309,3.327,15029,5751,9278,433782.0,1514944.7555,193035.6,675192.0013,240746.4,839752.7542
2024-08-12,3.327,3.443,3.249,3.344,3.327,3.443,3.249,3.344,19359,8219,11140,584294.0,1963164.4268,265377.1,891585.3862,318916.9,1071579.0406
2024-08-13,3.344,3.36,3.225,3.325,3.342,3.36,3.225,3.325,7864,3822,4042,257885.9,849241.2488,124151.8,409119.0088,133734.1,440122.24
2024-08-14,3.325,3.373,3.221,3.304,3.322,3.373,3.221,3.304,7942,3535,4407,281514.1,930588.1195,134135.6,443649.0845,147378.5,486939.035
2024-08-15,3.304,3.321,3.117,3.185,3.302,3.321,3.117,3.185,7844,3482,4362,249648.9,804094.1253,122728.6,395463.5097,126920.3,408630.6156
2024-08-16,3.185,3.283,3.103,3.192,3.188,3.283,3.103,3.192,47125,23766,23359,747102.2,2377014.3447,341134.9,1088117.6404,405967.3,1288896.7043
2024-08-17,3.192,3.215,3.17,3.211,3.192,3.215,3.17,3.211,3947,1800,2147,124139.3,396439.193,61475.1,196252.0871,62664.2,200187.1059
2024-08-18,3.211,3.26,3.129,3.182,3.205,3.26,3.129,3.182,10203,4328,5875,345737.2,1108467.876,161330.7,517391.1303,184406.5,591076.7457
2024-08-19,3.182,3.29,3.159,3.283,3.184,3.29,3.159,3.283,7853,4555,3298,306788.3,993033.0997,157469.8,509925.7803,149318.5,483107.3194
2024-08-20,3.283,3.406,3.267,3.36,3.283,3.406,3.267,3.36,11713,5358,6355,362784.0,1215423.0836,186218.6,623818.5953,176565.4,591604.4883
2024-08-21,3.36,3.459,3.324,3.412,3.361,3.459,3.324,3.412,13786,7201,6585,267053.7,905094.1241,134749.8,456613.0606,132303.9,448481.0635
2024-08-22,3.412,3.453,3.345,3.421,3.416,3.453,3.345,3.421,7825,3924,3901,177705.6,606470.6952,77697.8,265155.1123,100007.8,341315.5829
2024-08-23,3.421,4.005,3.419,3.842,3.423,4.005,3.419,3.842,40471,21054,19417,1291491.0,4852568.3427,675105.5,2532241.6053,616385.5,2320326.7374
2024-08-24,3.842,3.968,3.808,3.861,3.843,3.968,3.808,3.861,23899,10600,13299,817026.3,3163257.674,401707.2,1556074.7041,415319.1,1607182.9699
2024-08-25,3.861,3.877,3.616,3.703,3.858,3.877,3.616,3.703,13208,5964,7244,382404.9,1424862.5717,176182.2,656098.2664,206222.7,768764.3053
2024-08-26,3.703,3.749,3.482,3.504,3.704,3.749,3.482,3.504,10699,5116,5583,374918.6,1353821.4344,167092.7,603410.1996,207825.9,750411.2348
2024-08-27,3.504,3.578,3.25,3.328,3.505,3.578,3.25,3.328,11147,5338,5809,309689.4,1063132.0742,141435.9,484316.4304,168253.5,578815.6438
2024-08-28,3.328,3.418,3.184,3.27,3.327,3.418,3.184,3.27,12020,5603,6417,351506.0,1162874.4337,152978.1,506375.0507,198527.9,656499.383
2024-08-29,3.27,3.411,3.243,3.318,3.27,3.411,3.243,3.318,8234,3866,4368,242529.6,806710.3884,115253.6,383780.442,127276.0,422929.9464
2024-08-30,3.318,3.344,3.16,3.307,3.313,3.344,3.16,3.307,10494,4883,5611,368532.2,1204597.2191,164285.5,537698.4429,204246.7,666898.7762
2024-08-31,3.307,3.35,3.225,3.266,3.311,3.35,3.225,3.266,6182,2767,3415,194499.9,640509.866,87794.3,289172.2566,106705.6,351337.6094
2024-09-01,3.266,3.272,3.097,3.12,3.266,3.272,3.097,3.12,8977,4624,4353,285057.8,907416.0103,132989.6,423360.952,152068.2,484055.0583
2024-09-02,3.12,3.277,3.104,3.253,3.118,3.277,3.104,3.253,6656,3427,3229,181696.1,580140.7191,90388.8,288618.8723,91307.3,291521.8468
2024-09-03,3.253,3.306,3.106,3.11,3.252,3.306,3.106,3.11,8906,3979,4927,240429.8,773449.61,108578.2,349845.4115,131851.6,423604.1985
2024-09-04,3.11,3.194,2.961,3.158,3.113,3.194,2.961,3.158,10231,5463,4768,357954.2,1104593.2333,187892.7,580182.6161,170061.5,524410.6172
2024-09-05,3.158,3.186,3.055,3.082,3.155,3.186,3.055,3.082,6560,3115,3445,235736.7,737297.413,112165.7,351325.5825,123571.0,385971.8305
2024-09-06,3.082,3.166,2.896,3.004,3.081,3.166,2.896,3.004,7872,3804,4068,389281.2,1178782.7138,191515.6,578431.8073,197765.6,600350.9065
2024-09-07,3.004,3.128,3.004,3.097,3.009,3.128,3.004,3.097,5472,2750,2722,253910.3,781996.4708,134387.6,414032.4019,119522.7,367964.0689
2024-09-08,3.097,3.206,3.086,3.167,3.098,3.206,3.086,3.167,3668,1812,1856,157554.5,496137.3516,77090.4,242895.5946,80464.1,253241.757
2024-09-09,3.167,3.274,3.148,3.248,3.17,3.274,3.148,3.248,6755,3365,3390,319332.1,1025036.3896,162058.1,520793.2039,157274.0,504243.1857
2024-09-10,3.248,3.326,3.228,3.295,3.25,3.326,3.228,3.295,11104,5475,5629,612767.7,2003550.91,313988.5,1027425.758,298779.2,976125.152
2024-09-11,3.295,3.297,3.157,3.272,3.295,3.297,3.157,3.272,6438,3111,3327,291758.3,942374.1782,146846.6,473715.7302,144911.7,468658.448
2024-09-12,3.272,3.367,3.262,3.365,3.273,3.367,3.262,3.365,4392,1981,2411,203786.0,674764.5164,103803.4,344072.7205,99982.6,330691.7959
2024-09-13,3.365,3.382,3.294,3.379,3.364,3.382,3.294,3.379,6180,3356,2824,323386.5,1082744.4316,167366.6,560624.9392,156019.9,522119.4924
2024-09-14,3.379,3.391,3.324,3.351,3.38,3.391,3.324,3.351,3844,2160,1684,165399.8,554665.811,80488.1,269938.5284,84911.7,284727.2826
2024-09-15,3.351,3.371,3.21,3.231,3.351,3.371,3.21,3.231,5895,2882,3013,178984.3,591645.3849,84327.8,278427.3553,94656.5,313218.0296
2024-09-16,3.231,3.274,3.129,3.16,3.229,3.274,3.129,3.16,9839,4721,5118,270120.0,864837.4546,134048.9,428733.044,136071.1,436104.4106
2024-09-17,3.16,3.31,3.148,3.275,3.161,3.31,3.148,3.275,5547,2297,3250,230042.8,744149.4782,99403.3,321289.1846,130639.5,422860.2936
2024-09-18,3.275,3.342,3.138,3.34,3.273,3.342,3.138,3.34,8985,3752,5233,371921.9,1209825.1256,175321.5,570288.0101,196600.4,639537.1155
2024-09-19,3.34,3.466,3.316,3.448,3.341,3.466,3.316,3.448,9648,4655,4993,388741.7,1322925.7468,181688.7,618119.0123,207053.0,704806.7345
2024-09-20,3.448,4.124,3.448,3.889,3.45,4.124,3.45,3.889,120678,61597,59081,6297781.7,24177849.9594,3209903.4,12329580.084,3087878.3,11848269.8754
2024-09-21,3.889,4.494,3.753,4.129,3.888,4.494,3.753,4.129,116851,55838,61013,6086009.3,25265063.31,3059296.3,12691353.4472,3026713.0,12573709.8628
2024-09-22,4.129,4.135,3.643,3.732,4.132,4.135,3.643,3.732,26271,11463,14808,1115651.9,4298366.2099,515868.6,1987545.279,599783.3,2310820.9309
2024-09-23,3.732,3.891,3.649,3.858,3.733,3.891,3.649,3.858,22793,8676,14117,926448.3,3520349.4058,422878.1,1607685.791,503570.2,1912663.6148
2024-09-24,3.858,3.951,3.782,3.943,3.86,3.951,3.782,3.943,20378,9187,11191,697128.6,2702578.81,327944.7,1271536.456,369183.9,1431042.354
2024-09-25,3.943,3.968,3.798,3.837,3.945,3.968,3.798,3.837,20141,9365,10776,648502.7,2524231.7172,320472.2,1248867.5319,328030.5,1275364.1853
2024-09-26,3.837,4.03,3.784,4.006,3.839,4.03,3.784,4.006,20450,10996,9454,737091.2,2906002.5795,380073.1,1500074.3122,357018.1,1405928.2673
2024-09-27,4.006,4.047,3.947,4.024,4.005,4.047,3.947,4.024,17826,8751,9075,710699.3,2848954.3868,335521.7,1346586.9565,375177.6,1502367.4303
2024-09-28,4.024,4.45,4.013,4.131,4.027,4.45,4.013,4.131,76783,43145,33638,2783374.3,11870136.1232,1404148.3,5995737.8796,1379226.0,5874398.2436
2024-09-29,4.131,4.149,3.995,4.067,4.131,4.149,3.995,4.067,18570,6051,12519,588512.1,2391256.0166,246398.6,1001580.4251,342113.5,1389675.5915
2024-09-30,4.067,4.335,3.932,4.021,4.069,4.335,3.932,4.021,47798,25453,22345,1324740.6,5513779.7569,662540.3,2761131.8979,662200.3,2752647.859
2024-10-01,4.021,4.106,3.594,3.781,4.019,4.106,3.594,3.781,43491,22317,21174,1457922.6,5715785.3989,729930.4,2860672.6735,727992.2,2855112.7254
2024-10-02,3.781,3.895,3.514,3.599,3.784,3.895,3.514,3.599,19448,8394,11054,564618.0,2115036.638,260356.1,975107.4854,304261.9,1139929.1526
2024-10-03,3.599,3.637,3.466,3.604,3.597,3.637,3.466,3.604,13551,4491,9060,326523.4,1161012.1799,126758.8,450945.5873,199764.6,710066.5926
2024-10-04,3.604,3.775,3.604,3.769,3.607,3.775,3.604,3.769,16313,8213,8100,545325.8,2016085.7224,273079.9,1009892.8082,272245.9,1006192.9142
2024-10-05,3.769,3.814,3.712,3.792,3.766,3.814,3.712,3.792,4880,2014,2866,143119.3,539621.2967,62893.2,237338.0342,80226.1,302283.2625
2024-10-06,3.792,4.013,3.792,3.954,3.792,4.013,3.792,3.954,29703,17070,12633,959509.7,3759231.8911,474902.5,1861195.1353,484607.2,1898036.7558
2024-10-07,3.954,4.003,3.84,3.873,3.959,4.003,3.84,3.873,16100,4750,11350,476475.8,1874582.8425,193405.7,761257.4387,283070.1,1113325.4038
2024-10-08,3.873,4.3,3.86,4.276,3.875,4.3,3.86,4.276,72528,39194,33334,2850010.7,11725015.5837,1417323.0,5831228.8547,1432687.7,5893786.729
2024-10-09,4.276,4.417,3.973,4.048,4.278,4.417,3.973,4.048,51516,20857,30659,1983356.7,8430812.82,889953.7,3791412.9001,1093403.0,4639399.9199
2024-10-10,4.048,4.697,3.977,4.297,4.047,4.697,3.977,4.297,84016,42604,41412,3347932.0,14746374.0525,1636933.4,7208885.8653,1710998.6,7537488.1872
2024-10-11,4.297,4.794,4.288,4.512,4.295,4.794,4.288,4.512,53091,25663,27428,2109244.2,9449929.6033,1012054.2,4535821.8765,1097190.0,4914107.7268
2024-10-12,4.512,4.625,4.382,4.451,4.515,4.625,4.382,4.451,23951,11404,12547,992257.2,4436249.982,457338.6,2044855.7163,534918.6,2391394.2657
2024-10-13,4.451,4.484,4.243,4.322,4.452,4.484,4.243,4.322,11712,4843,6869,396229.3,1712262.4227,185603.4,801916.5417,210625.9,910345.881
2024-10-14,4.322,4.486,4.215,4.466,4.323,4.486,4.215,4.466,21383,6089,15294,749353.2,3272138.4929,304993.3,1333510.8583,444359.9,1938627.6346
2024-10-15,4.466,4.471,4.152,4.354,4.468,4.471,4.152,4.354,18508,7908,10600,686089.1,2956534.0135,312688.1,1346132.4732,373401.0,1610401.5403
2024-10-16,4.354,4.693,4.296,4.545,4.353,4.693,4.296,4.545,43938,20567,23371,1871695.1,8470807.6581,916373.2,4146392.5615,955321.9,4324415.0966
2024-10-17,4.545,4.647,4.285,4.365,4.545,4.647,4.285,4.365,16212,8038,8174,663546.0,2912261.0754,324560.1,1424974.1124,338985.9,1487286.963
2024-10-18,4.365,4.436,4.304,4.422,4.364,4.436,4.304,4.422,8494,4040,4454,354724.4,1549637.0356,171846.7,751093.1452,182877.7,798543.8904
2024-10-19,4.422,4.525,4.355,4.421,4.423,4.525,4.355,4.421,10629,5365,5264,418445.1,1855235.4805,202537.7,897920.5839,215907.4,957314.8966
2024-10-20,4.421,4.619,4.378,4.52,4.424,4.619,4.378,4.52,26964,14043,12921,872734.3,3922550.1857,425447.5,1915566.0199,447286.8,2006984.1658
2024-10-21,4.52,4.535,4.261,4.298,4.522,4.535,4.261,4.298,12802,6410,6392,466831.0,2042492.4109,227625.9,994563.683,239205.1,1047928.7279
2024-10-22,4.298,4.313,4.163,4.267,4.296,4.313,4.163,4.267,7972,3614,4358,340571.4,1441286.5826,156698.8,663420.5177,183872.6,777866.0649
2024-10-23,4.267,4.296,3.981,4.115,4.268,4.296,3.981,4.115,12820,6034,6786,656386.8,2683647.3088,270736.1,1108217.2136,385650.7,1575430.0952
2024-10-24,4.115,4.174,4.048,4.145,4.117,4.174,4.048,4.145,7228,3588,3640,298050.9,1229956.958,146118.1,603203.6122,151932.8,626753.3458
2024-10-25,4.145,4.149,3.649,3.823,4.145,4.149,3.649,3.823,15955,7605,8350,593002.1,2326433.8285,281693.2,1104391.2223,311308.9,1222042.6062
2024-10-26,3.823,3.984,3.765,3.89,3.822,3.984,3.765,3.89,16527,9022,7505,694255.8,2711090.2936,327715.3,1279154.9223,366540.5,1431935.3713
2024-10-27,3.89,3.988,3.851,3.957,3.891,3.988,3.851,3.957,5576,1771,3805,195858.9,764039.8769,82905.3,324032.9912,112953.6,440006.8857
2024-10-28,3.957,3.981,3.777,3.947,3.955,3.981,3.777,3.947,9579,3904,5675,392153.0,1520003.4861,180431.7,699247.5781,211721.3,820755.908
2024-10-29,3.947,4.092,3.932,4.054,3.947,4.092,3.932,4.054,13486,5391,8095,581990.5,2335519.6764,264026.5,1061138.8894,317964.0,1274380.787
2024-10-30,4.054,4.06,3.962,3.99,4.055,4.06,3.962,3.99,7321,3532,3789,275596.2,1105665.9047,118058.7,473874.8535,157537.5,631791.0512
2024-10-31,3.99,4.051,3.756,3.792,3.988,4.051,3.756,3.792,9019,4808,4211,373524.1,1456332.3809,182064.8,710677.7073,191459.3,745654.6736
2024-11-01,3.792,3.844,3.66,3.724,3.791,3.844,3.66,3.724,9200,5283,3917,394504.5,1477299.1223,211600.2,791956.2628,182904.3,685342.8595
2024-11-02,3.724,3.784,3.644,3.68,3.722,3.784,3.644,3.68,5353,3135,2218,193640.0,718452.9298,107259.6,397898.1555,86380.4,320554.7743
2024-11-03,3.68,3.696,3.465,3.554,3.681,3.696,3.465,3.554,10201,4721,5480,419802.4,1497429.8287,214209.5,763657.3022,205592.9,733772.5265
2024-11-04,3.554,3.616,3.362,3.423,3.557,3.616,3.362,3.423,6818,3813,3005,339048.9,1182223.4052,169095.0,589859.1995,169953.9,592364.2057
2024-11-05,3.423,3.6,3.418,3.55,3.423,3.6,3.418,3.55,12411,7920,4491,603072.5,2129268.4206,322556.5,1138745.2849,280516.0,990523.1357
2024-11-06,3.55,3.898,3.549,3.865,3.55,3.898,3.549,3.865,19533,8091,11442,749366.1,2801526.8053,337330.1,1261188.236,412036.0,1540338.5693
2024-11-07,3.865,4.01,3.798,3.946,3.868,4.01,3.798,3.946,14455,7263,7192,607335.1,2371759.5474,318560.7,1243493.9325,288774.4,1128265.6149
2024-11-08,3.946,3.991,3.811,3.95,3.952,3.991,3.811,3.95,10539,5418,5121,430793.4,1680849.2427,214045.8,835866.9027,216747.6,844982.34
2024-11-09,3.95,4.066,3.842,4.048,3.95,4.066,3.842,4.048,11090,5471,5619,368067.8,1448413.8035,182976.2,720287.3692,185091.6,728126.4343
2024-11-10,4.048,4.409,3.963,4.27,4.053,4.409,3.963,4.27,42861,21879,20982,1568439.1,6607055.1664,776196.1,3268664.5074,792243.0,3338390.659
2024-11-11,4.27,4.566,4.173,4.565,4.275,4.566,4.173,4.565,61244,30647,30597,2340584.4,10273869.7265,1170610.6,5146889.1375,1169973.8,5126980.589
2024-11-12,4.565,5.379,4.284,4.548,4.565,5.379,4.284,4.548,167631,86798,80833,4564534.5,22067754.3009,2251285.3,10868578.4256,2313249.2,11199175.8753
2024-11-13,4.548,4.696,4.119,4.368,4.548,4.696,4.119,4.368,54889,25503,29386,1182730.6,5137434.6126,557215.0,2422777.9361,625515.6,2714656.6765
2024-11-14,4.368,4.723,4.204,4.271,4.364,4.723,4.204,4.271,120647,56832,63815,2097467.1,9448427.5612,1009841.3,4551446.8358,1087625.8,4896980.7254
2024-11-15,4.271,4.515,4.113,4.515,4.27,4.515,4.113,4.515,23411,9987,13424,433063.3,1856468.7005,182308.6,782258.2176,250754.7,1074210.4829
2024-11-16,4.515,5.3,4.47,5.145,4.512,5.3,4.47,5.145,136883,69282,67601,3070657.6,15281103.9634,1552215.0,7729087.0142,1518442.6,7552016.9492
2024-11-17,5.145,5.262,4.821,4.933,5.143,5.262,4.821,4.933,50478,24073,26405,1192134.5,5981420.8398,560549.0,2814102.3686,631585.5,3167318.4712
2024-11-18,4.933,5.174,4.888,5.102,4.937,5.174,4.888,5.102,52194,22149,30045,1035570.6,5210385.2224,452952.0,2280137.7521,582618.6,2930247.4703
2024-11-19,5.102,5.235,4.855,5.007,5.104,5.235,4.855,5.007,36397,19127,17270,781640.4,3964542.9296,382434.3,1944494.2401,399206.1,2020048.6895
2024-11-20,5.007,5.015,4.634,4.74,5.013,5.015,4.634,4.74,26007,11143,14864,493231.7,2372073.7362,213086.5,1024034.8127,280145.2,1348038.9235
2024-11-21,4.74,5.078,4.558,4.981,4.739,5.078,4.558,4.981,33415,15932,17483,720733.4,3506249.2054,339902.3,1655063.7254,380831.1,1851185.48
2024-11-22,4.981,5.046,4.744,5.044,4.984,5.046,4.744,5.044,47434,24310,23124,728672.3,3565932.3905,354912.1,1735962.7729,373760.2,1829969.6176
2024-11-23,5.044,5.392,5.016,5.204,5.047,5.392,5.016,5.204,82261,38350,43911,1442351.9,7518318.9573,677786.0,3531673.9074,764565.9,3986645.0499
2024-11-24,5.204,6.873,5.155,6.131,5.2,6.873,5.155,6.131,299026,151401,147625,6219804.7,37225602.7519,3102784.7,18567186.7533,3117020.0,18658415.9986
2024-11-25,6.131,6.131,5.558,5.753,6.128,6.128,5.558,5.753,64972,29667,35305,1590499.5,9289864.3768,726887.5,4238814.0425,863612.0,5051050.3343
2024-11-26,5.753,6.018,5.219,5.61,5.746,6.018,5.219,5.61,107325,47311,60014,1716315.1,9712865.6251,780957.6,4440785.4824,935357.5,5272080.1427
2024-11-27,5.61,5.951,5.42,5.951,5.608,5.951,5.42,5.951,37307,17029,20278,588394.9,3325272.887,258643.6,1464793.4731,329751.3,1860479.4139
2024-11-28,5.951,5.952,5.595,5.754,5.951,5.952,5.595,5.754,25126,13383,11743,422630.5,2422008.1934,184924.2,1059482.2883,237706.3,1362525.9051
2024-11-29,5.754,6.036,5.624,6.007,5.753,6.036,5.624,6.007,43071,22342,20729,757989.9,4430329.279,392253.7,2291119.7955,365736.2,2139209.4835
2024-11-30,6.007,6.306,5.905,6.123,6.006,6.306,5.905,6.123,99266,54138,45128,1562468.6,9563404.0515,798218.7,4896613.0014,764249.9,4666791.0501
2024-12-01,6.123,6.232,5.858,6.124,6.124,6.232,5.858,6.124,51105,21248,29857,841319.2,5089868.8823,351150.4,2126183.1913,490168.8,2963685.691
2024-12-02,6.124,6.551,5.65,6.27,6.119,6.551,5.65,6.27,140473,76656,63817,2303628.3,14118259.2291,1139591.4,7007535.2882,1164036.9,7110723.9409
2024-12-03,6.27,7.748,5.78,7.587,6.271,7.748,5.78,7.587,245194,132283,112911,4861817.6,32207521.9113,2452720.2,16405891.9097,2409097.4,15801630.0016
2024-12-04,7.587,7.623,6.676,6.877,7.585,7.623,6.676,6.877,117200,55944,61256,2110730.2,14860920.6217,984185.9,6930469.8276,1126544.3,7930450.7941
2024-12-05,6.877,7.064,6.43,6.641,6.877,7.064,6.43,6.641,101651,52307,49344,1558531.0,10551015.9346,762281.8,5181479.3868,796249.2,5369536.5478
2024-12-06,6.641,6.847,6.288,6.685,6.631,6.847,6.288,6.685,55584,25719,29865,936756.6,6171344.984,405318.7,2668812.2175,531437.9,3502532.7665
2024-12-07,6.685,7.055,6.624,6.772,6.685,7.055,6.624,6.772,70721,40345,30376,1161641.9,7972053.877,636579.2,4378370.2154,525062.7,3593683.6616
2024-12-08,6.772,6.779,6.5,6.764,6.771,6.779,6.5,6.764,24907,10373,14534,448955.5,2983855.5386,169530.8,1127765.6431,279424.7,1856089.8955
2024-12-09,6.764,6.979,4.78,5.559,6.765,6.979,4.78,5.559,121573,63423,58150,2072314.3,12631138.4368,1089245.1,6668057.3223,983069.2,5963081.1145
2024-12-10,5.559,5.633,4.813,5.328,5.558,5.633,4.813,5.328,73666,32081,41585,1327164.5,6991072.7359,575291.0,3025329.8708,751873.5,3965742.8651
2024-12-11,5.328,5.711,5.014,5.673,5.329,5.711,5.014,5.673,46413,21311,25102,772981.9,4152695.5336,378571.8,2041826.0057,394410.1,2110869.5279
2024-12-12,5.673,6.098,5.61,5.904,5.673,6.098,5.61,5.904,60125,27063,33062,978487.5,5777723.3704,463279.9,2736214.2159,515207.6,3041509.1545
2024-12-13,5.904,5.918,5.662,5.822,5.903,5.918,5.662,5.822,35269,15240,20029,402882.0,2331928.7855,161350.4,933176.1039,241531.6,1398752.6816
2024-12-14,5.822,5.845,5.394,5.527,5.823,5.845,5.394,5.527,25222,11442,13780,493516.6,2761103.8779,242559.5,1359042.927,250957.1,1402060.9509
2024-12-15,5.527,5.679,5.358,5.67,5.527,5.679,5.358,5.67,21829,11421,10408,454756.0,2510615.7603,228255.8,1259890.8054,226500.2,1250724.9549
2024-12-16,5.67,5.757,5.288,5.41,5.672,5.757,5.288,5.41,29309,13616,15693,634470.2,3470993.1948,286815.9,1568862.5063,347654.3,1902130.6885
2024-12-17,5.41,5.454,5.127,5.194,5.411,5.454,5.127,5.194,23980,12556,11424,450495.0,2393061.9352,231500.0,1229000.1201,218995.0,1164061.8151
2024-12-18,5.194,5.226,4.618,4.732,5.2,5.226,4.618,4.732,49189,25917,23272,787332.3,3866882.0637,409109.5,2006935.3152,378222.8,1859946.7485
2024-12-19,4.732,4.837,4.246,4.386,4.733,4.837,4.246,4.386,69919,35862,34057,1752153.1,7991887.2683,875549.6,3991412.0369,876603.5,4000475.2314
2024-12-20,4.386,4.61,3.916,4.553,4.389,4.61,3.916,4.553,68331,30555,37776,1271068.7,5396940.8675,605068.2,2565604.9634,666000.5,2831335.9041
2024-12-21,4.553,4.811,4.275,4.344,4.55,4.811,4.275,4.344,28637,11689,16948,591309.0,2659372.6956,273673.6,1229536.0192,317635.4,1429836.6764
2024-12-22,4.344,4.737,4.306,4.508,4.347,4.737,4.306,4.508,63697,37044,26653,1599413.3,7202555.8181,821489.7,3700195.3631,777923.6,3502360.455
2024-12-23,4.508,4.835,4.352,4.759,4.508,4.835,4.352,4.759,33318,14221,19097,591020.5,2705629.3163,271789.7,1245018.2372,319230.8,1460611.0791
2024-12-24,4.759,5.002,4.69,4.922,4.759,5.002,4.69,4.922,30763,14931,15832,591174.4,2862113.7681,287374.4,1390404.6318,303800.0,1471709.1363
2024-12-25,4.922,4.935,4.703,4.753,4.92,4.935,4.703,4.753,21705,6326,15379,312835.6,1515909.8885,109409.2,529714.8288,203426.4,986195.0597
2024-12-26,4.753,4.784,4.363,4.438,4.753,4.784,4.363,4.438,12602,5743,6859,249823.8,1127491.454,113343.0,510092.4213,136480.8,617399.0327
2024-12-27,4.438,4.663,4.384,4.508,4.439,4.663,4.384,4.508,16677,8330,8347,346420.8,1569372.3364,168206.4,761460.806,178214.4,807911.5304
2024-12-28,4.508,4.827,4.492,4.802,4.509,4.827,4.492,4.802,26711,15000,11711,453216.9,2094011.0841,235047.8,1085710.5702,218169.1,1008300.5139
2024-12-29,4.802,4.802,4.483,4.532,4.802,4.802,4.483,4.532,17748,9789,7959,323697.3,1506624.9568,172714.4,802715.6441,150982.9,703909.3127
2024-12-30,4.532,4.709,4.405,4.512,4.531,4.709,4.405,4.512,23709,12321,11388,379963.4,1733052.7426,177879.2,811385.45,202084.2,921667.2926
2024-12-31,4.512,4.613,4.407,4.462,4.513,4.613,4.407,4.462,15401,7394,8007,283875.4,1272884.7219,154857.6,693210.0179,129017.8,579674.704
