TIMESTAMP,MIGMIG34983_OPEN_PRICE_USD,MIGMIG34983_HIGH_PRICE_USD,MIGMIG34983_LOW_PRICE_USD,MIGMIG34983_CLOSE_PRICE_USD,MIGMIG34983_VOLUME_USD,MIGMIG34983_DIVIDENDS_USD,MIGMIG34983_STOCK_SPLITS_USD
2025-03-27 00:00:00+00:00,6.600000051548705e-05,7.100000220816582e-05,6.600000051548705e-05,7.100000220816582e-05,12387,0.0,0.0
2025-03-28 00:00:00+00:00,7.100000220816582e-05,7.200000254670158e-05,6.0999998822808266e-05,6.299999949987978e-05,17255,0.0,0.0
2025-03-29 00:00:00+00:00,6.299999949987978e-05,6.399999983841553e-05,5.0999999075429514e-05,5.400000009103678e-05,16645,0.0,0.0
2025-03-30 00:00:00+00:00,5.400000009103678e-05,5.700000110664405e-05,5.0999999075429514e-05,5.0999999075429514e-05,7468,0.0,0.0
2025-03-31 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.8000001697801054e-05,5.0999999075429514e-05,7635,0.0,0.0
2025-04-01 00:00:00+00:00,5.0999999075429514e-05,6.299999949987978e-05,4.999999873689376e-05,5.900000178371556e-05,112,0.0,0.0
2025-04-02 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,5.199999941396527e-05,5.199999941396527e-05,2026,0.0,0.0
2025-04-03 00:00:00+00:00,5.199999941396527e-05,5.199999941396527e-05,4.999999873689376e-05,5.199999941396527e-05,164,0.0,0.0
2025-04-04 00:00:00+00:00,5.199999941396527e-05,6.299999949987978e-05,5.199999941396527e-05,6.199999916134402e-05,107,0.0,0.0
2025-04-05 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,5.199999941396527e-05,5.2999999752501026e-05,207,0.0,0.0
2025-04-06 00:00:00+00:00,5.2999999752501026e-05,5.500000042957254e-05,4.099999932805076e-05,4.199999966658652e-05,13235,0.0,0.0
2025-04-07 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,3.600000127335079e-05,4.099999932805076e-05,16071,0.0,0.0
2025-04-08 00:00:00+00:00,4.099999932805076e-05,4.5000000682193786e-05,3.9999998989515007e-05,4.199999966658652e-05,15514,0.0,0.0
2025-04-09 00:00:00+00:00,4.199999966658652e-05,4.70000013592653e-05,3.9999998989515007e-05,4.199999966658652e-05,16138,0.0,0.0
2025-04-10 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.899999865097925e-05,4.199999966658652e-05,5765,0.0,0.0
2025-04-11 00:00:00+00:00,4.199999966658652e-05,4.8000001697801054e-05,4.199999966658652e-05,4.8000001697801054e-05,2717,0.0,0.0
2025-04-12 00:00:00+00:00,4.8000001697801054e-05,5.500000042957254e-05,4.70000013592653e-05,5.400000009103678e-05,9428,0.0,0.0
2025-04-13 00:00:00+00:00,5.400000009103678e-05,5.500000042957254e-05,4.999999873689376e-05,5.0999999075429514e-05,8730,0.0,0.0
2025-04-14 00:00:00+00:00,5.0999999075429514e-05,5.500000042957254e-05,5.0999999075429514e-05,5.199999941396527e-05,3764,0.0,0.0
2025-04-15 00:00:00+00:00,5.199999941396527e-05,5.900000178371556e-05,5.199999941396527e-05,5.2999999752501026e-05,46,0.0,0.0
2025-04-16 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,4.8999998398358e-05,5.199999941396527e-05,6607,0.0,0.0
2025-04-17 00:00:00+00:00,5.199999941396527e-05,5.400000009103678e-05,5.0999999075429514e-05,5.2999999752501026e-05,24,0.0,0.0
2025-04-18 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,5.199999941396527e-05,5.199999941396527e-05,70,0.0,0.0
2025-04-19 00:00:00+00:00,5.199999941396527e-05,5.400000009103678e-05,5.199999941396527e-05,5.2999999752501026e-05,875,0.0,0.0
2025-04-20 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,4.999999873689376e-05,5.0999999075429514e-05,186,0.0,0.0
2025-04-21 00:00:00+00:00,5.0999999075429514e-05,5.199999941396527e-05,4.999999873689376e-05,4.999999873689376e-05,10,0.0,0.0
2025-04-22 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.3000000005122274e-05,4.600000102072954e-05,6327,0.0,0.0
2025-04-23 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,4.199999966658652e-05,4.3000000005122274e-05,31,0.0,0.0
2025-04-24 00:00:00+00:00,4.3000000005122274e-05,4.3000000005122274e-05,4.099999932805076e-05,4.3000000005122274e-05,18,0.0,0.0
2025-04-25 00:00:00+00:00,4.3000000005122274e-05,4.3000000005122274e-05,4.199999966658652e-05,4.199999966658652e-05,11,0.0,0.0
2025-04-26 00:00:00+00:00,4.199999966658652e-05,4.5000000682193786e-05,4.199999966658652e-05,4.400000034365803e-05,1534,0.0,0.0
2025-04-27 00:00:00+00:00,4.400000034365803e-05,4.5000000682193786e-05,4.3000000005122274e-05,4.3000000005122274e-05,20,0.0,0.0
2025-04-28 00:00:00+00:00,4.3000000005122274e-05,4.400000034365803e-05,3.899999865097925e-05,4.099999932805076e-05,54,0.0,0.0
2025-04-29 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,4.099999932805076e-05,4.099999932805076e-05,35,0.0,0.0
2025-04-30 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.899999865097925e-05,3.9999998989515007e-05,174,0.0,0.0
2025-05-01 00:00:00+00:00,3.9999998989515007e-05,4.199999966658652e-05,3.9999998989515007e-05,4.099999932805076e-05,1,0.0,0.0
2025-05-02 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,3.899999865097925e-05,3.899999865097925e-05,30,0.0,0.0
2025-05-03 00:00:00+00:00,3.899999865097925e-05,4.199999966658652e-05,3.899999865097925e-05,4.199999966658652e-05,44,0.0,0.0
2025-05-04 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.899999865097925e-05,3.899999865097925e-05,75,0.0,0.0
2025-05-05 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.7999998312443495e-05,3.7999998312443495e-05,40,0.0,0.0
2025-05-06 00:00:00+00:00,3.7999998312443495e-05,3.899999865097925e-05,3.199999991920777e-05,3.5000000934815034e-05,145,0.0,0.0
2025-05-07 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,2.300000051036477e-05,2.9000000722589903e-05,7768,0.0,0.0
2025-05-08 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,1.4000000192027073e-05,1.4000000192027073e-05,310,0.0,0.0
2025-05-09 00:00:00+00:00,1.4000000192027073e-05,2.5999999706982635e-05,1.4000000192027073e-05,2.5999999706982635e-05,8451,0.0,0.0
2025-05-10 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,1.9999999494757503e-05,2.099999983329326e-05,76,0.0,0.0
2025-05-11 00:00:00+00:00,2.099999983329326e-05,2.499999936844688e-05,2.099999983329326e-05,2.4000000848900527e-05,38,0.0,0.0
2025-05-12 00:00:00+00:00,2.4000000848900527e-05,2.8000000384054147e-05,2.099999983329326e-05,2.099999983329326e-05,59,0.0,0.0
2025-05-13 00:00:00+00:00,2.099999983329326e-05,2.5999999706982635e-05,2.099999983329326e-05,2.5999999706982635e-05,1,0.0,0.0
2025-05-14 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.300000051036477e-05,2.300000051036477e-05,678,0.0,0.0
2025-05-15 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.300000051036477e-05,2.300000051036477e-05,4,0.0,0.0
2025-05-16 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,2.2000000171829015e-05,2.499999936844688e-05,225,0.0,0.0
2025-05-17 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.300000051036477e-05,2.4000000848900527e-05,26,0.0,0.0
2025-05-18 00:00:00+00:00,2.4000000848900527e-05,2.9999999242136255e-05,2.4000000848900527e-05,2.9999999242136255e-05,2314,0.0,0.0
2025-05-19 00:00:00+00:00,2.9999999242136255e-05,4.3000000005122274e-05,2.9999999242136255e-05,4.3000000005122274e-05,4440,0.0,0.0
2025-05-20 00:00:00+00:00,4.3000000005122274e-05,5.199999941396527e-05,3.400000059627928e-05,4.199999966658652e-05,8996,0.0,0.0
2025-05-21 00:00:00+00:00,4.199999966658652e-05,4.5000000682193786e-05,4.099999932805076e-05,4.3000000005122274e-05,1669,0.0,0.0
2025-05-22 00:00:00+00:00,4.3000000005122274e-05,4.5000000682193786e-05,3.7000001611886546e-05,3.7000001611886546e-05,2607,0.0,0.0
2025-05-23 00:00:00+00:00,3.7000001611886546e-05,4.3000000005122274e-05,3.5000000934815034e-05,4.099999932805076e-05,199,0.0,0.0
2025-05-24 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,3.9999998989515007e-05,4.099999932805076e-05,47,0.0,0.0
2025-05-25 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,2.9999999242136255e-05,2.9999999242136255e-05,9844,0.0,0.0
2025-05-26 00:00:00+00:00,2.9999999242136255e-05,3.300000025774352e-05,2.4000000848900527e-05,2.5999999706982635e-05,178,0.0,0.0
2025-05-27 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.5999999706982635e-05,2.700000004551839e-05,63,0.0,0.0
2025-05-28 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,1.8999999156221747e-05,1.8999999156221747e-05,3633,0.0,0.0
2025-05-29 00:00:00+00:00,1.8999999156221747e-05,2.700000004551839e-05,1.5999999959603883e-05,1.8000000636675395e-05,7391,0.0,0.0
2025-05-30 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,842,0.0,0.0
2025-05-31 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.700000029813964e-05,1.8000000636675395e-05,12,0.0,0.0
2025-06-01 00:00:00+00:00,1.7657926946412772e-05,1.9791741578956135e-05,1.7356289390590973e-05,1.831984263844788e-05,238,0.0,0.0
