TIMESTAMP,MYSTERY_OPEN_PRICE_USD,MYSTERY_HIGH_PRICE_USD,MYSTERY_LOW_PRICE_USD,MYSTERY_CLOSE_PRICE_USD,MYSTERY_VOLUME_USD,MYSTERY_DIVIDENDS_USD,MYSTERY_STOCK_SPLITS_USD
2025-05-11 00:00:00+00:00,,,,0.0,1688766,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,1710169,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,1501338,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,1409897,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,1358518,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,1310725,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,1217813,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,1294371,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,1196255,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,1187593,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,1197130,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,1218402,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,1082264,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,1022255,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,1141184,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,1133118,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,1300502,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,1043430,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,967222,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,990610,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,962019,0.0,0.0
2025-06-01 00:00:00+00:00,2.843627999737919e-09,3.14570103299161e-09,2.7169624328138298e-09,2.733427040269021e-09,984144,0.0,0.0
