TIMESTAMP,STX_OPEN_PRICE_USD,STX_HIGH_PRICE_USD,STX_LOW_PRICE_USD,STX_CLOSE_PRICE_USD
2018-04-14,0.2687,0.2746,0.2579,0.2716
2018-04-15,0.2712,0.2817,0.268,0.2793
2018-04-16,0.2793,0.2808,0.2644,0.2715
2018-04-17,0.2715,0.299,0.265,0.2987
2018-04-18,0.2987,0.3141,0.2917,0.3125
2018-04-19,0.3131,0.3688,0.3116,0.367
2018-04-20,0.3673,0.4,0.3623,0.3901
2018-04-21,0.3887,0.3999,0.3744,0.3861
2018-04-22,0.389,0.45,0.3711,0.3994
2018-04-23,0.3992,0.419,0.39,0.3923
2018-04-24,0.3911,0.4333,0.366,0.4134
2018-04-25,0.4112,0.414,0.3362,0.3625
2018-04-26,0.361,0.3779,0.3495,0.3775
2018-04-27,0.3775,0.3896,0.361,0.3692
2018-04-28,0.3691,0.3971,0.337,0.3837
2018-04-29,0.3828,0.3911,0.3651,0.3781
2018-04-30,0.3773,0.3863,0.3627,0.3642
2018-05-01,0.3638,0.374,0.3495,0.3695
2018-05-02,0.3697,0.397,0.363,0.3955
2018-05-03,0.3953,0.437,0.3885,0.435
2018-05-04,0.4359,0.5152,0.4178,0.4739
2018-05-05,0.4746,0.6999,0.45,0.68
2018-05-06,0.68,1.08,0.6638,0.9366
2018-05-07,0.9371,1.04,0.7444,0.803
2018-05-08,0.801,0.8485,0.6725,0.7046
2018-05-09,0.7041,0.8159,0.6,0.7609
2018-05-10,0.7597,0.7767,0.665,0.6652
2018-05-11,0.6653,0.6979,0.5397,0.5481
2018-05-12,0.5415,0.5681,0.5,0.5376
2018-05-13,0.5376,0.6644,0.5255,0.6341
2018-05-14,0.6359,0.6366,0.5644,0.5938
2018-05-15,0.5955,0.6219,0.5392,0.5484
2018-05-16,0.5494,0.5623,0.5238,0.5528
2018-05-17,0.5528,0.5842,0.5338,0.5361
2018-05-18,0.5419,0.5482,0.5139,0.5402
2018-05-19,0.5398,0.628,0.5335,0.598
2018-05-20,0.598,0.6855,0.5947,0.6318
2018-05-21,0.6344,0.6371,0.568,0.5729
2018-05-22,0.5729,0.5999,0.494,0.5279
2018-05-23,0.5279,0.54,0.455,0.4568
2018-05-24,0.4568,0.478,0.4183,0.4583
2018-05-25,0.4583,0.4694,0.4353,0.4449
2018-05-26,0.4441,0.4615,0.4411,0.4499
2018-05-27,0.4499,0.4576,0.4269,0.4478
2018-05-28,0.4478,0.5162,0.4,0.4381
2018-05-29,0.4381,0.4887,0.4368,0.4829
2018-05-30,0.4829,0.4967,0.431,0.4558
2018-05-31,0.4558,0.4698,0.431,0.4589
2018-06-01,0.4589,0.4795,0.4519,0.4653
2018-06-02,0.4649,0.4775,0.3962,0.4572
2018-06-03,0.4572,0.498,0.4324,0.4713
2018-06-04,0.4708,0.4739,0.4248,0.4464
2018-06-05,0.4464,0.4664,0.4395,0.457
2018-06-06,0.4568,0.4615,0.4289,0.4418
2018-06-07,0.4418,0.4493,0.3764,0.3854
2018-06-08,0.3854,0.4065,0.3587,0.3608
2018-06-09,0.3608,0.3807,0.3474,0.3642
2018-06-10,0.3642,0.3645,0.2939,0.3006
2018-06-11,0.2999,0.3116,0.2819,0.308
2018-06-12,0.3128,0.3128,0.2906,0.2917
2018-06-13,0.2917,0.2917,0.2461,0.2589
2018-06-14,0.2589,0.2854,0.2589,0.283
2018-06-15,0.283,0.283,0.2598,0.2614
2018-06-16,0.2614,0.2691,0.2612,0.2614
2018-06-17,0.2615,0.2617,0.2573,0.2601
2018-06-18,0.2601,0.271,0.2538,0.2629
2018-06-19,0.2629,0.2647,0.2586,0.2643
2018-06-20,0.2643,0.2695,0.2594,0.2613
2018-06-21,0.2609,0.2609,0.2393,0.2406
2018-06-22,0.2403,0.2403,0.2045,0.2079
2018-06-23,0.2077,0.2133,0.1973,0.2055
2018-06-24,0.2058,0.208,0.1819,0.1945
2018-06-25,0.1945,0.2055,0.1945,0.2038
2018-06-26,0.204,0.204,0.1935,0.195
2018-06-27,0.1952,0.197,0.1898,0.1914
2018-06-28,0.1914,0.1914,0.1655,0.1736
2018-06-29,0.1735,0.1874,0.1735,0.1802
2018-06-30,0.1802,0.1869,0.1764,0.1811
2018-07-01,0.1811,0.1833,0.1769,0.1816
2018-07-02,0.1819,0.1915,0.1819,0.1907
2018-07-03,0.1907,0.1969,0.1875,0.1937
2018-07-04,0.1936,0.1976,0.1934,0.1966
2018-07-05,0.1964,0.209,0.1941,0.1994
2018-07-06,0.1994,0.2041,0.1959,0.1959
2018-07-07,0.1959,0.2067,0.1959,0.2035
2018-07-08,0.2035,0.2106,0.202,0.2103
2018-07-09,0.2102,0.2109,0.2051,0.2075
2018-07-10,0.2075,0.2075,0.1878,0.196
2018-07-11,0.196,0.3358,0.1955,0.3318
2018-07-12,0.3318,0.3965,0.2252,0.391
2018-07-13,0.391,0.4552,0.366,0.3692
2018-07-14,0.3694,0.4393,0.3062,0.425
2018-07-15,0.4249,0.5031,0.3886,0.403
2018-07-16,0.4032,0.4984,0.4032,0.437
2018-07-17,0.437,0.4806,0.423,0.426
2018-07-18,0.4262,0.4663,0.3869,0.4138
2018-07-19,0.4133,0.4332,0.4067,0.4098
2018-07-20,0.4096,0.4096,0.2682,0.2773
2018-07-21,0.2773,0.3167,0.2773,0.3043
2018-07-22,0.3043,0.3047,0.2822,0.2832
2018-07-23,0.2831,0.2957,0.2545,0.2632
2018-07-24,0.2632,0.3057,0.2632,0.2938
2018-07-25,0.2939,0.2939,0.2817,0.2877
2018-07-26,0.2877,0.2877,0.2718,0.2777
2018-07-27,0.2776,0.2879,0.2776,0.2808
2018-07-28,0.2808,0.2881,0.2808,0.2825
2018-07-29,0.2825,0.2876,0.2745,0.2792
2018-07-30,0.2791,0.2791,0.2462,0.2534
2018-07-31,0.2535,0.2535,0.2085,0.2114
2018-08-01,0.2114,0.2131,0.1802,0.2068
2018-08-02,0.2068,0.2095,0.202,0.2029
2018-08-03,0.2029,0.2061,0.1844,0.1846
2018-08-04,0.1845,0.1848,0.1734,0.1835
2018-08-05,0.1835,0.1857,0.1803,0.1824
2018-08-06,0.1827,0.1875,0.1778,0.1826
2018-08-07,0.1826,0.1826,0.1675,0.1708
2018-08-08,0.1708,0.1708,0.1425,0.1449
2018-08-09,0.1449,0.1628,0.143,0.1479
2018-08-10,0.1479,0.1479,0.1286,0.1298
2018-08-11,0.1297,0.132,0.1229,0.1239
2018-08-12,0.1237,0.1313,0.1192,0.1206
2018-08-13,0.1206,0.1216,0.09677,0.1014
2018-08-14,0.1014,0.1014,0.07861,0.08475
2018-08-15,0.08419,0.08822,0.08044,0.08295
2018-08-16,0.08307,0.08784,0.08208,0.08626
2018-08-17,0.08626,0.09432,0.08626,0.09392
2018-08-18,0.09373,0.09373,0.08443,0.08795
2018-08-19,0.08795,0.09019,0.08795,0.08895
2018-08-20,0.08895,0.0896,0.08515,0.08884
2018-08-21,0.08885,0.09282,0.08885,0.09276
2018-08-22,0.09276,0.09276,0.08531,0.08626
2018-08-23,0.08626,0.09011,0.08626,0.08854
2018-08-24,0.08854,0.09554,0.08854,0.09493
2018-08-25,0.09486,0.1079,0.08653,0.08923
2018-08-26,0.08923,0.08923,0.07621,0.08219
2018-08-27,0.08233,0.08921,0.08233,0.0861
2018-08-28,0.0861,0.08971,0.08354,0.08616
2018-08-29,0.08616,0.08709,0.08237,0.08477
2018-08-30,0.0849,0.0849,0.08049,0.08161
2018-08-31,0.08161,0.08327,0.07926,0.08004
2018-09-01,0.08004,0.08478,0.08004,0.08241
2018-09-02,0.08241,0.08528,0.07812,0.0817
2018-09-03,0.0817,0.09109,0.08033,0.08877
2018-09-04,0.0884,0.09669,0.0884,0.09028
2018-09-05,0.09028,0.09028,0.07597,0.0761
2018-09-06,0.0761,0.07662,0.07304,0.07603
2018-09-07,0.07603,0.0763,0.07348,0.07521
2018-09-08,0.07523,0.07608,0.07099,0.07273
2018-09-09,0.07273,0.07374,0.07149,0.07343
2018-09-10,0.07343,0.07482,0.07172,0.07222
2018-09-11,0.07216,0.07372,0.06856,0.06881
2018-09-12,0.06881,0.07091,0.06515,0.06812
2018-09-13,0.06812,0.07368,0.06812,0.07323
2018-09-14,0.07323,0.07641,0.07161,0.07368
2018-09-15,0.07367,0.07866,0.07363,0.0765
2018-09-16,0.07651,0.09246,0.07465,0.08635
2018-09-17,0.08635,0.08635,0.07689,0.07814
2018-09-18,0.07814,0.08016,0.06765,0.07717
2018-09-19,0.07717,0.08114,0.07717,0.07954
2018-09-20,0.07954,0.08666,0.07954,0.08471
2018-09-21,0.08471,0.09048,0.08471,0.09034
2018-09-22,0.09034,0.09081,0.08597,0.08805
2018-09-23,0.08805,0.09082,0.08727,0.09062
2018-09-24,0.09062,0.09217,0.08611,0.08947
2018-09-25,0.08947,0.08947,0.08092,0.08215
2018-09-26,0.08144,0.08763,0.08072,0.08692
2018-09-27,0.08692,0.09093,0.08692,0.08886
2018-09-28,0.08886,0.08886,0.0844,0.08526
2018-09-29,0.08526,0.08889,0.08466,0.08816
2018-09-30,0.08816,0.09055,0.08763,0.08949
2018-10-01,0.08949,0.08989,0.08837,0.08916
2018-10-02,0.08916,0.08916,0.08411,0.08444
2018-10-03,0.08444,0.09329,0.08258,0.09213
2018-10-04,0.09213,0.1117,0.08942,0.1058
2018-10-05,0.1058,0.1067,0.0924,0.09565
2018-10-06,0.09565,0.09565,0.0918,0.092
2018-10-07,0.092,0.09255,0.09017,0.09063
2018-10-08,0.09064,0.09177,0.08891,0.09044
2018-10-09,0.09044,0.09145,0.08794,0.0886
2018-10-10,0.0886,0.08884,0.08661,0.087
2018-10-11,0.087,0.087,0.07681,0.07706
2018-10-12,0.07706,0.0782,0.07632,0.07676
2018-10-13,0.07678,0.07859,0.07652,0.07778
2018-10-14,0.07778,0.08035,0.07778,0.07872
2018-10-15,0.07872,0.08437,0.07872,0.08014
2018-10-16,0.08015,0.08387,0.07939,0.08367
2018-10-17,0.08367,0.08889,0.07239,0.07699
2018-10-18,0.07701,0.07701,0.06035,0.07177
2018-10-19,0.07177,0.07233,0.06204,0.0676
2018-10-20,0.0676,0.06997,0.06614,0.06835
2018-10-21,0.06835,0.07245,0.06425,0.06549
2018-10-22,0.06549,0.06652,0.05978,0.06256
2018-10-23,0.06257,0.06781,0.06224,0.06541
2018-10-24,0.06542,0.06567,0.05893,0.06353
2018-10-25,0.06353,0.06392,0.06185,0.06295
2018-10-26,0.06295,0.06315,0.05941,0.06134
2018-10-27,0.06134,0.06386,0.06024,0.06024
2018-10-28,0.06024,0.06471,0.05824,0.06471
2018-10-29,0.06471,0.06471,0.05683,0.06314
2018-10-30,0.06314,0.06314,0.05047,0.05678
2018-10-31,0.05678,0.05708,0.05074,0.05708
2018-11-01,0.05709,0.05743,0.05105,0.05743
2018-11-02,0.05743,0.06395,0.05116,0.05755
2018-11-03,0.05755,0.05755,0.05101,0.05739
2018-11-04,0.05739,0.0582,0.0388,0.05174
2018-11-05,0.05174,0.0579,0.04504,0.04504
2018-11-06,0.04503,0.05832,0.03888,0.04536
2018-11-07,0.04536,0.05224,0.03918,0.04571
2018-11-08,0.04572,0.05157,0.03868,0.04512
2018-11-09,0.04512,0.04512,0.03827,0.03827
2018-11-10,0.03827,0.04477,0.03827,0.03838
2018-11-11,0.03838,0.05127,0.03838,0.04486
2018-11-12,0.04486,0.04486,0.03188,0.03825
2018-11-13,0.03825,0.03825,0.0317,0.0317
2018-11-14,0.0317,0.03445,0.02297,0.03445
2018-11-15,0.03444,0.03444,0.02259,0.02259
2018-11-16,0.02259,0.03352,0.02235,0.02793
