TIMESTAMP,DGB_OPEN_PRICE_USDT,DGB_HIGH_PRICE_USDT,DGB_LOW_PRICE_USDT,DGB_CLOSE_PRICE_USDT,DGB_FIRST_TRADE_PRICE_USDT,DGB_HIGH_TRADE_PRICE_USDT,DGB_LOW_TRADE_PRICE_USDT,DGB_LAST_TRADE_PRICE_USDT,DGB_TOTAL_TRADE_COUNT,DGB_TOTAL_TRADES_BUY,DGB_TOTAL_TRADES_SELL,DGB_VOLUME_USDT,DGB_QUOTE_VOLUME,DGB_VOLUME_BUY,DGB_QUOTE_VOLUME_BUY,DGB_VOLUME_SELL,DGB_QUOTE_VOLUME_SELL
2020-09-15,0.02169,0.02234,0.02077,0.02083,0.02178,0.02234,0.02077,0.02083,2611,1226,1385,14459172.3,312950.628442,5732542.7,124129.013755,8726629.6,188821.614687
2020-09-16,0.02083,0.02625,0.02065,0.02625,0.02085,0.02625,0.02065,0.02625,14970,8391,6579,104911085.5,2549360.062985,56246969.2,1367984.023702,48664116.3,1181376.039283
2020-09-17,0.02625,0.0266,0.02351,0.02454,0.02625,0.0266,0.02351,0.02454,5397,2819,2578,37825106.6,939785.006522,17802683.7,444725.521751,20022422.9,495059.484771
2020-09-18,0.02454,0.02463,0.02282,0.02367,0.02454,0.02463,0.02282,0.02367,3198,1430,1768,17035242.0,403027.876454,6808528.6,160926.753455,10226713.4,242101.122999
2020-09-19,0.02367,0.02762,0.02301,0.02678,0.02371,0.02762,0.02301,0.02678,10048,5602,4446,56600789.4,1460622.610675,28109462.9,728860.313019,28491326.5,731762.297656
2020-09-20,0.02678,0.02976,0.02551,0.02961,0.02682,0.02976,0.02551,0.02961,12770,6652,6118,78686518.7,2159212.791309,38847747.5,1067021.981115,39838771.2,1092190.810194
2020-09-21,0.02961,0.03214,0.0265,0.02707,0.02958,0.03214,0.0265,0.02707,31156,16747,14409,215558859.9,6314692.446151,105981386.8,3114989.729971,109577473.1,3199702.71618
2020-09-22,0.02707,0.02879,0.02623,0.028,0.02706,0.02879,0.02623,0.028,7812,4035,3777,50154689.1,1363202.873889,23064633.2,627295.570598,27090055.9,735907.303291
2020-09-23,0.028,0.0299,0.02324,0.02378,0.028,0.0299,0.02324,0.02378,11143,5954,5189,74221148.4,1965341.416902,34667769.9,926697.176249,39553378.5,1038644.240653
2020-09-24,0.02378,0.02549,0.02298,0.025,0.02383,0.02549,0.02298,0.025,8383,4644,3739,77334464.1,1870774.158717,41698629.5,1007505.24327,35635834.6,863268.915447
2020-09-25,0.025,0.02514,0.02396,0.02486,0.025,0.02514,0.02396,0.02486,3867,1978,1889,24937557.9,615136.065802,12828162.7,317454.719788,12109395.2,297681.346014
2020-09-26,0.02486,0.0259,0.02369,0.02439,0.02488,0.0259,0.02369,0.02439,5289,2684,2605,33150417.2,821703.94448,16180439.3,402416.776014,16969977.9,419287.168466
2020-09-27,0.02439,0.0247,0.02328,0.02409,0.02437,0.0247,0.02328,0.02409,3068,1513,1555,18707176.7,448162.773853,10177140.8,243839.992573,8530035.9,204322.78128
2020-09-28,0.02409,0.02711,0.02346,0.0247,0.0241,0.02711,0.02346,0.0247,6441,3427,3014,36418377.2,902424.259129,18122710.6,449971.430792,18295666.6,452452.828337
2020-09-29,0.0247,0.0255,0.02371,0.02471,0.02472,0.0255,0.02371,0.02471,3662,1743,1919,16514860.5,403444.916572,7555179.0,184983.811239,8959681.5,218461.105333
2020-09-30,0.02471,0.02745,0.02379,0.02657,0.02457,0.02745,0.02379,0.02657,8101,4209,3892,47280366.3,1191269.842264,21740781.3,550175.264678,25539585.0,641094.577586
2020-10-01,0.02657,0.02996,0.02399,0.0266,0.02657,0.02996,0.02399,0.0266,13415,7199,6216,77113233.9,2114715.59358,36587975.3,1006770.579878,40525258.6,1107945.013702
2020-10-02,0.0266,0.02829,0.02468,0.02563,0.02658,0.02829,0.02468,0.02563,6407,3538,2869,36450141.8,942241.723955,18175442.3,470330.054064,18274699.5,471911.669891
2020-10-03,0.02563,0.02623,0.02503,0.0259,0.02565,0.02623,0.02503,0.0259,2767,1468,1299,15903106.6,406411.059612,7245991.6,185435.130028,8657115.0,220975.929584
2020-10-04,0.0259,0.02709,0.02547,0.02647,0.02583,0.02709,0.02547,0.02647,3748,2056,1692,18224558.8,478330.233567,6953581.5,183041.911507,11270977.3,295288.32206
2020-10-05,0.02647,0.02673,0.02525,0.02562,0.02648,0.02673,0.02525,0.02562,2266,1102,1164,10919708.0,282257.606583,4381847.3,113279.496237,6537860.7,168978.110346
2020-10-06,0.02562,0.02585,0.02368,0.0241,0.02561,0.02585,0.02368,0.0241,3725,1789,1936,18263936.7,451933.226912,7424458.2,183878.481782,10839478.5,268054.74513
2020-10-07,0.0241,0.02447,0.02315,0.02397,0.02408,0.02447,0.02315,0.02397,3437,1770,1667,19756187.4,470490.780819,9791742.3,232896.1521,9964445.1,237594.628719
2020-10-08,0.02397,0.02548,0.02345,0.02463,0.02397,0.02548,0.02345,0.02463,2927,1514,1413,15336876.6,372011.005638,7374732.8,179354.677453,7962143.8,192656.328185
2020-10-09,0.02463,0.0264,0.0234,0.02503,0.02459,0.0264,0.0234,0.02503,3903,2148,1755,17614997.2,436253.028336,8892685.4,220804.893816,8722311.8,215448.13452
2020-10-10,0.02503,0.02598,0.02489,0.02517,0.02502,0.02598,0.02489,0.02517,2823,1424,1399,11210313.8,285301.482634,5139265.3,131054.851567,6071048.5,154246.631067
2020-10-11,0.02517,0.02552,0.02498,0.02514,0.0253,0.02552,0.02498,0.02514,1462,704,758,6417340.9,161756.505189,2884722.4,72859.774657,3532618.5,88896.730532
2020-10-12,0.02514,0.02575,0.02437,0.02527,0.02513,0.02575,0.02437,0.02527,2683,1360,1323,12057209.7,302736.857224,6365744.6,159979.719865,5691465.1,142757.137359
2020-10-13,0.02527,0.02531,0.0238,0.0243,0.02518,0.02531,0.0238,0.0243,2701,1220,1481,13823314.2,338011.996052,5747512.0,140648.789185,8075802.2,197363.206867
2020-10-14,0.0243,0.02494,0.0235,0.0239,0.02421,0.02494,0.0235,0.0239,2348,1141,1207,10189877.0,244407.646524,3941067.3,94829.70503,6248809.7,149577.941494
2020-10-15,0.0239,0.02471,0.02339,0.02411,0.02399,0.02471,0.02339,0.02411,1848,954,894,8847021.0,211003.732016,4429255.7,105829.179449,4417765.3,105174.552567
2020-10-16,0.02411,0.02525,0.0232,0.0234,0.02421,0.02525,0.0232,0.0234,2436,1171,1265,9319839.8,223078.724484,4330189.3,104265.034619,4989650.5,118813.689865
2020-10-17,0.0234,0.02363,0.0226,0.02291,0.0234,0.02363,0.0226,0.02291,2016,959,1057,10381725.9,240472.625997,4715626.2,109322.316248,5666099.7,131150.309749
2020-10-18,0.02291,0.02344,0.02265,0.02286,0.02295,0.02344,0.02265,0.02286,1618,811,807,8277264.8,190892.057634,4029867.1,93085.354489,4247397.7,97806.703145
2020-10-19,0.02286,0.0234,0.02195,0.02276,0.02281,0.0234,0.02195,0.02276,2725,1339,1386,13570007.6,307194.991338,5951444.1,134777.040805,7618563.5,172417.950533
2020-10-20,0.02276,0.02304,0.02079,0.0214,0.02268,0.02304,0.02079,0.0214,5129,2429,2700,28532153.3,614180.704405,12705227.0,274020.957254,15826926.3,340159.747151
2020-10-21,0.0214,0.02224,0.02086,0.02142,0.02141,0.02224,0.02086,0.02142,4953,2421,2532,31375377.0,674426.188531,14558870.7,313583.396381,16816506.3,360842.79215
2020-10-22,0.02142,0.02353,0.02128,0.02311,0.02142,0.02353,0.02128,0.02311,5413,2906,2507,26780060.4,596539.251722,14507665.5,323853.726971,12272394.9,272685.524751
2020-10-23,0.02311,0.024,0.02154,0.02195,0.0231,0.024,0.02154,0.02195,2919,1337,1582,16273464.5,359992.333458,6510323.0,144360.771981,9763141.5,215631.561477
2020-10-24,0.02195,0.02226,0.021,0.02152,0.02189,0.02226,0.021,0.02152,3909,1891,2018,21480708.9,461102.580861,9897257.3,213201.715749,11583451.6,247900.865112
2020-10-25,0.02152,0.022,0.02072,0.02113,0.02153,0.022,0.02072,0.02113,3639,1790,1849,21563871.0,458454.648506,10356360.1,220643.07099,11207510.9,237811.577516
2020-10-26,0.02113,0.0214,0.02005,0.02034,0.02113,0.0214,0.02005,0.02034,3182,1524,1658,17531479.2,363137.617379,7263674.6,150242.630985,10267804.6,212894.986394
2020-10-27,0.02034,0.02095,0.01891,0.01944,0.02033,0.02095,0.01891,0.01944,6224,3109,3115,41433800.2,821433.325715,18091706.4,359934.039271,23342093.8,461499.286444
2020-10-28,0.01944,0.02222,0.01856,0.02144,0.01942,0.02222,0.01856,0.02144,9132,4561,4571,55232508.9,1127573.566508,26761346.5,549072.323646,28471162.4,578501.242862
2020-10-29,0.02144,0.02286,0.0198,0.02003,0.02151,0.02286,0.0198,0.02003,10659,5307,5352,61719420.0,1313710.395057,30408816.5,647675.202186,31310603.5,666035.192871
2020-10-30,0.02003,0.02048,0.019,0.01985,0.02004,0.02048,0.019,0.01985,3523,1561,1962,19601290.0,385650.588853,8789685.9,173492.841962,10811604.1,212157.746891
2020-10-31,0.01985,0.02012,0.019,0.01976,0.0198,0.02012,0.019,0.01976,2564,1229,1335,16215750.9,319258.32177,7128617.1,140627.168523,9087133.8,178631.153247
2020-11-01,0.01976,0.02073,0.01967,0.02054,0.01974,0.02073,0.01967,0.02054,2318,1136,1182,11460384.8,231297.660535,5644507.8,113897.64579,5815877.0,117400.014745
2020-11-02,0.02054,0.02073,0.01956,0.02008,0.02045,0.02073,0.01956,0.02008,2141,947,1194,16023263.8,324007.607388,5321692.7,107216.129676,10701571.1,216791.477712
2020-11-03,0.02008,0.02008,0.01806,0.01872,0.02001,0.02001,0.01806,0.01872,4871,2339,2532,29904262.0,565744.880359,11618388.8,220757.318102,18285873.2,344987.562257
2020-11-04,0.01872,0.0205,0.0186,0.01937,0.01872,0.0205,0.0186,0.01937,3314,1616,1698,17303391.1,333529.554537,9722121.0,187915.910255,7581270.1,145613.644282
2020-11-05,0.01937,0.01993,0.01888,0.01977,0.01945,0.01993,0.01888,0.01977,3335,1680,1655,23171396.2,451163.255331,10515687.6,205213.371159,12655708.6,245949.884172
2020-11-06,0.01977,0.0223,0.0196,0.02142,0.01972,0.0223,0.0196,0.02142,6646,3685,2961,33315082.7,687194.735336,18481988.5,382432.237914,14833094.2,304762.497422
2020-11-07,0.02142,0.0223,0.01908,0.02017,0.02152,0.0223,0.01908,0.02017,6130,2978,3152,39774569.4,834103.519842,18482057.9,387837.915163,21292511.5,446265.604679
2020-11-08,0.02017,0.02195,0.01951,0.02112,0.02028,0.02195,0.01951,0.02112,4490,2202,2288,27953121.0,582577.396494,14871635.4,310099.719849,13081485.6,272477.676645
2020-11-09,0.02112,0.0219,0.02021,0.02093,0.0211,0.0219,0.02021,0.02093,3462,1624,1838,18023480.4,380072.435734,8929229.5,188868.824249,9094250.9,191203.611485
2020-11-10,0.02093,0.02123,0.02,0.02011,0.02088,0.02123,0.02,0.02011,3519,1531,1988,24494262.6,501734.817221,8271009.6,169687.382826,16223253.0,332047.434395
2020-11-11,0.02011,0.0204,0.01942,0.01964,0.02008,0.0204,0.01942,0.01964,3770,1757,2013,23127527.9,462469.58317,10001937.0,200501.062064,13125590.9,261968.521106
2020-11-12,0.01964,0.01995,0.01904,0.01938,0.01965,0.01995,0.01904,0.01938,3529,1772,1757,23332432.5,453059.767155,10233362.3,199220.104013,13099070.2,253839.663142
2020-11-13,0.01938,0.01995,0.01907,0.01974,0.01937,0.01995,0.01907,0.01974,2911,1340,1571,19720220.4,384583.265746,8378001.8,163811.853262,11342218.6,220771.412484
2020-11-14,0.01974,0.01985,0.0185,0.01896,0.01973,0.01985,0.0185,0.01896,2734,1252,1482,18870924.9,359881.825966,8504883.9,162287.006272,10366041.0,197594.819694
2020-11-15,0.01896,0.01938,0.018,0.01855,0.01908,0.01938,0.018,0.01855,3099,1522,1577,25488613.0,477890.420783,9871538.4,185326.058824,15617074.6,292564.361959
2020-11-16,0.01855,0.01925,0.01843,0.01901,0.01863,0.01925,0.01843,0.01901,2804,1344,1460,20410684.8,385546.710338,9284605.6,175768.427583,11126079.2,209778.282755
2020-11-17,0.01901,0.02225,0.01877,0.02071,0.01901,0.02225,0.01877,0.02071,9116,4498,4618,58793047.6,1181617.902251,30107414.4,610327.16209,28685633.2,571290.740161
2020-11-18,0.02071,0.02295,0.02015,0.02149,0.02069,0.02295,0.02015,0.02149,15987,8293,7694,84279539.3,1796336.184042,44252386.9,946681.491075,40027152.4,849654.692967
2020-11-19,0.02149,0.02211,0.02025,0.0209,0.02146,0.02211,0.02025,0.0209,5732,2793,2939,30028989.3,634889.837244,14504723.3,307952.788276,15524266.0,326937.048968
2020-11-20,0.0209,0.022,0.02069,0.02088,0.02094,0.022,0.02069,0.02088,7885,3673,4212,45116264.6,955671.625925,18049149.3,383350.915836,27067115.3,572320.710089
2020-11-21,0.02088,0.024,0.02045,0.02321,0.02094,0.024,0.02045,0.02321,13427,6923,6504,65249835.0,1434557.545119,33495894.4,737592.993648,31753940.6,696964.551471
2020-11-22,0.02321,0.02337,0.021,0.02213,0.02321,0.02337,0.021,0.02213,10059,4783,5276,47919992.5,1055665.466814,20073526.3,443495.170494,27846466.2,612170.29632
2020-11-23,0.02213,0.0241,0.0215,0.02364,0.02213,0.0241,0.0215,0.02364,11088,5679,5409,53428832.0,1227187.618231,27045755.4,621569.352865,26383076.6,605618.265366
2020-11-24,0.02364,0.02645,0.02177,0.02596,0.0236,0.02645,0.02177,0.02596,21247,10865,10382,85557302.7,2100697.712579,42864272.5,1056179.883831,42693030.2,1044517.828748
2020-11-25,0.02596,0.03015,0.02488,0.02661,0.02596,0.03015,0.02488,0.02661,26828,13771,13057,113314959.0,3139534.351824,57525846.4,1599071.061078,55789112.6,1540463.290746
2020-11-26,0.02661,0.02674,0.02046,0.02295,0.02655,0.02674,0.02046,0.02295,16421,8075,8346,93699269.7,2113479.727733,41561586.6,937295.743671,52137683.1,1176183.984062
2020-11-27,0.02295,0.0238,0.02059,0.02186,0.02293,0.0238,0.02059,0.02186,6085,3009,3076,31645491.2,694755.261483,15189208.4,334781.755817,16456282.8,359973.505666
2020-11-28,0.02186,0.02339,0.02088,0.0227,0.02186,0.02339,0.02088,0.0227,6650,3434,3216,35733385.5,792662.037226,19764408.7,436663.085987,15968976.8,355998.951239
2020-11-29,0.0227,0.0242,0.02198,0.0237,0.0227,0.0242,0.02198,0.0237,6860,3546,3314,35089942.9,819584.353163,18147136.7,423925.847438,16942806.2,395658.505725
2020-11-30,0.0237,0.0248,0.02355,0.02384,0.02381,0.0248,0.02355,0.02384,8039,3995,4044,40566416.8,978100.26901,18812103.1,454686.629135,21754313.7,523413.639875
2020-12-01,0.02384,0.02425,0.022,0.02272,0.02383,0.02425,0.022,0.02272,9203,4463,4740,50871323.3,1187797.859664,23437008.4,547178.921509,27434314.9,640618.938155
2020-12-02,0.02272,0.02413,0.0224,0.02344,0.0227,0.02413,0.0224,0.02344,5057,2649,2408,23712981.4,554561.83587,11854929.5,277972.746587,11858051.9,276589.089283
2020-12-03,0.02344,0.02402,0.02278,0.02316,0.02343,0.02402,0.02278,0.02316,5444,2604,2840,27403801.4,641051.058189,12727611.8,298677.05265,14676189.6,342374.005539
2020-12-04,0.02316,0.0239,0.02121,0.02145,0.02312,0.0239,0.02121,0.02145,7346,3433,3913,38137847.8,862882.42308,16143800.0,365098.601338,21994047.8,497783.821742
2020-12-05,0.02145,0.02279,0.02125,0.02221,0.02145,0.02279,0.02125,0.02221,3331,1703,1628,14466344.2,320806.289448,6883333.2,152976.794921,7583011.0,167829.494527
2020-12-06,0.02221,0.02247,0.02101,0.02172,0.02226,0.02247,0.02101,0.02172,5095,2481,2614,24940960.6,539768.280306,11546387.7,250186.059481,13394572.9,289582.220825
2020-12-07,0.02172,0.02215,0.02097,0.02138,0.02171,0.02215,0.02097,0.02138,5804,2923,2881,31009291.1,662450.645157,14925346.4,319754.675143,16083944.7,342695.970014
2020-12-08,0.02138,0.02139,0.01948,0.01972,0.02129,0.02139,0.01948,0.01972,7619,3631,3988,49200149.4,1004908.973637,19893969.3,408259.891976,29306180.1,596649.081661
2020-12-09,0.01972,0.02065,0.01931,0.02034,0.01971,0.02065,0.01931,0.02034,6796,3250,3546,42012530.7,845087.517492,18340434.9,369985.168849,23672095.8,475102.348643
2020-12-10,0.02034,0.02071,0.01944,0.01977,0.02032,0.02071,0.01944,0.01977,3686,1765,1921,21566229.4,429359.776899,8227861.4,164528.051948,13338368.0,264831.724951
2020-12-11,0.01977,0.02021,0.01875,0.01942,0.0198,0.02021,0.01875,0.01942,4663,2109,2554,29562462.7,574526.619865,12422823.8,242104.996958,17139638.9,332421.622907
