TIMESTAMP,QTUM_CLOSE_PRICE_USD,QTUM_OPEN_PRICE_USD,QTUM_HIGH_PRICE_USD,QTUM_LOW_PRICE_USD
2018-04-02,14.1602,13.3487,14.4536,13.2216
2018-04-03,14.9412,14.1602,14.9959,14.0954
2018-04-04,13.5258,14.9415,14.9455,13.3886
2018-04-05,13.379,13.5237,13.5294,12.8974
2018-04-06,12.7518,13.3896,13.4945,12.5904
2018-04-07,13.0711,12.7518,13.4069,12.7337
2018-04-08,13.3753,13.0711,13.4998,13.0478
2018-04-09,13.3911,13.3753,14.672,13.0278
2018-04-10,13.3979,13.3911,13.5337,12.9014
2018-04-11,14.3834,13.3897,14.4647,13.3401
2018-04-12,16.5441,14.3755,16.8536,13.6457
2018-04-13,15.5843,16.5241,17.5209,15.4595
2018-04-14,15.8153,15.5842,16.3054,15.3805
2018-04-15,16.8099,15.8153,17.0677,15.7896
2018-04-16,16.5917,16.8099,16.9063,15.5572
2018-04-17,16.2443,16.6061,16.9378,16.0787
2018-04-18,17.4807,16.2443,17.587,16.2327
2018-04-19,18.468,17.4807,18.5018,17.3688
2018-04-20,20.2347,18.5161,20.5406,18.029
2018-04-21,19.2861,20.2483,20.6098,17.9325
2018-04-22,19.1029,19.2861,19.8563,18.5904
2018-04-23,20.4553,19.1176,20.6787,19.1176
2018-04-24,22.6755,20.4553,23.8593,20.4223
2018-04-25,19.0828,22.6746,22.6746,18.2987
2018-04-26,20.9257,19.0976,20.9691,18.4308
2018-04-27,19.7141,20.944,21.2024,19.6933
2018-04-28,21.5773,19.7141,21.9637,19.5439
2018-04-29,22.989,21.578,23.5973,20.2391
2018-04-30,22.3709,22.99,25.7154,21.6487
2018-05-01,21.9946,22.3709,22.4221,20.5311
2018-05-02,22.2992,21.972,22.4552,21.3918
2018-05-03,22.8022,22.2991,23.3468,21.7756
2018-05-04,22.0862,22.7945,23.7366,21.6336
2018-05-05,22.4841,22.0862,22.9688,21.9675
2018-05-06,22.888,22.469,23.9108,21.4984
2018-05-07,21.4059,22.8815,22.9238,20.5897
2018-05-08,20.6899,21.3946,21.4397,20.344
2018-05-09,19.9524,20.7026,20.704,19.0531
2018-05-10,18.3722,19.9106,20.1344,18.3272
2018-05-11,15.9553,18.3284,18.4015,15.4719
2018-05-12,16.0988,15.9603,16.7423,14.2342
2018-05-13,17.199,16.0947,17.853,15.6658
2018-05-14,17.6212,17.199,18.7528,16.0505
2018-05-15,16.784,17.6208,18.3781,16.655
2018-05-16,16.3995,16.7841,16.8061,15.7402
2018-05-17,15.3752,16.3995,16.9458,15.1278
2018-05-18,15.9192,15.3696,16.0247,14.9199
2018-05-19,16.0544,15.9199,16.2894,15.4214
2018-05-20,16.7509,16.0544,17.1237,15.8503
2018-05-21,16.0728,16.7504,16.8851,15.9869
2018-05-22,14.8942,16.0741,16.1658,14.8878
2018-05-23,13.2349,14.8937,15.0684,13.0905
2018-05-24,13.8833,13.2349,14.1219,12.5786
2018-05-25,13.2308,13.8888,13.9227,12.9782
2018-05-26,13.2141,13.2256,13.638,13.0504
2018-05-27,13.1811,13.2141,13.2306,12.8841
2018-05-28,12.1259,13.1661,13.3084,12.1081
2018-05-29,13.1497,12.1241,13.4338,11.9889
2018-05-30,13.048,13.1512,13.5371,12.7437
2018-05-31,13.3513,13.0257,13.6068,12.9124
2018-06-01,14.337,13.3523,14.4898,13.1922
2018-06-02,14.5253,14.3801,14.7655,14.2585
2018-06-03,14.6297,14.5284,14.8547,14.3469
2018-06-04,13.5929,14.6297,14.7881,13.3835
2018-06-05,13.8948,13.5929,13.9488,13.1023
2018-06-06,13.5994,13.8859,13.9306,13.3958
2018-06-07,13.5242,13.6233,13.8638,13.4941
2018-06-08,13.3166,13.5247,13.6688,13.132
2018-06-09,13.0626,13.3203,13.4514,13.0417
2018-06-10,11.3672,13.0641,13.0863,11.1317
2018-06-11,11.9178,11.3758,11.9268,11.1339
2018-06-12,11.1447,11.9179,12.6575,10.9432
2018-06-13,10.4989,11.1447,11.3084,10.0472
2018-06-14,11.0753,10.4957,11.2464,10.3362
2018-06-15,10.5784,11.0783,11.0955,10.5267
2018-06-16,10.5929,10.5711,10.6929,10.2759
2018-06-17,10.4254,10.5934,10.6933,10.4172
2018-06-18,10.591,10.4248,10.7341,10.0562
2018-06-19,10.6857,10.588,10.8521,10.3203
2018-06-20,10.4051,10.6843,10.7042,10.0228
2018-06-21,10.219,10.4066,10.6399,10.1307
2018-06-22,8.8488,10.2185,10.2415,8.721
2018-06-23,8.8195,8.8488,9.0415,8.5287
2018-06-24,8.0343,8.8226,8.8403,7.4358
2018-06-25,8.3021,8.0245,8.4469,7.775
2018-06-26,8.2056,8.3008,9.4034,7.9403
2018-06-27,8.8083,8.2031,9.3765,8.1185
2018-06-28,7.7823,8.8054,8.841,7.7282
2018-06-29,8.1576,7.7823,8.3028,7.5766
2018-06-30,8.4972,8.1474,8.7524,8.1412
2018-07-01,8.5312,8.4987,8.8804,8.303
2018-07-02,9.1693,8.5312,9.3272,8.3505
2018-07-03,8.7838,9.1693,9.4885,8.7355
2018-07-04,8.9159,8.7838,9.2763,8.5104
2018-07-05,8.6878,8.9159,9.2191,8.4678
2018-07-06,8.9512,8.6878,9.054,8.3769
2018-07-07,9.1624,8.9512,9.5228,8.7803
2018-07-08,8.8795,9.171,9.2591,8.8697
2018-07-09,8.5046,8.8807,9.1956,8.4939
2018-07-10,7.7915,8.5046,8.564,7.7768
2018-07-11,7.8165,7.7882,7.9255,7.5945
2018-07-12,7.5027,7.8165,7.9119,7.3036
2018-07-13,7.6446,7.5027,7.7571,7.4793
2018-07-14,7.6546,7.6446,7.7852,7.4591
2018-07-15,7.8386,7.6629,7.9187,7.6555
2018-07-16,8.3815,7.8386,8.3996,7.7969
2018-07-17,8.8384,8.3815,8.9905,8.0424
2018-07-18,8.5804,8.8384,9.1223,8.4498
2018-07-19,8.3894,8.5828,8.7425,8.2726
2018-07-20,7.7242,8.3894,8.3933,7.6611
2018-07-21,7.806,7.7242,7.9823,7.4362
2018-07-22,7.7945,7.806,8.3321,7.754
2018-07-23,7.8136,7.7945,8.2643,7.7259
2018-07-24,8.1876,7.8136,8.2541,7.608
2018-07-25,8.0657,8.1876,8.3475,7.9085
2018-07-26,7.7707,8.0665,8.2699,7.6632
2018-07-27,7.8876,7.7721,7.958,7.6059
2018-07-28,7.7646,7.8876,7.968,7.6068
2018-07-29,7.7105,7.7646,7.8946,7.617
2018-07-30,7.4104,7.7105,7.7716,7.1672
2018-07-31,6.8739,7.4104,7.4352,6.7921
2018-08-01,6.8157,6.8739,6.8926,6.523
2018-08-02,6.4077,6.8157,6.9602,6.3595
2018-08-03,6.3114,6.4077,6.4174,5.9397
2018-08-04,6.2814,6.3114,6.6541,6.1433
2018-08-05,6.4951,6.2814,6.5761,6.2725
2018-08-06,6.425,6.4951,6.8263,6.3094
2018-08-07,6.0357,6.4328,6.4978,6.008
2018-08-08,5.2407,6.0324,6.053,5.0964
2018-08-09,5.3831,5.2411,5.512,5.1019
2018-08-10,4.9935,5.3831,5.4996,4.9605
2018-08-11,4.6668,4.9935,4.9995,4.4489
2018-08-12,4.6081,4.6668,4.9424,4.5903
2018-08-13,4.1638,4.6081,4.7087,4.1067
2018-08-14,4.4472,4.1606,4.5789,3.5771
2018-08-15,4.4508,4.4448,4.7339,4.3213
2018-08-16,4.3602,4.4508,4.5149,4.2946
2018-08-17,5.0091,4.3602,5.0236,4.3595
2018-08-18,4.5141,5.0091,5.2049,4.3168
2018-08-19,4.5939,4.5068,4.7043,4.4242
2018-08-20,4.0998,4.5939,4.8247,4.0998
2018-08-21,4.2669,4.0998,4.338,4.0329
2018-08-22,4.0663,4.2669,4.5294,3.9964
2018-08-23,4.1651,4.0682,4.1964,4.0192
2018-08-24,4.2082,4.1651,4.2254,4.0646
2018-08-25,4.1985,4.2082,4.4811,4.1444
2018-08-26,4.1129,4.1947,4.2049,4.0162
2018-08-27,4.4943,4.1129,4.5497,4.0815
2018-08-28,4.8012,4.4943,4.9162,4.4292
2018-08-29,4.8125,4.8012,5.2343,4.6207
2018-08-30,4.659,4.8194,4.9488,4.4163
2018-08-31,4.712,4.659,4.8588,4.5388
2018-09-01,4.909,4.712,5.0558,4.7028
2018-09-02,4.7744,4.909,5.0967,4.5924
2018-09-03,4.7085,4.7744,4.9579,4.6058
2018-09-04,4.7566,4.7133,4.9741,4.7053
2018-09-05,3.8802,4.7566,4.9865,3.8756
2018-09-06,4.0184,3.8808,4.0357,3.5396
2018-09-07,3.8705,4.0184,4.08,3.7562
2018-09-08,3.6183,3.8705,4.1191,3.5594
2018-09-09,3.5952,3.6188,3.8644,3.5836
2018-09-10,3.5604,3.5955,3.8791,3.4812
2018-09-11,3.3893,3.5561,3.8734,3.2624
2018-09-12,3.3449,3.3893,3.7076,3.094
2018-09-13,3.5009,3.3449,3.5683,3.3426
2018-09-14,3.4136,3.5009,4.0845,3.3293
2018-09-15,3.4932,3.4087,4.1266,3.3959
2018-09-16,3.4517,3.4932,3.4932,3.3736
2018-09-17,3.1539,3.4517,3.4788,3.1188
2018-09-18,3.2761,3.1539,3.7496,3.1518
2018-09-19,3.3079,3.2761,3.8946,3.1632
2018-09-20,3.5565,3.3079,3.9853,3.3024
2018-09-21,4.0496,3.5565,4.226,3.5554
2018-09-22,3.7557,4.0496,4.0943,3.6669
2018-09-23,4.1543,3.7557,4.6122,3.7557
2018-09-24,3.7965,4.1543,4.3404,3.7753
2018-09-25,3.6859,3.7965,4.0652,3.4588
2018-09-26,3.6127,3.6816,3.954,3.5902
2018-09-27,3.9957,3.6127,4.1615,3.5457
2018-09-28,3.8569,3.9957,4.1807,3.797
2018-09-29,3.8584,3.8569,4.1107,3.7911
2018-09-30,3.8612,3.8584,4.2237,3.8001
2018-10-01,3.8476,3.8612,4.2885,3.7341
2018-10-02,3.7225,3.8476,4.3681,3.2712
2018-10-03,3.5865,3.7225,3.9409,3.1875
2018-10-04,3.9121,3.6046,4.3931,3.1647
2018-10-05,3.6616,3.9121,4.1317,3.1798
2018-10-06,3.635,3.7183,4.0786,3.2133
2018-10-07,3.4865,3.6253,3.7822,3.1902
2018-10-08,4.0107,3.4865,4.1769,3.1715
2018-10-09,3.5002,4.0107,4.2523,3.2642
2018-10-10,4.0182,3.4726,4.1683,3.2636
2018-10-11,3.7702,4.0428,4.0755,3.2456
2018-10-12,3.4336,3.7614,4.0024,3.2013
2018-10-13,3.4911,3.4244,3.6422,3.1427
2018-10-14,3.6227,3.4816,4.0993,3.1487
2018-10-15,3.8909,3.6322,4.0849,3.4503
2018-10-16,3.7018,3.8909,4.4158,3.3754
2018-10-17,4.1481,3.7018,4.1994,3.6166
2018-10-18,4.029,4.1409,4.9574,3.8404
2018-10-19,4.0947,4.029,4.2903,3.7886
2018-10-20,4.0529,4.0856,4.1536,3.8337
2018-10-21,4.2721,4.062,4.4642,3.8587
2018-10-22,4.1972,4.2721,4.6979,3.5515
2018-10-23,3.9091,4.2371,4.3533,3.638
2018-10-24,4.2353,3.9091,4.3483,3.5258
2018-10-25,4.1069,4.2353,4.3183,3.7456
2018-10-26,4.0551,4.1131,4.1569,3.8118
2018-10-27,4.1311,4.0551,4.1758,3.8816
2018-10-28,3.9617,4.1306,4.2714,3.7802
2018-10-29,3.7629,3.9539,4.1915,3.4459
2018-10-30,3.6818,3.7686,3.9426,3.3642
2018-10-31,3.9085,3.6818,4.0152,3.374
2018-11-01,3.9064,3.9095,4.0011,3.6319
2018-11-02,3.9405,3.9064,4.0081,3.6567
2018-11-03,3.8916,3.9405,3.9687,3.6462
2018-11-04,4.0041,3.8916,4.1539,3.6882
2018-11-05,3.8896,4.0041,4.0091,3.8757
2018-11-06,4.0634,3.8896,4.2306,3.7037
2018-11-07,4.1302,4.0634,4.3174,3.8586
2018-11-08,3.9735,4.1302,4.15,3.7693
2018-11-09,3.914,3.9735,4.1506,3.7443
2018-11-10,4.1101,3.9023,4.151,3.6616
2018-11-11,3.666,4.0833,4.3,3.6191
2018-11-12,3.8343,3.6639,4.0598,3.646
2018-11-13,3.831,3.8343,3.8746,3.7005
2018-11-14,3.4352,3.8309,3.8377,3.1515
2018-11-15,3.2416,3.4354,3.4572,2.9056
2018-11-16,3.1477,3.2415,3.2719,2.9539
2018-11-17,3.1537,3.1477,3.1669,2.9656
2018-11-18,3.3221,3.1496,3.4445,2.8614
2018-11-19,2.652,3.3174,3.3592,2.3879
2018-11-20,2.4744,2.6388,2.7744,2.2701
2018-11-21,2.5061,2.4741,2.5626,2.3507
2018-11-22,2.3562,2.5061,2.5405,2.3463
2018-11-23,2.3554,2.3562,2.3903,2.2237
2018-11-24,2.1574,2.3554,2.4336,2.1021
2018-11-25,2.1154,2.1575,2.1806,1.893
2018-11-26,1.9587,2.1154,2.1823,1.907
2018-11-27,1.974,1.9589,2.001,1.8271
2018-11-28,2.1766,1.9748,2.2653,1.9701
2018-11-29,2.162,2.1735,2.2997,2.0771
2018-11-30,2.0468,2.1623,2.1681,1.9772
2018-12-01,2.138,2.0495,2.2003,2.0149
2018-12-02,2.1273,2.1366,2.1874,2.0103
2018-12-03,1.9393,2.1258,13.841,-3.8127
2018-12-04,1.9368,1.9376,2.0259,1.8754
2018-12-05,1.847,1.9444,1.9732,1.8216
2018-12-06,1.6286,1.8445,1.9448,1.6187
2018-12-07,1.5704,1.6281,1.6499,1.4588
2018-12-08,1.5941,1.5697,1.684,1.4978
2018-12-09,1.671,1.5941,1.7452,1.5607
2018-12-10,1.54,1.6806,1.8583,1.5123
2018-12-11,1.6,1.54,1.6989,1.4991
2018-12-12,1.6484,1.5887,1.7086,1.5624
2018-12-13,1.8151,1.6476,1.9877,1.5693
2018-12-14,1.6517,1.8141,1.828,1.6381
2018-12-15,1.7388,1.6527,1.7791,1.6015
2018-12-16,1.7442,1.7388,1.7872,1.6774
2018-12-17,2.0115,1.7459,2.2019,1.6775
2018-12-18,2.0519,2.0176,2.1332,1.9289
2018-12-19,2.1732,2.0567,2.5146,2.0189
2018-12-20,2.3661,2.1732,2.4057,2.112
2018-12-21,2.2185,2.3644,2.4438,2.1766
2018-12-22,2.347,2.2192,2.4254,2.1415
2018-12-23,2.7364,2.3501,2.7452,2.2938
2018-12-24,2.5276,2.735,2.9668,2.5156
2018-12-25,2.3979,2.528,2.617,2.2128
2018-12-26,2.3698,2.3979,2.4924,2.079
2018-12-27,2.0745,2.3639,2.4048,1.7199
2018-12-28,2.2367,2.0778,2.344,1.7916
2018-12-29,2.2581,2.2376,2.3812,2.0434
2018-12-30,2.2753,2.2624,2.326,1.8852
2018-12-31,2.1532,2.2735,2.3181,2.1236
2019-01-01,2.2249,2.1533,2.2332,2.1222
2019-01-02,2.2123,2.225,2.3419,1.8995
2019-01-03,1.9408,2.2123,2.3385,1.8617
2019-01-04,2.2075,1.9382,2.2504,1.9264
2019-01-05,2.2375,2.2064,2.3837,1.9337
2019-01-06,2.3161,2.2375,2.4664,2.1837
2019-01-07,2.2668,2.3161,2.3392,2.2376
2019-01-08,2.2037,2.2642,2.4567,1.844
2019-01-09,2.3897,2.2103,2.4709,1.9004
2019-01-10,2.0579,2.3919,2.5587,2.024
2019-01-11,2.1164,2.0575,2.2605,1.9833
2019-01-12,2.1892,2.1159,2.3746,1.964
2019-01-13,2.0168,2.1871,2.2736,1.989
2019-01-14,2.1671,2.0157,2.1739,1.9876
2019-01-15,2.0855,2.1664,2.1872,2.0238
2019-01-16,2.0713,2.0865,2.1153,2.0315
2019-01-17,2.1032,2.0738,2.1095,2.0375
2019-01-18,2.0697,2.1032,2.1074,2.0557
2019-01-19,2.128,2.0697,2.1485,2.0697
2019-01-20,2.0195,2.128,2.1351,1.9796
2019-01-21,2.0124,2.0185,2.0477,1.9886
2019-01-22,2.057,2.0124,2.0806,1.9727
2019-01-23,2.0376,2.0568,2.093,2.002
2019-01-24,2.0505,2.0371,2.0604,1.9285
2019-01-25,2.0555,2.0505,2.0652,2.0329
2019-01-26,2.052,2.0553,2.084,2.0415
2019-01-27,1.9859,2.0523,2.0662,1.9753
2019-01-28,1.8562,1.9859,1.9952,1.7796
2019-01-29,1.8441,1.8563,1.8824,1.785
2019-01-30,1.8806,1.8437,1.9006,1.801
2019-01-31,1.8362,1.8806,1.8996,1.8164
2019-02-01,1.8434,1.8362,1.8626,1.7886
2019-02-02,1.8734,1.8434,1.8771,1.8183
2019-02-03,1.8246,1.8734,1.8751,1.8143
2019-02-04,1.8192,1.8246,1.8373,1.7821
2019-02-05,1.8102,1.8192,1.8241,1.7924
2019-02-06,1.7428,1.8102,1.819,1.7085
2019-02-07,1.7645,1.7428,1.7909,1.7323
2019-02-08,1.9435,1.7646,1.9649,1.7427
2019-02-09,1.9446,1.9434,1.9703,1.9214
2019-02-10,1.9613,1.9446,1.9694,1.8696
2019-02-11,1.9183,1.9613,1.9638,1.8957
2019-02-12,1.9593,1.9193,1.9668,1.8919
2019-02-13,1.9152,1.9593,1.9791,1.9027
2019-02-14,1.887,1.9152,1.932,1.864
2019-02-15,1.9074,1.887,1.9594,1.8817
2019-02-16,1.9367,1.9074,1.978,1.9071
2019-02-17,1.9657,1.9367,1.9937,1.9201
2019-02-18,2.1267,1.9657,2.1896,1.9565
2019-02-19,2.1127,2.1267,2.2059,2.0838
2019-02-20,2.166,2.1127,2.168,2.0504
2019-02-21,2.0731,2.166,2.1808,2.0575
2019-02-22,2.1271,2.0731,2.147,2.0648
2019-02-23,2.3733,2.1272,2.4023,2.1108
2019-02-24,1.9984,2.3728,2.4944,1.9914
2019-02-25,2.0863,1.9984,2.1302,1.9975
2019-02-26,2.048,2.0863,2.1674,2.0384
2019-02-27,2.0688,2.048,2.2439,2.0121
2019-02-28,2.077,2.0689,2.0921,2.0346
2019-03-01,2.1175,2.077,2.1884,2.0746
2019-03-02,2.0609,2.1175,2.1298,2.0486
2019-03-03,2.0399,2.0607,2.0816,2.036
2019-03-04,1.9478,2.0399,2.0536,1.9061
2019-03-05,2.0656,1.9478,2.086,1.9375
2019-03-06,2.0513,2.0656,2.0802,2.0176
2019-03-07,2.0693,2.0513,2.1029,2.0431
2019-03-08,2.1008,2.0693,2.1722,2.0504
2019-03-09,2.1989,2.101,2.2236,2.078
2019-03-10,2.1341,2.1989,2.2031,2.1098
2019-03-11,2.0661,2.1341,2.1621,2.0389
2019-03-12,2.1527,2.0661,2.1813,2.0239
2019-03-13,2.1201,2.1527,2.197,2.0878
2019-03-14,2.6636,2.1201,2.9517,2.0623
2019-03-15,2.5349,2.6602,2.7028,2.3933
2019-03-16,2.4925,2.5331,2.5411,2.443
2019-03-17,2.5025,2.4924,2.6457,2.3639
2019-03-18,2.4614,2.5026,2.5596,2.4263
2019-03-19,2.4931,2.4614,2.5353,2.4528
2019-03-20,2.5134,2.493,2.6271,2.4223
2019-03-21,2.4681,2.5136,2.5976,2.3182
2019-03-22,2.5294,2.4681,2.5576,2.4194
2019-03-23,2.6726,2.5289,2.7168,2.519
2019-03-24,2.5967,2.674,2.6741,2.5594
2019-03-25,2.4764,2.5969,2.6521,2.4255
2019-03-26,2.4724,2.4765,2.4958,2.3714
2019-03-27,2.5909,2.4724,2.5981,2.4648
2019-03-28,2.6435,2.5909,2.7484,2.5299
