TIMESTAMP,WOLT_OPEN_PRICE_USD,WOLT_HIGH_PRICE_USD,WOLT_LOW_PRICE_USD,WOLT_CLOSE_PRICE_USD,WOLT_VOLUME_USD,WOLT_DIVIDENDS_USD,WOLT_STOCK_SPLITS_USD
2024-11-23 00:00:00+00:00,,,,0.0,1245,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,303,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,254,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,436,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,374,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,584,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,195,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,101,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,605,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,2591,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,57,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,109,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,1680,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,659,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,619,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,92,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,68,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,86,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,66,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,84,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,43,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,917,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,293,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,252,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,125,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,807,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,683,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,539,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,107,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,42,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,1597,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,590,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,377,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,709,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,756,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,5592,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,13170,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,179,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,284,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,202,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,189,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,62,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,36,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,767,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,1833,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,1016,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,1915,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,896,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,583,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,2372,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,1024,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,504,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,59,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,62,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,63,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,446,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,892,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-06-01 00:00:00+00:00,2.2769940447031622e-11,2.300318442671756e-11,2.2769940447031622e-11,2.300318442671756e-11,47,0.0,0.0
