TIMESTAMP,OG35847_OPEN_PRICE_USD,OG35847_HIGH_PRICE_USD,OG35847_LOW_PRICE_USD,OG35847_CLOSE_PRICE_USD,OG35847_VOLUME_USD,OG35847_DIVIDENDS_USD,OG35847_STOCK_SPLITS_USD
2025-04-22 00:00:00+00:00,0.0001049999991664663,0.00011000000085914508,8.70000003487803e-05,8.800000068731606e-05,5713,0.0,0.0
2025-04-23 00:00:00+00:00,8.800000068731606e-05,9.7999996796716e-05,8.800000068731606e-05,9.600000339560211e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,9.600000339560211e-05,9.899999713525176e-05,9.600000339560211e-05,9.7999996796716e-05,0,0.0,0.0
2025-04-25 00:00:00+00:00,9.7999996796716e-05,9.7999996796716e-05,9.300000237999484e-05,9.40000027185306e-05,0,0.0,0.0
2025-04-26 00:00:00+00:00,9.40000027185306e-05,9.40000027185306e-05,5.999999848427251e-05,7.200000254670158e-05,0,0.0,0.0
2025-04-27 00:00:00+00:00,7.200000254670158e-05,7.200000254670158e-05,5.2999999752501026e-05,5.700000110664405e-05,4283,0.0,0.0
2025-04-28 00:00:00+00:00,5.700000110664405e-05,6.399999983841553e-05,3.7000001611886546e-05,4.600000102072954e-05,11250,0.0,0.0
2025-04-29 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,3.600000127335079e-05,3.899999865097925e-05,0,0.0,0.0
2025-04-30 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.5000000934815034e-05,3.899999865097925e-05,0,0.0,0.0
2025-05-01 00:00:00+00:00,3.899999865097925e-05,4.600000102072954e-05,3.899999865097925e-05,4.600000102072954e-05,874,0.0,0.0
2025-05-02 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,4.600000102072954e-05,4.600000102072954e-05,0,0.0,0.0
2025-05-03 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,3.7999998312443495e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-04 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.9999998989515007e-05,4.099999932805076e-05,260,0.0,0.0
2025-05-05 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-05-06 00:00:00+00:00,3.899999865097925e-05,3.9999998989515007e-05,3.899999865097925e-05,3.9999998989515007e-05,0,0.0,0.0
2025-05-07 00:00:00+00:00,3.9999998989515007e-05,4.199999966658652e-05,3.9999998989515007e-05,4.199999966658652e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,4.199999966658652e-05,4.3000000005122274e-05,0,0.0,0.0
2025-05-09 00:00:00+00:00,4.3000000005122274e-05,4.8000001697801054e-05,4.3000000005122274e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-10 00:00:00+00:00,4.8000001697801054e-05,5.900000178371556e-05,4.600000102072954e-05,4.70000013592653e-05,0,0.0,0.0
2025-05-11 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.70000013592653e-05,4.70000013592653e-05,0,0.0,0.0
2025-05-12 00:00:00+00:00,4.70000013592653e-05,4.8999998398358e-05,4.70000013592653e-05,4.8999998398358e-05,286,0.0,0.0
2025-05-13 00:00:00+00:00,4.8999998398358e-05,5.199999941396527e-05,4.600000102072954e-05,5.199999941396527e-05,909,0.0,0.0
2025-05-14 00:00:00+00:00,5.199999941396527e-05,5.199999941396527e-05,5.0999999075429514e-05,5.0999999075429514e-05,0,0.0,0.0
2025-05-15 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.8000001697801054e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-16 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.600000102072954e-05,4.600000102072954e-05,0,0.0,0.0
2025-05-17 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,4.199999966658652e-05,4.199999966658652e-05,0,0.0,0.0
2025-05-18 00:00:00+00:00,4.199999966658652e-05,4.400000034365803e-05,4.199999966658652e-05,4.400000034365803e-05,0,0.0,0.0
2025-05-19 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.199999966658652e-05,4.199999966658652e-05,0,0.0,0.0
2025-05-20 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.7000001611886546e-05,3.899999865097925e-05,860,0.0,0.0
2025-05-21 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.7999998312443495e-05,3.7999998312443495e-05,531,0.0,0.0
2025-05-22 00:00:00+00:00,3.7999998312443495e-05,4.199999966658652e-05,3.7999998312443495e-05,4.199999966658652e-05,0,0.0,0.0
2025-05-23 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.899999865097925e-05,3.899999865097925e-05,101,0.0,0.0
2025-05-24 00:00:00+00:00,3.899999865097925e-05,3.9999998989515007e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-05-25 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.7999998312443495e-05,3.899999865097925e-05,202,0.0,0.0
2025-05-26 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-05-27 00:00:00+00:00,3.899999865097925e-05,3.9999998989515007e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-05-28 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-05-29 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-30 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-31 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-06-01 00:00:00+00:00,3.593913424992934e-05,3.593913424992934e-05,3.413006925256923e-05,3.413006925256923e-05,170,0.0,0.0
