TIMESTAMP,DESCI_OPEN_PRICE_USD,DESCI_HIGH_PRICE_USD,DESCI_LOW_PRICE_USD,DESCI_CLOSE_PRICE_USD,DESCI_VOLUME_USD,DESCI_DIVIDENDS_USD,DESCI_STOCK_SPLITS_USD
2024-12-30 00:00:00+00:00,,,,0.0,959,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,1197,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,341,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,2658,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,6986,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,4263,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,2001,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,1068,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,997,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,355,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,1529,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,3508,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,1197,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,626,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,1003,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,365,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,2276,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,625,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,491,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,225,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,1272,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,1384,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,2176,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,761,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,955,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,826,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,1369,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,267,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,128,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,711,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,80,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,85,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,52,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,116,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,79,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,363,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,280,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,255,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,86,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,77,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,230,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,3439,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,3294,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,1401,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,139,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,87,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,80,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,170,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,554,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,309,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,170,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,149,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,108,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,168,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,3039,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,758,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,295,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,106,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,1800,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,48,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,540,0.0,0.0
2025-06-01 00:00:00+00:00,2.9126199607536207e-13,2.9126199607536207e-13,2.912618605500905e-13,2.912618605500905e-13,1,0.0,0.0
