TIMESTAMP,RLC_CLOSE_PRICE_USD,RLC_OPEN_PRICE_USD,RLC_HIGH_PRICE_USD,RLC_LOW_PRICE_USD
2018-07-08,0.8062,0.8348,0.8357,0.8029
2018-07-09,0.8117,0.8062,0.8229,0.7983
2018-07-10,0.696,0.8117,0.8117,0.6875
2018-07-11,0.7306,0.696,0.7596,0.696
2018-07-12,0.6511,0.7306,0.7306,0.6479
2018-07-13,0.6755,0.6511,0.6882,0.6511
2018-07-14,0.6711,0.6755,0.6899,0.6695
2018-07-15,0.6931,0.6711,0.6945,0.6681
2018-07-16,0.7595,0.6931,0.7756,0.6903
2018-07-17,0.7983,0.7595,0.8172,0.7375
2018-07-18,0.8068,0.7983,0.842,0.7971
2018-07-19,0.7998,0.8068,0.8165,0.7825
2018-07-20,0.7133,0.7998,0.8032,0.712
2018-07-21,0.7145,0.7133,0.7145,0.6961
2018-07-22,0.7172,0.7145,0.7211,0.7046
2018-07-23,0.6789,0.7172,0.7471,0.6773
2018-07-24,0.6576,0.6789,0.6789,0.6284
2018-07-25,0.6595,0.6576,0.6837,0.6309
2018-07-26,0.6181,0.6595,0.6907,0.6163
2018-07-27,0.6253,0.6181,0.628,0.6071
2018-07-28,0.6347,0.6253,0.6371,0.6253
2018-07-29,0.6379,0.6347,0.6452,0.6301
2018-07-30,0.6593,0.6379,0.6697,0.6334
2018-07-31,0.5916,0.6593,0.6681,0.5893
2018-08-01,0.5224,0.5916,0.5916,0.5192
2018-08-02,0.4716,0.5224,0.5313,0.4698
2018-08-03,0.4574,0.4716,0.4749,0.4363
2018-08-04,0.4168,0.4574,0.4597,0.4148
2018-08-05,0.4456,0.4168,0.449,0.4127
2018-08-06,0.4267,0.4456,0.4474,0.4242
2018-08-07,0.4086,0.4267,0.4507,0.4086
2018-08-08,0.3678,0.4086,0.4086,0.3547
2018-08-09,0.3849,0.3678,0.3885,0.3606
2018-08-10,0.3531,0.3849,0.3863,0.3519
2018-08-11,0.3467,0.3531,0.3539,0.3365
2018-08-12,0.3553,0.3467,0.3583,0.3416
2018-08-13,0.3302,0.3553,0.3767,0.3193
2018-08-14,0.2868,0.3302,0.3302,0.2813
2018-08-15,0.3042,0.2868,0.3349,0.2868
2018-08-16,0.3006,0.3042,0.3083,0.2925
2018-08-17,0.3478,0.3006,0.367,0.3006
2018-08-18,0.3273,0.3478,0.3629,0.3232
2018-08-19,0.3442,0.3273,0.3475,0.3164
2018-08-20,0.3249,0.3442,0.3496,0.3241
2018-08-21,0.3422,0.3249,0.3444,0.3233
2018-08-22,0.3524,0.3422,0.4036,0.339
2018-08-23,0.398,0.3524,0.4152,0.3524
2018-08-24,0.4859,0.398,0.4883,0.3936
2018-08-25,0.465,0.4859,0.5042,0.463
2018-08-26,0.4421,0.465,0.4686,0.4316
2018-08-27,0.4375,0.4421,0.444,0.424
2018-08-28,0.4261,0.4375,0.449,0.4244
2018-08-29,0.405,0.4261,0.4278,0.3924
2018-08-30,0.4045,0.405,0.409,0.382
2018-08-31,0.4249,0.4045,0.4257,0.4008
2018-09-01,0.4454,0.4249,0.4524,0.421
2018-09-02,0.4228,0.4454,0.4471,0.421
2018-09-03,0.4198,0.4228,0.4228,0.4117
2018-09-04,0.4266,0.4216,0.4355,0.4199
2018-09-05,0.3457,0.4266,0.4283,0.3444
2018-09-06,0.3706,0.3457,0.3723,0.3173
2018-09-07,0.3727,0.3706,0.4121,0.3687
2018-09-08,0.3394,0.3727,0.3733,0.3377
2018-09-09,0.3453,0.3394,0.3594,0.334
2018-09-10,0.3379,0.3453,0.3497,0.3359
2018-09-11,0.3431,0.3379,0.3563,0.334
2018-09-12,0.3216,0.3431,0.3431,0.3118
2018-09-13,0.3418,0.3216,0.3462,0.3216
2018-09-14,0.3605,0.3418,0.375,0.3418
2018-09-15,0.3623,0.3605,0.3639,0.3527
2018-09-16,0.3681,0.3623,0.3699,0.3455
2018-09-17,0.3413,0.3681,0.374,0.3406
2018-09-18,0.3575,0.3413,0.3777,0.3398
2018-09-19,0.3624,0.3575,0.3667,0.3501
2018-09-20,0.3735,0.3624,0.3929,0.3589
2018-09-21,0.4023,0.3735,0.4039,0.3712
2018-09-22,0.3901,0.4023,0.4107,0.383
2018-09-23,0.3969,0.3901,0.4032,0.3887
2018-09-24,0.3726,0.3969,0.4032,0.3717
2018-09-25,0.3517,0.3726,0.3726,0.3449
2018-09-26,0.3722,0.3517,0.3727,0.3501
2018-09-27,0.3844,0.3722,0.3862,0.3634
2018-09-28,0.3942,0.3844,0.4365,0.3826
2018-09-29,0.3931,0.3942,0.3942,0.3755
2018-09-30,0.3967,0.3931,0.4079,0.3826
2018-10-01,0.3975,0.3967,0.4007,0.3926
2018-10-02,0.405,0.3975,0.4087,0.3967
2018-10-03,0.3953,0.405,0.406,0.3928
2018-10-04,0.4011,0.3953,0.4035,0.3925
2018-10-05,0.39,0.4011,0.4011,0.3865
2018-10-06,0.4014,0.39,0.402,0.3854
2018-10-07,0.4013,0.4014,0.4032,0.3976
2018-10-08,0.424,0.4013,0.4278,0.3952
2018-10-09,0.4226,0.424,0.4374,0.4205
2018-10-10,0.4352,0.4226,0.4352,0.41
2018-10-11,0.3577,0.4352,0.4352,0.3553
2018-10-12,0.3836,0.3577,0.3881,0.3456
2018-10-13,0.4223,0.3836,0.435,0.3817
2018-10-14,0.3981,0.4223,0.4389,0.3942
2018-10-15,0.4211,0.3981,0.4418,0.3961
2018-10-16,0.4273,0.4211,0.4392,0.4192
2018-10-17,0.4459,0.4273,0.4476,0.4254
2018-10-18,0.4418,0.4459,0.5139,0.4396
2018-10-19,0.4443,0.4418,0.4454,0.4344
2018-10-20,0.4665,0.4443,0.4813,0.4372
2018-10-21,0.4809,0.4665,0.4909,0.4659
2018-10-22,0.4697,0.4809,0.4932,0.4695
2018-10-23,0.5091,0.4697,0.5108,0.469
2018-10-24,0.5023,0.5091,0.5175,0.499
2018-10-25,0.5104,0.5023,0.5142,0.4929
2018-10-26,0.4991,0.5104,0.5147,0.497
2018-10-27,0.4517,0.4991,0.4991,0.4441
2018-10-28,0.4629,0.4517,0.4695,0.4508
2018-10-29,0.4233,0.4629,0.4629,0.4135
2018-10-30,0.4318,0.4233,0.4318,0.4233
2018-10-31,0.4401,0.4318,0.4401,0.4271
2018-11-01,0.4831,0.4401,0.5175,0.4401
2018-11-02,0.4707,0.4831,0.5068,0.4707
2018-11-03,0.4485,0.4707,0.4707,0.4466
2018-11-04,0.4412,0.4485,0.4523,0.4314
2018-11-05,0.4293,0.4412,0.4429,0.4271
2018-11-06,0.4373,0.4293,0.441,0.4207
2018-11-07,0.4425,0.4373,0.4446,0.4373
2018-11-08,0.4373,0.4425,0.4476,0.4353
2018-11-09,0.4189,0.4373,0.4373,0.4171
2018-11-10,0.4171,0.4189,0.4206,0.4124
2018-11-11,0.4043,0.4171,0.4171,0.4029
2018-11-12,0.4241,0.4043,0.4261,0.4043
2018-11-13,0.4124,0.4241,0.4241,0.4097
2018-11-14,0.3427,0.4124,0.421,0.3405
2018-11-15,0.3478,0.3427,0.3647,0.3212
2018-11-16,0.3653,0.3478,0.3747,0.3478
2018-11-17,0.3562,0.3653,0.3653,0.3449
2018-11-18,0.359,0.3562,0.36,0.3546
2018-11-19,0.2861,0.359,0.359,0.2742
2018-11-20,0.2621,0.2861,0.2861,0.2363
2018-11-21,0.2759,0.2621,0.2945,0.256
2018-11-22,0.2519,0.2759,0.2778,0.2511
2018-11-23,0.2454,0.2519,0.2519,0.2384
2018-11-24,0.2121,0.2454,0.2505,0.2102
2018-11-25,0.2054,0.2121,0.213,0.182
2018-11-26,0.1875,0.2054,0.2089,0.184
2018-11-27,0.2394,0.1875,0.2856,0.1867
2018-11-28,0.2579,0.2394,0.3967,0.2338
2018-11-29,0.2461,0.2579,0.276,0.243
2018-11-30,0.2223,0.2461,0.2472,0.2222
2018-12-01,0.2444,0.2223,0.2455,0.2223
2018-12-02,0.236,0.2444,0.2455,0.2332
2018-12-03,0.2132,0.236,0.2366,0.2131
2018-12-04,0.2233,0.2132,0.2236,0.2132
2018-12-05,0.2057,0.2233,0.2273,0.205
2018-12-06,0.189,0.2057,0.2089,0.1888
2018-12-07,0.1836,0.189,0.189,0.1721
2018-12-08,0.176,0.1836,0.1854,0.1723
2018-12-09,0.1888,0.176,0.1896,0.176
2018-12-10,0.1753,0.1888,0.1897,0.1744
2018-12-11,0.1696,0.1753,0.1753,0.1687
2018-12-12,0.1745,0.1696,0.1755,0.1689
2018-12-13,0.1686,0.1745,0.1851,0.1683
2018-12-14,0.1552,0.1686,0.1686,0.1545
2018-12-15,0.161,0.1552,0.1623,0.1494
2018-12-16,0.155,0.161,0.1614,0.1547
2018-12-17,0.1722,0.155,0.1736,0.155
2018-12-18,0.176,0.1722,0.1768,0.1695
2018-12-19,0.1811,0.176,0.1943,0.176
2018-12-20,0.1969,0.1811,0.2014,0.1803
2018-12-21,0.1855,0.1969,0.1996,0.1849
2018-12-22,0.195,0.1855,0.1951,0.1848
2018-12-23,0.199,0.195,0.2038,0.195
2018-12-24,0.2116,0.199,0.2256,0.199
2018-12-25,0.1871,0.2116,0.2116,0.1819
2018-12-26,0.1902,0.1871,0.1906,0.1854
2018-12-27,0.1714,0.1902,0.1908,0.1713
2018-12-28,0.1968,0.1714,0.1983,0.1702
2018-12-29,0.1888,0.1968,0.1987,0.1879
2018-12-30,0.1903,0.1888,0.1911,0.1828
2018-12-31,0.1803,0.1903,0.1906,0.1793
2019-01-01,0.1866,0.1803,0.1874,0.1796
2019-01-02,0.197,0.1866,0.1974,0.1866
2019-01-03,0.1886,0.197,0.197,0.1879
2019-01-04,0.1889,0.1886,0.1919,0.1873
2019-01-05,0.1936,0.1889,0.1959,0.1889
2019-01-06,0.2011,0.1936,0.2015,0.1915
2019-01-07,0.2075,0.2011,0.2083,0.2006
2019-01-08,0.2042,0.2075,0.2087,0.2025
2019-01-09,0.2053,0.2042,0.2069,0.2034
2019-01-10,0.1776,0.2053,0.2091,0.1772
2019-01-11,0.179,0.1776,0.1803,0.1768
2019-01-12,0.1813,0.179,0.1825,0.179
2019-01-13,0.1738,0.1813,0.1826,0.1738
2019-01-14,0.1839,0.1738,0.185,0.1738
2019-01-15,0.1961,0.1839,0.233,0.1839
2019-01-16,0.213,0.1961,0.2336,0.1961
2019-01-17,0.2039,0.213,0.2141,0.1979
2019-01-18,0.1957,0.2039,0.2052,0.1916
2019-01-19,0.2106,0.1957,0.2106,0.1945
2019-01-20,0.1903,0.2106,0.2106,0.1879
2019-01-21,0.1915,0.1903,0.1915,0.1843
2019-01-22,0.1954,0.1915,0.1954,0.1915
2019-01-23,0.1955,0.1954,0.1968,0.1954
2019-01-24,0.2169,0.1955,0.2169,0.1955
2019-01-25,0.2343,0.2169,0.2413,0.2169
2019-01-26,0.2425,0.2343,0.2454,0.2229
2019-01-27,0.2473,0.2425,0.2532,0.2307
2019-01-28,0.2473,0.2473,0.2473,0.2473
2019-01-29,0.2473,0.2473,0.2473,0.2473
2019-01-30,0.2473,0.2473,0.2473,0.2473
2019-01-31,0.2473,0.2473,0.2473,0.2473
2019-02-01,0.2473,0.2473,0.2473,0.2473
2019-03-19,0.2473,0.2473,0.2473,0.2473
2019-07-04,0.3536,0.3416,0.3607,0.3416
2019-07-05,0.347,0.3536,0.3544,0.3356
2019-07-06,0.3578,0.347,0.384,0.3127
2019-07-07,0.3558,0.3578,0.3714,0.3446
2019-07-08,0.3389,0.3558,0.3558,0.3315
2019-07-09,0.3336,0.3389,0.3637,0.3255
2019-07-10,0.2975,0.3336,0.3367,0.2811
2019-07-11,0.2766,0.2975,0.2975,0.276
2019-07-12,0.2958,0.2766,0.3149,0.2766
2019-07-13,0.304,0.2958,0.3325,0.2857
2019-07-14,0.283,0.304,0.3199,0.2769
2019-07-15,0.2839,0.283,0.2915,0.2711
2019-07-16,0.2624,0.2839,0.285,0.2624
2019-07-17,0.2576,0.2624,0.2713,0.2457
2019-07-18,0.2803,0.2576,0.288,0.2548
2019-07-19,0.2691,0.2803,0.2854,0.2656
2019-07-20,0.2701,0.2691,0.2864,0.2691
2019-07-21,0.2657,0.2701,0.2758,0.2657
2019-07-22,0.2746,0.2657,0.2746,0.2586
2019-07-23,0.257,0.2746,0.2746,0.257
2019-07-24,0.2739,0.257,0.2739,0.2305
2019-07-25,0.2927,0.2739,0.2927,0.2524
2019-07-26,0.2913,0.2927,0.3079,0.2761
2019-07-27,0.2872,0.2913,0.2986,0.2812
2019-07-28,0.285,0.2872,0.2923,0.2745
2019-07-29,0.3057,0.285,0.3233,0.2848
2019-07-30,0.2799,0.3057,0.3057,0.2768
2019-07-31,0.2657,0.2799,0.2799,0.2657
2019-08-01,0.3024,0.2657,0.3304,0.259
2019-08-02,0.2952,0.3024,0.34,0.2855
2019-08-03,0.2984,0.2952,0.3143,0.2893
2019-08-04,0.3034,0.2984,0.3192,0.2984
2019-08-05,0.3103,0.3034,0.3635,0.288
2019-08-06,0.3049,0.3103,0.3103,0.3014
2019-08-07,0.2999,0.3049,0.3111,0.2868
2019-08-08,0.2881,0.2999,0.2999,0.2881
2019-08-09,0.2931,0.2881,0.3009,0.2881
2019-08-10,0.2508,0.2931,0.2931,0.2285
2019-08-11,0.2947,0.2508,0.2947,0.2508
2019-08-12,0.2947,0.2947,0.2947,0.2947
2019-08-13,0.2523,0.2947,0.3009,0.2466
2019-08-14,0.2364,0.2523,0.255,0.2208
2019-08-15,0.2231,0.2364,0.2371,0.2231
2019-08-16,0.2173,0.2231,0.2243,0.2096
2019-08-17,0.2267,0.2173,0.2269,0.2164
2019-08-18,0.2228,0.2267,0.2267,0.2228
2019-08-19,0.2243,0.2228,0.2243,0.2228
2019-08-20,0.2217,0.2243,0.2243,0.2217
2019-08-21,0.2139,0.2217,0.2217,0.2139
2019-08-22,0.2184,0.2139,0.221,0.2061
2019-08-23,0.2182,0.2184,0.2184,0.2171
2019-08-24,0.219,0.2182,0.219,0.2182
2019-08-25,0.2243,0.219,0.2315,0.219
2019-08-26,0.2266,0.2243,0.2266,0.2145
2019-08-27,0.2247,0.2266,0.2271,0.2247
2019-08-28,0.2051,0.2247,0.2247,0.2051
2019-08-29,0.1833,0.2051,0.2051,0.178
2019-08-30,0.2082,0.1833,0.2135,0.1833
2019-08-31,0.2118,0.2082,0.2118,0.1969
2019-09-01,0.1892,0.2118,0.2118,0.1892
2019-09-02,0.1896,0.1892,0.1899,0.1892
2019-09-03,0.1896,0.1896,0.1896,0.1896
2019-09-04,0.1893,0.1899,0.1899,0.1893
2019-09-05,0.1899,0.1893,0.1899,0.1893
2019-09-06,0.1723,0.1899,0.1899,0.1667
2019-09-07,0.1671,0.1723,0.1724,0.1671
2019-09-08,0.1667,0.1671,0.1671,0.1667
2019-09-09,0.1697,0.1667,0.1697,0.1667
2019-09-10,0.1827,0.1697,0.1827,0.1697
2019-09-11,0.189,0.1827,0.195,0.1826
2019-09-12,0.2048,0.189,0.2128,0.1861
2019-09-13,0.211,0.2048,0.2168,0.2045
2019-09-14,0.2053,0.211,0.211,0.2053
2019-09-15,0.1827,0.2053,0.2053,0.1827
2019-09-16,0.202,0.1827,0.202,0.1827
2019-09-17,0.1827,0.202,0.202,0.1827
2019-09-18,0.2386,0.1827,0.2418,0.1751
2019-09-19,0.2478,0.2386,0.2478,0.2207
2019-09-20,0.2263,0.2478,0.2478,0.2263
2019-09-21,0.2364,0.2263,0.2456,0.2263
2019-09-22,0.2296,0.2364,0.2583,0.2296
2019-09-23,0.2161,0.2296,0.2296,0.2137
2019-09-24,0.1619,0.2161,0.2583,0.1456
2019-09-25,0.1852,0.1619,0.2424,0.1619
2019-09-26,0.191,0.1852,0.1912,0.1761
2019-09-27,0.1981,0.191,0.1981,0.1711
2019-09-28,0.1977,0.1981,0.2032,0.1858
2019-09-29,0.2002,0.1977,0.2048,0.1883
2019-09-30,0.2117,0.2002,0.2117,0.1711
2019-10-01,0.1979,0.2117,0.2117,0.1979
2019-10-02,0.2208,0.1979,0.2259,0.1954
2019-10-03,0.2187,0.2208,0.228,0.2131
2019-10-04,0.2457,0.2187,0.2464,0.2044
2019-10-05,0.2047,0.2457,0.2457,0.2047
2019-10-06,0.1737,0.2047,0.2107,0.1737
2019-10-07,0.1963,0.1737,0.2011,0.1737
2019-10-08,0.2772,0.1963,0.29,0.1963
2019-10-09,0.2844,0.2772,0.3025,0.263
2019-10-10,0.2913,0.2844,0.314,0.2785
2019-10-11,0.2657,0.2913,0.292,0.2614
2019-10-12,0.2911,0.2657,0.2911,0.262
2019-10-13,0.3353,0.2911,0.3353,0.2815
2019-10-14,0.3182,0.3353,0.3353,0.311
2019-10-15,0.3223,0.3182,0.3394,0.3182
2019-10-16,0.3508,0.3223,0.3592,0.3223
2019-10-17,0.357,0.3508,0.3679,0.3492
2019-10-18,0.3313,0.357,0.357,0.3313
2019-10-19,0.327,0.3313,0.3313,0.3201
2019-10-20,0.3213,0.327,0.327,0.3054
2019-10-21,0.3174,0.3213,0.3258,0.3017
2019-10-22,0.339,0.3174,0.3612,0.3174
2019-10-23,0.34,0.339,0.3495,0.3005
2019-10-24,0.3824,0.34,0.3848,0.338
2019-10-25,0.4487,0.3824,0.4687,0.3556
2019-10-26,0.4732,0.4487,0.5615,0.4396
2019-10-27,0.5262,0.4732,0.5274,0.4466
2019-10-28,0.5658,0.5262,0.5708,0.4859
2019-10-29,0.7177,0.5658,0.7442,0.5356
2019-10-30,0.6232,0.7177,0.7177,0.5671
2019-10-31,0.5991,0.6232,0.6431,0.5284
2019-11-01,0.6081,0.5991,0.6449,0.5898
2019-11-02,0.698,0.6081,0.6981,0.6049
2019-11-03,0.6484,0.698,0.698,0.6478
2019-11-04,0.6325,0.6484,0.6708,0.6309
2019-11-05,0.6386,0.6325,0.6603,0.5902
2019-11-06,0.6779,0.6386,0.7155,0.6386
2019-11-07,0.6826,0.6779,0.6826,0.6487
2019-11-08,0.5994,0.6826,0.7045,0.5991
2019-11-09,0.6222,0.5994,0.6734,0.5994
2019-11-10,0.7126,0.6222,0.7171,0.602
2019-11-11,0.7246,0.7126,0.7994,0.698
2019-11-12,0.7246,0.7246,0.7542,0.699
2019-11-13,0.7475,0.7246,0.7886,0.7164
2019-11-14,0.7223,0.7475,0.7482,0.7115
2019-11-15,0.7004,0.7223,0.7223,0.7004
2019-11-16,0.7736,0.7004,0.7807,0.7001
2019-11-17,0.8305,0.7736,0.8566,0.7555
2019-11-18,0.7837,0.8305,0.8417,0.7582
2019-11-19,0.74,0.7837,0.8015,0.7173
2019-11-20,0.739,0.74,0.8168,0.6843
2019-11-21,0.6495,0.739,0.7557,0.6227
2019-11-22,0.6384,0.6495,0.6936,0.5674
2019-11-23,0.7481,0.6384,0.7589,0.6245
2019-11-24,0.6845,0.7448,0.7448,0.6594
2019-11-25,0.66,0.6845,0.6999,0.6114
2019-11-26,0.6578,0.66,0.715,0.6578
2019-11-27,0.647,0.6578,0.6734,0.6231
2019-11-28,0.6914,0.647,0.7522,0.647
2019-11-29,0.6853,0.6914,0.6961,0.6537
2019-11-30,0.6635,0.6853,0.6854,0.6635
2019-12-01,0.6203,0.6635,0.6882,0.614
2019-12-02,0.5576,0.6203,0.6244,0.5576
2019-12-03,0.5461,0.5576,0.5723,0.543
2019-12-04,0.5275,0.5461,0.5605,0.5181
