TIMESTAMP,ZEN_OPEN_PRICE_USDT,ZEN_HIGH_PRICE_USDT,ZEN_LOW_PRICE_USDT,ZEN_CLOSE_PRICE_USDT,ZEN_FIRST_TRADE_PRICE_USDT,ZEN_HIGH_TRADE_PRICE_USDT,ZEN_LOW_TRADE_PRICE_USDT,ZEN_LAST_TRADE_PRICE_USDT,ZEN_TOTAL_TRADE_COUNT,ZEN_TOTAL_TRADES_BUY,ZEN_TOTAL_TRADES_SELL,ZEN_VOLUME_USDT,ZEN_QUOTE_VOLUME,ZEN_VOLUME_BUY,ZEN_QUOTE_VOLUME_BUY,ZEN_VOLUME_SELL,ZEN_QUOTE_VOLUME_SELL
2020-07-23,8.09,9.09,8.09,8.727,8.09,9.09,8.09,8.727,3222,1510,1712,38414.479,334362.642764,16506.89,142642.440157,21907.589,191720.202607
2020-07-24,8.727,9.664,8.639,9.459,8.726,9.664,8.639,9.459,3759,1757,2002,38081.302,352561.928388,15984.166,148301.583965,22097.136,204260.344423
2020-07-25,9.459,9.511,8.996,9.095,9.459,9.511,8.996,9.095,1978,1016,962,26856.708,250047.932241,9049.983,84286.326706,17806.725,165761.605535
2020-07-26,9.095,9.399,8.733,9.387,9.095,9.399,8.733,9.387,2424,968,1456,35115.059,316160.109833,8284.684,74508.132584,26830.375,241651.977249
2020-07-27,9.387,9.483,8.2,8.724,9.332,9.483,8.2,8.724,2906,1302,1604,50484.173,439658.2501,18460.839,161814.477344,32023.334,277843.772756
2020-07-28,8.724,8.804,8.06,8.374,8.732,8.804,8.06,8.374,1819,901,918,35064.027,294050.745948,14794.114,123826.601197,20269.913,170224.144751
2020-07-29,8.374,8.525,8.06,8.128,8.374,8.525,8.06,8.128,1281,540,741,21435.651,177860.452951,7212.872,59963.106488,14222.779,117897.346463
2020-07-30,8.128,8.364,8.06,8.194,8.088,8.364,8.06,8.194,889,445,444,14657.599,119767.083312,6286.195,51510.446315,8371.404,68256.636997
2020-07-31,8.194,8.336,7.891,8.099,8.198,8.336,7.891,8.099,941,432,509,17347.695,140688.999604,5413.761,43956.015155,11933.934,96732.984449
2020-08-01,8.099,9.4,8.003,8.903,8.107,9.4,8.003,8.903,3702,2005,1697,55745.201,487196.022451,26821.498,235571.739227,28923.703,251624.283224
2020-08-02,8.903,9.354,8.047,8.511,8.872,9.354,8.047,8.511,2325,1037,1288,45501.743,392517.212394,17844.938,155342.593133,27656.805,237174.619261
2020-08-03,8.511,9.078,8.3,8.914,8.511,9.078,8.3,8.914,1409,789,620,23788.253,207113.713581,11823.313,103208.160732,11964.94,103905.552849
2020-08-04,8.914,9.2,8.678,9.016,8.929,9.2,8.678,9.016,1276,671,605,18833.932,169065.283572,6877.821,61941.732815,11956.111,107123.550757
2020-08-05,9.016,9.34,8.879,9.289,8.986,9.34,8.879,9.289,1306,745,561,19692.997,178978.452087,10543.054,95877.442225,9149.943,83101.009862
2020-08-06,9.289,9.75,9.108,9.552,9.289,9.75,9.108,9.552,2006,1048,958,28133.372,266280.07865,14441.685,136744.646148,13691.687,129535.432502
2020-08-07,9.552,10.16,9.415,9.873,9.487,10.16,9.415,9.873,2821,1498,1323,45760.629,445416.128879,21686.048,211091.224963,24074.581,234324.903916
2020-08-08,9.873,11.489,9.865,10.9,9.873,11.489,9.865,10.9,4557,2274,2283,70549.56,751954.108089,32692.738,347845.279738,37856.822,404108.828351
2020-08-09,10.9,11.304,10.2,10.498,10.924,11.304,10.2,10.498,2395,1037,1358,44296.264,472463.791763,18562.368,198395.284108,25733.896,274068.507655
2020-08-10,10.498,10.9,10.001,10.351,10.498,10.9,10.001,10.351,3302,1627,1675,60981.724,627030.419967,26657.043,273642.147052,34324.681,353388.272915
2020-08-11,10.351,11.23,9.85,10.55,10.351,11.23,9.85,10.55,3735,1934,1801,64537.616,678525.791809,35743.739,377173.778191,28793.877,301352.013618
2020-08-12,10.55,11.269,10.09,10.491,10.55,11.269,10.09,10.491,2788,1321,1467,52019.858,551720.486845,21438.232,228657.545883,30581.626,323062.940962
2020-08-13,10.491,10.579,9.784,10.281,10.535,10.579,9.784,10.281,2176,1199,977,33283.129,339002.25688,16484.2,168575.870081,16798.929,170426.386799
2020-08-14,10.281,10.653,10.1,10.462,10.241,10.653,10.1,10.462,1689,881,808,24863.358,257956.029523,11954.182,124145.874876,12909.176,133810.154647
2020-08-15,10.462,10.56,9.89,10.066,10.462,10.56,9.89,10.066,1744,791,953,28622.755,292914.651629,12357.245,126900.525497,16265.51,166014.126132
2020-08-16,10.066,10.1,9.528,10.01,10.041,10.1,9.528,10.01,2313,1027,1286,51269.517,503650.969366,22340.005,218325.096058,28929.512,285325.873308
2020-08-17,10.01,10.394,9.804,10.036,10.01,10.394,9.804,10.036,3456,1711,1745,36604.103,370002.028248,17063.702,172975.751927,19540.401,197026.276321
2020-08-18,10.036,10.193,8.673,9.518,10.043,10.193,8.673,9.518,2828,1186,1642,36061.335,348344.13982,16108.824,155220.417404,19952.511,193123.722416
2020-08-19,9.518,9.653,8.728,9.029,9.469,9.653,8.728,9.029,1764,619,1145,28963.653,265470.659571,9677.422,88689.307281,19286.231,176781.35229
2020-08-20,9.029,9.588,8.976,9.563,9.066,9.588,8.976,9.563,1082,504,578,18929.8,177175.247132,8592.439,80505.605977,10337.361,96669.641155
2020-08-21,9.563,10.819,9.5,9.56,9.588,10.819,9.5,9.56,7018,3739,3279,119493.422,1214573.047722,56435.667,575455.37951,63057.755,639117.668212
2020-08-22,9.56,10.229,9.1,9.768,9.57,10.229,9.1,9.768,4707,2510,2197,43435.048,422125.262745,21342.832,208489.280367,22092.216,213635.982378
2020-08-23,9.768,9.808,9.21,9.348,9.769,9.808,9.21,9.348,1201,478,723,19255.275,183282.492736,7427.042,70715.812417,11828.233,112566.680319
2020-08-24,9.348,9.511,9.197,9.442,9.307,9.511,9.197,9.442,1350,606,744,20346.39,190627.576544,9063.615,84950.870703,11282.775,105676.705841
2020-08-25,9.442,9.521,8.369,8.755,9.441,9.521,8.369,8.755,2034,794,1240,33257.984,296292.230877,12629.075,112240.373243,20628.909,184051.857634
2020-08-26,8.755,10.5,8.626,8.801,8.735,10.5,8.626,8.801,1357,692,665,22240.409,202072.185826,13809.696,127635.577545,8430.713,74436.608281
2020-08-27,8.801,8.841,8.224,8.348,8.799,8.841,8.224,8.348,1448,636,812,27923.991,238898.102797,11568.177,98823.022429,16355.814,140075.080368
2020-08-28,8.348,8.7,8.14,8.367,8.349,8.7,8.14,8.367,2643,1123,1520,54994.719,463378.082837,19415.082,163767.666486,35579.637,299610.416351
2020-08-29,8.367,8.595,8.286,8.506,8.367,8.595,8.286,8.506,1296,573,723,23780.814,200666.94436,10620.848,89807.865475,13159.966,110859.078885
2020-08-30,8.506,8.848,8.4,8.721,8.506,8.848,8.4,8.721,1596,845,751,25882.222,223868.133178,13292.862,114976.86484,12589.36,108891.268338
2020-08-31,8.721,8.802,8.1,8.481,8.723,8.802,8.1,8.481,1614,762,852,28487.119,243626.714656,12716.891,109009.012107,15770.228,134617.702549
2020-09-01,8.481,9.022,8.309,8.824,8.497,9.022,8.309,8.824,2236,1082,1154,46036.931,396132.210394,19402.395,167150.066268,26634.536,228982.144126
2020-09-02,8.824,8.905,7.95,8.485,8.829,8.905,7.95,8.485,2767,1071,1696,53042.392,449542.891853,19205.662,163525.202068,33836.73,286017.689785
2020-09-03,8.485,8.516,6.4,6.519,8.425,8.516,6.4,6.519,3129,1402,1727,54011.566,395894.000839,20638.873,151518.071644,33372.693,244375.929195
2020-09-04,6.519,7.311,6.445,7.002,6.5,7.311,6.445,7.002,2321,1106,1215,43797.101,302752.79211,19084.164,132147.551418,24712.937,170605.240692
2020-09-05,7.002,7.198,5.558,6.001,7.02,7.198,5.558,6.001,2601,1295,1306,68589.338,435613.507927,33327.668,211998.549358,35261.67,223614.958569
2020-09-06,6.001,6.5,5.632,6.403,6.002,6.5,5.632,6.403,1607,784,823,31594.648,193480.850475,16247.01,99249.839502,15347.638,94231.010973
2020-09-07,6.403,6.421,5.855,6.27,6.389,6.421,5.855,6.27,1133,483,650,20668.358,126478.855334,8722.866,53573.394541,11945.492,72905.460793
2020-09-08,6.27,6.361,5.7,5.887,6.349,6.361,5.7,5.887,1495,698,797,36020.465,216325.564702,13594.615,82150.406446,22425.85,134175.158256
2020-09-09,5.887,6.276,5.752,6.065,5.862,6.276,5.752,6.065,976,443,533,17357.904,104573.900075,9121.491,54859.18454,8236.413,49714.715535
2020-09-10,6.065,6.544,6.049,6.295,6.049,6.544,6.049,6.295,1331,626,705,26551.461,168267.19408,12523.023,79295.626683,14028.438,88971.567397
2020-09-11,6.295,6.622,6.009,6.504,6.306,6.622,6.009,6.504,1074,483,591,22321.245,142643.144112,10261.493,65477.346805,12059.752,77165.797307
2020-09-12,6.504,6.69,6.39,6.641,6.545,6.69,6.39,6.641,1042,435,607,21221.812,139221.646356,7861.034,51633.397803,13360.778,87588.248553
2020-09-13,6.641,6.641,6.0,6.285,6.633,6.634,6.0,6.285,1409,551,858,26742.906,168324.465313,9298.95,58646.922399,17443.956,109677.542914
2020-09-14,6.285,6.517,6.055,6.296,6.284,6.517,6.055,6.296,1019,463,556,18102.608,114557.903143,7950.198,50453.509255,10152.41,64104.393888
2020-09-15,6.296,6.468,6.06,6.117,6.322,6.468,6.06,6.117,863,369,494,19384.53,120993.780556,7758.65,48640.345486,11625.88,72353.43507
2020-09-16,6.117,6.296,5.975,6.16,6.117,6.296,5.975,6.16,992,411,581,17610.756,108118.634639,6493.205,40046.261598,11117.551,68072.373041
2020-09-17,6.16,6.295,6.026,6.127,6.125,6.295,6.026,6.127,445,187,258,7193.461,44276.354765,3589.978,22147.786701,3603.483,22128.568064
2020-09-18,6.127,6.278,6.0,6.055,6.087,6.278,6.0,6.055,840,271,569,20656.746,126118.758129,6592.592,40494.957067,14064.154,85623.801062
2020-09-19,6.055,6.113,5.848,5.929,6.029,6.113,5.848,5.929,826,466,360,30170.825,179680.705838,20462.075,121721.785205,9708.75,57958.920633
2020-09-20,5.929,6.049,5.716,5.827,5.9,6.049,5.716,5.827,890,375,515,18683.082,109156.117853,5916.1,34720.013512,12766.982,74436.104341
2020-09-21,5.827,5.962,5.364,5.415,5.827,5.962,5.364,5.415,1413,530,883,31921.636,177274.20688,9020.981,50275.432089,22900.655,126998.774791
2020-09-22,5.415,5.7,5.223,5.598,5.407,5.7,5.223,5.598,899,418,481,21449.987,116192.262654,9895.084,53756.235134,11554.903,62436.02752
2020-09-23,5.598,5.947,5.334,5.412,5.597,5.947,5.334,5.412,888,464,424,21858.005,122893.940557,11198.358,63320.230427,10659.647,59573.71013
2020-09-24,5.412,6.23,5.347,5.913,5.357,6.23,5.347,5.913,1061,469,592,19533.719,111882.25197,10521.024,60088.000224,9012.695,51794.251746
2020-09-25,5.913,6.124,5.721,5.961,5.913,6.124,5.721,5.961,921,411,510,17072.847,100770.642386,7241.769,42497.453661,9831.078,58273.188725
2020-09-26,5.961,6.019,5.804,5.937,6.008,6.019,5.804,5.937,537,296,241,12779.646,75767.703824,6397.764,38000.125158,6381.882,37767.578666
2020-09-27,5.937,5.994,5.498,5.718,5.919,5.994,5.498,5.718,878,379,499,17466.895,99543.411634,7516.884,43074.209998,9950.011,56469.201636
2020-09-28,5.718,5.94,5.577,5.6,5.734,5.94,5.577,5.6,627,259,368,13966.664,80592.076912,6006.675,34787.604798,7959.989,45804.472114
2020-09-29,5.6,5.665,5.5,5.616,5.608,5.665,5.5,5.616,686,256,430,9817.97,54701.813275,3597.501,20091.98438,6220.469,34609.828895
2020-09-30,5.616,5.791,5.572,5.711,5.602,5.791,5.572,5.711,633,243,390,13335.343,75683.413727,5989.629,34060.90035,7345.714,41622.513377
2020-10-01,5.711,5.958,5.305,5.467,5.684,5.958,5.305,5.467,1656,719,937,34144.39,194817.562704,14619.078,83489.668947,19525.312,111327.893757
2020-10-02,5.467,5.474,5.1,5.259,5.443,5.474,5.1,5.259,1119,430,689,27771.296,145466.45654,10326.446,54091.942921,17444.85,91374.513619
2020-10-03,5.259,5.382,5.216,5.315,5.278,5.382,5.216,5.315,562,285,277,7736.208,40983.403169,4081.717,21644.568691,3654.491,19338.834478
2020-10-04,5.315,5.384,5.238,5.34,5.301,5.384,5.238,5.34,365,185,180,6105.545,32397.826713,3455.951,18378.144985,2649.594,14019.681728
2020-10-05,5.34,5.547,5.338,5.404,5.36,5.547,5.338,5.404,852,402,450,18641.523,100992.68582,8966.845,48667.495603,9674.678,52325.190217
2020-10-06,5.404,5.437,5.132,5.205,5.398,5.437,5.132,5.205,913,407,506,17230.12,91294.614737,5478.551,29063.990859,11751.569,62230.623878
2020-10-07,5.205,5.22,5.1,5.134,5.176,5.22,5.1,5.134,723,288,435,18372.647,94121.073486,4427.164,22775.013057,13945.483,71346.060429
2020-10-08,5.134,5.321,5.062,5.313,5.134,5.321,5.062,5.313,1010,455,555,23057.038,119188.972551,10127.641,52560.982168,12929.397,66627.990383
2020-10-09,5.313,5.519,5.148,5.516,5.283,5.519,5.148,5.516,1200,540,660,28702.922,153140.130061,11899.431,63769.779221,16803.491,89370.35084
2020-10-10,5.516,5.67,5.401,5.572,5.487,5.67,5.401,5.572,919,438,481,21954.162,122010.963869,9599.734,53521.764747,12354.428,68489.199122
2020-10-11,5.572,7.981,5.54,6.869,5.553,7.981,5.54,6.869,12310,6248,6062,267278.449,1865821.4843,140681.601,985471.00167,126596.848,880350.48263
2020-10-12,6.869,7.085,6.129,6.165,6.86,7.085,6.129,6.165,7680,3940,3740,154054.47,1006948.181311,73084.572,478667.345436,80969.898,528280.835875
2020-10-13,6.165,6.305,6.016,6.15,6.155,6.305,6.016,6.15,2273,1029,1244,51155.803,315483.852673,23440.455,144730.40224,27715.348,170753.450433
2020-10-14,6.15,6.393,5.916,5.943,6.15,6.393,5.916,5.943,2213,1271,942,53802.299,331854.151315,25064.959,154746.406792,28737.34,177107.744523
2020-10-15,5.943,6.758,5.782,6.126,5.941,6.758,5.782,6.126,4845,2394,2451,103073.392,647010.448943,47112.895,296520.363955,55960.497,350490.084988
2020-10-16,6.126,6.248,5.85,6.053,6.143,6.248,5.85,6.053,1885,713,1172,47221.859,285133.980681,19372.054,117215.919485,27849.805,167918.061196
2020-10-17,6.053,6.275,5.875,5.925,6.05,6.275,5.875,5.925,1422,736,686,37318.384,226971.983053,15353.731,93462.080816,21964.653,133509.902237
2020-10-18,5.925,6.047,5.896,5.991,5.93,6.047,5.896,5.991,992,541,451,18379.394,109844.761143,10486.637,62766.43313,7892.757,47078.328013
2020-10-19,5.991,6.0,5.73,5.771,5.991,6.0,5.73,5.771,1356,752,604,30279.237,177837.281721,13711.279,80764.424301,16567.958,97072.85742
2020-10-20,5.771,5.807,5.421,5.522,5.764,5.807,5.421,5.522,1549,674,875,35789.661,200655.833354,14430.592,80674.625192,21359.069,119981.208162
2020-10-21,5.522,5.928,5.476,5.655,5.497,5.928,5.476,5.655,1540,759,781,30436.781,175455.613798,13750.855,79346.828733,16685.926,96108.785065
2020-10-22,5.655,6.0,5.635,5.834,5.682,6.0,5.635,5.834,1472,825,647,28613.444,167408.500864,16066.963,94079.322952,12546.481,73329.177912
2020-10-23,5.834,5.903,5.681,5.752,5.815,5.903,5.681,5.752,741,339,402,11469.284,66554.047549,4720.298,27412.37083,6748.986,39141.676719
2020-10-24,5.752,5.814,5.681,5.767,5.706,5.814,5.681,5.767,815,351,464,19613.168,112867.908819,11711.961,67468.993397,7901.207,45398.915422
2020-10-25,5.767,5.815,5.591,5.671,5.766,5.815,5.591,5.671,1072,482,590,16163.669,92141.833235,6406.859,36615.419583,9756.81,55526.413652
2020-10-26,5.671,5.823,5.57,5.665,5.693,5.823,5.57,5.665,1125,640,485,23686.101,134694.42203,9930.106,56538.634285,13755.995,78155.787745
2020-10-27,5.665,5.758,5.358,5.464,5.653,5.758,5.358,5.464,1596,699,897,31209.017,174248.051602,11450.58,64273.673248,19758.437,109974.378354
2020-10-28,5.464,5.513,5.201,5.325,5.464,5.513,5.201,5.325,1024,407,617,19877.251,106064.603931,7967.279,42287.11289,11909.972,63777.491041
2020-10-29,5.325,5.949,5.268,5.551,5.287,5.949,5.268,5.551,3207,1636,1571,68760.365,394450.183715,34516.542,198170.727112,34243.823,196279.456603
2020-10-30,5.551,5.618,5.218,5.412,5.551,5.618,5.218,5.412,1275,440,835,33125.498,177905.983846,10359.561,55807.698181,22765.937,122098.285665
2020-10-31,5.412,5.697,5.349,5.62,5.416,5.697,5.349,5.62,893,440,453,19491.801,108111.795813,8744.998,48621.88541,10746.803,59489.910403
2020-11-01,5.62,5.632,5.493,5.584,5.63,5.632,5.493,5.584,427,213,214,8186.365,45539.524431,4396.283,24456.062346,3790.082,21083.462085
2020-11-02,5.584,5.665,5.41,5.557,5.584,5.665,5.41,5.557,1032,497,535,16902.874,93609.712243,6386.543,35553.647042,10516.331,58056.065201
2020-11-03,5.557,5.565,5.381,5.467,5.542,5.565,5.381,5.467,996,488,508,20137.249,109961.512935,8591.621,47016.226764,11545.628,62945.286171
2020-11-04,5.467,5.528,5.158,5.174,5.48,5.528,5.158,5.174,1240,530,710,24278.709,129058.550194,8677.492,46338.954879,15601.217,82719.595315
2020-11-05,5.174,5.338,5.101,5.236,5.155,5.338,5.101,5.236,1499,609,890,36181.919,189015.002336,11834.273,61904.414002,24347.646,127110.588334
2020-11-06,5.236,5.676,5.217,5.613,5.236,5.676,5.217,5.613,2216,1152,1064,56699.176,309366.197113,30048.32,163918.298969,26650.856,145447.898144
2020-11-07,5.613,6.46,5.5,5.91,5.58,6.46,5.5,5.91,3563,1655,1908,96442.049,567689.911295,48383.463,285819.143267,48058.586,281870.768028
2020-11-08,5.91,6.35,5.892,6.186,5.95,6.35,5.892,6.186,2640,1401,1239,63026.002,386195.775824,29818.004,182986.61042,33207.998,203209.165404
2020-11-09,6.186,6.292,5.65,5.972,6.176,6.292,5.65,5.972,1839,961,878,40957.106,246697.92053,18451.543,111433.142908,22505.563,135264.777622
2020-11-10,5.972,6.8,5.968,6.78,5.968,6.8,5.968,6.78,2987,1542,1445,67526.47,428850.535904,31343.769,199312.999235,36182.701,229537.536669
2020-11-11,6.78,6.8,6.245,6.311,6.796,6.8,6.245,6.311,2269,1087,1182,56224.149,367377.004444,28624.794,188408.2003,27599.355,178968.804144
2020-11-12,6.311,6.311,5.935,5.959,6.311,6.311,5.935,5.959,1355,651,704,32412.678,198741.508926,12935.779,79319.537102,19476.899,119421.971824
2020-11-13,5.959,6.409,5.921,6.2,5.971,6.409,5.921,6.2,872,422,450,14897.033,92157.064623,8264.686,51254.443861,6632.347,40902.620762
2020-11-14,6.2,6.68,6.02,6.202,6.264,6.68,6.02,6.202,1597,660,937,36394.616,225974.832737,15008.954,94018.974686,21385.662,131955.858051
2020-11-15,6.202,6.461,6.179,6.321,6.182,6.461,6.179,6.321,1653,847,806,30347.615,191255.411245,14856.289,93676.631151,15491.326,97578.780094
2020-11-16,6.321,6.55,6.136,6.302,6.352,6.55,6.136,6.302,2305,1198,1107,47660.807,301284.700856,18616.167,118122.73324,29044.64,183161.967616
2020-11-17,6.302,6.544,6.228,6.501,6.306,6.544,6.228,6.501,1923,930,993,43032.987,273654.311534,23050.681,146725.530121,19982.306,126928.781413
2020-11-18,6.501,6.611,6.15,6.3,6.523,6.611,6.15,6.3,1636,680,956,33015.038,208737.774937,10982.913,69856.976771,22032.125,138880.798166
2020-11-19,6.3,6.349,5.998,6.137,6.278,6.349,5.998,6.137,1616,760,856,27286.453,167967.97343,11424.56,70397.634437,15861.893,97570.338993
2020-11-20,6.137,6.55,6.126,6.201,6.138,6.55,6.126,6.201,2187,1110,1077,43739.391,276580.882301,23339.038,147822.524837,20400.353,128758.357464
2020-11-21,6.201,9.713,6.179,8.476,6.218,9.713,6.179,8.476,15035,7876,7159,385445.033,3093347.119767,193927.163,1567150.58486,191517.87,1526196.534907
2020-11-22,8.476,9.445,7.5,9.125,8.443,9.445,7.5,9.125,13157,6745,6412,328579.931,2756908.152629,154528.927,1297905.299394,174051.004,1459002.853235
2020-11-23,9.125,14.62,8.699,13.987,9.063,14.62,8.699,13.987,42978,22720,20258,781357.78,9526489.993238,400378.011,4874971.083779,380979.769,4651518.909459
2020-11-24,13.987,15.89,12.049,14.19,13.988,15.89,12.049,14.19,48122,24563,23559,505084.17,6989976.986796,259238.839,3615774.8555,245845.331,3374202.131296
2020-11-25,14.19,19.605,13.08,14.643,14.261,19.605,13.08,14.643,126237,67877,58360,958756.626,15538664.696121,494637.037,8047857.531548,464119.589,7490807.164573
2020-11-26,14.643,15.274,11.0,11.83,14.651,15.274,11.0,11.83,63575,32893,30682,753370.083,9662480.025034,377058.26,4854842.472008,376311.823,4807637.553026
2020-11-27,11.83,13.44,11.0,12.267,11.828,13.44,11.0,12.267,26579,13370,13209,384026.175,4662332.221969,191915.953,2337795.766917,192110.222,2324536.455052
2020-11-28,12.267,15.691,11.661,14.766,12.266,15.691,11.661,14.766,48852,25048,23804,568389.745,8104284.343473,295614.579,4214054.986643,272775.166,3890229.35683
2020-11-29,14.766,15.486,13.5,13.89,14.771,15.486,13.5,13.89,35817,18347,17470,385994.341,5619697.92206,182345.365,2658422.664989,203648.976,2961275.257071
2020-11-30,13.89,15.91,13.63,15.054,13.89,15.91,13.63,15.054,44958,22781,22177,526903.127,7679826.505841,268767.41,3921888.168568,258135.717,3757938.337273
2020-12-01,15.054,16.8,13.615,13.949,15.054,16.8,13.615,13.949,54583,28137,26446,608891.127,9209104.010417,298743.12,4529878.172543,310148.007,4679225.837874
2020-12-02,13.949,14.683,13.14,14.039,13.922,14.683,13.14,14.039,28016,13884,14132,345683.439,4796014.243129,168993.929,2344534.907163,176689.51,2451479.335966
2020-12-03,14.039,14.136,13.2,13.825,14.039,14.136,13.2,13.825,18811,9386,9425,258407.309,3540076.582673,96422.077,1321697.746966,161985.232,2218378.835707
2020-12-04,13.825,14.084,11.247,11.53,13.825,14.084,11.247,11.53,30812,15323,15489,396732.759,5079957.682305,193376.604,2482110.928518,203356.155,2597846.753787
2020-12-05,11.53,12.95,11.298,12.524,11.53,12.95,11.298,12.524,17917,8735,9182,214058.457,2648146.93314,110520.33,1365350.631072,103538.127,1282796.302068
2020-12-06,12.524,12.705,11.668,12.286,12.468,12.705,11.668,12.286,15818,7486,8332,153383.772,1868591.395992,76056.383,928855.767409,77327.389,939735.628583
2020-12-07,12.286,12.482,11.5,11.926,12.317,12.482,11.5,11.926,21663,11692,9971,259359.372,3087055.78524,141848.985,1686653.566258,117510.387,1400402.218982
2020-12-08,11.926,12.708,10.147,10.359,11.922,12.708,10.147,10.359,33271,16646,16625,392947.578,4465728.795364,194740.801,2208742.679169,198206.777,2256986.116195
2020-12-09,10.359,10.997,9.805,10.579,10.359,10.997,9.805,10.579,17561,8663,8898,222642.212,2314943.523236,111625.728,1164068.763485,111016.484,1150874.759751
2020-12-10,10.579,10.665,9.704,10.086,10.613,10.665,9.704,10.086,14317,7096,7221,191233.415,1938238.749435,86930.644,883034.810347,104302.771,1055203.939088
2020-12-11,10.086,10.145,8.932,9.04,10.096,10.145,8.932,9.04,12579,6162,6417,189802.471,1766670.286464,90011.928,838165.1195,99790.543,928505.166964
2020-12-12,9.04,10.48,9.002,10.177,9.022,10.48,9.002,10.177,15004,7603,7401,228782.846,2254068.911199,120274.683,1185902.915944,108508.163,1068165.995255
2020-12-13,10.177,11.415,9.86,10.998,10.21,11.415,9.86,10.998,21505,10758,10747,281664.398,3037106.479857,143785.349,1550786.27574,137879.049,1486320.204117
2020-12-14,10.998,12.271,10.911,11.345,10.998,12.271,10.911,11.345,25422,12907,12515,328959.46,3841705.154085,160230.832,1872405.150783,168728.628,1969300.003302
2020-12-15,11.345,11.839,10.634,11.124,11.35,11.839,10.634,11.124,17591,8387,9204,224314.41,2513126.206467,100566.472,1127178.422265,123747.938,1385947.784202
2020-12-16,11.124,12.78,10.7,12.716,11.141,12.78,10.7,12.716,25858,14065,11793,306508.286,3613067.693383,160101.384,1886961.930439,146406.902,1726105.762944
2020-12-17,12.716,13.6,11.818,11.971,12.642,13.6,11.818,11.971,37242,19132,18110,483513.501,6240391.396781,252763.455,3265308.791718,230750.046,2975082.605063
2020-12-18,11.971,12.75,11.625,12.097,12.018,12.75,11.625,12.097,23071,12430,10641,258007.151,3149008.9991,131014.262,1599669.909375,126992.889,1549339.089725
