TIMESTAMP,ETH_OPEN_PRICE_USD,ETH_HIGH_PRICE_USD,ETH_LOW_PRICE_USD,ETH_CLOSE_PRICE_USD
2018-05-10,751.98,768.24,723.39,724.4
2018-05-11,724.36,736.58,665.81,676.21
2018-05-12,676.97,689.83,635.23,683.94
2018-05-13,684.77,739.67,669.2,729.37
2018-05-14,729.41,741.52,687.16,727.06
2018-05-15,727.06,738.71,696.63,705.73
2018-05-16,705.73,710.49,667.51,706.53
2018-05-17,706.53,718.5,663.91,668.97
2018-05-18,668.98,694.24,658.25,693.28
2018-05-19,693.28,716.51,683.38,696.76
2018-05-20,696.73,722.92,688.7,716.02
2018-05-21,716.02,718.06,694.07,696.85
2018-05-22,696.84,698.48,639.2,642.17
2018-05-23,642.02,649.85,564.74,577.55
2018-05-24,577.52,609.39,547.39,602.43
2018-05-25,602.4,616.48,569.77,585.39
2018-05-26,585.39,606.26,579.36,586.76
2018-05-27,586.63,591.48,558.44,570.69
2018-05-28,570.67,575.0,507.72,512.29
2018-05-29,512.32,572.71,511.94,566.81
2018-05-30,566.86,584.9,543.16,557.98
2018-05-31,557.96,586.15,554.96,577.87
2018-06-01,577.87,589.55,565.69,579.3
2018-06-02,579.34,598.78,574.8,591.3
2018-06-03,591.33,627.51,590.81,619.08
2018-06-04,619.09,624.81,580.71,591.44
2018-06-05,591.44,613.0,577.53,608.83
2018-06-06,608.83,611.63,593.98,606.39
2018-06-07,606.39,616.52,600.29,604.71
2018-06-08,604.71,608.32,593.74,599.67
2018-06-09,599.67,608.65,592.54,593.8
2018-06-10,593.8,593.82,503.43,524.64
2018-06-11,524.64,535.63,510.29,531.42
2018-06-12,531.4,538.16,484.99,494.48
2018-06-13,494.6,501.64,450.67,476.17
2018-06-14,476.17,525.21,461.62,519.49
2018-06-15,519.49,520.73,483.99,487.88
2018-06-16,487.88,502.47,484.89,496.93
2018-06-17,496.95,507.19,494.73,496.43
2018-06-18,496.47,523.95,489.16,517.91
2018-06-19,517.91,547.5,514.88,538.22
2018-06-20,538.22,541.08,517.42,536.31
2018-06-21,536.31,544.71,522.47,526.01
2018-06-22,525.97,526.26,450.72,462.57
2018-06-23,462.58,482.42,456.46,474.14
2018-06-24,474.14,475.74,419.56,454.81
2018-06-25,454.81,472.54,437.08,458.76
2018-06-26,458.76,459.96,429.87,430.33
2018-06-27,430.32,445.38,423.01,442.16
2018-06-28,442.16,443.32,418.62,421.27
2018-06-29,421.23,441.29,406.12,435.37
2018-06-30,434.92,457.49,433.46,452.67
2018-07-01,452.72,456.02,445.06,452.57
2018-07-02,452.57,479.94,442.29,475.7
2018-07-03,475.73,483.93,460.63,461.89
2018-07-04,461.9,480.69,453.94,467.52
2018-07-05,467.58,478.59,459.68,468.47
2018-07-06,468.47,474.58,455.05,469.9
2018-07-07,469.91,486.18,464.29,485.4
2018-07-08,485.4,494.03,482.24,486.45
2018-07-09,486.41,488.1,469.93,471.52
2018-07-10,471.77,473.36,429.39,432.67
2018-07-11,432.67,447.62,425.6,445.99
2018-07-12,445.96,446.27,418.71,430.84
2018-07-13,430.86,442.02,425.77,432.85
2018-07-14,432.88,439.94,429.89,434.09
2018-07-15,434.09,455.68,432.59,450.81
2018-07-16,450.87,480.84,446.14,479.79
2018-07-17,479.68,511.54,467.33,499.87
2018-07-18,499.86,515.2,470.91,480.0
2018-07-19,480.0,484.0,463.94,469.47
2018-07-20,469.48,469.74,441.74,449.38
2018-07-21,449.44,468.95,443.04,461.52
2018-07-22,461.51,472.88,456.35,459.02
2018-07-23,459.02,470.37,448.14,450.56
2018-07-24,450.58,484.3,449.44,479.88
2018-07-25,479.78,484.97,464.75,472.03
2018-07-26,472.03,484.59,460.61,462.75
2018-07-27,462.79,473.58,457.36,470.23
2018-07-28,470.24,471.47,461.55,468.78
2018-07-29,468.89,471.78,462.04,466.41
2018-07-30,466.41,468.6,447.06,456.64
2018-07-31,456.65,457.33,427.81,431.5
2018-08-01,431.88,434.43,407.96,420.3
2018-08-02,420.33,424.51,408.21,411.0
2018-08-03,411.0,419.74,398.1,417.58
2018-08-04,417.58,419.7,402.52,407.09
2018-08-05,407.11,412.51,401.22,408.85
2018-08-06,408.81,413.4,401.66,405.4
2018-08-07,405.38,410.57,370.06,378.25
2018-08-08,378.29,380.15,348.98,355.44
2018-08-09,355.48,369.74,351.07,363.34
2018-08-10,363.33,365.36,326.67,331.81
2018-08-11,331.78,332.52,305.19,317.59
2018-08-12,317.63,327.51,314.71,318.18
2018-08-13,318.2,321.22,281.17,284.01
2018-08-14,284.0,284.0,250.84,278.19
2018-08-15,278.3,303.85,277.91,281.12
2018-08-16,281.12,298.19,278.6,286.76
2018-08-17,286.76,316.9,285.78,316.9
2018-08-18,316.91,320.81,282.76,293.89
2018-08-19,293.9,306.3,289.5,299.33
2018-08-20,299.33,303.74,270.17,271.08
2018-08-21,271.9,282.77,270.26,280.9
2018-08-22,280.9,298.2,266.4,269.84
2018-08-23,269.84,279.19,268.94,276.12
2018-08-24,276.12,282.71,270.91,281.29
2018-08-25,281.29,282.74,276.53,277.61
2018-08-26,277.61,281.34,269.75,274.46
2018-08-27,274.46,286.57,271.9,286.57
2018-08-28,286.57,297.86,282.57,295.62
2018-08-29,295.61,297.11,284.45,288.42
2018-08-30,288.41,290.91,272.85,283.97
2018-08-31,283.97,284.85,277.13,281.94
2018-09-01,281.94,301.92,281.76,295.31
2018-09-02,295.32,299.38,289.45,295.05
2018-09-03,295.05,296.76,285.95,288.92
2018-09-04,288.98,292.6,283.4,285.17
2018-09-05,285.17,288.01,227.76,228.77
2018-09-06,228.76,232.66,212.9,229.6
2018-09-07,229.58,234.49,214.84,215.6
2018-09-08,215.51,220.85,191.16,196.79
2018-09-09,196.69,208.23,187.26,195.8
2018-09-10,195.81,203.64,187.35,197.04
2018-09-11,197.05,200.42,177.29,185.07
2018-09-12,185.07,186.57,169.08,182.98
2018-09-13,183.11,214.57,183.11,211.0
2018-09-14,210.98,224.6,203.16,209.98
2018-09-15,209.88,259.37,209.06,221.94
2018-09-16,221.94,223.14,208.61,220.2
2018-09-17,220.2,224.48,192.87,196.24
2018-09-18,196.17,213.93,195.24,209.03
2018-09-19,209.02,214.91,199.19,209.74
2018-09-20,209.74,225.48,207.78,224.42
2018-09-21,224.43,250.74,222.05,247.92
2018-09-22,247.92,254.36,233.46,240.82
2018-09-23,240.82,249.02,238.14,244.67
2018-09-24,244.67,246.87,225.73,228.01
2018-09-25,228.02,228.59,204.84,219.04
2018-09-26,219.14,222.41,208.91,214.35
2018-09-27,214.46,232.6,211.31,229.15
2018-09-28,229.18,234.14,215.39,221.77
2018-09-29,221.95,237.45,215.15,231.87
2018-09-30,231.9,238.64,227.01,232.8
2018-10-01,232.8,235.95,225.33,231.77
2018-10-02,231.77,232.97,223.75,225.84
2018-10-03,225.84,227.15,216.44,220.51
2018-10-04,220.48,227.14,219.75,222.57
2018-10-05,222.33,231.88,220.0,228.34
2018-10-06,228.34,228.69,223.01,225.18
2018-10-07,225.19,227.44,222.0,226.11
2018-10-08,226.11,231.66,224.79,229.84
2018-10-09,229.83,232.66,226.81,228.25
2018-10-10,228.28,231.32,224.74,226.3
2018-10-11,226.33,226.36,188.65,190.89
2018-10-12,190.89,202.9,190.89,196.7
2018-10-13,196.67,206.13,196.41,201.22
2018-10-14,201.22,207.53,195.51,197.08
2018-10-15,197.09,235.83,195.4,214.26
2018-10-16,214.27,218.71,211.37,215.06
2018-10-17,215.06,216.6,210.1,213.46
2018-10-18,213.16,215.23,203.95,206.58
2018-10-19,206.6,208.74,204.02,204.97
2018-10-20,205.12,209.37,203.65,208.04
2018-10-21,207.76,211.65,207.04,207.37
2018-10-22,207.38,209.39,205.5,206.77
2018-10-23,207.03,207.95,202.99,205.68
2018-10-24,205.68,207.86,205.0,205.12
2018-10-25,205.12,206.12,202.99,204.11
2018-10-26,204.08,208.94,203.19,204.58
2018-10-27,204.78,206.22,203.06,204.36
2018-10-28,204.36,205.52,203.05,204.99
2018-10-29,204.84,205.79,195.03,197.05
2018-10-30,196.83,198.96,195.28,197.39
2018-10-31,197.27,201.89,193.0,198.59
2018-11-01,198.59,199.79,197.84,198.17
2018-11-02,198.17,203.75,198.13,202.66
2018-11-03,202.67,203.16,199.63,200.23
2018-11-04,200.27,218.35,199.38,211.86
2018-11-05,211.86,212.42,207.82,210.67
2018-11-06,210.67,221.32,209.15,220.22
2018-11-07,220.22,224.64,217.16,218.8
2018-11-08,218.8,220.53,212.79,212.87
2018-11-09,212.87,215.26,209.23,211.39
2018-11-10,211.39,215.47,210.61,213.21
2018-11-11,213.19,214.22,209.51,213.18
2018-11-12,213.1,214.95,211.54,212.79
2018-11-13,212.79,213.88,209.4,210.44
2018-11-14,210.44,210.59,177.34,187.46
2018-11-15,187.51,189.79,171.99,184.1
2018-11-16,184.1,184.88,175.29,177.01
2018-11-17,176.99,177.93,174.94,176.53
2018-11-18,176.53,182.07,176.06,178.65
2018-11-19,178.76,178.93,146.86,150.12
2018-11-20,150.27,153.55,127.3,132.92
2018-11-21,132.9,140.86,126.84,137.72
2018-11-22,137.75,139.74,125.93,126.12
2018-11-23,126.17,128.08,119.76,124.64
2018-11-24,124.63,129.34,111.79,114.43
2018-11-25,114.42,121.1,102.8,118.04
2018-11-26,118.03,120.56,106.44,110.08
2018-11-27,110.08,113.67,102.84,111.18
2018-11-28,111.19,126.6,111.19,122.74
2018-11-29,122.75,123.77,114.81,117.85
2018-11-30,117.86,119.8,111.73,113.77
2018-12-01,113.76,120.45,111.62,118.23
2018-12-02,118.23,120.71,116.08,116.41
2018-12-03,116.4,127.08,106.79,108.66
2018-12-04,108.66,113.16,106.13,110.09
2018-12-05,110.14,110.7,102.24,102.33
2018-12-06,102.36,104.42,90.57,90.86
2018-12-07,90.85,96.99,77.65,93.27
2018-12-08,93.28,97.98,84.75,90.57
2018-12-09,90.56,98.76,88.82,93.62
2018-12-10,93.62,95.3,88.68,90.17
2018-12-11,90.18,91.94,86.25,88.32
2018-12-12,87.72,91.33,87.19,89.62
2018-12-13,89.62,90.72,84.83,86.31
2018-12-14,86.31,87.0,82.28,83.81
2018-12-15,83.81,85.07,81.97,83.9
2018-12-16,83.9,87.62,83.89,84.72
2018-12-17,84.72,96.99,84.61,94.37
2018-12-18,94.37,101.33,91.96,100.66
2018-12-19,100.68,107.89,98.57,99.37
2018-12-20,99.36,116.35,98.63,114.61
2018-12-21,114.6,118.67,105.59,108.18
2018-12-22,108.18,115.87,105.97,115.84
2018-12-23,115.85,132.46,115.79,129.6
2018-12-24,129.6,158.27,129.48,139.23
2018-12-25,139.06,139.74,122.14,128.39
2018-12-26,128.39,136.13,123.39,130.06
2018-12-27,130.06,131.51,112.59,114.56
2018-12-28,114.57,137.22,113.14,136.61
2018-12-29,136.59,146.02,130.71,133.67
2018-12-30,133.64,139.76,129.51,138.45
2018-12-31,138.45,138.72,129.61,131.9
2019-01-01,131.9,140.51,130.67,139.61
2019-01-02,139.58,155.93,138.74,152.95
2019-01-03,152.96,154.3,144.39,146.94
2019-01-04,146.94,155.4,145.29,152.86
2019-01-05,152.87,159.78,152.84,153.49
2019-01-06,153.48,158.29,148.63,154.96
2019-01-07,154.96,156.36,148.47,149.96
2019-01-08,149.96,152.21,146.29,148.41
2019-01-09,148.41,152.57,147.95,148.79
2019-01-10,148.78,150.09,121.98,125.63
2019-01-11,125.61,127.83,121.28,125.15
2019-01-12,125.15,126.15,122.73,123.75
2019-01-13,123.75,124.09,112.79,114.64
2019-01-14,114.65,130.3,114.62,127.53
2019-01-15,127.55,129.6,116.9,119.62
2019-01-16,119.59,126.5,119.1,121.72
2019-01-17,121.71,123.03,117.51,122.03
2019-01-18,122.02,122.19,118.27,119.34
2019-01-19,119.34,125.37,119.34,123.02
