TIMESTAMP,NEM_CLOSE_PRICE_USD,NEM_OPEN_PRICE_USD,NEM_HIGH_PRICE_USD,NEM_LOW_PRICE_USD
2017-08-15,0.2458,0.2526,0.256,0.2272
2017-08-16,0.2568,0.2458,0.2795,0.2433
2017-08-17,0.2452,0.2568,0.259,0.2425
2017-08-18,0.2412,0.2452,0.255,0.235
2017-08-19,0.2549,0.2412,0.2631,0.2257
2017-08-20,0.276,0.2549,0.32,0.2545
2017-08-21,0.2465,0.276,0.31,0.2358
2017-08-22,0.2495,0.2465,0.2616,0.2343
2017-08-23,0.2583,0.2495,0.2615,0.2413
2017-08-24,0.2409,0.2583,0.26,0.1816
2017-08-25,0.256,0.2409,0.285,0.1819
2017-08-26,0.2696,0.256,0.339,0.215
2017-08-27,0.2709,0.2696,0.28,0.255
2017-08-28,0.2808,0.2709,0.2887,0.2669
2017-08-29,0.282,0.2808,0.288,0.2771
2017-08-30,0.2942,0.282,0.3,0.28
2017-08-31,0.3372,0.2942,0.34,0.2885
2017-09-01,0.326,0.3372,0.34,0.3111
2017-09-02,0.2777,0.326,0.3297,0.2624
2017-09-03,0.3011,0.2777,0.3161,0.261
2017-09-04,0.2767,0.3011,0.311,0.2471
2017-09-05,0.2838,0.2767,0.2905,0.2463
2017-09-06,0.3009,0.2838,0.3085,0.2786
2017-09-07,0.2923,0.3009,0.3027,0.285
2017-09-08,0.2651,0.2923,0.3071,0.2519
2017-09-09,0.2725,0.2651,0.2868,0.2538
2017-09-10,0.2668,0.2725,0.274,0.235
2017-09-11,0.2564,0.2668,0.2882,0.2526
2017-09-12,0.2486,0.2564,0.2689,0.2453
2017-09-13,0.231,0.2486,0.2579,0.2146
2017-09-14,0.1794,0.231,0.236,0.1724
2017-09-15,0.221,0.1794,0.2285,0.1582
2017-09-16,0.2123,0.221,0.236,0.2013
2017-09-17,0.2156,0.2123,0.225,0.1984
2017-09-18,0.2441,0.2156,0.2522,0.2089
2017-09-19,0.2375,0.2441,0.2561,0.229
2017-09-20,0.233,0.2375,0.2398,0.2296
2017-09-21,0.21,0.233,0.2361,0.2048
2017-09-22,0.208,0.21,0.22,0.2008
2017-09-23,0.2197,0.208,0.2279,0.2023
2017-09-24,0.2163,0.2197,0.2329,0.2148
2017-09-25,0.2368,0.2163,0.239,0.2163
2017-09-26,0.2314,0.2368,0.2397,0.219
2017-09-27,0.247,0.2314,0.2522,0.2252
2017-09-28,0.2366,0.247,0.251,0.2295
2017-09-29,0.2365,0.2366,0.2387,0.2177
2017-09-30,0.2349,0.2365,0.2401,0.2326
2017-10-01,0.244,0.2349,0.2509,0.2165
2017-10-02,0.231,0.244,0.26,0.23
2017-10-03,0.226,0.231,0.24,0.215
2017-10-04,0.2158,0.226,0.228,0.21
2017-10-05,0.2099,0.2158,0.2259,0.2042
2017-10-06,0.2173,0.2099,0.2248,0.2022
2017-10-07,0.2132,0.2173,0.2255,0.195
2017-10-08,0.1958,0.2132,0.2137,0.19
2017-10-09,0.195,0.1958,0.2067,0.1902
2017-10-10,0.2116,0.195,0.2197,0.1923
2017-10-11,0.2134,0.2116,0.2198,0.2078
2017-10-12,0.2057,0.2134,0.2154,0.2018
2017-10-13,0.2124,0.2057,0.2138,0.193
2017-10-14,0.21,0.2124,0.214,0.2021
2017-10-15,0.2074,0.21,0.2115,0.1957
2017-10-16,0.2224,0.2074,0.26,0.2016
2017-10-17,0.2198,0.2224,0.235,0.213
2017-10-18,0.2157,0.2198,0.2224,0.204
2017-10-19,0.2211,0.2157,0.2302,0.2119
2017-10-20,0.2143,0.2211,0.2486,0.2121
2017-10-21,0.2144,0.2143,0.2226,0.197
2017-10-22,0.2073,0.2144,0.2227,0.197
2017-10-23,0.2029,0.2073,0.2146,0.1832
2017-10-24,0.2111,0.2029,0.2221,0.1902
2017-10-25,0.2043,0.2111,0.2189,0.195
2017-10-26,0.1994,0.2043,0.2058,0.193
2017-10-27,0.1962,0.1994,0.2028,0.193
2017-10-28,0.1969,0.1962,0.2049,0.191
2017-10-29,0.2011,0.1969,0.21,0.191
2017-10-30,0.2003,0.2011,0.2058,0.196
2017-10-31,0.1864,0.2003,0.2023,0.1828
2017-11-01,0.1669,0.1864,0.1931,0.1655
2017-11-02,0.1669,0.1669,0.183,0.15
2017-11-03,0.1707,0.1669,0.1804,0.16
2017-11-04,0.17,0.1707,0.1799,0.1676
2017-11-05,0.1779,0.17,0.1816,0.163
2017-11-06,0.1855,0.1779,0.22,0.1754
2017-11-07,0.1785,0.1855,0.1879,0.1735
2017-11-08,0.1923,0.1785,0.1975,0.1761
2017-11-09,0.2251,0.1923,0.229,0.1875
2017-11-10,0.1918,0.2251,0.239,0.185
2017-11-11,0.1912,0.1918,0.214,0.1847
2017-11-12,0.1839,0.1912,0.1924,0.161
2017-11-13,0.1914,0.1839,0.2081,0.1804
2017-11-14,0.2077,0.1914,0.2088,0.1911
2017-11-15,0.2035,0.2077,0.21,0.1985
2017-11-16,0.1978,0.2035,0.2175,0.1916
2017-11-17,0.1912,0.1978,0.2026,0.18
2017-11-18,0.1923,0.1912,0.1995,0.1871
2017-11-19,0.2013,0.1923,0.2087,0.192
2017-11-20,0.2139,0.2013,0.224,0.2
2017-11-21,0.2025,0.2139,0.2193,0.198
2017-11-22,0.204,0.2025,0.2091,0.1982
2017-11-23,0.2011,0.204,0.2108,0.1981
2017-11-24,0.2084,0.2011,0.2098,0.197
2017-11-25,0.2202,0.2084,0.2231,0.207
2017-11-26,0.2142,0.2202,0.224,0.2001
2017-11-27,0.224,0.2142,0.225,0.2101
2017-11-28,0.2451,0.224,0.257,0.22
2017-11-29,0.2144,0.2451,0.2672,0.2021
2017-11-30,0.2195,0.2144,0.24,0.2002
2017-12-01,0.2386,0.2195,0.2398,0.2084
2017-12-02,0.2498,0.2386,0.2597,0.215
2017-12-03,0.2688,0.2498,0.2963,0.2458
2017-12-04,0.2846,0.2688,0.2855,0.2631
2017-12-05,0.2995,0.2846,0.3108,0.2705
2017-12-06,0.3165,0.2995,0.3227,0.2874
2017-12-07,0.2891,0.3165,0.3267,0.25
2017-12-08,0.6417,0.2891,0.7154,0.236
2017-12-09,0.4385,0.6417,0.6691,0.3644
2017-12-10,0.3818,0.4385,0.449,0.3167
2017-12-11,0.4975,0.3818,0.5256,0.3809
2017-12-12,0.5014,0.4975,0.5825,0.4537
2017-12-13,0.5082,0.5014,0.5428,0.465
2017-12-14,0.6003,0.5082,0.615,0.49
2017-12-15,0.5839,0.6003,0.61,0.495
2017-12-16,0.6456,0.5839,0.7114,0.5647
2017-12-17,0.6754,0.6456,0.7411,0.6215
2017-12-18,0.8294,0.6754,0.83,0.6607
2017-12-19,0.8913,0.8294,1.05,0.81
2017-12-20,0.8872,0.8913,1.04,0.7466
2017-12-21,0.9727,0.8872,1.04,0.8539
2017-12-22,0.7966,0.9727,1.0,0.5116
2017-12-23,0.8716,0.7966,0.9501,0.7598
2017-12-24,0.9988,0.8716,1.01,0.7134
2017-12-25,0.9802,0.9988,1.09,0.8991
2017-12-26,0.9675,0.9802,1.0,0.902
2017-12-27,0.9302,0.9675,0.993,0.888
2017-12-28,0.8903,0.9302,0.9486,0.795
2017-12-29,1.04,0.8903,1.05,0.87
2017-12-30,0.8812,1.04,1.05,0.84
2017-12-31,1.02,0.8812,1.08,0.873
2018-01-01,1.01,1.02,1.06,0.9553
2018-01-02,1.13,1.01,1.17,0.9978
2018-01-03,1.75,1.13,1.78,1.12
2018-01-04,1.6,1.75,2.06,1.52
2018-01-05,1.56,1.6,1.81,1.49
2018-01-06,1.63,1.56,1.7,1.45
2018-01-07,1.8,1.63,1.9,1.58
2018-01-08,1.57,1.8,1.8,1.31
2018-01-09,1.43806,1.57245,1.69,1.30352
2018-01-10,1.37387,1.44478,1.4704,1.16798
2018-01-11,1.24448,1.37217,1.42454,1.08075
2018-01-12,1.39152,1.24599,1.39885,1.17434
2018-01-13,1.44452,1.39291,1.51418,1.38019
2018-01-14,1.29941,1.44405,1.46577,1.24715
2018-01-15,1.33747,1.30482,1.45135,1.29548
2018-01-16,0.94348,1.33466,1.33757,0.55134
2018-01-17,0.94069,0.93976,0.97956,0.65712
2018-01-18,1.01875,0.9477,1.11337,0.86328
2018-01-19,1.07574,1.01568,1.123,0.92475
2018-01-20,1.16915,1.07264,1.20131,1.06902
2018-01-21,1.03563,1.16885,1.19783,0.98073
2018-01-22,0.97793,1.036,1.08958,0.88259
2018-01-23,0.9432,0.97883,1.00749,0.8616
2018-01-24,0.92637,0.94088,0.98113,0.90118
2018-01-25,0.93464,0.9393,0.98924,0.91147
2018-01-26,0.86279,0.93564,1.01465,0.7754
2018-01-27,1.0329,0.85935,1.09385,0.82919
2018-01-28,0.99933,1.03349,1.04755,0.97005
2018-01-29,0.92626,0.99933,1.00081,0.90541
2018-01-30,0.81836,0.94235,0.949,0.81226
2018-01-31,0.80898,0.81836,0.82029,0.77745
2018-02-01,0.67723,0.80926,0.85532,0.65603
2018-02-02,0.61115,0.67751,0.67842,0.48998
2018-02-03,0.64503,0.61173,0.67668,0.54447
2018-02-04,0.56472,0.64503,0.69092,0.54859
2018-02-05,0.45462,0.56472,0.57719,0.43735
2018-02-06,0.52451,0.45462,0.56596,0.3571
2018-02-07,0.51246,0.52421,0.60062,0.51199
2018-02-08,0.54018,0.51195,0.67183,0.51154
2018-02-09,0.60443,0.54018,0.60473,0.50686
2018-02-10,0.56677,0.60431,0.61937,0.54335
2018-02-11,0.52031,0.56677,0.56677,0.49269
2018-02-12,0.54536,0.52031,0.5589,0.52031
2018-02-13,0.51517,0.54536,0.54958,0.48897
2018-02-14,0.54685,0.51532,0.55171,0.49982
2018-02-15,0.54087,0.54677,0.57396,0.51388
2018-02-16,0.51653,0.5404,0.55739,0.48704
2018-02-17,0.5857,0.51653,0.59526,0.51445
2018-02-18,0.52476,0.5857,0.59652,0.52095
2018-02-19,0.52944,0.5247,0.53737,0.51093
2018-02-20,0.47642,0.52944,0.53198,0.47614
2018-02-21,0.46659,0.48584,0.51123,0.45408
2018-02-22,0.43087,0.46463,0.49387,0.41421
2018-02-23,0.44488,0.43088,0.45874,0.41721
2018-02-24,0.41486,0.44488,0.44951,0.40841
2018-02-25,0.39939,0.41486,0.41988,0.38663
2018-02-26,0.40553,0.3988,0.41215,0.38911
2018-02-27,0.40024,0.40433,0.40817,0.39055
2018-02-28,0.417,0.40018,0.45194,0.39978
2018-03-01,0.42842,0.417,0.42935,0.39765
2018-03-02,0.38416,0.42853,0.43661,0.38254
2018-03-03,0.37043,0.38412,0.44503,0.35797
2018-03-04,0.34492,0.37043,0.37142,0.34206
2018-03-05,0.3435,0.34306,0.36198,0.3137
2018-03-06,0.32954,0.34303,0.3453,0.31622
2018-03-07,0.29864,0.32954,0.33292,0.29164
2018-03-08,0.33467,0.29892,0.36148,0.28555
2018-03-09,0.34506,0.33467,0.35842,0.32399
2018-03-10,0.34659,0.34506,0.36839,0.3432
2018-03-11,0.34264,0.34661,0.36435,0.32218
2018-03-12,0.38405,0.34285,0.41067,0.33749
2018-03-13,0.46352,0.38381,0.47946,0.38332
2018-03-14,0.39517,0.46377,0.5332,0.39125
2018-03-15,0.3766,0.39513,0.43301,0.34073
2018-03-16,0.34021,0.37664,0.38868,0.34013
2018-03-17,0.28258,0.34021,0.34104,0.27928
2018-03-18,0.28489,0.28258,0.28542,0.22948
2018-03-19,0.28945,0.28489,0.31109,0.24641
2018-03-20,0.30704,0.28945,0.34408,0.27049
2018-03-21,0.29292,0.30704,0.31618,0.28624
2018-03-22,0.29622,0.29287,0.31179,0.28013
2018-03-23,0.28257,0.29621,0.29903,0.27265
2018-03-24,0.28104,0.2824,0.29756,0.2802
2018-03-25,0.28778,0.28104,0.30997,0.27261
2018-03-26,0.26987,0.28778,0.29063,0.25213
2018-03-27,0.25074,0.26979,0.2699,0.2476
2018-03-28,0.25283,0.25086,0.26407,0.24693
2018-03-29,0.23164,0.25283,0.25819,0.22086
2018-03-30,0.22498,0.23166,0.23291,0.20938
2018-03-31,0.2254,0.22498,0.23385,0.22222
2018-04-01,0.21572,0.22529,0.22707,0.20306
2018-04-02,0.22769,0.21576,0.2313,0.2121
2018-04-03,0.25815,0.22769,0.25875,0.22769
2018-04-04,0.22759,0.25815,0.26371,0.22471
2018-04-05,0.2258,0.22759,0.23991,0.2179
2018-04-06,0.21805,0.22571,0.23165,0.2136
2018-04-07,0.2276,0.21805,0.23384,0.21801
2018-04-08,0.23503,0.22766,0.23694,0.22646
2018-04-09,0.22908,0.23507,0.24716,0.22315
2018-04-10,0.2352,0.22911,0.23743,0.22431
2018-04-11,0.24991,0.23523,0.25016,0.23521
2018-04-12,0.27737,0.24994,0.28071,0.23584
2018-04-13,0.27975,0.27726,0.31122,0.26892
2018-04-14,0.30634,0.27975,0.30978,0.27791
2018-04-15,0.35991,0.30634,0.36309,0.30626
2018-04-16,0.34326,0.35987,0.37943,0.31852
2018-04-17,0.33996,0.34326,0.35386,0.3179
2018-04-18,0.37567,0.34018,0.37589,0.33956
2018-04-19,0.38925,0.37568,0.39135,0.37261
2018-04-20,0.41023,0.38928,0.41169,0.37772
2018-04-21,0.38369,0.40995,0.41382,0.35744
2018-04-22,0.38574,0.38369,0.4015,0.37369
2018-04-23,0.39932,0.38574,0.40046,0.3826
2018-04-24,0.43012,0.39678,0.43792,0.39593
2018-04-25,0.37619,0.43012,0.45036,0.35247
2018-04-26,0.40193,0.37632,0.4027,0.36276
2018-04-27,0.38827,0.40199,0.41039,0.38782
2018-04-28,0.42103,0.38827,0.4269,0.38637
2018-04-29,0.42647,0.42103,0.43847,0.40111
2018-04-30,0.40644,0.42651,0.42705,0.4031
2018-05-01,0.404,0.40644,0.40765,0.38782
2018-05-02,0.42331,0.404,0.42641,0.40007
2018-05-03,0.43561,0.42331,0.44113,0.41554
2018-05-04,0.43053,0.4357,0.43849,0.42171
2018-05-05,0.42837,0.43089,0.4396,0.42589
2018-05-06,0.41857,0.42729,0.42952,0.39813
2018-05-07,0.39477,0.41846,0.41868,0.37887
2018-05-08,0.37908,0.39276,0.39297,0.37061
2018-05-09,0.38028,0.3791,0.38956,0.35875
2018-05-10,0.35356,0.38028,0.38455,0.35311
2018-05-11,0.32201,0.35382,0.35412,0.30354
2018-05-12,0.33151,0.32227,0.34024,0.30385
2018-05-13,0.35593,0.33096,0.35694,0.32433
2018-05-14,0.36467,0.35593,0.38219,0.33204
2018-05-15,0.33451,0.36361,0.37043,0.33282
2018-05-16,0.32495,0.33508,0.33508,0.3086
2018-05-17,0.30276,0.32415,0.33058,0.30008
2018-05-18,0.31174,0.30369,0.31419,0.29334
2018-05-19,0.30739,0.31174,0.3168,0.30272
2018-05-20,0.3221,0.30739,0.32441,0.30533
2018-05-21,0.3103,0.32214,0.32529,0.30745
2018-05-22,0.28813,0.31072,0.31104,0.28703
2018-05-23,0.26194,0.288,0.28903,0.25722
2018-05-24,0.27085,0.26172,0.2719,0.25282
2018-05-25,0.26313,0.27127,0.27529,0.26021
2018-05-26,0.25851,0.26277,0.26928,0.25728
2018-05-27,0.25673,0.25837,0.25968,0.25371
2018-05-28,0.22869,0.25678,0.25729,0.22854
2018-05-29,0.2407,0.22883,0.25041,0.22775
2018-05-30,0.24223,0.24073,0.2532,0.23603
2018-05-31,0.24557,0.24223,0.24928,0.23874
2018-06-01,0.25448,0.24562,0.26196,0.24497
2018-06-02,0.26457,0.25423,0.26496,0.25342
2018-06-03,0.26448,0.26456,0.27614,0.26259
2018-06-04,0.24985,0.26448,0.26715,0.24396
2018-06-05,0.25221,0.25019,0.25651,0.23968
2018-06-06,0.25085,0.25202,0.25315,0.24514
2018-06-07,0.25545,0.25107,0.27725,0.25049
2018-06-08,0.25193,0.25533,0.25631,0.24815
2018-06-09,0.2446,0.25266,0.26197,0.24408
2018-06-10,0.21761,0.24445,0.2446,0.21158
2018-06-11,0.22195,0.21749,0.22936,0.21282
2018-06-12,0.20696,0.22195,0.22279,0.20366
2018-06-13,0.19022,0.20689,0.20974,0.18622
2018-06-14,0.20428,0.18997,0.20686,0.18983
2018-06-15,0.19466,0.20428,0.20543,0.19326
2018-06-16,0.19576,0.19466,0.19758,0.19123
2018-06-17,0.19474,0.19576,0.19898,0.19462
2018-06-18,0.19881,0.19469,0.20307,0.19059
2018-06-19,0.19875,0.19873,0.20316,0.19623
2018-06-20,0.19595,0.19883,0.19946,0.19206
2018-06-21,0.18902,0.196,0.196,0.18771
2018-06-22,0.16542,0.18901,0.18987,0.15948
2018-06-23,0.16616,0.16539,0.1705,0.16209
2018-06-24,0.15525,0.1678,0.1678,0.14466
2018-06-25,0.15872,0.15525,0.16327,0.15329
2018-06-26,0.15317,0.15872,0.16174,0.15308
2018-06-27,0.15429,0.15318,0.15567,0.1486
2018-06-28,0.14695,0.15449,0.15622,0.14647
2018-06-29,0.15375,0.14687,0.15417,0.14518
2018-06-30,0.16469,0.15369,0.16655,0.15345
2018-07-01,0.169,0.16466,0.17082,0.16193
2018-07-02,0.19199,0.169,0.19223,0.16843
2018-07-03,0.18952,0.19199,0.20913,0.18666
2018-07-04,0.19082,0.18973,0.19917,0.18293
2018-07-05,0.19248,0.19122,0.19686,0.1881
2018-07-06,0.1936,0.19248,0.19828,0.17767
2018-07-07,0.191,0.1936,0.194,0.18188
2018-07-08,0.18612,0.19099,0.19193,0.18552
2018-07-09,0.18137,0.18612,0.1865,0.18085
2018-07-10,0.1669,0.18137,0.18224,0.16227
2018-07-11,0.17077,0.1669,0.17087,0.16407
2018-07-12,0.15753,0.17073,0.171,0.15429
2018-07-13,0.1583,0.15766,0.16258,0.15682
2018-07-14,0.15811,0.15853,0.16021,0.15771
2018-07-15,0.16313,0.15811,0.16554,0.15774
2018-07-16,0.1745,0.16313,0.17473,0.16153
2018-07-17,0.18645,0.1745,0.19123,0.1731
2018-07-18,0.18976,0.18645,0.2013,0.18441
2018-07-19,0.18833,0.18976,0.19779,0.18314
2018-07-20,0.1693,0.18813,0.18813,0.16809
2018-07-21,0.17136,0.1693,0.17332,0.16596
2018-07-22,0.17029,0.17136,0.17619,0.16845
2018-07-23,0.17363,0.17029,0.19301,0.16992
2018-07-24,0.18026,0.17363,0.18194,0.17046
2018-07-25,0.18149,0.18026,0.1854,0.17666
2018-07-26,0.17668,0.18149,0.18636,0.17491
2018-07-27,0.17734,0.1765,0.17953,0.16949
2018-07-28,0.17923,0.17747,0.17923,0.17355
2018-07-29,0.17726,0.17917,0.18009,0.17491
2018-07-30,0.17212,0.17726,0.17739,0.16808
2018-07-31,0.16222,0.17236,0.17238,0.15972
2018-08-01,0.15929,0.16222,0.163,0.15497
2018-08-02,0.15303,0.15929,0.16276,0.15282
2018-08-03,0.15029,0.15312,0.15314,0.14605
2018-08-04,0.14436,0.15029,0.15313,0.14197
2018-08-05,0.14597,0.14436,0.14742,0.14231
2018-08-06,0.14103,0.14597,0.14774,0.14008
2018-08-07,0.13494,0.14103,0.14467,0.13459
2018-08-08,0.11889,0.13494,0.13503,0.11699
2018-08-09,0.12451,0.11889,0.12607,0.11725
2018-08-10,0.1143,0.12451,0.1251,0.11241
2018-08-11,0.10771,0.1143,0.11445,0.103
2018-08-12,0.1073,0.10771,0.10999,0.10607
2018-08-13,0.10591,0.1073,0.11648,0.10555
2018-08-14,0.10636,0.10591,0.10663,0.09712
2018-08-15,0.10586,0.10636,0.1135,0.10533
2018-08-16,0.10321,0.10586,0.10608,0.09985
2018-08-17,0.11727,0.10321,0.11792,0.10309
2018-08-18,0.10508,0.11777,0.12011,0.10229
2018-08-19,0.10789,0.10515,0.1097,0.10373
2018-08-20,0.10076,0.10789,0.10817,0.10014
2018-08-21,0.10021,0.10076,0.10384,0.09883
2018-08-22,0.09591,0.10021,0.10698,0.09393
2018-08-23,0.09824,0.09591,0.09941,0.09566
2018-08-24,0.1025,0.09824,0.10384,0.0977
2018-08-25,0.10293,0.1025,0.10368,0.10088
2018-08-26,0.10361,0.10293,0.10369,0.09989
2018-08-27,0.10875,0.10361,0.10908,0.1031
2018-08-28,0.11272,0.10877,0.11352,0.1067
2018-08-29,0.10892,0.11272,0.11324,0.10727
2018-08-30,0.10541,0.10881,0.10892,0.10051
2018-08-31,0.10525,0.10548,0.10567,0.10123
2018-09-01,0.11162,0.10525,0.1141,0.10522
2018-09-02,0.11263,0.11162,0.11626,0.10835
2018-09-03,0.11486,0.1126,0.1162,0.11088
2018-09-04,0.12156,0.11486,0.13005,0.11391
2018-09-05,0.09978,0.12156,0.12521,0.09959
2018-09-06,0.10263,0.09977,0.10442,0.094
2018-09-07,0.10054,0.1026,0.10342,0.09859
2018-09-08,0.09732,0.10054,0.10303,0.09514
2018-09-09,0.09733,0.09734,0.10142,0.09631
2018-09-10,0.09378,0.09733,0.09935,0.09338
2018-09-11,0.08736,0.09378,0.09468,0.08651
2018-09-12,0.08855,0.08736,0.08861,0.07866
2018-09-13,0.09277,0.08855,0.09342,0.08689
2018-09-14,0.09,0.09277,0.0946,0.08736
2018-09-15,0.08994,0.09,0.09156,0.08856
2018-09-16,0.09076,0.08994,0.09111,0.08768
2018-09-17,0.08444,0.09076,0.09176,0.08352
2018-09-18,0.08723,0.08436,0.08965,0.0837
2018-09-19,0.08663,0.08721,0.08958,0.08513
2018-09-20,0.09026,0.08663,0.09112,0.08559
2018-09-21,0.1008,0.09026,0.10276,0.0902
2018-09-22,0.0968,0.1008,0.10183,0.09217
2018-09-23,0.10206,0.09659,0.10352,0.09525
2018-09-24,0.09612,0.10206,0.10206,0.09526
2018-09-25,0.09209,0.09612,0.09662,0.08926
2018-09-26,0.09243,0.09221,0.09495,0.08894
2018-09-27,0.09801,0.09243,0.10127,0.09184
2018-09-28,0.09532,0.09801,0.10013,0.0933
2018-09-29,0.09639,0.09532,0.09736,0.09317
2018-09-30,0.09685,0.09639,0.09725,0.09493
2018-10-01,0.10393,0.09685,0.10546,0.09633
2018-10-02,0.10406,0.10393,0.11548,0.10341
2018-10-03,0.10191,0.10406,0.10495,0.0992
2018-10-04,0.10368,0.10191,0.111,0.10191
2018-10-05,0.10659,0.10368,0.10753,0.10269
2018-10-06,0.10329,0.10659,0.10694,0.10262
2018-10-07,0.10651,0.10329,0.10977,0.10327
2018-10-08,0.10973,0.10651,0.11062,0.10532
2018-10-09,0.10764,0.10961,0.11027,0.10568
2018-10-10,0.10433,0.10764,0.10782,0.10232
2018-10-11,0.09092,0.10433,0.10452,0.09048
2018-10-12,0.09249,0.09092,0.0947,0.08869
2018-10-13,0.09423,0.09249,0.09423,0.09167
2018-10-14,0.09329,0.09423,0.09551,0.09285
2018-10-15,0.09959,0.09329,0.10634,0.09256
2018-10-16,0.09907,0.09959,0.10103,0.09774
2018-10-17,0.09864,0.09907,0.09964,0.09724
2018-10-18,0.09647,0.09864,0.09972,0.09502
2018-10-19,0.09558,0.09647,0.09712,0.09475
2018-10-20,0.09772,0.09558,0.09797,0.09508
2018-10-21,0.10089,0.09772,0.10402,0.09735
2018-10-22,0.10051,0.10089,0.10456,0.09913
2018-10-23,0.10081,0.10051,0.10166,0.09879
2018-10-24,0.10003,0.10081,0.10098,0.09903
2018-10-25,0.09804,0.10003,0.10006,0.09611
2018-10-26,0.09703,0.09804,0.0986,0.09638
2018-10-27,0.09309,0.09703,0.09712,0.0926
2018-10-28,0.09382,0.09309,0.09431,0.09267
2018-10-29,0.08858,0.09382,0.09418,0.08785
2018-10-30,0.09043,0.08861,0.09161,0.08852
2018-10-31,0.09143,0.09043,0.09153,0.08773
2018-11-01,0.09169,0.09143,0.09233,0.09054
2018-11-02,0.09439,0.09184,0.09567,0.09141
2018-11-03,0.09378,0.09439,0.09453,0.09224
2018-11-04,0.09629,0.09378,0.09685,0.09242
2018-11-05,0.09441,0.09629,0.09666,0.09361
2018-11-06,0.09872,0.09441,0.09881,0.09375
