TIMESTAMP,ECT_CLOSE_PRICE_USD,ECT_OPEN_PRICE_USD,ECT_HIGH_PRICE_USD,ECT_LOW_PRICE_USD
2016-09-06,1.48,1.46,1.5,1.44
2016-09-07,1.48,1.48,1.49,1.45
2016-09-08,1.47,1.48,1.54,1.46
2016-09-09,1.41,1.47,1.47,1.38
2016-09-10,1.42,1.41,1.45,1.4
2016-09-11,1.34,1.42,1.43,1.33
2016-09-12,1.33,1.34,1.35,1.31
2016-09-13,1.29,1.33,1.33,1.29
2016-09-14,1.3,1.29,1.32,1.26
2016-09-15,1.28,1.3,1.31,1.27
2016-09-16,1.33,1.28,1.34,1.28
2016-09-17,1.32,1.33,1.33,1.31
2016-09-18,1.33,1.32,1.55,1.32
2016-09-19,1.28,1.33,1.34,1.25
2016-09-20,1.25,1.28,1.28,1.24
2016-09-21,1.23,1.25,1.26,1.21
2016-09-22,1.26,1.23,1.33,1.12
2016-09-23,1.24,1.26,1.29,1.22
2016-09-24,1.25,1.24,1.25,1.23
2016-09-25,1.21,1.25,1.26,1.21
2016-09-26,1.2,1.21,1.22,1.2
2016-09-27,1.19,1.2,1.21,1.16
2016-09-28,1.24,1.19,1.27,1.19
2016-09-29,1.28,1.24,1.28,1.22
2016-09-30,1.26,1.28,1.3,1.24
2016-10-01,1.18,1.26,1.26,1.18
2016-10-02,1.2,1.18,1.22,1.18
2016-10-03,1.19,1.2,1.22,1.17
2016-10-04,1.15,1.19,1.19,1.15
2016-10-05,1.19,1.15,1.24,1.15
2016-10-06,1.17,1.19,1.19,1.16
2016-10-07,1.16,1.17,1.19,1.16
2016-10-08,1.19,1.16,1.19,1.16
2016-10-09,1.17,1.19,1.19,1.17
2016-10-10,1.16,1.17,1.17,1.15
2016-10-11,1.1,1.16,1.17,1.09
2016-10-12,1.03,1.1,1.1,0.9903
2016-10-13,1.01,1.03,1.04,0.9557
2016-10-14,0.9895,1.01,1.01,0.9733
2016-10-15,0.9915,0.9895,0.9998,0.9879
2016-10-16,1.16,0.9915,1.23,0.9812
2016-10-17,1.08,1.16,1.21,1.06
2016-10-18,1.04,1.08,1.08,1.0
2016-10-19,1.05,1.04,1.08,1.03
2016-10-20,1.04,1.05,1.06,1.04
2016-10-21,1.03,1.04,1.05,1.0
2016-10-22,1.05,1.03,1.07,1.02
2016-10-23,1.05,1.05,1.06,1.03
2016-10-24,1.03,1.05,1.06,1.02
2016-10-25,1.02,1.03,1.05,1.01
2016-10-26,1.03,1.02,1.04,1.01
2016-10-27,0.9865,1.03,1.04,0.9828
2016-10-28,0.9464,0.9865,1.0,0.9436
2016-10-29,0.9,0.9464,0.9741,0.8707
2016-10-30,0.924,0.9,0.945,0.87
2016-10-31,0.899,0.924,0.9299,0.83
2016-11-01,0.8873,0.899,0.9032,0.8704
2016-11-02,0.8505,0.8873,0.9127,0.8505
2016-11-03,0.9,0.8505,0.9196,0.8505
2016-11-04,0.9804,0.9,1.0,0.8955
2016-11-05,1.05,0.9804,1.07,0.9591
2016-11-06,0.986,1.05,1.05,0.9767
2016-11-07,0.9362,0.986,1.01,0.9301
2016-11-08,0.9344,0.9362,0.9579,0.9252
2016-11-09,0.9136,0.9344,0.9403,0.9084
2016-11-10,0.9226,0.9136,0.9591,0.9
2016-11-11,0.9119,0.9226,0.9397,0.9
2016-11-12,0.9199,0.9119,0.9393,0.9119
2016-11-13,0.9049,0.9199,0.9215,0.9005
2016-11-14,0.896,0.9049,0.9105,0.89
2016-11-15,0.9257,0.896,0.9323,0.885
2016-11-16,0.9083,0.9257,0.9333,0.9003
2016-11-17,0.8899,0.9083,0.9113,0.8867
2016-11-18,0.8703,0.8899,0.8988,0.8703
2016-11-19,0.8628,0.8703,0.8759,0.8553
2016-11-20,0.853,0.8628,0.8784,0.8528
2016-11-21,0.8419,0.853,0.8605,0.8419
2016-11-22,0.8375,0.8419,0.8617,0.8375
2016-11-23,0.8114,0.8375,0.8449,0.8078
2016-11-24,0.7719,0.8114,0.8181,0.7286
2016-11-25,0.8333,0.7719,0.8622,0.7642
2016-11-26,0.7821,0.8333,0.8647,0.78
2016-11-27,0.7738,0.7821,0.8237,0.7703
2016-11-28,0.7537,0.7738,0.785,0.7519
2016-11-29,0.7435,0.7537,0.78,0.71
2016-11-30,0.7447,0.7435,0.7546,0.7139
2016-12-01,0.7664,0.7447,0.7891,0.7427
2016-12-02,0.7982,0.7664,0.8121,0.7333
2016-12-03,0.7689,0.7982,0.8037,0.7652
2016-12-04,0.7577,0.7689,0.7859,0.7368
2016-12-05,0.82,0.7577,0.82,0.7495
2016-12-06,0.7742,0.82,0.85,0.7378
2016-12-07,0.8276,0.7742,0.838,0.7567
2016-12-08,0.8177,0.8276,0.89,0.777
2016-12-09,0.814,0.8177,0.8404,0.7998
2016-12-10,0.8428,0.814,0.87,0.807
2016-12-11,0.9328,0.8428,0.9572,0.8428
2016-12-12,0.9119,0.9328,0.9564,0.8911
2016-12-13,0.9775,0.9119,1.0,0.9011
2016-12-14,0.9885,0.9775,0.999,0.9606
2016-12-15,1.08,0.9885,1.1,0.9742
2016-12-16,1.07,1.08,1.09,1.01
2016-12-17,0.9978,1.07,1.07,0.9749
2016-12-18,1.05,0.9978,1.07,0.9978
2016-12-19,1.19,1.05,1.19,1.05
2016-12-20,1.14,1.19,1.21,1.14
2016-12-21,1.13,1.14,1.17,1.11
2016-12-22,1.1,1.13,1.16,1.07
2016-12-23,1.06,1.1,1.11,1.02
2016-12-24,1.1,1.06,1.14,1.03
2016-12-25,1.06,1.1,1.12,1.06
2016-12-26,1.03,1.06,1.08,1.03
2016-12-27,1.05,1.03,1.1,1.03
2016-12-28,1.12,1.05,1.13,1.04
2016-12-29,1.4,1.12,1.5,1.1
2016-12-30,1.51,1.4,1.65,1.4
2016-12-31,1.45,1.51,1.57,1.33
2017-01-01,1.4,1.45,1.5,1.33
2017-01-02,1.43,1.4,1.45,1.35
2017-01-03,1.48,1.43,1.57,1.4
2017-01-04,1.74,1.48,1.76,1.43
2017-01-05,1.59,1.74,1.85,1.4
2017-01-06,1.51,1.59,1.64,1.41
2017-01-07,1.43,1.51,1.52,1.26
2017-01-08,1.44,1.43,1.49,1.42
2017-01-09,1.39,1.44,1.47,1.39
2017-01-10,1.43,1.39,1.45,1.39
2017-01-11,1.28,1.43,1.44,1.16
2017-01-12,1.24,1.28,1.28,1.14
2017-01-13,1.22,1.24,1.27,1.17
2017-01-14,1.22,1.22,1.24,1.2
2017-01-15,1.2,1.22,1.21,1.17
2017-01-16,1.19,1.2,1.2,1.18
2017-01-17,1.21,1.19,1.24,1.17
2017-01-18,1.21,1.21,1.23,1.18
2017-01-19,1.17,1.21,1.22,1.16
2017-01-20,1.34,1.17,1.4,1.15
2017-01-21,1.42,1.34,1.45,1.25
2017-01-22,1.37,1.42,1.47,1.33
2017-01-23,1.4,1.37,1.4,1.37
2017-01-24,1.37,1.4,1.4,1.36
2017-01-25,1.28,1.37,1.38,1.1
2017-01-26,1.33,1.28,1.36,1.28
2017-01-27,1.28,1.33,1.35,1.27
2017-01-28,1.31,1.28,1.31,1.29
2017-01-29,1.29,1.31,1.31,1.29
2017-01-30,1.34,1.29,1.34,1.29
2017-01-31,1.36,1.34,1.37,1.33
2017-02-01,1.35,1.36,1.39,1.34
2017-02-02,1.36,1.35,1.37,1.34
2017-02-03,1.33,1.36,1.37,1.31
2017-02-04,1.38,1.33,1.39,1.33
2017-02-05,1.37,1.38,1.38,1.34
2017-02-06,1.45,1.37,1.48,1.37
2017-02-07,1.46,1.45,1.51,1.42
2017-02-08,1.43,1.46,1.49,1.4
2017-02-09,1.28,1.43,1.5,1.2
2017-02-10,1.26,1.28,1.4,1.22
2017-02-11,1.23,1.26,1.3,1.23
2017-02-12,1.22,1.23,1.24,1.21
2017-02-13,1.19,1.22,1.23,1.15
2017-02-14,1.25,1.19,1.26,1.19
2017-02-15,1.26,1.25,1.28,1.25
2017-02-16,1.23,1.26,1.27,1.23
2017-02-17,1.23,1.23,1.26,1.23
2017-02-18,1.22,1.23,1.25,1.2
2017-02-19,1.22,1.22,1.24,1.22
2017-02-20,1.22,1.22,1.24,1.22
2017-02-21,1.26,1.22,1.26,1.21
2017-02-22,1.22,1.26,1.39,1.22
2017-02-23,1.22,1.22,1.24,1.2
2017-02-24,1.21,1.22,1.25,1.2
2017-02-25,1.21,1.21,1.22,1.18
2017-02-26,1.24,1.21,1.24,1.18
2017-02-27,1.24,1.24,1.26,1.22
2017-02-28,1.23,1.24,1.26,1.21
2017-03-01,1.39,1.23,1.43,1.22
2017-03-02,1.37,1.39,1.4,1.33
2017-03-03,1.44,1.37,1.44,1.32
2017-03-04,1.43,1.44,1.46,1.39
2017-03-05,1.37,1.43,1.44,1.35
2017-03-06,1.44,1.37,1.44,1.37
2017-03-07,1.38,1.44,1.44,1.34
2017-03-08,1.28,1.38,1.38,1.28
2017-03-09,1.32,1.28,1.34,1.25
2017-03-10,1.27,1.32,1.39,1.21
2017-03-11,1.38,1.27,1.38,1.27
2017-03-12,1.41,1.38,1.43,1.34
2017-03-13,1.64,1.41,1.65,1.35
2017-03-14,1.65,1.64,1.78,1.61
2017-03-15,1.77,1.65,1.8,1.5
2017-03-16,2.08,1.77,2.1,1.7
2017-03-17,1.73,2.08,2.17,1.66
2017-03-18,1.62,1.73,1.78,1.55
2017-03-19,1.94,1.62,2.0,1.62
2017-03-20,1.87,1.94,1.95,1.82
2017-03-21,2.38,1.87,2.39,1.87
2017-03-22,2.28,2.38,2.46,2.01
2017-03-23,2.24,2.28,2.36,2.1
2017-03-24,2.41,2.24,2.45,2.23
2017-03-25,2.21,2.41,2.42,2.21
2017-03-26,2.28,2.21,2.34,2.21
2017-03-27,2.1,2.28,2.31,1.85
2017-03-28,2.24,2.1,2.33,2.08
2017-03-29,2.32,2.24,2.38,1.9
2017-03-30,2.85,2.32,3.15,2.26
2017-03-31,2.83,2.85,3.0,2.58
2017-04-01,2.75,2.83,2.85,2.71
2017-04-02,2.69,2.75,2.82,2.51
2017-04-03,2.57,2.69,2.75,2.48
2017-04-04,2.66,2.57,2.71,2.55
2017-04-05,2.75,2.66,2.82,2.63
2017-04-06,2.67,2.75,2.83,2.45
2017-04-07,2.75,2.67,2.75,2.57
2017-04-08,2.72,2.75,2.81,2.66
2017-04-09,2.66,2.72,2.73,2.59
2017-04-10,2.64,2.66,2.66,2.54
2017-04-11,2.57,2.64,2.64,2.56
2017-04-12,2.63,2.57,2.7,2.52
2017-04-13,2.61,2.63,2.68,2.57
2017-04-14,2.63,2.61,2.71,2.55
2017-04-15,2.69,2.63,2.69,2.6
2017-04-16,2.59,2.69,2.69,2.58
2017-04-17,2.58,2.59,2.64,2.56
2017-04-18,2.82,2.58,2.92,2.58
2017-04-19,3.09,2.82,3.3,2.75
2017-04-20,3.21,3.09,3.4,3.02
2017-04-21,3.14,3.21,3.33,3.0
2017-04-22,3.18,3.14,3.23,3.12
2017-04-23,3.5,3.18,3.52,3.12
2017-04-24,4.03,3.5,4.14,3.5
2017-04-25,3.9,4.03,4.14,3.8
2017-04-26,4.6,3.9,4.74,3.88
2017-04-27,5.0,4.6,5.17,4.59
2017-04-28,4.92,5.0,5.19,4.61
2017-04-29,5.5,4.92,5.5,4.76
2017-04-30,6.38,5.5,6.53,5.34
2017-05-01,6.63,6.38,7.63,5.95
2017-05-02,6.41,6.63,6.9,6.03
2017-05-03,6.71,6.41,6.85,6.35
2017-05-04,7.37,6.71,7.45,6.66
2017-05-05,7.05,7.37,7.5,6.78
2017-05-06,6.88,7.05,7.17,6.63
2017-05-07,6.54,6.88,7.27,5.17
2017-05-08,6.3,6.54,6.8,6.17
2017-05-09,6.1,6.3,6.3,5.0
2017-05-10,6.42,6.1,6.83,5.9
2017-05-11,6.28,6.42,6.63,6.0
2017-05-12,5.95,6.28,6.45,5.95
2017-05-13,5.93,5.95,6.1,5.61
2017-05-14,6.61,5.93,6.87,5.93
2017-05-15,6.2,6.61,6.65,6.16
2017-05-16,6.09,6.2,6.31,5.8
2017-05-17,5.71,6.09,6.15,5.53
2017-05-18,6.55,5.71,6.87,5.71
2017-05-19,7.4,6.55,7.68,6.35
2017-05-20,6.9,7.4,7.68,6.9
2017-05-21,7.96,6.9,7.96,6.65
2017-05-22,8.4,7.96,9.26,7.67
2017-05-23,10.74,8.4,10.74,8.22
2017-05-24,18.3,10.74,18.75,10.51
2017-05-25,15.72,18.3,23.0,14.8
2017-05-26,14.45,15.72,18.0,12.5
2017-05-27,14.7,14.45,15.37,9.5
2017-05-28,15.7,14.7,17.0,13.3
2017-05-29,16.37,15.7,16.95,14.5
2017-05-30,17.4,16.37,17.75,15.63
2017-05-31,16.72,17.4,17.78,15.6
2017-06-01,16.08,16.72,17.41,15.75
2017-06-02,16.61,16.08,16.95,16.08
2017-06-03,15.93,16.61,17.0,15.85
2017-06-04,17.28,15.93,17.4,15.61
2017-06-05,17.07,17.28,17.4,16.56
2017-06-06,17.17,17.07,17.8,16.4
2017-06-07,17.1,17.17,18.71,16.68
2017-06-08,17.28,17.1,17.56,16.65
2017-06-09,17.23,17.28,17.71,17.01
2017-06-10,19.0,17.23,19.0,17.11
2017-06-11,21.58,19.0,22.27,17.2
2017-06-12,19.44,21.58,22.3,15.6
2017-06-13,20.14,19.44,20.6,19.0
2017-06-14,17.7,20.14,20.94,16.19
2017-06-15,17.15,17.7,17.98,13.5
2017-06-16,17.24,17.15,17.75,16.15
2017-06-17,21.98,17.24,22.7,16.92
2017-06-18,20.27,21.98,23.8,19.5
2017-06-19,21.5,20.27,22.4,20.0
2017-06-20,20.63,21.5,21.59,19.72
2017-06-21,19.17,20.63,21.04,17.69
2017-06-22,19.35,19.17,19.65,18.4
2017-06-23,19.75,19.35,20.07,19.25
2017-06-24,18.34,19.75,19.75,17.77
2017-06-25,18.42,18.34,21.27,17.45
2017-06-26,17.65,18.42,19.75,14.79
2017-06-27,18.2,17.65,18.36,15.05
2017-06-28,18.73,18.2,19.22,17.0
2017-06-29,17.75,18.73,18.92,17.58
2017-06-30,17.4,17.75,18.56,17.01
2017-07-01,16.5,17.4,17.55,15.86
2017-07-02,17.44,16.5,17.59,15.95
2017-07-03,17.19,17.44,17.91,16.82
2017-07-04,17.4,17.19,18.16,17.11
2017-07-05,17.34,17.4,17.58,16.82
2017-07-06,17.56,17.34,17.76,17.0
2017-07-07,16.08,17.56,17.7,15.61
2017-07-08,16.28,16.08,16.38,14.5
2017-07-09,15.56,16.28,16.8,15.56
2017-07-10,14.2,15.56,17.3,13.44
2017-07-11,14.03,14.2,15.41,12.0
2017-07-12,18.75,14.03,19.5,13.18
2017-07-13,17.55,18.75,19.8,16.27
2017-07-14,17.0,17.55,17.93,16.0
2017-07-15,14.66,17.0,17.0,14.59
2017-07-16,13.92,14.66,15.3,12.77
2017-07-17,15.02,13.92,15.42,13.83
2017-07-18,15.67,15.02,16.38,14.5
2017-07-19,14.14,15.67,16.09,13.67
2017-07-20,16.11,14.14,16.18,14.14
2017-07-21,15.95,16.11,17.61,15.73
2017-07-22,16.81,15.95,17.0,15.93
2017-07-23,16.09,16.81,16.93,15.55
2017-07-24,15.95,16.09,16.37,15.8
2017-07-25,14.66,15.95,16.04,13.59
2017-07-26,14.61,14.66,14.9,14.02
2017-07-27,14.46,14.61,14.74,14.25
2017-07-28,13.97,14.46,14.63,13.73
2017-07-29,14.26,13.97,14.48,13.27
2017-07-30,13.85,14.26,14.45,13.58
2017-07-31,13.74,13.85,14.07,13.32
2017-08-01,14.58,13.74,14.85,13.46
2017-08-02,14.52,14.58,15.31,14.26
2017-08-03,15.29,14.52,15.35,14.29
2017-08-04,14.97,15.29,15.37,14.77
2017-08-05,15.57,14.97,15.92,14.76
2017-08-06,15.57,15.57,16.11,15.36
2017-08-07,15.29,15.57,15.58,14.55
2017-08-08,16.05,15.29,16.06,15.14
2017-08-09,15.34,16.05,16.46,15.15
2017-08-10,15.21,15.34,15.71,15.16
2017-08-11,15.16,15.21,15.53,14.87
2017-08-12,14.65,15.16,15.31,14.44
2017-08-13,14.12,14.65,14.66,13.78
2017-08-14,13.98,14.12,14.52,13.77
2017-08-15,13.42,13.98,14.07,13.07
2017-08-16,14.08,13.42,14.38,13.17
2017-08-17,13.83,14.08,14.25,13.57
2017-08-18,13.44,13.83,14.37,12.51
2017-08-19,13.51,13.44,13.96,13.04
2017-08-20,13.76,13.51,14.18,13.27
2017-08-21,14.66,13.76,15.12,13.72
2017-08-22,14.41,14.66,15.11,13.37
2017-08-23,15.28,14.41,16.65,14.19
2017-08-24,15.13,15.28,15.99,15.04
2017-08-25,15.15,15.13,15.58,14.99
2017-08-26,15.28,15.15,15.33,14.87
2017-08-27,16.01,15.28,16.35,15.15
2017-08-28,15.74,16.01,16.41,15.52
2017-08-29,15.93,15.74,16.1,15.56
2017-08-30,15.96,15.93,16.06,15.73
2017-08-31,16.78,15.96,16.91,15.89
2017-09-01,22.42,16.78,22.89,16.31
2017-09-02,19.88,22.42,24.24,18.25
2017-09-03,19.18,19.88,20.79,18.32
2017-09-04,16.44,19.18,19.22,15.87
2017-09-05,17.08,16.44,17.44,15.39
2017-09-06,19.26,17.08,19.39,17.05
2017-09-07,18.51,19.26,19.32,17.98
2017-09-08,16.75,18.51,18.72,15.91
2017-09-09,16.32,16.75,16.75,15.39
2017-09-10,15.23,16.32,16.33,14.27
2017-09-11,15.22,15.23,16.01,14.83
2017-09-12,15.01,15.22,16.19,14.83
2017-09-13,14.11,15.01,15.04,13.51
2017-09-14,10.18,14.11,14.48,10.18
2017-09-15,11.4,10.18,12.26,8.47
2017-09-16,11.19,11.4,12.29,10.78
2017-09-17,11.03,11.19,11.4,10.26
2017-09-18,12.06,11.03,12.2,11.03
2017-09-19,11.54,12.06,12.25,11.28
2017-09-20,11.27,11.54,11.75,11.15
2017-09-21,10.04,11.27,11.29,10.01
2017-09-22,10.15,10.04,10.61,9.8
2017-09-23,10.58,10.15,10.86,10.03
2017-09-24,10.41,10.58,10.72,10.26
2017-09-25,11.0,10.41,11.14,10.39
2017-09-26,11.49,11.0,12.19,10.8
2017-09-27,12.96,11.49,13.3,11.43
2017-09-28,13.24,12.96,13.95,12.66
2017-09-29,12.7,13.24,13.74,12.13
2017-09-30,13.23,12.7,13.51,12.66
2017-10-01,12.92,13.23,13.24,12.62
2017-10-02,12.43,12.92,12.98,12.4
2017-10-03,12.29,12.43,12.54,11.78
2017-10-04,11.79,12.29,12.39,11.78
2017-10-05,11.91,11.79,12.08,11.51
2017-10-06,12.33,11.91,12.41,11.9
2017-10-07,12.37,12.33,12.55,12.04
2017-10-08,12.11,12.37,12.58,12.11
2017-10-09,11.43,12.11,12.17,10.94
2017-10-10,11.41,11.43,11.69,11.26
2017-10-11,11.45,11.41,11.53,11.27
2017-10-12,11.73,11.45,11.97,11.35
2017-10-13,12.05,11.73,12.39,11.31
2017-10-14,12.19,12.05,12.5,11.87
2017-10-15,11.96,12.19,12.48,11.54
2017-10-16,11.93,11.96,12.19,11.81
2017-10-17,11.86,11.93,12.49,11.6
2017-10-18,11.45,11.85,11.85,10.66
2017-10-19,11.29,11.45,11.51,11.12
2017-10-20,11.12,11.29,11.46,11.1
2017-10-21,10.84,11.09,11.26,10.64
2017-10-22,10.67,10.84,11.18,10.5
2017-10-23,10.05,10.66,10.66,9.66
2017-10-24,10.44,10.05,11.07,9.61
2017-10-25,10.47,10.44,10.57,10.12
2017-10-26,10.35,10.47,10.65,10.27
2017-10-27,10.28,10.38,10.61,9.8
2017-10-28,10.38,10.29,10.49,9.97
2017-10-29,10.83,10.37,11.09,10.37
2017-10-30,10.8,10.83,10.99,10.72
2017-10-31,10.52,10.81,10.88,10.51
2017-11-01,10.11,10.5,10.61,10.11
2017-11-02,10.03,10.11,10.24,9.43
2017-11-03,12.49,9.98,12.56,9.95
2017-11-04,11.77,12.34,12.51,11.27
2017-11-05,13.1,11.77,14.22,11.56
2017-11-06,13.84,13.1,15.24,12.94
2017-11-07,13.52,13.84,14.68,13.15
2017-11-08,13.9,13.51,14.2,13.45
2017-11-09,14.04,13.89,14.51,13.77
2017-11-10,14.39,14.04,15.37,13.51
2017-11-11,19.19,14.39,19.43,14.32
2017-11-12,14.67,19.19,21.35,14.45
2017-11-13,15.85,14.67,16.37,14.11
2017-11-14,17.37,15.85,18.42,15.83
2017-11-15,17.14,17.37,17.82,16.55
2017-11-16,16.84,17.14,17.19,16.11
2017-11-17,17.1,16.84,17.69,16.48
2017-11-18,17.62,17.1,18.17,16.73
2017-11-19,17.97,17.61,18.13,17.5
2017-11-20,18.48,17.97,18.87,17.91
2017-11-21,17.66,18.48,18.68,17.07
2017-11-22,17.98,17.66,18.17,17.6
2017-11-23,17.98,17.98,18.79,17.61
2017-11-24,21.01,17.98,21.24,17.61
2017-11-25,21.31,21.0,22.62,19.98
2017-11-26,21.64,21.31,21.85,20.63
2017-11-27,24.69,21.65,25.74,20.89
2017-11-28,31.42,24.69,32.79,24.54
2017-11-29,24.28,31.41,31.69,22.5
2017-11-30,26.1,24.28,27.08,21.66
2017-12-01,29.64,26.1,30.17,24.18
2017-12-02,28.89,29.62,30.71,28.13
2017-12-03,28.93,28.89,30.88,27.71
2017-12-04,29.25,28.93,29.65,27.47
2017-12-05,28.01,29.24,29.36,27.81
2017-12-06,24.95,27.98,28.17,23.85
2017-12-07,23.32,24.95,27.28,23.17
2017-12-08,27.58,23.31,27.64,22.13
2017-12-09,27.51,27.58,31.19,24.8
2017-12-10,25.27,27.51,27.75,23.35
2017-12-11,26.64,25.27,28.49,25.23
2017-12-12,29.2,26.64,31.9,26.58
2017-12-13,29.0,29.2,33.29,26.47
2017-12-14,31.3,28.99,33.58,28.79
2017-12-15,31.46,31.3,32.2,27.23
2017-12-16,33.76,31.46,37.57,30.3
2017-12-17,34.02,33.76,35.8,33.35
2017-12-18,38.04,34.02,40.87,31.34
2017-12-19,37.4,38.06,42.96,35.88
2017-12-20,38.93,37.4,41.33,34.2
2017-12-21,36.97,38.94,42.65,35.28
2017-12-22,27.23,36.97,37.39,18.53
2017-12-23,28.44,27.23,31.41,27.01
2017-12-24,27.47,28.44,28.77,23.67
2017-12-25,28.58,27.47,29.45,26.69
2017-12-26,29.99,28.58,30.46,28.53
2017-12-27,28.78,29.99,30.74,27.59
2017-12-28,26.89,28.78,28.95,25.18
2017-12-29,27.38,26.89,28.63,25.96
2017-12-30,23.84,27.35,27.37,22.77
2017-12-31,26.05,23.84,26.61,23.62
2018-01-01,29.23,26.05,31.69,25.24
2018-01-02,31.87,29.23,34.38,29.23
2018-01-03,33.11,31.87,33.77,30.1
2018-01-04,33.77,33.11,37.08,30.74
2018-01-05,31.16,33.77,35.25,30.55
2018-01-06,34.0,31.16,34.64,30.93
2018-01-07,35.45,34.0,36.07,33.95
2018-01-08,33.81,35.46,38.5,28.4
2018-01-09,37.7706,33.2139,38.6134,30.338
2018-01-10,36.9539,37.7706,39.1264,34.2713
2018-01-11,33.2559,36.9539,38.0214,31.477
2018-01-12,36.0118,33.2559,36.6654,32.2154
2018-01-13,42.3375,36.0109,42.6155,35.3663
2018-01-14,43.2277,42.3433,47.1444,40.2622
2018-01-15,40.7794,43.2352,44.4183,40.6805
2018-01-16,28.9106,40.7804,40.883,23.1639
2018-01-17,29.7831,28.9091,31.2329,22.4708
2018-01-18,30.2559,29.7801,33.0625,28.0774
2018-01-19,32.2848,30.2559,34.6151,29.1748
2018-01-20,35.3869,32.2848,35.9085,32.2848
2018-01-21,30.8396,35.4004,36.5426,29.5924
2018-01-22,29.6157,30.8503,33.2917,27.0125
2018-01-23,28.5579,29.6157,30.5415,26.7091
2018-01-24,29.9405,28.5579,30.4633,28.394
2018-01-25,29.3946,29.9405,30.476,29.0546
2018-01-26,28.8727,29.3944,29.7921,26.8942
2018-01-27,29.6467,28.8687,30.1829,28.2619
2018-01-28,32.4589,29.6413,34.1119,29.5369
2018-01-29,31.1715,32.4557,33.1563,30.4341
2018-01-30,27.1947,31.1676,31.2935,26.8792
2018-01-31,28.7967,27.195,28.8213,26.0846
2018-02-01,25.0983,28.7972,28.9403,24.0212
2018-02-02,23.3093,25.0974,25.1781,18.8904
2018-02-03,24.3245,23.3093,24.8791,20.9335
2018-02-04,20.8816,24.3245,24.7517,19.8239
2018-02-05,16.5391,20.928,21.2748,15.8496
2018-02-06,19.1816,16.5591,19.3186,14.099
2018-02-07,18.1491,19.1496,20.4576,17.343
2018-02-08,21.7247,18.1491,21.8617,18.1396
2018-02-09,25.7209,21.7247,26.1031,20.869
2018-02-10,24.0958,25.7209,26.2196,22.5523
2018-02-11,23.7949,24.0958,25.745,21.0709
2018-02-12,29.523,23.7639,29.9501,23.7639
2018-02-13,33.1874,29.5229,34.1005,27.8444
2018-02-14,34.6871,33.1941,35.8495,32.6637
2018-02-15,33.8172,34.6845,35.1833,31.9387
2018-02-16,34.6427,33.8157,34.9135,32.2271
2018-02-17,34.691,34.64,34.9833,33.9048
2018-02-18,34.3538,34.6719,34.7361,30.7452
2018-02-19,38.4183,34.3233,39.5991,33.3786
2018-02-20,36.6131,38.4168,42.8347,36.0476
2018-02-21,34.5356,36.5954,38.4934,33.0945
2018-02-22,31.429,34.5262,36.0199,30.233
2018-02-23,36.1818,31.441,36.669,30.2989
2018-02-24,36.775,36.1713,38.9047,34.7123
2018-02-25,35.1304,36.7841,36.9893,33.7713
2018-02-26,35.2831,35.153,36.4346,33.5432
2018-02-27,35.6429,35.2879,37.0801,34.7372
2018-02-28,33.2884,35.6396,36.2516,32.9461
2018-03-01,33.5198,33.3199,34.7377,31.68
2018-03-02,30.5295,33.5085,33.898,30.1349
2018-03-03,28.9019,30.5295,31.8513,28.3962
2018-03-04,29.5828,28.896,31.0389,28.4582
2018-03-05,26.5928,29.5828,30.1981,26.33
